Back to Contents,Data 1: Residential Propane Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPLLPA_PRS_NUS_DPG,W_EPLLPA_PRS_R10_DPG,W_EPLLPA_PRS_R1X_DPG,W_EPLLPA_PRS_SCT_DPG,W_EPLLPA_PRS_SME_DPG,W_EPLLPA_PRS_SMA_DPG,W_EPLLPA_PRS_SNH_DPG,W_EPLLPA_PRS_SRI_DPG,W_EPLLPA_PRS_SVT_DPG,W_EPLLPA_PRS_R1Y_DPG,W_EPLLPA_PRS_SDE_DPG,W_EPLLPA_PRS_SMD_DPG,W_EPLLPA_PRS_SNJ_DPG,W_EPLLPA_PRS_SNY_DPG,W_EPLLPA_PRS_SPA_DPG,W_EPLLPA_PRS_R1Z_DPG,W_EPLLPA_PRS_SFL_DPG,W_EPLLPA_PRS_SGA_DPG,W_EPLLPA_PRS_SNC_DPG,W_EPLLPA_PRS_SVA_DPG,W_EPLLPA_PRS_R20_DPG,W_EPLLPA_PRS_SIL_DPG,W_EPLLPA_PRS_SIN_DPG,W_EPLLPA_PRS_SIA_DPG,W_EPLLPA_PRS_SKS_DPG,W_EPLLPA_PRS_SKY_DPG,W_EPLLPA_PRS_SMI_DPG,W_EPLLPA_PRS_SMN_DPG,W_EPLLPA_PRS_SMO_DPG,W_EPLLPA_PRS_SNE_DPG,W_EPLLPA_PRS_SND_DPG,W_EPLLPA_PRS_SOH_DPG,W_EPLLPA_PRS_SOK_DPG,W_EPLLPA_PRS_SSD_DPG,W_EPLLPA_PRS_STN_DPG,W_EPLLPA_PRS_SWI_DPG,W_EPLLPA_PRS_R30_DPG,W_EPLLPA_PRS_SAL_DPG,W_EPLLPA_PRS_SAR_DPG,W_EPLLPA_PRS_SMS_DPG,W_EPLLPA_PRS_STX_DPG,W_EPLLPA_PRS_R40_DPG,W_EPLLPA_PRS_SCO_DPG,W_EPLLPA_PRS_SID_DPG,W_EPLLPA_PRS_SMT_DPG,W_EPLLPA_PRS_SUT_DPG
"Dec 27, 2004",1.729,1.955,2.057,1.907,2.198,1.937,2.045,2.238,2.127,2.007,2.005,2.054,2.051,1.996,1.986,1.849,,,1.835,1.918,1.561,,1.634,1.287,,1.764,1.662,1.512,1.552,1.251,1.341,1.747,,1.309,,1.528,,,,,,,,,,
"Jan 03, 2005",1.73,1.953,2.058,1.897,2.175,1.931,2.067,2.248,2.135,2.005,2.001,2.044,2.039,1.995,1.986,1.849,,,1.837,1.903,1.564,,1.655,1.272,,1.78,1.668,1.529,1.538,1.237,1.348,1.745,,1.295,,1.557,,,,,,,,,,
"Jan 10, 2005",1.728,1.947,2.049,1.897,2.182,1.915,2.044,2.257,2.128,1.997,1.996,2.041,2.041,1.987,1.97,1.845,,,1.833,1.901,1.565,,1.667,1.275,,1.772,1.675,1.52,1.533,1.236,1.342,1.729,,1.289,,1.578,,,,,,,,,,
"Jan 17, 2005",1.725,1.939,2.048,1.911,2.197,1.909,2.042,2.253,2.114,1.994,2.01,2.054,2.04,1.977,1.973,1.829,,,1.812,1.907,1.566,,1.666,1.268,,1.772,1.682,1.519,1.523,1.228,1.346,1.739,,1.289,,1.594,,,,,,,,,,
"Jan 24, 2005",1.731,1.945,2.06,1.904,2.223,1.917,2.052,2.242,2.128,2.002,2.01,2.056,2.066,1.985,1.979,1.83,,,1.812,1.912,1.571,,1.665,1.277,,1.766,1.69,1.517,1.53,1.228,1.35,1.742,,1.281,,1.608,,,,,,,,,,
"Jan 31, 2005",1.728,1.946,2.052,1.909,2.193,1.913,2.046,2.276,2.126,2.002,2.013,2.066,2.069,1.981,1.982,1.834,,,1.813,1.933,1.566,,1.668,1.274,,1.765,1.692,1.516,1.518,1.224,1.34,1.75,,1.26,,1.584,,,,,,,,,,
"Feb 07, 2005",1.723,1.945,2.058,1.907,2.228,1.907,2.041,2.285,2.134,2.006,2.024,2.065,2.063,1.986,1.986,1.825,,,1.803,1.926,1.559,,1.649,1.259,,1.763,1.691,1.513,1.508,1.22,1.306,1.745,,1.255,,1.581,,,,,,,,,,
"Feb 14, 2005",1.721,1.945,2.053,1.894,2.181,1.914,2.046,2.292,2.148,2.008,2.04,2.068,2.068,1.987,1.988,1.824,,,1.802,1.926,1.555,,1.647,1.254,,1.755,1.69,1.505,1.508,1.196,1.29,1.758,,1.253,,1.564,,,,,,,,,,
"Feb 21, 2005",1.717,1.94,2.053,1.916,2.191,1.904,2.041,2.272,2.141,2,2.042,2.065,2.07,1.986,1.951,1.822,,,1.8,1.924,1.551,,1.645,1.243,,1.759,1.668,1.512,1.514,1.19,1.28,1.77,,1.25,,1.549,,,,,,,,,,
"Feb 28, 2005",1.717,1.945,2.056,1.918,2.195,1.915,2.041,2.29,2.143,2.006,2.06,2.067,2.084,1.989,1.963,1.826,,,1.805,1.923,1.547,,1.659,1.223,,1.772,1.669,1.496,1.51,1.194,1.281,1.769,,1.243,,1.542,,,,,,,,,,
"Mar 07, 2005",1.714,1.948,2.066,1.932,2.181,1.922,2.065,2.278,2.155,2.013,2.017,2.05,2.094,1.997,1.989,1.822,,,1.796,1.942,1.54,,1.663,1.227,,1.769,1.666,1.485,1.48,1.194,1.28,1.775,,1.249,,1.545,,,,,,,,,,
"Mar 14, 2005",1.721,1.963,2.074,1.94,2.189,1.936,2.071,2.299,2.158,2.032,2.032,2.072,2.106,2.02,2.002,1.834,,,1.81,1.947,1.54,,1.676,1.235,,1.76,1.676,1.489,1.483,1.218,1.286,1.78,,1.256,,1.51,,,,,,,,,,
"Oct 03, 2005",1.916,2.197,2.255,2.236,2.178,2.239,2.253,2.673,2.293,2.235,2.298,2.358,2.399,2.2,2.156,2.084,,,1.976,2.245,1.743,,1.852,1.54,,1.953,1.813,1.69,1.661,1.475,1.499,1.938,,1.53,,1.769,,,,,,,,,,
"Oct 10, 2005",1.935,2.222,2.306,2.246,2.246,2.301,2.309,2.807,2.329,2.247,2.316,2.282,2.406,2.223,2.195,2.106,,,1.996,2.27,1.757,,1.885,1.545,,1.979,1.818,1.705,1.682,1.469,1.511,1.95,,1.527,,1.79,,,,,,,,,,
"Oct 17, 2005",1.949,2.241,2.31,2.217,2.298,2.302,2.312,2.752,2.334,2.261,2.323,2.325,2.439,2.209,2.225,2.146,,,2.013,2.344,1.769,,1.908,1.561,,1.965,1.842,1.701,1.674,1.474,1.517,2.007,,1.53,,1.766,,,,,,,,,,
"Oct 24, 2005",1.95,2.244,2.31,2.247,2.235,2.312,2.321,2.834,2.322,2.273,2.294,2.337,2.462,2.228,2.234,2.138,,,2.005,2.335,1.77,,1.863,1.544,,1.987,1.849,1.719,1.68,1.479,1.52,2.02,,1.538,,1.764,,,,,,,,,,
"Oct 31, 2005",1.962,2.258,2.338,2.278,2.309,2.327,2.342,2.873,2.339,2.282,2.31,2.336,2.472,2.239,2.244,2.146,,,2.013,2.339,1.78,,1.876,1.549,,2.011,1.86,1.72,1.68,1.493,1.532,2.032,,1.541,,1.785,,,,,,,,,,
"Nov 07, 2005",1.955,2.248,2.328,2.231,2.326,2.324,2.341,2.788,2.32,2.275,2.318,2.342,2.464,2.227,2.231,2.135,,,2.017,2.316,1.773,,1.863,1.538,,2.014,1.864,1.717,1.67,1.49,1.529,2.012,,1.525,,1.784,,,,,,,,,,
"Nov 14, 2005",1.945,2.241,2.326,2.187,2.328,2.328,2.344,2.796,2.33,2.27,2.32,2.338,2.423,2.236,2.222,2.12,,,2.001,2.301,1.762,,1.862,1.525,,1.997,1.851,1.707,1.65,1.468,1.505,2.009,,1.513,,1.779,,,,,,,,,,
"Nov 21, 2005",1.94,2.232,2.319,2.204,2.306,2.317,2.336,2.774,2.326,2.267,2.292,2.348,2.385,2.238,2.221,2.101,,,1.982,2.282,1.759,,1.874,1.49,,1.999,1.853,1.7,1.651,1.46,1.483,2.026,,1.514,,1.769,,,,,,,,,,
"Nov 28, 2005",1.938,2.226,2.312,2.178,2.305,2.319,2.331,2.766,2.315,2.26,2.306,2.356,2.371,2.24,2.197,2.096,,,1.975,2.28,1.76,,1.873,1.486,,2.039,1.849,1.693,1.65,1.458,1.481,2.025,,1.512,,1.776,,,,,,,,,,
"Dec 05, 2005",1.939,2.217,2.286,2.189,2.298,2.239,2.296,2.785,2.312,2.264,2.311,2.361,2.38,2.238,2.207,2.086,,,1.974,2.256,1.767,,1.876,1.496,,2.04,1.864,1.7,1.649,1.44,1.486,2.045,,1.511,,1.786,,,,,,,,,,
"Dec 12, 2005",1.956,2.23,2.286,2.199,2.291,2.244,2.293,2.763,2.313,2.279,2.352,2.393,2.415,2.243,2.217,2.105,,,1.99,2.278,1.787,,1.908,1.509,,2.033,1.884,1.725,1.68,1.455,1.516,2.057,,1.527,,1.803,,,,,,,,,,
"Dec 19, 2005",1.997,2.264,2.312,2.232,2.321,2.264,2.319,2.807,2.335,2.32,2.419,2.43,2.468,2.277,2.256,2.138,,,2.018,2.32,1.832,,1.961,1.537,,2.05,1.941,1.779,1.706,1.508,1.578,2.125,,1.555,,1.826,,,,,,,,,,
"Dec 26, 2005",2.006,2.279,2.315,2.226,2.331,2.269,2.322,2.783,2.34,2.341,2.474,2.455,2.51,2.302,2.258,2.153,,,2.022,2.352,1.839,,1.967,1.544,,2.071,1.94,1.779,1.715,1.527,1.589,2.136,,1.564,,1.838,,,,,,,,,,
"Jan 02, 2006",2.013,2.291,2.329,2.221,2.328,2.284,2.344,2.807,2.363,2.352,2.463,2.476,2.561,2.309,2.259,2.164,,,2.029,2.369,1.842,,1.985,1.545,,2.063,1.957,1.776,1.705,1.524,1.582,2.14,,1.562,,1.846,,,,,,,,,,
"Jan 09, 2006",2.009,2.292,2.319,2.227,2.273,2.282,2.35,2.843,2.338,2.358,2.456,2.478,2.566,2.317,2.266,2.17,,,2.028,2.385,1.834,,1.968,1.532,,2.063,1.948,1.762,1.693,1.498,1.591,2.136,,1.536,,1.853,,,,,,,,,,
"Jan 16, 2006",2.014,2.295,2.332,2.229,2.296,2.278,2.371,2.841,2.353,2.363,2.461,2.503,2.587,2.314,2.268,2.161,,,2.024,2.369,1.84,,2.023,1.534,,2.058,1.959,1.759,1.699,1.461,1.57,2.138,,1.532,,1.86,,,,,,,,,,
"Jan 23, 2006",2.012,2.297,2.337,2.217,2.313,2.29,2.376,2.842,2.358,2.366,2.468,2.524,2.567,2.305,2.285,2.156,,,2.02,2.363,1.837,,2.017,1.521,,2.058,1.956,1.764,1.694,1.46,1.552,2.14,,1.526,,1.859,,,,,,,,,,
"Jan 30, 2006",2.003,2.289,2.343,2.192,2.343,2.281,2.391,2.866,2.364,2.356,2.454,2.519,2.566,2.294,2.273,2.14,,,2.016,2.329,1.827,,2.015,1.511,,2.052,1.94,1.747,1.687,1.443,1.551,2.134,,1.523,,1.846,,,,,,,,,,
"Feb 06, 2006",2,2.287,2.345,2.183,2.348,2.285,2.397,2.871,2.363,2.359,2.46,2.514,2.584,2.298,2.274,2.127,,,1.993,2.332,1.823,,2.017,1.496,,2.043,1.945,1.732,1.68,1.437,1.543,2.14,,1.519,,1.844,,,,,,,,,,
"Feb 13, 2006",2.008,2.286,2.343,2.178,2.321,2.288,2.398,2.907,2.366,2.361,2.455,2.512,2.593,2.295,2.281,2.122,,,1.99,2.323,1.837,,2.049,1.509,,2.073,1.967,1.73,1.682,1.438,1.523,2.181,,1.512,,1.847,,,,,,,,,,
"Feb 20, 2006",2,2.28,2.347,2.169,2.323,2.291,2.401,2.891,2.385,2.35,2.453,2.509,2.571,2.282,2.27,2.117,,,1.976,2.331,1.828,,2.025,1.494,,2.067,1.947,1.739,1.672,1.422,1.514,2.177,,1.509,,1.847,,,,,,,,,,
"Feb 27, 2006",1.997,2.275,2.333,2.177,2.298,2.285,2.386,2.877,2.358,2.345,2.455,2.505,2.567,2.274,2.269,2.116,,,1.978,2.326,1.825,,2.016,1.485,,2.065,1.953,1.736,1.668,1.421,1.505,2.17,,1.511,,1.846,,,,,,,,,,
"Mar 06, 2006",1.991,2.273,2.341,2.176,2.308,2.285,2.398,2.886,2.372,2.34,2.453,2.505,2.551,2.269,2.265,2.112,,,1.964,2.339,1.816,,1.996,1.485,,2.054,1.947,1.734,1.659,1.414,1.503,2.143,,1.496,,1.849,,,,,,,,,,
"Mar 13, 2006",1.984,2.269,2.334,2.184,2.313,2.268,2.383,2.9,2.364,2.335,2.443,2.501,2.547,2.27,2.252,2.111,,,1.964,2.335,1.809,,1.972,1.484,,2.048,1.937,1.728,1.665,1.417,1.501,2.127,,1.495,,1.84,,,,,,,,,,
"Oct 02, 2006",1.941,2.291,2.372,2.239,2.395,2.297,2.374,2.993,2.447,2.346,2.46,2.537,2.517,2.315,2.222,2.132,,,2.023,2.295,1.724,,1.825,1.484,,1.908,1.834,1.664,1.62,1.418,1.471,1.965,,1.5,,1.744,,,,,,,,,,
"Oct 09, 2006",1.942,2.284,2.37,2.223,2.382,2.285,2.371,3.001,2.469,2.336,2.46,2.52,2.529,2.297,2.217,2.128,,,2.019,2.292,1.729,,1.827,1.48,,1.912,1.843,1.669,1.616,1.418,1.471,1.991,,1.474,,1.753,,,,,,,,,,
"Oct 16, 2006",1.934,2.272,2.366,2.209,2.347,2.288,2.378,2.989,2.472,2.323,2.46,2.497,2.543,2.254,2.234,2.109,,,2.005,2.264,1.725,,1.806,1.478,,1.926,1.857,1.663,1.623,1.406,1.452,1.947,,1.471,,1.76,,,,,,,,,,
"Oct 23, 2006",1.933,2.266,2.358,2.185,2.349,2.269,2.374,2.986,2.471,2.316,2.452,2.482,2.537,2.255,2.219,2.106,,,2.003,2.262,1.727,,1.806,1.482,,1.923,1.864,1.682,1.618,1.401,1.449,1.95,,1.466,,1.754,,,,,,,,,,
"Oct 30, 2006",1.934,2.265,2.35,2.193,2.356,2.267,2.356,2.977,2.453,2.313,2.453,2.478,2.547,2.241,2.225,2.115,,,2.021,2.256,1.729,,1.807,1.486,,1.935,1.858,1.686,1.622,1.398,1.455,1.953,,1.466,,1.763,,,,,,,,,,
"Nov 06, 2006",1.94,2.266,2.345,2.19,2.343,2.258,2.349,2.965,2.46,2.32,2.461,2.478,2.546,2.243,2.248,2.11,,,2.017,2.248,1.738,,1.82,1.487,,1.946,1.871,1.691,1.62,1.399,1.455,1.983,,1.467,,1.763,,,,,,,,,,
"Nov 13, 2006",1.946,2.269,2.356,2.184,2.38,2.265,2.36,2.971,2.47,2.32,2.454,2.487,2.557,2.25,2.234,2.111,,,2.014,2.255,1.746,,1.834,1.497,,1.954,1.892,1.686,1.627,1.397,1.447,1.99,,1.478,,1.76,,,,,,,,,,
"Nov 20, 2006",1.945,2.268,2.35,2.17,2.346,2.266,2.362,2.97,2.467,2.318,2.457,2.488,2.554,2.23,2.25,2.116,,,2.016,2.267,1.744,,1.838,1.488,,1.956,1.895,1.682,1.632,1.403,1.45,1.983,,1.472,,1.749,,,,,,,,,,
"Nov 27, 2006",1.95,2.267,2.346,2.175,2.348,2.263,2.358,2.966,2.449,2.319,2.457,2.487,2.55,2.23,2.255,2.117,,,2.018,2.264,1.754,,1.847,1.489,,1.995,1.901,1.696,1.63,1.424,1.456,1.996,,1.472,,1.756,,,,,,,,,,
"Dec 04, 2006",1.974,2.288,2.352,2.193,2.359,2.268,2.345,3.018,2.47,2.347,2.462,2.509,2.589,2.237,2.313,2.138,,,2.045,2.279,1.779,,1.874,1.512,,2.034,1.928,1.705,1.666,1.454,1.477,2.018,,1.482,,1.787,,,,,,,,,,
"Dec 11, 2006",1.978,2.295,2.363,2.199,2.376,2.274,2.368,3.006,2.468,2.35,2.466,2.516,2.593,2.233,2.322,2.148,,,2.057,2.285,1.782,,1.881,1.509,,2.05,1.935,1.709,1.665,1.453,1.488,2.021,,1.495,,1.771,,,,,,,,,,
"Dec 18, 2006",1.982,2.293,2.365,2.192,2.422,2.275,2.367,2.988,2.457,2.344,2.471,2.51,2.594,2.231,2.308,2.147,,,2.053,2.288,1.789,,1.894,1.499,,2.064,1.94,1.722,1.667,1.461,1.501,2.043,,1.492,,1.774,,,,,,,,,,
"Dec 25, 2006",1.984,2.296,2.361,2.195,2.397,2.272,2.367,3.003,2.45,2.352,2.461,2.533,2.609,2.235,2.313,2.151,,,2.047,2.31,1.792,,1.897,1.504,,2.052,1.952,1.715,1.669,1.468,1.506,2.042,,1.491,,1.777,,,,,,,,,,
"Jan 01, 2007",1.986,2.298,2.368,2.203,2.406,2.271,2.369,3.02,2.47,2.351,2.466,2.523,2.613,2.235,2.312,2.152,,,2.046,2.313,1.793,,1.887,1.504,,2.061,1.956,1.718,1.673,1.461,1.498,2.051,,1.491,,1.776,,,,,,,,,,
"Jan 08, 2007",1.993,2.301,2.369,2.185,2.4,2.287,2.374,2.973,2.474,2.349,2.468,2.521,2.605,2.259,2.28,2.164,,,2.059,2.324,1.804,,1.921,1.498,,2.058,1.961,1.743,1.675,1.454,1.499,2.067,,1.485,,1.794,,,,,,,,,,
"Jan 15, 2007",1.992,2.3,2.362,2.183,2.395,2.28,2.367,2.848,2.478,2.354,2.461,2.534,2.581,2.258,2.302,2.159,,,2.059,2.311,1.803,,1.931,1.482,,2.067,1.96,1.734,1.674,1.452,1.496,2.064,,1.484,,1.8,,,,,,,,,,
"Jan 22, 2007",1.992,2.302,2.366,2.174,2.416,2.275,2.374,2.774,2.49,2.356,2.455,2.529,2.575,2.263,2.306,2.161,,,2.061,2.313,1.802,,1.931,1.485,,2.065,1.957,1.731,1.682,1.448,1.491,2.064,,1.476,,1.796,,,,,,,,,,
"Jan 29, 2007",1.996,2.307,2.368,2.183,2.439,2.277,2.368,2.771,2.488,2.367,2.456,2.507,2.618,2.27,2.329,2.158,,,2.062,2.305,1.802,,1.945,1.485,,2.073,1.968,1.731,1.676,1.442,1.461,2.048,,1.477,,1.795,,,,,,,,,,
"Feb 05, 2007",2.005,2.319,2.389,2.212,2.478,2.288,2.392,2.768,2.499,2.375,2.453,2.516,2.609,2.29,2.33,2.169,,,2.075,2.311,1.811,,1.953,1.489,,2.077,1.972,1.739,1.686,1.452,1.476,2.066,,1.488,,1.804,,,,,,,,,,
"Feb 12, 2007",2.02,2.334,2.395,2.233,2.478,2.289,2.392,2.787,2.51,2.402,2.464,2.532,2.656,2.318,2.358,2.171,,,2.074,2.317,1.825,,1.96,1.505,,2.086,1.999,1.742,1.7,1.477,1.486,2.075,,1.501,,1.82,,,,,,,,,,
"Feb 19, 2007",2.025,2.342,2.419,2.235,2.527,2.295,2.426,2.793,2.54,2.406,2.471,2.539,2.648,2.327,2.359,2.17,,,2.069,2.322,1.828,,1.976,1.504,,2.095,2.005,1.73,1.697,1.489,1.502,2.081,,1.516,,1.819,,,,,,,,,,
"Feb 26, 2007",2.029,2.35,2.463,2.287,2.68,2.317,2.453,2.807,2.555,2.405,2.483,2.548,2.631,2.326,2.357,2.159,,,2.053,2.32,1.83,,1.983,1.507,,2.083,2.006,1.73,1.704,1.496,1.497,2.086,,1.516,,1.821,,,,,,,,,,
"Mar 05, 2007",2.029,2.356,2.459,2.274,2.605,2.33,2.456,2.804,2.578,2.411,2.493,2.556,2.638,2.333,2.359,2.176,,,2.066,2.343,1.827,,1.99,1.514,,2.085,2,1.74,1.684,1.5,1.496,2.063,,1.523,,1.819,,,,,,,,,,
"Mar 12, 2007",2.046,2.372,2.476,2.313,2.608,2.36,2.465,2.874,2.584,2.427,2.509,2.56,2.64,2.342,2.393,2.192,,,2.071,2.377,1.843,,1.999,1.522,,2.093,2.039,1.757,1.678,1.501,1.505,2.094,,1.526,,1.843,,,,,,,,,,
"Oct 08, 2007",2.125,2.506,2.565,2.425,2.682,2.523,2.598,2.876,2.521,2.535,2.634,2.679,2.73,2.433,2.518,2.406,,,2.309,2.553,1.89,,1.968,1.707,,2.069,1.972,1.837,1.805,1.657,1.66,2.11,,1.663,,1.873,,,,,,,,,,
"Oct 15, 2007",2.153,2.527,2.578,2.433,2.679,2.542,2.595,2.929,2.57,2.564,2.655,2.719,2.72,2.477,2.539,2.422,,,2.321,2.575,1.921,,1.998,1.749,,2.118,2.023,1.861,1.828,1.679,1.669,2.142,,1.683,,1.885,,,,,,,,,,
"Oct 22, 2007",2.208,2.58,2.632,2.503,2.767,2.58,2.639,2.968,2.624,2.62,2.749,2.774,2.776,2.536,2.585,2.468,,,2.379,2.603,1.979,,2.081,1.794,,2.182,2.071,1.899,1.889,1.742,1.742,2.215,,1.727,,1.936,,,,,,,,,,
"Oct 29, 2007",2.248,2.62,2.682,2.536,2.825,2.645,2.693,3.023,2.653,2.652,2.76,2.803,2.837,2.563,2.619,2.512,,,2.394,2.692,2.018,,2.148,1.815,,2.236,2.1,1.931,1.922,1.779,1.779,2.279,,1.768,,1.968,,,,,,,,,,
"Nov 05, 2007",2.333,2.706,2.763,2.585,2.914,2.773,2.78,3.093,2.697,2.723,2.817,2.849,2.959,2.649,2.669,2.628,,,2.524,2.786,2.103,,2.259,1.876,,2.338,2.162,2.014,1.987,1.841,1.868,2.419,,1.841,,2.052,,,,,,,,,,
"Nov 12, 2007",2.412,2.796,2.859,2.673,3.003,2.792,2.897,3.157,2.846,2.803,2.878,2.948,3.039,2.712,2.764,2.729,,,2.621,2.895,2.175,,2.332,1.904,,2.433,2.231,2.047,2.091,1.874,1.92,2.566,,1.892,,2.098,,,,,,,,,,
"Nov 19, 2007",2.435,2.814,2.844,2.656,2.935,2.778,2.869,3.406,2.861,2.833,2.894,3.037,3.142,2.711,2.787,2.757,,,2.659,2.906,2.2,,2.383,1.909,,2.456,2.251,2.086,2.112,1.881,1.92,2.617,,1.895,,2.107,,,,,,,,,,
"Nov 26, 2007",2.449,2.834,2.871,2.684,2.95,2.798,2.896,3.432,2.9,2.854,2.893,3.07,3.168,2.734,2.802,2.77,,,2.677,2.912,2.212,,2.413,1.92,,2.465,2.264,2.088,2.136,1.888,1.95,2.612,,1.898,,2.111,,,,,,,,,,
"Dec 03, 2007",2.461,2.849,2.904,2.71,2.985,2.82,2.929,3.38,2.965,2.872,2.905,3.057,3.19,2.747,2.838,2.762,,,2.671,2.904,2.22,,2.43,1.919,,2.472,2.311,2.094,2.139,1.883,1.954,2.588,,1.899,,2.116,,,,,,,,,,
"Dec 10, 2007",2.471,2.868,2.918,2.722,3.001,2.831,2.938,3.383,2.994,2.898,2.913,3.073,3.186,2.788,2.864,2.775,,,2.679,2.925,2.224,,2.438,1.918,,2.484,2.309,2.101,2.122,1.873,1.981,2.606,,1.923,,2.124,,,,,,,,,,
"Dec 17, 2007",2.487,2.883,2.933,2.747,2.962,2.837,2.975,3.392,3.016,2.916,2.924,3.08,3.203,2.817,2.874,2.785,,,2.694,2.924,2.241,,2.457,1.925,,2.494,2.315,2.118,2.152,1.881,1.983,2.649,,1.943,,2.128,,,,,,,,,,
"Dec 24, 2007",2.502,2.903,2.951,2.739,3.005,2.88,2.981,3.361,3.03,2.938,2.933,3.088,3.227,2.848,2.893,2.805,,,2.705,2.958,2.253,,2.466,1.954,,2.499,2.342,2.127,2.159,1.887,1.992,2.648,,1.944,,2.139,,,,,,,,,,
"Dec 31, 2007",2.524,2.922,2.979,2.773,3.006,2.887,3.012,3.397,3.09,2.967,2.956,3.114,3.263,2.871,2.93,2.798,,,2.697,2.952,2.277,,2.486,1.96,,2.517,2.373,2.15,2.195,1.907,1.996,2.683,,1.96,,2.157,,,,,,,,,,
"Jan 07, 2008",2.563,2.972,3.023,2.799,3.052,2.911,3.054,3.46,3.167,3.017,3.019,3.154,3.28,2.936,2.977,2.853,,,2.745,3.017,2.308,,2.51,1.985,,2.541,2.418,2.173,2.228,1.953,2.03,2.697,,2.01,,2.195,,,,,,,,,,
"Jan 14, 2008",2.565,2.979,3.048,2.82,3.081,2.917,3.092,3.478,3.191,3.018,3.017,3.151,3.264,2.93,2.991,2.857,,,2.747,3.024,2.306,,2.491,1.981,,2.55,2.418,2.16,2.228,1.951,2.019,2.704,,2.012,,2.2,,,,,,,,,,
"Jan 21, 2008",2.563,2.981,3.052,2.807,3.095,2.912,3.1,3.493,3.203,3.029,3.043,3.16,3.297,2.944,2.99,2.843,,,2.737,3.003,2.301,,2.492,1.966,,2.555,2.414,2.161,2.219,1.903,2.006,2.708,,1.993,,2.199,,,,,,,,,,
"Jan 28, 2008",2.562,2.979,3.046,2.842,3.075,2.91,3.084,3.494,3.19,3.025,3.034,3.165,3.337,2.931,2.982,2.845,,,2.744,2.998,2.302,,2.497,1.968,,2.549,2.421,2.166,2.221,1.899,1.987,2.703,,1.987,,2.196,,,,,,,,,,
"Feb 04, 2008",2.563,2.979,3.047,2.825,3.065,2.905,3.087,3.467,3.216,3.028,3.034,3.186,3.346,2.93,2.98,2.84,,,2.737,2.995,2.303,,2.501,1.974,,2.548,2.419,2.174,2.228,1.884,2.007,2.687,,1.993,,2.198,,,,,,,,,,
"Feb 11, 2008",2.552,2.969,3.05,2.811,3.07,2.92,3.089,3.473,3.216,3.016,3.023,3.173,3.35,2.935,2.944,2.824,,,2.719,2.983,2.291,,2.485,1.951,,2.545,2.412,2.172,2.216,1.862,2.008,2.663,,1.984,,2.186,,,,,,,,,,
"Feb 18, 2008",2.55,2.974,3.069,2.796,3.081,2.931,3.13,3.481,3.238,3.019,3.024,3.178,3.35,2.95,2.936,2.817,,,2.707,2.986,2.285,,2.479,1.966,,2.549,2.398,2.165,2.199,1.862,2,2.646,,1.978,,2.197,,,,,,,,,,
"Feb 25, 2008",2.58,2.983,3.079,2.842,3.095,2.947,3.131,3.477,3.235,3.03,3.033,3.194,3.331,2.957,2.958,2.823,,,2.716,2.985,2.328,,2.487,2.09,,2.542,2.415,2.24,2.23,1.948,2.005,2.651,,2.111,,2.27,,,,,,,,,,
"Mar 03, 2008",2.604,2.999,3.092,2.836,3.112,2.951,3.149,3.51,3.255,3.053,3.044,3.19,3.38,2.97,2.996,2.83,,,2.725,2.99,2.357,,2.488,2.195,,2.542,2.433,2.279,2.289,2.051,2.11,2.571,,2.107,,2.329,,,,,,,,,,
"Mar 10, 2008",2.603,3,3.082,2.854,3.085,2.938,3.115,3.552,3.275,3.057,3.059,3.201,3.379,2.971,3.001,2.837,,,2.731,2.997,2.354,,2.482,2.141,,2.537,2.431,2.285,2.308,2.007,2.092,2.58,,2.064,,2.35,,,,,,,,,,
"Mar 17, 2008",2.598,3.014,3.102,2.907,3.11,2.961,3.12,3.551,3.295,3.066,3.064,3.2,3.402,2.985,3.004,2.852,,,2.754,3,2.338,,2.469,2.115,,2.528,2.397,2.27,2.298,1.999,2.111,2.571,,2.062,,2.328,,,,,,,,,,
"Oct 06, 2008",2.66,3.136,3.182,3.057,3.281,3.14,3.143,3.589,3.252,3.241,3.143,3.254,3.516,3.088,3.341,2.935,,,2.831,3.092,2.361,,2.45,2.129,,2.644,2.489,2.281,2.25,2.028,2.061,2.629,,2.081,,2.342,,,,,,,,,,
"Oct 13, 2008",2.603,3.069,3.15,2.982,3.3,3.095,3.126,3.512,3.208,3.14,3.142,3.164,3.456,3.057,3.127,2.886,,,2.786,3.038,2.31,,2.424,2.107,,2.61,2.441,2.237,2.197,1.893,2.004,2.542,,1.998,,2.309,,,,,,,,,,
"Oct 20, 2008",2.557,3.015,3.117,2.924,3.218,3.075,3.118,3.511,3.169,3.092,3.1,3.078,3.431,3.042,3.048,2.804,,,2.7,2.961,2.27,,2.387,1.993,,2.571,2.419,2.2,2.172,1.758,1.933,2.538,,1.949,,2.276,,,,,,,,,,
"Oct 27, 2008",2.527,2.982,3.094,2.876,3.234,3.037,3.083,3.471,3.175,3.038,3.057,3.091,3.333,2.978,2.99,2.793,,,2.702,2.933,2.241,,2.363,1.925,,2.543,2.393,2.138,2.167,1.728,1.878,2.522,,1.905,,2.271,,,,,,,,,,
