Back to Contents,Data 1: Residential Heating Oil Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPD2F_PRS_NUS_DPG,W_EPD2F_PRS_R10_DPG,W_EPD2F_PRS_R1X_DPG,W_EPD2F_PRS_SCT_DPG,W_EPD2F_PRS_SME_DPG,W_EPD2F_PRS_SMA_DPG,W_EPD2F_PRS_SNH_DPG,W_EPD2F_PRS_SRI_DPG,W_EPD2F_PRS_SVT_DPG,W_EPD2F_PRS_R1Y_DPG,W_EPD2F_PRS_SDE_DPG,W_EPD2F_PRS_SDC_DPG,W_EPD2F_PRS_SMD_DPG,W_EPD2F_PRS_SNJ_DPG,W_EPD2F_PRS_SNY_DPG,W_EPD2F_PRS_SPA_DPG,W_EPD2F_PRS_R1Z_DPG,W_EPD2F_PRS_SNC_DPG,W_EPD2F_PRS_SVA_DPG,W_EPD2F_PRS_R20_DPG,W_EPD2F_PRS_SIL_DPG,W_EPD2F_PRS_SIN_DPG,W_EPD2F_PRS_SIA_DPG,W_EPD2F_PRS_SKY_DPG,W_EPD2F_PRS_SMI_DPG,W_EPD2F_PRS_SMN_DPG,W_EPD2F_PRS_SNE_DPG,W_EPD2F_PRS_SOH_DPG,W_EPD2F_PRS_SWI_DPG
"Nov 26, 2007",3.287,3.296,3.271,3.353,3.199,3.249,3.23,3.29,3.266,3.331,3.302,3.621,3.248,3.353,3.407,3.229,3.148,3.15,3.147,3.203,,3.223,3.118,3.124,3.251,3.257,3.076,3.145,3.222
"Dec 03, 2007",3.274,3.287,3.255,3.337,3.196,3.199,3.275,3.261,3.285,3.326,3.275,3.595,3.264,3.355,3.402,3.216,3.153,3.148,3.155,3.149,,3.142,3.155,3.058,3.222,3.2,3.036,3.081,3.157
"Dec 10, 2007",3.259,3.278,3.244,3.318,3.206,3.174,3.276,3.244,3.305,3.319,3.264,3.594,3.251,3.349,3.398,3.204,3.135,3.117,3.145,3.074,,3.061,3.059,2.974,3.136,3.137,3.008,2.999,3.095
"Dec 17, 2007",3.298,3.32,3.302,3.389,3.251,3.245,3.307,3.304,3.322,3.355,3.347,3.641,3.279,3.438,3.416,3.239,3.139,3.125,3.146,3.079,,3.065,3.066,2.984,3.117,3.166,2.964,3.016,3.085
"Dec 24, 2007",3.301,3.325,3.306,3.396,3.243,3.253,3.318,3.311,3.298,3.361,3.337,3.657,3.303,3.454,3.418,3.243,3.132,3.099,3.15,3.069,,3.065,3.033,3.001,3.089,3.152,2.954,3.019,3.073
"Dec 31, 2007",3.341,3.367,3.358,3.457,3.318,3.299,3.335,3.353,3.374,3.399,3.376,3.681,3.342,3.471,3.465,3.279,3.139,3.108,3.157,3.091,,3.12,3.001,3.034,3.128,3.151,2.982,3.045,3.098
"Jan 07, 2008",3.395,3.423,3.407,3.501,3.364,3.341,3.385,3.422,3.458,3.46,3.415,3.768,3.381,3.549,3.524,3.34,3.198,3.166,3.215,3.127,,3.147,3.035,3.082,3.179,3.149,3.005,3.094,3.136
"Jan 14, 2008",3.361,3.389,3.367,3.436,3.343,3.297,3.384,3.373,3.45,3.429,3.361,3.756,3.375,3.522,3.495,3.298,3.191,3.149,3.214,3.087,,3.102,3.021,3.012,3.155,3.123,2.942,3.037,3.095
"Jan 21, 2008",3.33,3.361,3.338,3.402,3.298,3.272,3.368,3.344,3.434,3.401,3.35,3.746,3.35,3.473,3.476,3.266,3.161,3.133,3.177,3.033,,3.051,2.943,2.964,3.088,3.073,2.904,3.003,3.03
"Jan 28, 2008",3.316,3.347,3.319,3.394,3.253,3.254,3.356,3.33,3.407,3.39,3.348,3.719,3.315,3.453,3.476,3.251,3.155,3.128,3.169,3.015,,3.003,2.965,2.929,3.031,3.065,2.874,2.987,3.027
"Feb 04, 2008",3.306,3.334,3.301,3.375,3.242,3.235,3.317,3.317,3.42,3.381,3.307,3.731,3.312,3.45,3.461,3.247,3.148,3.12,3.162,3.035,,3.045,2.962,2.957,3.06,3.071,2.875,3.011,3.044
"Feb 11, 2008",3.305,3.331,3.289,3.339,3.229,3.247,3.316,3.289,3.402,3.383,3.354,3.72,3.293,3.423,3.461,3.271,3.149,3.114,3.168,3.055,,3.074,2.989,2.998,3.097,3.094,2.957,3.019,3.06
"Feb 18, 2008",3.395,3.418,3.383,3.479,3.294,3.345,3.35,3.395,3.445,3.468,3.402,3.832,3.344,3.52,3.54,3.365,3.216,3.17,3.242,3.176,,3.217,3.077,3.127,3.263,3.178,3.03,3.153,3.168
"Feb 25, 2008",3.461,3.476,3.45,3.551,3.393,3.389,3.403,3.472,3.538,3.514,3.514,3.894,3.412,3.594,3.563,3.422,3.317,3.243,3.357,3.313,,3.37,3.159,3.282,3.403,3.29,3.177,3.308,3.303
"Mar 03, 2008",3.55,3.564,3.538,3.651,3.467,3.491,3.482,3.547,3.559,3.603,3.562,3.956,3.478,3.687,3.655,3.51,3.401,3.377,3.413,3.41,,3.46,3.313,3.347,3.511,3.399,3.242,3.415,3.369
"Mar 10, 2008",3.677,3.689,3.684,3.78,3.619,3.642,3.618,3.715,3.73,3.711,3.673,4.057,3.678,3.807,3.753,3.603,3.538,3.499,3.559,3.557,,3.64,3.488,3.519,3.647,3.534,3.424,3.583,3.492
"Mar 17, 2008",3.852,3.865,3.867,3.961,3.791,3.816,3.851,3.911,3.891,3.884,3.819,4.16,3.78,3.971,3.942,3.78,3.675,3.642,3.693,3.727,,3.786,3.64,3.651,3.807,3.679,3.552,3.754,3.695
"Oct 06, 2008",3.663,3.671,3.629,3.757,3.527,3.532,3.684,3.578,3.791,3.694,3.709,4.044,3.831,3.671,3.797,3.52,3.757,3.792,3.737,3.585,,3.611,3.571,3.486,3.597,3.686,3.497,3.495,3.619
"Oct 13, 2008",3.39,3.402,3.358,3.421,3.231,3.277,3.531,3.268,3.609,3.416,3.306,3.732,3.558,3.337,3.503,3.302,3.562,3.622,3.527,3.279,,3.206,3.397,3.197,3.267,3.398,3.238,3.148,3.358
"Oct 20, 2008",3.227,3.243,3.188,3.283,3.071,3.09,3.324,3.121,3.403,3.273,3.228,3.61,3.388,3.196,3.347,3.178,3.344,3.362,3.334,3.072,,2.983,3.032,2.928,3.069,3.245,3.036,2.904,3.185
"Oct 27, 2008",3.059,3.079,2.993,3.05,2.894,2.9,3.1,2.968,3.332,3.138,3.077,3.482,3.189,3.051,3.242,3.023,3.133,3.188,3.101,2.866,,2.766,2.81,2.696,2.86,3.078,2.772,2.696,2.964
"Nov 03, 2008",2.987,3.015,2.942,3.036,2.8,2.871,2.969,2.94,3.248,3.07,2.96,3.409,3.05,2.972,3.168,2.987,3.027,3.064,3.006,2.714,,2.624,2.599,2.601,2.7,2.906,2.526,2.632,2.741
"Nov 10, 2008",2.941,2.967,2.885,2.992,2.758,2.79,2.893,2.932,3.197,3.027,2.934,3.333,3.023,2.942,3.101,2.962,2.985,3.054,2.955,2.656,,2.573,2.514,2.565,2.646,2.836,2.515,2.554,2.67
"Nov 17, 2008",2.83,2.86,2.781,2.889,2.674,2.688,2.797,2.757,3.09,2.924,2.803,3.194,2.909,2.807,3.025,2.847,2.826,2.868,2.801,2.543,,2.466,2.445,2.419,2.562,2.741,2.398,2.426,2.58
"Nov 24, 2008",2.713,2.745,2.667,2.747,2.609,2.576,2.671,2.63,3.007,2.805,2.711,3.094,2.781,2.765,2.908,2.686,2.746,2.758,2.739,2.394,,2.33,2.3,2.268,2.399,2.576,2.265,2.289,2.431
"Dec 01, 2008",2.68,2.715,2.654,2.739,2.59,2.558,2.657,2.617,3.017,2.767,2.708,3.019,2.755,2.684,2.899,2.625,2.672,2.7,2.655,2.331,,2.283,2.262,2.233,2.359,2.42,2.225,2.253,2.38
"Dec 08, 2008",2.512,2.547,2.479,2.553,2.426,2.372,2.522,2.452,2.83,2.602,2.495,2.917,2.688,2.497,2.716,2.476,2.508,2.589,2.461,2.169,,2.139,2.093,2.002,2.218,2.267,2.092,2.059,2.238
"Dec 15, 2008",2.47,2.509,2.448,2.519,2.406,2.345,2.491,2.396,2.792,2.569,2.472,2.818,2.611,2.466,2.712,2.412,2.394,2.436,2.369,2.089,,2.027,1.973,1.911,2.124,2.155,1.993,2.019,2.158
"Dec 22, 2008",2.409,2.446,2.393,2.449,2.35,2.297,2.44,2.343,2.756,2.497,2.411,2.78,2.538,2.417,2.597,2.389,2.353,2.381,2.337,2.049,,1.998,1.969,1.897,2.065,2.131,1.943,1.966,2.122
"Dec 29, 2008",2.33,2.365,2.316,2.388,2.265,2.194,2.403,2.265,2.677,2.411,2.363,2.693,2.526,2.34,2.484,2.316,2.296,2.311,2.287,1.98,,1.911,1.925,1.852,2.024,2.025,1.878,1.897,2.055
"Jan 05, 2009",2.365,2.402,2.37,2.452,2.285,2.299,2.394,2.351,2.592,2.443,2.43,2.694,2.463,2.41,2.532,2.326,2.253,2.282,2.236,2.008,,1.96,1.945,1.88,2.014,2.058,1.864,1.956,2.068
"Jan 12, 2009",2.439,2.478,2.435,2.511,2.371,2.371,2.42,2.454,2.625,2.533,2.511,2.857,2.467,2.535,2.624,2.414,2.285,2.289,2.283,2.054,,2.046,1.946,2.007,2.088,2.106,1.917,2.01,2.079
"Jan 19, 2009",2.421,2.461,2.421,2.496,2.385,2.333,2.427,2.443,2.619,2.513,2.497,2.771,2.508,2.507,2.587,2.411,2.272,2.257,2.28,2.031,,2.033,1.923,1.971,2.059,2.059,1.879,1.995,2.065
"Jan 26, 2009",2.4,2.442,2.4,2.48,2.361,2.312,2.417,2.39,2.596,2.496,2.498,2.694,2.484,2.486,2.58,2.383,2.244,2.237,2.248,1.987,,1.979,1.87,1.904,2.026,2.037,1.85,1.929,2.029
"Feb 02, 2009",2.389,2.432,2.386,2.467,2.339,2.297,2.419,2.372,2.566,2.49,2.48,2.696,2.462,2.488,2.576,2.372,2.245,2.231,2.253,1.964,,1.961,1.827,1.906,2.029,2.016,1.827,1.92,1.979
"Feb 09, 2009",2.359,2.402,2.352,2.422,2.314,2.263,2.415,2.29,2.573,2.461,2.428,2.696,2.463,2.423,2.554,2.346,2.227,2.221,2.231,1.936,,1.922,1.798,1.859,2.004,1.975,1.784,1.907,1.944
"Feb 16, 2009",2.308,2.351,2.307,2.389,2.265,2.203,2.359,2.267,2.547,2.404,2.361,2.646,2.413,2.363,2.525,2.25,2.186,2.169,2.195,1.889,,1.876,1.771,1.819,1.944,1.931,1.702,1.858,1.899
"Feb 23, 2009",2.233,2.276,2.218,2.308,2.17,2.117,2.261,2.187,2.438,2.336,2.356,2.596,2.377,2.283,2.449,2.187,2.135,2.124,2.142,1.808,,1.767,1.686,1.729,1.899,1.856,1.644,1.766,1.815
"Mar 02, 2009",2.22,2.262,2.208,2.335,2.121,2.104,2.229,2.188,2.406,2.319,2.332,2.518,2.347,2.253,2.447,2.161,2.128,2.109,2.14,1.807,,1.813,1.679,1.717,1.867,1.849,1.622,1.785,1.804
"Mar 09, 2009",2.182,2.224,2.171,2.277,2.11,2.082,2.165,2.13,2.396,2.28,2.32,2.431,2.292,2.19,2.425,2.116,2.08,2.056,2.093,1.775,,1.792,1.635,1.661,1.835,1.82,1.577,1.751,1.776
"Mar 16, 2009",2.16,2.202,2.152,2.253,2.065,2.081,2.148,2.117,2.359,2.257,2.289,2.494,2.281,2.176,2.393,2.096,2.067,2.038,2.084,1.745,,1.761,1.616,1.64,1.818,1.785,1.571,1.712,1.747
"Oct 05, 2009",2.5,2.512,2.482,2.546,2.415,2.563,2.347,2.442,2.388,2.548,2.418,2.814,2.446,2.599,2.709,2.339,2.357,2.395,2.334,2.242,,2.366,2.191,2.19,2.278,2.252,2.151,2.242,2.289
"Oct 12, 2009",2.539,2.55,2.509,2.578,2.466,2.562,2.376,2.476,2.418,2.597,2.433,2.828,2.487,2.643,2.742,2.416,2.368,2.39,2.355,2.293,,2.396,2.227,2.236,2.251,2.329,2.19,2.318,2.334
"Oct 19, 2009",2.642,2.652,2.625,2.709,2.554,2.677,2.456,2.653,2.517,2.69,2.589,2.928,2.553,2.747,2.839,2.499,2.449,2.502,2.416,2.421,,2.524,2.301,2.344,2.444,2.406,2.288,2.453,2.438
"Oct 26, 2009",2.73,2.74,2.726,2.793,2.673,2.782,2.567,2.732,2.629,2.771,2.656,3.011,2.682,2.836,2.885,2.61,2.523,2.565,2.497,2.487,,2.636,2.45,2.441,2.596,2.492,2.359,2.465,2.503
"Nov 02, 2009",2.741,2.751,2.734,2.783,2.692,2.809,2.581,2.726,2.604,2.783,2.634,3.04,2.698,2.835,2.913,2.609,2.547,2.571,2.532,2.519,,2.619,2.463,2.436,2.575,2.498,2.382,2.55,2.506
"Nov 09, 2009",2.757,2.769,2.738,2.788,2.698,2.795,2.622,2.713,2.648,2.81,2.644,3.134,2.712,2.876,2.926,2.649,2.564,2.585,2.551,2.501,,2.581,2.425,2.434,2.554,2.511,2.407,2.523,2.473
"Nov 16, 2009",2.753,2.765,2.744,2.801,2.706,2.798,2.628,2.713,2.657,2.798,2.661,3.142,2.721,2.861,2.91,2.637,2.563,2.585,2.55,2.496,,2.552,2.437,2.443,2.533,2.498,2.404,2.519,2.466
"Nov 23, 2009",2.757,2.768,2.743,2.793,2.712,2.798,2.633,2.706,2.644,2.804,2.667,3.143,2.731,2.865,2.917,2.642,2.588,2.591,2.586,2.501,,2.564,2.434,2.449,2.545,2.517,2.404,2.519,2.484
"Nov 30, 2009",2.757,2.769,2.747,2.794,2.724,2.797,2.648,2.706,2.645,2.801,2.658,3.146,2.729,2.868,2.916,2.634,2.588,2.592,2.586,2.487,,2.564,2.42,2.427,2.537,2.505,2.399,2.504,2.474
"Dec 07, 2009",2.773,2.786,2.768,2.826,2.734,2.814,2.653,2.764,2.629,2.818,2.685,3.187,2.74,2.893,2.947,2.628,2.587,2.599,2.58,2.483,,2.554,2.425,2.428,2.491,2.511,2.4,2.505,2.471
"Dec 14, 2009",2.761,2.775,2.749,2.79,2.737,2.793,2.645,2.732,2.629,2.811,2.656,3.181,2.712,2.872,2.931,2.648,2.584,2.587,2.582,2.451,,2.498,2.359,2.384,2.454,2.494,2.366,2.489,2.43
"Dec 21, 2009",2.767,2.782,2.753,2.813,2.73,2.795,2.664,2.713,2.628,2.821,2.689,3.187,2.717,2.9,2.938,2.649,2.579,2.588,2.573,2.441,,2.488,2.35,2.368,2.442,2.45,2.356,2.486,2.426
"Dec 28, 2009",2.81,2.825,2.798,2.896,2.737,2.844,2.669,2.773,2.66,2.866,2.744,3.19,2.742,2.947,2.973,2.709,2.599,2.606,2.595,2.477,,2.518,2.376,2.407,2.47,2.459,2.372,2.53,2.437
"Jan 04, 2010",2.895,2.911,2.894,2.958,2.815,2.946,2.818,2.898,2.774,2.945,2.848,3.248,2.814,3.053,3.046,2.78,2.67,2.676,2.667,2.534,,2.623,2.424,2.488,2.531,2.537,2.416,2.555,2.535
"Jan 11, 2010",3,3.016,2.983,3.063,2.916,3.036,2.883,2.947,2.869,3.063,2.946,3.426,2.959,3.152,3.154,2.917,2.774,2.776,2.772,2.627,,2.675,2.54,2.551,2.611,2.607,2.479,2.684,2.617
"Jan 18, 2010",2.967,2.983,2.946,3.015,2.909,2.988,2.888,2.876,2.83,3.031,2.89,3.428,2.944,3.103,3.109,2.909,2.76,2.761,2.759,2.603,,2.614,2.492,2.505,2.591,2.572,2.455,2.684,2.584
"Jan 25, 2010",2.912,2.929,2.884,2.917,2.87,2.942,2.849,2.771,2.807,2.978,2.817,3.383,2.934,3.034,3.068,2.841,2.76,2.749,2.767,2.536,,2.544,2.421,2.428,2.538,2.544,2.402,2.615,2.514
"Feb 01, 2010",2.878,2.894,2.847,2.896,2.804,2.915,2.796,2.734,2.78,2.944,2.786,3.39,2.882,3.036,3.051,2.768,2.723,2.703,2.735,2.517,,2.505,2.354,2.416,2.497,2.489,2.359,2.608,2.483
"Feb 08, 2010",2.862,2.877,2.845,2.894,2.808,2.909,2.799,2.741,2.76,2.915,2.822,3.439,2.874,3,3.018,2.742,2.718,2.7,2.73,2.525,,2.526,2.333,2.425,2.502,2.47,2.331,2.62,2.479
"Feb 15, 2010",2.865,2.88,2.845,2.88,2.808,2.923,2.786,2.743,2.758,2.921,2.835,3.357,2.878,2.983,3.037,2.745,2.716,2.703,2.724,2.545,,2.518,2.317,2.423,2.47,2.44,2.304,2.684,2.475
"Feb 22, 2010",2.915,2.931,2.888,2.963,2.821,2.955,2.801,2.815,2.783,2.981,2.885,3.403,2.927,3.061,3.099,2.794,2.733,2.706,2.75,2.56,,2.59,2.371,2.468,2.552,2.509,2.366,2.64,2.524
"Mar 01, 2010",2.91,2.925,2.885,2.965,2.808,2.954,2.808,2.806,2.78,2.971,2.885,3.404,2.937,3.061,3.066,2.804,2.741,2.711,2.76,2.581,,2.61,2.423,2.518,2.583,2.533,2.397,2.636,2.562
"Mar 08, 2010",2.928,2.943,2.913,3.005,2.829,2.971,2.824,2.861,2.803,2.983,2.88,3.445,2.949,3.075,3.08,2.81,2.75,2.723,2.766,2.596,,2.645,2.499,2.535,2.6,2.583,2.426,2.637,2.614
"Mar 15, 2010",2.937,2.951,2.923,3.024,2.832,2.983,2.827,2.861,2.818,2.99,2.875,3.452,2.947,3.081,3.086,2.822,2.76,2.722,2.783,2.608,,2.656,2.506,2.559,2.612,2.632,2.458,2.635,2.635
"Oct 04, 2010",2.908,2.925,2.882,3.008,2.696,2.944,2.754,2.926,2.768,2.965,2.829,3.245,2.85,3.054,3.099,2.765,2.745,2.782,2.723,2.589,,2.798,2.65,2.274,2.762,2.772,2.627,2.726,2.717
"Oct 11, 2010",2.954,2.964,2.925,3.043,2.737,2.999,2.779,2.966,2.846,3.001,2.849,3.318,2.886,3.044,3.13,2.835,2.8,2.836,2.779,2.762,,2.836,2.725,2.7,2.846,2.822,2.651,2.772,2.793
"Oct 18, 2010",2.976,2.988,2.942,3.04,2.788,3.018,2.81,2.95,2.873,3.03,2.88,3.357,2.939,3.074,3.149,2.872,2.82,2.844,2.806,2.755,,2.832,2.682,2.7,2.829,2.824,2.668,2.76,2.779
"Oct 25, 2010",2.99,3.003,2.964,3.049,2.81,3.052,2.855,2.967,2.873,3.04,2.887,3.34,2.967,3.087,3.159,2.877,2.824,2.835,2.817,2.745,,2.797,2.687,2.672,2.82,2.825,2.64,2.768,2.77
"Nov 01, 2010",2.995,3.007,2.968,3.068,2.814,3.052,2.85,2.971,2.844,3.045,2.88,3.344,2.96,3.101,3.164,2.88,2.821,2.84,2.809,2.747,,2.807,2.684,2.671,2.823,2.824,2.625,2.772,2.771
"Nov 08, 2010",3.082,3.096,3.051,3.165,2.873,3.126,2.946,3.054,2.959,3.14,2.956,3.48,3.003,3.185,3.281,2.962,2.864,2.881,2.854,2.819,,2.914,2.755,2.725,2.895,2.881,2.72,2.847,2.87
"Nov 15, 2010",3.13,3.144,3.102,3.2,2.929,3.182,3.013,3.109,2.996,3.186,3.011,3.603,3.053,3.247,3.318,3.01,2.909,2.925,2.899,2.873,,2.946,2.832,2.784,2.982,2.961,2.786,2.896,2.902
"Nov 22, 2010",3.116,3.131,3.085,3.174,2.935,3.163,3.008,3.061,2.998,3.175,3.001,3.619,3.082,3.256,3.302,2.985,2.906,2.932,2.89,2.84,,2.906,2.796,2.763,2.923,2.926,2.773,2.862,2.857
"Nov 29, 2010",3.121,3.136,3.089,3.188,2.939,3.15,3.017,3.08,2.985,3.181,3.029,3.615,3.097,3.254,3.309,2.992,2.911,2.933,2.898,2.833,,2.921,2.758,2.765,2.899,2.909,2.773,2.848,2.836
"Dec 06, 2010",3.211,3.228,3.183,3.287,2.992,3.27,3.094,3.179,3.094,3.274,3.094,3.636,3.166,3.341,3.392,3.108,2.973,2.979,2.969,2.887,,2.958,2.812,2.817,2.927,2.953,2.771,2.912,2.914
"Dec 13, 2010",3.25,3.266,3.225,3.323,3.042,3.304,3.155,3.232,3.115,3.309,3.153,3.646,3.227,3.368,3.429,3.14,3.013,3.025,3.006,2.933,,3.003,2.845,2.849,2.981,2.967,2.831,2.968,2.933
"Dec 20, 2010",3.266,3.282,3.241,3.356,3.054,3.312,3.164,3.251,3.103,3.325,3.203,3.651,3.27,3.376,3.441,3.158,3.045,3.037,3.05,2.96,,3.045,2.857,2.892,2.994,2.983,2.829,2.983,2.972
"Dec 27, 2010",3.321,3.338,3.293,3.409,3.095,3.376,3.206,3.311,3.136,3.382,3.251,3.774,3.307,3.438,3.489,3.227,3.114,3.098,3.123,2.997,,3.074,2.917,2.927,3.042,3.026,2.862,3.021,3.001
"Jan 03, 2011",3.345,3.363,3.322,3.438,3.107,3.414,3.225,3.336,3.213,3.404,3.3,3.792,3.341,3.479,3.51,3.236,3.137,3.113,3.151,3.011,,3.077,2.922,2.953,3.052,3.047,2.865,3.03,3.005
"Jan 10, 2011",3.37,3.389,3.337,3.462,3.134,3.401,3.27,3.341,3.23,3.439,3.283,3.84,3.361,3.488,3.562,3.271,3.166,3.136,3.184,3.002,,3.051,2.931,2.952,3.036,3.043,2.892,3.021,3.009
"Jan 17, 2011",3.455,3.475,3.433,3.572,3.219,3.501,3.389,3.405,3.305,3.518,3.392,3.905,3.443,3.556,3.638,3.358,3.244,3.221,3.258,3.073,,3.154,2.987,2.976,3.106,3.091,2.951,3.119,3.086
"Jan 24, 2011",3.486,3.506,3.471,3.592,3.284,3.534,3.433,3.446,3.344,3.544,3.39,3.948,3.465,3.59,3.667,3.378,3.257,3.245,3.264,3.106,,3.176,3.012,3.037,3.128,3.117,2.99,3.137,3.102
"Jan 31, 2011",3.53,3.551,3.532,3.67,3.338,3.59,3.498,3.502,3.385,3.579,3.439,3.958,3.498,3.623,3.702,3.414,3.274,3.241,3.293,3.126,,3.197,3.034,3.04,3.165,3.127,3.003,3.165,3.126
"Feb 07, 2011",3.583,3.604,3.595,3.717,3.399,3.657,3.548,3.587,3.489,3.624,3.482,4.043,3.552,3.659,3.748,3.46,3.331,3.297,3.351,3.184,,3.254,3.076,3.092,3.243,3.166,3.04,3.225,3.185
"Feb 14, 2011",3.594,3.614,3.595,3.708,3.42,3.663,3.551,3.56,3.472,3.641,3.494,4.061,3.57,3.656,3.764,3.491,3.344,3.311,3.363,3.213,,3.268,3.092,3.132,3.24,3.187,3.058,3.257,3.199
"Feb 21, 2011",3.622,3.641,3.629,3.772,3.417,3.696,3.611,3.571,3.502,3.664,3.518,4.05,3.568,3.712,3.791,3.493,3.364,3.321,3.389,3.25,,3.294,3.119,3.144,3.296,3.249,3.099,3.31,3.222
"Feb 28, 2011",3.762,3.78,3.759,3.86,3.564,3.834,3.749,3.734,3.642,3.81,3.636,4.114,3.685,3.837,3.951,3.641,3.49,3.444,3.517,3.425,,3.427,3.306,3.345,3.445,3.41,3.304,3.482,3.374
"Mar 07, 2011",3.877,3.893,3.894,4.021,3.689,3.962,3.87,3.852,3.787,3.907,3.708,4.209,3.81,3.922,4.021,3.776,3.608,3.587,3.62,3.576,,3.597,3.433,3.494,3.54,3.576,3.435,3.642,3.526
"Mar 14, 2011",3.88,3.893,3.892,3.989,3.718,3.962,3.901,3.837,3.763,3.907,3.719,4.229,3.831,3.912,4.025,3.773,3.621,3.605,3.631,3.602,,3.63,3.506,3.521,,3.601,3.457,3.657,3.575
"Oct 03, 2011",3.694,3.709,3.679,3.759,3.578,3.733,3.653,3.617,3.541,3.736,3.671,4.045,3.718,3.803,3.876,3.518,3.568,3.606,3.548,3.32,,3.394,3.297,3.273,3.458,3.487,3.353,3.301,3.405
"Oct 10, 2011",3.689,3.705,3.654,3.738,3.533,3.699,3.606,3.634,3.563,3.746,3.674,4.104,3.668,3.802,3.895,3.534,3.562,3.594,3.544,3.305,,3.379,3.308,3.272,3.429,3.468,3.353,3.274,3.396
"Oct 17, 2011",3.777,3.793,3.738,3.868,3.581,3.782,3.635,3.746,3.602,3.84,3.674,4.24,3.706,3.831,4.015,3.644,3.584,3.616,3.567,3.379,,3.464,3.402,3.346,3.518,3.586,3.41,3.344,3.396
"Oct 24, 2011",3.803,3.818,3.773,3.912,3.599,3.817,3.695,3.757,3.644,3.858,3.686,4.216,3.748,3.908,4.014,3.648,3.61,3.64,3.594,3.439,,3.505,3.464,3.39,3.615,3.642,3.444,3.41,3.538
"Oct 31, 2011",3.854,3.869,3.825,3.955,3.636,3.885,3.729,3.822,3.718,3.909,3.715,4.254,3.816,3.968,4.063,3.694,3.65,3.67,3.639,3.484,,3.574,3.535,3.427,3.662,3.706,3.508,3.452,3.626
"Nov 07, 2011",3.877,3.892,3.853,3.989,3.674,3.918,3.754,3.824,3.735,3.927,3.737,4.346,3.878,3.962,4.079,3.72,3.679,3.683,3.677,3.527,,3.619,3.542,3.471,3.709,3.73,3.613,3.492,3.701
"Nov 14, 2011",3.943,3.956,3.92,4.073,3.738,3.985,3.797,3.891,3.778,3.991,3.821,4.347,3.913,4.028,4.133,3.801,3.703,3.722,3.692,3.644,,3.761,3.669,3.584,3.838,3.831,3.693,3.604,3.781
"Nov 21, 2011",3.941,3.954,3.909,4.025,3.754,3.977,3.823,3.856,3.812,3.996,3.802,4.441,3.94,4.053,4.14,3.79,3.69,3.724,3.672,3.626,,3.707,3.646,3.597,3.756,3.817,3.648,3.586,3.725
"Nov 28, 2011",3.902,3.916,3.875,3.987,3.727,3.941,3.805,3.815,3.778,3.953,3.765,4.449,3.921,4.013,4.096,3.74,3.7,3.727,3.685,3.556,,3.624,3.533,3.542,3.67,3.717,3.595,3.516,3.598
"Dec 05, 2011",3.899,3.915,3.886,3.994,3.744,3.948,3.815,3.827,3.805,3.944,3.783,4.442,3.918,4.005,4.102,3.709,3.706,3.714,3.701,3.51,,3.511,3.447,3.505,3.576,3.639,3.532,3.497,3.528
"Dec 12, 2011",3.874,3.892,3.86,3.978,3.722,3.916,3.811,3.789,3.728,3.922,3.776,4.44,3.907,3.989,4.076,3.687,3.681,3.697,3.673,3.445,,3.453,3.41,3.458,3.468,3.582,3.49,3.422,3.429
"Dec 19, 2011",3.832,3.853,3.813,3.912,3.693,3.859,3.785,3.743,3.722,3.888,3.723,4.317,3.875,3.972,4.059,3.622,3.644,3.663,3.634,3.344,,3.332,3.296,3.346,3.397,3.512,3.441,3.326,3.358
"Dec 26, 2011",3.843,3.863,3.823,3.934,3.677,3.88,3.761,3.774,3.719,3.9,3.804,4.353,3.859,3.942,4.067,3.664,3.627,3.659,3.61,3.361,,3.328,3.313,3.323,3.355,3.487,3.442,3.405,3.367
"Jan 02, 2012",3.854,3.874,3.835,3.95,3.675,3.892,3.759,3.796,3.758,3.912,3.82,4.355,3.864,3.958,4.083,3.669,3.639,3.656,3.63,3.355,,3.308,3.265,3.32,3.346,3.476,3.442,3.401,3.363
"Jan 09, 2012",3.946,3.967,3.949,4.079,3.785,3.998,3.861,3.92,3.859,3.991,3.886,4.453,3.94,4.067,4.144,3.756,3.692,3.687,3.695,3.428,,3.407,3.35,3.379,3.479,3.508,3.402,3.469,3.47
"Jan 16, 2012",3.964,3.986,3.975,4.113,3.799,4.031,3.91,3.921,3.867,4.004,3.888,4.508,3.969,4.089,4.152,3.768,3.717,3.723,3.713,3.441,,3.453,3.335,3.391,3.484,3.506,3.4,3.478,3.473
"Jan 23, 2012",3.955,3.978,3.964,4.083,3.795,4.015,3.901,3.93,3.886,3.998,3.895,4.514,3.971,4.077,4.153,3.756,3.694,3.69,3.696,3.405,,3.433,3.324,3.363,3.412,3.495,3.409,3.437,3.416
"Jan 30, 2012",3.969,3.99,3.972,4.099,3.784,4.039,3.898,3.939,3.861,4.013,3.91,4.488,3.971,4.084,4.169,3.776,3.703,3.728,3.689,3.461,,3.498,3.36,3.391,3.482,3.503,3.44,3.518,3.435
