Level,Parameter,Option,Saturation
3,Metropolitan and Micropolitan Statistical Area,"Bucyrus, OH MicroSA",0.000149289
3,Metropolitan and Micropolitan Statistical Area,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",0.0038829
3,Metropolitan and Micropolitan Statistical Area,"Burley, ID MicroSA",0.000120965
3,Metropolitan and Micropolitan Statistical Area,"Burlington-South Burlington, VT MSA",0.000705724
3,Metropolitan and Micropolitan Statistical Area,"Burlington, IA-IL MicroSA",0.000166342
3,Metropolitan and Micropolitan Statistical Area,"Burlington, NC MSA",0.000508827
3,Metropolitan and Micropolitan Statistical Area,"Butte-Silver Bow, MT MicroSA",0.000125411
3,Metropolitan and Micropolitan Statistical Area,"Cadillac, MI MicroSA",0.000192189
3,Metropolitan and Micropolitan Statistical Area,"Calhoun, GA MicroSA",0.000166014
3,Metropolitan and Micropolitan Statistical Area,"California-Lexington Park, MD MSA",0.000322821
3,Metropolitan and Micropolitan Statistical Area,"Cambridge, MD MicroSA",0.000124576
3,Metropolitan and Micropolitan Statistical Area,"Cambridge, OH MicroSA",0.000142553
3,Metropolitan and Micropolitan Statistical Area,"Camden, AR MicroSA",0.000118988
3,Metropolitan and Micropolitan Statistical Area,"Campbellsville, KY MicroSA",8.17499e-05
3,Metropolitan and Micropolitan Statistical Area,"Canon City, CO MicroSA",0.000143821
3,Metropolitan and Micropolitan Statistical Area,"Canton-Massillon, OH MSA",0.00133577
3,Metropolitan and Micropolitan Statistical Area,"Canton, IL MicroSA",0.000120771
3,Metropolitan and Micropolitan Statistical Area,"Cape Coral-Fort Myers, FL MSA",0.00281288
3,Metropolitan and Micropolitan Statistical Area,"Cape Girardeau, MO-IL MSA",0.000319502
3,Metropolitan and Micropolitan Statistical Area,"Carbondale-Marion, IL MSA",0.000443676
3,Metropolitan and Micropolitan Statistical Area,"Carlsbad-Artesia, NM MicroSA",0.000174763
3,Metropolitan and Micropolitan Statistical Area,"Carson City, NV MSA",0.000174995
3,Metropolitan and Micropolitan Statistical Area,"Casper, WY MSA",0.000265921
3,Metropolitan and Micropolitan Statistical Area,"Cedar City, UT MicroSA",0.00015002
3,Metropolitan and Micropolitan Statistical Area,"Cedar Rapids, IA MSA",0.000855877
3,Metropolitan and Micropolitan Statistical Area,"Cedartown, GA MicroSA",0.000126232
3,Metropolitan and Micropolitan Statistical Area,"Celina, OH MicroSA",0.000132124
3,Metropolitan and Micropolitan Statistical Area,"Centralia, IL MicroSA",0.000135258
3,Metropolitan and Micropolitan Statistical Area,"Centralia, WA MicroSA",0.00025447
3,Metropolitan and Micropolitan Statistical Area,"Chambersburg-Waynesboro, PA MSA",0.000478743
3,Metropolitan and Micropolitan Statistical Area,"Champaign-Urbana, IL MSA",0.000770637
3,Metropolitan and Micropolitan Statistical Area,"Charleston-Mattoon, IL MicroSA",0.00021095
3,Metropolitan and Micropolitan Statistical Area,"Charleston-North Charleston, SC MSA",0.0023401
3,Metropolitan and Micropolitan Statistical Area,"Charleston, WV MSA",0.000806065
3,Metropolitan and Micropolitan Statistical Area,"Charlotte-Concord-Gastonia, NC-SC MSA",0.00727013
3,Metropolitan and Micropolitan Statistical Area,"Charlottesville, VA MSA",0.000746469
3,Metropolitan and Micropolitan Statistical Area,"Chattanooga, TN-GA MSA",0.00177915
3,Metropolitan and Micropolitan Statistical Area,"Cheyenne, WY MSA",0.000310104
3,Metropolitan and Micropolitan Statistical Area,"Chicago-Naperville-Elgin, IL-IN-WI MSA",0.0283972
3,Metropolitan and Micropolitan Statistical Area,"Chico, CA MSA",0.000727409
3,Metropolitan and Micropolitan Statistical Area,"Chillicothe, OH MicroSA",0.000237268
3,Metropolitan and Micropolitan Statistical Area,"Cincinnati, OH-KY-IN MSA",0.00685714
3,Metropolitan and Micropolitan Statistical Area,"Claremont-Lebanon, NH-VT MicroSA",0.000920695
3,Metropolitan and Micropolitan Statistical Area,"Clarksburg, WV MicroSA",0.000320615
3,Metropolitan and Micropolitan Statistical Area,"Clarksdale, MS MicroSA",8.02879e-05
3,Metropolitan and Micropolitan Statistical Area,"Clarksville, TN-KY MSA",0.000852894
3,Metropolitan and Micropolitan Statistical Area,"Clearlake, CA MicroSA",0.000265808
3,Metropolitan and Micropolitan Statistical Area,"Cleveland-Elyria, OH MSA",0.0071371
3,Metropolitan and Micropolitan Statistical Area,"Cleveland, MS MicroSA",0.000106426
3,Metropolitan and Micropolitan Statistical Area,"Cleveland, TN MSA",0.000379949
3,Metropolitan and Micropolitan Statistical Area,"Clewiston, FL MicroSA",0.000107337
3,Metropolitan and Micropolitan Statistical Area,"Clinton, IA MicroSA",0.000162478
3,Metropolitan and Micropolitan Statistical Area,"Clovis, NM MicroSA",0.000154302
3,Metropolitan and Micropolitan Statistical Area,"Coeur d'Alene, ID MSA",0.000493276
3,Metropolitan and Micropolitan Statistical Area,"Coffeyville, KS MicroSA",0.000122688
3,Metropolitan and Micropolitan Statistical Area,"Coldwater, MI MicroSA",0.000153854
3,Metropolitan and Micropolitan Statistical Area,"College Station-Bryan, TX MSA",0.000752959
3,Metropolitan and Micropolitan Statistical Area,"Colorado Springs, CO MSA",0.00207596
3,Metropolitan and Micropolitan Statistical Area,"Columbia, MO MSA",0.000546604
3,Metropolitan and Micropolitan Statistical Area,"Columbia, SC MSA",0.00255277
3,Metropolitan and Micropolitan Statistical Area,"Columbus, GA-AL MSA",0.000983014
3,Metropolitan and Micropolitan Statistical Area,"Columbus, IN MSA",0.000250425
3,Metropolitan and Micropolitan Statistical Area,"Columbus, MS MicroSA",0.000201269
3,Metropolitan and Micropolitan Statistical Area,"Columbus, NE MicroSA",0.000101495
3,Metropolitan and Micropolitan Statistical Area,"Columbus, OH MSA",0.00626225
3,Metropolitan and Micropolitan Statistical Area,"Concord, NH MicroSA",0.00047526
3,Metropolitan and Micropolitan Statistical Area,"Connersville, IN MicroSA",8.07429e-05
3,Metropolitan and Micropolitan Statistical Area,"Cookeville, TN MicroSA",0.000365744
3,Metropolitan and Micropolitan Statistical Area,"Coos Bay, OR MicroSA",0.000227376
3,Metropolitan and Micropolitan Statistical Area,"Cordele, GA MicroSA",7.99297e-05
3,Metropolitan and Micropolitan Statistical Area,"Corinth, MS MicroSA",0.000127753
3,Metropolitan and Micropolitan Statistical Area,"Cornelia, GA MicroSA",0.000135086
3,Metropolitan and Micropolitan Statistical Area,"Corning, NY MicroSA",0.000364126
3,Metropolitan and Micropolitan Statistical Area,"Corpus Christi, TX MSA",0.00140724
3,Metropolitan and Micropolitan Statistical Area,"Corsicana, TX MicroSA",0.000152759
3,Metropolitan and Micropolitan Statistical Area,"Cortland, NY MicroSA",0.000152862
3,Metropolitan and Micropolitan Statistical Area,"Corvallis, OR MSA",0.000278019
3,Metropolitan and Micropolitan Statistical Area,"Coshocton, OH MicroSA",0.000122024
3,Metropolitan and Micropolitan Statistical Area,"Craig, CO MicroSA",4.59661e-05
3,Metropolitan and Micropolitan Statistical Area,"Crawfordsville, IN MicroSA",0.000123456
3,Metropolitan and Micropolitan Statistical Area,"Crescent City, CA MicroSA",8.44876e-05
3,Metropolitan and Micropolitan Statistical Area,"Crestview-Fort Walton Beach-Destin, FL MSA",0.00106428
3,Metropolitan and Micropolitan Statistical Area,"Crossville, TN MicroSA",0.000213718
3,Metropolitan and Micropolitan Statistical Area,"Cullman, AL MicroSA",0.000277124
3,Metropolitan and Micropolitan Statistical Area,"Cullowhee, NC MicroSA",0.000197747
3,Metropolitan and Micropolitan Statistical Area,"Cumberland, MD-WV MSA",0.000345373
3,Metropolitan and Micropolitan Statistical Area,"Dallas-Fort Worth-Arlington, TX MSA",0.0197747
3,Metropolitan and Micropolitan Statistical Area,"Dalton, GA MSA",0.000413703
3,Metropolitan and Micropolitan Statistical Area,"Danville, IL MSA",0.000268583
3,Metropolitan and Micropolitan Statistical Area,"Danville, KY MicroSA",0.000173428
3,Metropolitan and Micropolitan Statistical Area,"Danville, VA MicroSA",0.000400366
3,Metropolitan and Micropolitan Statistical Area,"Daphne-Fairhope-Foley, AL MSA",0.000802499
3,Metropolitan and Micropolitan Statistical Area,"Davenport-Moline-Rock Island, IA-IL MSA",0.00125566
3,Metropolitan and Micropolitan Statistical Area,"Dayton, OH MSA",0.0027429
3,Metropolitan and Micropolitan Statistical Area,"Dayton, TN MicroSA",0.00010753
3,Metropolitan and Micropolitan Statistical Area,"Decatur, AL MSA",0.000497586
3,Metropolitan and Micropolitan Statistical Area,"Decatur, IL MSA",0.000375376
3,Metropolitan and Micropolitan Statistical Area,"Decatur, IN MicroSA",9.77134e-05
3,Metropolitan and Micropolitan Statistical Area,"Defiance, OH MicroSA",0.000124665
3,Metropolitan and Micropolitan Statistical Area,"Del Rio, TX MicroSA",0.000140435
3,Metropolitan and Micropolitan Statistical Area,"Deltona-Daytona Beach-Ormond Beach, FL MSA",0.00228131
3,Metropolitan and Micropolitan Statistical Area,"Deming, NM MicroSA",8.17424e-05
3,Metropolitan and Micropolitan Statistical Area,"Denver-Aurora-Lakewood, CO MSA",0.0083418
3,Metropolitan and Micropolitan Statistical Area,"DeRidder, LA MicroSA",0.000113536
3,Metropolitan and Micropolitan Statistical Area,"Des Moines-West Des Moines, IA MSA",0.00189408
3,Metropolitan and Micropolitan Statistical Area,"Detroit-Warren-Dearborn, MI MSA",0.0141244
3,Metropolitan and Micropolitan Statistical Area,"Dickinson, ND MicroSA",0.000100049
3,Metropolitan and Micropolitan Statistical Area,"Dixon, IL MicroSA",0.000112207
3,Metropolitan and Micropolitan Statistical Area,"Dodge City, KS MicroSA",9.0306e-05
3,Metropolitan and Micropolitan Statistical Area,"Dothan, AL MSA",0.00050709
3,Metropolitan and Micropolitan Statistical Area,"Douglas, GA MicroSA",0.000126135
3,Metropolitan and Micropolitan Statistical Area,"Dover, DE MSA",0.000508044
3,Metropolitan and Micropolitan Statistical Area,"Dublin, GA MicroSA",0.000189094
3,Metropolitan and Micropolitan Statistical Area,"DuBois, PA MicroSA",0.000288142
3,Metropolitan and Micropolitan Statistical Area,"Dubuque, IA MSA",0.000301548
3,Metropolitan and Micropolitan Statistical Area,"Duluth, MN-WI MSA",0.00105944
3,Metropolitan and Micropolitan Statistical Area,"Dumas, TX MicroSA",5.93934e-05
3,Metropolitan and Micropolitan Statistical Area,"Duncan, OK MicroSA",0.000154384
3,Metropolitan and Micropolitan Statistical Area,"Dunn, NC MicroSA",0.000367632
3,Metropolitan and Micropolitan Statistical Area,"Durango, CO MicroSA",0.000198292
3,Metropolitan and Micropolitan Statistical Area,"Durant, OK MicroSA",0.000148529
3,Metropolitan and Micropolitan Statistical Area,"Durham-Chapel Hill, NC MSA",0.00173731
3,Metropolitan and Micropolitan Statistical Area,"Dyersburg, TN MicroSA",0.000125202
3,Metropolitan and Micropolitan Statistical Area,"Eagle Pass, TX MicroSA",0.000134497
3,Metropolitan and Micropolitan Statistical Area,"East Stroudsburg, PA MSA",0.000601804
3,Metropolitan and Micropolitan Statistical Area,"Easton, MD MicroSA",0.000150013
3,Metropolitan and Micropolitan Statistical Area,"Eau Claire, WI MSA",0.00052729
3,Metropolitan and Micropolitan Statistical Area,"Edwards, CO MicroSA",0.000235388
3,Metropolitan and Micropolitan Statistical Area,"Effingham, IL MicroSA",0.000109887
3,Metropolitan and Micropolitan Statistical Area,"El Campo, TX MicroSA",0.000129582
3,Metropolitan and Micropolitan Statistical Area,"El Centro, CA MSA",0.000424497
3,Metropolitan and Micropolitan Statistical Area,"El Dorado, AR MicroSA",0.000146864
3,Metropolitan and Micropolitan Statistical Area,"El Paso, TX MSA",0.00214682
3,Metropolitan and Micropolitan Statistical Area,"Elizabeth City, NC MicroSA",0.000209533
3,Metropolitan and Micropolitan Statistical Area,"Elizabethtown-Fort Knox, KY MSA",0.000478169
3,Metropolitan and Micropolitan Statistical Area,"Elk City, OK MicroSA",7.38875e-05
3,Metropolitan and Micropolitan Statistical Area,"Elkhart-Goshen, IN MSA",0.000581343
3,Metropolitan and Micropolitan Statistical Area,"Elkins, WV MicroSA",0.000105822
3,Metropolitan and Micropolitan Statistical Area,"Elko, NV MicroSA",0.000160911
3,Metropolitan and Micropolitan Statistical Area,"Ellensburg, WA MicroSA",0.000168132
3,Metropolitan and Micropolitan Statistical Area,"Elmira, NY MSA",0.00028624
3,Metropolitan and Micropolitan Statistical Area,"Emporia, KS MicroSA",0.000113379
3,Metropolitan and Micropolitan Statistical Area,"Enid, OK MicroSA",0.000200283
3,Metropolitan and Micropolitan Statistical Area,"Enterprise, AL MicroSA",0.000170542
3,Metropolitan and Micropolitan Statistical Area,"Erie, PA MSA",0.000894639
3,Metropolitan and Micropolitan Statistical Area,"Escanaba, MI MicroSA",0.000150759
3,Metropolitan and Micropolitan Statistical Area,"Espanola, NM MicroSA",0.000145888
3,Metropolitan and Micropolitan Statistical Area,"Eugene, OR MSA",0.00118039
3,Metropolitan and Micropolitan Statistical Area,"Eureka-Arcata-Fortuna, CA MicroSA",0.000465375
3,Metropolitan and Micropolitan Statistical Area,"Evanston, WY MicroSA",6.54059e-05
3,Metropolitan and Micropolitan Statistical Area,"Evansville, IN-KY MSA",0.0010456
3,Metropolitan and Micropolitan Statistical Area,"Fairbanks, AK MSA",0.000310842
3,Metropolitan and Micropolitan Statistical Area,"Fairfield, IA MicroSA",5.63498e-05
3,Metropolitan and Micropolitan Statistical Area,"Fairmont, WV MicroSA",0.000196531
3,Metropolitan and Micropolitan Statistical Area,"Fallon, NV MicroSA",7.96912e-05
3,Metropolitan and Micropolitan Statistical Area,"Fargo, ND-MN MSA",0.000749325
3,Metropolitan and Micropolitan Statistical Area,"Faribault-Northfield, MN MicroSA",0.000183238
3,Metropolitan and Micropolitan Statistical Area,"Farmington, MO MicroSA",0.000218656
3,Metropolitan and Micropolitan Statistical Area,"Farmington, NM MSA",0.000370049
3,Metropolitan and Micropolitan Statistical Area,"Fayetteville-Springdale-Rogers, AR-MO MSA",0.00153232
3,Metropolitan and Micropolitan Statistical Area,"Fayetteville, NC MSA",0.00121763
3,Metropolitan and Micropolitan Statistical Area,"Fergus Falls, MN MicroSA",0.000266241
3,Metropolitan and Micropolitan Statistical Area,"Fernley, NV MicroSA",0.000167297
3,Metropolitan and Micropolitan Statistical Area,"Findlay, OH MicroSA",0.000250412
3,Metropolitan and Micropolitan Statistical Area,"Fitzgerald, GA MicroSA",5.89012e-05
3,Metropolitan and Micropolitan Statistical Area,"Flagstaff, AZ MSA",0.000480661
3,Metropolitan and Micropolitan Statistical Area,"Flint, MI MSA",0.00142503
3,Metropolitan and Micropolitan Statistical Area,"Florence-Muscle Shoals, AL MSA",0.000525672
3,Metropolitan and Micropolitan Statistical Area,"Florence, SC MSA",0.000666667
3,Metropolitan and Micropolitan Statistical Area,"Fond du Lac, WI MSA",0.00033199
3,Metropolitan and Micropolitan Statistical Area,"Forest City, NC MicroSA",0.000252941
3,Metropolitan and Micropolitan Statistical Area,"Forrest City, AR MicroSA",8.1295e-05
3,Metropolitan and Micropolitan Statistical Area,"Fort Collins, CO MSA",0.00103512
3,Metropolitan and Micropolitan Statistical Area,"Fort Dodge, IA MicroSA",0.000126836
3,Metropolitan and Micropolitan Statistical Area,"Fort Leonard Wood, MO MicroSA",0.000138458
3,Metropolitan and Micropolitan Statistical Area,"Fort Madison-Keokuk, IA-IL-MO MicroSA",0.000215329
3,Metropolitan and Micropolitan Statistical Area,"Fort Morgan, CO MicroSA",8.55915e-05
3,Metropolitan and Micropolitan Statistical Area,"Fort Polk South, LA MicroSA",0.000162015
3,Metropolitan and Micropolitan Statistical Area,"Fort Smith, AR-OK MSA",0.000918152
3,Metropolitan and Micropolitan Statistical Area,"Fort Wayne, IN MSA",0.00134768
3,Metropolitan and Micropolitan Statistical Area,"Frankfort, IN MicroSA",9.89816e-05
3,Metropolitan and Micropolitan Statistical Area,"Frankfort, KY MicroSA",0.00024234
3,Metropolitan and Micropolitan Statistical Area,"Fredericksburg, TX MicroSA",9.6326e-05
3,Metropolitan and Micropolitan Statistical Area,"Freeport, IL MicroSA",0.000163358
3,Metropolitan and Micropolitan Statistical Area,"Fremont, NE MicroSA",0.000123889
3,Metropolitan and Micropolitan Statistical Area,"Fremont, OH MicroSA",0.000195658
3,Metropolitan and Micropolitan Statistical Area,"Fresno, CA MSA",0.00241585
3,Metropolitan and Micropolitan Statistical Area,"Gadsden, AL MSA",0.000354361
3,Metropolitan and Micropolitan Statistical Area,"Gaffney, SC MicroSA",0.000179128
3,Metropolitan and Micropolitan Statistical Area,"Gainesville, FL MSA",0.000905868
3,Metropolitan and Micropolitan Statistical Area,"Gainesville, GA MSA",0.000519943
3,Metropolitan and Micropolitan Statistical Area,"Gainesville, TX MicroSA",0.000124389
3,Metropolitan and Micropolitan Statistical Area,"Galesburg, IL MicroSA",0.000178344
3,Metropolitan and Micropolitan Statistical Area,"Gallup, NM MicroSA",0.000192219
3,Metropolitan and Micropolitan Statistical Area,"Garden City, KS MicroSA",0.000110872
3,Metropolitan and Micropolitan Statistical Area,"Gardnerville Ranchos, NV MicroSA",0.000177613
3,Metropolitan and Micropolitan Statistical Area,"Georgetown, SC MicroSA",0.000254306
3,Metropolitan and Micropolitan Statistical Area,"Gettysburg, PA MSA",0.00030841
3,Metropolitan and Micropolitan Statistical Area,"Gillette, WY MicroSA",0.000146402
3,Metropolitan and Micropolitan Statistical Area,"Glasgow, KY MicroSA",0.000179642
3,Metropolitan and Micropolitan Statistical Area,"Glens Falls, NY MSA",0.000507559
3,Metropolitan and Micropolitan Statistical Area,"Glenwood Springs, CO MicroSA",0.00027194
3,Metropolitan and Micropolitan Statistical Area,"Gloversville, NY MicroSA",0.000213584
3,Metropolitan and Micropolitan Statistical Area,"Goldsboro, NC MSA",0.000396867
3,Metropolitan and Micropolitan Statistical Area,"Grand Forks, ND-MN MSA",0.000342896
3,Metropolitan and Micropolitan Statistical Area,"Grand Island, NE MSA",0.000260422
3,Metropolitan and Micropolitan Statistical Area,"Grand Junction, CO MSA",0.000479048
3,Metropolitan and Micropolitan Statistical Area,"Grand Rapids-Wyoming, MI MSA",0.00305074
3,Metropolitan and Micropolitan Statistical Area,"Grants Pass, OR MSA",0.000284129
3,Metropolitan and Micropolitan Statistical Area,"Grants, NM MicroSA",8.28761e-05
3,Metropolitan and Micropolitan Statistical Area,"Great Bend, KS MicroSA",9.42075e-05
3,Metropolitan and Micropolitan Statistical Area,"Great Falls, MT MSA",0.000281332
3,Metropolitan and Micropolitan Statistical Area,"Greeley, CO MSA",0.000752938
3,Metropolitan and Micropolitan Statistical Area,"Green Bay, WI MSA",0.00104637
3,Metropolitan and Micropolitan Statistical Area,"Greeneville, TN MicroSA",0.000239818
3,Metropolitan and Micropolitan Statistical Area,"Greenfield Town, MA MicroSA",0.000251268
3,Metropolitan and Micropolitan Statistical Area,"Greensboro-High Point, NC MSA",0.00244997
3,Metropolitan and Micropolitan Statistical Area,"Greensburg, IN MicroSA",8.38385e-05
3,Metropolitan and Micropolitan Statistical Area,"Greenville-Anderson-Mauldin, SC MSA",0.00275947
3,Metropolitan and Micropolitan Statistical Area,"Greenville, MS MicroSA",0.000161262
3,Metropolitan and Micropolitan Statistical Area,"Greenville, NC MSA",0.000572481
3,Metropolitan and Micropolitan Statistical Area,"Greenville, OH MicroSA",0.000169452
3,Metropolitan and Micropolitan Statistical Area,"Greenwood, MS MicroSA",0.000135974
3,Metropolitan and Micropolitan Statistical Area,"Greenwood, SC MicroSA",0.000321756
3,Metropolitan and Micropolitan Statistical Area,"Grenada, MS MicroSA",7.59836e-05
3,Metropolitan and Micropolitan Statistical Area,"Gulfport-Biloxi-Pascagoula, MS MSA",0.00130168
3,Metropolitan and Micropolitan Statistical Area,"Guymon, OK MicroSA",6.10569e-05
3,Metropolitan and Micropolitan Statistical Area,"Hagerstown-Martinsburg, MD-WV MSA",0.000801991
3,Metropolitan and Micropolitan Statistical Area,"Hailey, ID MicroSA",0.000133564
3,Metropolitan and Micropolitan Statistical Area,"Hammond, LA MSA",0.000391727
3,Metropolitan and Micropolitan Statistical Area,"Hanford-Corcoran, CA MSA",0.000335332
3,Metropolitan and Micropolitan Statistical Area,"Hannibal, MO MicroSA",0.000134579
3,Metropolitan and Micropolitan Statistical Area,"Harrisburg-Carlisle, PA MSA",0.0018287
3,Metropolitan and Micropolitan Statistical Area,"Harrison, AR MicroSA",0.000160964
3,Metropolitan and Micropolitan Statistical Area,"Harrisonburg, VA MSA",0.000391763
3,Metropolitan and Micropolitan Statistical Area,"Hartford-West Hartford-East Hartford, CT MSA",0.00379338
3,Metropolitan and Micropolitan Statistical Area,"Hastings, NE MicroSA",0.00010201
3,Metropolitan and Micropolitan Statistical Area,"Hattiesburg, MS MSA",0.00046542
3,Metropolitan and Micropolitan Statistical Area,"Hays, KS MicroSA",9.74151e-05
3,Metropolitan and Micropolitan Statistical Area,"Heber, UT MicroSA",8.7352e-05
3,Metropolitan and Micropolitan Statistical Area,"Helena-West Helena, AR MicroSA",7.57598e-05
3,Metropolitan and Micropolitan Statistical Area,"Helena, MT MicroSA",0.000266218
3,Metropolitan and Micropolitan Statistical Area,"Henderson, NC MicroSA",0.000148924
3,Metropolitan and Micropolitan Statistical Area,"Hereford, TX MicroSA",5.26722e-05
3,Metropolitan and Micropolitan Statistical Area,"Hermiston-Pendleton, OR MicroSA",0.000255574
3,Metropolitan and Micropolitan Statistical Area,"Hickory-Lenoir-Morganton, NC MSA",0.00121242
3,Metropolitan and Micropolitan Statistical Area,"Hillsdale, MI MicroSA",0.000161769
3,Metropolitan and Micropolitan Statistical Area,"Hilo, HI MicroSA",0.000636514
3,Metropolitan and Micropolitan Statistical Area,"Hilton Head Island-Bluffton-Beaufort, SC MSA",0.0007874
3,Metropolitan and Micropolitan Statistical Area,"Hinesville, GA MSA",0.000249681
3,Metropolitan and Micropolitan Statistical Area,"Hobbs, NM MicroSA",0.000189026
3,Metropolitan and Micropolitan Statistical Area,"Holland, MI MicroSA",0.000371794
3,Metropolitan and Micropolitan Statistical Area,"Homosassa Springs, FL MSA",0.000580061
3,Metropolitan and Micropolitan Statistical Area,"Hood River, OR MicroSA",7.1038e-05
3,Metropolitan and Micropolitan Statistical Area,"Hot Springs, AR MSA",0.000376934
3,Metropolitan and Micropolitan Statistical Area,"Houghton, MI MicroSA",0.000157383
3,Metropolitan and Micropolitan Statistical Area,"Houma-Thibodaux, LA MSA",0.000629048
3,Metropolitan and Micropolitan Statistical Area,"Houston-The Woodlands-Sugar Land, TX MSA",0.0182654
3,Metropolitan and Micropolitan Statistical Area,"Hudson, NY MicroSA",0.000245145
3,Metropolitan and Micropolitan Statistical Area,"Huntingdon, PA MicroSA",0.000167028
3,Metropolitan and Micropolitan Statistical Area,"Huntington-Ashland, WV-KY-OH MSA",0.00122708
3,Metropolitan and Micropolitan Statistical Area,"Huntington, IN MicroSA",0.000118481
3,Metropolitan and Micropolitan Statistical Area,"Huntsville, AL MSA",0.00141901
3,Metropolitan and Micropolitan Statistical Area,"Huntsville, TX MicroSA",0.000251807
3,Metropolitan and Micropolitan Statistical Area,"Huron, SD MicroSA",6.24815e-05
3,Metropolitan and Micropolitan Statistical Area,"Hutchinson, KS MicroSA",0.000211055
3,Metropolitan and Micropolitan Statistical Area,"Hutchinson, MN MicroSA",0.00011731
3,Metropolitan and Micropolitan Statistical Area,"Idaho Falls, ID MSA",0.000380224
3,Metropolitan and Micropolitan Statistical Area,"Indiana, PA MicroSA",0.000286822
3,Metropolitan and Micropolitan Statistical Area,"Indianapolis-Carmel-Anderson, IN MSA",0.00624207
3,Metropolitan and Micropolitan Statistical Area,"Indianola, MS MicroSA",7.23583e-05
3,Metropolitan and Micropolitan Statistical Area,"Ionia, MI MicroSA",0.000183618
3,Metropolitan and Micropolitan Statistical Area,"Iowa City, IA MSA",0.000515519
3,Metropolitan and Micropolitan Statistical Area,"Iron Mountain, MI-WI MicroSA",0.000140629
3,Metropolitan and Micropolitan Statistical Area,"Ithaca, NY MSA",0.000314184
3,Metropolitan and Micropolitan Statistical Area,"Jackson, MI MSA",0.000515062
3,Metropolitan and Micropolitan Statistical Area,"Jackson, MS MSA",0.00177313
3,Metropolitan and Micropolitan Statistical Area,"Jackson, OH MicroSA",0.000108649
3,Metropolitan and Micropolitan Statistical Area,"Jackson, TN MSA",0.000418224
3,Metropolitan and Micropolitan Statistical Area,"Jackson, WY-ID MicroSA",0.00014027
3,Metropolitan and Micropolitan Statistical Area,"Jacksonville, FL MSA",0.00459865
3,Metropolitan and Micropolitan Statistical Area,"Jacksonville, IL MicroSA",0.000133266
3,Metropolitan and Micropolitan Statistical Area,"Jacksonville, NC MSA",0.000563858
3,Metropolitan and Micropolitan Statistical Area,"Jacksonville, TX MicroSA",0.000156436
3,Metropolitan and Micropolitan Statistical Area,"Jamestown-Dunkirk-Fredonia, NY MicroSA",0.00049772
3,Metropolitan and Micropolitan Statistical Area,"Jamestown, ND MicroSA",7.50809e-05
3,Metropolitan and Micropolitan Statistical Area,"Janesville-Beloit, WI MSA",0.000510707
3,Metropolitan and Micropolitan Statistical Area,"Jasper, IN MicroSA",0.000173869
3,Metropolitan and Micropolitan Statistical Area,"Jefferson City, MO MSA",0.000477751
3,Metropolitan and Micropolitan Statistical Area,"Jefferson, GA MicroSA",0.000178031
3,Metropolitan and Micropolitan Statistical Area,"Jesup, GA MicroSA",9.02615e-05
3,Metropolitan and Micropolitan Statistical Area,"Johnson City, TN MSA",0.000712528
3,Metropolitan and Micropolitan Statistical Area,"Johnstown, PA MSA",0.000486479
3,Metropolitan and Micropolitan Statistical Area,"Jonesboro, AR MSA",0.000404341
3,Metropolitan and Micropolitan Statistical Area,"Joplin, MO MSA",0.000564931
3,Metropolitan and Micropolitan Statistical Area,"Junction City, KS MicroSA",0.000112491
3,Metropolitan and Micropolitan Statistical Area,"Juneau, AK MicroSA",9.89369e-05
3,Metropolitan and Micropolitan Statistical Area,"Kahului-Wailuku-Lahaina, HI MSA",0.000533311
3,Metropolitan and Micropolitan Statistical Area,"Kalamazoo-Portage, MI MSA",0.00109896
3,Metropolitan and Micropolitan Statistical Area,"Kalispell, MT MicroSA",0.000353638
3,Metropolitan and Micropolitan Statistical Area,"Kankakee, IL MSA",0.000337041
3,Metropolitan and Micropolitan Statistical Area,"Kansas City, MO-KS MSA",0.00660643
3,Metropolitan and Micropolitan Statistical Area,"Kapaa, HI MicroSA",0.000226683
3,Metropolitan and Micropolitan Statistical Area,"Kearney, NE MicroSA",0.000169079
3,Metropolitan and Micropolitan Statistical Area,"Keene, NH MicroSA",0.000260817
3,Metropolitan and Micropolitan Statistical Area,"Kendallville, IN MicroSA",0.000150729
3,Metropolitan and Micropolitan Statistical Area,"Kennett, MO MicroSA",0.000107046
3,Metropolitan and Micropolitan Statistical Area,"Kennewick-Richland, WA MSA",0.000735876
3,Metropolitan and Micropolitan Statistical Area,"Kerrville, TX MicroSA",0.000179105
3,Metropolitan and Micropolitan Statistical Area,"Ketchikan, AK MicroSA",4.66524e-05
3,Metropolitan and Micropolitan Statistical Area,"Key West, FL MicroSA",0.000395189
3,Metropolitan and Micropolitan Statistical Area,"Kill Devil Hills, NC MicroSA",0.000269135
3,Metropolitan and Micropolitan Statistical Area,"Killeen-Temple, TX MSA",0.00125858
3,Metropolitan and Micropolitan Statistical Area,"Kingsport-Bristol-Bristol, TN-VA MSA",0.0010996
3,Metropolitan and Micropolitan Statistical Area,"Kingston, NY MSA",0.000624832
3,Metropolitan and Micropolitan Statistical Area,"Kingsville, TX MicroSA",9.98396e-05
3,Metropolitan and Micropolitan Statistical Area,"Kinston, NC MicroSA",0.00020379
3,Metropolitan and Micropolitan Statistical Area,"Kirksville, MO MicroSA",0.00010013
3,Metropolitan and Micropolitan Statistical Area,"Klamath Falls, OR MicroSA",0.000244884
