siteid,ducts_it,DB_BothSides_FlowExponent_Calculated,DB_OneSide_FlowExponent_Calculated,DB_OneSide_WhichSide,DB_BothSides_C,DB_OneSide_C,Sup_Q50_Calc,Ret_Q50_Calc,Sup_Q25_Calc,Ret_Q25_Calc,TrueFlow_Static_ReturnPressure,TrueFlow_Static_SupplyPressure,TrueFlow_Static_TotalPressure_Calculated,TrueFlow_CorrectionFactor_Calculated,TrueFlow_CorrectedFlow_Calculated,TrueFlow_Notes,slf_halfplen,rlf_halfplen,DB_FanType,DB_MajorityReturnLocation,DB_MajoritySupplyLocation,DB_RemainderReturnLocation,DB_RemainderSupplyLocation,DB_SqFt,DB_WholeHouse,SummarySketchSqFt_Calculated,DuctSurfaceReturnBranch,DuctSurfaceReturnPlenum,DuctSurfaceSupplyBranch,DuctSurfaceSupplyPlenum,DuctSurfaceReturnSqft,DuctSurfaceSupplySqft,DuctSurfaceTotalSqft,DB_Notes,DB_BothSides_Testfailed,DB_OneSide_Testfailed,TF_Testfailed
22965,1,0.55,0.57,Return,92.06,9.37,722.82,89.67,492.3,60.1,30.0,48.0,78.0,0.69,567.0,,0.1,0.07,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)",,1,2660.0,110.33,52.84,194.16,79.26,163.17,273.42,436.6,,0,0,0
22977,1,0.63,0.64,Return,32.42,10.03,263.0,127.0,170.0,81.0,90.0,20.0,110.0,0.97,1255.0,,0.03,0.09,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,2822.0,,234.47,,23.44,,,,all of supply runs were located in the walls of the conditioned space except for about 5 ft directly above the upflow furnace. 50 % of return was located within the crawl.,0,0,0
22993,1,0.66,0.45,Return,3.67,4.55,21.22,27.49,10.82,20.0,57.0,47.0,104.0,1.08,1004.0,,0.01,0.02,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1576.0,,35.44,,,,,,all the ductwork was encased in the slab of the house. all my measurements on the plenum and duct run sizes would be guesses.,0,0,0
23029,1,0.69,0.68,Return,26.5,21.79,77.07,317.69,47.01,197.61,173.0,8.0,181.0,0.94,1249.0,,0.04,0.37,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,3010.0,,167.1,187.57,167.1,,354.68,,,0,0,0
23049,1,,0.54,Supply,,9.84,83.2,,57.0,,90.0,33.0,123.0,0.93,808.0,,0.05,0.09,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,3240.0,,,57.83,83.55,,141.39,,,0,0,0
23145,1,0.73,0.7,Return,27.9,24.76,107.52,388.74,59.34,238.65,125.0,61.0,186.0,0.84,984.0,,0.27,0.46,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,2750.0,146.63,73.98,312.63,59.08,220.61,371.71,592.33,"Return plenum is on exterior wall with no insulation approz 10' x 14"". Moderate wind outside with 4 PA fluctuations in blower door readings",0,0,0
23151,1,0.74,,,52.36,,,,,,89.0,58.0,147.0,1.57,1441.0,,,,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,2232.0,1,2328.0,,,103.39,326.95,,430.35,,Could not perform a split test on home.  Water softener was installed directly in front of air handler in garage.  Could not access the fan panel to isolate either side of system.,0,0,0
23178,1,,,,,,,,,,137.1,40.2,137.0,0.9,855.0,very high negative ?,,,PSC,,,,,2376.0,1,2376.0,,,,,,,,All ducts are interior-standard basement ceiling grills with main floor-floor registers basement trunk lines and joist bays are visible.  All leakage is to the interior.,0,0,0
23185,1,0.72,0.49,Supply,7.15,11.72,79.61,44.44,56.7,18.12,5.4,22.8,28.0,1.06,1134.0,,0.03,0.01,ECM,Inside heated space,Between floors / in ouside wall,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3558.0,0.0,127.91,161.8,97.08,127.91,258.88,386.79,N8NW,0,0,0
23192,1,0.74,0.71,Return,20.56,7.53,252.97,123.7,149.65,75.35,165.0,26.2,191.0,0.68,830.0,,0.05,0.21,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2960.0,70.62,88.62,203.21,300.79,159.24,504.0,663.24,"Very Very windy day, very hard to get home to stay within 2 pascals either way of test pressures ",0,0,0
23278,1,0.57,0.55,Return,26.93,10.84,160.76,93.34,106.98,63.74,48.0,110.0,158.0,0.91,634.0,,0.15,0.09,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1176.0,62.66,29.65,109.42,39.54,92.32,148.96,241.29,,0,0,0
23345,1,0.45,0.56,Return,36.78,9.01,139.83,81.73,105.88,55.3,18.0,27.0,45.0,1.03,880.0,,0.04,0.03,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",1445.0,0,2698.0,34.95,49.43,234.47,24.71,84.38,259.18,343.57,very windy day,0,0,0
23380,1,0.66,,,42.0,,,,,,25.0,7.0,32.0,1.12,538.0,furnace in crawl. old norco unit fan belt drive,,,,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1287.0,,66.84,97.08,100.26,,197.34,,no floor insulation.  perimeter foundation insulation with no floor joist insulation. no duct insulation- Fan belt drive furnace,0,0,0
23387,1,0.58,0.47,Supply,2.78,4.03,25.43,1.88,18.35,0.12,132.0,11.9,144.0,0.86,919.0,,0.01,0.03,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3700.0,0.0,193.68,252.75,150.77,193.68,403.52,597.2,0,0,0,0
23391,1,0.62,,,13.24,,,,,,36.0,134.0,170.0,0.88,521.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Between floors / in ouside wall,,1,1512.0,,32.99,78.15,22.97,,101.13,,a,0,0,0
23400,1,0.67,0.62,Return,5.14,3.46,31.49,40.25,18.9,26.06,47.5,72.5,120.0,1.0,557.0,1/2 ducts are in typical basement. 1/2 ducts are in atypical non ventilated crawlspace.  Neither spaces have wall insulation or floor insulation.  they are considered conditioned space.,0.05,0.04,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,1240.0,1,1091.0,12.94,105.25,66.05,161.8,118.2,227.85,346.06,,0,0,0
23403,1,0.71,,,1.23,,,,,,147.2,40.3,188.0,1.01,532.0,,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,1852.0,,0.0,62.52,52.51,,115.03,,"large interior holes  return is directly located over the furnace inside the home at floor level  this home is a combo slab, crawl amnd basement.  The crawl is essentially unventilated.",0,0,0
23444,1,0.63,,,17.95,,,,,,20.0,37.0,57.0,0.53,449.0,The disposable air filter is clogged to the point that it severly restricts airflow to the system.,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1509.0,,72.36,129.44,186.83,,316.27,,,0,0,0
23489,1,0.66,0.66,Supply,37.63,20.67,279.35,231.67,176.12,145.77,62.0,5.8,68.0,1.12,899.0,,0.04,0.22,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2016.0,104.44,123.57,109.42,251.7,228.02,361.12,589.14,,0,0,0
23501,1,,,,,,,,,,74.7,54.1,129.0,1.38,1345.0,,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1100.0,51.21,39.54,125.33,,90.75,,,"furnace in basement I would be hard pressed to call conditioned even if it did contain the hot water heater . no slab , dirt under wood plank floor , insulated ceiling and 2 interior  walls seperate the space from the main living area,I diid th",1,0,0
23538,1,0.68,,,3.18,,,,,,61.5,45.0,106.0,1.01,904.0,,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1800.0,109.97,21.13,365.55,151.89,131.11,517.44,648.55,,0,0,0
23556,1,0.75,,,27.04,,,,,,63.0,53.0,116.0,0.94,681.0,model 58bd080-2  serial8063336  80in  64out,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1377.0,,147.7,330.27,104.44,,434.72,,duct blaster hooked to return grill,0,0,0
23624,1,0.75,0.65,Supply,6.98,6.53,83.08,48.06,52.95,25.04,130.0,20.0,150.0,0.83,511.0,furnace in garage,0.05,0.19,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",1386.0,1,1386.0,,187.99,471.03,313.32,,784.36,,duct blaster hooked up to filter slot on return of furnace. once central return in home.,0,0,0
23714,1,,,,,,,,,,,,,,,Furnace was not operable. Some sort of electrical short...thermostat not working and manual furnace operation did not fruit any results.,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1380.0,,153.49,137.29,354.49,,491.78,,"Was not able to pressurize duct system higher than a pressure of 25 Pa.  One register was not accessible and therefore not sealed off due to numerous large boxes, mattresses, and baby cribs jammed into the room. Doors seemed super leaky as well",0,0,1
23721,1,0.72,0.74,Supply,5.75,4.04,74.0,24.8,44.21,15.49,49.5,62.4,112.0,1.0,867.0,,0.06,0.05,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,2106.0,,,,,,,,,0,0,0
23746,1,0.66,,,39.41,,,,,,,,,,,really difficult to test. geo system that isnot a heat pump. not sure if tested correctly. took pics. unable to tap supply side so i picked closest sa and tried it that way.,,,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Between floors / in ouside wall,,1,1289.0,88.62,106.34,354.49,59.08,194.96,413.57,608.54,unable to split system  because there isnot a filterslot at ahu,0,0,1
23762,1,0.7,,,12.47,,,,,,72.0,6.0,78.0,1.09,937.0,supply pressure reading had to be taken from supply register because system had  flex runs. number is probably lower than reality,,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1024.0,18.32,18.68,117.23,11.2,37.01,128.44,165.45,cant split system. filter is at the return grill and no access available to split at the air handler,0,0,0
23835,1,,,,,,,,,,94.0,28.0,122.0,0.98,763.0,,,,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,2743.0,,,,,,,,All ducts are in conditioned space.  Numbers don't seem right.,0,0,0
23857,1,0.61,0.63,Return,25.99,20.77,38.47,247.69,27.41,159.66,79.1,43.8,123.0,1.02,840.0,,0.17,0.25,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,,1,3121.0,20.88,125.6,125.33,167.52,146.49,292.85,439.35,None,0,0,0
23860,1,,,,,,,,,,136.0,19.0,155.0,1.05,1570.0,"Temp split: 60F, 4 zone system all on. Outdoor Temp: 43. Thermostat has fan% reading at 100% for test.",,,ECM,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,3230.0,52.22,,819.46,417.77,,1237.23,,"Duct Blaster to AHU. 4 zone super complicated system, It took me over 2 hours to figure out how to get all zones open.  Got HVAC instal contractor to help.  Also has HRV/ERV attached to RA. 4 homes to test and this one was chosen? WTF?",0,0,0
23910,1,0.47,,,43.91,,,,,,70.4,35.9,106.0,1.0,624.0,"Electronic filter could not be removed and the 20 and 14 were both used simultaneously on the two return grills ---20"" = 5.3 plate pressure 356 cfm and 14"" = 5.5 plate pressure and 268 cfm. Return SP = 70.4 with TF grids off and 71.3",,,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",1090.0,0,3869.0,0.0,125.6,282.25,35.44,125.6,317.7,443.31,Hydronic air handlers at both locations with a lennox complete heat system for domestic water and heating.  THis test was done with 2 very high supply registers uncovered.,0,0,0
23932,1,0.7,0.62,Supply,36.78,30.89,357.78,224.23,231.81,125.0,83.0,18.4,101.0,0.98,1352.0,,0.09,0.23,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,2080.0,83.55,306.99,273.55,237.79,390.55,511.35,901.9,Filter has no door. this was a significant   leak but was not taped closed for the test.  Supply vent in crawl space was not sealed during test (identified post test).  Fuundation had no vents. Supply trunk line was not insulated but all supply,0,0,0
24048,1,0.46,0.65,Supply,53.47,13.49,172.64,153.85,109.9,127.04,154.0,11.4,165.0,0.83,726.0,,0.05,0.31,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,3193.0,,,179.76,73.31,,253.08,,attic ducts are buried under r-50 insualtion,0,0,0
24203,1,0.67,0.58,Supply,5.92,4.86,48.0,35.0,32.0,20.0,61.0,28.8,90.0,1.0,833.0,,0.02,0.04,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,Inside heated space,,1,2016.0,,,,,,,,,0,0,0
24296,1,0.74,0.73,Supply,27.2,16.63,296.25,209.7,177.85,123.56,19.6,12.7,32.0,0.98,598.0,,0.1,0.14,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,3240.0,26.42,41.77,66.05,388.32,68.19,454.38,522.58,,0,0,0
24375,1,,0.6,Supply,,8.14,86.0,,56.64,,113.0,37.0,150.0,0.85,893.0,,0.05,0.1,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1401.0,,,286.17,,,,,,0,0,0
24401,1,,0.67,Supply,,18.11,257.07,,160.66,,19.0,66.0,85.0,1.02,1126.0,,0.17,0.07,PSC,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,,1,3830.0,,21.99,,,,,,unable to do full system test. consulted with bruce and decided it was most likely a building cavity return so we split and did supply side only. all supply ductwork was inside the thermal bouindary.,0,0,0
24451,1,0.67,,Return,6.72,,,,,,5.0,8.0,13.0,0.67,523.0,,,,PSC,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,1220.0,,,140.68,18.79,,159.48,,the return is all in conditioned space and is only about a 4 ft run.Ttotal return leakage was not high enough to register a cfm count on ring 3 of DB,0,0,0
24550,1,0.48,0.6,Supply,19.91,11.03,117.0,16.0,77.0,18.0,,,,,,This is the first survey that I've done where everything has been accessible so that fulls tests can be executed.,0.38,0.18,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1285.0,,83.76,146.22,83.55,,229.77,,,0,0,1
24696,1,0.58,0.47,Return,6.67,7.47,16.81,47.6,8.81,34.29,26.0,23.0,49.0,1.0,545.0,,0.04,0.04,PSC,Inside heated space,Inside heated space,Inside heated space,Inside heated space,,1,1400.0,,,,,,,,All of the ducts are within conditioned space.,0,0,0
24770,1,0.7,0.72,Return,13.29,1.67,182.95,28.0,112.27,17.0,142.0,17.9,160.0,0.75,681.0,dirty filter,0.01,0.05,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1832.0,,,,,,,,,0,0,0
24808,1,0.66,0.6,Return,45.76,13.39,484.48,142.0,300.6,93.45,22.0,80.8,103.0,0.96,1076.0,,0.11,0.05,PSC,"Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)","Unheated buffer space (Attic, Garage, Crawl)",,1,1238.0,91.52,59.08,117.23,160.17,150.61,277.41,428.02,,0,0,0
24866,1,,0.67,Supply,,7.01,99.77,,62.33,,38.0,27.9,66.0,1.05,1109.0,,0.03,0.04,PSC,Inside heated space,Inside heated space,Inside heated space,"Unheated buffer space (Attic, Garage, Crawl)",,1,2185.0,,,177.55,18.16,,195.71,,"tried test with open stair cavity , not successful, used split test , also one under cabinet vent was open as it could not be blocked due to a smaller hole than the vent size cut in the bottom of the csbinet ",0,0,0
