Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=Ceiling R-13	Option=Ceiling R-19	Option=Ceiling R-30	sampling_probability
CR02	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	8.73756e-05
CR03	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000145601
CR04	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000402536
CR05	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	7.9292e-05
CR06	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000101332
CR07	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000965484
CR08	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000316279
CR09	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000706927
CR10	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000139174
CR11	1950s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000923417
CR02	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000341276
CR03	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000342263
CR04	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00105058
CR05	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000220691
CR06	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000223729
CR07	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00166055
CR08	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000871936
CR09	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00290896
CR10	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000357829
CR11	1960s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00242226
CR02	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000660139
CR03	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000597235
CR04	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00179027
CR05	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000527972
CR06	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000413112
CR07	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00150806
CR08	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00136874
CR09	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00732086
CR10	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000855117
CR11	1970s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00354116
CR02	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000473046
CR03	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000454662
CR04	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000997071
CR05	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000460448
CR06	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000299352
CR07	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00102118
CR08	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00132859
CR09	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00838373
CR10	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00120928
CR11	1980s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00341229
CR02	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000482927
CR03	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000230025
CR04	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000936758
CR05	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000435384
CR06	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000365261
CR07	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000772223
CR08	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00125499
CR09	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00668061
CR10	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00120692
CR11	1990s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00214335
CR02	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000445831
CR03	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000410103
CR04	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00128967
CR05	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000506025
CR06	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000327683
CR07	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00122845
CR08	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00144674
CR09	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00761648
CR10	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000983166
CR11	2000s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00220273
CR02	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000363958
CR03	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000272662
CR04	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000618526
CR05	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000371828
CR06	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000227288
CR07	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000812334
CR08	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.000991809
CR09	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00425438
CR10	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.0004074
CR11	2010s	Multi-Family with 5+ Units	Slab	1	0	0	0	0	0.00120151
CR02	<1940	Single-Family Attached	Slab	1	0	0	0	0	1.1041e-05
CR03	<1940	Single-Family Attached	Slab	1	0	0	0	0	2.79387e-05
CR04	<1940	Single-Family Attached	Slab	1	0	0	0	0	4.67128e-05
CR05	<1940	Single-Family Attached	Slab	1	0	0	0	0	1.33779e-05
CR06	<1940	Single-Family Attached	Slab	1	0	0	0	0	1.1297e-05
CR07	<1940	Single-Family Attached	Slab	1	0	0	0	0	0.000431892
CR08	<1940	Single-Family Attached	Slab	1	0	0	0	0	0.000149889
CR09	<1940	Single-Family Attached	Slab	1	0	0	0	0	6.3583e-05
CR10	<1940	Single-Family Attached	Slab	1	0	0	0	0	1.29365e-05
CR11	<1940	Single-Family Attached	Slab	1	0	0	0	0	0.000136027
CR02	1940s	Single-Family Attached	Slab	1	0	0	0	0	5.83122e-06
CR03	1940s	Single-Family Attached	Slab	1	0	0	0	0	1.26037e-05
CR04	1940s	Single-Family Attached	Slab	1	0	0	0	0	5.04996e-05
CR05	1940s	Single-Family Attached	Slab	1	0	0	0	0	8.7958e-06
CR06	1940s	Single-Family Attached	Slab	1	0	0	0	0	1.34805e-05
CR07	1940s	Single-Family Attached	Slab	1	0	0	0	0	0.000234276
CR08	1940s	Single-Family Attached	Slab	1	0	0	0	0	0.000102218
CR09	1940s	Single-Family Attached	Slab	1	0	0	0	0	0.000109784
CR10	1940s	Single-Family Attached	Slab	1	0	0	0	0	1.51986e-05
CR11	1940s	Single-Family Attached	Slab	1	0	0	0	0	0.000185136
CR02	1950s	Single-Family Attached	Slab	1	0	0	0	0	1.19556e-05
CR03	1950s	Single-Family Attached	Slab	1	0	0	0	0	2.14295e-05
CR04	1950s	Single-Family Attached	Slab	1	0	0	0	0	7.24145e-05
CR05	1950s	Single-Family Attached	Slab	1	0	0	0	0	1.92508e-05
CR06	1950s	Single-Family Attached	Slab	1	0	0	0	0	1.76917e-05
CR07	1950s	Single-Family Attached	Slab	1	0	0	0	0	0.000271181
CR08	1950s	Single-Family Attached	Slab	1	0	0	0	0	0.000160062
CR09	1950s	Single-Family Attached	Slab	1	0	0	0	0	0.000223837
CR10	1950s	Single-Family Attached	Slab	1	0	0	0	0	5.5074e-05
CR11	1950s	Single-Family Attached	Slab	1	0	0	0	0	0.000281293
CR02	1960s	Single-Family Attached	Slab	1	0	0	0	0	2.25821e-05
CR03	1960s	Single-Family Attached	Slab	1	0	0	0	0	3.21262e-05
CR04	1960s	Single-Family Attached	Slab	1	0	0	0	0	0.000107045
CR05	1960s	Single-Family Attached	Slab	1	0	0	0	0	2.91294e-05
CR06	1960s	Single-Family Attached	Slab	1	0	0	0	0	2.64091e-05
CR07	1960s	Single-Family Attached	Slab	1	0	0	0	0	0.000231791
CR08	1960s	Single-Family Attached	Slab	1	0	0	0	0	0.00016297
CR09	1960s	Single-Family Attached	Slab	1	0	0	0	0	0.000411969
CR10	1960s	Single-Family Attached	Slab	1	0	0	0	0	0.000118014
CR11	1960s	Single-Family Attached	Slab	1	0	0	0	0	0.000450815
CR02	1970s	Single-Family Attached	Slab	1	0	0	0	0	6.07014e-05
CR03	1970s	Single-Family Attached	Slab	1	0	0	0	0	6.40858e-05
CR04	1970s	Single-Family Attached	Slab	1	0	0	0	0	0.000222856
CR05	1970s	Single-Family Attached	Slab	1	0	0	0	0	9.94504e-05
CR06	1970s	Single-Family Attached	Slab	1	0	0	0	0	7.37171e-05
CR07	1970s	Single-Family Attached	Slab	1	0	0	0	0	0.000283408
CR08	1970s	Single-Family Attached	Slab	1	0	0	0	0	0.000353813
CR09	1970s	Single-Family Attached	Slab	1	0	0	0	0	0.00113397
CR10	1970s	Single-Family Attached	Slab	1	0	0	0	0	0.000328375
CR11	1970s	Single-Family Attached	Slab	1	0	0	0	0	0.00105163
CR02	1980s	Single-Family Attached	Slab	1	0	0	0	0	8.53195e-05
CR03	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.000130167
CR04	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.000201301
CR05	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.00012022
CR06	1980s	Single-Family Attached	Slab	1	0	0	0	0	4.42733e-05
CR07	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.00040529
CR08	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.000539694
CR09	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.00180757
CR10	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.000326773
CR11	1980s	Single-Family Attached	Slab	1	0	0	0	0	0.00122437
CR02	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.000118647
CR03	1990s	Single-Family Attached	Slab	1	0	0	0	0	5.18251e-05
CR04	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.000286479
CR05	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.000108726
CR06	1990s	Single-Family Attached	Slab	1	0	0	0	0	7.27632e-05
CR07	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.000337523
CR08	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.000467672
CR09	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.0011182
CR10	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.00022198
CR11	1990s	Single-Family Attached	Slab	1	0	0	0	0	0.000593151
CR02	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000175882
CR03	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000113636
CR04	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000457814
CR05	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000242234
CR06	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.00011293
CR07	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000447634
CR08	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000669206
CR09	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.00209341
CR10	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000263768
CR11	2000s	Single-Family Attached	Slab	1	0	0	0	0	0.000620061
CR02	2010s	Single-Family Attached	Slab	1	0	0	0	0	5.13316e-05
CR03	2010s	Single-Family Attached	Slab	1	0	0	0	0	4.36004e-05
CR04	2010s	Single-Family Attached	Slab	1	0	0	0	0	7.96501e-05
CR05	2010s	Single-Family Attached	Slab	1	0	0	0	0	9.37795e-05
CR06	2010s	Single-Family Attached	Slab	1	0	0	0	0	3.67427e-05
CR07	2010s	Single-Family Attached	Slab	1	0	0	0	0	0.000156974
CR08	2010s	Single-Family Attached	Slab	1	0	0	0	0	0.000290552
CR09	2010s	Single-Family Attached	Slab	1	0	0	0	0	0.000710024
CR10	2010s	Single-Family Attached	Slab	1	0	0	0	0	6.27506e-05
CR11	2010s	Single-Family Attached	Slab	1	0	0	0	0	0.000244826
CR02	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.000577825
CR03	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.000418697
CR04	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.00129164
CR05	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.000309693
CR06	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.000493757
CR07	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.00122051
CR08	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.00111554
CR09	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.00202474
CR10	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.000201775
CR11	<1940	Single-Family Detached	Slab	1	0	0	0	0	0.00110565
CR02	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.000246429
CR03	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.000291554
CR04	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.00125466
CR05	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.000224841
CR06	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.00041691
CR07	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.000896153
CR08	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.000985457
CR09	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.00291513
CR10	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.000354422
CR11	1940s	Single-Family Detached	Slab	1	0	0	0	0	0.00195862
CR02	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.000524102
CR03	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.000709888
CR04	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.00277494
CR05	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.000528539
CR06	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.000638057
CR07	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.0021398
CR08	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.00203119
CR09	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.0072626
CR10	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.00112335
CR11	1950s	Single-Family Detached	Slab	1	0	0	0	0	0.00472317
CR02	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.000658172
CR03	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.00078528
CR04	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.00265586
CR05	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.000528031
CR06	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.000614345
CR07	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.00200527
CR08	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.00262032
CR09	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.0119344
CR10	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.00135661
CR11	1960s	Single-Family Detached	Slab	1	0	0	0	0	0.00512432
CR02	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.000860216
CR03	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.000755838
CR04	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.00270525
CR05	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.00103532
CR06	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.000953366
CR07	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.0017522
CR08	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.00316626
CR09	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.0161682
CR10	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.00252629
CR11	1970s	Single-Family Detached	Slab	1	0	0	0	0	0.00536366
CR02	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.000639863
CR03	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.000673041
CR04	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.00145417
CR05	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.000719499
CR06	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.000568596
CR07	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.00133573
CR08	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.00274637
CR09	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.0172443
CR10	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.00233023
CR11	1980s	Single-Family Detached	Slab	1	0	0	0	0	0.00562892
CR02	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.000830784
CR03	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.000566253
CR04	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.00222741
CR05	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.00109592
CR06	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.000868813
CR07	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.00126014
CR08	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.00317189
CR09	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.0179946
CR10	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.0036407
CR11	1990s	Single-Family Detached	Slab	1	0	0	0	0	0.00481542
CR02	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.00101615
CR03	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.000686005
CR04	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.00291223
CR05	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.00190267
CR06	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.000980715
CR07	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.00163606
CR08	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.00446746
CR09	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.025392
CR10	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.00544626
CR11	2000s	Single-Family Detached	Slab	1	0	0	0	0	0.00607623
CR02	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.000347899
CR03	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.000199681
CR04	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.000741944
CR05	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.000665061
CR06	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.000345664
CR07	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.000461122
CR08	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.00142
CR09	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.00937475
CR10	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.00122102
CR11	2010s	Single-Family Detached	Slab	1	0	0	0	0	0.00133355
CR02	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR03	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR04	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR05	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR06	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR07	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR08	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR09	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR10	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR11	<1940	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR02	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR03	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR04	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR05	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR06	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR07	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR08	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR09	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR10	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR11	1940s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR02	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR03	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR04	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR05	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR06	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR07	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR08	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR09	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR10	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR11	1950s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR02	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR03	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR04	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR05	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR06	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR07	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR08	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR09	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR10	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR11	1960s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR02	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR03	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR04	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR05	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR06	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR07	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR08	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR09	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR10	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR11	1970s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR02	1980s	Mobile Home	Unheated Basement	0	0.45	0.2	0.35	0	0
CR03	1980s	Mobile Home	Unheated Basement	0	0.26	0.33	0.41	0	0
CR04	1980s	Mobile Home	Unheated Basement	0	0.39	0.27	0.34	0	0
CR05	1980s	Mobile Home	Unheated Basement	0	0.63	0.1	0.27	0	0
CR06	1980s	Mobile Home	Unheated Basement	0	0.13	0.19	0.67	0	0
CR07	1980s	Mobile Home	Unheated Basement	0	0.31	0.26	0.43	0	0
CR08	1980s	Mobile Home	Unheated Basement	0	0.26	0.15	0.6	0	0
CR09	1980s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR10	1980s	Mobile Home	Unheated Basement	0	1	0	0	0	0
CR11	1980s	Mobile Home	Unheated Basement	0	0.13	0.19	0.67	0	0
CR02	1990s	Mobile Home	Unheated Basement	0	0.13	0.46	0.41	0	0
CR03	1990s	Mobile Home	Unheated Basement	0	0.02	0.28	0.7	0	0
CR04	1990s	Mobile Home	Unheated Basement	0	0.07	0.81	0.12	0	0
CR05	1990s	Mobile Home	Unheated Basement	0	0.02	0.2	0.78	0	0
CR06	1990s	Mobile Home	Unheated Basement	0	0.01	0.09	0.91	0	0
CR07	1990s	Mobile Home	Unheated Basement	0	0.03	0.49	0.47	0	0
CR08	1990s	Mobile Home	Unheated Basement	0	0.07	0.38	0.55	0	0
CR09	1990s	Mobile Home	Unheated Basement	0	0.05	0.65	0.3	0	0
CR10	1990s	Mobile Home	Unheated Basement	0	0.09	0.4	0.52	0	0
CR11	1990s	Mobile Home	Unheated Basement	0	0.11	0.13	0.76	0	0
CR02	2000s	Mobile Home	Unheated Basement	0	0.02	0.35	0.64	0	0
CR03	2000s	Mobile Home	Unheated Basement	0	0.04	0.23	0.73	0	0
CR04	2000s	Mobile Home	Unheated Basement	0	0.32	0.37	0.31	0	0
CR05	2000s	Mobile Home	Unheated Basement	0	0.02	0.15	0.83	0	0
CR06	2000s	Mobile Home	Unheated Basement	0	0.03	0.14	0.83	0	0
CR07	2000s	Mobile Home	Unheated Basement	0	0.07	0.07	0.86	0	0
CR08	2000s	Mobile Home	Unheated Basement	0	0.11	0.24	0.64	0	0
CR09	2000s	Mobile Home	Unheated Basement	0	0.26	0.17	0.57	0	0
CR10	2000s	Mobile Home	Unheated Basement	0	0	0.85	0.15	0	0
CR11	2000s	Mobile Home	Unheated Basement	0	0.45	0.41	0.14	0	0
CR02	2010s	Mobile Home	Unheated Basement	0	0.02	0.35	0.64	0	0
CR03	2010s	Mobile Home	Unheated Basement	0	0.04	0.23	0.73	0	0
CR04	2010s	Mobile Home	Unheated Basement	0	0.32	0.37	0.31	0	0
CR05	2010s	Mobile Home	Unheated Basement	0	0.02	0.15	0.83	0	0
CR06	2010s	Mobile Home	Unheated Basement	0	0.03	0.14	0.83	0	0
CR07	2010s	Mobile Home	Unheated Basement	0	0.07	0.07	0.86	0	0
CR08	2010s	Mobile Home	Unheated Basement	0	0.11	0.24	0.64	0	0
CR09	2010s	Mobile Home	Unheated Basement	0	0.26	0.17	0.57	0	0
CR10	2010s	Mobile Home	Unheated Basement	0	0	0.85	0.15	0	0
CR11	2010s	Mobile Home	Unheated Basement	0	0.45	0.41	0.14	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000749733
CR03	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.00310495
CR04	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.00261204
CR05	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000101565
CR06	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	4.27225e-05
CR07	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.00454494
CR08	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000718132
CR09	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	6.58991e-05
CR10	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	8.45275e-06
CR11	<1940	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000312051
CR02	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	9.06269e-05
CR03	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000246528
CR04	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000338688
CR05	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	1.66361e-05
CR06	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	5.38116e-06
CR07	1940s	Multi-Family with 2 - 4 Units	Unheated Basement	0	1	0	0	0	0.000617437
