Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	sampling_probability
TN, Henry County	Mobile Home	Vacant	1	0	0	95	6.08387e-06
TN, Henry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	5.69966e-06
TN, Henry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.05406e-06
TN, Henry County	Multi-Family with 5+ Units	Occupied	1	0	0	95	4.07695e-06
TN, Henry County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.22739e-06
TN, Henry County	Single-Family Attached	Occupied	1	0	0	95	7.33169e-07
TN, Henry County	Single-Family Attached	Vacant	1	0	0	95	2.23048e-07
TN, Henry County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	7.68854e-05
TN, Henry County	Single-Family Detached	Vacant	1	0	0	95	1.4791e-05
TN, Hickman County	Mobile Home	Occupied	1	0	0	95	8.12466e-06
TN, Hickman County	Mobile Home	Vacant	1	0	0	95	1.32273e-06
TN, Hickman County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	2.58033e-06
TN, Hickman County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	4.70311e-07
TN, Hickman County	Multi-Family with 5+ Units	Occupied	1	0	0	95	3.63164e-06
TN, Hickman County	Multi-Family with 5+ Units	Vacant	1	0	0	95	4.52613e-07
TN, Hickman County	Single-Family Attached	Occupied	1	0	0	95	8.67221e-07
TN, Hickman County	Single-Family Attached	Vacant	1	0	0	95	4.43228e-08
TN, Hickman County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	5.49582e-05
TN, Hickman County	Single-Family Detached	Vacant	1	0	0	95	4.78369e-06
TN, Houston County	Mobile Home	Occupied	1	0	0	95	4.15033e-06
TN, Houston County	Mobile Home	Vacant	1	0	0	95	1.48959e-06
TN, Houston County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.39552e-06
TN, Houston County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	2.58078e-07
TN, Houston County	Multi-Family with 5+ Units	Occupied	1	0	0	95	9.98209e-07
TN, Houston County	Multi-Family with 5+ Units	Vacant	1	0	0	95	3.00516e-07
TN, Houston County	Single-Family Attached	Occupied	1	0	0	95	1.79511e-07
TN, Houston County	Single-Family Attached	Vacant	1	0	0	95	5.46116e-08
TN, Houston County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	1.88248e-05
TN, Houston County	Single-Family Detached	Vacant	1	0	0	95	3.62145e-06
TN, Humphreys County	Mobile Home	Occupied	1	0	0	95	8.84065e-06
TN, Humphreys County	Mobile Home	Vacant	1	0	0	95	3.17298e-06
TN, Humphreys County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	2.9726e-06
TN, Humphreys County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	5.49734e-07
TN, Humphreys County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.12629e-06
TN, Humphreys County	Multi-Family with 5+ Units	Vacant	1	0	0	95	6.40132e-07
TN, Humphreys County	Single-Family Attached	Occupied	1	0	0	95	3.82377e-07
TN, Humphreys County	Single-Family Attached	Vacant	1	0	0	95	1.16329e-07
TN, Humphreys County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	4.00988e-05
TN, Humphreys County	Single-Family Detached	Vacant	1	0	0	95	7.71409e-06
TN, Jackson County	Mobile Home	Occupied	1	0	0	95	4.73389e-06
TN, Jackson County	Mobile Home	Vacant	1	0	0	95	1.20348e-06
TN, Jackson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	2.85046e-06
TN, Jackson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	3.30137e-07
TN, Jackson County	Multi-Family with 5+ Units	Occupied	1	0	0	95	3.81423e-06
TN, Jackson County	Multi-Family with 5+ Units	Vacant	1	0	0	95	4.18033e-07
TN, Jackson County	Single-Family Attached	Occupied	1	0	0	95	5.86319e-07
TN, Jackson County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Jackson County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	2.5638e-05
TN, Jackson County	Single-Family Detached	Vacant	1	0	0	95	4.11415e-06
TN, Jefferson County	Mobile Home	Occupied	1	0	0	95	2.66355e-05
TN, Jefferson County	Mobile Home	Vacant	1	0	0	95	5.79575e-06
TN, Jefferson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	8.9051e-06
TN, Jefferson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	2.21811e-06
TN, Jefferson County	Multi-Family with 5+ Units	Occupied	1	0	0	95	5.65628e-06
TN, Jefferson County	Multi-Family with 5+ Units	Vacant	1	0	0	95	6.02183e-06
TN, Jefferson County	Single-Family Attached	Occupied	1	0	0	95	3.36218e-06
TN, Jefferson County	Single-Family Attached	Vacant	1	0	0	95	3.81925e-07
TN, Jefferson County	Single-Family Detached	Occupied	0.999464	0.000535648	12.6772	23667	8.40025e-05
TN, Jefferson County	Single-Family Detached	Vacant	1	0	0	95	3.46803e-05
TN, Johnson County	Mobile Home	Occupied	1	0	0	95	1.0901e-05
TN, Johnson County	Mobile Home	Vacant	1	0	0	95	2.09638e-06
TN, Johnson County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.98108e-06
TN, Johnson County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	6.3003e-07
TN, Johnson County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.95059e-06
TN, Johnson County	Multi-Family with 5+ Units	Vacant	1	0	0	95	6.21701e-07
TN, Johnson County	Single-Family Attached	Occupied	1	0	0	95	5.22918e-07
TN, Johnson County	Single-Family Attached	Vacant	1	0	0	95	2.29767e-08
TN, Johnson County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	4.03903e-05
TN, Johnson County	Single-Family Detached	Vacant	1	0	0	95	6.8872e-06
TN, Knox County	Mobile Home	Occupied	1	0	0	95	5.50157e-05
TN, Knox County	Mobile Home	Vacant	1	0	0	95	8.65298e-06
TN, Knox County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	7.14248e-05
TN, Knox County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	8.37517e-06
TN, Knox County	Multi-Family with 5+ Units	Occupied	1	0	0	95	0.000222633
TN, Knox County	Multi-Family with 5+ Units	Vacant	1	0	0	95	3.88518e-05
TN, Knox County	Single-Family Attached	Occupied	1	0	0	95	7.88503e-05
TN, Knox County	Single-Family Attached	Vacant	1	0	0	95	4.89016e-06
TN, Knox County	Single-Family Detached	Occupied	0.999457	0.000543249	108.222	199213	0.00093319
TN, Knox County	Single-Family Detached	Vacant	1	0	0	95	7.35376e-05
TN, Lake County	Mobile Home	Occupied	1	0	0	95	1.59015e-06
TN, Lake County	Mobile Home	Vacant	1	0	0	95	2.89982e-07
TN, Lake County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.2325e-06
TN, Lake County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.75375e-07
TN, Lake County	Multi-Family with 5+ Units	Occupied	1	0	0	95	8.07837e-07
TN, Lake County	Multi-Family with 5+ Units	Vacant	1	0	0	95	2.13425e-07
TN, Lake County	Single-Family Attached	Occupied	1	0	0	95	3.02035e-07
TN, Lake County	Single-Family Attached	Vacant	1	0	0	95	7.19131e-10
TN, Lake County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	1.31174e-05
TN, Lake County	Single-Family Detached	Vacant	1	0	0	95	1.80287e-06
TN, Lauderdale County	Mobile Home	Occupied	1	0	0	95	8.95603e-06
TN, Lauderdale County	Mobile Home	Vacant	1	0	0	95	1.49472e-06
TN, Lauderdale County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	3.17266e-06
TN, Lauderdale County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	5.1056e-07
TN, Lauderdale County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.77868e-06
TN, Lauderdale County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.939e-07
TN, Lauderdale County	Single-Family Attached	Occupied	1	0	0	95	4.98394e-07
TN, Lauderdale County	Single-Family Attached	Vacant	1	0	0	95	5.47301e-08
TN, Lauderdale County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	6.11431e-05
TN, Lauderdale County	Single-Family Detached	Vacant	1	0	0	95	5.91674e-06
TN, Lawrence County	Mobile Home	Occupied	1	0	0	95	1.87879e-05
TN, Lawrence County	Mobile Home	Vacant	1	0	0	95	4.88377e-06
TN, Lawrence County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	5.23723e-06
TN, Lawrence County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	6.88875e-07
TN, Lawrence County	Multi-Family with 5+ Units	Occupied	1	0	0	95	5.07983e-06
TN, Lawrence County	Multi-Family with 5+ Units	Vacant	1	0	0	95	5.08303e-07
TN, Lawrence County	Single-Family Attached	Occupied	1	0	0	95	9.71667e-07
TN, Lawrence County	Single-Family Attached	Vacant	1	0	0	95	1.80084e-07
TN, Lawrence County	Single-Family Detached	Occupied	0.999436	0.000563842	10.2332	18149	8.46647e-05
TN, Lawrence County	Single-Family Detached	Vacant	1	0	0	95	1.52358e-05
TN, Lewis County	Mobile Home	Occupied	1	0	0	95	5.66047e-06
TN, Lewis County	Mobile Home	Vacant	1	0	0	95	1.4714e-06
TN, Lewis County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.57789e-06
TN, Lewis County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	2.07547e-07
TN, Lewis County	Multi-Family with 5+ Units	Occupied	1	0	0	95	1.53047e-06
TN, Lewis County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.53143e-07
TN, Lewis County	Single-Family Attached	Occupied	1	0	0	95	2.92747e-07
TN, Lewis County	Single-Family Attached	Vacant	1	0	0	95	5.42564e-08
TN, Lewis County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	2.55081e-05
TN, Lewis County	Single-Family Detached	Vacant	1	0	0	95	4.5903e-06
TN, Lincoln County	Mobile Home	Occupied	1	0	0	95	1.27336e-05
TN, Lincoln County	Mobile Home	Vacant	1	0	0	95	1.98754e-06
TN, Lincoln County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	6.02598e-06
TN, Lincoln County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	7.87695e-07
TN, Lincoln County	Multi-Family with 5+ Units	Occupied	1	0	0	95	3.18868e-06
TN, Lincoln County	Multi-Family with 5+ Units	Vacant	1	0	0	95	5.79906e-07
TN, Lincoln County	Single-Family Attached	Occupied	1	0	0	95	1.10716e-06
TN, Lincoln County	Single-Family Attached	Vacant	1	0	0	95	2.22804e-07
TN, Lincoln County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	7.91353e-05
TN, Lincoln County	Single-Family Detached	Vacant	1	0	0	95	9.49575e-06
TN, Loudon County	Mobile Home	Occupied	1	0	0	95	2.29876e-05
TN, Loudon County	Mobile Home	Vacant	1	0	0	95	4.39845e-06
TN, Loudon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	4.94179e-06
TN, Loudon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.18832e-06
TN, Loudon County	Multi-Family with 5+ Units	Occupied	1	0	0	95	6.65319e-06
TN, Loudon County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.72017e-06
TN, Loudon County	Single-Family Attached	Occupied	1	0	0	95	3.31823e-06
TN, Loudon County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Loudon County	Single-Family Detached	Occupied	0.999449	0.000550905	12.2747	22281	0.000105633
TN, Loudon County	Single-Family Detached	Vacant	1	0	0	95	1.64143e-05
TN, Macon County	Mobile Home	Occupied	1	0	0	95	1.06554e-05
TN, Macon County	Mobile Home	Vacant	1	0	0	95	2.28366e-06
TN, Macon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	3.42497e-06
TN, Macon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	4.40894e-07
TN, Macon County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.74247e-06
TN, Macon County	Multi-Family with 5+ Units	Vacant	1	0	0	95	3.92143e-07
TN, Macon County	Single-Family Attached	Occupied	1	0	0	95	6.10155e-07
TN, Macon County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Macon County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	4.70215e-05
TN, Macon County	Single-Family Detached	Vacant	1	0	0	95	7.2776e-06
TN, Madison County	Mobile Home	Occupied	1	0	0	95	1.86058e-05
TN, Madison County	Mobile Home	Vacant	1	0	0	95	3.46579e-06
TN, Madison County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.86911e-05
TN, Madison County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	5.83124e-06
TN, Madison County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.34033e-05
TN, Madison County	Multi-Family with 5+ Units	Vacant	1	0	0	95	4.46836e-06
TN, Madison County	Single-Family Attached	Occupied	1	0	0	95	4.3067e-06
TN, Madison County	Single-Family Attached	Vacant	1	0	0	95	2.82871e-07
TN, Madison County	Single-Family Detached	Occupied	0.999451	0.000549023	23.4142	42647	0.000213868
TN, Madison County	Single-Family Detached	Vacant	1	0	0	95	2.72116e-05
TN, Marion County	Mobile Home	Occupied	1	0	0	95	1.86448e-05
TN, Marion County	Mobile Home	Vacant	1	0	0	95	4.2396e-06
TN, Marion County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	3.68572e-06
TN, Marion County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	6.30314e-07
TN, Marion County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.29033e-06
TN, Marion County	Multi-Family with 5+ Units	Vacant	1	0	0	95	2.39989e-07
TN, Marion County	Single-Family Attached	Occupied	1	0	0	95	6.1346e-07
TN, Marion County	Single-Family Attached	Vacant	1	0	0	95	2.63665e-08
TN, Marion County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	5.72961e-05
TN, Marion County	Single-Family Detached	Vacant	1	0	0	95	1.01599e-05
TN, Marshall County	Mobile Home	Occupied	1	0	0	95	1.15723e-05
TN, Marshall County	Mobile Home	Vacant	1	0	0	95	1.18683e-06
TN, Marshall County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	4.17316e-06
TN, Marshall County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.04034e-06
TN, Marshall County	Multi-Family with 5+ Units	Occupied	1	0	0	95	5.59067e-06
TN, Marshall County	Multi-Family with 5+ Units	Vacant	1	0	0	95	8.1685e-07
TN, Marshall County	Single-Family Attached	Occupied	1	0	0	95	1.98243e-06
TN, Marshall County	Single-Family Attached	Vacant	1	0	0	95	7.99828e-08
TN, Marshall County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	6.77967e-05
TN, Marshall County	Single-Family Detached	Vacant	1	0	0	95	5.36625e-06
TN, Maury County	Mobile Home	Occupied	1	0	0	95	3.13794e-05
TN, Maury County	Mobile Home	Vacant	1	0	0	95	3.2182e-06
TN, Maury County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.13159e-05
TN, Maury County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	2.82097e-06
TN, Maury County	Multi-Family with 5+ Units	Occupied	1	0	0	95	1.51596e-05
TN, Maury County	Multi-Family with 5+ Units	Vacant	1	0	0	95	2.21496e-06
TN, Maury County	Single-Family Attached	Occupied	1	0	0	95	5.37554e-06
TN, Maury County	Single-Family Attached	Vacant	1	0	0	95	2.16881e-07
TN, Maury County	Single-Family Detached	Occupied	0.999414	0.000586317	21.0957	35980	0.000183837
TN, Maury County	Single-Family Detached	Vacant	1	0	0	95	1.45511e-05
TN, McMinn County	Mobile Home	Occupied	1	0	0	95	2.09425e-05
TN, McMinn County	Mobile Home	Vacant	1	0	0	95	3.95229e-06
TN, McMinn County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.22831e-05
TN, McMinn County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.58782e-06
TN, McMinn County	Multi-Family with 5+ Units	Occupied	1	0	0	95	1.09898e-05
TN, McMinn County	Multi-Family with 5+ Units	Vacant	1	0	0	95	7.14435e-07
TN, McMinn County	Single-Family Attached	Occupied	1	0	0	95	1.90442e-06
TN, McMinn County	Single-Family Attached	Vacant	1	0	0	95	2.77909e-07
TN, McMinn County	Single-Family Detached	Occupied	0.999458	0.000542151	12.6148	23268	0.00010922
TN, McMinn County	Single-Family Detached	Vacant	1	0	0	95	1.27918e-05
TN, McNairy County	Mobile Home	Occupied	1	0	0	95	1.07101e-05
TN, McNairy County	Mobile Home	Vacant	1	0	0	95	4.09258e-06
TN, McNairy County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	3.1138e-06
TN, McNairy County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	9.1868e-07
TN, McNairy County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.1857e-06
TN, McNairy County	Multi-Family with 5+ Units	Vacant	1	0	0	95	4.0424e-07
TN, McNairy County	Single-Family Attached	Occupied	1	0	0	95	4.54931e-07
TN, McNairy County	Single-Family Attached	Vacant	1	0	0	95	2.61101e-07
TN, McNairy County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	5.42958e-05
TN, McNairy County	Single-Family Detached	Vacant	1	0	0	95	1.35823e-05
TN, Meigs County	Mobile Home	Occupied	1	0	0	95	8.11343e-06
TN, Meigs County	Mobile Home	Vacant	1	0	0	95	1.8449e-06
TN, Meigs County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.60387e-06
TN, Meigs County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	2.74287e-07
TN, Meigs County	Multi-Family with 5+ Units	Occupied	1	0	0	95	9.96657e-07
TN, Meigs County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.04433e-07
TN, Meigs County	Single-Family Attached	Occupied	1	0	0	95	2.66952e-07
TN, Meigs County	Single-Family Attached	Vacant	1	0	0	95	1.14736e-08
TN, Meigs County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	2.49329e-05
TN, Meigs County	Single-Family Detached	Vacant	1	0	0	95	4.42116e-06
TN, Monroe County	Mobile Home	Occupied	1	0	0	95	2.14916e-05
TN, Monroe County	Mobile Home	Vacant	1	0	0	95	4.1122e-06
TN, Monroe County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	4.62018e-06
TN, Monroe County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.11099e-06
TN, Monroe County	Multi-Family with 5+ Units	Occupied	1	0	0	95	6.22021e-06
TN, Monroe County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.60823e-06
TN, Monroe County	Single-Family Attached	Occupied	1	0	0	95	3.10228e-06
TN, Monroe County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Monroe County	Single-Family Detached	Occupied	0.999476	0.000524106	10.9177	20831	9.87588e-05
TN, Monroe County	Single-Family Detached	Vacant	1	0	0	95	1.53461e-05
TN, Montgomery County	Mobile Home	Occupied	1	0	0	95	3.13157e-05
TN, Montgomery County	Mobile Home	Vacant	1	0	0	95	6.13365e-06
TN, Montgomery County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	4.28339e-05
TN, Montgomery County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	7.69135e-06
TN, Montgomery County	Multi-Family with 5+ Units	Occupied	1	0	0	95	3.91176e-05
TN, Montgomery County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.45134e-05
TN, Montgomery County	Single-Family Attached	Occupied	1	0	0	95	1.05793e-05
TN, Montgomery County	Single-Family Attached	Vacant	1	0	0	95	1.11438e-06
TN, Montgomery County	Single-Family Detached	Occupied	0.999398	0.000602269	46.2368	76771	0.000376191
TN, Montgomery County	Single-Family Detached	Vacant	1	0	0	95	4.68007e-05
TN, Moore County	Mobile Home	Occupied	1	0	0	95	2.46628e-06
TN, Moore County	Mobile Home	Vacant	1	0	0	95	3.84953e-07
TN, Moore County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.16713e-06
TN, Moore County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.52563e-07
TN, Moore County	Multi-Family with 5+ Units	Occupied	1	0	0	95	6.17593e-07
TN, Moore County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.12318e-07
TN, Moore County	Single-Family Attached	Occupied	1	0	0	95	2.14439e-07
TN, Moore County	Single-Family Attached	Vacant	1	0	0	95	4.31534e-08
TN, Moore County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	1.53272e-05
TN, Moore County	Single-Family Detached	Vacant	1	0	0	95	1.83917e-06
TN, Morgan County	Mobile Home	Occupied	1	0	0	95	1.2885e-05
TN, Morgan County	Mobile Home	Vacant	1	0	0	95	2.35654e-06
TN, Morgan County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	2.45834e-06
TN, Morgan County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	4.86094e-07
TN, Morgan County	Multi-Family with 5+ Units	Occupied	1	0	0	95	1.90034e-06
TN, Morgan County	Multi-Family with 5+ Units	Vacant	1	0	0	95	5.4022e-07
TN, Morgan County	Single-Family Attached	Occupied	1	0	0	95	3.81426e-07
TN, Morgan County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Morgan County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	3.67785e-05
TN, Morgan County	Single-Family Detached	Vacant	1	0	0	95	8.99265e-06
TN, Obion County	Mobile Home	Occupied	1	0	0	95	8.92734e-06
TN, Obion County	Mobile Home	Vacant	1	0	0	95	1.628e-06
TN, Obion County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	6.91945e-06
TN, Obion County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	9.84582e-07
TN, Obion County	Multi-Family with 5+ Units	Occupied	1	0	0	95	4.53532e-06
TN, Obion County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.1982e-06
TN, Obion County	Single-Family Attached	Occupied	1	0	0	95	1.69567e-06
TN, Obion County	Single-Family Attached	Vacant	1	0	0	95	4.03731e-09
TN, Obion County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	7.36429e-05
TN, Obion County	Single-Family Detached	Vacant	1	0	0	95	1.01216e-05
TN, Overton County	Mobile Home	Occupied	1	0	0	95	8.34776e-06
TN, Overton County	Mobile Home	Vacant	1	0	0	95	2.12222e-06
TN, Overton County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	5.02652e-06
TN, Overton County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	5.82164e-07
TN, Overton County	Multi-Family with 5+ Units	Occupied	1	0	0	95	6.72603e-06
TN, Overton County	Multi-Family with 5+ Units	Vacant	1	0	0	95	7.37161e-07
TN, Overton County	Single-Family Attached	Occupied	1	0	0	95	1.03392e-06
TN, Overton County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Overton County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	4.52101e-05
TN, Overton County	Single-Family Detached	Vacant	1	0	0	95	7.25491e-06
TN, Perry County	Mobile Home	Occupied	1	0	0	95	4.74949e-06
TN, Perry County	Mobile Home	Vacant	1	0	0	95	1.23459e-06
TN, Perry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.32395e-06
TN, Perry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.74144e-07
TN, Perry County	Multi-Family with 5+ Units	Occupied	1	0	0	95	1.28416e-06
TN, Perry County	Multi-Family with 5+ Units	Vacant	1	0	0	95	1.28497e-07
TN, Perry County	Single-Family Attached	Occupied	1	0	0	95	2.45633e-07
TN, Perry County	Single-Family Attached	Vacant	1	0	0	95	4.55245e-08
TN, Perry County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	2.14028e-05
TN, Perry County	Single-Family Detached	Vacant	1	0	0	95	3.85155e-06
TN, Pickett County	Mobile Home	Occupied	1	0	0	95	2.80779e-06
TN, Pickett County	Mobile Home	Vacant	1	0	0	95	7.13816e-07
TN, Pickett County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.69068e-06
TN, Pickett County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.95813e-07
TN, Pickett County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.26232e-06
TN, Pickett County	Multi-Family with 5+ Units	Vacant	1	0	0	95	2.47946e-07
TN, Pickett County	Single-Family Attached	Occupied	1	0	0	95	3.47761e-07
TN, Pickett County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Pickett County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	1.52065e-05
TN, Pickett County	Single-Family Detached	Vacant	1	0	0	95	2.44021e-06
TN, Polk County	Mobile Home	Occupied	1	0	0	95	7.54067e-06
TN, Polk County	Mobile Home	Vacant	1	0	0	95	1.42308e-06
TN, Polk County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	4.42273e-06
TN, Polk County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	5.7172e-07
TN, Polk County	Multi-Family with 5+ Units	Occupied	1	0	0	95	3.95706e-06
TN, Polk County	Multi-Family with 5+ Units	Vacant	1	0	0	95	2.57244e-07
TN, Polk County	Single-Family Attached	Occupied	1	0	0	95	6.85716e-07
TN, Polk County	Single-Family Attached	Vacant	1	0	0	95	1.00065e-07
TN, Polk County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	3.93266e-05
TN, Polk County	Single-Family Detached	Vacant	1	0	0	95	4.60588e-06
TN, Putnam County	Mobile Home	Occupied	1	0	0	95	2.67985e-05
TN, Putnam County	Mobile Home	Vacant	1	0	0	95	6.81289e-06
TN, Putnam County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	1.61364e-05
TN, Putnam County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	1.8689e-06
TN, Putnam County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.15923e-05
TN, Putnam County	Multi-Family with 5+ Units	Vacant	1	0	0	95	2.36648e-06
TN, Putnam County	Single-Family Attached	Occupied	1	0	0	95	3.31914e-06
TN, Putnam County	Single-Family Attached	Vacant	1	0	0	95	0
TN, Putnam County	Single-Family Detached	Occupied	0.99945	0.000550124	18.1249	32947	0.000145136
TN, Putnam County	Single-Family Detached	Vacant	1	0	0	95	2.32901e-05
TN, Rhea County	Mobile Home	Occupied	1	0	0	95	2.06234e-05
TN, Rhea County	Mobile Home	Vacant	1	0	0	95	4.68952e-06
TN, Rhea County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	95	4.07687e-06
TN, Rhea County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	95	6.97205e-07
TN, Rhea County	Multi-Family with 5+ Units	Occupied	1	0	0	95	2.53339e-06
TN, Rhea County	Multi-Family with 5+ Units	Vacant	1	0	0	95	2.65458e-07
TN, Rhea County	Single-Family Attached	Occupied	1	0	0	95	6.78562e-07
TN, Rhea County	Single-Family Attached	Vacant	1	0	0	95	2.91646e-08
TN, Rhea County	Single-Family Detached	Occupied	0.999454	0.000545652	1567.92	2.87348e+06	6.33766e-05
TN, Rhea County	Single-Family Detached	Vacant	1	0	0	95	1.12381e-05
