Dependency=Location Weather	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
NY_Syracuse-Hancock.Intl.AP.725190	1980s	0.08	0.16	0.59	0	0.06	0.11
NY_Syracuse-Hancock.Intl.AP.725190	1990s	0.09	0.25	0.66	0	0	0
NY_Syracuse-Hancock.Intl.AP.725190	2000s	0.05	0.11	0.49	0	0.11	0.23
OH_Akron.Canton.Rgnl.AP.725210	<1950	0.11	0.01	0.74	0.01	0.04	0.08
OH_Akron.Canton.Rgnl.AP.725210	1950s	0.04	0.1	0.86	0	0	0
OH_Akron.Canton.Rgnl.AP.725210	1960s	0.17	0	0.8	0	0	0.03
OH_Akron.Canton.Rgnl.AP.725210	1970s	0.48	0.03	0.41	0	0	0.08
OH_Akron.Canton.Rgnl.AP.725210	1980s	0.31	0	0.5	0	0.08	0.11
OH_Akron.Canton.Rgnl.AP.725210	1990s	0.09	0	0.8	0	0	0.1
OH_Akron.Canton.Rgnl.AP.725210	2000s	0.13	0	0.62	0	0	0.25
OH_Cleveland-Hopkins.Intl.AP.725240	<1950	0.11	0.01	0.74	0.01	0.04	0.08
OH_Cleveland-Hopkins.Intl.AP.725240	1950s	0.04	0.1	0.86	0	0	0
OH_Cleveland-Hopkins.Intl.AP.725240	1960s	0.17	0	0.8	0	0	0.03
OH_Cleveland-Hopkins.Intl.AP.725240	1970s	0.48	0.03	0.41	0	0	0.08
OH_Cleveland-Hopkins.Intl.AP.725240	1980s	0.31	0	0.5	0	0.08	0.11
OH_Cleveland-Hopkins.Intl.AP.725240	1990s	0.09	0	0.8	0	0	0.1
OH_Cleveland-Hopkins.Intl.AP.725240	2000s	0.13	0	0.62	0	0	0.25
OH_Columbus-Port.Columbus.Intl.AP.724280	<1950	0.11	0.01	0.74	0.01	0.04	0.08
OH_Columbus-Port.Columbus.Intl.AP.724280	1950s	0.04	0.1	0.86	0	0	0
OH_Columbus-Port.Columbus.Intl.AP.724280	1960s	0.17	0	0.8	0	0	0.03
OH_Columbus-Port.Columbus.Intl.AP.724280	1970s	0.48	0.03	0.41	0	0	0.08
OH_Columbus-Port.Columbus.Intl.AP.724280	1980s	0.31	0	0.5	0	0.08	0.11
OH_Columbus-Port.Columbus.Intl.AP.724280	1990s	0.09	0	0.8	0	0	0.1
OH_Columbus-Port.Columbus.Intl.AP.724280	2000s	0.13	0	0.62	0	0	0.25
OH_Dayton.Intl.AP.724290	<1950	0.11	0.01	0.74	0.01	0.04	0.08
OH_Dayton.Intl.AP.724290	1950s	0.04	0.1	0.86	0	0	0
OH_Dayton.Intl.AP.724290	1960s	0.17	0	0.8	0	0	0.03
OH_Dayton.Intl.AP.724290	1970s	0.48	0.03	0.41	0	0	0.08
OH_Dayton.Intl.AP.724290	1980s	0.31	0	0.5	0	0.08	0.11
OH_Dayton.Intl.AP.724290	1990s	0.09	0	0.8	0	0	0.1
OH_Dayton.Intl.AP.724290	2000s	0.13	0	0.62	0	0	0.25
OH_Mansfield-Lahm.Muni.AP.725246	<1950	0.11	0.01	0.74	0.01	0.04	0.08
OH_Mansfield-Lahm.Muni.AP.725246	1950s	0.04	0.1	0.86	0	0	0
OH_Mansfield-Lahm.Muni.AP.725246	1960s	0.17	0	0.8	0	0	0.03
OH_Mansfield-Lahm.Muni.AP.725246	1970s	0.48	0.03	0.41	0	0	0.08
OH_Mansfield-Lahm.Muni.AP.725246	1980s	0.31	0	0.5	0	0.08	0.11
OH_Mansfield-Lahm.Muni.AP.725246	1990s	0.09	0	0.8	0	0	0.1
OH_Mansfield-Lahm.Muni.AP.725246	2000s	0.13	0	0.62	0	0	0.25
OH_Toledo.Express.AP.725360	<1950	0.11	0.01	0.74	0.01	0.04	0.08
OH_Toledo.Express.AP.725360	1950s	0.04	0.1	0.86	0	0	0
OH_Toledo.Express.AP.725360	1960s	0.17	0	0.8	0	0	0.03
OH_Toledo.Express.AP.725360	1970s	0.48	0.03	0.41	0	0	0.08
OH_Toledo.Express.AP.725360	1980s	0.31	0	0.5	0	0.08	0.11
OH_Toledo.Express.AP.725360	1990s	0.09	0	0.8	0	0	0.1
OH_Toledo.Express.AP.725360	2000s	0.13	0	0.62	0	0	0.25
OH_Youngstown.Rgnl.AP.725250	<1950	0.11	0.01	0.74	0.01	0.04	0.08
OH_Youngstown.Rgnl.AP.725250	1950s	0.04	0.1	0.86	0	0	0
OH_Youngstown.Rgnl.AP.725250	1960s	0.17	0	0.8	0	0	0.03
OH_Youngstown.Rgnl.AP.725250	1970s	0.48	0.03	0.41	0	0	0.08
OH_Youngstown.Rgnl.AP.725250	1980s	0.31	0	0.5	0	0.08	0.11
OH_Youngstown.Rgnl.AP.725250	1990s	0.09	0	0.8	0	0	0.1
OH_Youngstown.Rgnl.AP.725250	2000s	0.13	0	0.62	0	0	0.25
OK_Oklahoma.City-Will.Rogers.World.AP.723530	<1950	0.2	0	0.68	0	0	0.12
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1950s	0.3	0	0.7	0	0	0
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1960s	0.13	0	0.71	0.03	0	0.13
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1970s	0.35	0	0.55	0	0	0.1
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1980s	0.37	0	0.33	0	0.06	0.24
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1990s	0.63	0	0.31	0	0.06	0
OK_Oklahoma.City-Will.Rogers.World.AP.723530	2000s	0.66	0	0.14	0	0.14	0.07
OK_Tulsa.Intl.AP.723560	<1950	0.2	0	0.68	0	0	0.12
OK_Tulsa.Intl.AP.723560	1950s	0.3	0	0.7	0	0	0
OK_Tulsa.Intl.AP.723560	1960s	0.13	0	0.71	0.03	0	0.13
OK_Tulsa.Intl.AP.723560	1970s	0.35	0	0.55	0	0	0.1
OK_Tulsa.Intl.AP.723560	1980s	0.37	0	0.33	0	0.06	0.24
OK_Tulsa.Intl.AP.723560	1990s	0.63	0	0.31	0	0.06	0
OK_Tulsa.Intl.AP.723560	2000s	0.66	0	0.14	0	0.14	0.07
OR_Astoria.Rgnl.AP.727910	<1950	0.25	0.07	0.57	0	0.11	0
OR_Astoria.Rgnl.AP.727910	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Astoria.Rgnl.AP.727910	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Astoria.Rgnl.AP.727910	1970s	0.4	0.07	0.37	0	0.15	0
OR_Astoria.Rgnl.AP.727910	1980s	0.39	0	0.52	0	0.05	0.03
OR_Astoria.Rgnl.AP.727910	1990s	0.55	0	0.4	0	0.02	0.02
OR_Astoria.Rgnl.AP.727910	2000s	0.32	0	0.59	0	0.07	0.02
OR_Burns.Muni.AP.726830	<1950	0.25	0.07	0.57	0	0.11	0
OR_Burns.Muni.AP.726830	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Burns.Muni.AP.726830	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Burns.Muni.AP.726830	1970s	0.4	0.07	0.37	0	0.15	0
OR_Burns.Muni.AP.726830	1980s	0.39	0	0.52	0	0.05	0.03
OR_Burns.Muni.AP.726830	1990s	0.55	0	0.4	0	0.02	0.02
OR_Burns.Muni.AP.726830	2000s	0.32	0	0.59	0	0.07	0.02
OR_Eugene-Mahlon.Sweet.AP.726930	<1950	0.25	0.07	0.57	0	0.11	0
OR_Eugene-Mahlon.Sweet.AP.726930	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Eugene-Mahlon.Sweet.AP.726930	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Eugene-Mahlon.Sweet.AP.726930	1970s	0.4	0.07	0.37	0	0.15	0
OR_Eugene-Mahlon.Sweet.AP.726930	1980s	0.39	0	0.52	0	0.05	0.03
OR_Eugene-Mahlon.Sweet.AP.726930	1990s	0.55	0	0.4	0	0.02	0.02
OR_Eugene-Mahlon.Sweet.AP.726930	2000s	0.32	0	0.59	0	0.07	0.02
OR_Medford-Rogue.Valley.Intl.AP.725970	<1950	0.25	0.07	0.57	0	0.11	0
OR_Medford-Rogue.Valley.Intl.AP.725970	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Medford-Rogue.Valley.Intl.AP.725970	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Medford-Rogue.Valley.Intl.AP.725970	1970s	0.4	0.07	0.37	0	0.15	0
OR_Medford-Rogue.Valley.Intl.AP.725970	1980s	0.39	0	0.52	0	0.05	0.03
OR_Medford-Rogue.Valley.Intl.AP.725970	1990s	0.55	0	0.4	0	0.02	0.02
OR_Medford-Rogue.Valley.Intl.AP.725970	2000s	0.32	0	0.59	0	0.07	0.02
OR_North.Bend.Muni.AP.726917	<1950	0.25	0.07	0.57	0	0.11	0
OR_North.Bend.Muni.AP.726917	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_North.Bend.Muni.AP.726917	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_North.Bend.Muni.AP.726917	1970s	0.4	0.07	0.37	0	0.15	0
OR_North.Bend.Muni.AP.726917	1980s	0.39	0	0.52	0	0.05	0.03
OR_North.Bend.Muni.AP.726917	1990s	0.55	0	0.4	0	0.02	0.02
OR_North.Bend.Muni.AP.726917	2000s	0.32	0	0.59	0	0.07	0.02
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	<1950	0.25	0.07	0.57	0	0.11	0
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	1970s	0.4	0.07	0.37	0	0.15	0
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	1980s	0.39	0	0.52	0	0.05	0.03
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	1990s	0.55	0	0.4	0	0.02	0.02
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	2000s	0.32	0	0.59	0	0.07	0.02
OR_Portland.Intl.AP.726980	<1950	0.25	0.07	0.57	0	0.11	0
OR_Portland.Intl.AP.726980	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Portland.Intl.AP.726980	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Portland.Intl.AP.726980	1970s	0.4	0.07	0.37	0	0.15	0
OR_Portland.Intl.AP.726980	1980s	0.39	0	0.52	0	0.05	0.03
OR_Portland.Intl.AP.726980	1990s	0.55	0	0.4	0	0.02	0.02
OR_Portland.Intl.AP.726980	2000s	0.32	0	0.59	0	0.07	0.02
OR_Redmond-Roberts.Field.726835	<1950	0.25	0.07	0.57	0	0.11	0
OR_Redmond-Roberts.Field.726835	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Redmond-Roberts.Field.726835	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Redmond-Roberts.Field.726835	1970s	0.4	0.07	0.37	0	0.15	0
OR_Redmond-Roberts.Field.726835	1980s	0.39	0	0.52	0	0.05	0.03
OR_Redmond-Roberts.Field.726835	1990s	0.55	0	0.4	0	0.02	0.02
OR_Redmond-Roberts.Field.726835	2000s	0.32	0	0.59	0	0.07	0.02
OR_Salem-McNary.Field.726940	<1950	0.25	0.07	0.57	0	0.11	0
OR_Salem-McNary.Field.726940	1950s	0.42	0.11	0.35	0	0.08	0.03
OR_Salem-McNary.Field.726940	1960s	0.36	0.05	0.51	0	0.05	0.04
OR_Salem-McNary.Field.726940	1970s	0.4	0.07	0.37	0	0.15	0
OR_Salem-McNary.Field.726940	1980s	0.39	0	0.52	0	0.05	0.03
OR_Salem-McNary.Field.726940	1990s	0.55	0	0.4	0	0.02	0.02
OR_Salem-McNary.Field.726940	2000s	0.32	0	0.59	0	0.07	0.02
PA_Allentown-Lehigh.Valley.Intl.AP.725170	<1950	0	0.31	0.53	0	0.1	0.06
PA_Allentown-Lehigh.Valley.Intl.AP.725170	1950s	0.06	0.27	0.67	0	0	0
PA_Allentown-Lehigh.Valley.Intl.AP.725170	1960s	0.34	0.34	0.17	0	0.15	0
PA_Allentown-Lehigh.Valley.Intl.AP.725170	1970s	0.4	0.28	0.17	0	0.15	0
PA_Allentown-Lehigh.Valley.Intl.AP.725170	1980s	0.26	0.22	0.23	0	0	0.29
PA_Allentown-Lehigh.Valley.Intl.AP.725170	1990s	0.16	0.26	0.4	0	0	0.18
PA_Allentown-Lehigh.Valley.Intl.AP.725170	2000s	0.2	0.04	0.27	0	0.04	0.45
PA_Bradford.Rgnl.AP.725266	<1950	0	0.31	0.53	0	0.1	0.06
PA_Bradford.Rgnl.AP.725266	1950s	0.06	0.27	0.67	0	0	0
PA_Bradford.Rgnl.AP.725266	1960s	0.34	0.34	0.17	0	0.15	0
PA_Bradford.Rgnl.AP.725266	1970s	0.4	0.28	0.17	0	0.15	0
PA_Bradford.Rgnl.AP.725266	1980s	0.26	0.22	0.23	0	0	0.29
PA_Bradford.Rgnl.AP.725266	1990s	0.16	0.26	0.4	0	0	0.18
PA_Bradford.Rgnl.AP.725266	2000s	0.2	0.04	0.27	0	0.04	0.45
PA_Erie.Intl.AP.725260	<1950	0	0.31	0.53	0	0.1	0.06
PA_Erie.Intl.AP.725260	1950s	0.06	0.27	0.67	0	0	0
PA_Erie.Intl.AP.725260	1960s	0.34	0.34	0.17	0	0.15	0
PA_Erie.Intl.AP.725260	1970s	0.4	0.28	0.17	0	0.15	0
PA_Erie.Intl.AP.725260	1980s	0.26	0.22	0.23	0	0	0.29
PA_Erie.Intl.AP.725260	1990s	0.16	0.26	0.4	0	0	0.18
PA_Erie.Intl.AP.725260	2000s	0.2	0.04	0.27	0	0.04	0.45
PA_Harrisburg-Capital.City.AP.725118	<1950	0	0.31	0.53	0	0.1	0.06
PA_Harrisburg-Capital.City.AP.725118	1950s	0.06	0.27	0.67	0	0	0
PA_Harrisburg-Capital.City.AP.725118	1960s	0.34	0.34	0.17	0	0.15	0
PA_Harrisburg-Capital.City.AP.725118	1970s	0.4	0.28	0.17	0	0.15	0
PA_Harrisburg-Capital.City.AP.725118	1980s	0.26	0.22	0.23	0	0	0.29
PA_Harrisburg-Capital.City.AP.725118	1990s	0.16	0.26	0.4	0	0	0.18
PA_Harrisburg-Capital.City.AP.725118	2000s	0.2	0.04	0.27	0	0.04	0.45
PA_Philadelphia.Intl.AP.724080	<1950	0	0.31	0.53	0	0.1	0.06
PA_Philadelphia.Intl.AP.724080	1950s	0.06	0.27	0.67	0	0	0
PA_Philadelphia.Intl.AP.724080	1960s	0.34	0.34	0.17	0	0.15	0
PA_Philadelphia.Intl.AP.724080	1970s	0.4	0.28	0.17	0	0.15	0
PA_Philadelphia.Intl.AP.724080	1980s	0.26	0.22	0.23	0	0	0.29
PA_Philadelphia.Intl.AP.724080	1990s	0.16	0.26	0.4	0	0	0.18
PA_Philadelphia.Intl.AP.724080	2000s	0.2	0.04	0.27	0	0.04	0.45
PA_Pittsburgh.Intl.AP.725200	<1950	0	0.31	0.53	0	0.1	0.06
PA_Pittsburgh.Intl.AP.725200	1950s	0.06	0.27	0.67	0	0	0
PA_Pittsburgh.Intl.AP.725200	1960s	0.34	0.34	0.17	0	0.15	0
PA_Pittsburgh.Intl.AP.725200	1970s	0.4	0.28	0.17	0	0.15	0
PA_Pittsburgh.Intl.AP.725200	1980s	0.26	0.22	0.23	0	0	0.29
PA_Pittsburgh.Intl.AP.725200	1990s	0.16	0.26	0.4	0	0	0.18
PA_Pittsburgh.Intl.AP.725200	2000s	0.2	0.04	0.27	0	0.04	0.45
PA_Wilkes-Barre-Scranton.Intl.AP.725130	<1950	0	0.31	0.53	0	0.1	0.06
PA_Wilkes-Barre-Scranton.Intl.AP.725130	1950s	0.06	0.27	0.67	0	0	0
PA_Wilkes-Barre-Scranton.Intl.AP.725130	1960s	0.34	0.34	0.17	0	0.15	0
PA_Wilkes-Barre-Scranton.Intl.AP.725130	1970s	0.4	0.28	0.17	0	0.15	0
PA_Wilkes-Barre-Scranton.Intl.AP.725130	1980s	0.26	0.22	0.23	0	0	0.29
PA_Wilkes-Barre-Scranton.Intl.AP.725130	1990s	0.16	0.26	0.4	0	0	0.18
PA_Wilkes-Barre-Scranton.Intl.AP.725130	2000s	0.2	0.04	0.27	0	0.04	0.45
PA_Williamsport.Rgnl.AP.725140	<1950	0	0.31	0.53	0	0.1	0.06
PA_Williamsport.Rgnl.AP.725140	1950s	0.06	0.27	0.67	0	0	0
PA_Williamsport.Rgnl.AP.725140	1960s	0.34	0.34	0.17	0	0.15	0
PA_Williamsport.Rgnl.AP.725140	1970s	0.4	0.28	0.17	0	0.15	0
PA_Williamsport.Rgnl.AP.725140	1980s	0.26	0.22	0.23	0	0	0.29
PA_Williamsport.Rgnl.AP.725140	1990s	0.16	0.26	0.4	0	0	0.18
PA_Williamsport.Rgnl.AP.725140	2000s	0.2	0.04	0.27	0	0.04	0.45
RI_Providence-T.F.Green.State.AP.725070	<1950	0	0.68	0.2	0	0.1	0.02
RI_Providence-T.F.Green.State.AP.725070	1950s	0.02	0.78	0.12	0	0.08	0
RI_Providence-T.F.Green.State.AP.725070	1960s	0	0.73	0.13	0	0.1	0.04
RI_Providence-T.F.Green.State.AP.725070	1970s	0.02	0.49	0.15	0	0.28	0.06
RI_Providence-T.F.Green.State.AP.725070	1980s	0.07	0.59	0.16	0	0.14	0.03
RI_Providence-T.F.Green.State.AP.725070	1990s	0	0.61	0.13	0	0.21	0.05
RI_Providence-T.F.Green.State.AP.725070	2000s	0	0.66	0.1	0	0.15	0.09
SC_Charleston.Intl.AP.722080	<1950	0.19	0.05	0.59	0	0.12	0.06
SC_Charleston.Intl.AP.722080	1950s	0.51	0.11	0.12	0	0.14	0.13
SC_Charleston.Intl.AP.722080	1960s	0.31	0.06	0.44	0.05	0.05	0.1
SC_Charleston.Intl.AP.722080	1970s	0.57	0	0.27	0	0.07	0.09
SC_Charleston.Intl.AP.722080	1980s	0.62	0.05	0.23	0	0	0.11
SC_Charleston.Intl.AP.722080	1990s	0.69	0	0.2	0	0.05	0.06
SC_Charleston.Intl.AP.722080	2000s	0.4	0	0.58	0	0	0.02
SC_Columbia.Metro.AP.723100	<1950	0.19	0.05	0.59	0	0.12	0.06
SC_Columbia.Metro.AP.723100	1950s	0.51	0.11	0.12	0	0.14	0.13
SC_Columbia.Metro.AP.723100	1960s	0.31	0.06	0.44	0.05	0.05	0.1
SC_Columbia.Metro.AP.723100	1970s	0.57	0	0.27	0	0.07	0.09
SC_Columbia.Metro.AP.723100	1980s	0.62	0.05	0.23	0	0	0.11
SC_Columbia.Metro.AP.723100	1990s	0.69	0	0.2	0	0.05	0.06
SC_Columbia.Metro.AP.723100	2000s	0.4	0	0.58	0	0	0.02
SC_Greer.Greenville-Spartanburg.AP.723120	<1950	0.19	0.05	0.59	0	0.12	0.06
SC_Greer.Greenville-Spartanburg.AP.723120	1950s	0.51	0.11	0.12	0	0.14	0.13
SC_Greer.Greenville-Spartanburg.AP.723120	1960s	0.31	0.06	0.44	0.05	0.05	0.1
SC_Greer.Greenville-Spartanburg.AP.723120	1970s	0.57	0	0.27	0	0.07	0.09
SC_Greer.Greenville-Spartanburg.AP.723120	1980s	0.62	0.05	0.23	0	0	0.11
SC_Greer.Greenville-Spartanburg.AP.723120	1990s	0.69	0	0.2	0	0.05	0.06
SC_Greer.Greenville-Spartanburg.AP.723120	2000s	0.4	0	0.58	0	0	0.02
SD_Huron.Rgnl.AP.726540	<1950	0.1	0.06	0.52	0	0.09	0.23
SD_Huron.Rgnl.AP.726540	1950s	0.07	0.1	0.69	0	0	0.14
SD_Huron.Rgnl.AP.726540	1960s	0.14	0.05	0.68	0	0	0.13
SD_Huron.Rgnl.AP.726540	1970s	0.14	0.06	0.64	0	0.01	0.15
SD_Huron.Rgnl.AP.726540	1980s	0.14	0.05	0.55	0	0.03	0.23
SD_Huron.Rgnl.AP.726540	1990s	0.03	0	0.67	0	0.01	0.29
SD_Huron.Rgnl.AP.726540	2000s	0.16	0	0.58	0	0	0.26
SD_Pierre.Muni.AP.726686	<1950	0.1	0.06	0.52	0	0.09	0.23
SD_Pierre.Muni.AP.726686	1950s	0.07	0.1	0.69	0	0	0.14
SD_Pierre.Muni.AP.726686	1960s	0.14	0.05	0.68	0	0	0.13
SD_Pierre.Muni.AP.726686	1970s	0.14	0.06	0.64	0	0.01	0.15
SD_Pierre.Muni.AP.726686	1980s	0.14	0.05	0.55	0	0.03	0.23
SD_Pierre.Muni.AP.726686	1990s	0.03	0	0.67	0	0.01	0.29
SD_Pierre.Muni.AP.726686	2000s	0.16	0	0.58	0	0	0.26
SD_Rapid.City.Rgnl.AP.726620	<1950	0.1	0.06	0.52	0	0.09	0.23
SD_Rapid.City.Rgnl.AP.726620	1950s	0.07	0.1	0.69	0	0	0.14
SD_Rapid.City.Rgnl.AP.726620	1960s	0.14	0.05	0.68	0	0	0.13
SD_Rapid.City.Rgnl.AP.726620	1970s	0.14	0.06	0.64	0	0.01	0.15
SD_Rapid.City.Rgnl.AP.726620	1980s	0.14	0.05	0.55	0	0.03	0.23
SD_Rapid.City.Rgnl.AP.726620	1990s	0.03	0	0.67	0	0.01	0.29
SD_Rapid.City.Rgnl.AP.726620	2000s	0.16	0	0.58	0	0	0.26
SD_Sioux.Falls-Foss.Field.726510	<1950	0.1	0.06	0.52	0	0.09	0.23
SD_Sioux.Falls-Foss.Field.726510	1950s	0.07	0.1	0.69	0	0	0.14
SD_Sioux.Falls-Foss.Field.726510	1960s	0.14	0.05	0.68	0	0	0.13
SD_Sioux.Falls-Foss.Field.726510	1970s	0.14	0.06	0.64	0	0.01	0.15
SD_Sioux.Falls-Foss.Field.726510	1980s	0.14	0.05	0.55	0	0.03	0.23
SD_Sioux.Falls-Foss.Field.726510	1990s	0.03	0	0.67	0	0.01	0.29
SD_Sioux.Falls-Foss.Field.726510	2000s	0.16	0	0.58	0	0	0.26
TN_Bristol-TriCities.Rgnl.AP.723183	<1950	0.52	0	0.48	0	0	0
TN_Bristol-TriCities.Rgnl.AP.723183	1950s	0.75	0	0.19	0	0	0.05
TN_Bristol-TriCities.Rgnl.AP.723183	1960s	0.55	0	0.27	0	0.08	0.11
TN_Bristol-TriCities.Rgnl.AP.723183	1970s	0.32	0	0.61	0	0.03	0.03
TN_Bristol-TriCities.Rgnl.AP.723183	1980s	0.31	0	0.5	0	0	0.18
TN_Bristol-TriCities.Rgnl.AP.723183	1990s	0.4	0	0.44	0	0.06	0.1
TN_Bristol-TriCities.Rgnl.AP.723183	2000s	0.5	0	0.47	0	0	0.02
TN_Chattanooga-Lovell.Field.AP.723240	<1950	0.52	0	0.48	0	0	0
TN_Chattanooga-Lovell.Field.AP.723240	1950s	0.75	0	0.19	0	0	0.05
TN_Chattanooga-Lovell.Field.AP.723240	1960s	0.55	0	0.27	0	0.08	0.11
TN_Chattanooga-Lovell.Field.AP.723240	1970s	0.32	0	0.61	0	0.03	0.03
TN_Chattanooga-Lovell.Field.AP.723240	1980s	0.31	0	0.5	0	0	0.18
TN_Chattanooga-Lovell.Field.AP.723240	1990s	0.4	0	0.44	0	0.06	0.1
TN_Chattanooga-Lovell.Field.AP.723240	2000s	0.5	0	0.47	0	0	0.02
TN_Knoxville-McGhee.Tyson.AP.723260	<1950	0.52	0	0.48	0	0	0
TN_Knoxville-McGhee.Tyson.AP.723260	1950s	0.75	0	0.19	0	0	0.05
TN_Knoxville-McGhee.Tyson.AP.723260	1960s	0.55	0	0.27	0	0.08	0.11
TN_Knoxville-McGhee.Tyson.AP.723260	1970s	0.32	0	0.61	0	0.03	0.03
TN_Knoxville-McGhee.Tyson.AP.723260	1980s	0.31	0	0.5	0	0	0.18
TN_Knoxville-McGhee.Tyson.AP.723260	1990s	0.4	0	0.44	0	0.06	0.1
TN_Knoxville-McGhee.Tyson.AP.723260	2000s	0.5	0	0.47	0	0	0.02
TN_Memphis.Intl.AP.723340	<1950	0.52	0	0.48	0	0	0
TN_Memphis.Intl.AP.723340	1950s	0.75	0	0.19	0	0	0.05
TN_Memphis.Intl.AP.723340	1960s	0.55	0	0.27	0	0.08	0.11
TN_Memphis.Intl.AP.723340	1970s	0.32	0	0.61	0	0.03	0.03
TN_Memphis.Intl.AP.723340	1980s	0.31	0	0.5	0	0	0.18
TN_Memphis.Intl.AP.723340	1990s	0.4	0	0.44	0	0.06	0.1
TN_Memphis.Intl.AP.723340	2000s	0.5	0	0.47	0	0	0.02
TN_Nashville.Intl.AP.723270	<1950	0.52	0	0.48	0	0	0
TN_Nashville.Intl.AP.723270	1950s	0.75	0	0.19	0	0	0.05
TN_Nashville.Intl.AP.723270	1960s	0.55	0	0.27	0	0.08	0.11
TN_Nashville.Intl.AP.723270	1970s	0.32	0	0.61	0	0.03	0.03
TN_Nashville.Intl.AP.723270	1980s	0.31	0	0.5	0	0	0.18
TN_Nashville.Intl.AP.723270	1990s	0.4	0	0.44	0	0.06	0.1
TN_Nashville.Intl.AP.723270	2000s	0.5	0	0.47	0	0	0.02
TX_Abilene.Rgnl.AP.722660	<1950	0.24	0	0.64	0.04	0	0.08
TX_Abilene.Rgnl.AP.722660	1950s	0.26	0	0.7	0	0	0.04
TX_Abilene.Rgnl.AP.722660	1960s	0.35	0	0.6	0.04	0	0.01
TX_Abilene.Rgnl.AP.722660	1970s	0.37	0	0.58	0.03	0	0.02
TX_Abilene.Rgnl.AP.722660	1980s	0.44	0	0.55	0.01	0	0
TX_Abilene.Rgnl.AP.722660	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Abilene.Rgnl.AP.722660	2000s	0.4	0	0.57	0.01	0	0.02
TX_Amarillo.Intl.AP.723630	<1950	0.24	0	0.64	0.04	0	0.08
TX_Amarillo.Intl.AP.723630	1950s	0.26	0	0.7	0	0	0.04
TX_Amarillo.Intl.AP.723630	1960s	0.35	0	0.6	0.04	0	0.01
TX_Amarillo.Intl.AP.723630	1970s	0.37	0	0.58	0.03	0	0.02
TX_Amarillo.Intl.AP.723630	1980s	0.44	0	0.55	0.01	0	0
TX_Amarillo.Intl.AP.723630	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Amarillo.Intl.AP.723630	2000s	0.4	0	0.57	0.01	0	0.02
TX_Austin-Mueller.Muni.AP.722540	<1950	0.24	0	0.64	0.04	0	0.08
TX_Austin-Mueller.Muni.AP.722540	1950s	0.26	0	0.7	0	0	0.04
TX_Austin-Mueller.Muni.AP.722540	1960s	0.35	0	0.6	0.04	0	0.01
TX_Austin-Mueller.Muni.AP.722540	1970s	0.37	0	0.58	0.03	0	0.02
TX_Austin-Mueller.Muni.AP.722540	1980s	0.44	0	0.55	0.01	0	0
TX_Austin-Mueller.Muni.AP.722540	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Austin-Mueller.Muni.AP.722540	2000s	0.4	0	0.57	0.01	0	0.02
TX_Brownsville-South.Padre.Island.AP.722500	<1950	0.24	0	0.64	0.04	0	0.08
TX_Brownsville-South.Padre.Island.AP.722500	1950s	0.26	0	0.7	0	0	0.04
TX_Brownsville-South.Padre.Island.AP.722500	1960s	0.35	0	0.6	0.04	0	0.01
TX_Brownsville-South.Padre.Island.AP.722500	1970s	0.37	0	0.58	0.03	0	0.02
TX_Brownsville-South.Padre.Island.AP.722500	1980s	0.44	0	0.55	0.01	0	0
TX_Brownsville-South.Padre.Island.AP.722500	1990s	0.43	0	0.52	0.01	0.01	0.03
TX_Brownsville-South.Padre.Island.AP.722500	2000s	0.4	0	0.57	0.01	0	0.02
TX_Corpus.Christi.Intl.AP.722510	<1950	0.24	0	0.64	0.04	0	0.08
TX_Corpus.Christi.Intl.AP.722510	1950s	0.26	0	0.7	0	0	0.04
