Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type RECS	Option=Uninsulated, Vented	Option=Wall R-5, Unvented	Option=Wall R-10, Unvented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=None	sampling_probability
CR03	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000546
CR04	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001505
CR06	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000395
CR07	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001464
CR08	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001444
CR09	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003288
CR10	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000423
CR11	1980s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001174
CR02	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000631
CR05	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000421
CR03	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000573
CR04	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001581
CR06	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000414
CR07	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001537
CR08	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001516
CR09	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003453
CR10	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000444
CR11	1990s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001233
CR02	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000644
CR05	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000430
CR03	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000584
CR04	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001611
CR06	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000422
CR07	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001567
CR08	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001545
CR09	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003519
CR10	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000453
CR11	2000s	Unheated Basement	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001257
CR02	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000054
CR05	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000036
CR03	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000049
CR04	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000134
CR06	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000035
CR07	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000130
CR08	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000129
CR09	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000293
CR10	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000038
CR11	<1940	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000105
CR02	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000045
CR05	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000030
CR03	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000041
CR04	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000113
CR06	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000030
CR07	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000110
CR08	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000109
CR09	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000247
CR10	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000032
CR11	1950s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000088
CR02	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000046
CR05	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000031
CR03	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000042
CR04	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000115
CR06	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000030
CR07	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000111
CR08	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000110
CR09	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000250
CR10	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000032
CR11	1960s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000089
CR02	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000065
CR05	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000044
CR03	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000059
CR04	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000164
CR06	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000043
CR07	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000159
CR08	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000157
CR09	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000357
CR10	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000046
CR11	1970s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000128
CR02	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000057
CR05	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000038
CR03	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000052
CR04	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000143
CR06	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000038
CR07	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000139
CR08	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000137
CR09	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000313
CR10	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000040
CR11	1980s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000112
CR02	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000060
CR05	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000040
CR03	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000055
CR04	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000151
CR06	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000039
CR07	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000146
CR08	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000144
CR09	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000329
CR10	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000042
CR11	1990s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000117
CR02	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000061
CR05	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000041
CR03	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000056
CR04	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000153
CR06	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000040
CR07	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000149
CR08	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000147
CR09	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000335
CR10	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000043
CR11	2000s	Unheated Basement	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000120
CR02	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	<1940	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1950s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1960s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1970s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1980s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	1990s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2000s	Unheated Basement	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000233
CR05	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000155
CR03	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000211
CR04	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000582
CR06	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000153
CR07	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000566
CR08	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000558
CR09	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001272
CR10	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000164
CR11	<1940	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000454
CR02	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000196
CR05	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000131
CR03	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000178
CR04	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000491
CR06	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000129
CR07	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000478
CR08	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000471
CR09	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001074
CR10	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000138
CR11	1950s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000383
CR02	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000199
CR05	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000133
CR03	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000180
CR04	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000497
CR06	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000130
CR07	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000484
CR08	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000477
CR09	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001086
CR10	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000140
CR11	1960s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000388
CR02	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000284
CR05	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000189
CR03	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000258
CR04	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000710
CR06	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000186
CR07	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000691
CR08	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000681
CR09	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001551
CR10	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000200
CR11	1970s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000554
CR02	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000249
CR05	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000166
CR03	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000226
CR04	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000622
CR06	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000163
CR07	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000605
CR08	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000597
CR09	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001360
CR10	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000175
CR11	1980s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000486
CR02	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000261
CR05	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000174
CR03	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000237
CR04	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000654
CR06	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000171
CR07	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000636
CR08	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000627
CR09	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001428
CR10	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000184
CR11	1990s	Unheated Basement	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000510
