Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	2000-09	0	0	0.0684641	0.0686977	0	0.454021	0.189598	0	0.219219	0.375222	94.6589	2.18488e-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	2010s	0	0	0.140155	0.202243	0.350824	0.306778	0	0	0	3.17228e-21	8.05203e-39	8.70499e-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Owner	<1940	0	0	0.0344353	0.0485967	0.0486142	0.134368	0.432841	0	0.301145	0.538356	25.7666	1.23068e-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1940-59	0	0	0.566259	0.426855	0.00688609	0	0	0	0	1.6154	1459.26	1.10721e-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1960-79	0	0	0.413934	0.559727	0.0263386	0	0	0	0	3.55016	3132.47	5.83397e-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	1980-99	0	0	0.401013	0.587896	0.0110908	0	0	0	0	2.52884	676.02	1.11299e-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	2000-09	0	0	0.343181	0.229029	0	0	0	0	0.42779	0.906479	319.1	1.08911e-05
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	2010s	0	0	0.490613	0.470859	0.0385282	0	0	0	0	7.66375e-21	2.71438e-38	3.09627e-06
South Atlantic	Single-Family Attached	100000-149999	Not/partially in metro area	Renter	<1940	0	0	0.185615	0.174222	0.00822115	0	0	0	0.631941	1.30058	86.8607	7.21029e-07
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Owner	1940-59	0	0	0.0197833	0.117164	0.0928602	0.330814	0.323224	0.116154	0	0.509181	1766.27	5.16962e-05
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Owner	1960-79	0	0	0.0219046	0.0754925	0.389345	0.371897	0.0813287	0	0.0600325	2.95266	11042.9	0.000191318
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Owner	1980-99	0	0	0.00629317	0.0751165	0.42611	0.379469	0.087524	0.0254882	0	11.2915	43508.3	0.000564837
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.00419504	0.035604	0.343313	0.338877	0.141013	0.0811212	0.0558762	4.3646	17497.5	0.000367039
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Owner	2010s	0	0	0.00156744	0.0261913	0.35911	0.430673	0.182458	0	0	0.338983	1587.95	0.000174625
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Owner	<1940	0	0	0.0104009	0.0469361	0.192046	0.222232	0.0871156	0.286062	0.155208	0.503659	1804.12	3.15912e-05
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Renter	1940-59	0	0	0.156944	0.341144	0.0715064	0.282254	0.143444	0.004707	0	0.434665	1184.88	8.69039e-06
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Renter	1960-79	0	0	0.159961	0.202339	0.275983	0.292086	0.0332242	0	0.0364057	2.52056	7408.02	4.44622e-05
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Renter	1980-99	0	0	0.0519832	0.227733	0.34165	0.337115	0.0404437	0.00107546	0	9.63903	29187	0.000125044
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.0419606	0.130708	0.333321	0.36455	0.0789035	0.00414478	0.0464125	3.72586	11738	9.8505e-05
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Renter	2010s	0	0	0.0152826	0.0937263	0.339863	0.45161	0.0995182	0	0	0.289374	1065.26	4.50122e-05
South Atlantic	Single-Family Attached	150000+	In metro area, not/partially in principal city	Renter	<1940	0	0	0.116349	0.192708	0.208529	0.267369	0.0545158	0.0163462	0.144182	0.429951	1210.28	5.39174e-06
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Owner	1940-59	0	0.00123838	0.0576687	0.254049	0.272623	0.197008	0	0.0841991	0.133213	4.47383	4932.75	6.30044e-05
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Owner	1960-79	0	0.0015681	0.0366951	0.223497	0.312167	0.253226	0.10461	0.068236	0	37.6032	38455.4	4.04779e-05
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Owner	1980-99	0	0.000722003	0.0102491	0.180163	0.34914	0.312298	0.0851555	0.0401281	0.0221443	174.004	170874	6.45023e-05
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Owner	2000-09	0	0.000163353	0.00659884	0.0809997	0.272828	0.313088	0.164451	0.135294	0.0265761	36.2806	36293.3	4.8102e-05
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Owner	2010s	0	0.000830347	0.0105244	0.0748201	0.185668	0.25147	0.180538	0.275756	0.0203931	3.12751	3543.97	2.44092e-05
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Owner	<1940	0	0.00100605	0.0174432	0.143301	0.18451	0.190889	0.098101	0.221406	0.143345	6.73025	7056.94	0.000211584
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Renter	1940-59	0	0.0109905	0.170537	0.394686	0.206295	0.120081	0	0.0139352	0.0834756	1.19056	1253.97	1.67502e-05
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Renter	1960-79	0	0.0154842	0.120736	0.386328	0.262822	0.171731	0.0303338	0.0125652	0	10.0069	9775.9	9.37161e-06
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Renter	1980-99	0	0.00787316	0.0372398	0.343909	0.324614	0.233885	0.0272685	0.00816013	0.0170497	46.3054	43438.5	1.77494e-05
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Renter	2000-09	0	0.00231593	0.0311729	0.201025	0.329797	0.304851	0.068466	0.0357698	0.0266033	9.65489	9226.27	9.89705e-06
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Renter	2010s	0	0.0133027	0.0561806	0.209829	0.253614	0.276686	0.0849351	0.082384	0.0230679	0.832284	900.928	3.90302e-06
South Atlantic	Single-Family Attached	150000+	In metro area, principal city	Renter	<1940	0	0.0129187	0.0746336	0.322117	0.202011	0.168345	0.0369921	0.0530181	0.129964	1.79104	1793.97	4.99021e-05
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	1940-59	0	0	0.150677	0.0600349	0.259639	0.529649	0	0	0	0.525382	181.143	1.74692e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	1960-79	0	0	0.0778514	0.0556421	0.701931	0.164576	0	0	0	1.15463	388.844	6.92013e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	1980-99	0	0	0.124509	0.0964795	0.487947	0.291065	0	0	0	0.822462	83.9167	1.75195e-05
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	2000-09	0	0	0.0865345	0.0305245	0	0.365486	0.282019	0	0.235436	0.294817	39.611	1.34209e-05
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	2010s	0	0	0.00793964	0.00402758	0.0883499	0.0110684	0	0.888614	0	2.49251e-21	3.36946e-39	5.54507e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Owner	<1940	0	0	0.0170077	0.0084378	0.106741	0.0422674	0.251587	0.447576	0.126383	0.422994	10.7823	2.08855e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	1940-59	0	0	0.758115	0.2009	0.0409845	0	0	0	0	1.26924	610.643	1.23502e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	1960-79	0	0	0.568753	0.270364	0.160883	0	0	0	0	2.78941	1310.81	1.22863e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	1980-99	0	0	0.610379	0.314574	0.0750468	0	0	0	0	1.98694	282.888	2.52547e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	2000-09	0	0	0.435957	0.10228	0	0	0	0	0.461763	0.712233	133.531	5.80991e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	2010s	0	0	0.0220954	0.00745478	0.00771381	0	0	0.962736	0	6.02152e-21	1.13586e-38	1.97221e-06
South Atlantic	Single-Family Attached	150000+	Not/partially in metro area	Renter	<1940	0	0	0.0681907	0.0225007	0.0134267	0	0	0.698613	0.197269	1.02189	36.3478	1.02697e-08
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Owner	1940-59	0	0.0129948	0.103506	0.609952	0.0658506	0.0831065	0.11882	0.00577087	0	1.62388	4804.22	6.63361e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Owner	1960-79	0	0.00959918	0.120477	0.413151	0.290247	0.0982148	0.0314291	0	0.0368814	9.41661	30036.5	0.000220308
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Owner	1980-99	0	0.00601924	0.0382815	0.454663	0.351321	0.110836	0.037408	0.0014723	0	36.0107	118342	0.000431813
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.0351505	0.296845	0.389896	0.13634	0.0830183	0.0064546	0.0522965	13.9195	47592.9	0.000207372
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Owner	2010s	0	0	0.0142753	0.237349	0.443288	0.188333	0.116755	0	0	1.08108	4319.19	4.84487e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Owner	<1940	0	0.0118014	0.0856669	0.384668	0.214393	0.0878891	0.0504147	0.022374	0.142793	1.60626	4907.18	2.40196e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Renter	1940-59	0.00121944	0.197042	0.23752	0.51372	0.0146677	0.0205106	0.0152529	6.76452e-05	0	1.38623	3222.85	7.27854e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Renter	1960-79	0	0.167315	0.317798	0.399992	0.0743157	0.0278632	0.00463776	0	0.00807896	8.03853	20149.6	0.000166343
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Renter	1980-99	0.00789099	0.134652	0.129601	0.564942	0.115449	0.0403557	0.00708456	2.54611e-05	0	30.7407	79388.1	0.000318058
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.170942	0.529836	0.184048	0.0713093	0.022585	0.000160341	0.0211199	11.8825	31927.1	0.000164684
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Renter	2010s	0	0	0.0833823	0.508829	0.251328	0.11831	0.0381501	0	0	0.92287	2897.48	5.00984e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, not/partially in principal city	Renter	<1940	0.00420578	0.221938	0.243812	0.401814	0.0592272	0.0269021	0.00802659	0.000325272	0.0337483	1.37119	3291.92	3.10813e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Owner	1940-59	0.000203598	0.0244688	0.273155	0.416257	0.182327	0.0588989	0	0.0100848	0.0346048	2.69508	2985.28	7.27268e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Owner	1960-79	0.000186464	0.0353408	0.198253	0.417693	0.238132	0.086352	0.0147206	0.00932211	0	22.6525	23273.1	3.05896e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Owner	1980-99	9.847e-05	0.0202064	0.0687616	0.418119	0.330733	0.132246	0.0148804	0.00680766	0.00814778	104.821	103412	3.38189e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Owner	2000-09	7.56755e-05	0.00663171	0.0642206	0.272687	0.3749	0.192321	0.0416858	0.0332948	0.0141846	21.8558	21964.6	8.99158e-06
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Owner	2010s	0.000579019	0.0365355	0.11101	0.272996	0.276515	0.167418	0.0495995	0.0735494	0.0117969	1.88404	2144.8	2.07365e-06
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Owner	<1940	0.000345677	0.033475	0.139135	0.395396	0.207801	0.0961043	0.020381	0.0446568	0.062706	4.05437	4270.84	8.01616e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	1940-59	0.00374584	0.115765	0.430612	0.344742	0.0735486	0.0191379	0	0.000889753	0.0115597	0.717207	758.901	6.0124e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	1960-79	0.00358819	0.174882	0.326889	0.361822	0.100472	0.0293471	0.00213912	0.000860244	0	6.02823	5916.34	3.40107e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	1980-99	0.00246866	0.130268	0.147708	0.471862	0.181796	0.0585534	0.0028171	0.000818434	0.00370879	27.8948	26288.8	3.48051e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	2000-09	0.00237174	0.0534475	0.17246	0.38471	0.257618	0.106451	0.00986572	0.00500399	0.00807169	5.8162	5583.71	1.62486e-05
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	2010s	0.0138734	0.22511	0.227905	0.294446	0.145264	0.0708446	0.00897422	0.00845081	0.00513208	0.501376	545.239	8.97139e-06
South Atlantic	Single-Family Attached	20000-39999	In metro area, principal city	Renter	<1940	0.00744442	0.185384	0.256743	0.383311	0.0981199	0.0365525	0.00331449	0.00461187	0.0245192	1.07894	1085.71	6.12813e-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1940-59	0	0	0.169856	0.258832	0.0944122	0.476899	0	0	0	0.907477	856.095	5.88206e-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1960-79	0	0	0.120043	0.328134	0.34913	0.202693	0	0	0	1.99436	1837.71	1.44196e-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1980-99	0	0	0.140946	0.417702	0.178176	0.263176	0	0	0	1.42062	396.596	2.90412e-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2000-09	0	0	0.174746	0.235745	0	0.589509	0	0	0	0.50923	187.205	2.01735e-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2010s	0	0	0.130838	0.253838	0.469637	0.145687	0	0	0	4.30524e-21	1.59243e-38	4.43407e-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	<1940	0	0	0.144783	0.274713	0.293107	0.287396	0	0	0	0.730626	50.958	5.05492e-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1940-59	0	0.00233121	0.491235	0.497867	0.00856636	0	0	0	0	2.19232	2885.94	8.42425e-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1960-79	0	0.0283342	0.333988	0.607203	0.0304748	0	0	0	0	4.81807	6195.01	1.78049e-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1980-99	0	0.0141436	0.327448	0.645422	0.0129867	0	0	0	0	3.43199	1336.95	3.28114e-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2000-09	0	0	0.527072	0.472928	0	0	0	0	0	1.23022	631.076	1.77506e-05
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2010s	0	0.0243961	0.405999	0.523884	0.0457207	0	0	0	0	1.04008e-20	5.36817e-38	5.43271e-06
South Atlantic	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	<1940	0	0.0595067	0.404429	0.510378	0.0256868	0	0	0	0	1.76508	171.782	6.9081e-06
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	1940-59	0	0.00906761	0.081563	0.697857	0.0814451	0.0611902	0	0.0688774	0	1.63764	5791.15	7.01708e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	1960-79	0	0.00666073	0.0944056	0.47005	0.356974	0.0719096	0	0	0	9.49641	36206.9	0.000221481
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	1980-99	0	0.00385954	0.0277196	0.478003	0.399282	0.0749887	0	0.0161474	0	36.3159	142652	0.000488675
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.0269711	0.330704	0.469563	0.0977479	0	0.0750143	0	14.0375	57369.8	0.000254258
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	2010s	0	0	0.0116	0.280029	0.565376	0.142994	0	0	0	1.09024	5206.47	7.72115e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Owner	<1940	0	0.00740041	0.0606649	0.395506	0.238294	0.0581538	0	0.23998	0	1.61988	5915.25	3.26443e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	1940-59	0	0.14527	0.197753	0.621001	0.0191673	0.0159558	0	0.000853036	0	1.39798	3884.92	5.32432e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	1960-79	0	0.124568	0.267194	0.48828	0.0980694	0.0218889	0	0	0	8.10665	24288.9	0.000142204
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	1980-99	0	0.0925473	0.100592	0.636651	0.140644	0.029267	0	0.000299322	0	31.0012	95696.7	0.00031301
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.131681	0.592595	0.222527	0.0513261	0	0.0018708	0	11.9832	38485.9	0.0001606
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	2010s	0	0	0.0628266	0.556652	0.297227	0.0832935	0	0	0	0.930691	3492.7	5.74626e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, not/partially in principal city	Renter	<1940	0	0.171377	0.212608	0.508736	0.0810632	0.0219194	0	0.00429614	0	1.38281	3968.18	1.53569e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	1940-59	0.00237473	0.0198304	0.228936	0.393483	0.22736	0.0649692	0	0.0105797	0.0524671	3.08586	3375.35	6.78695e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	1960-79	0.0021246	0.0279793	0.162317	0.385712	0.290082	0.0930495	0.029182	0.00955353	0	25.9371	26314	3.84e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	1980-99	0.00106505	0.0151857	0.0534412	0.366514	0.382442	0.135272	0.0280021	0.00662266	0.0114556	120.021	116924	4.20869e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	2000-09	0.000775277	0.0047207	0.047276	0.226407	0.410618	0.186332	0.0743014	0.0306793	0.0188899	25.0249	24834.6	1.76296e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	2010s	0.00606983	0.026612	0.0836197	0.231934	0.309902	0.165977	0.0904625	0.0693476	0.0160754	2.15723	2425.05	4.57577e-06
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Owner	<1940	0.00376831	0.0253557	0.108987	0.349327	0.242184	0.0990785	0.0386554	0.0437857	0.0888579	4.64225	4828.88	7.41406e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	1940-59	0.0457217	0.0981816	0.37768	0.341029	0.0959776	0.0220917	0	0.000976813	0.0183413	0.821201	858.061	4.42149e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	1960-79	0.0434833	0.147256	0.284651	0.355358	0.130171	0.0336335	0.00451014	0.000937642	0	6.90232	6689.39	2.95064e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	1980-99	0.0285741	0.104768	0.122852	0.44264	0.224966	0.064095	0.00567312	0.000852046	0.00558025	31.9396	29723.8	3.27192e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	2000-09	0.0262124	0.0410437	0.136959	0.344586	0.304395	0.111263	0.0189704	0.00497421	0.0115962	6.65955	6313.29	1.65711e-05
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	2010s	0.146077	0.164692	0.172431	0.251263	0.163523	0.070545	0.0164401	0.00800324	0.0070243	0.574075	616.481	3.5535e-06
South Atlantic	Single-Family Attached	40000-59999	In metro area, principal city	Renter	<1940	0.0846294	0.146434	0.209726	0.353155	0.119253	0.0392977	0.00655563	0.00471559	0.0362332	1.23538	1227.57	4.76756e-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1940-59	0	0	0.00187081	0.180793	0.0697536	0.747583	0	0	0	0.525382	1668.31	7.74149e-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1960-79	0	0	0.00163998	0.284295	0.319948	0.394118	0	0	0	1.15463	3581.21	1.33701e-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1980-99	0	0	0.00185359	0.348371	0.15718	0.492595	0	0	0	0.822462	772.863	3.28724e-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2000-09	0	0	0.00176461	0.150974	0	0.847262	0	0	0	0.294817	364.813	2.43046e-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2010s	0	0	0.00191097	0.235121	0.460121	0.302848	0	0	0	2.49251e-21	3.10323e-38	7.6999e-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	<1940	0	0	0.00185306	0.22298	0.251644	0.523523	0	0	0	0.422994	99.3039	4.34765e-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1940-59	0	0.0336165	0.0145442	0.934826	0.0170133	0	0	0	0	1.26924	5623.95	3.8731e-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1960-79	0	0.25235	0.00610735	0.704162	0.0373813	0	0	0	0	2.78941	12072.4	1.15689e-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1980-99	0	0.140529	0.00668006	0.83502	0.0177715	0	0	0	0	1.98694	2605.36	3.02655e-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2000-09	0	0	0.01727	0.98273	0	0	0	0	0	0.712233	1229.8	2.43129e-05
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2010s	0	0.244592	0.00835752	0.683917	0.063133	0	0	0	0	6.02152e-21	1.04612e-37	6.70217e-06
South Atlantic	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	<1940	0	0.45658	0.00637124	0.509905	0.0271445	0	0	0	0	1.02189	334.759	4.21579e-06
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	1940-59	0	0.00160542	0.0785381	0.532942	0.0938732	0.120645	0.114679	0.0577175	0	2.03672	7222.39	0.000127404
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	1960-79	0	0.00110524	0.0851968	0.336431	0.385613	0.132878	0.0282701	0	0.0305057	11.8107	45155.1	0.000353375
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	1980-99	0	0.000652542	0.0254889	0.348594	0.439473	0.141189	0.0316814	0.0129214	0	45.1659	177908	0.000835104
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	2000-09	0	0	0.0216688	0.210718	0.451563	0.1608	0.0650961	0.0524472	0.0377078	17.4584	71548.4	0.000482841
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	2010s	0	0	0.00876196	0.167754	0.511174	0.221158	0.091153	0	0	1.35593	6493.22	0.000153455
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Owner	<1940	0	0.00118062	0.052636	0.27216	0.247484	0.103315	0.0394009	0.181202	0.10262	2.01464	7377.16	4.06633e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	1940-59	0	0.033833	0.250483	0.623841	0.0290607	0.0413825	0.0204602	0.000940298	0	1.73866	4845.05	5.43691e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	1960-79	0	0.0268682	0.313437	0.454276	0.137704	0.0525764	0.00581817	0	0.00931989	10.0822	30291.8	0.000159766
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	1980-99	0	0.0198314	0.117231	0.588447	0.196196	0.0698394	0.00815129	0.000303572	0	38.5561	119347	0.000370521
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	2000-09	0	0	0.129618	0.462625	0.262191	0.103449	0.021783	0.00160256	0.0187312	14.9034	47997.4	0.000261145
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	2010s	0	0	0.0588707	0.413681	0.333375	0.159812	0.0342609	0	0	1.1575	4355.9	9.13066e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, not/partially in principal city	Renter	<1940	0	0.0376667	0.254142	0.482297	0.115987	0.0536497	0.0106422	0.00446908	0.0411461	1.7198	4948.88	2.1302e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	1940-59	0.00189753	0.014089	0.143377	0.46567	0.239837	0.0707017	0	0.0124589	0.0519693	4.66248	5079.07	0.000101329
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	1960-79	0.00163425	0.0191359	0.0978577	0.439422	0.294571	0.0974771	0.0390717	0.0108301	0	39.1888	39596.1	5.46629e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	1980-99	0.000782488	0.00992008	0.0307733	0.398819	0.370939	0.135352	0.03581	0.00717083	0.010433	181.341	175942	6.81654e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	2000-09	0.000565413	0.00306118	0.0270234	0.244556	0.395346	0.185074	0.0943221	0.032975	0.0170775	37.8105	37369.9	3.14525e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	2010s	0.00448439	0.0174815	0.0484202	0.253788	0.302261	0.167003	0.116333	0.0755072	0.0147223	3.25939	3649.1	1.26016e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Owner	<1940	0.00284242	0.0170056	0.0644329	0.390259	0.241166	0.101782	0.0507526	0.0486747	0.0830853	7.01405	7266.27	0.000105785
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	1940-59	0.0410025	0.0782873	0.265461	0.452958	0.113629	0.0269814	0	0.00129101	0.0203894	1.24077	1291.17	4.35748e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	1960-79	0.037788	0.113783	0.19388	0.45738	0.14934	0.0398064	0.00682227	0.00120088	0	10.4288	10065.9	3.66413e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	1980-99	0.0223946	0.0730083	0.0754644	0.513809	0.232765	0.0684138	0.00773928	0.000984157	0.00542141	48.258	44727	5.06166e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	2000-09	0.020343	0.0283223	0.0833087	0.396082	0.311872	0.1176	0.0256267	0.00568935	0.011156	10.062	9499.95	2.1248e-05
South Atlantic	Single-Family Attached	60000-99999	In metro area, principal city	Renter	2010s	0.125834	0.126143	0.116418	0.32057	0.185962	0.0827618	0.0246505	0.0101604	0.00750076	0.86738	927.652	8.2022e-06
