Dependency=County	Option=1A	Option=2A	Option=2B	Option=3A	Option=3B	Option=3C	Option=4A	Option=4B	Option=4C	Option=5A	Option=5B	Option=6A	Option=6B	Option=7A	Option=7B	Option=NA
"KS, Wichita County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Wilson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Woodson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KS, Wyandotte County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Adair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Allen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Anderson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Ballard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Barren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Bath County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Bell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Boone County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Bourbon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Boyd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Boyle County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Bracken County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Breathitt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Breckinridge County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Bullitt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Butler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Caldwell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Calloway County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Campbell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Carlisle County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Carter County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Casey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Christian County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Clay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Crittenden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Cumberland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Daviess County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Edmonson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Elliott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Estill County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Fayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Fleming County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Floyd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Fulton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Gallatin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Garrard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Graves County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Grayson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Green County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Greenup County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Hardin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Harlan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Harrison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Hart County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Henderson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Henry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Hickman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Hopkins County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Jessamine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Johnson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Kenton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Knott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Knox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Larue County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Laurel County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Lawrence County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Lee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Leslie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Letcher County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Lewis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Livingston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Logan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Lyon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Magoffin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Martin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Mason County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, McCracken County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, McCreary County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, McLean County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Meade County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Menifee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Mercer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Metcalfe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Morgan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Muhlenberg County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Nelson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Nicholas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Ohio County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Oldham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Owen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Owsley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Pendleton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Perry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Pike County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Powell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Pulaski County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Robertson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Rockcastle County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Rowan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Russell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Scott County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Shelby County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Simpson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Spencer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Taylor County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Todd County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Trigg County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Trimble County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Webster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Whitley County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Wolfe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"KY, Woodford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Acadia Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Allen Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Ascension Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Assumption Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Avoyelles Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Beauregard Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Bienville Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Bossier Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Caddo Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Calcasieu Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Caldwell Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Cameron Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Catahoula Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Claiborne Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Concordia Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, De Soto Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, East Baton Rouge Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, East Carroll Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, East Feliciana Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Evangeline Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Franklin Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Grant Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Iberia Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Iberville Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Jackson Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Jefferson Davis Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Jefferson Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, La Salle Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Lafayette Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Lafourche Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Lincoln Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Livingston Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Madison Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Morehouse Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Natchitoches Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Orleans Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Ouachita Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Plaquemines Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Pointe Coupee Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Rapides Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Red River Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Richland Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Sabine Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. Bernard Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. Charles Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. Helena Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. James Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. John the Baptist Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. Landry Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. Martin Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. Mary Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, St. Tammany Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Tangipahoa Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Tensas Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Terrebonne Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Union Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Vermilion Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Vernon Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Washington Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Webster Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, West Baton Rouge Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, West Carroll Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, West Feliciana Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"LA, Winn Parish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Barnstable County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Berkshire County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Bristol County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Dukes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Essex County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Hampden County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Hampshire County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Middlesex County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Nantucket County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Norfolk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Plymouth County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Suffolk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MA, Worcester County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Allegany County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Anne Arundel County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Baltimore city"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Baltimore County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Calvert County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Caroline County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Cecil County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Charles County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Dorchester County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Frederick County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Garrett County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Harford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Howard County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Kent County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Prince George's County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Queen Anne's County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Somerset County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, St. Mary's County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Talbot County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Wicomico County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MD, Worcester County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Androscoggin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Aroostook County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Cumberland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Kennebec County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Knox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Oxford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Penobscot County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Piscataquis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Sagadahoc County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Somerset County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Waldo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"ME, York County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Alcona County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Alger County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Allegan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Alpena County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Antrim County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Arenac County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Baraga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Barry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Bay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Benzie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Berrien County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Branch County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Calhoun County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Cass County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Charlevoix County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Cheboygan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Chippewa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Clare County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Delta County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Dickinson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Eaton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Emmet County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Genesee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Gladwin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Gogebic County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Grand Traverse County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Gratiot County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Hillsdale County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Houghton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Huron County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Ingham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Ionia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Iosco County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Iron County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Isabella County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Kalamazoo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Kalkaska County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Kent County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Keweenaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Lapeer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Leelanau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Lenawee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Livingston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Luce County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Mackinac County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Macomb County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Manistee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Marquette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Mason County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Mecosta County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Menominee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Midland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Missaukee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Montcalm County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Montmorency County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Muskegon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Newaygo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Oakland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Oceana County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Ogemaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Ontonagon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Osceola County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Oscoda County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Otsego County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Ottawa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Presque Isle County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Roscommon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Saginaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Sanilac County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Schoolcraft County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"MI, Shiawassee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
