Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Heating Setpoint Has Offset	Dependency=HVAC Has Zonal Electric Heating	Option=Day	Option=Day -1h	Option=Day -2h	Option=Day -3h	Option=Day -4h	Option=Day -5h	Option=Day +1h	Option=Day +2h	Option=Day +3h	Option=Day +4h	Option=Day +5h	Option=Day and Night	Option=Day and Night -1h	Option=Day and Night -2h	Option=Day and Night -3h	Option=Day and Night -4h	Option=Day and Night -5h	Option=Day and Night +1h	Option=Day and Night +2h	Option=Day and Night +3h	Option=Day and Night +4h	Option=Day and Night +5h	Option=Night	Option=Night -1h	Option=Night -2h	Option=Night -3h	Option=Night -4h	Option=Night -5h	Option=Night +1h	Option=Night +2h	Option=Night +3h	Option=Night +4h	Option=Night +5h	Option=None	source_count	source_weight	sampling_probability
6B	Single-Family Detached	Yes	Yes	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0.00466533	0	0	0	0	0	0	0	0	0	0	0	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0.0862438	0	12	16545.8	0.000185982
7A	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	112	23716.5	0.000420807
7A	Mobile Home	Yes	No	0.00123765	0.00123765	0.00123765	0.00123765	0.00123765	0.00123765	0.00123765	0.00123765	0.00123765	0.00123765	0.00123765	0.00474808	0.00474808	0.00474808	0.00474808	0.00474808	0.00474808	0.00474808	0.00474808	0.00474808	0.00474808	0.00474808	0.0849234	0.0849234	0.0849234	0.0849234	0.0849234	0.0849234	0.0849234	0.0849234	0.0849234	0.0849234	0.0849234	0	109	7925.77	0.000140629
7A	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	29641.9	0.000226674
7A	Multi-Family with 2 - 4 Units	Yes	No	0.00287195	0.00287195	0.00287195	0.00287195	0.00287195	0.00287195	0.00287195	0.00287195	0.00287195	0.00287195	0.00287195	0.00335827	0.00335827	0.00335827	0.00335827	0.00335827	0.00335827	0.00335827	0.00335827	0.00335827	0.00335827	0.00335827	0.0846789	0.0846789	0.0846789	0.0846789	0.0846789	0.0846789	0.0846789	0.0846789	0.0846789	0.0846789	0.0846789	0	15	8449.64	9.21425e-05
7A	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	60386.5	0.000566396
7A	Multi-Family with 5+ Units	Yes	No	0.00373411	0.00373411	0.00373411	0.00373411	0.00373411	0.00373411	0.00373411	0.00373411	0.00373411	0.00373411	0.00373411	0.00436643	0.00436643	0.00436643	0.00436643	0.00436643	0.00436643	0.00436643	0.00436643	0.00436643	0.00436643	0.00436643	0.0828086	0.0828086	0.0828086	0.0828086	0.0828086	0.0828086	0.0828086	0.0828086	0.0828086	0.0828086	0.0828086	0	13	28146.7	0.000264002
7A	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	11015.3	7.81429e-05
7A	Single-Family Attached	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.0063095	0.0063095	0.0063095	0.0063095	0.0063095	0.0063095	0.0063095	0.0063095	0.0063095	0.0063095	0.0063095	0.0845996	0.0845996	0.0845996	0.0845996	0.0845996	0.0845996	0.0845996	0.0845996	0.0845996	0.0845996	0.0845996	0	13	16569.8	0.000117546
7A	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	92	307755	0.00313536
7A	Single-Family Detached	Yes	No	0.0013629	0.0013629	0.0013629	0.0013629	0.0013629	0.0013629	0.0013629	0.0013629	0.0013629	0.0013629	0.0013629	0.00479666	0.00479666	0.00479666	0.00479666	0.00479666	0.00479666	0.00479666	0.00479666	0.00479666	0.00479666	0.00479666	0.0847495	0.0847495	0.0847495	0.0847495	0.0847495	0.0847495	0.0847495	0.0847495	0.0847495	0.0847495	0.0847495	0	90	242049	0.00246596
7A	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	4.81132e-06
7A	Mobile Home	Yes	Yes	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0	0	0	0	0	0	0	0	0	0	0	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0	19	0	3.44616e-06
7A	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	15089	2.16833e-05
7A	Multi-Family with 2 - 4 Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0	10	7263.98	9.10768e-06
7A	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	32134.7	0.000101283
7A	Multi-Family with 5+ Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.00723478	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0.0836743	0	10	12571.4	3.96229e-05
7A	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2470.83	7.23427e-06
7A	Single-Family Attached	Yes	Yes	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0	0	0	0	0	0	0	0	0	0	0	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0	19	0	5.18162e-06
7A	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	12028.5	0.000105342
7A	Single-Family Detached	Yes	Yes	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0.00422696	0	0	0	0	0	0	0	0	0	0	0	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0.0866821	0	19	10385.3	9.09517e-05
7AK	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	101	7535.25	5.95392e-05
7AK	Mobile Home	Yes	No	0.000912494	0.000912494	0.000912494	0.000912494	0.000912494	0.000912494	0.000912494	0.000912494	0.000912494	0.000912494	0.000912494	0.00867619	0.00867619	0.00867619	0.00867619	0.00867619	0.00867619	0.00867619	0.00867619	0.00867619	0.00867619	0.00867619	0.0813204	0.0813204	0.0813204	0.0813204	0.0813204	0.0813204	0.0813204	0.0813204	0.0813204	0.0813204	0.0813204	0	102	3026.25	2.39117e-05
7AK	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	14364	0.000166767
7AK	Multi-Family with 2 - 4 Units	Yes	No	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0	10	4031.47	4.68058e-05
7AK	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	12586.8	0.000128725
7AK	Multi-Family with 5+ Units	Yes	No	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0	10	5777.73	5.9089e-05
7AK	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	8128.03	5.29272e-05
7AK	Single-Family Attached	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0.00477504	0.00477504	0.00477504	0.00477504	0.00477504	0.00477504	0.00477504	0.00477504	0.00477504	0.00477504	0.00477504	0.0861341	0.0861341	0.0861341	0.0861341	0.0861341	0.0861341	0.0861341	0.0861341	0.0861341	0.0861341	0.0861341	0	23	12460.5	8.11387e-05
7AK	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	78	61815.7	0.000561233
7AK	Single-Family Detached	Yes	No	0.00114942	0.00114942	0.00114942	0.00114942	0.00114942	0.00114942	0.00114942	0.00114942	0.00114942	0.00114942	0.00114942	0.00993137	0.00993137	0.00993137	0.00993137	0.00993137	0.00993137	0.00993137	0.00993137	0.00993137	0.00993137	0.00993137	0.0798283	0.0798283	0.0798283	0.0798283	0.0798283	0.0798283	0.0798283	0.0798283	0.0798283	0.0798283	0.0798283	0	76	59645.6	0.000541531
7AK	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	1.30215e-06
7AK	Mobile Home	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	0	1.85502e-07
7AK	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	4194.89	1.30278e-05
7AK	Multi-Family with 2 - 4 Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	987.261	1.8199e-06
7AK	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	10594.9	2.44776e-05
7AK	Multi-Family with 5+ Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	1078.77	2.49231e-06
7AK	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	1145.67	5.1769e-06
7AK	Single-Family Attached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	479.764	7.37495e-07
7AK	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	1935	1.39622e-05
7AK	Single-Family Detached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	0	1.98904e-06
7B	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	180	0	7.94846e-05
7B	Mobile Home	Yes	No	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0	202	0	6.6141e-06
7B	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	9139.16	5.26004e-05
7B	Multi-Family with 2 - 4 Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	10	0	4.377e-06
7B	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0.000174784
7B	Multi-Family with 5+ Units	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	10	0	1.45442e-05
7B	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	180	0	6.67822e-05
7B	Single-Family Attached	Yes	No	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0	202	821.043	5.5571e-06
7B	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	180	15017.6	0.000583679
7B	Single-Family Detached	Yes	No	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00257969	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.00773937	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0.08059	0	202	1189.1	4.85693e-05
7B	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	1.48959e-06
7B	Mobile Home	Yes	Yes	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0	0	0	0	0	0	0	0	0	0	0	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0	13	0	1.49657e-06
7B	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	3.7786e-06
7B	Multi-Family with 2 - 4 Units	Yes	Yes	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0	18	0	3.79633e-06
7B	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	1.86052e-05
7B	Multi-Family with 5+ Units	Yes	Yes	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.00223534	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0187381	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0.0699357	0	18	0	1.86925e-05
7B	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	1028.56	3.83904e-06
7B	Single-Family Attached	Yes	Yes	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0	0	0	0	0	0	0	0	0	0	0	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0	13	0	3.85705e-06
7B	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	1.95055e-05
7B	Single-Family Detached	Yes	Yes	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0.00444374	0	0	0	0	0	0	0	0	0	0	0	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0.0864653	0	13	1033.39	1.9597e-05
8AK	Mobile Home	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	944.437	1.81427e-05
8AK	Mobile Home	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	20	0	1.3358e-05
8AK	Multi-Family with 2 - 4 Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	1078.84	3.38986e-05
8AK	Multi-Family with 2 - 4 Units	Yes	No	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0	10	1088.91	2.32704e-05
8AK	Multi-Family with 5+ Units	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	2185.89	2.89371e-05
8AK	Multi-Family with 5+ Units	Yes	No	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0153984	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0194365	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0.0560742	0	10	0	1.98645e-05
8AK	Single-Family Attached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	3156.59	1.53639e-05
8AK	Single-Family Attached	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	20	1202.34	1.1312e-05
8AK	Single-Family Detached	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	19036.4	0.000183188
8AK	Single-Family Detached	Yes	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	18	15833.1	0.000152362
8AK	Mobile Home	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	9.13974e-07
8AK	Mobile Home	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	0	0
8AK	Multi-Family with 2 - 4 Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	3.62606e-06
8AK	Multi-Family with 2 - 4 Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	0	0
8AK	Multi-Family with 5+ Units	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	6.42053e-06
8AK	Multi-Family with 5+ Units	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	0	0
8AK	Single-Family Attached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	2016.16	2.04174e-06
8AK	Single-Family Attached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	0	0
8AK	Single-Family Detached	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	862.757	6.75764e-06
8AK	Single-Family Detached	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	3	0	0
# Created by: sources\recs\recs2020\tsv_maker.py
# Description: The period and offset for the dwelling unit's heating setpoint. Default for the day is from 9am to 5pm and for the night is 10pm to 7am.
# Source: Constructed using U.S. EIA 2020 Residential Energy Consumption Survey (RECS) microdata.
# Assumption: For dependency conditions with low samples, the following lumpings are used in progressive order until there are enough samples: 1) lumping buildings into Single-Family and Multi-Family only,  2) lumping buildings into Single-Family and Multi-Family only and lumping nearby climate zones within  A/B regions and separately 7AK and 8AK 3) lumping all building types together and lumping climate zones within A/B regions and separately 7AK and 8AK
