Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	sampling_probability
7A	Single-Family Detached	Yes	None	Owner	0	0.015255	0.0109888	0.102615	0.0916746	0.283787	0.322625	0.107947	0.0603609	0.00154867	0.00319866	0	0	0	0
7A	Single-Family Detached	Yes	None	Renter	0	0.000759824	0.22117	0.006431	0.000850133	0.0643015	0.404585	0.268358	0.0320955	0.000751425	0.000697528	0	0	0	0
7AK	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0
7AK	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	169	0	0
7AK	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	34	0	0
7AK	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	8687.89	1.15535e-05
7AK	Mobile Home	No	Ducted Heating	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	169	6851.2	4.28917e-05
7AK	Mobile Home	No	Ducted Heating	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	34	1836.69	1.34213e-05
7AK	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	0	1.38608e-07
7AK	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	169	0	2.7514e-07
7AK	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	34	0	1.15249e-07
7AK	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	1873.61	3.51852e-06
7AK	Mobile Home	No	Non-Ducted Heating	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	169	941.936	7.39488e-06
7AK	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	34	931.675	2.87111e-06
7AK	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Mobile Home	No	None	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	0	0	0
7AK	Mobile Home	No	None	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	0	0	0
7AK	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Mobile Home	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Mobile Home	Yes	Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	7.21452e-07
7AK	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	1.4391e-06
7AK	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	5.98025e-07
7AK	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Mobile Home	Yes	None	Owner	0	0.0126564	0.00508279	0.130052	0.0784675	0.285996	0.33038	0.119799	0.00627697	0.0224027	0	0.00888711	0	0	0
7AK	Mobile Home	Yes	None	Renter	0	0.0313155	0.024062	0.125583	0.108493	0.281437	0.296064	0.0624346	0.070611	0	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	0	0
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	15	0	0
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	7433.24	4.52989e-06
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	0	4.36226e-06
7AK	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	15	7433.24	1.63818e-05
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	0	7.15978e-07
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	0	5.2718e-07
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	15	0	1.93506e-06
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	10962.2	3.61223e-05
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	2227.8	3.41368e-05
7AK	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.12413	0.144156	0	0.0641774	0.0677169	0.476457	0.123363	0	0	0	0	15	8734.4	0.000124369
7AK	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.00544514	0.00481826	0.165085	0.033759	0.329672	0.357418	0.062933	0.0242214	0.0128244	0	0.00382349	0	0	0
7AK	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.113411	0.119894	0.0138043	0.0684706	0.0950675	0.460292	0.1026	0.0123674	0	0.0140929	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	13	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	13	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	13	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	5182.15	1.21231e-06
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	1910.43	8.67682e-07
7AK	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.0604393	0	0.0820201	0.0896857	0.230224	0.380414	0	0.0734824	0	0.0837346	0	13	3271.73	3.26079e-06
7AK	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.00544514	0.00481826	0.165085	0.033759	0.329672	0.357418	0.062933	0.0242214	0.0128244	0	0.00382349	0	0	0
7AK	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.113411	0.119894	0.0138043	0.0684706	0.0950675	0.460292	0.1026	0.0123674	0	0.0140929	0	0	0	0
7AK	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0
7AK	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	0	0
7AK	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	13	0	0
7AK	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	5196.88	3.73449e-06
7AK	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	1145.49	2.98708e-06
7AK	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	13	4051.39	1.61547e-05
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	0	5.03543e-07
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	0	3.37828e-07
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	13	0	1.73369e-06
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	11182.3	3.09374e-05
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	205	1155.86	2.39311e-05
7AK	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0	0	0.0699594	0	0.168531	0.142267	0.0776385	0.388756	0.152849	0	0	13	10026.5	0.000129119
7AK	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 5+ Units	No	None	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	0
7AK	Multi-Family with 5+ Units	No	None	Renter	0	0	0	0.0858474	0.0520508	0.225747	0.206583	0.0424435	0.255172	0.0835594	0.048597	0	0	0	0
7AK	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0
7AK	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	10	0	0
7AK	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0
7AK	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	10	0	0
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	10	0	0
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	11673.7	1.01687e-06
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	6.70537e-07
7AK	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0	0	0.105007	0.114821	0.294747	0.284144	0	0.0940769	0	0.107202	0	10	11673.7	3.65759e-06
7AK	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Multi-Family with 5+ Units	Yes	None	Owner	0	0.0101145	0.0089501	0.113926	0.0627086	0.284524	0.32696	0.1169	0.0449921	0.0238218	0	0.00710228	0	0	0
7AK	Multi-Family with 5+ Units	Yes	None	Renter	0	0	0	0.0858474	0.0520508	0.225747	0.206583	0.0424435	0.255172	0.0835594	0.048597	0	0	0	0
7AK	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	38	524.772	0
7AK	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	20	0	0
7AK	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0	0.0565633	0.161596	0.110979	0.173974	0.271001	0.0598986	0.165988	0	0	0	18	524.772	0
7AK	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	37	13419.1	3.09831e-06
7AK	Single-Family Attached	No	Ducted Heating	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	20	6275.85	3.11691e-05
7AK	Single-Family Attached	No	Ducted Heating	Renter	0	0	0.0596927	0.170536	0.117119	0.183599	0.285994	0.0632125	0.119846	0	0	0	17	7143.28	2.03127e-05
7AK	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	38	0	7.9166e-08
7AK	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	20	0	3.10695e-07
7AK	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0	0.0565633	0.161596	0.110979	0.173974	0.271001	0.0598986	0.165988	0	0	0	18	0	3.76909e-07
7AK	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	37	6644.61	5.43301e-06
7AK	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	20	4302.57	4.14444e-05
7AK	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0	0.0596927	0.170536	0.117119	0.183599	0.285994	0.0632125	0.119846	0	0	0	17	2342.03	3.01633e-05
7AK	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Single-Family Attached	No	None	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	0	0	0
7AK	Single-Family Attached	No	None	Renter	0	0.00678893	0.0512127	0.163827	0.116503	0.187884	0.288096	0.0542325	0.117702	0	0.0137538	0	0	0	0
7AK	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Single-Family Attached	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	1625.43	7.59462e-07
7AK	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	3.28293e-06
7AK	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	1625.43	3.5504e-06
7AK	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Single-Family Attached	Yes	None	Owner	0	0	0	0.155998	0.0909249	0.452104	0.300973	0	0	0	0	0	0	0	0
7AK	Single-Family Attached	Yes	None	Renter	0	0.00678893	0.0512127	0.163827	0.116503	0.187884	0.288096	0.0542325	0.117702	0	0.0137538	0	0	0	0
7AK	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	154	0	0
7AK	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.0147566	0.00592625	0.128219	0.0828007	0.283135	0.337619	0.122355	0.0073186	0.01787	0	0	141	0	0
7AK	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0.0685311	0	0.124388	0.134112	0.453937	0.219031	0	0	0	0	0	13	0	0
7AK	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	154	49705	6.21158e-05
7AK	Single-Family Detached	No	Ducted Heating	Owner	0	0.0147566	0.00592625	0.128219	0.0828007	0.283135	0.337619	0.122355	0.0073186	0.01787	0	0	141	45254.5	0.000245474
7AK	Single-Family Detached	No	Ducted Heating	Renter	0	0.0685311	0	0.124388	0.134112	0.453937	0.219031	0	0	0	0	0	13	4450.55	3.95268e-05
7AK	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	154	0	3.54673e-06
7AK	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.0147566	0.00592625	0.128219	0.0828007	0.283135	0.337619	0.122355	0.0073186	0.01787	0	0	141	0	7.07869e-06
7AK	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0.0685311	0	0.124388	0.134112	0.453937	0.219031	0	0	0	0	0	13	0	1.74927e-06
7AK	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	154	71756.3	0.000147794
7AK	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0147566	0.00592625	0.128219	0.0828007	0.283135	0.337619	0.122355	0.0073186	0.01787	0	0	141	65454.3	0.000475396
7AK	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0685311	0	0.124388	0.134112	0.453937	0.219031	0	0	0	0	0	13	6302.05	8.59846e-05
7AK	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Single-Family Detached	No	None	Owner	0	0.0145031	0.00582445	0.129877	0.0813784	0.284838	0.338569	0.120253	0.00719288	0.017563	0	0	0	0	0
7AK	Single-Family Detached	No	None	Renter	0	0.0685311	0	0.124388	0.134112	0.453937	0.219031	0	0	0	0	0	0	0	0
7AK	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Single-Family Detached	Yes	Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0
7AK	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	0	0
7AK	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	0
7AK	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	1935	1.43585e-05
7AK	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0	0	0.224744	0	0.38232	0.392936	0	0	0	0	0	5	1935	2.86116e-05
7AK	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.048598	0	0.125396	0.114691	0.217379	0.305883	0	0.0895976	0	0.0984554	0	19	0	7.07764e-06
7AK	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7AK	Single-Family Detached	Yes	None	Owner	0	0.0145031	0.00582445	0.129877	0.0813784	0.284838	0.338569	0.120253	0.00719288	0.017563	0	0	0	0	0
7AK	Single-Family Detached	Yes	None	Renter	0	0.0685311	0	0.124388	0.134112	0.453937	0.219031	0	0	0	0	0	0	0	0
7B	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	2.96452e-07
7B	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	8.21456e-07
7B	Mobile Home	No	Ducted Heat Pump	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	3.26285e-07
7B	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	1.41822e-05
7B	Mobile Home	No	Ducted Heating	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	3.77076e-05
7B	Mobile Home	No	Ducted Heating	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	1.50675e-05
7B	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	7.01667e-08
7B	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	2.03704e-07
7B	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	8.09876e-08
7B	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	382	0	3.63925e-06
7B	Mobile Home	No	Non-Ducted Heating	Owner	0	0.0230822	0.0145875	0.0708212	0.0912085	0.289964	0.296046	0.161683	0.0488655	0	0	0.00374257	323	0	9.58571e-06
7B	Mobile Home	No	Non-Ducted Heating	Renter	0	0.00534756	0.0438406	0.0903512	0.0339057	0.382843	0.284178	0.0638344	0.0680596	0	0	0.0276402	59	0	3.81343e-06
7B	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66039e-08
7B	Mobile Home	No	None	Owner	0	0.00844253	0.00533549	0.0785153	0.0333603	0.39787	0.217186	0.116289	0.104529	0	0.0371038	0.00136888	0	0	1.69858e-07
7B	Mobile Home	No	None	Renter	0	0.00339094	0.0277997	0.0858523	0.047869	0.376604	0.225983	0.134323	0.0739337	0	0.00671739	0.0175269	0	0	6.75775e-08
7B	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
7B	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.0602886	0.0671773	0.104342	0.111533	0.271477	0.217489	0.144937	0	0	0	0.0227557	23	0	0
7B	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0
7B	Mobile Home	Yes	Ducted Heating	Owner	0	0	0	0.0829524	0	0.460097	0.171709	0.0901106	0.136629	0	0.0585011	0	21	0	0
