Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	sampling_probability
200-300%	Single-Family Attached	RI	Renter	0.357604	0.642396	0	22	1081.28	5.98078e-06
300-400%	Single-Family Attached	RI	Not Available	0	0	1	23	1754.98	0
300-400%	Single-Family Attached	RI	Owner	0.40329	0.59671	0	20	0	9.2434e-06
300-400%	Single-Family Attached	RI	Renter	0.356958	0.643042	0	11	1754.98	5.10258e-06
400%+	Single-Family Attached	RI	Not Available	0	0	1	92	7006.02	0
400%+	Single-Family Attached	RI	Owner	0.158138	0.841862	0	78	5519.37	4.20952e-05
400%+	Single-Family Attached	RI	Renter	0.12838	0.87162	0	14	1486.65	1.28161e-05
Not Available	Single-Family Attached	RI	Not Available	0.364117	0.635883	0	11	13923.2	1.0455e-05
Not Available	Single-Family Attached	RI	Owner	0	0	1	117	6634.82	0
Not Available	Single-Family Attached	RI	Renter	0	0	1	31	7288.39	0
0-100%	Single-Family Attached	SC	Not Available	0	0	1	55	19107	0
0-100%	Single-Family Attached	SC	Owner	0.427469	0.572531	0	14	8521.25	1.87942e-05
0-100%	Single-Family Attached	SC	Renter	0.181694	0.818306	0	41	10585.8	2.25839e-05
100-150%	Single-Family Attached	SC	Not Available	0	0	1	43	2855.75	0
100-150%	Single-Family Attached	SC	Owner	0.430028	0.569972	0	25	2855.75	1.63371e-05
100-150%	Single-Family Attached	SC	Renter	0.19005	0.80995	0	18	0	1.69924e-05
150-200%	Single-Family Attached	SC	Not Available	0	0	1	37	6196.22	0
150-200%	Single-Family Attached	SC	Owner	0.109868	0.890132	0	22	1726.89	1.9221e-05
150-200%	Single-Family Attached	SC	Renter	0.200963	0.799037	0	15	4469.33	1.67388e-05
200-300%	Single-Family Attached	SC	Not Available	0	0	1	73	31810	0
200-300%	Single-Family Attached	SC	Owner	0.237187	0.762813	0	45	27058.5	4.64224e-05
200-300%	Single-Family Attached	SC	Renter	0.245758	0.754242	0	28	4751.53	3.10652e-05
300-400%	Single-Family Attached	SC	Not Available	0	0	1	78	18092.5	0
300-400%	Single-Family Attached	SC	Owner	0.265165	0.734835	0	51	11960.1	4.06854e-05
300-400%	Single-Family Attached	SC	Renter	0.0567641	0.943236	0	27	6132.42	2.28741e-05
400%+	Single-Family Attached	SC	Not Available	0	0	1	234	19408.2	0
400%+	Single-Family Attached	SC	Owner	0.175319	0.824681	0	190	12991.3	0.000117471
400%+	Single-Family Attached	SC	Renter	0.0691661	0.930834	0	44	6416.9	4.43562e-05
Not Available	Single-Family Attached	SC	Not Available	0.265445	0.734555	0	23	97469.7	7.35378e-05
Not Available	Single-Family Attached	SC	Owner	0	0	1	16	65113.7	0
Not Available	Single-Family Attached	SC	Renter	0	0	1	123	32356	0
0-100%	Single-Family Attached	SD	Not Available	0	0	1	15	631.171	0
0-100%	Single-Family Attached	SD	Owner	0.558517	0.441483	0	69	0	3.13474e-06
0-100%	Single-Family Attached	SD	Renter	0.0670826	0.932917	0	10	631.171	5.90801e-06
100-150%	Single-Family Attached	SD	Not Available	0	0	1	21	3531.88	0
100-150%	Single-Family Attached	SD	Owner	0.681358	0.318642	0	94	1390.74	2.91161e-06
100-150%	Single-Family Attached	SD	Renter	0.530342	0.469658	0	12	2141.14	4.22305e-06
150-200%	Single-Family Attached	SD	Not Available	0	0	1	21	1604.92	0
150-200%	Single-Family Attached	SD	Owner	0.523038	0.476962	0	11	1604.92	3.90871e-06
150-200%	Single-Family Attached	SD	Renter	0.372612	0.627388	0	10	0	4.28501e-06
200-300%	Single-Family Attached	SD	Not Available	0	0	1	47	739.423	0
200-300%	Single-Family Attached	SD	Owner	0.390304	0.609696	0	33	739.423	1.11848e-05
200-300%	Single-Family Attached	SD	Renter	0.407771	0.592229	0	14	0	8.58014e-06
300-400%	Single-Family Attached	SD	Not Available	0	0	1	40	1527.63	0
300-400%	Single-Family Attached	SD	Owner	0.493138	0.506862	0	28	1038.1	9.52449e-06
300-400%	Single-Family Attached	SD	Renter	0.225597	0.774403	0	12	489.523	6.70553e-06
400%+	Single-Family Attached	SD	Not Available	0	0	1	73	7809.28	0
400%+	Single-Family Attached	SD	Owner	0.427883	0.572117	0	52	4750.59	2.70675e-05
400%+	Single-Family Attached	SD	Renter	0.0981847	0.901815	0	21	3058.69	1.20056e-05
Not Available	Single-Family Attached	SD	Not Available	0.476731	0.523269	0	13	15844.3	7.80743e-06
Not Available	Single-Family Attached	SD	Owner	0	0	1	95	9523.78	0
Not Available	Single-Family Attached	SD	Renter	0	0	1	56	6320.53	0
0-100%	Single-Family Attached	TN	Not Available	0	0	1	20	10375.2	0
0-100%	Single-Family Attached	TN	Owner	0.53025	0.46975	0	77	0	2.60374e-05
0-100%	Single-Family Attached	TN	Renter	0.362477	0.637523	0	16	10375.2	4.78159e-05
100-150%	Single-Family Attached	TN	Not Available	0	0	1	13	2937.89	0
100-150%	Single-Family Attached	TN	Owner	0.626386	0.373614	0	100	1085.27	2.20854e-05
100-150%	Single-Family Attached	TN	Renter	0.343134	0.656866	0	39	1852.61	2.74023e-05
150-200%	Single-Family Attached	TN	Not Available	0	0	1	13	6894.64	0
150-200%	Single-Family Attached	TN	Owner	0.53765	0.46235	0	102	823.573	2.61499e-05
150-200%	Single-Family Attached	TN	Renter	0.193772	0.806228	0	27	6071.07	2.71813e-05
200-300%	Single-Family Attached	TN	Not Available	0	0	1	23	11705.5	0
200-300%	Single-Family Attached	TN	Owner	0.202763	0.797237	0	10	3166.11	6.33907e-05
200-300%	Single-Family Attached	TN	Renter	0.21943	0.78057	0	13	8539.43	5.08886e-05
300-400%	Single-Family Attached	TN	Not Available	0	0	1	16	11374.5	0
300-400%	Single-Family Attached	TN	Owner	0.487662	0.512338	0	233	4031.68	5.73458e-05
300-400%	Single-Family Attached	TN	Renter	0.384242	0.615758	0	20	7342.84	3.16542e-05
400%+	Single-Family Attached	TN	Not Available	0	0	1	17	26224.5	0
400%+	Single-Family Attached	TN	Owner	0.42111	0.57889	0	13	23466.8	0.000167791
400%+	Single-Family Attached	TN	Renter	0.210812	0.789188	0	11	2757.7	5.55438e-05
Not Available	Single-Family Attached	TN	Not Available	0.28931	0.71069	0	32	69512.2	5.53292e-05
Not Available	Single-Family Attached	TN	Owner	0	0	1	16	32573.4	0
Not Available	Single-Family Attached	TN	Renter	0	0	1	16	36938.9	0
0-100%	Single-Family Attached	TX	Not Available	0	0	1	10	47938.4	0
0-100%	Single-Family Attached	TX	Owner	0.324517	0.675483	0	115	9545.25	7.21432e-05
0-100%	Single-Family Attached	TX	Renter	0.279752	0.720248	0	18	38393.1	0.000155226
100-150%	Single-Family Attached	TX	Not Available	0	0	1	10	36078.8	0
100-150%	Single-Family Attached	TX	Owner	0.556429	0.443571	0	145	14627.6	5.16797e-05
100-150%	Single-Family Attached	TX	Renter	0.346648	0.653352	0	15	21451.1	0.000101307
150-200%	Single-Family Attached	TX	Not Available	0	0	1	23	21657.4	0
150-200%	Single-Family Attached	TX	Owner	0.559668	0.440332	0	158	6833.76	5.67669e-05
150-200%	Single-Family Attached	TX	Renter	0.250245	0.749755	0	16	14823.7	9.39589e-05
200-300%	Single-Family Attached	TX	Not Available	0	0	1	15	53198.1	0
200-300%	Single-Family Attached	TX	Owner	0.312916	0.687084	0	14	28466.1	0.000126566
200-300%	Single-Family Attached	TX	Renter	0	1	0	10	24732	0.000156885
300-400%	Single-Family Attached	TX	Not Available	0	0	1	15	21418.2	0
300-400%	Single-Family Attached	TX	Owner	0.435258	0.564742	0	267	4540	0.000112945
300-400%	Single-Family Attached	TX	Renter	0.329684	0.670316	0	39	16878.2	0.000115246
400%+	Single-Family Attached	TX	Not Available	0	0	1	20	68904.3	0
400%+	Single-Family Attached	TX	Owner	0.0659608	0.934039	0	14	47879.7	0.000510735
400%+	Single-Family Attached	TX	Renter	0.286086	0.713914	0	44	21024.6	0.000262976
Not Available	Single-Family Attached	TX	Not Available	0.159287	0.840713	0	55	249195	0.000197499
Not Available	Single-Family Attached	TX	Owner	0	0	1	27	111892	0
Not Available	Single-Family Attached	TX	Renter	0	0	1	28	137303	0
0-100%	Single-Family Attached	UT	Not Available	0	0	1	55	2069.44	0
0-100%	Single-Family Attached	UT	Owner	0.43334	0.56666	0	33	0	1.39878e-05
0-100%	Single-Family Attached	UT	Renter	0.351592	0.648408	0	22	2069.44	2.13331e-05
100-150%	Single-Family Attached	UT	Not Available	0	0	1	12	14771.7	0
100-150%	Single-Family Attached	UT	Owner	0.541751	0.458249	0	63	0	1.2627e-05
100-150%	Single-Family Attached	UT	Renter	0.454294	0.545706	0	25	14771.7	1.60237e-05
150-200%	Single-Family Attached	UT	Not Available	0	0	1	127	0	0
150-200%	Single-Family Attached	UT	Owner	0.460538	0.539462	0	108	0	1.57462e-05
150-200%	Single-Family Attached	UT	Renter	0.265016	0.734984	0	19	0	1.75545e-05
200-300%	Single-Family Attached	UT	Not Available	0	0	1	30	19327.5	0
200-300%	Single-Family Attached	UT	Owner	0.273087	0.726913	0	21	14610.8	4.42368e-05
200-300%	Single-Family Attached	UT	Renter	0.175961	0.824039	0	35	4716.64	3.39675e-05
300-400%	Single-Family Attached	UT	Not Available	0	0	1	27	15953	0
300-400%	Single-Family Attached	UT	Owner	0.404592	0.595408	0	17	13019	4.76928e-05
300-400%	Single-Family Attached	UT	Renter	0.382188	0.617812	0	10	2933.95	2.51417e-05
400%+	Single-Family Attached	UT	Not Available	0	0	1	46	31639.5	0
400%+	Single-Family Attached	UT	Owner	0.291452	0.708548	0	34	31639.5	0.000145989
400%+	Single-Family Attached	UT	Renter	0.336522	0.663478	0	12	0	5.1336e-05
Not Available	Single-Family Attached	UT	Not Available	0.264064	0.735936	0	19	83761.1	3.52702e-05
Not Available	Single-Family Attached	UT	Owner	0	0	1	14	59269.3	0
Not Available	Single-Family Attached	UT	Renter	0	0	1	34	24491.8	0
0-100%	Single-Family Attached	VA	Not Available	0	0	1	55	19282.3	0
0-100%	Single-Family Attached	VA	Owner	0.427469	0.572531	0	14	0	5.81491e-05
0-100%	Single-Family Attached	VA	Renter	0.181694	0.818306	0	41	19282.3	0.000105104
100-150%	Single-Family Attached	VA	Not Available	0	0	1	43	16030.9	0
100-150%	Single-Family Attached	VA	Owner	0.430028	0.569972	0	25	5956.74	4.86165e-05
100-150%	Single-Family Attached	VA	Renter	0.19005	0.80995	0	18	10074.2	7.53845e-05
150-200%	Single-Family Attached	VA	Not Available	0	0	1	37	16547.9	0
150-200%	Single-Family Attached	VA	Owner	0.109868	0.890132	0	22	11039.5	6.20108e-05
150-200%	Single-Family Attached	VA	Renter	0.200963	0.799037	0	15	5508.46	7.69348e-05
200-300%	Single-Family Attached	VA	Not Available	0	0	1	73	35316.6	0
200-300%	Single-Family Attached	VA	Owner	0.237187	0.762813	0	45	21936	0.000172003
200-300%	Single-Family Attached	VA	Renter	0.245758	0.754242	0	28	13380.6	0.000151125
300-400%	Single-Family Attached	VA	Not Available	0	0	1	78	20688	0
300-400%	Single-Family Attached	VA	Owner	0.265165	0.734835	0	51	10854.1	0.000190295
300-400%	Single-Family Attached	VA	Renter	0.0567641	0.943236	0	27	9833.87	0.000125952
400%+	Single-Family Attached	VA	Not Available	0	0	1	36	156407	0
400%+	Single-Family Attached	VA	Owner	0.153615	0.846385	0	32	141063	0.00118798
400%+	Single-Family Attached	VA	Renter	0.0691661	0.930834	0	44	15344	0.000381821
Not Available	Single-Family Attached	VA	Not Available	0.232402	0.767598	0	53	264273	0.000172039
Not Available	Single-Family Attached	VA	Owner	0	0	1	40	190850	0
Not Available	Single-Family Attached	VA	Renter	0	0	1	13	73423.5	0
0-100%	Single-Family Attached	VT	Not Available	0	0	1	11	686.093	0
0-100%	Single-Family Attached	VT	Owner	0.351247	0.648753	0	36	0	1.11441e-06
0-100%	Single-Family Attached	VT	Renter	0	1	0	13	686.093	1.9072e-06
100-150%	Single-Family Attached	VT	Not Available	0	0	1	62	0	0
100-150%	Single-Family Attached	VT	Owner	0.506328	0.493672	0	57	0	1.84806e-06
100-150%	Single-Family Attached	VT	Renter	0.148754	0.851246	0	25	0	1.7968e-06
150-200%	Single-Family Attached	VT	Not Available	0	0	1	12	488.527	0
150-200%	Single-Family Attached	VT	Owner	0.443465	0.556535	0	87	488.527	2.16764e-06
150-200%	Single-Family Attached	VT	Renter	0.00148357	0.998516	0	11	0	2.05576e-06
200-300%	Single-Family Attached	VT	Not Available	0	0	1	36	2081.15	0
200-300%	Single-Family Attached	VT	Owner	0.314767	0.685233	0	27	2081.15	6.23648e-06
200-300%	Single-Family Attached	VT	Renter	0.357604	0.642396	0	22	0	3.68184e-06
300-400%	Single-Family Attached	VT	Not Available	0	0	1	23	2123.91	0
300-400%	Single-Family Attached	VT	Owner	0.40329	0.59671	0	20	2123.91	7.04793e-06
300-400%	Single-Family Attached	VT	Renter	0.356958	0.643042	0	11	0	2.90853e-06
400%+	Single-Family Attached	VT	Not Available	0	0	1	92	4217.91	0
400%+	Single-Family Attached	VT	Owner	0.158138	0.841862	0	78	3664.4	3.15852e-05
400%+	Single-Family Attached	VT	Renter	0.12838	0.87162	0	14	553.505	5.82621e-06
Not Available	Single-Family Attached	VT	Not Available	0.364522	0.635478	0	16	9597.59	3.00709e-05
Not Available	Single-Family Attached	VT	Owner	0	0	1	14	8357.99	0
Not Available	Single-Family Attached	VT	Renter	0	0	1	31	1239.6	0
0-100%	Single-Family Attached	WA	Not Available	0	0	1	22	7220.66	0
0-100%	Single-Family Attached	WA	Owner	0.290471	0.709529	0	65	0	1.81158e-05
0-100%	Single-Family Attached	WA	Renter	0.141743	0.858257	0	16	7220.66	5.20717e-05
100-150%	Single-Family Attached	WA	Not Available	0	0	1	20	1807.57	0
100-150%	Single-Family Attached	WA	Owner	0.454715	0.545285	0	90	0	1.55662e-05
100-150%	Single-Family Attached	WA	Renter	0.131887	0.868113	0	11	1807.57	4.0789e-05
150-200%	Single-Family Attached	WA	Not Available	0	0	1	23	2753.47	0
150-200%	Single-Family Attached	WA	Owner	0.154615	0.845385	0	17	77.5027	1.98565e-05
150-200%	Single-Family Attached	WA	Renter	0.311313	0.688687	0	35	2675.96	3.90635e-05
200-300%	Single-Family Attached	WA	Not Available	0	0	1	44	10641.6	0
200-300%	Single-Family Attached	WA	Owner	0.0656393	0.934361	0	29	3519.14	4.92399e-05
200-300%	Single-Family Attached	WA	Renter	0.201118	0.798882	0	15	7122.51	6.92731e-05
300-400%	Single-Family Attached	WA	Not Available	0	0	1	35	18547.8	0
300-400%	Single-Family Attached	WA	Owner	0.177054	0.822946	0	21	8047.81	5.17768e-05
300-400%	Single-Family Attached	WA	Renter	0.224147	0.775853	0	14	10500	4.77486e-05
400%+	Single-Family Attached	WA	Not Available	0	0	1	11	39829.3	0
400%+	Single-Family Attached	WA	Owner	0.105643	0.894357	0	63	17869.1	0.000283717
400%+	Single-Family Attached	WA	Renter	0.0445887	0.955411	0	29	21960.2	0.000131952
Not Available	Single-Family Attached	WA	Not Available	0.19066	0.80934	0	19	80800.5	4.49038e-05
Not Available	Single-Family Attached	WA	Owner	0	0	1	107	29513.6	0
Not Available	Single-Family Attached	WA	Renter	0	0	1	11	51286.9	0
0-100%	Single-Family Attached	WI	Not Available	0	0	1	25	17330.2	0
0-100%	Single-Family Attached	WI	Owner	0.41416	0.58584	0	71	0	2.3036e-05
0-100%	Single-Family Attached	WI	Renter	0.414642	0.585358	0	22	17330.2	6.27481e-05
100-150%	Single-Family Attached	WI	Not Available	0	0	1	30	12527.2	0
100-150%	Single-Family Attached	WI	Owner	0.300473	0.699527	0	14	3729.69	2.28785e-05
100-150%	Single-Family Attached	WI	Renter	0.250143	0.749857	0	16	8797.47	4.08286e-05
150-200%	Single-Family Attached	WI	Not Available	0	0	1	25	12402.2	0
150-200%	Single-Family Attached	WI	Owner	0.223335	0.776665	0	12	4212.07	2.7686e-05
150-200%	Single-Family Attached	WI	Renter	0.273257	0.726743	0	13	8190.15	3.80611e-05
200-300%	Single-Family Attached	WI	Not Available	0	0	1	10	25614.1	0
200-300%	Single-Family Attached	WI	Owner	0.267536	0.732464	0	29	13451.7	7.26982e-05
200-300%	Single-Family Attached	WI	Renter	0.331727	0.668273	0	16	12162.4	6.72383e-05
300-400%	Single-Family Attached	WI	Not Available	0	0	1	36	10988.1	0
300-400%	Single-Family Attached	WI	Owner	0.38316	0.61684	0	23	7718.28	7.12445e-05
300-400%	Single-Family Attached	WI	Renter	0.10963	0.89037	0	13	3269.83	5.08428e-05
400%+	Single-Family Attached	WI	Not Available	0	0	1	11	26832.9	0
400%+	Single-Family Attached	WI	Owner	0.293138	0.706862	0	83	18087.8	0.000206454
400%+	Single-Family Attached	WI	Renter	0.273924	0.726076	0	20	8745.17	9.79717e-05
Not Available	Single-Family Attached	WI	Not Available	0.44307	0.55693	0	32	105695	6.2557e-05
Not Available	Single-Family Attached	WI	Owner	0	0	1	15	47199.5	0
Not Available	Single-Family Attached	WI	Renter	0	0	1	17	58495.2	0
0-100%	Single-Family Attached	WV	Not Available	0	0	1	55	12213.8	0
0-100%	Single-Family Attached	WV	Owner	0.427469	0.572531	0	14	2928.2	5.88059e-06
0-100%	Single-Family Attached	WV	Renter	0.181694	0.818306	0	41	9285.56	9.71217e-06
100-150%	Single-Family Attached	WV	Not Available	0	0	1	43	4864.65	0
100-150%	Single-Family Attached	WV	Owner	0.430028	0.569972	0	25	4864.65	4.27708e-06
100-150%	Single-Family Attached	WV	Renter	0.19005	0.80995	0	18	0	6.31654e-06
150-200%	Single-Family Attached	WV	Not Available	0	0	1	37	269.757	0
150-200%	Single-Family Attached	WV	Owner	0.109868	0.890132	0	22	269.757	4.87928e-06
150-200%	Single-Family Attached	WV	Renter	0.200963	0.799037	0	15	0	5.83688e-06
200-300%	Single-Family Attached	WV	Not Available	0	0	1	73	4690.91	0
200-300%	Single-Family Attached	WV	Owner	0.237187	0.762813	0	45	4690.91	1.29886e-05
200-300%	Single-Family Attached	WV	Renter	0.245758	0.754242	0	28	0	1.06015e-05
300-400%	Single-Family Attached	WV	Not Available	0	0	1	78	5162.03	0
300-400%	Single-Family Attached	WV	Owner	0.265165	0.734835	0	51	930.442	1.14105e-05
300-400%	Single-Family Attached	WV	Renter	0.0567641	0.943236	0	27	4231.59	7.709e-06
400%+	Single-Family Attached	WV	Not Available	0	0	1	234	8002.4	0
400%+	Single-Family Attached	WV	Owner	0.175319	0.824681	0	190	3427.78	3.37275e-05
400%+	Single-Family Attached	WV	Renter	0.0691661	0.930834	0	44	4574.62	1.51701e-05
Not Available	Single-Family Attached	WV	Not Available	0.140482	0.859518	0	14	35203.5	1.85778e-05
Not Available	Single-Family Attached	WV	Owner	0	0	1	270	17111.7	0
Not Available	Single-Family Attached	WV	Renter	0	0	1	123	18091.8	0
0-100%	Single-Family Attached	WY	Not Available	0	0	1	55	1499.25	0
0-100%	Single-Family Attached	WY	Owner	0.43334	0.56666	0	33	0	2.51831e-06
0-100%	Single-Family Attached	WY	Renter	0.351592	0.648408	0	22	1499.25	4.77284e-06
100-150%	Single-Family Attached	WY	Not Available	0	0	1	12	1647.88	0
100-150%	Single-Family Attached	WY	Owner	0.541751	0.458249	0	63	0	1.85658e-06
100-150%	Single-Family Attached	WY	Renter	0.454294	0.545706	0	25	1647.88	4.61142e-06
150-200%	Single-Family Attached	WY	Not Available	0	0	1	127	927.388	0
150-200%	Single-Family Attached	WY	Owner	0.460538	0.539462	0	108	0	2.783e-06
150-200%	Single-Family Attached	WY	Renter	0.265016	0.734984	0	19	927.388	4.83743e-06
200-300%	Single-Family Attached	WY	Not Available	0	0	1	30	2371.61	0
200-300%	Single-Family Attached	WY	Owner	0.273087	0.726913	0	21	1962.43	7.49441e-06
200-300%	Single-Family Attached	WY	Renter	0.175961	0.824039	0	35	409.184	7.41155e-06
300-400%	Single-Family Attached	WY	Not Available	0	0	1	27	1417.23	0
300-400%	Single-Family Attached	WY	Owner	0.404592	0.595408	0	17	950.658	7.93993e-06
300-400%	Single-Family Attached	WY	Renter	0.382188	0.617812	0	10	466.569	5.37678e-06
400%+	Single-Family Attached	WY	Not Available	0	0	1	46	4728.8	0
400%+	Single-Family Attached	WY	Owner	0.291452	0.708548	0	34	2781.65	2.23324e-05
400%+	Single-Family Attached	WY	Renter	0.336522	0.663478	0	12	1947.16	1.21022e-05
Not Available	Single-Family Attached	WY	Not Available	0.378979	0.621021	0	15	12592.2	1.13849e-05
Not Available	Single-Family Attached	WY	Owner	0	0	1	59	5694.73	0
Not Available	Single-Family Attached	WY	Renter	0	0	1	34	6897.42	0
0-100%	Single-Family Detached	AK	Not Available	0	0	1	19	14705.8	0
0-100%	Single-Family Detached	AK	Owner	0.671956	0.328044	0	13	9646.4	4.80197e-05
0-100%	Single-Family Detached	AK	Renter	0.689169	0.310831	0	11	5059.38	2.44089e-05
100-150%	Single-Family Detached	AK	Not Available	0	0	1	22	13833.8	0
100-150%	Single-Family Detached	AK	Owner	0.830023	0.169977	0	18	11429.8	4.1919e-05
100-150%	Single-Family Detached	AK	Renter	0.699103	0.300897	0	16	2403.99	1.85233e-05
150-200%	Single-Family Detached	AK	Not Available	0	0	1	32	15071.5	0
150-200%	Single-Family Detached	AK	Owner	0.702667	0.297333	0	29	14368.2	4.53631e-05
150-200%	Single-Family Detached	AK	Renter	0.624097	0.375903	0	10	703.281	1.91173e-05
200-300%	Single-Family Detached	AK	Not Available	0	0	1	36	13419.8	0
200-300%	Single-Family Detached	AK	Owner	0.757687	0.242313	0	32	10962.8	0.000109404
200-300%	Single-Family Detached	AK	Renter	0.47457	0.52543	0	15	2456.98	3.53228e-05
300-400%	Single-Family Detached	AK	Not Available	0	0	1	79	25313.9	0
300-400%	Single-Family Detached	AK	Owner	0.684748	0.315252	0	71	21908.2	0.000121002
300-400%	Single-Family Detached	AK	Renter	0.583218	0.416782	0	16	3405.71	2.57697e-05
400%+	Single-Family Detached	AK	Not Available	0	0	1	104	76783.9	0
400%+	Single-Family Detached	AK	Owner	0.778651	0.221349	0	96	70138.1	0.000587128
400%+	Single-Family Detached	AK	Renter	0.517241	0.482759	0	17	6645.8	6.14682e-05
Not Available	Single-Family Detached	AK	Not Available	0.747361	0.252639	0	195	159129	0.000323577
Not Available	Single-Family Detached	AK	Owner	0	0	1	172	138453	0
Not Available	Single-Family Detached	AK	Renter	0	0	1	23	20675.1	0
0-100%	Single-Family Detached	AL	Not Available	0	0	1	19	137831	0
0-100%	Single-Family Detached	AL	Owner	0.477911	0.522089	0	15	109842	0.000677003
0-100%	Single-Family Detached	AL	Renter	0.39553	0.60447	0	48	27988.8	0.000426599
100-150%	Single-Family Detached	AL	Not Available	0	0	1	30	171001	0
100-150%	Single-Family Detached	AL	Owner	0.645329	0.354671	0	26	142158	0.00062143
100-150%	Single-Family Detached	AL	Renter	0.360784	0.639216	0	33	28842.1	0.0002489
150-200%	Single-Family Detached	AL	Not Available	0	0	1	25	142089	0
150-200%	Single-Family Detached	AL	Owner	0.6375	0.3625	0	24	135840	0.000631117
150-200%	Single-Family Detached	AL	Renter	0.235135	0.764865	0	18	6249.55	0.000199718
200-300%	Single-Family Detached	AL	Not Available	0	0	1	48	225168	0
200-300%	Single-Family Detached	AL	Owner	0.525603	0.474397	0	46	213814	0.00134264
200-300%	Single-Family Detached	AL	Renter	0.132679	0.867321	0	28	11353.6	0.000316895
300-400%	Single-Family Detached	AL	Not Available	0	0	1	36	195364	0
300-400%	Single-Family Detached	AL	Owner	0.406211	0.593789	0	35	188241	0.00121013
300-400%	Single-Family Detached	AL	Renter	0.399468	0.600532	0	12	7123.16	0.000203903
400%+	Single-Family Detached	AL	Not Available	0	0	1	74	433963	0
400%+	Single-Family Detached	AL	Owner	0.463781	0.536219	0	71	412266	0.00342391
400%+	Single-Family Detached	AL	Renter	0.16829	0.83171	0	25	21696.6	0.00031594
Not Available	Single-Family Detached	AL	Not Available	0.499016	0.500984	0	167	1.30542e+06	0.00162662
Not Available	Single-Family Detached	AL	Owner	0	0	1	155	1.20216e+06	0
Not Available	Single-Family Detached	AL	Renter	0	0	1	12	103254	0
0-100%	Single-Family Detached	AR	Not Available	0	0	1	27	104532	0
0-100%	Single-Family Detached	AR	Owner	0.449771	0.550229	0	17	66687.4	0.000454577
0-100%	Single-Family Detached	AR	Renter	0.150901	0.849099	0	10	37844.8	0.000296811
100-150%	Single-Family Detached	AR	Not Available	0	0	1	39	100309	0
100-150%	Single-Family Detached	AR	Owner	0.568263	0.431737	0	31	73922.9	0.000438199
100-150%	Single-Family Detached	AR	Renter	0.404907	0.595093	0	32	26386.5	0.000199462
150-200%	Single-Family Detached	AR	Not Available	0	0	1	39	109314	0
150-200%	Single-Family Detached	AR	Owner	0.716707	0.283293	0	29	79864.8	0.000437111
150-200%	Single-Family Detached	AR	Renter	0.622942	0.377058	0	10	29449.5	0.000159602
200-300%	Single-Family Detached	AR	Not Available	0	0	1	63	178672	0
200-300%	Single-Family Detached	AR	Owner	0.616937	0.383063	0	54	152632	0.00087165
200-300%	Single-Family Detached	AR	Renter	0.339818	0.660182	0	55	26040.6	0.000239733
300-400%	Single-Family Detached	AR	Not Available	0	0	1	37	85971.5	0
300-400%	Single-Family Detached	AR	Owner	0.6078	0.3922	0	35	80873.9	0.00071898
300-400%	Single-Family Detached	AR	Renter	0.372357	0.627643	0	32	5097.59	0.000142095
400%+	Single-Family Detached	AR	Not Available	0	0	1	77	259770	0
400%+	Single-Family Detached	AR	Owner	0.502393	0.497607	0	73	245724	0.00185226
400%+	Single-Family Detached	AR	Renter	0.311172	0.688828	0	35	14045.7	0.000191906
Not Available	Single-Family Detached	AR	Not Available	0.546617	0.453383	0	207	838570	0.000958076
Not Available	Single-Family Detached	AR	Owner	0	0	1	175	699705	0
Not Available	Single-Family Detached	AR	Renter	0	0	1	32	138865	0
0-100%	Single-Family Detached	AZ	Not Available	0	0	1	27	120559	0
0-100%	Single-Family Detached	AZ	Owner	0.284834	0.715166	0	19	85853.1	0.000650025
0-100%	Single-Family Detached	AZ	Renter	0.584536	0.415464	0	13	34706.1	0.000393982
100-150%	Single-Family Detached	AZ	Not Available	0	0	1	34	150904	0
100-150%	Single-Family Detached	AZ	Owner	0.357142	0.642858	0	27	112048	0.000558213
100-150%	Single-Family Detached	AZ	Renter	0.411497	0.588503	0	10	38856	0.000266806
150-200%	Single-Family Detached	AZ	Not Available	0	0	1	31	77913.8	0
150-200%	Single-Family Detached	AZ	Owner	0.197387	0.802613	0	24	49034.5	0.000657928
150-200%	Single-Family Detached	AZ	Renter	0.646188	0.353812	0	10	28879.3	0.000261055
200-300%	Single-Family Detached	AZ	Not Available	0	0	1	95	329483	0
200-300%	Single-Family Detached	AZ	Owner	0.277479	0.722521	0	83	286339	0.00150153
200-300%	Single-Family Detached	AZ	Renter	0.098299	0.901701	0	12	43144.7	0.000473929
300-400%	Single-Family Detached	AZ	Not Available	0	0	1	97	297397	0
300-400%	Single-Family Detached	AZ	Owner	0.380024	0.619976	0	89	275221	0.0014197
300-400%	Single-Family Detached	AZ	Renter	0.147772	0.852228	0	13	22175.5	0.000359906
400%+	Single-Family Detached	AZ	Not Available	0	0	1	203	823352	0
400%+	Single-Family Detached	AZ	Owner	0.328438	0.671562	0	189	766023	0.00496668
400%+	Single-Family Detached	AZ	Renter	0.276827	0.723173	0	14	57329.1	0.000709005
Not Available	Single-Family Detached	AZ	Not Available	0.328595	0.671405	0	352	1.79961e+06	0.00165097
Not Available	Single-Family Detached	AZ	Owner	0	0	1	312	1.57452e+06	0
Not Available	Single-Family Detached	AZ	Renter	0	0	1	40	225091	0
0-100%	Single-Family Detached	CA	Not Available	0	0	1	55	588914	0
