Dependency=County	Option=CAISO	Option=ERCOT	Option=MISO	Option=NEISO	Option=None	Option=NYISO	Option=PJM	Option=SPP	source_count	source_weight	sampling_probability
SC, Sumter County	0	0	0	0	1	0	0	0	4926	46900	0.000349856
SC, Union County	0	0	0	0	1	0	0	0	1777	14022	0.000104599
SC, Williamsburg County	0	0	0	0	1	0	0	0	2575	15202	0.000113401
SC, York County	0	0	0	0	1	0	0	0	5093	99638	0.000743261
SD, Aurora County	0	0	0	0	0	0	0	1	752	1327	9.8989e-06
SD, Beadle County	0	0	0	0	0	0	0	1	3499	8376	6.24815e-05
SD, Bennett County	0	0	0	0	0	0	0	1	654	1157	8.63076e-06
SD, Bon Homme County	0	0	0	0	0	0	0	1	1530	2943	2.19536e-05
SD, Brookings County	0	0	0	0	0	0	0	1	1774	13826	0.000103137
SD, Brown County	0	0	1	0	0	0	0	0	3345	17471	0.000130327
SD, Brule County	0	0	0	0	0	0	0	1	881	2471	1.84327e-05
SD, Buffalo County	0	0	0	0	0	0	0	1	235	578	4.31166e-06
SD, Butte County	0	0	0	0	1	0	0	0	706	4686	3.49558e-05
SD, Campbell County	0	0	0	0	0	0	0	1	564	994	7.41483e-06
SD, Charles Mix County	0	0	0	0	0	0	0	1	1635	3867	2.88463e-05
SD, Clark County	0	0	1	0	0	0	0	0	901	1789	1.33452e-05
SD, Clay County	0	0	0	0	0	0	0	1	1446	5787	4.31688e-05
SD, Codington County	0	0	1	0	0	0	0	0	1907	12722	9.4901e-05
SD, Corson County	0	0	0	0	0	0	0	1	873	1516	1.13088e-05
SD, Custer County	0	0	0	0	0	0	0	1	1258	4861	3.62612e-05
SD, Davison County	0	0	0	0	0	0	0	1	1374	9130	6.81061e-05
SD, Day County	0	0	1	0	0	0	0	0	2057	3672	2.73917e-05
SD, Deuel County	0	0	1	0	0	0	0	0	1225	2205	1.64484e-05
SD, Dewey County	0	0	0	0	0	0	0	1	532	2005	1.49565e-05
SD, Douglas County	0	0	0	0	0	0	0	1	705	1437	1.07195e-05
SD, Edmunds County	0	0	0	0	0	0	0	1	1057	1954	1.45761e-05
SD, Fall River County	0	0	0	0	1	0	0	0	1412	4167	3.10842e-05
SD, Faulk County	0	0	0	0	0	0	0	1	954	1199	8.94407e-06
SD, Grant County	0	0	1	0	0	0	0	0	1335	3541	2.64145e-05
SD, Gregory County	0	0	0	0	0	0	0	1	1171	2499	1.86416e-05
SD, Haakon County	0	0	0	0	0	0	0	1	555	1040	7.75802e-06
SD, Hamlin County	0	0	1	0	0	0	0	0	872	2803	2.09093e-05
SD, Hand County	0	0	0	0	0	0	0	1	1058	1817	1.35541e-05
SD, Hanson County	0	0	0	0	0	0	0	1	1089	1183	8.82469e-06
SD, Harding County	0	0	0	0	1	0	0	0	534	676	5.0427e-06
SD, Hughes County	0	0	0	0	0	0	0	1	1121	7814	5.82894e-05
SD, Hutchinson County	0	0	0	0	0	0	0	1	1898	3352	2.50047e-05
SD, Hyde County	0	0	0	0	0	0	0	1	387	699	5.21427e-06
SD, Jackson County	0	0	0	0	0	0	0	1	1298	1288	9.60798e-06
SD, Jerauld County	0	0	0	0	0	0	0	1	536	1054	7.86244e-06
SD, Jones County	0	0	0	0	0	0	0	1	895	519	3.87154e-06
SD, Kingsbury County	0	0	0	0	0	0	0	1	1334	2732	2.03796e-05
SD, Lake County	0	0	0	0	0	0	0	1	1089	5652	4.21617e-05
SD, Lawrence County	0	0	0	0	0	0	0	1	1469	13355	9.96231e-05
SD, Lincoln County	0	0	0	0	0	0	0	1	2614	19084	0.000142359
SD, Lyman County	0	0	0	0	0	0	0	1	1095	1726	1.28753e-05
SD, Marshall County	0	0	1	0	0	0	0	0	1310	2564	1.91264e-05
SD, McCook County	0	0	0	0	0	0	0	1	1224	2506	1.86938e-05
SD, McPherson County	0	0	0	0	0	0	0	1	930	1405	1.04807e-05
SD, Meade County	0	0	0	0	0	0	0	1	1640	11489	8.57035e-05
SD, Mellette County	0	0	0	0	0	0	0	1	1843	858	6.40035e-06
SD, Miner County	0	0	0	0	0	0	0	1	735	1261	9.40659e-06
SD, Minnehaha County	0	0	0	0	0	0	0	1	5510	76057	0.000567356
SD, Moody County	0	0	0	0	0	0	0	1	1050	2827	2.10883e-05
SD, Oglala Lakota County	0	0	0	0	0	0	0	1	1578	3585	2.67427e-05
SD, Pennington County	0	0	0	0	0	0	0	1	4366	46694	0.000348319
SD, Perkins County	0	0	0	0	0	0	0	1	1103	1786	1.33228e-05
SD, Potter County	0	0	0	0	0	0	0	1	812	1553	1.15848e-05
SD, Roberts County	0	0	1	0	0	0	0	0	2155	4952	3.694e-05
SD, Sanborn County	0	0	0	0	0	0	0	1	1344	1244	9.27979e-06
SD, Spink County	0	0	1	0	0	0	0	0	1952	3172	2.36619e-05
SD, Stanley County	0	0	0	0	0	0	0	1	479	1499	1.1182e-05
SD, Sully County	0	0	0	0	0	0	0	1	389	809	6.03483e-06
SD, Todd County	0	0	0	0	0	0	0	1	889	3134	2.33784e-05
SD, Tripp County	0	0	0	0	0	0	0	1	1936	3067	2.28786e-05
SD, Turner County	0	0	0	0	0	0	0	1	1334	3961	2.95475e-05
SD, Union County	0	0	0	0	0	0	0	1	1331	6683	4.98525e-05
SD, Walworth County	0	0	0	0	0	0	0	1	1089	3003	2.24012e-05
SD, Yankton County	0	0	0	0	0	0	0	1	1415	9787	7.30071e-05
SD, Ziebach County	0	0	0	0	0	0	0	1	320	996	7.42979e-06
TN, Anderson County	0	0	0	0	1	0	0	0	3000	34781	0.000259454
TN, Bedford County	0	0	0	0	1	0	0	0	2263	18622	0.000138913
TN, Benton County	0	0	0	0	1	0	0	0	1625	8981	6.69948e-05
TN, Bledsoe County	0	0	0	0	1	0	0	0	1173	5690	4.24453e-05
TN, Blount County	0	0	0	0	1	0	0	0	4852	56080	0.000418336
TN, Bradley County	0	0	0	0	1	0	0	0	3392	42556	0.000317452
TN, Campbell County	0	0	0	0	1	0	0	0	2312	20336	0.000151699
TN, Cannon County	0	0	0	0	1	0	0	0	725	6070	4.52799e-05
TN, Carroll County	0	0	0	0	1	0	0	0	2399	13187	9.83699e-05
TN, Carter County	0	0	0	0	1	0	0	0	2414	27791	0.00020731
TN, Cheatham County	0	0	0	0	1	0	0	0	1185	15834	0.000118115
TN, Chester County	0	0	0	0	1	0	0	0	986	7023	5.23889e-05
TN, Claiborne County	0	0	0	0	1	0	0	0	1680	15054	0.000112297
TN, Clay County	0	0	0	0	1	0	0	0	616	4257	3.17555e-05
TN, Cocke County	0	0	0	0	1	0	0	0	2451	17372	0.000129588
TN, Coffee County	0	0	0	0	1	0	0	0	2726	23582	0.000175913
TN, Crockett County	0	0	0	0	1	0	0	0	998	6395	4.77043e-05
TN, Cumberland County	0	0	0	0	1	0	0	0	3404	28650	0.000213718
TN, Davidson County	0	0	0	0	1	0	0	0	10775	294794	0.00219905
TN, DeKalb County	0	0	0	0	1	0	0	0	974	9432	7.03591e-05
TN, Decatur County	0	0	0	0	1	0	0	0	1379	6849	5.10909e-05
TN, Dickson County	0	0	0	0	1	0	0	0	2680	21146	0.000157741
TN, Dyer County	0	0	0	0	1	0	0	0	1946	16784	0.000125202
TN, Fayette County	0	0	0	0	1	0	0	0	2211	16250	0.000121219
TN, Fentress County	0	0	0	0	1	0	0	0	895	8918	6.65248e-05
TN, Franklin County	0	0	0	0	1	0	0	0	3029	18965	0.000141472
TN, Gibson County	0	0	0	0	1	0	0	0	3278	22362	0.000166812
TN, Giles County	0	0	0	0	1	0	0	0	2729	13853	0.000103338
TN, Grainger County	0	0	0	0	1	0	0	0	1346	10853	8.09591e-05
TN, Greene County	0	0	0	0	1	0	0	0	4168	32149	0.000239818
TN, Grundy County	0	0	0	0	1	0	0	0	1236	6394	4.76967e-05
TN, Hamblen County	0	0	0	0	1	0	0	0	2321	27023	0.000201581
TN, Hamilton County	0	0	0	0	1	0	0	0	8708	154903	0.00115552
TN, Hancock County	0	0	0	0	1	0	0	0	629	3608	2.69142e-05
TN, Hardeman County	0	0	0	0	1	0	0	0	2140	10869	8.10786e-05
TN, Hardin County	0	0	0	0	1	0	0	0	2462	13967	0.000104188
TN, Hawkins County	0	0	0	0	1	0	0	0	2824	26838	0.000200201
TN, Haywood County	0	0	0	0	1	0	0	0	1454	8390	6.25862e-05
TN, Henderson County	0	0	0	0	1	0	0	0	2051	12813	9.55801e-05
TN, Henry County	0	0	0	0	1	0	0	0	2569	17015	0.000126925
TN, Hickman County	0	0	0	0	1	0	0	0	2364	10289	7.67519e-05
TN, Houston County	0	0	0	0	1	0	0	0	860	4166	3.10767e-05
TN, Humphreys County	0	0	0	0	1	0	0	0	1982	8874	6.61967e-05
TN, Jackson County	0	0	0	0	1	0	0	0	655	5820	4.3415e-05
TN, Jefferson County	0	0	0	0	1	0	0	0	2535	23667	0.000176547
TN, Johnson County	0	0	0	0	1	0	0	0	1084	8926	6.65845e-05
TN, Knox County	0	0	0	0	1	0	0	0	8343	199213	0.00148605
TN, Lake County	0	0	0	0	1	0	0	0	520	2602	1.941e-05
TN, Lauderdale County	0	0	0	0	1	0	0	0	1223	11286	8.41892e-05
TN, Lawrence County	0	0	0	0	1	0	0	0	2620	18149	0.000135385
TN, Lewis County	0	0	0	0	1	0	0	0	1007	5468	4.07892e-05
TN, Lincoln County	0	0	0	0	1	0	0	0	2054	15355	0.000114542
TN, Loudon County	0	0	0	0	1	0	0	0	3223	22281	0.000166208
TN, Macon County	0	0	0	0	1	0	0	0	948	9971	7.43799e-05
TN, Madison County	0	0	0	0	1	0	0	0	3505	42647	0.00031813
TN, Marion County	0	0	0	0	1	0	0	0	2085	13032	9.72137e-05
TN, Marshall County	0	0	0	0	1	0	0	0	1878	13269	9.89816e-05
TN, Maury County	0	0	0	0	1	0	0	0	4511	35980	0.000268397
TN, McMinn County	0	0	0	0	1	0	0	0	2994	23268	0.00017357
TN, McNairy County	0	0	0	0	1	0	0	0	2229	11992	8.94557e-05
TN, Meigs County	0	0	0	0	1	0	0	0	1081	5671	4.23034e-05
TN, Monroe County	0	0	0	0	1	0	0	0	3038	20831	0.000155391
TN, Montgomery County	0	0	0	0	1	0	0	0	3731	76771	0.000572681
TN, Moore County	0	0	0	0	1	0	0	0	510	2974	2.21849e-05
TN, Morgan County	0	0	0	0	1	0	0	0	1200	8896	6.63608e-05
TN, Obion County	0	0	0	0	1	0	0	0	2458	14608	0.00010897
TN, Overton County	0	0	0	0	1	0	0	0	1149	10263	7.65581e-05
TN, Perry County	0	0	0	0	1	0	0	0	1182	4588	3.42246e-05
TN, Pickett County	0	0	0	0	1	0	0	0	446	3452	2.57505e-05
TN, Polk County	0	0	0	0	1	0	0	0	1680	8378	6.24968e-05
TN, Putnam County	0	0	0	0	1	0	0	0	3411	32947	0.000245771
TN, Rhea County	0	0	0	0	1	0	0	0	1855	14415	0.00010753
TN, Roane County	0	0	0	0	1	0	0	0	3527	25591	0.000190899
TN, Robertson County	0	0	0	0	1	0	0	0	2070	26530	0.000197904
TN, Rutherford County	0	0	0	0	1	0	0	0	4926	109726	0.000818513
TN, Scott County	0	0	0	0	1	0	0	0	1496	9876	7.36711e-05
TN, Sequatchie County	0	0	0	0	1	0	0	0	774	6389	4.76594e-05
TN, Sevier County	0	0	0	0	1	0	0	0	4434	56274	0.000419783
TN, Shelby County	0	0	0	0	1	0	0	0	17275	403101	0.00300698
TN, Smith County	0	0	0	0	1	0	0	0	1230	8610	6.42273e-05
TN, Stewart County	0	0	0	0	1	0	0	0	1590	6768	5.04866e-05
TN, Sullivan County	0	0	0	0	1	0	0	0	5735	74154	0.00055316
TN, Sumner County	0	0	0	0	1	0	0	0	3804	68156	0.000508418
TN, Tipton County	0	0	0	0	1	0	0	0	1430	23435	0.000174816
TN, Trousdale County	0	0	0	0	1	0	0	0	411	3425	2.55492e-05
TN, Unicoi County	0	0	0	0	1	0	0	0	1240	8837	6.59207e-05
TN, Union County	0	0	0	0	1	0	0	0	1096	9078	6.77185e-05
TN, Van Buren County	0	0	0	0	1	0	0	0	637	2654	1.97978e-05
TN, Warren County	0	0	0	0	1	0	0	0	1701	17834	0.000133035
TN, Washington County	0	0	0	0	1	0	0	0	4412	58890	0.000439298
TN, Wayne County	0	0	0	0	1	0	0	0	1887	7264	5.41865e-05
TN, Weakley County	0	0	0	0	1	0	0	0	2685	15529	0.00011584
TN, White County	0	0	0	0	1	0	0	0	1326	11607	8.65836e-05
TN, Williamson County	0	0	0	0	1	0	0	0	4535	74188	0.000553414
TN, Wilson County	0	0	0	0	1	0	0	0	3529	49077	0.000366095
TX, Anderson County	0	1	0	0	0	0	0	0	3172	20134	0.000150193
TX, Andrews County	0	1	0	0	0	0	0	0	2485	6065	4.52426e-05
TX, Angelina County	0	1	0	0	0	0	0	0	3456	36226	0.000270233
TX, Aransas County	0	1	0	0	0	0	0	0	1586	15726	0.00011731
TX, Archer County	0	1	0	0	0	0	0	0	1830	4144	3.09127e-05
TX, Armstrong County	0	0	0	0	0	0	0	1	886	928	6.92251e-06
TX, Atascosa County	0	1	0	0	0	0	0	0	2965	17854	0.000133184
TX, Austin County	0	1	0	0	0	0	0	0	2144	13005	9.70124e-05
TX, Bailey County	0	0	0	0	0	0	0	1	1606	2745	2.04766e-05
TX, Bandera County	0	1	0	0	0	0	0	0	2267	11601	8.6539e-05
TX, Bastrop County	0	1	0	0	0	0	0	0	3395	29649	0.00022117
TX, Baylor County	0	1	0	0	0	0	0	0	920	2675	1.99544e-05
TX, Bee County	0	1	0	0	0	0	0	0	2113	10654	7.94748e-05
TX, Bell County	0	1	0	0	0	0	0	0	8791	133682	0.000997218
TX, Bexar County	0	1	0	0	0	0	0	0	26452	679299	0.00506732
TX, Blanco County	0	1	0	0	0	0	0	0	1488	5657	4.2199e-05
TX, Borden County	0	1	0	0	0	0	0	0	1000	403	3.00623e-06
TX, Bosque County	0	1	0	0	0	0	0	0	3042	9661	7.20675e-05
TX, Bowie County	0	0	0	0	0	0	0	1	4639	39192	0.000292357
TX, Brazoria County	0	1	0	0	0	0	0	0	10133	126945	0.000946961
TX, Brazos County	0	1	0	0	0	0	0	0	3611	83504	0.000622908
TX, Brewster County	0	1	0	0	0	0	0	0	3390	5430	4.05057e-05
TX, Briscoe County	0	1	0	0	0	0	0	0	1000	1011	7.54166e-06
TX, Brooks County	0	1	0	0	0	0	0	0	1648	3045	2.27146e-05
TX, Brown County	0	1	0	0	0	0	0	0	2993	18474	0.000137809
TX, Burleson County	0	1	0	0	0	0	0	0	1524	8894	6.63459e-05
TX, Burnet County	0	1	0	0	0	0	0	0	3316	21535	0.000160643
TX, Caldwell County	0	1	0	0	0	0	0	0	2690	13971	0.000104218
TX, Calhoun County	0	1	0	0	0	0	0	0	1885	11699	8.72701e-05
TX, Callahan County	0	1	0	0	0	0	0	0	1722	6578	4.90693e-05
TX, Cameron County	0	1	0	0	0	0	0	0	12347	146301	0.00109135
TX, Camp County	0	0	0	0	0	0	0	1	801	5678	4.23556e-05
TX, Carson County	0	0	0	0	0	0	0	1	2484	2774	2.0693e-05
TX, Cass County	0	0	0	0	0	0	0	1	2418	14430	0.000107642
TX, Castro County	0	0	0	0	0	0	0	1	2076	3191	2.38036e-05
TX, Chambers County	0	1	0	0	0	0	0	0	2032	14440	0.000107717
TX, Cherokee County	0	1	0	0	0	0	0	0	2985	20971	0.000156436
TX, Childress County	0	1	0	0	0	0	0	0	1518	2974	2.21849e-05
TX, Clay County	0	1	0	0	0	0	0	0	1811	5155	3.84544e-05
TX, Cochran County	0	0	0	0	0	0	0	1	1280	1354	1.01003e-05
TX, Coke County	0	1	0	0	0	0	0	0	1585	2664	1.98724e-05
TX, Coleman County	0	1	0	0	0	0	0	0	2567	5525	4.12143e-05
TX, Collin County	0	1	0	0	0	0	0	0	17258	329455	0.00245761
TX, Collingsworth County	0	0	0	0	0	0	0	1	1286	1428	1.06523e-05
TX, Colorado County	0	1	0	0	0	0	0	0	2843	10555	7.87363e-05
TX, Comal County	0	1	0	0	0	0	0	0	3465	51631	0.000385147
TX, Comanche County	0	1	0	0	0	0	0	0	1752	7243	5.403e-05
TX, Concho County	0	1	0	0	0	0	0	0	1205	1647	1.2286e-05
TX, Cooke County	0	1	0	0	0	0	0	0	2936	16675	0.000124389
TX, Coryell County	0	1	0	0	0	0	0	0	3195	26032	0.000194189
TX, Cottle County	0	1	0	0	0	0	0	0	1164	1051	7.84005e-06
TX, Crane County	0	1	0	0	0	0	0	0	1237	1655	1.23456e-05
TX, Crockett County	0	1	0	0	0	0	0	0	1221	1825	1.36138e-05
TX, Crosby County	0	1	0	0	0	0	0	0	1601	2902	2.16477e-05
TX, Culberson County	0	1	0	0	0	0	0	0	1450	1012	7.54913e-06
TX, Dallam County	0	0	0	0	0	0	0	1	1540	2892	2.15732e-05
TX, Dallas County	0	1	0	0	0	0	0	0	44113	975540	0.00727715
TX, Dawson County	0	1	0	0	0	0	0	0	2818	5206	3.88348e-05
TX, DeWitt County	0	1	0	0	0	0	0	0	1965	9178	6.84644e-05
TX, Deaf Smith County	0	0	0	0	0	0	0	1	2297	7061	5.26722e-05
TX, Delta County	0	1	0	0	0	0	0	0	786	2460	1.83506e-05
TX, Denton County	0	1	0	0	0	0	0	0	14651	281136	0.00209717
TX, Dickens County	0	1	0	0	0	0	0	0	1123	1397	1.0421e-05
TX, Dimmit County	0	1	0	0	0	0	0	0	2052	4351	3.24567e-05
TX, Donley County	0	0	0	0	0	0	0	1	1724	2131	1.58964e-05
TX, Duval County	0	1	0	0	0	0	0	0	3117	5536	4.12965e-05
TX, Eastland County	0	1	0	0	0	0	0	0	2362	10243	7.64088e-05
TX, Ector County	0	1	0	0	0	0	0	0	4616	56167	0.000418984
TX, Edwards County	0	1	0	0	0	0	0	0	1138	1721	1.2838e-05
TX, El Paso County	0	0	0	0	1	0	0	0	17538	286261	0.0021354
TX, Ellis County	0	1	0	0	0	0	0	0	6379	57235	0.000426952
TX, Erath County	0	1	0	0	0	0	0	0	3151	17375	0.000129611
TX, Falls County	0	1	0	0	0	0	0	0	1878	7722	5.76032e-05
TX, Fannin County	0	1	0	0	0	0	0	0	2496	14232	0.000106165
TX, Fayette County	0	1	0	0	0	0	0	0	3475	13881	0.000103547
TX, Fisher County	0	1	0	0	0	0	0	0	1783	2180	1.6262e-05
TX, Floyd County	0	0	0	0	0	0	0	1	1574	2999	2.23714e-05
TX, Foard County	0	1	0	0	0	0	0	0	855	855	6.37797e-06
TX, Fort Bend County	0	1	0	0	0	0	0	0	11898	224504	0.00167472
TX, Franklin County	0	1	0	0	0	0	0	0	989	5782	4.31315e-05
TX, Freestone County	0	1	0	0	0	0	0	0	2080	9297	6.93522e-05
TX, Frio County	0	1	0	0	0	0	0	0	2996	5888	4.39221e-05
TX, Gaines County	0	0	0	0	0	0	0	1	2958	6349	4.7361e-05
TX, Galveston County	0	1	0	0	0	0	0	0	9595	140048	0.00104471
TX, Garza County	0	0	0	0	0	0	0	1	1356	2182	1.62768e-05
TX, Gillespie County	0	1	0	0	0	0	0	0	1899	12913	9.6326e-05
TX, Glasscock County	0	1	0	0	0	0	0	0	1156	546	4.07294e-06
TX, Goliad County	0	1	0	0	0	0	0	0	532	3712	2.76901e-05
TX, Gonzales County	0	1	0	0	0	0	0	0	2123	8822	6.58088e-05
TX, Gray County	0	0	0	0	0	0	0	1	2892	10111	7.54241e-05
TX, Grayson County	0	1	0	0	0	0	0	0	6706	54395	0.000405766
TX, Gregg County	0	0	0	0	0	0	0	1	5324	51197	0.00038191
TX, Grimes County	0	1	0	0	0	0	0	0	1920	10983	8.1929e-05
TX, Guadalupe County	0	1	0	0	0	0	0	0	3301	54130	0.00040379
TX, Hale County	0	0	0	0	0	0	0	1	3465	13477	0.000100533
TX, Hall County	0	1	0	0	0	0	0	0	1430	1940	1.44717e-05
TX, Hamilton County	0	1	0	0	0	0	0	0	1127	4564	3.40457e-05
TX, Hansford County	0	0	0	0	0	0	0	1	1332	2327	1.73585e-05
TX, Hardeman County	0	1	0	0	0	0	0	0	1435	2362	1.76196e-05
TX, Hardin County	0	0	1	0	0	0	0	0	3638	23523	0.000175473
TX, Harris County	0	1	0	0	0	0	0	0	75406	1.68766e+06	0.0125893
TX, Harrison County	0	0	0	0	0	0	0	1	3704	28045	0.000209205
TX, Hartley County	0	0	0	0	0	0	0	1	1316	1978	1.47551e-05
TX, Haskell County	0	1	0	0	0	0	0	0	1829	3447	2.57133e-05
TX, Hays County	0	1	0	0	0	0	0	0	3165	70192	0.000523606
TX, Hemphill County	0	0	0	0	0	0	0	1	1266	1700	1.26813e-05
TX, Henderson County	0	1	0	0	0	0	0	0	4519	39939	0.000297929
TX, Hidalgo County	0	1	0	0	0	0	0	0	16617	261496	0.00195066
TX, Hill County	0	1	0	0	0	0	0	0	3469	16133	0.000120346
TX, Hockley County	0	0	0	0	0	0	0	1	4295	9296	6.93445e-05
TX, Hood County	0	1	0	0	0	0	0	0	2609	25518	0.000190355
TX, Hopkins County	0	1	0	0	0	0	0	0	2217	15181	0.000113245
TX, Houston County	0	1	0	0	0	0	0	0	1750	11540	8.60841e-05
TX, Howard County	0	1	0	0	0	0	0	0	2724	13136	9.79891e-05
TX, Hudspeth County	0	0	0	0	1	0	0	0	2428	1531	1.14207e-05
TX, Hunt County	0	1	0	0	0	0	0	0	4865	36954	0.000275662
TX, Hutchinson County	0	0	0	0	0	0	0	1	3817	10606	7.91167e-05
TX, Irion County	0	1	0	0	0	0	0	0	1156	867	6.46748e-06
TX, Jack County	0	1	0	0	0	0	0	0	2158	4116	3.07038e-05
TX, Jackson County	0	1	0	0	0	0	0	0	1777	6596	4.92037e-05
TX, Jasper County	0	0	1	0	0	0	0	0	2231	16866	0.000125814
TX, Jeff Davis County	0	1	0	0	0	0	0	0	957	1649	1.23009e-05
TX, Jefferson County	0	0	1	0	0	0	0	0	10760	107461	0.000801618
TX, Jim Hogg County	0	1	0	0	0	0	0	0	1294	2358	1.75898e-05
TX, Jim Wells County	0	1	0	0	0	0	0	0	2870	16232	0.000121085
TX, Johnson County	0	1	0	0	0	0	0	0	4513	59078	0.0004407
TX, Jones County	0	1	0	0	0	0	0	0	2331	7399	5.51936e-05
TX, Karnes County	0	1	0	0	0	0	0	0	1511	5809	4.3333e-05
TX, Kaufman County	0	1	0	0	0	0	0	0	4517	39273	0.000292961
TX, Kendall County	0	1	0	0	0	0	0	0	1464	14983	0.000111767
TX, Kenedy County	0	1	0	0	0	0	0	0	1006	278	2.07377e-06
TX, Kent County	0	1	0	0	0	0	0	0	1000	463	3.4538e-06
TX, Kerr County	0	1	0	0	0	0	0	0	3378	24010	0.000179105
TX, Kimble County	0	1	0	0	0	0	0	0	1530	3438	2.56461e-05
TX, King County	0	1	0	0	0	0	0	0	1000	163	1.21592e-06
TX, Kinney County	0	1	0	0	0	0	0	0	1314	1798	1.34124e-05
TX, Kleberg County	0	1	0	0	0	0	0	0	2099	13106	9.77658e-05
TX, Knox County	0	1	0	0	0	0	0	0	1428	2045	1.52549e-05
TX, La Salle County	0	1	0	0	0	0	0	0	1803	3097	2.31025e-05
TX, Lamar County	0	1	0	0	0	0	0	0	2800	22583	0.000168461
TX, Lamb County	0	0	0	0	0	0	0	1	3622	6102	4.55185e-05
TX, Lampasas County	0	1	0	0	0	0	0	0	1332	9005	6.71738e-05
TX, Lavaca County	0	1	0	0	0	0	0	0	2045	10370	7.73563e-05
TX, Lee County	0	1	0	0	0	0	0	0	1360	7584	5.65738e-05
TX, Leon County	0	1	0	0	0	0	0	0	1985	9545	7.12021e-05
TX, Liberty County	0	0	1	0	0	0	0	0	3597	29609	0.000220872
TX, Limestone County	0	1	0	0	0	0	0	0	2116	10553	7.87214e-05
TX, Lipscomb County	0	0	0	0	0	0	0	1	978	1476	1.10104e-05
TX, Live Oak County	0	1	0	0	0	0	0	0	1818	6098	4.54888e-05
TX, Llano County	0	1	0	0	0	0	0	0	2588	14779	0.000110246
TX, Loving County	0	1	0	0	0	0	0	0	776	64	4.77415e-07
TX, Lubbock County	0	0	0	0	0	0	0	1	8303	121242	0.000904418
TX, Lynn County	0	0	0	0	0	0	0	1	1907	2679	1.99843e-05
TX, Madison County	0	1	0	0	0	0	0	0	760	5174	3.85961e-05
TX, Marion County	0	0	0	0	0	0	0	1	1350	6256	4.66674e-05
TX, Martin County	0	1	0	0	0	0	0	0	1304	1884	1.40539e-05
TX, Mason County	0	1	0	0	0	0	0	0	1371	2716	2.02603e-05
TX, Matagorda County	0	1	0	0	0	0	0	0	4221	19069	0.000142248
TX, Maverick County	0	1	0	0	0	0	0	0	2651	18030	0.000134497
TX, McCulloch County	0	1	0	0	0	0	0	0	2410	4277	3.19047e-05
TX, McLennan County	0	1	0	0	0	0	0	0	7612	97741	0.000729111
TX, McMullen County	0	1	0	0	0	0	0	0	999	416	3.10321e-06
TX, Medina County	0	1	0	0	0	0	0	0	4056	18089	0.000134937
TX, Menard County	0	1	0	0	0	0	0	0	646	1637	1.22114e-05
TX, Midland County	0	1	0	0	0	0	0	0	3897	57878	0.000431747
TX, Milam County	0	1	0	0	0	0	0	0	2285	11352	8.46817e-05
TX, Mills County	0	1	0	0	0	0	0	0	885	2880	2.14837e-05
TX, Mitchell County	0	1	0	0	0	0	0	0	2080	4056	3.02562e-05
TX, Montague County	0	1	0	0	0	0	0	0	2464	10155	7.57524e-05
TX, Montgomery County	0	1	0	0	0	0	0	0	7219	196210	0.00146365
TX, Moore County	0	0	0	0	0	0	0	1	1922	7962	5.93934e-05
TX, Morris County	0	0	0	0	0	0	0	1	1058	6018	4.4892e-05
TX, Motley County	0	1	0	0	0	0	0	0	1065	797	5.94531e-06
TX, Nacogdoches County	0	1	0	0	0	0	0	0	2381	27965	0.000208608
TX, Navarro County	0	1	0	0	0	0	0	0	4448	20478	0.000152759
TX, Newton County	0	0	1	0	0	0	0	0	1892	7155	5.33737e-05
TX, Nolan County	0	1	0	0	0	0	0	0	2878	7122	5.31274e-05
TX, Nueces County	0	1	0	0	0	0	0	0	8281	145791	0.00108755
TX, Ochiltree County	0	0	0	0	0	0	0	1	896	4069	3.03531e-05
TX, Oldham County	0	0	0	0	0	0	0	1	1165	799	5.96023e-06
TX, Orange County	0	0	1	0	0	0	0	0	4239	36212	0.000270128
TX, Palo Pinto County	0	1	0	0	0	0	0	0	3681	15323	0.000114304
TX, Panola County	0	0	0	0	0	0	0	1	1685	10980	8.19066e-05
TX, Parker County	0	1	0	0	0	0	0	0	4427	47883	0.000357188
TX, Parmer County	0	0	0	0	0	0	0	1	2720	3786	2.82421e-05
TX, Pecos County	0	1	0	0	0	0	0	0	4915	5600	4.17739e-05
TX, Polk County	0	0	1	0	0	0	0	0	3590	23993	0.000178979
TX, Potter County	0	0	0	0	0	0	0	1	5204	48997	0.000365498
TX, Presidio County	0	1	0	0	0	0	0	0	2052	3959	2.95326e-05
TX, Rains County	0	1	0	0	0	0	0	0	686	5285	3.9424e-05
TX, Randall County	0	0	0	0	0	0	0	1	3486	53404	0.000398373
TX, Reagan County	0	1	0	0	0	0	0	0	1183	1374	1.02495e-05
TX, Real County	0	1	0	0	0	0	0	0	1208	2692	2.00812e-05
TX, Red River County	0	1	0	0	0	0	0	0	1562	6855	5.11357e-05
TX, Reeves County	0	1	0	0	0	0	0	0	2383	4630	3.4538e-05
TX, Refugio County	0	1	0	0	0	0	0	0	1045	3721	2.77573e-05
TX, Roberts County	0	0	0	0	0	0	0	1	959	416	3.10319e-06
TX, Robertson County	0	1	0	0	0	0	0	0	1853	8540	6.37052e-05
TX, Rockwall County	0	1	0	0	0	0	0	0	1887	30789	0.000229675
TX, Runnels County	0	1	0	0	0	0	0	0	2479	5266	3.92823e-05
TX, Rusk County	0	1	0	0	0	0	0	0	3118	21323	0.000159061
