Dependency=County	Option=Cold	Option=Hot-Dry	Option=Hot-Humid	Option=Marine	Option=Mixed-Dry	Option=Mixed-Humid	Option=Very Cold	source_count	source_weight	sampling_probability
MD, Talbot County	0	0	0	0	0	1	0	11	20110	0.000151005
MD, Washington County	0	0	0	0	0	1	0	32	61199	0.00045954
MD, Wicomico County	0	0	0	0	0	1	0	19	41911	0.000314708
MD, Worcester County	0	0	0	0	0	1	0	17	55822	0.000419165
ME, Androscoggin County	1	0	0	0	0	0	0	28	49134	0.000368944
ME, Aroostook County	0	0	0	0	0	0	1	24	39427	0.000296055
ME, Cumberland County	1	0	0	0	0	0	0	67	140350	0.00105388
ME, Franklin County	1	0	0	0	0	0	0	9	21819	0.000163838
ME, Hancock County	1	0	0	0	0	0	0	18	40469	0.00030388
ME, Kennebec County	1	0	0	0	0	0	0	31	61471	0.000461582
ME, Knox County	1	0	0	0	0	0	0	11	23921	0.000179622
ME, Lincoln County	1	0	0	0	0	0	0	10	23589	0.000177129
ME, Oxford County	1	0	0	0	0	0	0	17	36213	0.000271922
ME, Penobscot County	1	0	0	0	0	0	0	46	74302	0.00055793
ME, Piscataquis County	1	0	0	0	0	0	0	8	15296	0.000114857
ME, Sagadahoc County	1	0	0	0	0	0	0	9	18425	0.000138352
ME, Somerset County	1	0	0	0	0	0	0	17	30477	0.00022885
ME, Waldo County	1	0	0	0	0	0	0	8	21861	0.000164153
ME, Washington County	1	0	0	0	0	0	0	14	23075	0.000173269
ME, York County	1	0	0	0	0	0	0	41	107298	0.000805694
MI, Alcona County	1	0	0	0	0	0	0	6	11031	8.28315e-05
MI, Alger County	1	0	0	0	0	0	0	4	6598	4.9544e-05
MI, Allegan County	1	0	0	0	0	0	0	25	49841	0.000374254
MI, Alpena County	1	0	0	0	0	0	0	10	15973	0.00011994
MI, Antrim County	1	0	0	0	0	0	0	8	17835	0.000133922
MI, Arenac County	1	0	0	0	0	0	0	7	9752	7.32275e-05
MI, Baraga County	0	0	0	0	0	0	1	3	5225	3.92343e-05
MI, Barry County	1	0	0	0	0	0	0	11	27071	0.000203275
MI, Bay County	1	0	0	0	0	0	0	27	48038	0.000360715
MI, Benzie County	1	0	0	0	0	0	0	6	12286	9.2255e-05
MI, Berrien County	1	0	0	0	0	0	0	49	76842	0.000577004
MI, Branch County	1	0	0	0	0	0	0	12	20625	0.000154872
MI, Calhoun County	1	0	0	0	0	0	0	39	60667	0.000455547
MI, Cass County	1	0	0	0	0	0	0	11	25921	0.00019464
MI, Charlevoix County	1	0	0	0	0	0	0	14	17414	0.000130761
MI, Cheboygan County	1	0	0	0	0	0	0	9	18295	0.000137376
MI, Chippewa County	0	0	0	0	0	0	1	16	21210	0.000159265
MI, Clare County	1	0	0	0	0	0	0	11	23125	0.000173644
MI, Clinton County	1	0	0	0	0	0	0	22	30974	0.000232582
MI, Crawford County	1	0	0	0	0	0	0	5	11070	8.31238e-05
MI, Delta County	1	0	0	0	0	0	0	13	20210	0.000151756
MI, Dickinson County	1	0	0	0	0	0	0	7	13993	0.000105073
MI, Eaton County	1	0	0	0	0	0	0	28	47057	0.000353349
MI, Emmet County	1	0	0	0	0	0	0	9	21321	0.000160098
MI, Genesee County	1	0	0	0	0	0	0	131	191033	0.00143446
MI, Gladwin County	1	0	0	0	0	0	0	9	17633	0.000132405
MI, Gogebic County	0	0	0	0	0	0	1	8	10744	8.06762e-05
MI, Grand Traverse County	1	0	0	0	0	0	0	17	42353	0.000318026
MI, Gratiot County	1	0	0	0	0	0	0	10	16223	0.000121818
MI, Hillsdale County	1	0	0	0	0	0	0	12	21686	0.000162839
MI, Houghton County	0	0	0	0	0	0	1	12	18622	0.000139832
MI, Huron County	1	0	0	0	0	0	0	13	21152	0.000158829
MI, Ingham County	1	0	0	0	0	0	0	81	121962	0.000915807
MI, Ionia County	1	0	0	0	0	0	0	13	24615	0.000184833
MI, Iosco County	1	0	0	0	0	0	0	10	20409	0.00015325
MI, Iron County	0	0	0	0	0	0	1	5	9235	6.93451e-05
MI, Isabella County	1	0	0	0	0	0	0	15	28604	0.000214786
MI, Jackson County	1	0	0	0	0	0	0	38	69047	0.00051847
MI, Kalamazoo County	1	0	0	0	0	0	0	57	110622	0.000830656
MI, Kalkaska County	1	0	0	0	0	0	0	5	12125	9.10462e-05
MI, Kent County	1	0	0	0	0	0	0	128	249029	0.00186995
MI, Keweenaw County	0	0	0	0	0	0	1	3	2476	1.85921e-05
MI, Lake County	1	0	0	0	0	0	0	4	14943	0.000112206
MI, Lapeer County	1	0	0	0	0	0	0	24	36217	0.000271953
MI, Leelanau County	1	0	0	0	0	0	0	7	15214	0.000114241
MI, Lenawee County	1	0	0	0	0	0	0	23	43456	0.00032631
MI, Livingston County	1	0	0	0	0	0	0	61	74710	0.000560995
MI, Luce County	0	0	0	0	0	0	1	4	4339	3.25813e-05
MI, Mackinac County	0	0	0	0	0	0	1	6	11010	8.26736e-05
MI, Macomb County	1	0	0	0	0	0	0	217	361158	0.00271193
MI, Manistee County	1	0	0	0	0	0	0	10	15666	0.000117635
MI, Marquette County	1	0	0	0	0	0	0	25	34486	0.000258954
MI, Mason County	1	0	0	0	0	0	0	9	17301	0.000129912
MI, Mecosta County	1	0	0	0	0	0	0	11	21105	0.000158476
MI, Menominee County	1	0	0	0	0	0	0	8	14148	0.000106237
MI, Midland County	1	0	0	0	0	0	0	19	36293	0.000272522
MI, Missaukee County	1	0	0	0	0	0	0	4	9077	6.81588e-05
MI, Monroe County	1	0	0	0	0	0	0	39	63376	0.000475887
MI, Montcalm County	1	0	0	0	0	0	0	13	28113	0.000211099
MI, Montmorency County	1	0	0	0	0	0	0	5	9535	7.15977e-05
MI, Muskegon County	1	0	0	0	0	0	0	43	73385	0.000551045
MI, Newaygo County	1	0	0	0	0	0	0	11	24923	0.000187146
MI, Oakland County	1	0	0	0	0	0	0	338	533097	0.004003
MI, Oceana County	1	0	0	0	0	0	0	8	15945	0.00011973
MI, Ogemaw County	1	0	0	0	0	0	0	7	16020	0.000120293
MI, Ontonagon County	0	0	0	0	0	0	1	4	5647	4.2403e-05
MI, Osceola County	1	0	0	0	0	0	0	6	13564	0.000101852
MI, Oscoda County	1	0	0	0	0	0	0	5	9087	6.82338e-05
MI, Otsego County	1	0	0	0	0	0	0	6	14786	0.000111027
MI, Ottawa County	1	0	0	0	0	0	0	54	104755	0.0007866
MI, Presque Isle County	1	0	0	0	0	0	0	7	10398	7.80778e-05
MI, Roscommon County	1	0	0	0	0	0	0	10	24370	0.000182993
MI, Saginaw County	1	0	0	0	0	0	0	56	86792	0.000651718
MI, Sanilac County	1	0	0	0	0	0	0	13	22841	0.000171512
MI, Schoolcraft County	0	0	0	0	0	0	1	4	6320	4.74566e-05
MI, Shiawassee County	1	0	0	0	0	0	0	17	30072	0.000225809
MI, St. Clair County	1	0	0	0	0	0	0	50	71874	0.0005397
MI, St. Joseph County	1	0	0	0	0	0	0	17	27638	0.000207533
MI, Tuscola County	1	0	0	0	0	0	0	14	24246	0.000182062
MI, Van Buren County	1	0	0	0	0	0	0	16	36700	0.000275578
MI, Washtenaw County	1	0	0	0	0	0	0	100	149284	0.00112097
MI, Wayne County	1	0	0	0	0	0	0	611	816398	0.00613029
MI, Wexford County	1	0	0	0	0	0	0	8	16687	0.000125302
MN, Aitkin County	0	0	0	0	0	0	1	6	16218	0.00012178
MN, Anoka County	1	0	0	0	0	0	0	83	129252	0.000970549
MN, Becker County	0	0	0	0	0	0	1	10	19117	0.000143548
MN, Beltrami County	0	0	0	0	0	0	1	10	20834	0.000156442
MN, Benton County	1	0	0	0	0	0	0	9	16496	0.000123867
MN, Big Stone County	1	0	0	0	0	0	0	3	3128	2.3488e-05
MN, Blue Earth County	1	0	0	0	0	0	0	16	27139	0.000203786
MN, Brown County	1	0	0	0	0	0	0	8	11564	8.68336e-05
MN, Carlton County	0	0	0	0	0	0	1	7	15766	0.000118386
MN, Carver County	1	0	0	0	0	0	0	19	36343	0.000272898
MN, Cass County	0	0	0	0	0	0	1	10	25106	0.00018852
MN, Chippewa County	1	0	0	0	0	0	0	4	5720	4.29512e-05
MN, Chisago County	1	0	0	0	0	0	0	10	21375	0.000160504
MN, Clay County	0	0	0	0	0	0	1	13	25051	0.000188106
MN, Clearwater County	0	0	0	0	0	0	1	3	4768	3.58026e-05
MN, Cook County	0	0	0	0	0	0	1	3	5738	4.30863e-05
MN, Cottonwood County	1	0	0	0	0	0	0	4	5399	4.05408e-05
MN, Crow Wing County	0	0	0	0	0	0	1	16	40929	0.000307334
MN, Dakota County	1	0	0	0	0	0	0	95	162614	0.00122106
MN, Dodge County	1	0	0	0	0	0	0	5	8035	6.03344e-05
MN, Douglas County	1	0	0	0	0	0	0	9	20514	0.000154039
MN, Faribault County	1	0	0	0	0	0	0	6	7025	5.27504e-05
MN, Fillmore County	1	0	0	0	0	0	0	6	9824	7.3768e-05
MN, Freeborn County	1	0	0	0	0	0	0	10	14251	0.00010701
MN, Goodhue County	1	0	0	0	0	0	0	10	20351	0.000152815
MN, Grant County	0	0	0	0	0	0	1	2	3291	2.4712e-05
MN, Hennepin County	1	0	0	0	0	0	0	299	520683	0.00390978
MN, Houston County	1	0	0	0	0	0	0	5	8617	6.47045e-05
MN, Hubbard County	0	0	0	0	0	0	1	7	14616	0.00010975
MN, Isanti County	1	0	0	0	0	0	0	8	15463	0.000116111
MN, Itasca County	0	0	0	0	0	0	1	11	27224	0.000204423
MN, Jackson County	1	0	0	0	0	0	0	4	5005	3.75823e-05
MN, Kanabec County	0	0	0	0	0	0	1	4	7803	5.85923e-05
MN, Kandiyohi County	1	0	0	0	0	0	0	12	19621	0.000147333
MN, Kittson County	0	0	0	0	0	0	1	2	2608	1.95833e-05
MN, Koochiching County	0	0	0	0	0	0	1	4	7863	5.90429e-05
MN, Lac qui Parle County	1	0	0	0	0	0	0	3	3665	2.75203e-05
MN, Lake County	0	0	0	0	0	0	1	4	7722	5.79841e-05
MN, Lake of the Woods County	0	0	0	0	0	0	1	2	3677	2.76104e-05
MN, Le Sueur County	1	0	0	0	0	0	0	6	12498	9.38468e-05
MN, Lincoln County	1	0	0	0	0	0	0	2	3112	2.33678e-05
MN, Lyon County	1	0	0	0	0	0	0	7	11179	8.39425e-05
MN, Mahnomen County	0	0	0	0	0	0	1	2	2767	2.07773e-05
MN, Marshall County	0	0	0	0	0	0	1	4	4792	3.59828e-05
MN, Martin County	1	0	0	0	0	0	0	6	9959	7.47817e-05
MN, McLeod County	1	0	0	0	0	0	0	7	15726	0.000118086
MN, Meeker County	1	0	0	0	0	0	0	6	10725	8.05337e-05
MN, Mille Lacs County	0	0	0	0	0	0	1	7	12717	9.54915e-05
MN, Morrison County	1	0	0	0	0	0	0	8	15860	0.000119092
MN, Mower County	1	0	0	0	0	0	0	11	16993	0.000127599
MN, Murray County	1	0	0	0	0	0	0	3	4589	3.44585e-05
MN, Nicollet County	1	0	0	0	0	0	0	7	13166	9.88626e-05
MN, Nobles County	1	0	0	0	0	0	0	6	8565	6.43142e-05
MN, Norman County	0	0	0	0	0	0	1	3	3399	2.55229e-05
MN, Olmsted County	1	0	0	0	0	0	0	33	62046	0.0004659
MN, Otter Tail County	0	0	0	0	0	0	1	17	35691	0.000268002
MN, Pennington County	0	0	0	0	0	0	1	5	6347	4.76593e-05
MN, Pine County	0	0	0	0	0	0	1	8	17244	0.000129484
MN, Pipestone County	1	0	0	0	0	0	0	5	4453	3.34373e-05
MN, Polk County	0	0	0	0	0	0	1	10	14679	0.000110224
MN, Pope County	1	0	0	0	0	0	0	4	6531	4.9041e-05
MN, Ramsey County	1	0	0	0	0	0	0	137	218080	0.00163755
MN, Red Lake County	0	0	0	0	0	0	1	2	1936	1.45373e-05
MN, Redwood County	1	0	0	0	0	0	0	6	7263	5.45375e-05
MN, Renville County	1	0	0	0	0	0	0	6	7290	5.47402e-05
MN, Rice County	1	0	0	0	0	0	0	13	24564	0.00018445
MN, Rock County	1	0	0	0	0	0	0	3	4253	3.19356e-05
MN, Roseau County	0	0	0	0	0	0	1	5	7448	5.59266e-05
MN, Scott County	1	0	0	0	0	0	0	21	49260	0.000369891
MN, Sherburne County	1	0	0	0	0	0	0	11	32912	0.000247135
MN, Sibley County	1	0	0	0	0	0	0	4	6547	4.91611e-05
MN, St. Louis County	0	0	0	0	0	0	1	67	103357	0.000776102
MN, Stearns County	1	0	0	0	0	0	0	29	62911	0.000472395
MN, Steele County	1	0	0	0	0	0	0	8	15411	0.00011572
MN, Stevens County	1	0	0	0	0	0	0	3	4152	3.11771e-05
MN, Swift County	1	0	0	0	0	0	0	4	4809	3.61105e-05
MN, Todd County	1	0	0	0	0	0	0	8	12950	9.72407e-05
MN, Traverse County	1	0	0	0	0	0	0	2	2076	1.55886e-05
MN, Wabasha County	1	0	0	0	0	0	0	6	10060	7.554e-05
MN, Wadena County	0	0	0	0	0	0	1	3	6983	5.2435e-05
MN, Waseca County	1	0	0	0	0	0	0	5	7905	5.93583e-05
MN, Washington County	1	0	0	0	0	0	0	50	95498	0.000717091
MN, Watonwan County	1	0	0	0	0	0	0	3	5039	3.78376e-05
MN, Wilkin County	0	0	0	0	0	0	1	2	3084	2.31576e-05
MN, Winona County	1	0	0	0	0	0	0	10	20927	0.00015714
MN, Wright County	1	0	0	0	0	0	0	17	49949	0.000375065
MN, Yellow Medicine County	1	0	0	0	0	0	0	4	4738	3.55774e-05
MO, Adair County	1	0	0	0	0	0	0	7	11343	8.5174e-05
MO, Andrew County	1	0	0	0	0	0	0	4	7289	5.47329e-05
MO, Atchison County	1	0	0	0	0	0	0	2	2963	2.2249e-05
MO, Audrain County	0	0	0	0	0	1	0	7	10795	8.10592e-05
MO, Barry County	0	0	0	0	0	1	0	7	17414	0.000130761
MO, Barton County	0	0	0	0	0	1	0	3	5576	4.18699e-05
MO, Bates County	0	0	0	0	0	1	0	4	7827	5.87725e-05
MO, Benton County	0	0	0	0	0	1	0	6	14042	0.000105441
MO, Bollinger County	0	0	0	0	0	1	0	3	5832	4.37922e-05
MO, Boone County	0	0	0	0	0	1	0	29	73275	0.000550219
MO, Buchanan County	1	0	0	0	0	0	0	25	38470	0.00028887
MO, Butler County	0	0	0	0	0	1	0	10	19661	0.000147633
MO, Caldwell County	1	0	0	0	0	0	0	2	4605	3.45788e-05
MO, Callaway County	0	0	0	0	0	1	0	8	18554	0.000139321
MO, Camden County	0	0	0	0	0	1	0	11	41296	0.00031009
MO, Cape Girardeau County	0	0	0	0	0	1	0	16	33025	0.000247984
MO, Carroll County	0	0	0	0	0	1	0	3	4610	3.46162e-05
MO, Carter County	0	0	0	0	0	1	0	2	3225	2.42163e-05
MO, Cass County	0	0	0	0	0	1	0	20	40547	0.000304465
MO, Cedar County	0	0	0	0	0	1	0	3	7184	5.39442e-05
MO, Chariton County	1	0	0	0	0	0	0	3	4143	3.11097e-05
MO, Christian County	0	0	0	0	0	1	0	14	32647	0.000245145
MO, Clark County	1	0	0	0	0	0	0	3	3465	2.60186e-05
MO, Clay County	0	0	0	0	0	1	0	44	95107	0.000714153
MO, Clinton County	1	0	0	0	0	0	0	4	8888	6.67396e-05
MO, Cole County	0	0	0	0	0	1	0	15	32802	0.000246309
MO, Cooper County	0	0	0	0	0	1	0	5	7444	5.58965e-05
MO, Crawford County	0	0	0	0	0	1	0	6	11931	8.95892e-05
MO, Dade County	0	0	0	0	0	1	0	2	3924	2.9465e-05
MO, Dallas County	0	0	0	0	0	1	0	3	7589	5.69854e-05
MO, Daviess County	1	0	0	0	0	0	0	2	4195	3.15001e-05
MO, DeKalb County	1	0	0	0	0	0	0	2	4315	3.24012e-05
MO, Dent County	0	0	0	0	0	1	0	4	7242	5.43798e-05
MO, Douglas County	0	0	0	0	0	1	0	3	6458	4.84927e-05
MO, Dunklin County	0	0	0	0	0	1	0	10	14350	0.000107753
MO, Franklin County	0	0	0	0	0	1	0	17	43962	0.000330109
MO, Gasconade County	0	0	0	0	0	1	0	5	8138	6.11077e-05
MO, Gentry County	1	0	0	0	0	0	0	2	3195	2.39911e-05
MO, Greene County	0	0	0	0	0	1	0	62	129308	0.000970968
MO, Grundy County	1	0	0	0	0	0	0	4	4995	3.75073e-05
MO, Harrison County	1	0	0	0	0	0	0	3	4388	3.29493e-05
MO, Henry County	0	0	0	0	0	1	0	6	10884	8.17275e-05
MO, Hickory County	0	0	0	0	0	1	0	3	6735	5.05728e-05
MO, Holt County	1	0	0	0	0	0	0	3	2774	2.08298e-05
MO, Howard County	0	0	0	0	0	1	0	3	4543	3.41131e-05
MO, Howell County	0	0	0	0	0	1	0	8	18065	0.000135649
MO, Iron County	0	0	0	0	0	1	0	4	5276	3.96173e-05
MO, Jackson County	0	0	0	0	0	1	0	199	315466	0.00236882
MO, Jasper County	0	0	0	0	0	1	0	22	51373	0.000385758
MO, Jefferson County	0	0	0	0	0	1	0	42	88832	0.000667034
MO, Johnson County	0	0	0	0	0	1	0	9	21803	0.000163718
MO, Knox County	1	0	0	0	0	0	0	2	2272	1.70604e-05
MO, Laclede County	0	0	0	0	0	1	0	6	15773	0.000118439
MO, Lafayette County	0	0	0	0	0	1	0	7	14696	0.000110351
MO, Lawrence County	0	0	0	0	0	1	0	7	16573	0.000124446
MO, Lewis County	1	0	0	0	0	0	0	4	4494	3.37453e-05
MO, Lincoln County	0	0	0	0	0	1	0	7	21110	0.000158514
MO, Linn County	1	0	0	0	0	0	0	5	6381	4.79147e-05
MO, Livingston County	1	0	0	0	0	0	0	5	6739	5.06029e-05
MO, Macon County	1	0	0	0	0	0	0	5	7633	5.73159e-05
MO, Madison County	0	0	0	0	0	1	0	3	5943	4.46257e-05
MO, Maries County	0	0	0	0	0	1	0	3	4576	3.4361e-05
MO, Marion County	1	0	0	0	0	0	0	8	12893	9.6813e-05
MO, McDonald County	0	0	0	0	0	1	0	4	9842	7.3903e-05
MO, Mercer County	1	0	0	0	0	0	0	2	2114	1.58739e-05
MO, Miller County	0	0	0	0	0	1	0	5	12765	9.58516e-05
MO, Mississippi County	0	0	0	0	0	1	0	4	5713	4.28986e-05
MO, Moniteau County	0	0	0	0	0	1	0	4	6141	4.61124e-05
MO, Monroe County	0	0	0	0	0	1	0	3	4808	3.6103e-05
MO, Montgomery County	0	0	0	0	0	1	0	4	6159	4.62477e-05
MO, Morgan County	0	0	0	0	0	1	0	5	15415	0.00011575
MO, New Madrid County	0	0	0	0	0	1	0	6	8550	6.42016e-05
MO, Newton County	0	0	0	0	0	1	0	12	24359	0.00018291
MO, Nodaway County	1	0	0	0	0	0	0	5	9628	7.22962e-05
MO, Oregon County	0	0	0	0	0	1	0	3	5435	4.08111e-05
MO, Osage County	0	0	0	0	0	1	0	4	6548	4.91686e-05
MO, Ozark County	0	0	0	0	0	1	0	2	5614	4.21553e-05
MO, Pemiscot County	0	0	0	0	0	1	0	6	8123	6.09953e-05
MO, Perry County	0	0	0	0	0	1	0	5	8607	6.46295e-05
MO, Pettis County	0	0	0	0	0	1	0	11	18204	0.000136693
MO, Phelps County	0	0	0	0	0	1	0	10	19787	0.000148579
MO, Pike County	1	0	0	0	0	0	0	5	7827	5.87725e-05
MO, Platte County	0	0	0	0	0	1	0	20	40228	0.00030207
MO, Polk County	0	0	0	0	0	1	0	4	13359	0.000100312
MO, Pulaski County	0	0	0	0	0	1	0	9	18561	0.000139374
MO, Putnam County	1	0	0	0	0	0	0	2	2969	2.22941e-05
MO, Ralls County	1	0	0	0	0	0	0	3	5148	3.86561e-05
MO, Randolph County	0	0	0	0	0	1	0	6	10665	8.00829e-05
MO, Ray County	0	0	0	0	0	1	0	4	9967	7.48416e-05
MO, Reynolds County	0	0	0	0	0	1	0	2	4001	3.00432e-05
MO, Ripley County	0	0	0	0	0	1	0	4	6537	4.9086e-05
MO, Saline County	0	0	0	0	0	1	0	8	10090	7.57654e-05
MO, Schuyler County	1	0	0	0	0	0	0	2	2080	1.56186e-05
MO, Scotland County	1	0	0	0	0	0	0	2	2353	1.76686e-05
MO, Scott County	0	0	0	0	0	1	0	10	17024	0.000127832
MO, Shannon County	0	0	0	0	0	1	0	2	4127	3.09893e-05
MO, Shelby County	1	0	0	0	0	0	0	3	3190	2.39535e-05
MO, St. Charles County	0	0	0	0	0	1	0	79	147545	0.00110791
MO, St. Clair County	0	0	0	0	0	1	0	3	5585	4.19375e-05
MO, St. Francois County	0	0	0	0	0	1	0	11	29312	0.000220103
MO, St. Louis County	0	0	0	0	0	1	0	199	438537	0.00329294
MO, St. Louis city	0	0	0	0	0	1	0	106	175538	0.00131811
MO, Ste. Genevieve County	0	0	0	0	0	1	0	4	8640	6.48772e-05
MO, Stoddard County	0	0	0	0	0	1	0	8	13614	0.000102227
MO, Stone County	0	0	0	0	0	1	0	6	20553	0.000154331
MO, Sullivan County	1	0	0	0	0	0	0	3	3338	2.50649e-05
MO, Taney County	0	0	0	0	0	1	0	10	30038	0.000225553
MO, Texas County	0	0	0	0	0	1	0	4	11600	8.71038e-05
MO, Vernon County	0	0	0	0	0	1	0	6	9488	7.1245e-05
MO, Warren County	0	0	0	0	0	1	0	5	14915	0.000111996
MO, Washington County	0	0	0	0	0	1	0	5	10871	8.16297e-05
MO, Wayne County	0	0	0	0	0	1	0	4	7991	6.00041e-05
MO, Webster County	0	0	0	0	0	1	0	8	14496	0.00010885
MO, Worth County	1	0	0	0	0	0	0	1	1273	9.55891e-06
MO, Wright County	0	0	0	0	0	1	0	4	8649	6.49448e-05
MS, Adams County	0	0	1	0	0	0	0	9	14627	0.000109834
MS, Alcorn County	0	0	0	0	0	1	0	7	17126	0.000128598
MS, Amite County	0	0	1	0	0	0	0	3	6634	4.98144e-05
MS, Attala County	0	0	0	0	0	1	0	6	9130	6.85567e-05
MS, Benton County	0	0	0	0	0	1	0	2	4204	3.15677e-05
MS, Bolivar County	0	0	0	0	0	1	0	8	14267	0.00010713
MS, Calhoun County	0	0	0	0	0	1	0	5	6935	5.20747e-05
MS, Carroll County	0	0	0	0	0	1	0	2	5063	3.80179e-05
MS, Chickasaw County	0	0	0	0	0	1	0	4	7507	5.63698e-05
MS, Choctaw County	0	0	0	0	0	1	0	3	4158	3.12223e-05
MS, Claiborne County	0	0	1	0	0	0	0	3	4222	3.17028e-05
MS, Clarke County	0	0	0	0	0	1	0	4	7888	5.92307e-05
MS, Clay County	0	0	0	0	0	1	0	5	9194	6.90374e-05
MS, Coahoma County	0	0	0	0	0	1	0	7	10763	8.0819e-05
MS, Copiah County	0	0	1	0	0	0	0	6	12139	9.11513e-05
MS, Covington County	0	0	1	0	0	0	0	4	8511	6.39087e-05
MS, DeSoto County	0	0	0	0	0	1	0	33	64022	0.000480739
MS, Forrest County	0	0	1	0	0	0	0	17	32615	0.000244904
MS, Franklin County	0	0	1	0	0	0	0	2	4162	3.12523e-05
MS, George County	0	0	1	0	0	0	0	5	9364	7.03139e-05
MS, Greene County	0	0	1	0	0	0	0	2	5132	3.85359e-05
MS, Grenada County	0	0	0	0	0	1	0	5	10186	7.64862e-05
MS, Hancock County	0	0	1	0	0	0	0	8	23623	0.000177383
MS, Harrison County	0	0	1	0	0	0	0	46	89738	0.000673835
MS, Hinds County	0	0	1	0	0	0	0	64	104254	0.000782839
MS, Holmes County	0	0	0	0	0	1	0	5	8418	6.32104e-05
MS, Humphreys County	0	0	0	0	0	1	0	3	3828	2.87443e-05
MS, Issaquena County	0	0	0	0	0	1	0	1	555	4.16747e-06
MS, Itawamba County	0	0	0	0	0	1	0	5	10163	7.63136e-05
MS, Jackson County	0	0	1	0	0	0	0	29	61136	0.000459065
MS, Jasper County	0	0	0	0	0	1	0	4	8222	6.17386e-05
MS, Jefferson County	0	0	1	0	0	0	0	2	3681	2.76405e-05
MS, Jefferson Davis County	0	0	1	0	0	0	0	3	5881	4.41602e-05
MS, Jones County	0	0	1	0	0	0	0	14	28613	0.000214854
MS, Kemper County	0	0	0	0	0	1	0	2	4735	3.55549e-05
MS, Lafayette County	0	0	0	0	0	1	0	10	23993	0.000180163
MS, Lamar County	0	0	1	0	0	0	0	8	24251	0.000182099
MS, Lauderdale County	0	0	0	0	0	1	0	19	34943	0.000262385
MS, Lawrence County	0	0	1	0	0	0	0	3	6034	4.5309e-05
MS, Leake County	0	0	0	0	0	1	0	5	9421	7.07419e-05
MS, Lee County	0	0	0	0	0	1	0	19	36238	0.00027211
MS, Leflore County	0	0	0	0	0	1	0	8	13165	9.88555e-05
MS, Lincoln County	0	0	1	0	0	0	0	6	15276	0.000114707
MS, Lowndes County	0	0	0	0	0	1	0	14	26981	0.0002026
MS, Madison County	0	0	0	0	0	1	0	21	41072	0.000308409
MS, Marion County	0	0	1	0	0	0	0	6	11846	8.89511e-05
MS, Marshall County	0	0	0	0	0	1	0	6	15055	0.000113047
MS, Monroe County	0	0	0	0	0	1	0	9	16445	0.000123485
MS, Montgomery County	0	0	0	0	0	1	0	3	5424	4.07286e-05
MS, Neshoba County	0	0	0	0	0	1	0	7	12360	9.28108e-05
MS, Newton County	0	0	0	0	0	1	0	5	9364	7.03139e-05
MS, Noxubee County	0	0	0	0	0	1	0	3	5162	3.87612e-05
MS, Oktibbeha County	0	0	0	0	0	1	0	8	21372	0.000160482
MS, Panola County	0	0	0	0	0	1	0	6	14736	0.000110652
MS, Pearl River County	0	0	1	0	0	0	0	9	24571	0.000184502
MS, Perry County	0	0	1	0	0	0	0	3	5526	4.14945e-05
MS, Pike County	0	0	1	0	0	0	0	8	17946	0.000134756
MS, Pontotoc County	0	0	0	0	0	1	0	6	12553	9.42599e-05
MS, Prentiss County	0	0	0	0	0	1	0	5	11081	8.32068e-05
MS, Quitman County	0	0	0	0	0	1	0	3	3593	2.69797e-05
MS, Rankin County	0	0	1	0	0	0	0	27	58219	0.000437163
MS, Scott County	0	0	0	0	0	1	0	6	11476	8.61728e-05
MS, Sharkey County	0	0	0	0	0	1	0	2	2118	1.59039e-05
MS, Simpson County	0	0	1	0	0	0	0	5	11951	8.97395e-05
MS, Smith County	0	0	1	0	0	0	0	3	7252	5.4455e-05
MS, Stone County	0	0	1	0	0	0	0	3	7243	5.43871e-05
MS, Sunflower County	0	0	0	0	0	1	0	7	9700	7.28369e-05
MS, Tallahatchie County	0	0	0	0	0	1	0	4	5535	4.15621e-05
MS, Tate County	0	0	0	0	0	1	0	5	11150	8.37248e-05
MS, Tippah County	0	0	0	0	0	1	0	4	9731	7.30696e-05
MS, Tishomingo County	0	0	0	0	0	1	0	4	10312	7.74324e-05
MS, Tunica County	0	0	0	0	0	1	0	3	4825	3.62307e-05
MS, Union County	0	0	0	0	0	1	0	6	11731	8.80876e-05
MS, Walthall County	0	0	1	0	0	0	0	3	7135	5.35764e-05
MS, Warren County	0	0	1	0	0	0	0	12	21868	0.000164206
MS, Washington County	0	0	0	0	0	1	0	19	21618	0.000162328
MS, Wayne County	0	0	1	0	0	0	0	4	9216	6.92026e-05
MS, Webster County	0	0	0	0	0	1	0	3	4807	3.60956e-05
MS, Wilkinson County	0	0	1	0	0	0	0	2	5044	3.78751e-05
MS, Winston County	0	0	0	0	0	1	0	5	8769	6.5846e-05
MS, Yalobusha County	0	0	0	0	0	1	0	3	6375	4.78697e-05
MS, Yazoo County	0	0	0	0	0	1	0	6	10063	7.55626e-05
MT, Beaverhead County	1	0	0	0	0	0	0	3	5256	3.9467e-05
MT, Big Horn County	1	0	0	0	0	0	0	5	4668	3.50518e-05
MT, Blaine County	1	0	0	0	0	0	0	4	2816	2.11452e-05
MT, Broadwater County	1	0	0	0	0	0	0	2	2691	2.02065e-05
MT, Carbon County	1	0	0	0	0	0	0	5	6459	4.85003e-05
MT, Carter County	1	0	0	0	0	0	0	1	789	5.92456e-06
MT, Cascade County	1	0	0	0	0	0	0	22	37714	0.000283193
