Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
Mobile Home	Ducted Heat Pump	OR	2000-09	0	1	0	0	0	0	15	4230.93	2.70381e-05
Mobile Home	Ducted Heating	OR	2000-09	0.784953	0	0	0	0.158345	0.0567014	146	4488.46	3.89895e-05
Mobile Home	Non-Ducted Heat Pump	OR	2000-09	0	0	0	1	0	0	41	0	6.31178e-06
Mobile Home	Non-Ducted Heating	OR	2000-09	0.491958	0	0	0	0.378935	0.129108	21	4442.44	3.66802e-05
Mobile Home	None	OR	2000-09	0.688798	0	0	0	0.128166	0.183036	28	0	3.52002e-07
Mobile Home	Ducted Heat Pump	OR	2010s	0	1	0	0	0	0	22	0	5.85675e-06
Mobile Home	Ducted Heating	OR	2010s	0.854321	0	0	0	0.117711	0.0279684	82	0	1.4222e-05
Mobile Home	Non-Ducted Heat Pump	OR	2010s	0	0	0	1	0	0	41	0	2.719e-06
Mobile Home	Non-Ducted Heating	OR	2010s	0.356822	0	0	0	0.552943	0.0902353	22	0	6.92483e-06
Mobile Home	None	OR	2010s	0.63349	0	0	0	0.36651	0	16	0	6.25096e-07
Mobile Home	Ducted Heat Pump	OR	<1940	0	1	0	0	0	0	13	0	2.41481e-07
Mobile Home	Ducted Heating	OR	<1940	0.423178	0	0	0	0.429894	0.146928	135	0	3.06431e-06
Mobile Home	Non-Ducted Heat Pump	OR	<1940	0	0	0	1	0	0	13	0	5.06081e-07
Mobile Home	Non-Ducted Heating	OR	<1940	0.0473183	0	0	0	0.568048	0.384633	39	0	2.07559e-06
Mobile Home	None	OR	<1940	0.0176979	0	0	0	0.848093	0.134209	21	0	2.14926e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	OR	1940-59	0	1	0	0	0	0	52	0	0
Multi-Family with 2 - 4 Units	Ducted Heating	OR	1940-59	0.166509	0	0	0	0.252986	0.580505	19	0	3.07757e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	OR	1940-59	0	0	0	1	0	0	5	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	OR	1940-59	0	0	0	0	0.618372	0.381628	13	1964.9	6.22728e-05
Multi-Family with 2 - 4 Units	None	OR	1940-59	0.124445	0	0	0	0.56746	0.308095	11	5476.55	1.09006e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	OR	1960-79	0	1	0	0	0	0	17	0	2.34721e-05
Multi-Family with 2 - 4 Units	Ducted Heating	OR	1960-79	0.453234	0	0	0	0.488359	0.0584069	14	13269.1	9.1498e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	OR	1960-79	0	0	0	1	0	0	9	0	8.46711e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	OR	1960-79	0.122631	0	0	0	0.419921	0.457447	12	0	0.000199449
Multi-Family with 2 - 4 Units	None	OR	1960-79	0.0782942	0	0	0	0.284277	0.637428	21	0	1.59759e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	OR	1980-99	0	1	0	0	0	0	14	0	2.17368e-05
Multi-Family with 2 - 4 Units	Ducted Heating	OR	1980-99	0.699752	0	0	0	0.199961	0.100287	10	0	7.47662e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	OR	1980-99	0	0	0	1	0	0	9	0	1.21342e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heating	OR	1980-99	0	0	0	0	0.760087	0.239913	13	12818.5	0.000153403
Multi-Family with 2 - 4 Units	None	OR	1980-99	0.152826	0	0	0	0.554234	0.292941	21	0	9.5414e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	OR	2000-09	0	1	0	0	0	0	11	0	1.28591e-05
Multi-Family with 2 - 4 Units	Ducted Heating	OR	2000-09	0.746086	0	0	0	0.215165	0.0387485	16	0	2.925e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	OR	2000-09	0	0	0	1	0	0	20	0	2.15606e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	OR	2000-09	0.43638	0	0	0	0.394442	0.169179	23	0	4.80629e-05
Multi-Family with 2 - 4 Units	None	OR	2000-09	0.310938	0	0	0	0.560989	0.128073	13	0	4.75671e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	OR	2010s	0	1	0	0	0	0	11	0	3.97879e-06
Multi-Family with 2 - 4 Units	Ducted Heating	OR	2010s	0.545602	0	0	0	0.295016	0.159382	12	0	9.58113e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	OR	2010s	0	0	0	1	0	0	20	0	1.13974e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	OR	2010s	0.240858	0	0	0	0.299012	0.46013	29	6529.88	1.74376e-05
Multi-Family with 2 - 4 Units	None	OR	2010s	0.539262	0	0	0	0.145654	0.315084	13	0	1.13249e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	OR	<1940	0	1	0	0	0	0	52	0	0
Multi-Family with 2 - 4 Units	Ducted Heating	OR	<1940	0.251984	0	0	0	0.29547	0.452545	20	0	2.2025e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	OR	<1940	0	0	0	1	0	0	5	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	OR	<1940	0	0	0	0	0.61198	0.38802	10	5077.74	6.46149e-05
Multi-Family with 2 - 4 Units	None	OR	<1940	0.366324	0	0	0	0.306718	0.326958	10	0	2.58927e-07
Multi-Family with 5+ Units	Ducted Heat Pump	OR	1940-59	0	1	0	0	0	0	52	0	0
Multi-Family with 5+ Units	Ducted Heating	OR	1940-59	0.239913	0	0	0	0.213068	0.547019	12	5766.41	3.93947e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	OR	1940-59	0	0	0	1	0	0	5	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	OR	1940-59	0	0	0	0	0.575371	0.424629	32	14438.6	9.00234e-05
Multi-Family with 5+ Units	None	OR	1940-59	0.124445	0	0	0	0.56746	0.308095	11	0	2.89974e-06
Multi-Family with 5+ Units	Ducted Heat Pump	OR	1960-79	0	1	0	0	0	0	17	0	6.56865e-05
Multi-Family with 5+ Units	Ducted Heating	OR	1960-79	0.461448	0	0	0	0.168748	0.369803	24	7917.72	0.000124382
Multi-Family with 5+ Units	Non-Ducted Heat Pump	OR	1960-79	0	0	0	1	0	0	9	0	8.47155e-06
Multi-Family with 5+ Units	Non-Ducted Heating	OR	1960-79	0.195085	0	0	0	0.433491	0.371424	11	76793.3	0.000407014
Multi-Family with 5+ Units	None	OR	1960-79	0.0524924	0	0	0	0.266185	0.681323	16	0	6.51361e-06
Multi-Family with 5+ Units	Ducted Heat Pump	OR	1980-99	0	1	0	0	0	0	14	6782.35	6.86539e-05
Multi-Family with 5+ Units	Ducted Heating	OR	1980-99	0.659438	0	0	0	0.340562	0	22	9123.19	0.000174191
Multi-Family with 5+ Units	Non-Ducted Heat Pump	OR	1980-99	0	0	0	1	0	0	9	0	4.6331e-05
Multi-Family with 5+ Units	Non-Ducted Heating	OR	1980-99	0	0	0	0	0.116168	0.883832	10	78323.3	0.000434798
Multi-Family with 5+ Units	None	OR	1980-99	0.215327	0	0	0	0.572597	0.212075	15	8721.73	6.11496e-06
Multi-Family with 5+ Units	Ducted Heat Pump	OR	2000-09	0	1	0	0	0	0	11	0	5.31295e-05
Multi-Family with 5+ Units	Ducted Heating	OR	2000-09	0.727387	0	0	0	0.231011	0.0416021	15	0	8.23704e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	OR	2000-09	0	0	0	1	0	0	20	0	8.90815e-06
Multi-Family with 5+ Units	Non-Ducted Heating	OR	2000-09	0.426725	0	0	0	0.386727	0.186548	21	26148.4	0.000173951
Multi-Family with 5+ Units	None	OR	2000-09	0.239695	0	0	0	0.618991	0.141314	11	5511.28	1.1486e-06
Multi-Family with 5+ Units	Ducted Heat Pump	OR	2010s	0	1	0	0	0	0	11	5939.89	2.36669e-05
Multi-Family with 5+ Units	Ducted Heating	OR	2010s	0.425494	0	0	0	0.372996	0.20151	10	0	3.88863e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	OR	2010s	0	0	0	1	0	0	20	0	9.02633e-06
Multi-Family with 5+ Units	Non-Ducted Heating	OR	2010s	0.247819	0	0	0	0.307653	0.444528	28	35995	0.000123716
Multi-Family with 5+ Units	None	OR	2010s	0.539262	0	0	0	0.145654	0.315084	13	0	9.38795e-07
Multi-Family with 5+ Units	Ducted Heat Pump	OR	<1940	0	1	0	0	0	0	52	0	0
Multi-Family with 5+ Units	Ducted Heating	OR	<1940	0.251984	0	0	0	0.29547	0.452545	20	0	3.46529e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	OR	<1940	0	0	0	1	0	0	5	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	OR	<1940	0	0	0	0	0.425352	0.574648	24	21386.5	0.000116724
Multi-Family with 5+ Units	None	OR	<1940	0.366324	0	0	0	0.306718	0.326958	10	0	4.65546e-06
Single-Family Attached	Ducted Heat Pump	OR	1940-59	0	1	0	0	0	0	13	0	4.47203e-06
Single-Family Attached	Ducted Heating	OR	1940-59	0.57748	0	0	0	0.297894	0.124626	255	0	1.97872e-05
Single-Family Attached	Non-Ducted Heat Pump	OR	1940-59	0	0	0	1	0	0	13	0	4.19981e-06
Single-Family Attached	Non-Ducted Heating	OR	1940-59	0.188015	0	0	0	0.377814	0.434171	78	4136.87	1.73864e-05
Single-Family Attached	None	OR	1940-59	0.0833916	0	0	0	0.677985	0.238623	18	0	4.62725e-07
Single-Family Attached	Ducted Heat Pump	OR	1960-79	0	1	0	0	0	0	28	5953.37	2.40639e-05
Single-Family Attached	Ducted Heating	OR	1960-79	0.618508	0	0	0	0.328986	0.0525063	26	10187.4	5.42044e-05
Single-Family Attached	Non-Ducted Heat Pump	OR	1960-79	0	0	0	1	0	0	10	3272.57	1.12744e-06
Single-Family Attached	Non-Ducted Heating	OR	1960-79	0.184821	0	0	0	0.382604	0.432576	19	9815.88	7.30112e-05
Single-Family Attached	None	OR	1960-79	0.335186	0	0	0	0.55601	0.108805	23	0	1.27563e-07
Single-Family Attached	Ducted Heat Pump	OR	1980-99	0	1	0	0	0	0	26	0	3.15899e-05
Single-Family Attached	Ducted Heating	OR	1980-99	0.597022	0	0	0	0.35221	0.0507687	37	6215.41	7.80208e-05
Single-Family Attached	Non-Ducted Heat Pump	OR	1980-99	0	0	0	1	0	0	41	0	1.74455e-06
Single-Family Attached	Non-Ducted Heating	OR	1980-99	0.391867	0	0	0	0.214456	0.393677	13	7447.2	4.76469e-05
Single-Family Attached	None	OR	1980-99	0.444426	0	0	0	0.453715	0.101859	11	0	2.08056e-07
Single-Family Attached	Ducted Heat Pump	OR	2000-09	0	1	0	0	0	0	14	3680.33	1.77478e-05
Single-Family Attached	Ducted Heating	OR	2000-09	0.694569	0	0	0	0.141298	0.164133	14	11107.5	9.68662e-05
Single-Family Attached	Non-Ducted Heat Pump	OR	2000-09	0	0	0	1	0	0	41	3817.81	4.35385e-06
Single-Family Attached	Non-Ducted Heating	OR	2000-09	0.552626	0	0	0	0.395127	0.0522471	17	0	2.62996e-05
Single-Family Attached	None	OR	2000-09	0.688798	0	0	0	0.128166	0.183036	28	0	3.47046e-07
Single-Family Attached	Ducted Heat Pump	OR	2010s	0	1	0	0	0	0	22	0	4.38733e-06
Single-Family Attached	Ducted Heating	OR	2010s	0.887217	0	0	0	0.0837373	0.0290454	79	0	2.70923e-05
Single-Family Attached	Non-Ducted Heat Pump	OR	2010s	0	0	0	1	0	0	41	0	2.03682e-06
Single-Family Attached	Non-Ducted Heating	OR	2010s	0.356822	0	0	0	0.552943	0.0902353	22	0	3.043e-06
Single-Family Attached	None	OR	2010s	0.63349	0	0	0	0.36651	0	16	0	0
Single-Family Attached	Ducted Heat Pump	OR	<1940	0	1	0	0	0	0	13	0	1.50804e-06
Single-Family Attached	Ducted Heating	OR	<1940	0.423178	0	0	0	0.429894	0.146928	135	0	1.5303e-05
Single-Family Attached	Non-Ducted Heat Pump	OR	<1940	0	0	0	1	0	0	13	0	3.16047e-06
Single-Family Attached	Non-Ducted Heating	OR	<1940	0.0473183	0	0	0	0.568048	0.384633	39	2768.97	1.17046e-05
Single-Family Attached	None	OR	<1940	0.0176979	0	0	0	0.848093	0.134209	21	0	8.38134e-08
Single-Family Detached	Ducted Heat Pump	OR	1940-59	0	1	0	0	0	0	12	9859.1	8.12544e-05
Single-Family Detached	Ducted Heating	OR	1940-59	0.582008	0	0	0	0.248102	0.16989	42	137275	0.000802693
Single-Family Detached	Non-Ducted Heat Pump	OR	1940-59	0	0	0	1	0	0	12	1564.85	7.21005e-05
Single-Family Detached	Non-Ducted Heating	OR	1940-59	0	0	0	0	0.860296	0.139704	10	27354.4	0.00041742
Single-Family Detached	None	OR	1940-59	0.0881983	0	0	0	0.659424	0.252378	16	0	4.67812e-06
Single-Family Detached	Ducted Heat Pump	OR	1960-79	0	1	0	0	0	0	23	43228.4	0.000384239
Single-Family Detached	Ducted Heating	OR	1960-79	0.714265	0	0	0	0.152311	0.133425	38	189784	0.00112046
Single-Family Detached	Non-Ducted Heat Pump	OR	1960-79	0	0	0	1	0	0	10	5026.55	1.92736e-05
Single-Family Detached	Non-Ducted Heating	OR	1960-79	0.0716235	0	0	0	0.558613	0.369764	14	73275.2	0.000619741
Single-Family Detached	None	OR	1960-79	0.31466	0	0	0	0.580729	0.104611	14	0	3.49111e-06
Single-Family Detached	Ducted Heat Pump	OR	1980-99	0	1	0	0	0	0	13	67142.6	0.000285588
Single-Family Detached	Ducted Heating	OR	1980-99	0.856427	0	0	0	0.0724113	0.0711617	28	138707	0.00119962
Single-Family Detached	Non-Ducted Heat Pump	OR	1980-99	0	0	0	1	0	0	41	0	8.863e-06
Single-Family Detached	Non-Ducted Heating	OR	1980-99	0.364469	0	0	0	0.339342	0.296189	35	40730.3	0.000421892
Single-Family Detached	None	OR	1980-99	0.444426	0	0	0	0.453715	0.101859	11	6915.99	3.79082e-06
Single-Family Detached	Ducted Heat Pump	OR	2000-09	0	1	0	0	0	0	13	20571.1	0.000152647
Single-Family Detached	Ducted Heating	OR	2000-09	0.597605	0	0	0	0.110161	0.292235	18	80471.5	0.000729539
Single-Family Detached	Non-Ducted Heat Pump	OR	2000-09	0	0	0	1	0	0	41	0	3.18479e-05
Single-Family Detached	Non-Ducted Heating	OR	2000-09	0.534058	0	0	0	0.402387	0.0635547	13	23037.5	0.000222839
Single-Family Detached	None	OR	2000-09	0.688798	0	0	0	0.128166	0.183036	28	0	2.08512e-06
Single-Family Detached	Ducted Heat Pump	OR	2010s	0	1	0	0	0	0	22	12009.7	4.29074e-05
Single-Family Detached	Ducted Heating	OR	2010s	0.879423	0	0	0	0.120577	0	16	70346.5	0.000243708
Single-Family Detached	Non-Ducted Heat Pump	OR	2010s	0	0	0	1	0	0	41	4243	1.48164e-05
Single-Family Detached	Non-Ducted Heating	OR	2010s	0.356822	0	0	0	0.552943	0.0902353	22	8783.41	3.51244e-05
Single-Family Detached	None	OR	2010s	0.63349	0	0	0	0.36651	0	16	0	4.53345e-07
Single-Family Detached	Ducted Heat Pump	OR	<1940	0	1	0	0	0	0	13	13074.9	2.49934e-05
Single-Family Detached	Ducted Heating	OR	<1940	0.465953	0	0	0	0.271483	0.262564	22	90684.6	0.000710232
Single-Family Detached	Non-Ducted Heat Pump	OR	<1940	0	0	0	1	0	0	13	4043.94	5.87886e-05
Single-Family Detached	Non-Ducted Heating	OR	<1940	0.0499608	0	0	0	0.554113	0.395926	36	31965.1	0.000358346
Single-Family Detached	None	OR	<1940	0.0176979	0	0	0	0.848093	0.134209	21	0	2.72002e-06
Mobile Home	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	67	0	1.78573e-06
Mobile Home	Ducted Heating	PA	1940-59	0.612396	0	0	0	0.0888142	0.29879	368	0	1.89028e-05
Mobile Home	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	30	0	1.53973e-07
Mobile Home	Non-Ducted Heating	PA	1940-59	0.303393	0	0	0	0.0899382	0.606669	226	0	1.35294e-05
Mobile Home	None	PA	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	8.54986e-07
Mobile Home	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	17	0	2.21823e-05
Mobile Home	Ducted Heating	PA	1960-79	0.0972653	0	0	0	0.210267	0.692468	10	36981.3	0.000353619
Mobile Home	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	30	0	4.64023e-06
Mobile Home	Non-Ducted Heating	PA	1960-79	0.43761	0	0	0	0.114438	0.447952	97	9156.53	0.000189167
Mobile Home	None	PA	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	2.06727e-06
Mobile Home	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	14	6245.23	4.78708e-05
Mobile Home	Ducted Heating	PA	1980-99	0.4047	0	0	0	0.0449517	0.550348	18	36310.9	0.000466796
Mobile Home	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	30	0	1.25562e-05
Mobile Home	Non-Ducted Heating	PA	1980-99	0.425784	0	0	0	0.183119	0.391097	59	8144.6	0.000213309
Mobile Home	None	PA	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	9.76297e-07
Mobile Home	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	12	0	2.13729e-05
Mobile Home	Ducted Heating	PA	2000-09	0.916998	0	0	0	0.0389445	0.0440577	90	21536.5	0.000154389
Mobile Home	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	30	0	0
Mobile Home	Non-Ducted Heating	PA	2000-09	0.3654	0	0	0	0.128373	0.506228	16	8762.64	3.18814e-05
Mobile Home	None	PA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	1.36805e-06
Mobile Home	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	15	0	4.55787e-06
Mobile Home	Ducted Heating	PA	2010s	0.873694	0	0	0	0.0498207	0.0764856	67	0	5.28953e-05
Mobile Home	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	30	0	4.75824e-06
Mobile Home	Non-Ducted Heating	PA	2010s	0.38074	0	0	0	0.116941	0.502318	19	0	6.26725e-06
Mobile Home	None	PA	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	6.44325e-07
Mobile Home	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	67	0	1.84201e-07
Mobile Home	Ducted Heating	PA	<1940	0.47395	0	0	0	0.141164	0.384887	203	0	6.07749e-06
Mobile Home	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	30	0	2.76626e-07
Mobile Home	Non-Ducted Heating	PA	<1940	0.210277	0	0	0	0.104721	0.685003	159	0	5.63897e-06
Mobile Home	None	PA	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	2.36644e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	13	0	4.30937e-05
Multi-Family with 2 - 4 Units	Ducted Heating	PA	1940-59	0.235876	0	0	0	0.0808086	0.683315	28	38328.6	0.000220194
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	1940-59	0.0515963	0	0	0	0.0993993	0.849004	51	45110.1	0.000502782
Multi-Family with 2 - 4 Units	None	PA	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	2.80163e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	43	0	2.34813e-05
Multi-Family with 2 - 4 Units	Ducted Heating	PA	1960-79	0.298819	0	0	0	0.0599641	0.641216	17	58514.9	0.00022665
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	16	0	8.90048e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	1960-79	0.197783	0	0	0	0.0431785	0.759039	25	61495.5	0.00049836
Multi-Family with 2 - 4 Units	None	PA	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	4.81243e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	11	0	4.0769e-05
Multi-Family with 2 - 4 Units	Ducted Heating	PA	1980-99	0.421296	0	0	0	0	0.578704	14	19284.8	0.000131253
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	1980-99	0.0761344	0	0	0	0.113242	0.810623	16	18270.5	0.000254032
Multi-Family with 2 - 4 Units	None	PA	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	1.83768e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 2 - 4 Units	Ducted Heating	PA	2000-09	0.535639	0	0	0	0.121427	0.342934	16	0	4.67245e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	10	0	2.16471e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	2000-09	0.226456	0	0	0	0.118827	0.654716	24	12288.6	5.908e-05
Multi-Family with 2 - 4 Units	None	PA	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	2.1679e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	43	0	4.14058e-06
Multi-Family with 2 - 4 Units	Ducted Heating	PA	2010s	0.890944	0	0	0	0.0502918	0.058764	19	25116	2.89681e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	10	0	6.34938e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	2010s	0.360823	0	0	0	0	0.639177	21	0	2.66471e-05
Multi-Family with 2 - 4 Units	None	PA	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	1.82428e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	10	0	6.46798e-05
Multi-Family with 2 - 4 Units	Ducted Heating	PA	<1940	0.264602	0	0	0	0.140419	0.594979	23	36352.9	0.000473831
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	16	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	<1940	0.033418	0	0	0	0.145257	0.821325	35	80622.2	0.000838759
Multi-Family with 2 - 4 Units	None	PA	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	6.58878e-06
Multi-Family with 5+ Units	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	13	10789.3	8.66856e-05
Multi-Family with 5+ Units	Ducted Heating	PA	1940-59	0.358921	0	0	0	0.113599	0.52748	34	38437.2	0.000130562
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	16	0	4.55053e-06
Multi-Family with 5+ Units	Non-Ducted Heating	PA	1940-59	0.633897	0	0	0	0	0.366103	10	88768.5	0.000429402
Multi-Family with 5+ Units	None	PA	1940-59	0.349729	0	0	0	0.430406	0.219865	11	0	1.18389e-05
Multi-Family with 5+ Units	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	43	0	5.4896e-05
Multi-Family with 5+ Units	Ducted Heating	PA	1960-79	0.481762	0	0	0	0.0950776	0.42316	23	29525.3	0.000350631
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	16	9851.08	1.74124e-05
Multi-Family with 5+ Units	Non-Ducted Heating	PA	1960-79	0.16689	0	0	0	0.0678485	0.765262	18	186681	0.00128187
Multi-Family with 5+ Units	None	PA	1960-79	0.349729	0	0	0	0.430406	0.219865	11	0	2.46063e-05
Multi-Family with 5+ Units	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	11	35002.9	0.000158912
Multi-Family with 5+ Units	Ducted Heating	PA	1980-99	0.580946	0	0	0	0	0.419054	20	26965.4	0.000290411
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	PA	1980-99	0.251708	0	0	0	0.0598112	0.68848	34	40730.5	0.000668184
Multi-Family with 5+ Units	None	PA	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	1.30064e-05
Multi-Family with 5+ Units	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 5+ Units	Ducted Heating	PA	2000-09	0.607743	0	0	0	0.0542619	0.337995	13	36503.8	0.00013332
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	10	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	PA	2000-09	0.296156	0	0	0	0.155401	0.548443	19	41471	0.000273207
Multi-Family with 5+ Units	None	PA	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	2.73314e-06
Multi-Family with 5+ Units	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	43	6549.03	2.48616e-05
Multi-Family with 5+ Units	Ducted Heating	PA	2010s	0.828716	0	0	0	0.0789886	0.0922952	12	21370.5	8.69409e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	10	0	3.81239e-05
Multi-Family with 5+ Units	Non-Ducted Heating	PA	2010s	0.317442	0	0	0	0	0.682558	18	27612.1	0.00011448
Multi-Family with 5+ Units	None	PA	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	2.47614e-06
Multi-Family with 5+ Units	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	10	27882.1	0.000150731
Multi-Family with 5+ Units	Ducted Heating	PA	<1940	0.146227	0	0	0	0.111738	0.742036	25	42308.8	0.000172561
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	16	0	1.89418e-05
Multi-Family with 5+ Units	Non-Ducted Heating	PA	<1940	0.112859	0	0	0	0.131675	0.755466	70	26473.2	0.00047638
Multi-Family with 5+ Units	None	PA	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	1.47408e-05
Single-Family Attached	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	67	2705.69	3.31451e-05
Single-Family Attached	Ducted Heating	PA	1940-59	0.451089	0	0	0	0.125342	0.423569	29	109378	0.00108354
Single-Family Attached	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	30	2360.2	1.07723e-05
Single-Family Attached	Non-Ducted Heating	PA	1940-59	0.098378	0	0	0	0.055796	0.845826	20	55090.9	0.00056042
Single-Family Attached	None	PA	1940-59	0.24175	0	0	0	0.519473	0.238777	77	2204.84	5.16393e-06
Single-Family Attached	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	17	5844.62	9.13076e-05
Single-Family Attached	Ducted Heating	PA	1960-79	0.598437	0	0	0	0.268553	0.13301	16	114362	0.000576979
Single-Family Attached	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	30	0	1.84957e-05
Single-Family Attached	Non-Ducted Heating	PA	1960-79	0.679761	0	0	0	0.137958	0.182281	11	15319.8	0.000310942
Single-Family Attached	None	PA	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	3.12205e-06
Single-Family Attached	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	13	0	8.37985e-05
Single-Family Attached	Ducted Heating	PA	1980-99	0.806861	0	0	0	0.0666689	0.12647	48	51637.8	0.000707571
