Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
None	100-150%	Single-Family Attached	Not Available	1960-79	0	0	1	1.71494	5703.1	0
None	100-150%	Single-Family Attached	Not Available	1980-99	0	0	1	2.62765	8566.72	0
None	100-150%	Single-Family Attached	Not Available	2000-09	0	0	1	1.57082	4683.15	0
None	100-150%	Single-Family Attached	Not Available	2010s	0	0	1	0.927122	2336.81	0
None	100-150%	Single-Family Attached	Not Available	<1940	0	0	1	1.0328	3016.06	0
None	100-150%	Single-Family Attached	Owner	1940-59	0.620569	0.379431	0	0.315058	565.041	0.00025715
None	100-150%	Single-Family Attached	Owner	1960-79	0.501793	0.498207	0	0.376173	1225.62	0.00037124
None	100-150%	Single-Family Attached	Owner	1980-99	0.404032	0.595968	0	0.576377	1841.02	0.000510918
None	100-150%	Single-Family Attached	Owner	2000-09	0.274399	0.725601	0	0.344562	1006.43	0.000216655
None	100-150%	Single-Family Attached	Owner	2010s	0.16572	0.83428	0	0.203365	502.19	4.72977e-05
None	100-150%	Single-Family Attached	Owner	<1940	0.665648	0.334352	0	0.226547	648.163	0.000300087
None	100-150%	Single-Family Attached	Renter	1940-59	0.729366	0.270634	0	0.405908	756.573	0.000344878
None	100-150%	Single-Family Attached	Renter	1960-79	0.624013	0.375987	0	0.484647	1641.06	0.000500626
None	100-150%	Single-Family Attached	Renter	1980-99	0.52766	0.47234	0	0.742582	2465.07	0.000618253
None	100-150%	Single-Family Attached	Renter	2000-09	0.383913	0.616087	0	0.44392	1347.57	0.000292719
None	100-150%	Single-Family Attached	Renter	2010s	0.2466	0.7534	0	0.262008	672.417	9.30855e-05
None	100-150%	Single-Family Attached	Renter	<1940	0.766385	0.233615	0	0.291874	867.871	0.00037453
None	100-150%	Single-Family Detached	Not Available	1940-59	0	0	1	7.95183	25114.5	0
None	100-150%	Single-Family Detached	Not Available	1960-79	0	0	1	7.44401	34406.8	0
None	100-150%	Single-Family Detached	Not Available	1980-99	0	0	1	7.27799	35435.2	0
None	100-150%	Single-Family Detached	Not Available	2000-09	0	0	1	4.32138	18230.3	0
None	100-150%	Single-Family Detached	Not Available	2010s	0	0	1	2.52447	10089.1	0
None	100-150%	Single-Family Detached	Not Available	<1940	0	0	1	4.66318	17942.7	0
None	100-150%	Single-Family Detached	Owner	1940-59	0.485202	0.514798	0	5.09836	15708.7	0.0064277
None	100-150%	Single-Family Detached	Owner	1960-79	0.366341	0.633659	0	4.77277	21520.8	0.00732045
None	100-150%	Single-Family Detached	Owner	1980-99	0.274138	0.725862	0	4.66633	22164.1	0.00498843
None	100-150%	Single-Family Detached	Owner	2000-09	0.233579	0.766421	0	2.77068	11402.7	0.00233325
None	100-150%	Single-Family Detached	Owner	2010s	0.196575	0.803425	0	1.61858	6310.59	0.000592801
None	100-150%	Single-Family Detached	Owner	<1940	0.507598	0.492402	0	2.98983	11222.9	0.00414771
None	100-150%	Single-Family Detached	Renter	1940-59	0.657611	0.342389	0	0.314805	1098.34	0.00245378
None	100-150%	Single-Family Detached	Renter	1960-79	0.540891	0.459109	0	0.294701	1504.72	0.00288548
None	100-150%	Single-Family Detached	Renter	1980-99	0.434909	0.565091	0	0.288128	1549.7	0.00232279
None	100-150%	Single-Family Detached	Renter	2000-09	0.383117	0.616883	0	0.171079	797.271	0.00124655
None	100-150%	Single-Family Detached	Renter	2010s	0.332707	0.667293	0	0.0999412	441.232	0.000352349
None	100-150%	Single-Family Detached	Renter	<1940	0.677492	0.322508	0	0.184611	784.696	0.0015844
None	150-200%	Mobile Home	Not Available	1940-59	0	0	1	0.387892	1552.74	0
None	150-200%	Mobile Home	Not Available	1960-79	0	0	1	3.15319	13786	0
None	150-200%	Mobile Home	Not Available	1980-99	0	0	1	5.443	26390.2	0
None	150-200%	Mobile Home	Not Available	2000-09	0	0	1	1.98951	7907.51	0
None	150-200%	Mobile Home	Not Available	2010s	0	0	1	1.12614	5131.05	0
None	150-200%	Mobile Home	Not Available	<1940	0	0	1	0.125127	552.527	0
None	150-200%	Mobile Home	Owner	1940-59	0.502779	0.497221	0	0.242873	1007.72	8.14524e-05
None	150-200%	Mobile Home	Owner	1960-79	0.372269	0.627731	0	1.97432	8947.04	0.00127832
None	150-200%	Mobile Home	Owner	1980-99	0.371662	0.628338	0	3.40806	17127.1	0.00227446
None	150-200%	Mobile Home	Owner	2000-09	0.444913	0.555087	0	1.2457	5131.92	0.000659401
None	150-200%	Mobile Home	Owner	2010s	0.296181	0.703819	0	0.705116	3330.02	0.000188293
None	150-200%	Mobile Home	Owner	<1940	0.519161	0.480839	0	0.0783462	358.587	2.288e-05
None	150-200%	Mobile Home	Renter	1940-59	0.852349	0.147651	0	0.0167983	58.6791	3.30428e-05
None	150-200%	Mobile Home	Renter	1960-79	0.771981	0.228019	0	0.136554	520.984	0.000480103
None	150-200%	Mobile Home	Renter	1980-99	0.771524	0.228476	0	0.235718	997.306	0.000999129
None	150-200%	Mobile Home	Renter	2000-09	0.820654	0.179346	0	0.0861589	298.831	0.000306802
None	150-200%	Mobile Home	Renter	2010s	0.706092	0.293908	0	0.0487692	193.906	8.75155e-05
None	150-200%	Mobile Home	Renter	<1940	0.860411	0.139589	0	0.0054188	20.8804	9.83967e-06
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	2.63756	8103.32	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	2.42054	15291.3	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	2.08667	13663.7	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.751203	4126.09	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.517495	2470.23	0
None	150-200%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	2.01155	9674.75	0
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.677638	0.322362	0	0.0201782	54.1721	0.000131514
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.702385	0.297615	0	0.0185179	102.225	0.000205688
None	150-200%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.717753	0.282247	0	0.0159637	91.3444	0.000161753
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.644648	0.355352	0	0.00574695	27.5836	4.31813e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	2010s	0.65476	0.34524	0	0.00395901	16.5139	1.32846e-05
None	150-200%	Multi-Family with 2 - 4 Units	Owner	<1940	0.656736	0.343264	0	0.0153891	64.6773	0.000265487
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.773474	0.226526	0	2.19529	6832.39	0.000947066
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.79311	0.20689	0	2.01467	12893	0.00174009
None	150-200%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.805093	0.194907	0	1.73678	11520.7	0.00150496
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.746625	0.253375	0	0.625241	3478.95	0.00048098
None	150-200%	Multi-Family with 2 - 4 Units	Renter	2010s	0.754937	0.245063	0	0.430722	2082.8	0.000195788
None	150-200%	Multi-Family with 2 - 4 Units	Renter	<1940	0.756554	0.243446	0	1.67426	8157.35	0.00148655
None	150-200%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	2.69099	8926.49	0
None	150-200%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	4.13149	27019.7	0
None	150-200%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	3.75144	26098.6	0
None	150-200%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	2.12704	13156.4	0
None	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	2.1393	11673.9	0
None	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	1.86346	9376.75	0
None	150-200%	Multi-Family with 5+ Units	Owner	1940-59	0.715633	0.284367	0	0.0165379	61.4451	0.000105828
None	150-200%	Multi-Family with 5+ Units	Owner	1960-79	0.719833	0.280167	0	0.0253908	185.989	0.000401656
None	150-200%	Multi-Family with 5+ Units	Owner	1980-99	0.721251	0.278749	0	0.0230552	179.649	0.000324886
None	150-200%	Multi-Family with 5+ Units	Owner	2000-09	0.719255	0.280745	0	0.0130721	90.5613	9.30969e-05
None	150-200%	Multi-Family with 5+ Units	Owner	2010s	0.751455	0.248545	0	0.0131475	80.3568	4.05237e-05
None	150-200%	Multi-Family with 5+ Units	Owner	<1940	0.707775	0.292225	0	0.0114522	64.5445	7.72714e-05
None	150-200%	Multi-Family with 5+ Units	Renter	1940-59	0.875324	0.124676	0	2.28493	7506.73	0.00133331
None	150-200%	Multi-Family with 5+ Units	Renter	1960-79	0.877569	0.122431	0	3.50807	22722.2	0.00448408
None	150-200%	Multi-Family with 5+ Units	Renter	1980-99	0.878324	0.121676	0	3.18537	21947.7	0.00437911
None	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0.87726	0.12274	0	1.80608	11063.8	0.00167915
None	150-200%	Multi-Family with 5+ Units	Renter	2010s	0.894009	0.105991	0	1.81649	9817.17	0.000887785
None	150-200%	Multi-Family with 5+ Units	Renter	<1940	0.871084	0.128916	0	1.58228	7885.38	0.00135802
None	150-200%	Single-Family Attached	Not Available	1940-59	0	0	1	1.29478	1889.38	0
None	150-200%	Single-Family Attached	Not Available	1960-79	0	0	1	1.54594	4098.22	0
None	150-200%	Single-Family Attached	Not Available	1980-99	0	0	1	2.36871	6156	0
None	150-200%	Single-Family Attached	Not Available	2000-09	0	0	1	1.41603	3365.29	0
None	150-200%	Single-Family Attached	Not Available	2010s	0	0	1	0.83576	1679.22	0
None	150-200%	Single-Family Attached	Not Available	<1940	0	0	1	0.931028	2167.33	0
None	150-200%	Single-Family Attached	Owner	1940-59	0.600564	0.399436	0	0.342144	465.955	0.000266043
None	150-200%	Single-Family Attached	Owner	1960-79	0.480765	0.519235	0	0.408513	1010.69	0.000419395
None	150-200%	Single-Family Attached	Owner	1980-99	0.383944	0.616056	0	0.625929	1518.18	0.000609999
None	150-200%	Single-Family Attached	Owner	2000-09	0.257966	0.742034	0	0.374184	829.938	0.000275248
None	150-200%	Single-Family Attached	Owner	2010s	0.15441	0.84559	0	0.220849	414.125	6.39992e-05
None	150-200%	Single-Family Attached	Owner	<1940	0.646666	0.353334	0	0.246023	534.501	0.000293846
None	150-200%	Single-Family Attached	Renter	1940-59	0.794578	0.205422	0	0.304963	478.781	0.000281695
None	150-200%	Single-Family Attached	Renter	1960-79	0.704319	0.295681	0	0.36412	1038.51	0.000456401
None	150-200%	Single-Family Attached	Renter	1980-99	0.615878	0.384122	0	0.557909	1559.97	0.00060815
None	150-200%	Single-Family Attached	Renter	2000-09	0.47212	0.52788	0	0.333522	852.783	0.000303382
None	150-200%	Single-Family Attached	Renter	2010s	0.319626	0.680374	0	0.196849	425.524	9.85082e-05
None	150-200%	Single-Family Attached	Renter	<1940	0.824819	0.175181	0	0.219288	549.213	0.000298123
None	150-200%	Single-Family Detached	Not Available	1940-59	0	0	1	11.4335	33148.5	0
None	150-200%	Single-Family Detached	Not Available	1960-79	0	0	1	10.7033	45413.3	0
None	150-200%	Single-Family Detached	Not Available	1980-99	0	0	1	10.4646	46770.7	0
None	150-200%	Single-Family Detached	Not Available	2000-09	0	0	1	6.21348	24062	0
None	150-200%	Single-Family Detached	Not Available	2010s	0	0	1	3.62979	13316.6	0
None	150-200%	Single-Family Detached	Not Available	<1940	0	0	1	6.70494	23682.5	0
None	150-200%	Single-Family Detached	Owner	1940-59	0.42864	0.57136	0	8.16603	23747.1	0.00673034
None	150-200%	Single-Family Detached	Owner	1960-79	0.315153	0.684847	0	7.64453	32533.3	0.00813949
None	150-200%	Single-Family Detached	Owner	1980-99	0.231134	0.768866	0	7.47403	33505.8	0.00597017
None	150-200%	Single-Family Detached	Owner	2000-09	0.195226	0.804774	0	4.43779	17237.6	0.00295649
None	150-200%	Single-Family Detached	Owner	2010s	0.163006	0.836994	0	2.59247	9539.8	0.000769771
None	150-200%	Single-Family Detached	Owner	<1940	0.450711	0.549289	0	4.7888	16965.8	0.00434881
None	150-200%	Single-Family Detached	Renter	1940-59	0.625359	0.374641	0	0.27426	782.125	0.00212411
None	150-200%	Single-Family Detached	Renter	1960-79	0.505905	0.494095	0	0.256745	1071.51	0.00260646
None	150-200%	Single-Family Detached	Renter	1980-99	0.400793	0.599207	0	0.251019	1103.53	0.00221815
None	150-200%	Single-Family Detached	Renter	2000-09	0.350544	0.649456	0	0.149045	567.733	0.00123274
None	150-200%	Single-Family Detached	Renter	2010s	0.30232	0.69768	0	0.0870692	314.199	0.000353061
None	150-200%	Single-Family Detached	Renter	<1940	0.646104	0.353896	0	0.160834	558.778	0.00134625
None	200-300%	Mobile Home	Not Available	1940-59	0	0	1	0.682987	2694.49	0
None	200-300%	Mobile Home	Not Available	1960-79	0	0	1	5.55203	23923.1	0
None	200-300%	Mobile Home	Not Available	1980-99	0	0	1	9.58385	45795.4	0
None	200-300%	Mobile Home	Not Available	2000-09	0	0	1	3.50306	13722	0
None	200-300%	Mobile Home	Not Available	2010s	0	0	1	1.98287	8903.99	0
None	200-300%	Mobile Home	Not Available	<1940	0	0	1	0.220318	958.808	0
None	200-300%	Mobile Home	Owner	1940-59	0.594607	0.405393	0	0.484733	1870.37	0.000119109
None	200-300%	Mobile Home	Owner	1960-79	0.462429	0.537571	0	3.94041	16606.2	0.00191899
None	200-300%	Mobile Home	Owner	1980-99	0.461783	0.538217	0	6.8019	31788.8	0.00383935
None	200-300%	Mobile Home	Owner	2000-09	0.5376	0.4624	0	2.48621	9525.12	0.00121474
None	200-300%	Mobile Home	Owner	2010s	0.37904	0.62096	0	1.40729	6180.69	0.000365919
None	200-300%	Mobile Home	Owner	<1940	0.610308	0.389692	0	0.156366	665.555	3.73757e-05
None	200-300%	Mobile Home	Renter	1940-59	0.666356	0.333644	0	0.0168818	75.0064	4.52079e-05
None	200-300%	Mobile Home	Renter	1960-79	0.539452	0.460548	0	0.137233	665.947	0.000622762
None	200-300%	Mobile Home	Renter	1980-99	0.538806	0.461194	0	0.23689	1274.81	0.00137179
None	200-300%	Mobile Home	Renter	2000-09	0.612869	0.387131	0	0.0865875	381.98	0.000437085
None	200-300%	Mobile Home	Renter	2010s	0.453902	0.546098	0	0.0490118	247.86	0.000133393
None	200-300%	Mobile Home	Renter	<1940	0.68077	0.31923	0	0.00544576	26.6903	1.30534e-05
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	5.94629	16643.3	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	5.45704	31406.5	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	4.70434	28063.8	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	1.69356	8474.51	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	1.16668	5073.57	0
None	200-300%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	4.53499	19870.8	0
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.449674	0.550326	0	0.108046	343.964	0.000287984
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.478453	0.521547	0	0.0991563	649.072	0.000428037
None	200-300%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.497105	0.502895	0	0.0854796	579.988	0.000353251
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.413546	0.586454	0	0.0307726	175.141	0.000102791
None	200-300%	Multi-Family with 2 - 4 Units	Owner	2010s	0.424361	0.575639	0	0.0211989	104.854	3.03508e-05
None	200-300%	Multi-Family with 2 - 4 Units	Owner	<1940	0.426501	0.573499	0	0.0824023	410.666	0.000550371
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.827502	0.172498	0	4.44793	12202	0.00146808
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.843403	0.156597	0	4.08196	23025.6	0.00264619
None	200-300%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.853013	0.146987	0	3.51893	20574.9	0.00234982
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.805446	0.194554	0	1.26681	6213.07	0.000750938
None	200-300%	Multi-Family with 2 - 4 Units	Renter	2010s	0.812314	0.187686	0	0.872694	3719.67	0.000311976
None	200-300%	Multi-Family with 2 - 4 Units	Renter	<1940	0.813645	0.186355	0	3.39225	14568.3	0.00236577
None	200-300%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	6.78142	20833.2	0
None	200-300%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	10.4116	63060.4	0
None	200-300%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	9.45383	60910.7	0
None	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	5.36026	30705.2	0
None	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	5.39115	27245.3	0
None	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	4.69602	21884.1	0
None	200-300%	Multi-Family with 5+ Units	Owner	1940-59	0.715633	0.284367	0	0.101222	291.995	0.0002302
None	200-300%	Multi-Family with 5+ Units	Owner	1960-79	0.719833	0.280167	0	0.155407	883.844	0.000808136
None	200-300%	Multi-Family with 5+ Units	Owner	1980-99	0.721251	0.278749	0	0.141111	853.714	0.000687218
None	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0.719255	0.280745	0	0.0800091	430.359	0.000215612
None	200-300%	Multi-Family with 5+ Units	Owner	2010s	0.751455	0.248545	0	0.0804703	381.866	0.00010526
None	200-300%	Multi-Family with 5+ Units	Owner	<1940	0.707775	0.292225	0	0.0700945	306.723	0.000168126
None	200-300%	Multi-Family with 5+ Units	Renter	1940-59	0.877704	0.122296	0	5.22481	16192.4	0.00201396
None	200-300%	Multi-Family with 5+ Units	Renter	1960-79	0.879912	0.120088	0	8.02168	49013	0.007122
None	200-300%	Multi-Family with 5+ Units	Renter	1980-99	0.880655	0.119345	0	7.28378	47342.2	0.00735005
None	200-300%	Multi-Family with 5+ Units	Renter	2000-09	0.879609	0.120391	0	4.12986	23865.3	0.00287964
None	200-300%	Multi-Family with 5+ Units	Renter	2010s	0.896075	0.103925	0	4.15366	21176.1	0.00162526
None	200-300%	Multi-Family with 5+ Units	Renter	<1940	0.873534	0.126466	0	3.61809	17009.1	0.00211089
None	200-300%	Single-Family Attached	Not Available	1940-59	0	0	1	5.47765	8571.47	0
None	200-300%	Single-Family Attached	Not Available	1960-79	0	0	1	6.54021	18592.2	0
None	200-300%	Single-Family Attached	Not Available	1980-99	0	0	1	10.021	27927.6	0
None	200-300%	Single-Family Attached	Not Available	2000-09	0	0	1	5.99061	15267.1	0
None	200-300%	Single-Family Attached	Not Available	2010s	0	0	1	3.53574	7618.04	0
None	200-300%	Single-Family Attached	Not Available	<1940	0	0	1	3.93878	9832.41	0
None	200-300%	Single-Family Attached	Owner	1940-59	0.592618	0.407382	0	2.01536	3006.36	0.000564502
None	200-300%	Single-Family Attached	Owner	1960-79	0.472529	0.527471	0	2.40629	6521.03	0.000980981
None	200-300%	Single-Family Attached	Owner	1980-99	0.376165	0.623835	0	3.68696	9795.34	0.00149272
None	200-300%	Single-Family Attached	Owner	2000-09	0.251697	0.748303	0	2.20408	5354.79	0.000748021
None	200-300%	Single-Family Attached	Owner	2010s	0.150148	0.849852	0	1.30088	2671.95	0.000185731
None	200-300%	Single-Family Attached	Owner	<1940	0.639086	0.360914	0	1.44917	3448.62	0.000616613
None	200-300%	Single-Family Attached	Renter	1940-59	0.761225	0.238775	0	0.845985	1425.21	0.000438117
None	200-300%	Single-Family Attached	Renter	1960-79	0.662536	0.337464	0	1.01009	3091.39	0.000782442
None	200-300%	Single-Family Attached	Renter	1980-99	0.569241	0.430759	0	1.54767	4643.64	0.00110813
None	200-300%	Single-Family Attached	Renter	2000-09	0.424342	0.575658	0	0.925207	2538.52	0.00059382
None	200-300%	Single-Family Attached	Renter	2010s	0.279121	0.720879	0	0.54607	1266.68	0.000197021
None	200-300%	Single-Family Attached	Renter	<1940	0.795111	0.204889	0	0.608317	1634.87	0.000448502
None	200-300%	Single-Family Detached	Not Available	1940-59	0	0	1	53.489	143308	0
None	200-300%	Single-Family Detached	Not Available	1960-79	0	0	1	50.0731	196331	0
None	200-300%	Single-Family Detached	Not Available	1980-99	0	0	1	48.9563	202199	0
None	200-300%	Single-Family Detached	Not Available	2000-09	0	0	1	29.0683	104025	0
None	200-300%	Single-Family Detached	Not Available	2010s	0	0	1	16.9812	57570.4	0
None	200-300%	Single-Family Detached	Not Available	<1940	0	0	1	31.3675	102384	0
None	200-300%	Single-Family Detached	Owner	1940-59	0.392442	0.607558	0	41.2851	108127	0.0143769
None	200-300%	Single-Family Detached	Owner	1960-79	0.283779	0.716221	0	38.6485	148134	0.0184272
None	200-300%	Single-Family Detached	Owner	1980-99	0.205613	0.794387	0	37.7865	152562	0.0146913
None	200-300%	Single-Family Detached	Owner	2000-09	0.172779	0.827221	0	22.4362	78488.1	0.00773122
None	200-300%	Single-Family Detached	Owner	2010s	0.143602	0.856398	0	13.1068	43437.5	0.0021343
None	200-300%	Single-Family Detached	Owner	<1940	0.414	0.586	0	24.2108	77250.2	0.00945754
None	200-300%	Single-Family Detached	Renter	1940-59	0.5561	0.4439	0	0.782969	2473.35	0.00340659
None	200-300%	Single-Family Detached	Renter	1960-79	0.434532	0.565468	0	0.732967	3388.48	0.00437111
None	200-300%	Single-Family Detached	Renter	1980-99	0.334218	0.665782	0	0.71662	3489.76	0.00393857
None	200-300%	Single-Family Detached	Renter	2000-09	0.2883	0.7117	0	0.425501	1795.37	0.0023054
None	200-300%	Single-Family Detached	Renter	2010s	0.245403	0.754597	0	0.248569	993.608	0.000672795
None	200-300%	Single-Family Detached	Renter	<1940	0.578094	0.421906	0	0.459156	1767.05	0.00212469
None	300-400%	Mobile Home	Not Available	1940-59	0	0	1	0.169641	717.06	0
None	300-400%	Mobile Home	Not Available	1960-79	0	0	1	1.37902	6366.44	0
None	300-400%	Mobile Home	Not Available	1980-99	0	0	1	2.38045	12187.1	0
None	300-400%	Mobile Home	Not Available	2000-09	0	0	1	0.870097	3651.72	0
None	300-400%	Mobile Home	Not Available	2010s	0	0	1	0.492508	2369.54	0
None	300-400%	Mobile Home	Not Available	<1940	0	0	1	0.0547231	255.159	0
None	300-400%	Mobile Home	Owner	1940-59	0.520693	0.479307	0	0.136249	591.083	6.97438e-05
None	300-400%	Mobile Home	Owner	1960-79	0.389172	0.610828	0	1.10757	5247.95	0.00110225
None	300-400%	Mobile Home	Owner	1980-99	0.388555	0.611445	0	1.91188	10046	0.00252789
None	300-400%	Mobile Home	Owner	2000-09	0.462684	0.537316	0	0.698825	3010.16	0.000886273
None	300-400%	Mobile Home	Owner	2010s	0.311343	0.688657	0	0.395561	1953.25	0.000286342
None	300-400%	Mobile Home	Owner	<1940	0.537028	0.462972	0	0.0439512	210.331	2.72732e-05
None	300-400%	Mobile Home	Renter	1940-59	0.481863	0.518137	0	0.00180243	6.08012	2.28076e-05
None	300-400%	Mobile Home	Renter	1960-79	0.352929	0.647071	0	0.014652	53.9825	0.000306983
None	300-400%	Mobile Home	Renter	1980-99	0.352335	0.647665	0	0.0252921	103.337	0.000715126
None	300-400%	Mobile Home	Renter	2000-09	0.424351	0.575649	0	0.00924471	30.9638	0.000241895
None	300-400%	Mobile Home	Renter	2010s	0.279037	0.720963	0	0.00523286	20.0919	8.14834e-05
None	300-400%	Mobile Home	Renter	<1940	0.498247	0.501753	0	0.000581429	2.16355	6.82097e-06
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	2.44657	6891.45	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	2.24527	13004.4	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	1.93558	11620.3	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	0.696808	3509.02	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	0.480024	2100.8	0
None	300-400%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	1.8659	8227.87	0
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.548214	0.451786	0	0.0564053	138.221	0.000263167
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.57669	0.42331	0	0.0517643	260.829	0.000372378
None	300-400%	Multi-Family with 2 - 4 Units	Owner	1980-99	0.594804	0.405196	0	0.0446244	233.067	0.000311856
None	300-400%	Multi-Family with 2 - 4 Units	Owner	2000-09	0.511527	0.488473	0	0.0160648	70.3802	0.000102148
None	300-400%	Multi-Family with 2 - 4 Units	Owner	2010s	0.522621	0.477379	0	0.0110669	42.1356	3.14148e-05
None	300-400%	Multi-Family with 2 - 4 Units	Owner	<1940	0.524805	0.475195	0	0.0430179	165.026	0.000513983
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.7852	0.2148	0	1.75821	5077.7	0.000981534
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.804077	0.195923	0	1.61355	9581.81	0.00169953
None	300-400%	Multi-Family with 2 - 4 Units	Renter	1980-99	0.815573	0.184427	0	1.39099	8561.97	0.00154836
None	300-400%	Multi-Family with 2 - 4 Units	Renter	2000-09	0.759308	0.240692	0	0.500756	2585.49	0.000497298
None	300-400%	Multi-Family with 2 - 4 Units	Renter	2010s	0.767334	0.232666	0	0.344965	1547.89	0.000213161
None	300-400%	Multi-Family with 2 - 4 Units	Renter	<1940	0.768894	0.231106	0	1.34091	6062.39	0.00163344
None	300-400%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	3.39905	12345.3	0
None	300-400%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	5.21858	37368.3	0
None	300-400%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	4.73853	36094.5	0
None	300-400%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	2.68672	18195.3	0
None	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	2.7022	16145	0
None	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	2.35378	12968.1	0
None	300-400%	Multi-Family with 5+ Units	Owner	1940-59	0.715633	0.284367	0	0.0764229	282.841	0.000203863
None	300-400%	Multi-Family with 5+ Units	Owner	1960-79	0.719833	0.280167	0	0.117333	856.135	0.000710685
None	300-400%	Multi-Family with 5+ Units	Owner	1980-99	0.721251	0.278749	0	0.106539	826.951	0.000615224
None	300-400%	Multi-Family with 5+ Units	Owner	2000-09	0.719255	0.280745	0	0.0604071	416.867	0.000219066
None	300-400%	Multi-Family with 5+ Units	Owner	2010s	0.751455	0.248545	0	0.0607553	369.894	0.0001082
None	300-400%	Multi-Family with 5+ Units	Owner	<1940	0.707775	0.292225	0	0.0529215	297.108	0.000170634
None	300-400%	Multi-Family with 5+ Units	Renter	1940-59	0.877704	0.122296	0	2.45608	8890.93	0.00132761
None	300-400%	Multi-Family with 5+ Units	Renter	1960-79	0.879912	0.120088	0	3.77084	26912.1	0.00476724
None	300-400%	Multi-Family with 5+ Units	Renter	1980-99	0.880655	0.119345	0	3.42397	25994.7	0.00523167
None	300-400%	Multi-Family with 5+ Units	Renter	2000-09	0.879609	0.120391	0	1.94137	13104	0.00216545
None	300-400%	Multi-Family with 5+ Units	Renter	2010s	0.896075	0.103925	0	1.95256	11627.4	0.0013347
