Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=Tenure	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	Option=Void	source_count	source_weight	sampling_probability
6B	Single-Family Attached	Ducted Heat Pump	Renter	0.0170007	0.0446999	0.107279	0	0.317499	0.0438723	0.0757399	0.174839	0.171677	0.0473929	0	0	18	1013.1	7.29929e-06
6B	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	24	2105.1	0
6B	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	22	2105.1	0
6B	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0
6B	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0.0867671	0.0146804	0.084458	0.00849933	0.0929138	0.272839	0.105515	0.159142	0.0556504	0.0719724	0.0475624	0	74	0	8.06685e-07
6B	Single-Family Attached	Non-Ducted Heat Pump	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	0	2.27252e-06
6B	Single-Family Attached	Non-Ducted Heat Pump	Renter	0.0816484	0.0669397	0.0273542	0	0.0707112	0.443996	0.0815434	0.123782	0.104025	0	0	0	16	0	1.86505e-06
6B	Single-Family Attached	None	Not Available	0.0220717	0.00498574	0.0585038	0.00316581	0.0669222	0.239006	0.185647	0.297258	0.0596793	0.0476317	0.0151286	0	0	0	1.30023e-05
6B	Single-Family Attached	None	Owner	0.018079	0	0.0205989	0.00223144	0.0759931	0.280701	0.11888	0.411741	0.00464552	0.0546427	0.0124872	0	0	0	3.42793e-05
6B	Single-Family Attached	None	Renter	0.0125886	0.0671068	0.0802509	0	0.195152	0.258051	0.0975104	0.0742757	0.179971	0.0350934	0	0	0	0	2.83116e-05
6B	Single-Family Attached	Room AC	Not Available	0.0781965	0.0166707	0.0959082	0.0096516	0.0904929	0.271508	0.0904555	0.165376	0.0459996	0.0817298	0.0540106	0	66	12335	5.09482e-06
6B	Single-Family Attached	Room AC	Owner	0.101384	0	0.115515	0.0125135	0.0944945	0.208657	0.0909484	0.174447	0.0260512	0.105965	0.070026	0	51	5079.76	1.40534e-05
6B	Single-Family Attached	Room AC	Renter	0	0.0728912	0.0297862	0	0.0769979	0.483471	0.0887932	0.134787	0.113274	0	0	0	15	7255.24	1.17912e-05
6B	Single-Family Detached	Central AC	Not Available	0.00899976	0.0139927	0.0612343	0.0246908	0.143758	0.245654	0.18185	0.157879	0.0789671	0.0829752	0	0	157	310311	0.000575241
6B	Single-Family Detached	Central AC	Owner	0.00672115	0.00707744	0.0555758	0.0270503	0.119621	0.261029	0.199228	0.172966	0.0685767	0.0821548	0	0	147	283244	0.00224926
6B	Single-Family Detached	Central AC	Renter	0.0328441	0.086357	0.120447	0	0.396337	0.0847582	0	0	0.187697	0.0915598	0	0	10	27067.3	0.000420924
6B	Single-Family Detached	Ducted Heat Pump	Not Available	0.0073255	0.0137453	0.056006	0.0200975	0.144182	0.236747	0.172266	0.204923	0.0744984	0.07021	0	0	189	4851.98	4.30074e-05
6B	Single-Family Detached	Ducted Heat Pump	Owner	0.00578743	0.00882436	0.047855	0.0232924	0.116629	0.267409	0.18761	0.209705	0.0590498	0.0738373	0	0	171	4851.98	0.000147193
6B	Single-Family Detached	Ducted Heat Pump	Renter	0.0170007	0.0446999	0.107279	0	0.317499	0.0438723	0.0757399	0.174839	0.171677	0.0473929	0	0	18	0	2.95763e-05
6B	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	15	19322.7	0
6B	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	14	18119.6	0
6B	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	24	1203.17	0
6B	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0.0867671	0.0146804	0.084458	0.00849933	0.0929138	0.272839	0.105515	0.159142	0.0556504	0.0719724	0.0475624	0	74	17455.3	1.75531e-05
6B	Single-Family Detached	Non-Ducted Heat Pump	Owner	0.0882049	0	0.100499	0.0108869	0.0991508	0.224759	0.112249	0.169075	0.0420612	0.0921904	0.0609234	0	58	14837.3	5.9749e-05
6B	Single-Family Detached	Non-Ducted Heat Pump	Renter	0.0816484	0.0669397	0.0273542	0	0.0707112	0.443996	0.0815434	0.123782	0.104025	0	0	0	16	2618.02	1.23197e-05
6B	Single-Family Detached	None	Not Available	0.0281223	0.0141489	0.0703535	0.0214538	0.131928	0.253031	0.155508	0.152438	0.0710155	0.0887848	0.013216	0	0	0	0.000332193
6B	Single-Family Detached	None	Owner	0.0285545	0.00536748	0.0700578	0.0240632	0.112699	0.251528	0.173611	0.1698	0.0562344	0.0931141	0.0149704	0	0	0	0.00125865
6B	Single-Family Detached	None	Renter	0.0244736	0.0806344	0.0841057	0	0.268462	0.241668	0.0350333	0.0531801	0.157443	0.0550006	0	0	0	0	0.000252171
6B	Single-Family Detached	Room AC	Not Available	0.0814916	0.0145872	0.0986102	0.0132345	0.0994513	0.274569	0.0768817	0.130501	0.0474133	0.11207	0.0511906	0	45	93896.2	0.000161911
6B	Single-Family Detached	Room AC	Owner	0.0974468	0	0.117917	0.0158257	0.0900478	0.221335	0.0919342	0.156051	0.0142176	0.134012	0.0612131	0	39	78522.4	0.00061865
6B	Single-Family Detached	Room AC	Renter	0	0.0728912	0.0297862	0	0.0769979	0.483471	0.0887932	0.134787	0.113274	0	0	0	15	15373.8	0.000122081
7A	Mobile Home	Central AC	Not Available	0.0448171	0	0.0328668	0.0444744	0.217361	0.159879	0.268937	0.151767	0.033841	0.0460558	0	0	148	21000.8	0.000121732
7A	Mobile Home	Central AC	Owner	0.0471798	0	0.0345995	0.0448141	0.223918	0.13159	0.274022	0.159768	0.0356251	0.0484838	0	0	137	21000.8	0.000160626
7A	Mobile Home	Central AC	Renter	0	0	0	0.0380318	0.0929996	0.696469	0.1725	0	0	0	0	0	11	0	3.92702e-05
7A	Mobile Home	Ducted Heat Pump	Not Available	0	0	0	0	0.0421471	0.352257	0.274362	0.2823	0.048934	0	0	0	26	0	4.99565e-06
7A	Mobile Home	Ducted Heat Pump	Owner	0	0	0	0	0.0424852	0.355082	0.276563	0.284565	0.0413054	0	0	0	25	0	7.52377e-06
7A	Mobile Home	Ducted Heat Pump	Renter	0.0625505	0.0521577	0.0350482	0.0471884	0.124225	0.229554	0.222269	0.185064	0.030758	0.011186	0	0	73	0	1.9251e-06
7A	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Mobile Home	Non-Ducted Heat Pump	Not Available	0.0173289	0.00499423	0.0636978	0.0480663	0.130935	0.326455	0.199339	0.134019	0.013016	0.0621487	0	0	68	0	1.38812e-07
7A	Mobile Home	Non-Ducted Heat Pump	Owner	0.0173959	0.00501352	0.0639438	0.048252	0.131441	0.323853	0.200109	0.134537	0.0130663	0.0623888	0	0	67	0	2.17756e-07
7A	Mobile Home	Non-Ducted Heat Pump	Renter	0.0823312	0.0363485	0.152887	0.0408299	0.143187	0.252893	0.088433	0.100543	0.0290057	0	0.0735431	0	62	0	5.87618e-08
7A	Mobile Home	None	Not Available	0.0534283	0.00952037	0.0665621	0.0401851	0.171059	0.187523	0.230273	0.166514	0.0423479	0.0315256	0.00106121	0	0	0	1.16967e-05
7A	Mobile Home	None	Owner	0.0555105	0.00967148	0.067664	0.0415685	0.169299	0.172324	0.240578	0.164453	0.0446656	0.0342654	0	0	0	0	1.56007e-05
7A	Mobile Home	None	Renter	0.0825772	0.0364571	0.153343	0.0409519	0.143615	0.25066	0.0886973	0.100843	0.0290924	0	0.0737628	0	0	0	3.90483e-06
7A	Mobile Home	Room AC	Not Available	0.0721116	0.0301763	0.139669	0.0308787	0.0705988	0.247502	0.146383	0.198511	0.060805	0	0.00336369	0	51	9679.29	7.63579e-05
7A	Mobile Home	Room AC	Owner	0.075587	0.0329791	0.147347	0.0337468	0.0376731	0.27049	0.15998	0.175744	0.0664527	0	0	0	46	8714.23	0.000101332
7A	Mobile Home	Room AC	Renter	0.0825772	0.0364571	0.153343	0.0409519	0.143615	0.25066	0.0886973	0.100843	0.0290924	0	0.0737628	0	61	965.059	2.43129e-05
7A	Multi-Family with 2 - 4 Units	Central AC	Not Available	0.519451	0	0	0	0.076284	0.168128	0.111657	0.12448	0	0	0	0	14	17973.6	3.03944e-05
7A	Multi-Family with 2 - 4 Units	Central AC	Owner	0.0136469	0.00581426	0.0214999	0.0269381	0.146186	0.181855	0.264723	0.214005	0.0585238	0.0495176	0.0172906	0	832	0	1.50493e-05
7A	Multi-Family with 2 - 4 Units	Central AC	Renter	0.570343	0	0	0	0.0837577	0.137054	0.0721696	0.136676	0	0	0	0	12	17973.6	0.0001135
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0.070717	0.0160163	0.0999914	0.0245839	0.206282	0.250496	0.175191	0.124786	0.0084256	0.0235101	0	0	88	0	3.52129e-06
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0.0136469	0.00581426	0.0214999	0.0269381	0.146186	0.181855	0.264723	0.214005	0.0585238	0.0495176	0.0172906	0	832	0	1.53297e-06
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0.0768495	0.0174052	0.108663	0.0267158	0.224171	0.249494	0.153575	0.130232	0.00605503	0.00683945	0	0	80	0	1.32824e-05
7A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0.132459	0.00627685	0.0996074	0.0382637	0.130521	0.189087	0.0971067	0.165113	0.0431807	0.0438453	0.0545401	0	189	0	2.69435e-07
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0.0243019	0	0	0.388386	0.100624	0.0572763	0.0485879	0.380823	0	0	0	0	12	0	1.19988e-07
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0.137979	0.00659719	0.104691	0.0203951	0.132046	0.195814	0.0995829	0.154104	0.0453844	0.0460829	0.0573236	0	177	0	1.10049e-06
7A	Multi-Family with 2 - 4 Units	None	Not Available	0.288958	0	0.0279578	0.0415275	0.200012	0.158152	0.13044	0.122342	0.0094303	0	0.0211799	0	0	0	8.49818e-06
7A	Multi-Family with 2 - 4 Units	None	Owner	0.0362939	0	0	0.129808	0.150279	0.0855401	0.0725643	0.525515	0	0	0	0	0	0	4.12579e-06
7A	Multi-Family with 2 - 4 Units	None	Renter	0.319974	0	0.027934	0.0414922	0.204433	0.138399	0.107455	0.129729	0.00942229	0	0.0211619	0	0	0	3.14548e-05
7A	Multi-Family with 2 - 4 Units	Room AC	Not Available	0.0948382	0	0.0515037	0.0765017	0.304215	0.149751	0.14626	0.120541	0.0173724	0	0.0390174	0	46	21341.5	2.52024e-05
7A	Multi-Family with 2 - 4 Units	Room AC	Owner	0.0362939	0	0	0.129808	0.150279	0.0855401	0.0725643	0.525515	0	0	0	0	10	1141.02	1.16408e-05
7A	Multi-Family with 2 - 4 Units	Room AC	Renter	0.0972046	0	0.0527888	0.0784106	0.311805	0.139595	0.13885	0.123549	0.0178059	0	0.039991	0	44	20200.4	8.99156e-05
7A	Multi-Family with 5+ Units	Central AC	Not Available	0	0	0	0	0.168879	0.372206	0.183337	0.275578	0	0	0	0	11	14807.5	7.18091e-05
7A	Multi-Family with 5+ Units	Central AC	Owner	0.0136469	0.00581426	0.0214999	0.0269381	0.146186	0.181855	0.264723	0.214005	0.0585238	0.0495176	0.0172906	0	832	2925.06	1.25686e-05
7A	Multi-Family with 5+ Units	Central AC	Renter	0.570343	0	0	0	0.0837577	0.137054	0.0721696	0.136676	0	0	0	0	12	11882.4	0.00036098
7A	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0.070717	0.0160163	0.0999914	0.0245839	0.206282	0.250496	0.175191	0.124786	0.0084256	0.0235101	0	0	88	0	1.20067e-05
7A	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0.0136469	0.00581426	0.0214999	0.0269381	0.146186	0.181855	0.264723	0.214005	0.0585238	0.0495176	0.0172906	0	832	0	2.24923e-06
7A	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0.0768495	0.0174052	0.108663	0.0267158	0.224171	0.249494	0.153575	0.130232	0.00605503	0.00683945	0	0	80	0	6.48427e-05
7A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Not Available	0.132459	0.00627685	0.0996074	0.0382637	0.130521	0.189087	0.0971067	0.165113	0.0431807	0.0438453	0.0545401	0	189	12458.1	1.44857e-06
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Owner	0.0243019	0	0	0.388386	0.100624	0.0572763	0.0485879	0.380823	0	0	0	0	12	0	2.83099e-07
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Renter	0.137979	0.00659719	0.104691	0.0203951	0.132046	0.195814	0.0995829	0.154104	0.0453844	0.0460829	0.0573236	0	177	12458.1	7.9954e-06
7A	Multi-Family with 5+ Units	None	Not Available	0.0289122	0.000700231	0.0598835	0.0767121	0.315724	0.201743	0.0979802	0.158591	0.021268	0.00489128	0.0335952	0	0	0	1.05774e-05
7A	Multi-Family with 5+ Units	None	Owner	0.021095	0.00390209	0.0144291	0.0607694	0.147532	0.150179	0.201526	0.316453	0.0392767	0.0332325	0.0116042	0	0	0	1.87261e-06
7A	Multi-Family with 5+ Units	None	Renter	0.0938779	0.000765857	0.0629057	0.0777533	0.314696	0.161178	0.0849409	0.140863	0.0223876	0.00534969	0.0352827	0	0	0	5.62911e-05
7A	Multi-Family with 5+ Units	Room AC	Not Available	0.0187014	0	0.0645257	0.0958441	0.368819	0.173707	0.0831353	0.137105	0.0217648	0	0.0363973	0	38	84408.3	6.00685e-05
7A	Multi-Family with 5+ Units	Room AC	Owner	0.0362939	0	0	0.129808	0.150279	0.0855401	0.0725643	0.525515	0	0	0	0	10	1433.39	9.96766e-06
7A	Multi-Family with 5+ Units	Room AC	Renter	0.0190244	0	0.0656403	0.0974998	0.37519	0.159433	0.0845714	0.139474	0.0221408	0	0.0370261	0	37	82974.9	0.000298344
7A	Single-Family Attached	Central AC	Not Available	0	0	0.0229332	0.0264288	0.112127	0.410484	0.138763	0.222573	0.0244723	0.0422188	0	0	24	21290.9	1.52408e-05
7A	Single-Family Attached	Central AC	Owner	0	0	0.02975	0	0.0616199	0.353373	0.18001	0.288732	0.0317467	0.0547682	0	0	17	16412.3	8.91906e-05
7A	Single-Family Attached	Central AC	Renter	0	0	0	0.0380318	0.0929996	0.696469	0.1725	0	0	0	0	0	11	4878.54	5.39265e-05
7A	Single-Family Attached	Ducted Heat Pump	Not Available	0	0	0	0	0.0421471	0.352257	0.274362	0.2823	0.048934	0	0	0	26	0	1.60677e-06
7A	Single-Family Attached	Ducted Heat Pump	Owner	0	0	0	0	0.0424852	0.355082	0.276563	0.284565	0.0413054	0	0	0	25	0	1.20621e-05
7A	Single-Family Attached	Ducted Heat Pump	Renter	0.0625505	0.0521577	0.0350482	0.0471884	0.124225	0.229554	0.222269	0.185064	0.030758	0.011186	0	0	73	0	6.44215e-06
7A	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0.0173289	0.00499423	0.0636978	0.0480663	0.130935	0.326455	0.199339	0.134019	0.013016	0.0621487	0	0	68	0	4.34856e-08
7A	Single-Family Attached	Non-Ducted Heat Pump	Owner	0.0173959	0.00501352	0.0639438	0.048252	0.131441	0.323853	0.200109	0.134537	0.0130663	0.0623888	0	0	67	0	2.06686e-07
7A	Single-Family Attached	Non-Ducted Heat Pump	Renter	0.0823312	0.0363485	0.152887	0.0408299	0.143187	0.252893	0.088433	0.100543	0.0290057	0	0.0735431	0	62	0	1.717e-07
7A	Single-Family Attached	None	Not Available	0.00735696	0.00307864	0.0348428	0.0268828	0.10789	0.393856	0.13954	0.220118	0.0281791	0.0379115	0.00034317	0	0	0	8.47523e-07
7A	Single-Family Attached	None	Owner	0.00499573	0.00217967	0.0375223	0.00223041	0.0600372	0.347895	0.178686	0.281265	0.0340405	0.0511485	0	0	0	0	4.23052e-06
7A	Single-Family Attached	None	Renter	0.0169222	0.00747102	0.0314241	0.0386302	0.103372	0.605111	0.155326	0.0206654	0.00596179	0	0.0151159	0	0	0	2.89038e-06
7A	Single-Family Attached	Room AC	Not Available	0.0721116	0.0301763	0.139669	0.0308787	0.0705988	0.247502	0.146383	0.198511	0.060805	0	0.00336369	0	51	2418.91	2.46565e-06
7A	Single-Family Attached	Room AC	Owner	0.075587	0.0329791	0.147347	0.0337468	0.0376731	0.27049	0.15998	0.175744	0.0664527	0	0	0	46	1161.5	1.04836e-05
7A	Single-Family Attached	Room AC	Renter	0.0825772	0.0364571	0.153343	0.0409519	0.143615	0.25066	0.0886973	0.100843	0.0290924	0	0.0737628	0	61	1257.42	8.29641e-06
7A	Single-Family Detached	Central AC	Not Available	0.0523044	0	0.0364289	0.018036	0.23616	0.108836	0.302196	0.158402	0.0374364	0.0501993	0	0	116	253147	0.00117391
7A	Single-Family Detached	Central AC	Owner	0.0544369	0	0.0379141	0.0187714	0.245788	0.0829955	0.304024	0.164861	0.0389627	0.0522459	0	0	112	243230	0.0025053
7A	Single-Family Detached	Central AC	Renter	0	0	0	0.0380318	0.0929996	0.696469	0.1725	0	0	0	0	0	11	9916.75	0.000303561
7A	Single-Family Detached	Ducted Heat Pump	Not Available	0	0	0	0	0.0421471	0.352257	0.274362	0.2823	0.048934	0	0	0	26	8219.6	6.66495e-05
7A	Single-Family Detached	Ducted Heat Pump	Owner	0	0	0	0	0.0424852	0.355082	0.276563	0.284565	0.0413054	0	0	0	25	7486.43	0.000175619
7A	Single-Family Detached	Ducted Heat Pump	Renter	0.0625505	0.0521577	0.0350482	0.0471884	0.124225	0.229554	0.222269	0.185064	0.030758	0.011186	0	0	73	733.173	2.16562e-05
7A	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7A	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0.0173289	0.00499423	0.0636978	0.0480663	0.130935	0.326455	0.199339	0.134019	0.013016	0.0621487	0	0	68	26936.9	4.38812e-06
7A	Single-Family Detached	Non-Ducted Heat Pump	Owner	0.0173959	0.00501352	0.0639438	0.048252	0.131441	0.323853	0.200109	0.134537	0.0130663	0.0623888	0	0	67	26936.9	1.4738e-05
7A	Single-Family Detached	Non-Ducted Heat Pump	Renter	0.0823312	0.0363485	0.152887	0.0408299	0.143187	0.252893	0.088433	0.100543	0.0290057	0	0.0735431	0	62	0	1.87322e-06
7A	Single-Family Detached	None	Not Available	0.0578134	0.0129273	0.0795005	0.025266	0.163481	0.168865	0.23829	0.177875	0.0457315	0.0302516	0	0	0	0	0.000145503
7A	Single-Family Detached	None	Owner	0.0610748	0.0136568	0.0839945	0.0267007	0.156668	0.161332	0.24568	0.170817	0.0481045	0.0319705	0	0	0	0	0.0002994
7A	Single-Family Detached	None	Renter	0.0497037	0.0226534	0.0899532	0.0399902	0.123259	0.424398	0.125333	0.0638403	0.017763	0.000323429	0.0427827	0	0	0	3.72647e-05
7A	Single-Family Detached	Room AC	Not Available	0.0736351	0.0321275	0.143542	0.0328754	0.0751638	0.219336	0.155849	0.205947	0.0615237	0	0	0	43	187105	0.000292808
7A	Single-Family Detached	Room AC	Owner	0.079917	0.0348683	0.155788	0.03568	0.0398312	0.238048	0.169144	0.179951	0.0667723	0	0	0	41	172397	0.000672186
7A	Single-Family Detached	Room AC	Renter	0.0825772	0.0364571	0.153343	0.0409519	0.143615	0.25066	0.0886973	0.100843	0.0290924	0	0.0737628	0	61	14707.3	8.27495e-05
7AK	Mobile Home	Central AC	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Mobile Home	Central AC	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Mobile Home	Central AC	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Mobile Home	Ducted Heat Pump	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Mobile Home	Ducted Heat Pump	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Mobile Home	Ducted Heat Pump	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Mobile Home	Non-Ducted Heat Pump	Not Available	0	0	0.0686889	0	0.0790782	0.293031	0.353847	0.148849	0	0	0.056506	0	13	0	1.38608e-07
7AK	Mobile Home	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	0	2.7514e-07
7AK	Mobile Home	Non-Ducted Heat Pump	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	1.15249e-07
7AK	Mobile Home	None	Not Available	0	0	0.147612	0	0.0650519	0.23439	0.31734	0.132822	0.0563011	0	0.0464833	0	0	0	1.57935e-05
7AK	Mobile Home	None	Owner	0	0	0.147612	0	0.0650519	0.23439	0.31734	0.132822	0.0563011	0	0.0464833	0	0	0	5.17257e-05
7AK	Mobile Home	None	Renter	0	0	0.147612	0	0.0650519	0.23439	0.31734	0.132822	0.0563011	0	0.0464833	0	0	0	1.68904e-05
7AK	Mobile Home	Room AC	Not Available	0	0	0.0734568	0	0.0845673	0.313371	0.378409	0.0897681	0	0	0.0604282	0	12	0	0
7AK	Mobile Home	Room AC	Owner	0	0	0	0	0.0987004	0.203339	0.441649	0.185784	0	0	0.0705272	0	10	0	0
7AK	Mobile Home	Room AC	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	0
7AK	Multi-Family with 2 - 4 Units	Central AC	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 2 - 4 Units	Central AC	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 2 - 4 Units	Central AC	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	7.15978e-07
7AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0867503	0.17872	0.388177	0.284365	0	0	0.0619881	0	11	0	5.2718e-07
7AK	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	1.93506e-06
7AK	Multi-Family with 2 - 4 Units	None	Not Available	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	0	0	4.18645e-05
7AK	Multi-Family with 2 - 4 Units	None	Owner	0	0	0	0	0.0867503	0.17872	0.388177	0.284365	0	0	0.0619881	0	0	0	3.93668e-05
7AK	Multi-Family with 2 - 4 Units	None	Renter	0	0	0.0237749	0	0.070746	0.259406	0.363618	0.231903	0	0	0.0505521	0	0	0	0.000144011
7AK	Multi-Family with 2 - 4 Units	Room AC	Not Available	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	1197.56	0
7AK	Multi-Family with 2 - 4 Units	Room AC	Owner	0	0	0	0	0.0867503	0.17872	0.388177	0.284365	0	0	0.0619881	0	11	1197.56	0
7AK	Multi-Family with 2 - 4 Units	Room AC	Renter	0	0	0.0475497	0	0.0547417	0.340092	0.339059	0.179442	0	0	0.0391161	0	17	0	0
7AK	Multi-Family with 5+ Units	Central AC	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 5+ Units	Central AC	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 5+ Units	Central AC	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0	0	0.671021	0	0	0	0	0	0.328979	0	0	0	3	0	0
7AK	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
