Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=290 Rated kWh	Option=318 Rated kWh	Option=None	Option=Void	source_count	source_weight	sampling_probability
0-100%	Single-Family Detached	WI	Renter	1960s	0.0889686	0.0889686	0.822063	0	15	0	1.90369e-05
100-150%	Single-Family Detached	WI	Not Available	1960s	0	0	0	1	21	84004	0
100-150%	Single-Family Detached	WI	Owner	1960s	0.261825	0.261825	0.476349	0	15	11590.5	5.63091e-05
100-150%	Single-Family Detached	WI	Renter	1960s	0.100622	0.100622	0.798755	0	11	410.104	1.44237e-05
150-200%	Single-Family Detached	WI	Not Available	1960s	0	0	0	1	42	204738	0
150-200%	Single-Family Detached	WI	Owner	1960s	0.304701	0.304701	0.390598	0	24	23937.7	7.17509e-05
150-200%	Single-Family Detached	WI	Renter	1960s	0.100622	0.100622	0.798755	0	11	5310.55	1.45537e-05
200-300%	Single-Family Detached	WI	Not Available	1960s	0	0	0	1	70	167757	0
200-300%	Single-Family Detached	WI	Owner	1960s	0.478441	0.478441	0.0431171	0	10	23965.3	0.000187106
200-300%	Single-Family Detached	WI	Renter	1960s	0.384048	0.384048	0.231903	0	20	0	2.67536e-05
300-400%	Single-Family Detached	WI	Not Available	1960s	0	0	0	1	49	248643	0
300-400%	Single-Family Detached	WI	Owner	1960s	0.319146	0.319146	0.361708	0	38	35520.4	0.000186626
300-400%	Single-Family Detached	WI	Renter	1960s	0.384048	0.384048	0.231903	0	20	0	1.9321e-05
400%+	Single-Family Detached	WI	Not Available	1960s	0	0	0	1	70	241393	0
400%+	Single-Family Detached	WI	Owner	1960s	0.37597	0.37597	0.24806	0	10	34484.7	0.000534204
400%+	Single-Family Detached	WI	Renter	1960s	0.354775	0.354775	0.29045	0	25	0	3.0353e-05
Not Available	Single-Family Detached	WI	Not Available	1960s	0.355489	0.355489	0.289022	0	1176	6.91262e+06	0.000153903
Not Available	Single-Family Detached	WI	Owner	1960s	0	0	0	1	161	947473	0
Not Available	Single-Family Detached	WI	Renter	1960s	0	0	0	1	126	40044.6	0
0-100%	Single-Family Detached	WI	Not Available	1970s	0	0	0	1	14	87093	0
0-100%	Single-Family Detached	WI	Owner	1970s	0.363875	0.363875	0.272249	0	44	12441.9	6.1914e-05
0-100%	Single-Family Detached	WI	Renter	1970s	0.0610802	0.0610802	0.87784	0	14	0	2.22392e-05
100-150%	Single-Family Detached	WI	Not Available	1970s	0	0	0	1	126	2956.2	0
100-150%	Single-Family Detached	WI	Owner	1970s	0.349162	0.349162	0.301677	0	13	422.314	7.32861e-05
100-150%	Single-Family Detached	WI	Renter	1970s	0.0464415	0.0464415	0.907117	0	10	0	1.83057e-05
150-200%	Single-Family Detached	WI	Not Available	1970s	0	0	0	1	49	210629	0
150-200%	Single-Family Detached	WI	Owner	1970s	0.453322	0.453322	0.0933555	0	22	30089.9	9.3134e-05
150-200%	Single-Family Detached	WI	Renter	1970s	0.0464415	0.0464415	0.907117	0	10	0	1.85608e-05
200-300%	Single-Family Detached	WI	Not Available	1970s	0	0	0	1	105	268616	0
200-300%	Single-Family Detached	WI	Owner	1970s	0.428883	0.428883	0.142234	0	15	38373.7	0.000244811
200-300%	Single-Family Detached	WI	Renter	1970s	0.373781	0.373781	0.252438	0	12	0	3.42506e-05
300-400%	Single-Family Detached	WI	Not Available	1970s	0	0	0	1	112	419120	0
300-400%	Single-Family Detached	WI	Owner	1970s	0.359951	0.359951	0.280098	0	16	59874.2	0.000246094
300-400%	Single-Family Detached	WI	Renter	1970s	0.373781	0.373781	0.252438	0	12	0	2.42014e-05
400%+	Single-Family Detached	WI	Not Available	1970s	0	0	0	1	189	971320	0
400%+	Single-Family Detached	WI	Owner	1970s	0.434935	0.434935	0.130131	0	27	138760	0.000680971
400%+	Single-Family Detached	WI	Renter	1970s	0.354775	0.354775	0.29045	0	25	0	3.68633e-05
Not Available	Single-Family Detached	WI	Not Available	1970s	0.403912	0.403912	0.192177	0	2303	1.37181e+07	0.000239173
Not Available	Single-Family Detached	WI	Owner	1970s	0	0	0	1	329	1.95973e+06	0
Not Available	Single-Family Detached	WI	Renter	1970s	0	0	0	1	126	0	0
0-100%	Single-Family Detached	WI	Not Available	1980s	0	0	0	1	21	0	0
0-100%	Single-Family Detached	WI	Owner	1980s	0.341884	0.341884	0.316232	0	20	0	2.93268e-05
0-100%	Single-Family Detached	WI	Renter	1980s	0.142089	0.142089	0.715822	0	14	0	1.48982e-05
100-150%	Single-Family Detached	WI	Not Available	1980s	0	0	0	1	49	0	0
100-150%	Single-Family Detached	WI	Owner	1980s	0.307635	0.307635	0.384731	0	17	0	3.1646e-05
100-150%	Single-Family Detached	WI	Renter	1980s	0.142089	0.142089	0.715822	0	14	0	1.07709e-05
150-200%	Single-Family Detached	WI	Not Available	1980s	0	0	0	1	21	83900.4	0
150-200%	Single-Family Detached	WI	Owner	1980s	0.241255	0.241255	0.517491	0	11	11985.8	4.09707e-05
150-200%	Single-Family Detached	WI	Renter	1980s	0.142089	0.142089	0.715822	0	14	0	1.08211e-05
200-300%	Single-Family Detached	WI	Not Available	1980s	0	0	0	1	28	64928	0
200-300%	Single-Family Detached	WI	Owner	1980s	0.433155	0.433155	0.133689	0	30	9275.43	0.000112616
200-300%	Single-Family Detached	WI	Renter	1980s	0.364674	0.364674	0.270653	0	20	0	1.93903e-05
300-400%	Single-Family Detached	WI	Not Available	1980s	0	0	0	1	35	104108	0
300-400%	Single-Family Detached	WI	Owner	1980s	0.467692	0.467692	0.0646168	0	31	14872.6	0.000126561
300-400%	Single-Family Detached	WI	Renter	1980s	0.364674	0.364674	0.270653	0	20	0	1.30084e-05
400%+	Single-Family Detached	WI	Not Available	1980s	0	0	0	1	63	321166	0
400%+	Single-Family Detached	WI	Owner	1980s	0.474082	0.474082	0.051837	0	70	45880.8	0.00051302
400%+	Single-Family Detached	WI	Renter	1980s	0.426002	0.426002	0.147996	0	11	0	2.2195e-05
Not Available	Single-Family Detached	WI	Not Available	1980s	0.426915	0.426915	0.14617	0	686	4.01872e+06	0.000158527
Not Available	Single-Family Detached	WI	Owner	1980s	0	0	0	1	98	574102	0
Not Available	Single-Family Detached	WI	Renter	1980s	0	0	0	1	42	0	0
0-100%	Single-Family Detached	WI	Not Available	1990s	0	0	0	1	14	0	0
0-100%	Single-Family Detached	WI	Owner	1990s	0.371671	0.371671	0.256658	0	20	0	4.28414e-05
0-100%	Single-Family Detached	WI	Renter	1990s	0.142089	0.142089	0.715822	0	14	0	2.17789e-05
100-150%	Single-Family Detached	WI	Not Available	1990s	0	0	0	1	14	65211	0
100-150%	Single-Family Detached	WI	Owner	1990s	0.412754	0.412754	0.174491	0	18	9315.86	4.66582e-05
100-150%	Single-Family Detached	WI	Renter	1990s	0.142089	0.142089	0.715822	0	14	0	1.61691e-05
150-200%	Single-Family Detached	WI	Not Available	1990s	0	0	0	1	70	51290.4	0
150-200%	Single-Family Detached	WI	Owner	1990s	0.412754	0.412754	0.174491	0	18	7327.2	6.08693e-05
150-200%	Single-Family Detached	WI	Renter	1990s	0.142089	0.142089	0.715822	0	14	0	1.62435e-05
200-300%	Single-Family Detached	WI	Not Available	1990s	0	0	0	1	14	89908.4	0
200-300%	Single-Family Detached	WI	Owner	1990s	0.477799	0.477799	0.0444017	0	30	7749.33	0.000168253
200-300%	Single-Family Detached	WI	Renter	1990s	0.364674	0.364674	0.270653	0	20	5094.72	2.89281e-05
300-400%	Single-Family Detached	WI	Not Available	1990s	0	0	0	1	56	181401	0
300-400%	Single-Family Detached	WI	Owner	1990s	0.427657	0.427657	0.144685	0	48	18622.6	0.000190836
300-400%	Single-Family Detached	WI	Renter	1990s	0.364674	0.364674	0.270653	0	20	7291.93	1.92812e-05
400%+	Single-Family Detached	WI	Not Available	1990s	0	0	0	1	147	1.01736e+06	0
400%+	Single-Family Detached	WI	Owner	1990s	0.472412	0.472412	0.055177	0	20	141705	0.000787061
400%+	Single-Family Detached	WI	Renter	1990s	0.426002	0.426002	0.147996	0	11	3632.61	3.37373e-05
Not Available	Single-Family Detached	WI	Not Available	1990s	0.420964	0.420964	0.158072	0	1225	9.83621e+06	0.000221087
Not Available	Single-Family Detached	WI	Owner	1990s	0	0	0	1	161	1.29304e+06	0
Not Available	Single-Family Detached	WI	Renter	1990s	0	0	0	1	14	112135	0
0-100%	Single-Family Detached	WI	Not Available	2000s	0	0	0	1	49	37905.6	0
0-100%	Single-Family Detached	WI	Owner	2000s	0.335135	0.335135	0.32973	0	18	5415.08	3.27112e-05
0-100%	Single-Family Detached	WI	Renter	2000s	0.335966	0.335966	0.328069	0	16	0	2.15333e-05
100-150%	Single-Family Detached	WI	Not Available	2000s	0	0	0	1	56	37595.7	0
100-150%	Single-Family Detached	WI	Owner	2000s	0.323835	0.323835	0.35233	0	15	5370.81	3.36487e-05
100-150%	Single-Family Detached	WI	Renter	2000s	0.335966	0.335966	0.328069	0	16	0	1.76657e-05
150-200%	Single-Family Detached	WI	Not Available	2000s	0	0	0	1	77	0	0
150-200%	Single-Family Detached	WI	Owner	2000s	0.341967	0.341967	0.316067	0	10	0	4.65168e-05
150-200%	Single-Family Detached	WI	Renter	2000s	0.335966	0.335966	0.328069	0	16	0	1.61404e-05
200-300%	Single-Family Detached	WI	Not Available	2000s	0	0	0	1	42	166779	0
200-300%	Single-Family Detached	WI	Owner	2000s	0.5	0.5	0	0	33	22338	0.000136652
200-300%	Single-Family Detached	WI	Renter	2000s	0.5	0.5	0	0	10	1487.55	2.75628e-05
300-400%	Single-Family Detached	WI	Not Available	2000s	0	0	0	1	35	124143	0
300-400%	Single-Family Detached	WI	Owner	2000s	0.465531	0.465531	0.0689381	0	33	13718	0.00017257
300-400%	Single-Family Detached	WI	Renter	2000s	0.5	0.5	0	0	10	4016.68	1.88037e-05
400%+	Single-Family Detached	WI	Not Available	2000s	0	0	0	1	140	705442	0
400%+	Single-Family Detached	WI	Owner	2000s	0.472813	0.472813	0.0543732	0	20	100777	0.000838069
400%+	Single-Family Detached	WI	Renter	2000s	0.5	0.5	0	0	11	0	3.43466e-05
Not Available	Single-Family Detached	WI	Not Available	2000s	0.482107	0.482107	0.0357854	0	1372	7.50305e+06	0.000224021
Not Available	Single-Family Detached	WI	Owner	2000s	0	0	0	1	189	1.03334e+06	0
Not Available	Single-Family Detached	WI	Renter	2000s	0	0	0	1	91	38529.6	0
0-100%	Single-Family Detached	WI	Not Available	2010s	0	0	0	1	63	0	0
0-100%	Single-Family Detached	WI	Owner	2010s	0.325649	0.325649	0.348701	0	26	0	8.09449e-06
0-100%	Single-Family Detached	WI	Renter	2010s	0.335966	0.335966	0.328069	0	16	0	5.19971e-06
100-150%	Single-Family Detached	WI	Not Available	2010s	0	0	0	1	21	0	0
100-150%	Single-Family Detached	WI	Owner	2010s	0.325649	0.325649	0.348701	0	26	0	7.31347e-06
100-150%	Single-Family Detached	WI	Renter	2010s	0.335966	0.335966	0.328069	0	16	0	3.54997e-06
150-200%	Single-Family Detached	WI	Not Available	2010s	0	0	0	1	35	33768.8	0
150-200%	Single-Family Detached	WI	Owner	2010s	0.325649	0.325649	0.348701	0	26	4824.11	1.00033e-05
150-200%	Single-Family Detached	WI	Renter	2010s	0.335966	0.335966	0.328069	0	16	0	3.59015e-06
200-300%	Single-Family Detached	WI	Not Available	2010s	0	0	0	1	35	75919.1	0
200-300%	Single-Family Detached	WI	Owner	2010s	0.411145	0.411145	0.177709	0	17	10845.6	3.15719e-05
200-300%	Single-Family Detached	WI	Renter	2010s	0.5	0.5	0	0	10	0	6.62908e-06
300-400%	Single-Family Detached	WI	Not Available	2010s	0	0	0	1	28	81800.2	0
300-400%	Single-Family Detached	WI	Owner	2010s	0.463928	0.463928	0.0721431	0	17	11685.7	3.7986e-05
300-400%	Single-Family Detached	WI	Renter	2010s	0.5	0.5	0	0	10	0	4.69044e-06
400%+	Single-Family Detached	WI	Not Available	2010s	0	0	0	1	42	181444	0
400%+	Single-Family Detached	WI	Owner	2010s	0.469733	0.469733	0.060534	0	52	25920.5	0.000211837
400%+	Single-Family Detached	WI	Renter	2010s	0.5	0.5	0	0	11	0	8.07097e-06
Not Available	Single-Family Detached	WI	Not Available	2010s	0.454666	0.454666	0.0906682	0	539	2.61052e+06	5.09688e-05
Not Available	Single-Family Detached	WI	Owner	2010s	0	0	0	1	77	372932	0
Not Available	Single-Family Detached	WI	Renter	2010s	0	0	0	1	14	0	0
0-100%	Single-Family Detached	WI	Not Available	<1940	0	0	0	1	35	153765	0
0-100%	Single-Family Detached	WI	Owner	<1940	0.279007	0.279007	0.441986	0	17	1491.66	0.000126413
0-100%	Single-Family Detached	WI	Renter	<1940	0.097188	0.097188	0.805624	0	15	20474.8	5.48271e-05
100-150%	Single-Family Detached	WI	Not Available	<1940	0	0	0	1	35	164275	0
100-150%	Single-Family Detached	WI	Owner	<1940	0.246428	0.246428	0.507143	0	38	23467.8	0.000138542
100-150%	Single-Family Detached	WI	Renter	<1940	0	0	1	0	12	0	4.0086e-05
150-200%	Single-Family Detached	WI	Not Available	<1940	0	0	0	1	21	70849.9	0
150-200%	Single-Family Detached	WI	Owner	<1940	0.220044	0.220044	0.559913	0	42	10121.4	0.000157908
150-200%	Single-Family Detached	WI	Renter	<1940	0	0	1	0	12	0	3.68654e-05
200-300%	Single-Family Detached	WI	Not Available	<1940	0	0	0	1	154	548513	0
200-300%	Single-Family Detached	WI	Owner	<1940	0.296736	0.296736	0.406527	0	19	64937.2	0.000371389
200-300%	Single-Family Detached	WI	Renter	<1940	0.0768044	0.0768044	0.846391	0	11	13421.8	6.24527e-05
300-400%	Single-Family Detached	WI	Not Available	<1940	0	0	0	1	98	389936	0
300-400%	Single-Family Detached	WI	Owner	<1940	0.304164	0.304164	0.391671	0	13	53805	0.000354968
300-400%	Single-Family Detached	WI	Renter	<1940	0.0768044	0.0768044	0.846391	0	11	1900.08	4.19767e-05
400%+	Single-Family Detached	WI	Not Available	<1940	0	0	0	1	224	919006	0
400%+	Single-Family Detached	WI	Owner	<1940	0.356598	0.356598	0.286803	0	31	126307	0.000920216
400%+	Single-Family Detached	WI	Renter	<1940	0.326998	0.326998	0.346005	0	10	4980.12	5.854e-05
Not Available	Single-Family Detached	WI	Not Available	<1940	0.298731	0.298731	0.402537	0	3087	1.57244e+07	0.000328242
Not Available	Single-Family Detached	WI	Owner	<1940	0	0	0	1	385	1.96091e+06	0
Not Available	Single-Family Detached	WI	Renter	<1940	0	0	0	1	56	285437	0
0-100%	Single-Family Detached	WV	Not Available	1940s	0	0	0	1	28	30309.4	0
0-100%	Single-Family Detached	WV	Owner	1940s	0.353504	0.353504	0.292993	0	12	2081.97	3.38801e-05
0-100%	Single-Family Detached	WV	Renter	1940s	0.273578	0.273578	0.452844	0	14	2247.94	1.60342e-05
100-150%	Single-Family Detached	WV	Not Available	1940s	0	0	0	1	21	18658.4	0
100-150%	Single-Family Detached	WV	Owner	1940s	0.20244	0.20244	0.59512	0	19	2665.48	3.60917e-05
100-150%	Single-Family Detached	WV	Renter	1940s	0.273578	0.273578	0.452844	0	14	0	9.28964e-06
150-200%	Single-Family Detached	WV	Not Available	1940s	0	0	0	1	21	10445.6	0
150-200%	Single-Family Detached	WV	Owner	1940s	0.283278	0.283278	0.433443	0	24	1492.23	3.49597e-05
150-200%	Single-Family Detached	WV	Renter	1940s	0.273578	0.273578	0.452844	0	14	0	7.38682e-06
200-300%	Single-Family Detached	WV	Not Available	1940s	0	0	0	1	70	66316.8	0
200-300%	Single-Family Detached	WV	Owner	1940s	0.335388	0.335388	0.329223	0	38	8002.63	6.37405e-05
200-300%	Single-Family Detached	WV	Renter	1940s	0.276374	0.276374	0.447252	0	21	1471.21	1.08581e-05
300-400%	Single-Family Detached	WV	Not Available	1940s	0	0	0	1	35	20168.6	0
300-400%	Single-Family Detached	WV	Owner	1940s	0.301037	0.301037	0.397926	0	24	2881.23	4.72621e-05
300-400%	Single-Family Detached	WV	Renter	1940s	0.276374	0.276374	0.447252	0	21	0	6.50782e-06
400%+	Single-Family Detached	WV	Not Available	1940s	0	0	0	1	63	57793.8	0
400%+	Single-Family Detached	WV	Owner	1940s	0.41337	0.41337	0.17326	0	96	8256.25	9.08934e-05
400%+	Single-Family Detached	WV	Renter	1940s	0.358118	0.358118	0.283764	0	14	0	8.53114e-06
Not Available	Single-Family Detached	WV	Not Available	1940s	0.366289	0.366289	0.267423	0	1323	1.42585e+06	6.93926e-05
Not Available	Single-Family Detached	WV	Owner	1940s	0	0	0	1	168	177659	0
Not Available	Single-Family Detached	WV	Renter	1940s	0	0	0	1	21	26034	0
0-100%	Single-Family Detached	WV	Not Available	1950s	0	0	0	1	35	106821	0
0-100%	Single-Family Detached	WV	Owner	1950s	0.0568277	0.0568277	0.886345	0	15	5863.31	4.69945e-05
0-100%	Single-Family Detached	WV	Renter	1950s	0.145683	0.145683	0.708634	0	22	9396.86	2.24952e-05
100-150%	Single-Family Detached	WV	Not Available	1950s	0	0	0	1	35	67001.7	0
100-150%	Single-Family Detached	WV	Owner	1950s	0.214565	0.214565	0.570871	0	21	5485.17	5.04918e-05
100-150%	Single-Family Detached	WV	Renter	1950s	0.144225	0.144225	0.71155	0	13	4086.5	1.2999e-05
150-200%	Single-Family Detached	WV	Not Available	1950s	0	0	0	1	21	52858.1	0
150-200%	Single-Family Detached	WV	Owner	1950s	0.309215	0.309215	0.38157	0	26	4157	4.86921e-05
150-200%	Single-Family Detached	WV	Renter	1950s	0.144225	0.144225	0.71155	0	13	3394.15	1.02489e-05
200-300%	Single-Family Detached	WV	Not Available	1950s	0	0	0	1	49	127648	0
200-300%	Single-Family Detached	WV	Owner	1950s	0.312781	0.312781	0.374438	0	49	18235.4	8.91608e-05
200-300%	Single-Family Detached	WV	Renter	1950s	0.258419	0.258419	0.483163	0	10	0	1.51499e-05
300-400%	Single-Family Detached	WV	Not Available	1950s	0	0	0	1	49	86725	0
300-400%	Single-Family Detached	WV	Owner	1950s	0.308847	0.308847	0.382306	0	34	12389.3	6.67252e-05
300-400%	Single-Family Detached	WV	Renter	1950s	0.316303	0.316303	0.367395	0	15	0	9.17205e-06
400%+	Single-Family Detached	WV	Not Available	1950s	0	0	0	1	49	129423	0
400%+	Single-Family Detached	WV	Owner	1950s	0.440896	0.440896	0.118208	0	68	14732.2	0.00012989
400%+	Single-Family Detached	WV	Renter	1950s	0.358118	0.358118	0.283764	0	14	3756.88	1.20971e-05
Not Available	Single-Family Detached	WV	Not Available	1950s	0.415034	0.415034	0.169932	0	1078	3.99334e+06	9.50793e-05
Not Available	Single-Family Detached	WV	Owner	1950s	0	0	0	1	119	426036	0
Not Available	Single-Family Detached	WV	Renter	1950s	0	0	0	1	35	144441	0
0-100%	Single-Family Detached	WV	Not Available	1960s	0	0	0	1	21	46861.9	0
0-100%	Single-Family Detached	WV	Owner	1960s	0.265181	0.265181	0.469638	0	15	6694.55	2.85133e-05
0-100%	Single-Family Detached	WV	Renter	1960s	0.168336	0.168336	0.663328	0	18	0	1.59704e-05
100-150%	Single-Family Detached	WV	Not Available	1960s	0	0	0	1	42	74535.6	0
100-150%	Single-Family Detached	WV	Owner	1960s	0.247608	0.247608	0.504784	0	20	7257.09	2.9155e-05
100-150%	Single-Family Detached	WV	Renter	1960s	0.202212	0.202212	0.595576	0	12	3390.86	9.94884e-06
150-200%	Single-Family Detached	WV	Not Available	1960s	0	0	0	1	28	87278.1	0
150-200%	Single-Family Detached	WV	Owner	1960s	0.331879	0.331879	0.336242	0	19	8699.74	3.15712e-05
150-200%	Single-Family Detached	WV	Renter	1960s	0.202212	0.202212	0.595576	0	12	3768.55	7.84429e-06
200-300%	Single-Family Detached	WV	Not Available	1960s	0	0	0	1	21	7472.17	0
200-300%	Single-Family Detached	WV	Owner	1960s	0.375549	0.375549	0.248903	0	50	1065.42	6.43276e-05
200-300%	Single-Family Detached	WV	Renter	1960s	0.10218	0.10218	0.79564	0	11	2.02783	1.15492e-05
300-400%	Single-Family Detached	WV	Not Available	1960s	0	0	0	1	14	30267.8	0
300-400%	Single-Family Detached	WV	Owner	1960s	0.348556	0.348556	0.302888	0	41	4323.97	5.28064e-05
300-400%	Single-Family Detached	WV	Renter	1960s	0.203792	0.203792	0.592416	0	18	0	6.63097e-06
400%+	Single-Family Detached	WV	Not Available	1960s	0	0	0	1	28	71199.9	0
400%+	Single-Family Detached	WV	Owner	1960s	0.442375	0.442375	0.11525	0	92	10171.4	0.000127248
400%+	Single-Family Detached	WV	Renter	1960s	0.319154	0.319154	0.361692	0	23	0	1.0376e-05
Not Available	Single-Family Detached	WV	Not Available	1960s	0.354996	0.354996	0.290008	0	686	2.22331e+06	7.48411e-05
Not Available	Single-Family Detached	WV	Owner	1960s	0	0	0	1	84	267485	0
Not Available	Single-Family Detached	WV	Renter	1960s	0	0	0	1	14	50130.1	0
0-100%	Single-Family Detached	WV	Not Available	1970s	0	0	0	1	133	27135.1	0
0-100%	Single-Family Detached	WV	Owner	1970s	0.242196	0.242196	0.515608	0	14	0	4.21926e-05
0-100%	Single-Family Detached	WV	Renter	1970s	0.183731	0.183731	0.632538	0	17	3876.44	2.24538e-05
100-150%	Single-Family Detached	WV	Not Available	1970s	0	0	0	1	14	30171.6	0
100-150%	Single-Family Detached	WV	Owner	1970s	0.20727	0.20727	0.58546	0	27	4310.23	4.27605e-05
100-150%	Single-Family Detached	WV	Renter	1970s	0.156142	0.156142	0.687716	0	12	0	1.40315e-05
150-200%	Single-Family Detached	WV	Not Available	1970s	0	0	0	1	35	89251.7	0
150-200%	Single-Family Detached	WV	Owner	1970s	0.340578	0.340578	0.318845	0	37	12750.2	4.60669e-05
150-200%	Single-Family Detached	WV	Renter	1970s	0.156142	0.156142	0.687716	0	12	0	1.10205e-05
200-300%	Single-Family Detached	WV	Not Available	1970s	0	0	0	1	56	141981	0
200-300%	Single-Family Detached	WV	Owner	1970s	0.400029	0.400029	0.199942	0	58	20283	9.27988e-05
200-300%	Single-Family Detached	WV	Renter	1970s	0.384684	0.384684	0.230633	0	10	0	1.6274e-05
300-400%	Single-Family Detached	WV	Not Available	1970s	0	0	0	1	21	51422.5	0
300-400%	Single-Family Detached	WV	Owner	1970s	0.424407	0.424407	0.151186	0	49	7346.07	7.49085e-05
300-400%	Single-Family Detached	WV	Renter	1970s	0.370669	0.370669	0.258662	0	16	0	9.55174e-06
400%+	Single-Family Detached	WV	Not Available	1970s	0	0	0	1	77	215154	0
400%+	Single-Family Detached	WV	Owner	1970s	0.364386	0.364386	0.271229	0	11	30736.2	0.000176595
400%+	Single-Family Detached	WV	Renter	1970s	0.468512	0.468512	0.0629756	0	14	0	1.5271e-05
Not Available	Single-Family Detached	WV	Not Available	1970s	0.297937	0.297937	0.404125	0	1127	3.88581e+06	0.000111232
Not Available	Single-Family Detached	WV	Owner	1970s	0	0	0	1	154	527980	0
Not Available	Single-Family Detached	WV	Renter	1970s	0	0	0	1	224	27135.1	0
0-100%	Single-Family Detached	WV	Not Available	1980s	0	0	0	1	14	25527.8	0
0-100%	Single-Family Detached	WV	Owner	1980s	0.286481	0.286481	0.427038	0	19	3646.83	2.18927e-05
0-100%	Single-Family Detached	WV	Renter	1980s	0.276235	0.276235	0.44753	0	21	0	1.77045e-05
100-150%	Single-Family Detached	WV	Not Available	1980s	0	0	0	1	35	109954	0
100-150%	Single-Family Detached	WV	Owner	1980s	0.34457	0.34457	0.31086	0	28	15707.7	2.2885e-05
100-150%	Single-Family Detached	WV	Renter	1980s	0.376231	0.376231	0.247539	0	15	0	8.01042e-06
150-200%	Single-Family Detached	WV	Not Available	1980s	0	0	0	1	14	21130.3	0
150-200%	Single-Family Detached	WV	Owner	1980s	0.384326	0.384326	0.231348	0	29	3018.61	2.54101e-05
150-200%	Single-Family Detached	WV	Renter	1980s	0.376231	0.376231	0.247539	0	15	0	6.66406e-06
200-300%	Single-Family Detached	WV	Not Available	1980s	0	0	0	1	35	73146.2	0
200-300%	Single-Family Detached	WV	Owner	1980s	0.458445	0.458445	0.0831092	0	62	10449.5	5.64139e-05
200-300%	Single-Family Detached	WV	Renter	1980s	0.236252	0.236252	0.527497	0	10	0	1.07419e-05
300-400%	Single-Family Detached	WV	Not Available	1980s	0	0	0	1	28	70160	0
300-400%	Single-Family Detached	WV	Owner	1980s	0.414979	0.414979	0.170042	0	46	10022.9	5.21435e-05
300-400%	Single-Family Detached	WV	Renter	1980s	0.236252	0.236252	0.527497	0	10	0	7.33499e-06
400%+	Single-Family Detached	WV	Not Available	1980s	0	0	0	1	35	87326	0
400%+	Single-Family Detached	WV	Owner	1980s	0.481154	0.481154	0.0376927	0	160	12475.1	0.00015372
400%+	Single-Family Detached	WV	Renter	1980s	0.499899	0.499899	0.000202998	0	19	0	1.06606e-05
Not Available	Single-Family Detached	WV	Not Available	1980s	0.422882	0.422882	0.154235	0	784	2.71071e+06	8.1099e-05
Not Available	Single-Family Detached	WV	Owner	1980s	0	0	0	1	112	387244	0
Not Available	Single-Family Detached	WV	Renter	1980s	0	0	0	1	203	0	0
0-100%	Single-Family Detached	WV	Not Available	1990s	0	0	0	1	14	27654.7	0
0-100%	Single-Family Detached	WV	Owner	1990s	0.469057	0.469057	0.061886	0	13	3950.67	2.14595e-05
0-100%	Single-Family Detached	WV	Renter	1990s	0.252817	0.252817	0.494366	0	15	0	1.74287e-05
100-150%	Single-Family Detached	WV	Not Available	1990s	0	0	0	1	133	25680.2	0
100-150%	Single-Family Detached	WV	Owner	1990s	0.396812	0.396812	0.206376	0	15	3668.6	2.28564e-05
100-150%	Single-Family Detached	WV	Renter	1990s	0.270871	0.270871	0.458258	0	12	0	8.07999e-06
150-200%	Single-Family Detached	WV	Not Available	1990s	0	0	0	1	259	0	0
150-200%	Single-Family Detached	WV	Owner	1990s	0.412972	0.412972	0.174056	0	29	0	2.56219e-05
150-200%	Single-Family Detached	WV	Renter	1990s	0.270871	0.270871	0.458258	0	12	0	6.73291e-06
200-300%	Single-Family Detached	WV	Not Available	1990s	0	0	0	1	35	75080.2	0
200-300%	Single-Family Detached	WV	Owner	1990s	0.451861	0.451861	0.0962789	0	77	10725.7	5.75133e-05
200-300%	Single-Family Detached	WV	Renter	1990s	0.438983	0.438983	0.122034	0	10	0	1.08558e-05
300-400%	Single-Family Detached	WV	Not Available	1990s	0	0	0	1	21	52796	0
300-400%	Single-Family Detached	WV	Owner	1990s	0.481469	0.481469	0.037061	0	82	7542.29	5.34726e-05
300-400%	Single-Family Detached	WV	Renter	1990s	0.427196	0.427196	0.145608	0	18	0	7.38272e-06
400%+	Single-Family Detached	WV	Not Available	1990s	0	0	0	1	21	74928.7	0
400%+	Single-Family Detached	WV	Owner	1990s	0.491613	0.491613	0.0167742	0	190	10704.1	0.000159056
400%+	Single-Family Detached	WV	Renter	1990s	0.499818	0.499818	0.000364761	0	11	0	1.08698e-05
Not Available	Single-Family Detached	WV	Not Available	1990s	0.449863	0.449863	0.100273	0	490	1.79298e+06	8.19196e-05
Not Available	Single-Family Detached	WV	Owner	1990s	0	0	0	1	70	256140	0
Not Available	Single-Family Detached	WV	Renter	1990s	0	0	0	1	203	0	0
0-100%	Single-Family Detached	WV	Not Available	2000s	0	0	0	1	112	22012.6	0
0-100%	Single-Family Detached	WV	Owner	2000s	0.46355	0.46355	0.0729002	0	12	3144.65	1.5368e-05
0-100%	Single-Family Detached	WV	Renter	2000s	0.379002	0.379002	0.241996	0	15	0	1.10854e-05
100-150%	Single-Family Detached	WV	Not Available	2000s	0	0	0	1	126	1905.2	0
100-150%	Single-Family Detached	WV	Owner	2000s	0.473959	0.473959	0.0520823	0	16	272.171	1.78004e-05
100-150%	Single-Family Detached	WV	Renter	2000s	0.379002	0.379002	0.241996	0	15	0	6.63421e-06
