Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	sampling_probability
Not Available	Multi-Family with 5+ Units	Other Fuel	WA	Renter	0	0	0	0	1	3.33374	3.66853e-17	0
Not Available	Multi-Family with 5+ Units	Other Fuel	WI	Not Available	0	0	1	0	0	8.2633	4.24608e-17	9.7262e-06
Not Available	Multi-Family with 5+ Units	Other Fuel	WI	Owner	0	0	0	0	1	0.137727	1.9613e-20	0
Not Available	Multi-Family with 5+ Units	Other Fuel	WI	Renter	0	0	0	0	1	7.92069	4.06553e-17	0
Not Available	Multi-Family with 5+ Units	Other Fuel	WV	Not Available	0	0	0.994421	0.00557899	0	72.743	3.80376e-17	5.05662e-07
Not Available	Multi-Family with 5+ Units	Other Fuel	WV	Owner	0	0	0	0	1	3.44127e-20	2.10193e-58	0
Not Available	Multi-Family with 5+ Units	Other Fuel	WV	Renter	0	0	0	0	1	58.1038	3.80376e-17	0
Not Available	Multi-Family with 5+ Units	Other Fuel	WY	Not Available	0	0	1	0	0	1.86112	4.11634e-17	1.20273e-06
Not Available	Multi-Family with 5+ Units	Other Fuel	WY	Owner	0	0	0	0	1	3.99031e-21	4.25752e-58	0
Not Available	Multi-Family with 5+ Units	Other Fuel	WY	Renter	0	0	0	0	1	1.86112	4.11634e-17	0
Not Available	Multi-Family with 5+ Units	Propane	AL	Not Available	0	0	0.994466	0.00553433	0	25.1538	4.23919e-17	1.99818e-06
Not Available	Multi-Family with 5+ Units	Propane	AL	Owner	0	0	0	0	1	13.0241	1.0858e-19	0
Not Available	Multi-Family with 5+ Units	Propane	AL	Renter	0	0	0	0	1	22.0438	3.82096e-17	0
Not Available	Multi-Family with 5+ Units	Propane	AR	Not Available	0	0	0.994411	0.00558852	0	21.1357	3.94763e-17	9.69418e-07
Not Available	Multi-Family with 5+ Units	Propane	AR	Owner	0	0	0	0	1	1.37996e-20	3.29832e-59	0
Not Available	Multi-Family with 5+ Units	Propane	AR	Renter	0	0	0	0	1	21.1357	3.94763e-17	0
Not Available	Multi-Family with 5+ Units	Propane	AZ	Not Available	0	0	1	0	0	3.7242	4.3461e-17	2.71378e-06
Not Available	Multi-Family with 5+ Units	Propane	AZ	Owner	0	0	0	0	1	0.147907	6.57811e-20	0
Not Available	Multi-Family with 5+ Units	Propane	AZ	Renter	0	0	0	0	1	3.43017	4.01451e-17	0
Not Available	Multi-Family with 5+ Units	Propane	CA	Not Available	0	0	1	0	0	4.16962	8188.01	2.8985e-05
Not Available	Multi-Family with 5+ Units	Propane	CA	Owner	0	0	0	0	1	0.0339515	64.4371	0
Not Available	Multi-Family with 5+ Units	Propane	CA	Renter	0	0	0	0	1	3.45096	6799.71	0
Not Available	Multi-Family with 5+ Units	Propane	CO	Not Available	0	0	1	0	0	4.24372	7153.48	4.13917e-06
Not Available	Multi-Family with 5+ Units	Propane	CO	Owner	0	0	0	0	1	0.113475	154.72	0
Not Available	Multi-Family with 5+ Units	Propane	CO	Renter	0	0	0	0	1	3.09312	5204.12	0
Not Available	Multi-Family with 5+ Units	Propane	CT	Not Available	0	0	1	0	0	3.00509	3106.23	4.64727e-06
Not Available	Multi-Family with 5+ Units	Propane	CT	Owner	0	0	0	0	1	0.319684	62.4939	0
Not Available	Multi-Family with 5+ Units	Propane	CT	Renter	0	0	0	0	1	2.14904	2287.55	0
Not Available	Multi-Family with 5+ Units	Propane	DC	Not Available	0	0	0.994411	0.00558908	0	66.7091	4.31746e-17	1.48391e-06
Not Available	Multi-Family with 5+ Units	Propane	DC	Owner	0	0	0	0	1	2.83233	1.79321e-18	0
Not Available	Multi-Family with 5+ Units	Propane	DC	Renter	0	0	0	0	1	42.0485	2.737e-17	0
Not Available	Multi-Family with 5+ Units	Propane	DE	Not Available	0	0	0.994441	0.00555936	0	7.1088	3.99073e-17	1.8646e-06
Not Available	Multi-Family with 5+ Units	Propane	DE	Owner	0	0	0	0	1	1.47989e-19	2.22414e-58	0
Not Available	Multi-Family with 5+ Units	Propane	DE	Renter	0	0	0	0	1	7.1088	3.99073e-17	0
Not Available	Multi-Family with 5+ Units	Propane	FL	Not Available	0	0	0.994417	0.0055832	0	79.7332	5.39822e-17	9.30225e-06
Not Available	Multi-Family with 5+ Units	Propane	FL	Owner	0	0	0	0	1	9.77573	6.55468e-18	0
Not Available	Multi-Family with 5+ Units	Propane	FL	Renter	0	0	0	0	1	33.671	2.29158e-17	0
Not Available	Multi-Family with 5+ Units	Propane	GA	Not Available	0	0	0.994432	0.00556795	0	33.7278	4.70772e-17	4.63745e-06
Not Available	Multi-Family with 5+ Units	Propane	GA	Owner	0	0	0	0	1	10.651	7.20514e-19	0
Not Available	Multi-Family with 5+ Units	Propane	GA	Renter	0	0	0	0	1	25.6664	3.61496e-17	0
Not Available	Multi-Family with 5+ Units	Propane	IA	Not Available	0	0	1	0	0	1.39766	4.2494e-17	2.7295e-06
Not Available	Multi-Family with 5+ Units	Propane	IA	Owner	0	0	0	0	1	0.0477277	6.98764e-20	0
Not Available	Multi-Family with 5+ Units	Propane	IA	Renter	0	0	0	0	1	1.27041	3.91176e-17	0
Not Available	Multi-Family with 5+ Units	Propane	ID	Not Available	0	0	1	0	0	1.85221	4.14933e-17	1.74497e-06
Not Available	Multi-Family with 5+ Units	Propane	ID	Owner	0	0	0	0	1	2.51702e-21	1.50184e-58	0
Not Available	Multi-Family with 5+ Units	Propane	ID	Renter	0	0	0	0	1	1.85221	4.14933e-17	0
Not Available	Multi-Family with 5+ Units	Propane	IL	Not Available	0	0	1	0	0	10.7353	4.94368e-17	1.17025e-05
Not Available	Multi-Family with 5+ Units	Propane	IL	Owner	0	0	0	0	1	0.823976	3.78946e-18	0
Not Available	Multi-Family with 5+ Units	Propane	IL	Renter	0	0	0	0	1	5.61096	2.58519e-17	0
Not Available	Multi-Family with 5+ Units	Propane	IN	Not Available	0	0	1	0	0	3.10398	4.27345e-17	3.26108e-06
Not Available	Multi-Family with 5+ Units	Propane	IN	Owner	0	0	0	0	1	0.234433	7.44473e-20	0
Not Available	Multi-Family with 5+ Units	Propane	IN	Renter	0	0	0	0	1	2.83279	3.92416e-17	0
Not Available	Multi-Family with 5+ Units	Propane	KS	Not Available	0	0	1	0	0	1.44256	4.01302e-17	1.32689e-06
Not Available	Multi-Family with 5+ Units	Propane	KS	Owner	0	0	0	0	1	0.0444816	5.38064e-20	0
Not Available	Multi-Family with 5+ Units	Propane	KS	Renter	0	0	0	0	1	1.31659	3.72451e-17	0
Not Available	Multi-Family with 5+ Units	Propane	KY	Not Available	0	0	0.99438	0.00562044	0	48.761	4.46761e-17	1.32422e-06
Not Available	Multi-Family with 5+ Units	Propane	KY	Owner	0	0	0	0	1	13.739	2.3179e-19	0
Not Available	Multi-Family with 5+ Units	Propane	KY	Renter	0	0	0	0	1	41.2563	3.84719e-17	0
Not Available	Multi-Family with 5+ Units	Propane	LA	Not Available	0	0	0.994419	0.00558071	0	36.6012	4.42954e-17	1.12131e-06
Not Available	Multi-Family with 5+ Units	Propane	LA	Owner	0	0	0	0	1	1.11264	2.7671e-19	0
Not Available	Multi-Family with 5+ Units	Propane	LA	Renter	0	0	0	0	1	31.1153	3.75701e-17	0
Not Available	Multi-Family with 5+ Units	Propane	MA	Not Available	0	0	1	0	0	4.80079	6096.78	7.36134e-06
Not Available	Multi-Family with 5+ Units	Propane	MA	Owner	0	0	0	0	1	0.116181	141.076	0
Not Available	Multi-Family with 5+ Units	Propane	MA	Renter	0	0	0	0	1	3.42293	4383.02	0
Not Available	Multi-Family with 5+ Units	Propane	MD	Not Available	0	0	0.994415	0.00558468	0	58.1384	4.6214e-17	7.77553e-06
Not Available	Multi-Family with 5+ Units	Propane	MD	Owner	0	0	0	0	1	2.26726	1.69899e-18	0
Not Available	Multi-Family with 5+ Units	Propane	MD	Renter	0	0	0	0	1	37.4335	3.0191e-17	0
Not Available	Multi-Family with 5+ Units	Propane	ME	Not Available	0	0	1	0	0	1.57433	4.27663e-17	5.77248e-06
Not Available	Multi-Family with 5+ Units	Propane	ME	Owner	0	0	0	0	1	0.0974157	8.10865e-20	0
Not Available	Multi-Family with 5+ Units	Propane	ME	Renter	0	0	0	0	1	1.42653	3.9123e-17	0
Not Available	Multi-Family with 5+ Units	Propane	MI	Not Available	0	0	1	0	0	4.92127	4.49137e-17	6.365e-06
Not Available	Multi-Family with 5+ Units	Propane	MI	Owner	0	0	0	0	1	0.721941	6.43257e-19	0
Not Available	Multi-Family with 5+ Units	Propane	MI	Renter	0	0	0	0	1	3.77331	3.48069e-17	0
Not Available	Multi-Family with 5+ Units	Propane	MN	Not Available	0	0	1	0	0	2.69556	16872.9	4.47153e-06
Not Available	Multi-Family with 5+ Units	Propane	MN	Owner	0	0	0	0	1	0.132408	206.104	0
Not Available	Multi-Family with 5+ Units	Propane	MN	Renter	0	0	0	0	1	2.13124	13349.4	0
Not Available	Multi-Family with 5+ Units	Propane	MO	Not Available	0	0	1	0	0	1.86507	4.62412e-17	3.18608e-06
Not Available	Multi-Family with 5+ Units	Propane	MO	Owner	0	0	0	0	1	0.189862	9.0598e-19	0
Not Available	Multi-Family with 5+ Units	Propane	MO	Renter	0	0	0	0	1	1.38528	3.42021e-17	0
Not Available	Multi-Family with 5+ Units	Propane	MS	Not Available	0	0	0.994457	0.00554336	0	29.3541	4.23499e-17	7.01985e-07
Not Available	Multi-Family with 5+ Units	Propane	MS	Owner	0	0	0	0	1	1.76318e-19	1.69301e-59	0
Not Available	Multi-Family with 5+ Units	Propane	MS	Renter	0	0	0	0	1	29.3541	4.23499e-17	0
Not Available	Multi-Family with 5+ Units	Propane	MT	Not Available	0	0	1	0	0	1.43655	4.1934e-17	7.96324e-07
Not Available	Multi-Family with 5+ Units	Propane	MT	Owner	0	0	0	0	1	3.55246e-21	2.56438e-58	0
Not Available	Multi-Family with 5+ Units	Propane	MT	Renter	0	0	0	0	1	1.43655	4.1934e-17	0
Not Available	Multi-Family with 5+ Units	Propane	NC	Not Available	0	0	0.994347	0.00565322	0	46.3267	4.30586e-17	3.72144e-06
Not Available	Multi-Family with 5+ Units	Propane	NC	Owner	0	0	0	0	1	1.32508	9.36007e-21	0
Not Available	Multi-Family with 5+ Units	Propane	NC	Renter	0	0	0	0	1	44.7308	4.17982e-17	0
Not Available	Multi-Family with 5+ Units	Propane	ND	Not Available	0	0	1	0	0	4.11264	3176.11	1.67982e-06
Not Available	Multi-Family with 5+ Units	Propane	ND	Owner	0	0	0	0	1	0.0881356	21.9028	0
Not Available	Multi-Family with 5+ Units	Propane	ND	Renter	0	0	0	0	1	3.46699	2670.51	0
Not Available	Multi-Family with 5+ Units	Propane	NE	Not Available	0	0	1	0	0	2.00806	4.34081e-17	1.09557e-06
Not Available	Multi-Family with 5+ Units	Propane	NE	Owner	0	0	0	0	1	0.0457629	5.50407e-20	0
Not Available	Multi-Family with 5+ Units	Propane	NE	Renter	0	0	0	0	1	1.8591	4.03717e-17	0
Not Available	Multi-Family with 5+ Units	Propane	NH	Not Available	0	0	1	0	0	2.6143	3122.25	8.86378e-06
Not Available	Multi-Family with 5+ Units	Propane	NH	Owner	0	0	0	0	1	2.60421e-21	2.87296e-39	0
Not Available	Multi-Family with 5+ Units	Propane	NH	Renter	0	0	0	0	1	2.6143	3122.25	0
Not Available	Multi-Family with 5+ Units	Propane	NJ	Not Available	0	0	0.972828	0.0271716	0	17.5755	4.66206e-17	8.00141e-06
Not Available	Multi-Family with 5+ Units	Propane	NJ	Owner	0	0	0	0	1	0.830039	2.16453e-18	0
Not Available	Multi-Family with 5+ Units	Propane	NJ	Renter	0	0	0	0	1	10.7663	2.86941e-17	0
Not Available	Multi-Family with 5+ Units	Propane	NM	Not Available	0	0	1	0	0	1.86088	4.33429e-17	1.09449e-06
Not Available	Multi-Family with 5+ Units	Propane	NM	Owner	0	0	0	0	1	0.888383	6.95307e-19	0
Not Available	Multi-Family with 5+ Units	Propane	NM	Renter	0	0	0	0	1	1.37516	3.30589e-17	0
Not Available	Multi-Family with 5+ Units	Propane	NV	Not Available	0	0	1	0	0	3.50384	4.30349e-17	3.50462e-06
Not Available	Multi-Family with 5+ Units	Propane	NV	Owner	0	0	0	0	1	0.172908	5.34695e-20	0
Not Available	Multi-Family with 5+ Units	Propane	NV	Renter	0	0	0	0	1	3.28375	4.00545e-17	0
Not Available	Multi-Family with 5+ Units	Propane	NY	Not Available	0	0	0.972828	0.0271716	0	19.3323	21417.7	4.14441e-05
Not Available	Multi-Family with 5+ Units	Propane	NY	Owner	0	0	0	0	1	1.0657	1195.43	0
Not Available	Multi-Family with 5+ Units	Propane	NY	Renter	0	0	0	0	1	11.3198	12493.2	0
Not Available	Multi-Family with 5+ Units	Propane	OH	Not Available	0	0	1	0	0	6.70596	4.54454e-17	8.37175e-06
Not Available	Multi-Family with 5+ Units	Propane	OH	Owner	0	0	0	0	1	0.705491	4.51428e-19	0
Not Available	Multi-Family with 5+ Units	Propane	OH	Renter	0	0	0	0	1	5.36676	3.6838e-17	0
Not Available	Multi-Family with 5+ Units	Propane	OK	Not Available	0	0	0.994414	0.00558609	0	23.6986	4.2972e-17	1.21904e-06
Not Available	Multi-Family with 5+ Units	Propane	OK	Owner	0	0	0	0	1	0.769129	1.4665e-19	0
Not Available	Multi-Family with 5+ Units	Propane	OK	Renter	0	0	0	0	1	21.0745	3.8098e-17	0
Not Available	Multi-Family with 5+ Units	Propane	OR	Not Available	0	0	1	0	0	3.52935	4.26419e-17	9.44052e-07
Not Available	Multi-Family with 5+ Units	Propane	OR	Owner	0	0	0	0	1	0.0600841	2.91466e-20	0
Not Available	Multi-Family with 5+ Units	Propane	OR	Renter	0	0	0	0	1	3.35715	4.04414e-17	0
Not Available	Multi-Family with 5+ Units	Propane	PA	Not Available	0	0	0.986239	0.0137614	0	17.2718	3035.56	7.67826e-06
Not Available	Multi-Family with 5+ Units	Propane	PA	Owner	0	0	0	0	1	1.40205	16.0623	0
Not Available	Multi-Family with 5+ Units	Propane	PA	Renter	0	0	0	0	1	14.8549	2610	0
Not Available	Multi-Family with 5+ Units	Propane	RI	Not Available	0	0	1	0	0	1.96195	4.7813e-17	2.21271e-06
Not Available	Multi-Family with 5+ Units	Propane	RI	Owner	0	0	0	0	1	0.310585	1.02727e-18	0
Not Available	Multi-Family with 5+ Units	Propane	RI	Renter	0	0	0	0	1	1.40647	3.48236e-17	0
Not Available	Multi-Family with 5+ Units	Propane	SC	Not Available	0	0	0.994433	0.00556746	0	20.7964	4.40863e-17	9.29668e-07
Not Available	Multi-Family with 5+ Units	Propane	SC	Owner	0	0	0	0	1	4.45797	1.688e-19	0
Not Available	Multi-Family with 5+ Units	Propane	SC	Renter	0	0	0	0	1	18.116	3.87991e-17	0
Not Available	Multi-Family with 5+ Units	Propane	SD	Not Available	0	0	1	0	0	1.55025	1447.33	7.85052e-07
Not Available	Multi-Family with 5+ Units	Propane	SD	Owner	0	0	0	0	1	0.0505071	2.40042	0
Not Available	Multi-Family with 5+ Units	Propane	SD	Renter	0	0	0	0	1	1.41276	1331.84	0
Not Available	Multi-Family with 5+ Units	Propane	TN	Not Available	0	0	0.994437	0.00556346	0	56.4122	4.30707e-17	1.40111e-06
Not Available	Multi-Family with 5+ Units	Propane	TN	Owner	0	0	0	0	1	7.63241	8.62901e-20	0
Not Available	Multi-Family with 5+ Units	Propane	TN	Renter	0	0	0	0	1	51.4378	3.93013e-17	0
Not Available	Multi-Family with 5+ Units	Propane	TX	Not Available	0	0	0.99441	0.00559023	0	66.2451	4.27473e-17	8.10388e-06
Not Available	Multi-Family with 5+ Units	Propane	TX	Owner	0	0	0	0	1	0.253065	1.07056e-19	0
Not Available	Multi-Family with 5+ Units	Propane	TX	Renter	0	0	0	0	1	59.5673	3.85759e-17	0
Not Available	Multi-Family with 5+ Units	Propane	UT	Not Available	0	0	1	0	0	1.72207	4.45386e-17	2.75591e-06
Not Available	Multi-Family with 5+ Units	Propane	UT	Owner	0	0	0	0	1	0.119042	3.59688e-19	0
Not Available	Multi-Family with 5+ Units	Propane	UT	Renter	0	0	0	0	1	1.44675	3.68933e-17	0
Not Available	Multi-Family with 5+ Units	Propane	VA	Not Available	0	0	0.994426	0.0055743	0	54.2316	4.86563e-17	4.77952e-06
Not Available	Multi-Family with 5+ Units	Propane	VA	Owner	0	0	0	0	1	2.82927	2.35197e-18	0
Not Available	Multi-Family with 5+ Units	Propane	VA	Renter	0	0	0	0	1	32.269	2.96131e-17	0
Not Available	Multi-Family with 5+ Units	Propane	VT	Not Available	0	0	1	0	0	1.66384	1780.87	1.17556e-05
Not Available	Multi-Family with 5+ Units	Propane	VT	Owner	0	0	0	0	1	0.164206	12.5868	0
Not Available	Multi-Family with 5+ Units	Propane	VT	Renter	0	0	0	0	1	1.39144	1494.02	0
Not Available	Multi-Family with 5+ Units	Propane	WA	Not Available	0	0	1	0	0	4.04925	3405.32	1.62038e-06
Not Available	Multi-Family with 5+ Units	Propane	WA	Owner	0	0	0	0	1	0.120462	23.991	0
Not Available	Multi-Family with 5+ Units	Propane	WA	Renter	0	0	0	0	1	3.33374	2857.65	0
Not Available	Multi-Family with 5+ Units	Propane	WI	Not Available	0	0	1	0	0	8.2633	11336.3	4.22454e-06
Not Available	Multi-Family with 5+ Units	Propane	WI	Owner	0	0	0	0	1	0.137727	5.23632	0
Not Available	Multi-Family with 5+ Units	Propane	WI	Renter	0	0	0	0	1	7.92069	10854.2	0
Not Available	Multi-Family with 5+ Units	Propane	WV	Not Available	0	0	0.994421	0.00557899	0	72.743	3.80376e-17	8.5483e-07
Not Available	Multi-Family with 5+ Units	Propane	WV	Owner	0	0	0	0	1	3.44127e-20	2.10193e-58	0
Not Available	Multi-Family with 5+ Units	Propane	WV	Renter	0	0	0	0	1	58.1038	3.80376e-17	0
Not Available	Multi-Family with 5+ Units	Propane	WY	Not Available	0	0	1	0	0	1.86112	4.11634e-17	5.08623e-07
Not Available	Multi-Family with 5+ Units	Propane	WY	Owner	0	0	0	0	1	3.99031e-21	4.25752e-58	0
Not Available	Multi-Family with 5+ Units	Propane	WY	Renter	0	0	0	0	1	1.86112	4.11634e-17	0
Not Available	Single-Family Attached	Electricity	AL	Not Available	0.0757346	0	0.924265	0	0	4.43237	13463.6	2.0285e-05
Not Available	Single-Family Attached	Electricity	AL	Owner	0	0	0	0	1	6.76997	2260.9	0
Not Available	Single-Family Attached	Electricity	AL	Renter	0	0	0	0	1	11.1776	4690.03	0
Not Available	Single-Family Attached	Electricity	AR	Not Available	0	0	1	0	0	6.31542	10648.8	9.14933e-06
Not Available	Single-Family Attached	Electricity	AR	Owner	0	0	0	0	1	6.28922	1075.66	0
Not Available	Single-Family Attached	Electricity	AR	Renter	0	0	0	0	1	15.2224	4955.56	0
Not Available	Single-Family Attached	Electricity	AZ	Not Available	0.0238498	0	0.97615	0	0	8.99155	36385.7	0.000109026
Not Available	Single-Family Attached	Electricity	AZ	Owner	0	0	0	0	1	3.21117	11770.6	0
Not Available	Single-Family Attached	Electricity	AZ	Renter	0	0	0	0	1	1.44278	6766.39	0
Not Available	Single-Family Attached	Electricity	CA	Not Available	0	0	1	0	0	17.611	135526	0.000139514
Not Available	Single-Family Attached	Electricity	CA	Owner	0	0	0	0	1	7.08006	52316.9	0
Not Available	Single-Family Attached	Electricity	CA	Renter	0	0	0	0	1	2.35379	19435.1	0
Not Available	Single-Family Attached	Electricity	CO	Not Available	0	0	1	0	0	9.67468	18534	2.53602e-05
Not Available	Single-Family Attached	Electricity	CO	Owner	0	0	0	0	1	5.14461	9693.43	0
Not Available	Single-Family Attached	Electricity	CO	Renter	0	0	0	0	1	2.67801	1420.1	0
Not Available	Single-Family Attached	Electricity	CT	Not Available	0	0	1	0	0	9.18419	10124.2	1.28251e-05
Not Available	Single-Family Attached	Electricity	CT	Owner	0	0	0	0	1	4.79965	5141.55	0
Not Available	Single-Family Attached	Electricity	CT	Renter	0	0	0	0	1	2.72719	836.04	0
Not Available	Single-Family Attached	Electricity	DC	Not Available	0.051381	0	0.948619	0	0	5.8126	6471.56	1.05655e-05
Not Available	Single-Family Attached	Electricity	DC	Owner	0	0	0	0	1	2.70557	3002.77	0
Not Available	Single-Family Attached	Electricity	DC	Renter	0	0	0	0	1	0.586854	657.845	0
Not Available	Single-Family Attached	Electricity	DE	Not Available	0	0	1	0	0	36.1588	6356.52	3.70743e-05
Not Available	Single-Family Attached	Electricity	DE	Owner	0	0	0	0	1	27.8053	4757.19	0
Not Available	Single-Family Attached	Electricity	DE	Renter	0	0	0	0	1	33.3321	115.678	0
Not Available	Single-Family Attached	Electricity	FL	Not Available	0.0170192	0	0.982981	0	0	16.2703	167626	0.000516952
Not Available	Single-Family Attached	Electricity	FL	Owner	0	0	0	0	1	7.87719	79070.7	0
Not Available	Single-Family Attached	Electricity	FL	Renter	0	0	0	0	1	1.50365	16442.1	0
Not Available	Single-Family Attached	Electricity	GA	Not Available	0.0685125	0	0.931487	0	0	7.51321	93660.4	5.70413e-05
Not Available	Single-Family Attached	Electricity	GA	Owner	0	0	0	0	1	2.89969	33951.3	0
Not Available	Single-Family Attached	Electricity	GA	Renter	0	0	0	0	1	1.07322	14830.6	0
Not Available	Single-Family Attached	Electricity	IA	Not Available	0.0261878	0	0.973812	0	0	8.89162	9443.4	7.42457e-06
Not Available	Single-Family Attached	Electricity	IA	Owner	0	0	0	0	1	5.3921	5426.29	0
Not Available	Single-Family Attached	Electricity	IA	Renter	0	0	0	0	1	6.02418	552.9	0
Not Available	Single-Family Attached	Electricity	ID	Not Available	0.0198247	0	0.980175	0	0	3.22398	6849.34	5.23485e-06
Not Available	Single-Family Attached	Electricity	ID	Owner	0	0	0	0	1	7.54801	2113.88	0
Not Available	Single-Family Attached	Electricity	ID	Renter	0	0	0	0	1	3.47998	1353.05	0
Not Available	Single-Family Attached	Electricity	IL	Not Available	0.0556477	0	0.944352	0	0	13.4774	10851.1	1.57528e-05
Not Available	Single-Family Attached	Electricity	IL	Owner	0	0	0	0	1	8.22076	6520.23	0
Not Available	Single-Family Attached	Electricity	IL	Renter	0	0	0	0	1	0.645773	548.524	0
Not Available	Single-Family Attached	Electricity	IN	Not Available	0	0	1	0	0	4.23464	20840.3	2.64353e-05
Not Available	Single-Family Attached	Electricity	IN	Owner	0	0	0	0	1	1.73805	8111.16	0
Not Available	Single-Family Attached	Electricity	IN	Renter	0	0	0	0	1	0.544907	2948.47	0
Not Available	Single-Family Attached	Electricity	KS	Not Available	0	0	1	0	0	4.08525	6109.97	9.92517e-06
Not Available	Single-Family Attached	Electricity	KS	Owner	0	0	0	0	1	9.05256	747.964	0
Not Available	Single-Family Attached	Electricity	KS	Renter	0	0	0	0	1	9.91534	2582.41	0
Not Available	Single-Family Attached	Electricity	KY	Not Available	0.032724	0	0.967276	0	0	7.19666	20767.6	1.44191e-05
Not Available	Single-Family Attached	Electricity	KY	Owner	0	0	0	0	1	1.00576	2603.15	0
Not Available	Single-Family Attached	Electricity	KY	Renter	0	0	0	0	1	2.8137	8665.49	0
Not Available	Single-Family Attached	Electricity	LA	Not Available	0.175152	0	0.824848	0	0	1.14395	12859.4	4.00894e-05
Not Available	Single-Family Attached	Electricity	LA	Owner	0	0	0	0	1	1.61041	2953.4	0
Not Available	Single-Family Attached	Electricity	LA	Renter	0	0	0	0	1	1.97335	3487.4	0
Not Available	Single-Family Attached	Electricity	MA	Not Available	0	0	1	0	0	4.89368	14821.2	1.55064e-05
Not Available	Single-Family Attached	Electricity	MA	Owner	0	0	0	0	1	3.47797	10301.9	0
Not Available	Single-Family Attached	Electricity	MA	Renter	0	0	0	0	1	0.413548	409.826	0
Not Available	Single-Family Attached	Electricity	MD	Not Available	0	0	1	0	0	15.1276	81555.5	0.00014288
Not Available	Single-Family Attached	Electricity	MD	Owner	0	0	0	0	1	8.28113	43447.8	0
Not Available	Single-Family Attached	Electricity	MD	Renter	0	0	0	0	1	1.02153	5950.26	0
Not Available	Single-Family Attached	Electricity	ME	Not Available	0	0	1	0	0	2.86998	1268.53	1.22411e-06
Not Available	Single-Family Attached	Electricity	ME	Owner	0	0	0	0	1	1.73851	786.658	0
Not Available	Single-Family Attached	Electricity	ME	Renter	0	0	0	0	1	1.45441	57.2905	0
Not Available	Single-Family Attached	Electricity	MI	Not Available	0	0	1	0	0	14.1164	19611.6	1.69145e-05
Not Available	Single-Family Attached	Electricity	MI	Owner	0	0	0	0	1	4.39624	5825.12	0
Not Available	Single-Family Attached	Electricity	MI	Renter	0	0	0	0	1	2.7527	4060.09	0
Not Available	Single-Family Attached	Electricity	MN	Not Available	0	0	1	0	0	11.1983	6149.59	1.02635e-05
Not Available	Single-Family Attached	Electricity	MN	Owner	0	0	0	0	1	6.22116	3374.13	0
Not Available	Single-Family Attached	Electricity	MN	Renter	0	0	0	0	1	5.80684	413.392	0
Not Available	Single-Family Attached	Electricity	MO	Not Available	0	0	1	0	0	7.09018	26259.4	2.11311e-05
Not Available	Single-Family Attached	Electricity	MO	Owner	0	0	0	0	1	2.35977	8330.41	0
Not Available	Single-Family Attached	Electricity	MO	Renter	0	0	0	0	1	7.88259	5009.29	0
Not Available	Single-Family Attached	Electricity	MS	Not Available	0.054679	0	0.945321	0	0	21.0542	2438.79	6.21355e-06
Not Available	Single-Family Attached	Electricity	MS	Owner	0	0	0	0	1	6.82434	1180.37	0
Not Available	Single-Family Attached	Electricity	MS	Renter	0	0	0	0	1	3.42182	225.83	0
Not Available	Single-Family Attached	Electricity	MT	Not Available	0.026236	0	0.973764	0	0	2.96995	6746.6	5.48067e-06
Not Available	Single-Family Attached	Electricity	MT	Owner	0	0	0	0	1	6.1832	1016.47	0
Not Available	Single-Family Attached	Electricity	MT	Renter	0	0	0	0	1	5.61665	2525.62	0
Not Available	Single-Family Attached	Electricity	NC	Not Available	0.0272181	0	0.972782	0	0	8.89806	87116.7	8.4236e-05
Not Available	Single-Family Attached	Electricity	NC	Owner	0	0	0	0	1	1.85037	15762	0
Not Available	Single-Family Attached	Electricity	NC	Renter	0	0	0	0	1	2.61341	28767.1	0
Not Available	Single-Family Attached	Electricity	ND	Not Available	0	0	1	0	0	6.45546	5153.69	3.53033e-06
Not Available	Single-Family Attached	Electricity	ND	Owner	0	0	0	0	1	2.48099	1892.93	0
Not Available	Single-Family Attached	Electricity	ND	Renter	0	0	0	0	1	0.930413	799.834	0
Not Available	Single-Family Attached	Electricity	NE	Not Available	0.0350779	0	0.964922	0	0	3.19704	6789.43	5.58944e-06
Not Available	Single-Family Attached	Electricity	NE	Owner	0	0	0	0	1	9.68602	994.358	0
Not Available	Single-Family Attached	Electricity	NE	Renter	0	0	0	0	1	9.20986	2587.2	0
Not Available	Single-Family Attached	Electricity	NH	Not Available	0	0	1	0	0	4.674	1506.92	6.33071e-06
Not Available	Single-Family Attached	Electricity	NH	Owner	0	0	0	0	1	2.77635	909.23	0
Not Available	Single-Family Attached	Electricity	NH	Renter	0	0	0	0	1	1.90264	75.0931	0
Not Available	Single-Family Attached	Electricity	NJ	Not Available	0	0	1	0	0	16.7756	25121.3	7.14666e-05
Not Available	Single-Family Attached	Electricity	NJ	Owner	0	0	0	0	1	8.00584	10910.9	0
Not Available	Single-Family Attached	Electricity	NJ	Renter	0	0	0	0	1	1.5779	2920.52	0
Not Available	Single-Family Attached	Electricity	NM	Not Available	0	0	1	0	0	5.05186	1830.41	5.93496e-06
Not Available	Single-Family Attached	Electricity	NM	Owner	0	0	0	0	1	2.71565	39.3413	0
Not Available	Single-Family Attached	Electricity	NM	Renter	0	0	0	0	1	3.5927	1333.06	0
