Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=Finished Attic or Cathedral Ceilings	Option=None	Option=Unvented Attic	Option=Vented Attic	source_count	source_weight	sampling_probability
South Atlantic	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	43	92411.7	0.00284339
South Atlantic	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	43	92411.7	0.000328716
South Atlantic	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	43	92411.7	1.67919e-05
South Atlantic	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	127	361120	0.00101132
South Atlantic	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	127	361120	0.00600735
South Atlantic	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	127	361120	0.00551114
South Atlantic	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	127	361120	0.00184523
South Atlantic	Single-Family Attached	1	1980-99	0	0.379492	0.122793	0.497714	29	200365	0.00206463
South Atlantic	Single-Family Attached	2	1980-99	0.0323929	0.383141	0.0605363	0.52393	68	374833	0.00311835
South Atlantic	Single-Family Attached	3	1980-99	0	0.371382	0.107476	0.521142	10	41926.3	0.000270658
South Atlantic	Single-Family Attached	4+	1980-99	0	1	0	0	11	1685.9	0
South Atlantic	Single-Family Detached	1	1980-99	0	0.243151	0.0331832	0.723666	305	2.74523e+06	0.0237079
South Atlantic	Single-Family Detached	2	1980-99	0.0580661	0.183058	0.0641385	0.694738	295	2.10714e+06	0.0128243
South Atlantic	Single-Family Detached	3	1980-99	0.0458728	0.246992	0.0458728	0.661263	16	104027	0.000473288
South Atlantic	Single-Family Detached	4+	1980-99	0	1	0	0	11	0	0
South Atlantic	Mobile Home	1	2000-09	0	1	0	0	35	69082.3	0.00281181
South Atlantic	Mobile Home	2	2000-09	0	1	0	0	35	69082.3	0
South Atlantic	Mobile Home	3	2000-09	0	1	0	0	35	69082.3	0
South Atlantic	Mobile Home	4+	2000-09	0	1	0	0	35	69082.3	0
South Atlantic	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	19	35635.3	0.000116741
South Atlantic	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	19	35635.3	0.000907917
South Atlantic	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	19	35635.3	0.000103877
South Atlantic	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	19	35635.3	6.82892e-06
South Atlantic	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	91	213021	0.000353536
South Atlantic	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	91	213021	0.00215081
South Atlantic	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	91	213021	0.00183189
South Atlantic	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	91	213021	0.00252822
South Atlantic	Single-Family Attached	1	2000-09	0	0.441881	0.0445025	0.513617	26	155289	0.00127286
South Atlantic	Single-Family Attached	2	2000-09	0.0630934	0.424316	0.0434718	0.469119	50	270736	0.00158592
South Atlantic	Single-Family Attached	3	2000-09	0	0.0853194	0.0810269	0.833654	10	46444.5	0.000306038
South Atlantic	Single-Family Attached	4+	2000-09	0	1	0	0	11	3426	0
South Atlantic	Single-Family Detached	1	2000-09	0	0.237364	0.0564349	0.706201	155	1.19977e+06	0.0131009
South Atlantic	Single-Family Detached	2	2000-09	0.0619604	0.158945	0.0669031	0.712192	184	1.19489e+06	0.00913209
South Atlantic	Single-Family Detached	3	2000-09	0.230694	0.245842	0	0.523464	10	46177.1	0.000153103
South Atlantic	Single-Family Detached	4+	2000-09	0	1	0	0	11	0	0
South Atlantic	Mobile Home	1	2010s	0	1	0	0	19	40624	0.000703079
South Atlantic	Mobile Home	2	2010s	0	1	0	0	19	40624	0
South Atlantic	Mobile Home	3	2010s	0	1	0	0	19	40624	0
South Atlantic	Mobile Home	4+	2010s	0	1	0	0	19	40624	0
South Atlantic	Multi-Family with 2 - 4 Units	1	2010s	0	1	0	0	12	22766.7	4.10341e-05
South Atlantic	Multi-Family with 2 - 4 Units	2	2010s	0	1	0	0	12	22766.7	0.000319129
South Atlantic	Multi-Family with 2 - 4 Units	3	2010s	0	1	0	0	12	22766.7	3.36977e-05
South Atlantic	Multi-Family with 2 - 4 Units	4+	2010s	0	1	0	0	12	22766.7	2.21529e-06
South Atlantic	Multi-Family with 5+ Units	1	2010s	0	1	0	0	74	148286	0.000154881
South Atlantic	Multi-Family with 5+ Units	2	2010s	0	1	0	0	74	148286	0.000856889
South Atlantic	Multi-Family with 5+ Units	3	2010s	0	1	0	0	74	148286	0.000857928
South Atlantic	Multi-Family with 5+ Units	4+	2010s	0	1	0	0	74	148286	0.00145693
South Atlantic	Single-Family Attached	1	2010s	0	0.412228	0.0724537	0.515319	33	32368.9	0.000451017
South Atlantic	Single-Family Attached	2	2010s	0.0427186	0.571916	0	0.385366	23	106183	0.000581672
South Atlantic	Single-Family Attached	3	2010s	0.0662744	0.496367	0.141901	0.295458	15	70928.4	0.000122239
South Atlantic	Single-Family Attached	4+	2010s	0	1	0	0	11	1566.59	0
South Atlantic	Single-Family Detached	1	2010s	0	0.323151	0.0576737	0.619176	111	802164	0.00353215
South Atlantic	Single-Family Detached	2	2010s	0.0547603	0.120985	0.0550695	0.769186	110	652488	0.00314366
South Atlantic	Single-Family Detached	3	2010s	0.230694	0.245842	0	0.523464	10	8294.84	6.04945e-05
South Atlantic	Single-Family Detached	4+	2010s	0	1	0	0	11	2878.32	0
South Atlantic	Mobile Home	1	<1940	0	1	0	0	14	3489.51	7.14136e-05
South Atlantic	Mobile Home	2	<1940	0	1	0	0	14	3489.51	0
South Atlantic	Mobile Home	3	<1940	0	1	0	0	14	3489.51	0
South Atlantic	Mobile Home	4+	<1940	0	1	0	0	14	3489.51	0
South Atlantic	Multi-Family with 2 - 4 Units	1	<1940	0	1	0	0	23	21021.9	0.000245598
South Atlantic	Multi-Family with 2 - 4 Units	2	<1940	0	1	0	0	23	21021.9	0.000430236
South Atlantic	Multi-Family with 2 - 4 Units	3	<1940	0	1	0	0	23	21021.9	0.000192761
South Atlantic	Multi-Family with 2 - 4 Units	4+	<1940	0	1	0	0	23	21021.9	8.01328e-05
South Atlantic	Multi-Family with 5+ Units	1	<1940	0	1	0	0	45	32484.4	5.90558e-05
South Atlantic	Multi-Family with 5+ Units	2	<1940	0	1	0	0	45	32484.4	0.00014668
South Atlantic	Multi-Family with 5+ Units	3	<1940	0	1	0	0	45	32484.4	0.000282145
South Atlantic	Multi-Family with 5+ Units	4+	<1940	0	1	0	0	45	32484.4	0.000694792
South Atlantic	Single-Family Attached	1	<1940	0	0.595458	0.0791264	0.325416	26	36523.3	0.000407121
South Atlantic	Single-Family Attached	2	<1940	0.0554024	0.533064	0.054382	0.357152	50	91346.2	0.00079254
South Atlantic	Single-Family Attached	3	<1940	0.138448	0.761654	0.0191332	0.0807647	12	17694.7	0.00012446
South Atlantic	Single-Family Attached	4+	<1940	0	1	0	0	11	845.253	0
South Atlantic	Single-Family Detached	1	<1940	0	0.297874	0.0540146	0.648112	77	539187	0.00429658
South Atlantic	Single-Family Detached	2	<1940	0.113769	0.212818	0.0831735	0.590239	106	490145	0.00340518
South Atlantic	Single-Family Detached	3	<1940	0.156637	0.283075	0.0942007	0.466088	14	37258.9	0.000114201
South Atlantic	Single-Family Detached	4+	<1940	0	1	0	0	11	0	0
West North Central	Mobile Home	1	1940-59	0	1	0	0	131	874.587	5.0904e-05
West North Central	Mobile Home	2	1940-59	0	1	0	0	131	874.587	0
West North Central	Mobile Home	3	1940-59	0	1	0	0	131	874.587	0
West North Central	Mobile Home	4+	1940-59	0	1	0	0	131	874.587	0
West North Central	Multi-Family with 2 - 4 Units	1	1940-59	0	1	0	0	16	12074.3	4.8438e-05
West North Central	Multi-Family with 2 - 4 Units	2	1940-59	0	1	0	0	16	12074.3	0.000365516
West North Central	Multi-Family with 2 - 4 Units	3	1940-59	0	1	0	0	16	12074.3	0.000100542
West North Central	Multi-Family with 2 - 4 Units	4+	1940-59	0	1	0	0	16	12074.3	1.86663e-05
West North Central	Multi-Family with 5+ Units	1	1940-59	0	1	0	0	30	25948.1	4.64246e-05
West North Central	Multi-Family with 5+ Units	2	1940-59	0	1	0	0	30	25948.1	0.000217277
West North Central	Multi-Family with 5+ Units	3	1940-59	0	1	0	0	30	25948.1	0.000167576
West North Central	Multi-Family with 5+ Units	4+	1940-59	0	1	0	0	30	25948.1	0.000233017
West North Central	Single-Family Attached	1	1940-59	0	0.459913	0.121323	0.418765	10	19430.5	0.000129013
West North Central	Single-Family Attached	2	1940-59	0.167478	0.200208	0.0847772	0.547538	22	12231.2	5.7782e-05
West North Central	Single-Family Attached	3	1940-59	0	0.797091	0.0305212	0.172388	25	0	2.57189e-06
West North Central	Single-Family Attached	4+	1940-59	0	1	0	0	11	0	0
West North Central	Single-Family Detached	1	1940-59	0	0.356586	0.0454832	0.597931	241	752715	0.00710727
West North Central	Single-Family Detached	2	1940-59	0.0743012	0.310174	0.0420073	0.573518	183	370089	0.00185175
West North Central	Single-Family Detached	3	1940-59	0.141831	0.766666	0.00804005	0.0834628	10	21976.2	6.61545e-05
West North Central	Single-Family Detached	4+	1940-59	0	1	0	0	11	0	0
West North Central	Mobile Home	1	1960-79	0	1	0	0	17	17744.2	0.000977495
West North Central	Mobile Home	2	1960-79	0	1	0	0	17	17744.2	0
West North Central	Mobile Home	3	1960-79	0	1	0	0	17	17744.2	0
West North Central	Mobile Home	4+	1960-79	0	1	0	0	17	17744.2	0
West North Central	Multi-Family with 2 - 4 Units	1	1960-79	0	1	0	0	25	47865.5	0.000173295
West North Central	Multi-Family with 2 - 4 Units	2	1960-79	0	1	0	0	25	47865.5	0.000790699
West North Central	Multi-Family with 2 - 4 Units	3	1960-79	0	1	0	0	25	47865.5	0.000198334
West North Central	Multi-Family with 2 - 4 Units	4+	1960-79	0	1	0	0	25	47865.5	1.76103e-06
West North Central	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	52	78709.1	0.000220848
West North Central	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	52	78709.1	0.00117527
West North Central	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	52	78709.1	0.000997229
West North Central	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	52	78709.1	0.000672632
West North Central	Single-Family Attached	1	1960-79	0	0.897757	0	0.102243	10	30343.7	0.000368006
West North Central	Single-Family Attached	2	1960-79	0	0.515481	0	0.484519	10	31460.6	0.000252184
West North Central	Single-Family Attached	3	1960-79	0	0.797091	0.0305212	0.172388	25	9593.51	6.43017e-06
West North Central	Single-Family Attached	4+	1960-79	0	1	0	0	11	0	0
West North Central	Single-Family Detached	1	1960-79	0	0.435823	0.0307332	0.533444	228	980370	0.0091565
West North Central	Single-Family Detached	2	1960-79	0.0466951	0.367089	0.0421825	0.544033	114	496713	0.00249665
West North Central	Single-Family Detached	3	1960-79	0	0.649182	0	0.350818	10	29124.3	0.00016604
West North Central	Single-Family Detached	4+	1960-79	0	1	0	0	11	8385.72	0
West North Central	Mobile Home	1	1980-99	0	1	0	0	27	38992.2	0.00158222
West North Central	Mobile Home	2	1980-99	0	1	0	0	27	38992.2	0
West North Central	Mobile Home	3	1980-99	0	1	0	0	27	38992.2	0
West North Central	Mobile Home	4+	1980-99	0	1	0	0	27	38992.2	0
West North Central	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	13	19892.7	0.000110389
West North Central	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	13	19892.7	0.000738446
West North Central	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	13	19892.7	8.41559e-05
West North Central	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	13	19892.7	4.29896e-06
West North Central	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	55	104386	0.000218311
West North Central	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	55	104386	0.00119752
West North Central	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	55	104386	0.00129078
West North Central	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	55	104386	0.000449609
West North Central	Single-Family Attached	1	1980-99	0	0.464472	0	0.535528	30	101084	0.000504254
West North Central	Single-Family Attached	2	1980-99	0.0698326	0.516217	0	0.41395	20	55680.1	0.000610059
West North Central	Single-Family Attached	3	1980-99	0	0.797091	0.0305212	0.172388	25	15686.6	3.52111e-05
West North Central	Single-Family Attached	4+	1980-99	0	1	0	0	11	0	0
West North Central	Single-Family Detached	1	1980-99	0	0.369354	0.0230497	0.607596	133	614405	0.00579323
West North Central	Single-Family Detached	2	1980-99	0	0.280667	0.00628836	0.713044	117	559704	0.00385011
West North Central	Single-Family Detached	3	1980-99	0.00409357	0.680344	0.00409357	0.311469	15	24437.8	0.000143734
West North Central	Single-Family Detached	4+	1980-99	0	1	0	0	11	9646.44	0
West North Central	Mobile Home	1	2000-09	0	1	0	0	14	19636.6	0.000484451
West North Central	Mobile Home	2	2000-09	0	1	0	0	14	19636.6	0
West North Central	Mobile Home	3	2000-09	0	1	0	0	14	19636.6	0
West North Central	Mobile Home	4+	2000-09	0	1	0	0	14	19636.6	0
West North Central	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	11	12144.7	3.2859e-05
West North Central	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	11	12144.7	0.00025555
West North Central	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	11	12144.7	2.51264e-05
West North Central	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	11	12144.7	1.65181e-06
West North Central	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	29	36504	7.23646e-05
West North Central	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	29	36504	0.000421355
West North Central	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	29	36504	0.000359873
West North Central	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	29	36504	0.000470064
West North Central	Single-Family Attached	1	2000-09	0	0.595537	0	0.404463	14	32484.2	0.000377553
West North Central	Single-Family Attached	2	2000-09	0.0455443	0.374404	0.129082	0.45097	17	39450.1	0.000427186
West North Central	Single-Family Attached	3	2000-09	0	0.780928	0	0.219072	10	848.661	7.06904e-05
West North Central	Single-Family Attached	4+	2000-09	0	1	0	0	11	0	0
West North Central	Single-Family Detached	1	2000-09	0	0.351206	0.0112638	0.63753	104	399655	0.0030808
West North Central	Single-Family Detached	2	2000-09	0.0291959	0.355057	0.0291959	0.586551	65	248618	0.00254086
West North Central	Single-Family Detached	3	2000-09	0.106387	0.537958	0	0.355655	12	7469.21	4.94345e-05
West North Central	Single-Family Detached	4+	2000-09	0	1	0	0	11	0	0
West North Central	Mobile Home	1	2010s	0	1	0	0	22	7676.56	0.000146725
West North Central	Mobile Home	2	2010s	0	1	0	0	22	7676.56	0
West North Central	Mobile Home	3	2010s	0	1	0	0	22	7676.56	0
West North Central	Mobile Home	4+	2010s	0	1	0	0	22	7676.56	0
West North Central	Multi-Family with 2 - 4 Units	1	2010s	0	1	0	0	17	4397.72	1.76786e-05
West North Central	Multi-Family with 2 - 4 Units	2	2010s	0	1	0	0	17	4397.72	0.00013749
West North Central	Multi-Family with 2 - 4 Units	3	2010s	0	1	0	0	17	4397.72	1.31813e-05
West North Central	Multi-Family with 2 - 4 Units	4+	2010s	0	1	0	0	17	4397.72	8.66542e-07
West North Central	Multi-Family with 5+ Units	1	2010s	0	1	0	0	37	45655.4	5.52892e-05
West North Central	Multi-Family with 5+ Units	2	2010s	0	1	0	0	37	45655.4	0.000287503
West North Central	Multi-Family with 5+ Units	3	2010s	0	1	0	0	37	45655.4	0.000287479
West North Central	Multi-Family with 5+ Units	4+	2010s	0	1	0	0	37	45655.4	0.000435874
West North Central	Single-Family Attached	1	2010s	0	0.705152	0.0711177	0.22373	17	41832	0.000115723
West North Central	Single-Family Attached	2	2010s	0	0.416235	0	0.583765	11	14446.3	0.000140287
West North Central	Single-Family Attached	3	2010s	0	0.780928	0	0.219072	10	4478.7	2.22421e-05
West North Central	Single-Family Attached	4+	2010s	0	1	0	0	11	0	0
West North Central	Single-Family Detached	1	2010s	0	0.341057	0.0388185	0.620125	70	255888	0.00103591
West North Central	Single-Family Detached	2	2010s	0	0.427131	0	0.572869	34	122736	0.000931659
West North Central	Single-Family Detached	3	2010s	0.106387	0.537958	0	0.355655	12	6588.53	1.82404e-05
West North Central	Single-Family Detached	4+	2010s	0	1	0	0	11	0	0
West North Central	Mobile Home	1	<1940	0	1	0	0	131	2260.13	3.98438e-05
West North Central	Mobile Home	2	<1940	0	1	0	0	131	2260.13	0
West North Central	Mobile Home	3	<1940	0	1	0	0	131	2260.13	0
West North Central	Mobile Home	4+	<1940	0	1	0	0	131	2260.13	0
West North Central	Multi-Family with 2 - 4 Units	1	<1940	0	1	0	0	11	19978.8	0.000271175
West North Central	Multi-Family with 2 - 4 Units	2	<1940	0	1	0	0	11	19978.8	0.000475041
West North Central	Multi-Family with 2 - 4 Units	3	<1940	0	1	0	0	11	19978.8	0.000174619
West North Central	Multi-Family with 2 - 4 Units	4+	<1940	0	1	0	0	11	19978.8	7.25911e-05
West North Central	Multi-Family with 5+ Units	1	<1940	0	1	0	0	20	24961.9	4.93162e-05
West North Central	Multi-Family with 5+ Units	2	<1940	0	1	0	0	20	24961.9	0.000119879
West North Central	Multi-Family with 5+ Units	3	<1940	0	1	0	0	20	24961.9	0.000231353
West North Central	Multi-Family with 5+ Units	4+	<1940	0	1	0	0	20	24961.9	0.000514238
West North Central	Single-Family Attached	1	<1940	0	0.459913	0.121323	0.418765	10	13771.5	5.55396e-05
West North Central	Single-Family Attached	2	<1940	0.167478	0.200208	0.0847772	0.547538	22	5421.16	9.29874e-05
West North Central	Single-Family Attached	3	<1940	0	0.797091	0.0305212	0.172388	25	0	9.87559e-06
West North Central	Single-Family Attached	4+	<1940	0	1	0	0	11	0	0
West North Central	Single-Family Detached	1	<1940	0	0.289151	0.0850272	0.625822	119	472544	0.00580903
West North Central	Single-Family Detached	2	<1940	0.0722715	0.331289	0.0363265	0.560113	153	598584	0.00409722
West North Central	Single-Family Detached	3	<1940	0.141831	0.766666	0.00804005	0.0834628	10	9111.7	0.000127062
West North Central	Single-Family Detached	4+	<1940	0	1	0	0	11	0	0
West South Central	Mobile Home	1	1940-59	0	1	0	0	14	3447	0.000152734
West South Central	Mobile Home	2	1940-59	0	1	0	0	14	3447	0
West South Central	Mobile Home	3	1940-59	0	1	0	0	14	3447	0
West South Central	Mobile Home	4+	1940-59	0	1	0	0	14	3447	0
West South Central	Multi-Family with 2 - 4 Units	1	1940-59	0	1	0	0	45	7581.44	5.81399e-05
West South Central	Multi-Family with 2 - 4 Units	2	1940-59	0	1	0	0	45	7581.44	0.000438727
West South Central	Multi-Family with 2 - 4 Units	3	1940-59	0	1	0	0	45	7581.44	9.76977e-05
West South Central	Multi-Family with 2 - 4 Units	4+	1940-59	0	1	0	0	45	7581.44	1.81383e-05
West South Central	Multi-Family with 5+ Units	1	1940-59	0	1	0	0	13	21596.8	5.33313e-05
West South Central	Multi-Family with 5+ Units	2	1940-59	0	1	0	0	13	21596.8	0.000257975
West South Central	Multi-Family with 5+ Units	3	1940-59	0	1	0	0	13	21596.8	0.00019938
West South Central	Multi-Family with 5+ Units	4+	1940-59	0	1	0	0	13	21596.8	0.000264783
West South Central	Single-Family Attached	1	1940-59	0	0.783232	0.0327938	0.183974	14	35399.9	0.000194009
West South Central	Single-Family Attached	2	1940-59	0.0490557	0.502562	0.0484081	0.399974	68	8313.37	9.89747e-05
West South Central	Single-Family Attached	3	1940-59	0.113654	0.625252	0.0157067	0.245388	13	0	4.20065e-06
West South Central	Single-Family Attached	4+	1940-59	0	1	0	0	11	0	0
West South Central	Single-Family Detached	1	1940-59	0	0.368036	0.0517161	0.580248	194	1.11568e+06	0.0100184
West South Central	Single-Family Detached	2	1940-59	0.118935	0.402601	0.0908645	0.3876	21	90952.7	0.00212711
West South Central	Single-Family Detached	3	1940-59	0.156637	0.283075	0.0942007	0.466088	14	5133.12	6.41929e-05
West South Central	Single-Family Detached	4+	1940-59	0	1	0	0	11	0	0
West South Central	Mobile Home	1	1960-79	0	1	0	0	21	37069.7	0.00176444
West South Central	Mobile Home	2	1960-79	0	1	0	0	21	37069.7	0
West South Central	Mobile Home	3	1960-79	0	1	0	0	21	37069.7	0
West South Central	Mobile Home	4+	1960-79	0	1	0	0	21	37069.7	0
West South Central	Multi-Family with 2 - 4 Units	1	1960-79	0	1	0	0	21	50050.3	0.000297231
West South Central	Multi-Family with 2 - 4 Units	2	1960-79	0	1	0	0	21	50050.3	0.00135619
West South Central	Multi-Family with 2 - 4 Units	3	1960-79	0	1	0	0	21	50050.3	0.000316568
West South Central	Multi-Family with 2 - 4 Units	4+	1960-79	0	1	0	0	21	50050.3	2.81084e-06
West South Central	Multi-Family with 5+ Units	1	1960-79	0	1	0	0	42	138822	0.000439419
West South Central	Multi-Family with 5+ Units	2	1960-79	0	1	0	0	42	138822	0.00228425
West South Central	Multi-Family with 5+ Units	3	1960-79	0	1	0	0	42	138822	0.00170804
West South Central	Multi-Family with 5+ Units	4+	1960-79	0	1	0	0	42	138822	0.00100915
West South Central	Single-Family Attached	1	1960-79	0	0.563004	0.196081	0.240916	16	59230.5	0.000453705
West South Central	Single-Family Attached	2	1960-79	0.0381281	0.383747	0.012365	0.565759	49	35044.4	0.000327769
West South Central	Single-Family Attached	3	1960-79	0.0340805	0.388298	0.0929849	0.484636	62	0	1.51565e-05
West South Central	Single-Family Attached	4+	1960-79	0	1	0	0	11	0	0
West South Central	Single-Family Detached	1	1960-79	0	0.25387	0.0569474	0.689183	309	2.27766e+06	0.0163094
West South Central	Single-Family Detached	2	1960-79	0.0471508	0.0988847	0.0471508	0.806814	37	257494	0.00393473
West South Central	Single-Family Detached	3	1960-79	0.160071	0.229452	0.0650899	0.545386	55	8499.12	0.000262497
West South Central	Single-Family Detached	4+	1960-79	0	1	0	0	11	10247.3	0
West South Central	Mobile Home	1	1980-99	0	1	0	0	63	137531	0.00502593
West South Central	Mobile Home	2	1980-99	0	1	0	0	63	137531	0
West South Central	Mobile Home	3	1980-99	0	1	0	0	63	137531	0
West South Central	Mobile Home	4+	1980-99	0	1	0	0	63	137531	0
West South Central	Multi-Family with 2 - 4 Units	1	1980-99	0	1	0	0	38	94943.1	0.000253486
West South Central	Multi-Family with 2 - 4 Units	2	1980-99	0	1	0	0	38	94943.1	0.0016957
West South Central	Multi-Family with 2 - 4 Units	3	1980-99	0	1	0	0	38	94943.1	0.000193222
West South Central	Multi-Family with 2 - 4 Units	4+	1980-99	0	1	0	0	38	94943.1	9.87042e-06
West South Central	Multi-Family with 5+ Units	1	1980-99	0	1	0	0	58	201214	0.000511947
West South Central	Multi-Family with 5+ Units	2	1980-99	0	1	0	0	58	201214	0.00310131
West South Central	Multi-Family with 5+ Units	3	1980-99	0	1	0	0	58	201214	0.00277617
West South Central	Multi-Family with 5+ Units	4+	1980-99	0	1	0	0	58	201214	0.000852934
West South Central	Single-Family Attached	1	1980-99	0	0.519239	0.112104	0.368658	15	48615.7	0.000350901
West South Central	Single-Family Attached	2	1980-99	0.0314319	0.382746	0.0507816	0.53504	96	27494.6	0.000465672
West South Central	Single-Family Attached	3	1980-99	0	0.377417	0.138998	0.483585	15	9313.18	3.39889e-05
West South Central	Single-Family Attached	4+	1980-99	0	1	0	0	11	0	0
West South Central	Single-Family Detached	1	1980-99	0	0.212882	0.110407	0.67671	242	1.82475e+06	0.0129747
West South Central	Single-Family Detached	2	1980-99	0.103103	0.101635	0.0993605	0.695901	99	751612	0.00672392
West South Central	Single-Family Detached	3	1980-99	0.0402998	0.216985	0.0402998	0.702415	19	0	0.000246238
West South Central	Single-Family Detached	4+	1980-99	0	1	0	0	11	0	0
West South Central	Mobile Home	1	2000-09	0	1	0	0	27	50546	0.00219885
West South Central	Mobile Home	2	2000-09	0	1	0	0	27	50546	0
West South Central	Mobile Home	3	2000-09	0	1	0	0	27	50546	0
West South Central	Mobile Home	4+	2000-09	0	1	0	0	27	50546	0
West South Central	Multi-Family with 2 - 4 Units	1	2000-09	0	1	0	0	14	29437.1	8.53463e-05
West South Central	Multi-Family with 2 - 4 Units	2	2000-09	0	1	0	0	14	29437.1	0.000663753
West South Central	Multi-Family with 2 - 4 Units	3	2000-09	0	1	0	0	14	29437.1	7.10383e-05
West South Central	Multi-Family with 2 - 4 Units	4+	2000-09	0	1	0	0	14	29437.1	4.67007e-06
West South Central	Multi-Family with 5+ Units	1	2000-09	0	1	0	0	34	105670	0.000173816
West South Central	Multi-Family with 5+ Units	2	2000-09	0	1	0	0	34	105670	0.00109263
West South Central	Multi-Family with 5+ Units	3	2000-09	0	1	0	0	34	105670	0.000903744
West South Central	Multi-Family with 5+ Units	4+	2000-09	0	1	0	0	34	105670	0.00111287
West South Central	Single-Family Attached	1	2000-09	0	0.233314	0.0595735	0.707113	15	26233.9	0.000210158
West South Central	Single-Family Attached	2	2000-09	0.0435382	0.4447	0.0833111	0.428451	14	32239.6	0.000249722
West South Central	Single-Family Attached	3	2000-09	0.0357304	0.342313	0.105107	0.516849	29	8322.24	4.23377e-05
West South Central	Single-Family Attached	4+	2000-09	0	1	0	0	11	0	0
West South Central	Single-Family Detached	1	2000-09	0	0.088556	0.0827336	0.82871	150	995978	0.00799375
West South Central	Single-Family Detached	2	2000-09	0.0953688	0.118222	0.0950923	0.691317	87	648109	0.00534215
West South Central	Single-Family Detached	3	2000-09	0.189144	0.211057	0.052597	0.547202	16	7673.42	8.63334e-05
West South Central	Single-Family Detached	4+	2000-09	0	1	0	0	11	0	0
West South Central	Mobile Home	1	2010s	0	1	0	0	21	49994.6	0.000864006
West South Central	Mobile Home	2	2010s	0	1	0	0	21	49994.6	0
West South Central	Mobile Home	3	2010s	0	1	0	0	21	49994.6	0
West South Central	Mobile Home	4+	2010s	0	1	0	0	21	49994.6	0
West South Central	Multi-Family with 2 - 4 Units	1	2010s	0	1	0	0	20	10415.5	4.75659e-05
West South Central	Multi-Family with 2 - 4 Units	2	2010s	0	1	0	0	20	10415.5	0.000369928
West South Central	Multi-Family with 2 - 4 Units	3	2010s	0	1	0	0	20	10415.5	3.67895e-05
West South Central	Multi-Family with 2 - 4 Units	4+	2010s	0	1	0	0	20	10415.5	2.41855e-06
West South Central	Multi-Family with 5+ Units	1	2010s	0	1	0	0	42	139024	0.000120885
West South Central	Multi-Family with 5+ Units	2	2010s	0	1	0	0	42	139024	0.00069906
West South Central	Multi-Family with 5+ Units	3	2010s	0	1	0	0	42	139024	0.000670223
West South Central	Multi-Family with 5+ Units	4+	2010s	0	1	0	0	42	139024	0.00109648
West South Central	Single-Family Attached	1	2010s	0	0.233314	0.0595735	0.707113	15	18366.2	9.91286e-05
West South Central	Single-Family Attached	2	2010s	0.0435382	0.4447	0.0833111	0.428451	14	24463.4	0.000118547
West South Central	Single-Family Attached	3	2010s	0.0357304	0.342313	0.105107	0.516849	29	3999.02	1.67185e-05
West South Central	Single-Family Attached	4+	2010s	0	1	0	0	11	0	0
West South Central	Single-Family Detached	1	2010s	0	0.102813	0.0692226	0.827964	112	782695	0.00339882
West South Central	Single-Family Detached	2	2010s	0.0674499	0.0977209	0.0674499	0.767379	60	426338	0.00270819
West South Central	Single-Family Detached	3	2010s	0.189144	0.211057	0.052597	0.547202	16	16805.7	5.00148e-05
West South Central	Single-Family Detached	4+	2010s	0	1	0	0	11	9637.13	0
West South Central	Mobile Home	1	<1940	0	1	0	0	14	1270.76	4.73552e-05
West South Central	Mobile Home	2	<1940	0	1	0	0	14	1270.76	0
