Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	sampling_probability
None	Not Available	Mobile Home	Renter	2000s	0	0	0	1	0.214366	1487.5	0
None	Not Available	Mobile Home	Renter	2010s	0	0	0	1	0.535914	1256.85	0
None	Not Available	Mobile Home	Renter	<1940	0	0	0	1	2.16509	194.684	0
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940s	0	1	0	0	53.4558	160769	0.000408962
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1950s	0	1	0	0	22.2733	250168	0.000789712
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960s	0	1	0	0	30.2916	305370	0.000731135
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1970s	0	1	0	0	40.9828	400070	0.000943356
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980s	0	1	0	0	30.2916	325881	0.000669963
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1990s	0	1	0	0	20.0459	215151	0.000497841
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000s	0	1	0	0	13.8094	114738	0.000281168
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0	1	0	0	5.79105	38662.1	5.49345e-05
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0	1	0	0	53.4558	415464	0.0017388
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1940s	0	0	0	1	0.78045	2362.66	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1950s	0	0	0	1	0.325187	3676.47	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1960s	0	0	0	1	0.442255	4487.72	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1970s	0	0	0	1	0.598345	5879.43	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1980s	0	0	0	1	0.442255	4789.15	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1990s	0	0	0	1	0.292669	3161.86	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	2000s	0	0	0	1	0.201616	1686.19	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	1	0.0845487	568.178	0
None	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	0	1	0.78045	6105.65	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1940s	0	0	0	1	41.3181	124152	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1950s	0	0	0	1	17.2159	193191	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1960s	0	0	0	1	23.4136	235820	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1970s	0	0	0	1	31.6772	308951	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1980s	0	0	0	1	23.4136	251659	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1990s	0	0	0	1	15.4943	166149	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	2000s	0	0	0	1	10.6738	88605.3	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	1	4.47613	29856.5	0
None	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0	1	41.3181	320838	0
None	Not Available	Multi-Family with 5+ Units	Not Available	1940s	0	1	0	0	100.724	303924	0.000463819
None	Not Available	Multi-Family with 5+ Units	Not Available	1950s	0	1	0	0	47.9001	469248	0.00102068
None	Not Available	Multi-Family with 5+ Units	Not Available	1960s	0	1	0	0	89.5329	891084	0.00194729
None	Not Available	Multi-Family with 5+ Units	Not Available	1970s	0	1	0	0	122.212	1.23561e+06	0.00320453
None	Not Available	Multi-Family with 5+ Units	Not Available	1980s	0	1	0	0	79.2366	813668	0.00191011
None	Not Available	Multi-Family with 5+ Units	Not Available	1990s	0	1	0	0	40.2898	408365	0.0010131
None	Not Available	Multi-Family with 5+ Units	Not Available	2000s	0	1	0	0	38.0515	358419	0.000841081
None	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0	1	0	0	22.8309	204654	0.000307415
None	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0	1	0	0	100.724	785410	0.00155159
None	Not Available	Multi-Family with 5+ Units	Owner	1940s	0	0	0	1	1.95478	5925.35	0
None	Not Available	Multi-Family with 5+ Units	Owner	1950s	0	0	0	1	0.929606	9148.54	0
None	Not Available	Multi-Family with 5+ Units	Owner	1960s	0	0	0	1	1.73758	17372.7	0
None	Not Available	Multi-Family with 5+ Units	Owner	1970s	0	0	0	1	2.3718	24089.6	0
None	Not Available	Multi-Family with 5+ Units	Owner	1980s	0	0	0	1	1.53776	15863.4	0
None	Not Available	Multi-Family with 5+ Units	Owner	1990s	0	0	0	1	0.781911	7961.54	0
None	Not Available	Multi-Family with 5+ Units	Owner	2000s	0	0	0	1	0.738472	6987.8	0
None	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	0	1	0.443083	3989.97	0
None	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	0	1	1.95478	15312.5	0
None	Not Available	Multi-Family with 5+ Units	Renter	1940s	0	0	0	1	74.6154	224976	0
None	Not Available	Multi-Family with 5+ Units	Renter	1950s	0	0	0	1	35.4838	347356	0
None	Not Available	Multi-Family with 5+ Units	Renter	1960s	0	0	0	1	66.3248	659615	0
None	Not Available	Multi-Family with 5+ Units	Renter	1970s	0	0	0	1	90.5334	914645	0
None	Not Available	Multi-Family with 5+ Units	Renter	1980s	0	0	0	1	58.6975	602309	0
None	Not Available	Multi-Family with 5+ Units	Renter	1990s	0	0	0	1	29.8462	302287	0
None	Not Available	Multi-Family with 5+ Units	Renter	2000s	0	0	0	1	28.188	265316	0
None	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	0	1	16.9128	151493	0
None	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	0	1	74.6154	581391	0
None	Not Available	Single-Family Attached	Not Available	1940s	0	1	0	0	9.70186	21141.5	3.12804e-05
None	Not Available	Single-Family Attached	Not Available	1950s	0	1	0	0	6.30621	28987.4	3.99746e-05
None	Not Available	Single-Family Attached	Not Available	1960s	0	1	0	0	9.70186	56656.1	4.47753e-05
None	Not Available	Single-Family Attached	Not Available	1970s	0	1	0	0	9.70186	48576.9	6.71735e-05
None	Not Available	Single-Family Attached	Not Available	1980s	0	1	0	0	10.6721	60116.6	7.66039e-05
None	Not Available	Single-Family Attached	Not Available	1990s	0	1	0	0	7.2764	46132.3	5.0309e-05
None	Not Available	Single-Family Attached	Not Available	2000s	0	1	0	0	4.85093	22443.2	2.44488e-05
None	Not Available	Single-Family Attached	Not Available	2010s	0	1	0	0	8.73168	4063.68	3.33236e-06
None	Not Available	Single-Family Attached	Not Available	<1940	0	1	0	0	9.70186	54634.6	8.70628e-05
None	Not Available	Single-Family Attached	Owner	1940s	0	0	0	1	3.83134	8145.72	0
None	Not Available	Single-Family Attached	Owner	1950s	0	0	0	1	2.49037	11168.7	0
None	Not Available	Single-Family Attached	Owner	1960s	0	0	0	1	3.83134	21829.3	0
None	Not Available	Single-Family Attached	Owner	1970s	0	0	0	1	3.83134	18716.4	0
None	Not Available	Single-Family Attached	Owner	1980s	0	0	0	1	4.21447	23162.6	0
None	Not Available	Single-Family Attached	Owner	1990s	0	0	0	1	2.87351	17774.5	0
None	Not Available	Single-Family Attached	Owner	2000s	0	0	0	1	1.91567	8647.24	0
None	Not Available	Single-Family Attached	Owner	2010s	0	0	0	1	3.44821	1565.71	0
None	Not Available	Single-Family Attached	Owner	<1940	0	0	0	1	3.83134	21050.4	0
None	Not Available	Single-Family Attached	Renter	1940s	0	0	0	1	1.33865	3041.26	0
None	Not Available	Single-Family Attached	Renter	1950s	0	0	0	1	0.870123	4169.9	0
None	Not Available	Single-Family Attached	Renter	1960s	0	0	0	1	1.33865	8150.12	0
None	Not Available	Single-Family Attached	Renter	1970s	0	0	0	1	1.33865	6987.91	0
None	Not Available	Single-Family Attached	Renter	1980s	0	0	0	1	1.47252	8647.93	0
None	Not Available	Single-Family Attached	Renter	1990s	0	0	0	1	1.00399	6636.25	0
None	Not Available	Single-Family Attached	Renter	2000s	0	0	0	1	0.669325	3228.51	0
None	Not Available	Single-Family Attached	Renter	2010s	0	0	0	1	1.20479	584.571	0
None	Not Available	Single-Family Attached	Renter	<1940	0	0	0	1	1.33865	7859.32	0
None	Not Available	Single-Family Detached	Not Available	1940s	0	1	0	0	31.3999	73336.5	0.000201586
None	Not Available	Single-Family Detached	Not Available	1950s	0	1	0	0	13.9114	119780	0.000235366
None	Not Available	Single-Family Detached	Not Available	1960s	0	1	0	0	10.3342	66959	0.000166269
None	Not Available	Single-Family Detached	Not Available	1970s	0	1	0	0	12.3215	95298	0.00022511
None	Not Available	Single-Family Detached	Not Available	1980s	0	1	0	0	12.3215	81878.9	0.000177074
None	Not Available	Single-Family Detached	Not Available	1990s	0	1	0	0	8.34682	68731.9	0.000131111
None	Not Available	Single-Family Detached	Not Available	2000s	0	1	0	0	6.75695	40671.1	9.00928e-05
None	Not Available	Single-Family Detached	Not Available	2010s	0	1	0	0	5.96202	28784.5	4.24736e-05
None	Not Available	Single-Family Detached	Not Available	<1940	0	1	0	0	31.3999	189518	0.000409158
None	Not Available	Single-Family Detached	Owner	1940s	0	0	0	1	25.202	58094.1	0
None	Not Available	Single-Family Detached	Owner	1950s	0	0	0	1	11.1654	94884.8	0
None	Not Available	Single-Family Detached	Owner	1960s	0	0	0	1	8.29432	53042.1	0
None	Not Available	Single-Family Detached	Owner	1970s	0	0	0	1	9.88938	75491.1	0
None	Not Available	Single-Family Detached	Owner	1980s	0	0	0	1	9.88938	64861	0
None	Not Available	Single-Family Detached	Owner	1990s	0	0	0	1	6.69925	54446.5	0
None	Not Available	Single-Family Detached	Owner	2000s	0	0	0	1	5.42321	32217.9	0
None	Not Available	Single-Family Detached	Owner	2010s	0	0	0	1	4.78518	22801.9	0
None	Not Available	Single-Family Detached	Owner	<1940	0	0	0	1	25.202	150129	0
None	Not Available	Single-Family Detached	Renter	1940s	0	0	0	1	0.339159	886.847	0
None	Not Available	Single-Family Detached	Renter	1950s	0	0	0	1	0.15026	1448.48	0
None	Not Available	Single-Family Detached	Renter	1960s	0	0	0	1	0.111622	809.725	0
None	Not Available	Single-Family Detached	Renter	1970s	0	0	0	1	0.133088	1152.42	0
None	Not Available	Single-Family Detached	Renter	1980s	0	0	0	1	0.133088	990.149	0
None	Not Available	Single-Family Detached	Renter	1990s	0	0	0	1	0.0901561	831.165	0
None	Not Available	Single-Family Detached	Renter	2000s	0	0	0	1	0.0729835	491.829	0
None	Not Available	Single-Family Detached	Renter	2010s	0	0	0	1	0.0643972	348.087	0
None	Not Available	Single-Family Detached	Renter	<1940	0	0	0	1	0.339159	2291.82	0
Yes	0-100%	Mobile Home	Not Available	1940s	0	0	0	1	112.986	1202.07	0
Yes	0-100%	Mobile Home	Not Available	1950s	0	0	0	1	0.982014	6374.6	0
Yes	0-100%	Mobile Home	Not Available	1960s	0	0	0	1	2.23681	14846.3	0
Yes	0-100%	Mobile Home	Not Available	1970s	0	0	0	1	10.1475	63787.6	0
Yes	0-100%	Mobile Home	Not Available	1980s	0	0	0	1	9.00179	62257.5	0
Yes	0-100%	Mobile Home	Not Available	1990s	0	0	0	1	13.2572	94471.4	0
Yes	0-100%	Mobile Home	Not Available	2000s	0	0	0	1	8.23801	48062.3	0
Yes	0-100%	Mobile Home	Not Available	2010s	0	0	0	1	4.52818	30130.3	0
Yes	0-100%	Mobile Home	Not Available	<1940	0	0	0	1	112.986	3106.42	0
Yes	0-100%	Mobile Home	Owner	1940s	0.288969	0	0.711031	0	53.2915	549.822	3.1118e-05
Yes	0-100%	Mobile Home	Owner	1950s	0.234162	0	0.765838	0	0.46318	2915.72	0.000108234
Yes	0-100%	Mobile Home	Owner	1960s	0.227321	0	0.772679	0	1.05502	6790.66	0.00040009
Yes	0-100%	Mobile Home	Owner	1970s	0.23594	0	0.76406	0	4.7862	29176.3	0.00137362
Yes	0-100%	Mobile Home	Owner	1980s	0.248645	0	0.751355	0	4.24582	28476.4	0.00106566
Yes	0-100%	Mobile Home	Owner	1990s	0.262596	0	0.737404	0	6.25294	43210.9	0.00148389
Yes	0-100%	Mobile Home	Owner	2000s	0.263583	0	0.736417	0	3.88557	21983.5	0.000689363
Yes	0-100%	Mobile Home	Owner	2010s	0.263678	0	0.736322	0	2.13578	13781.5	0.00017113
Yes	0-100%	Mobile Home	Owner	<1940	0.288969	0	0.711031	0	53.2915	1420.87	4.34698e-05
Yes	0-100%	Mobile Home	Renter	1940s	0.396097	0	0.603903	0	11.0666	125.946	1.89634e-05
Yes	0-100%	Mobile Home	Renter	1950s	0.330414	0	0.669586	0	0.0961845	667.894	6.30669e-05
Yes	0-100%	Mobile Home	Renter	1960s	0.321942	0	0.678058	0	0.219087	1555.51	0.000214622
Yes	0-100%	Mobile Home	Renter	1970s	0.332605	0	0.667395	0	0.993906	6683.31	0.000747415
Yes	0-100%	Mobile Home	Renter	1980s	0.348144	0	0.651856	0	0.881691	6522.99	0.000689962
Yes	0-100%	Mobile Home	Renter	1990s	0.364965	0	0.635035	0	1.29849	9898.17	0.00104634
Yes	0-100%	Mobile Home	Renter	2000s	0.366146	0	0.633854	0	0.806881	5035.69	0.000552654
Yes	0-100%	Mobile Home	Renter	2010s	0.366259	0	0.633741	0	0.443517	3156.88	0.000130448
Yes	0-100%	Mobile Home	Renter	<1940	0.396097	0	0.603903	0	11.0666	325.473	3.17875e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	5.35484	13831.2	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	1.13192	10081.7	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	2.17676	20261.2	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	3.52636	30767.4	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	3.56989	32216.3	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	2.39444	21478.4	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	2.56858	20812.2	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	2.17676	15676.7	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	5.35484	35742.9	0
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	1940s	0.264388	0	0.735612	0	0.0137393	41.9589	4.32857e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	1950s	0.265394	0	0.734606	0	0.00290424	30.5843	4.2767e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	1960s	0.252174	0	0.747826	0	0.00558508	61.4652	5.65102e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	1970s	0.250948	0	0.749052	0	0.00904782	93.3375	8.6734e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	1980s	0.253395	0	0.746605	0	0.00915953	97.7329	7.18429e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	1990s	0.252769	0	0.747231	0	0.00614358	65.1581	5.36442e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	2000s	0.24573	0	0.75427	0	0.00659039	63.1369	3.75531e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0.25306	0	0.74694	0	0.00558508	47.5576	1.69434e-05
Yes	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0.264388	0	0.735612	0	0.0137393	108.431	0.000203818
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1940s	0.363301	0	0.636699	0	4.82419	12349.5	0.000258292
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1950s	0.364497	0	0.635503	0	1.01975	9001.71	0.000196614
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1960s	0.348684	0	0.651316	0	1.96105	18090.7	0.000368662
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1970s	0.347206	0	0.652794	0	3.17691	27471.5	0.000783731
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1980s	0.350154	0	0.649846	0	3.21613	28765.1	0.000698563
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1990s	0.3494	0	0.6506	0	2.15716	19177.6	0.000523109
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	2000s	0.340897	0	0.659103	0	2.31404	18582.7	0.000546436
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0.34975	0	0.65025	0	1.96105	13997.4	0.000314711
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0.363301	0	0.636699	0	4.82419	31914	0.000949329
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	1.50763	3968.99	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.521155	4657.85	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.967858	9609.55	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	2.86635	25845.3	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	3.35028	35065.9	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	3.07109	31638.7	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	5.02542	45328.3	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	5.60241	44064.4	0
Yes	0-100%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	1.50763	10256.8	0
Yes	0-100%	Multi-Family with 5+ Units	Owner	1940s	0.260518	0	0.739482	0	0.00266306	6.55105	3.00674e-05
Yes	0-100%	Multi-Family with 5+ Units	Owner	1950s	0.247535	0	0.752465	0	0.000920564	7.68805	4.44536e-05
Yes	0-100%	Multi-Family with 5+ Units	Owner	1960s	0.24602	0	0.75398	0	0.00170962	15.8611	8.38438e-05
Yes	0-100%	Multi-Family with 5+ Units	Owner	1970s	0.250451	0	0.749549	0	0.0050631	42.6591	0.000179715
Yes	0-100%	Multi-Family with 5+ Units	Owner	1980s	0.253432	0	0.746568	0	0.00591791	57.8783	0.000187362
Yes	0-100%	Multi-Family with 5+ Units	Owner	1990s	0.253379	0	0.746621	0	0.00542475	52.2215	0.0001496
Yes	0-100%	Multi-Family with 5+ Units	Owner	2000s	0.25459	0	0.74541	0	0.00887687	74.8169	0.000105647
Yes	0-100%	Multi-Family with 5+ Units	Owner	2010s	0.24839	0	0.75161	0	0.00989606	72.7308	5.93463e-05
Yes	0-100%	Multi-Family with 5+ Units	Owner	<1940	0.260518	0	0.739482	0	0.00266306	16.9294	8.39945e-05
Yes	0-100%	Multi-Family with 5+ Units	Renter	1940s	0.362237	0	0.637763	0	1.38349	3653.04	0.000166423
Yes	0-100%	Multi-Family with 5+ Units	Renter	1950s	0.34656	0	0.65344	0	0.478243	4287.07	0.000239745
Yes	0-100%	Multi-Family with 5+ Units	Renter	1960s	0.344716	0	0.655284	0	0.888166	8844.6	0.000334906
Yes	0-100%	Multi-Family with 5+ Units	Renter	1970s	0.350099	0	0.649901	0	2.63034	23787.9	0.000854098
Yes	0-100%	Multi-Family with 5+ Units	Renter	1980s	0.353707	0	0.646293	0	3.07442	32274.5	0.00121667
Yes	0-100%	Multi-Family with 5+ Units	Renter	1990s	0.353643	0	0.646357	0	2.81822	29120.1	0.00161997
Yes	0-100%	Multi-Family with 5+ Units	Renter	2000s	0.355105	0	0.644895	0	4.61163	41720	0.0016364
Yes	0-100%	Multi-Family with 5+ Units	Renter	2010s	0.347598	0	0.652402	0	5.14111	40556.7	0.00118975
Yes	0-100%	Multi-Family with 5+ Units	Renter	<1940	0.362237	0	0.637763	0	1.38349	9440.3	0.000543374
Yes	0-100%	Single-Family Attached	Not Available	1940s	0	0	0	1	1.5072	2222.38	0
Yes	0-100%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.545975	2741.81	0
Yes	0-100%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.868947	4131.55	0
Yes	0-100%	Single-Family Attached	Not Available	1970s	0	0	0	1	1.65331	7040.41	0
Yes	0-100%	Single-Family Attached	Not Available	1980s	0	0	0	1	2.23004	9182.93	0
Yes	0-100%	Single-Family Attached	Not Available	1990s	0	0	0	1	1.72251	7963.23	0
Yes	0-100%	Single-Family Attached	Not Available	2000s	0	0	0	1	2.47611	10112.9	0
Yes	0-100%	Single-Family Attached	Not Available	2010s	0	0	0	1	1.51489	5210.37	0
Yes	0-100%	Single-Family Attached	Not Available	<1940	0	0	0	1	1.5072	5743.14	0
Yes	0-100%	Single-Family Attached	Owner	1940s	0.247671	0	0.752329	0	0.089053	136.122	0.000127223
Yes	0-100%	Single-Family Attached	Owner	1950s	0.238323	0	0.761677	0	0.032259	167.937	0.000176408
Yes	0-100%	Single-Family Attached	Owner	1960s	0.243024	0	0.756976	0	0.0513418	253.059	0.000124422
Yes	0-100%	Single-Family Attached	Owner	1970s	0.246091	0	0.753909	0	0.0976857	431.229	0.000272571
Yes	0-100%	Single-Family Attached	Owner	1980s	0.258441	0	0.741559	0	0.131762	562.459	0.00030437
Yes	0-100%	Single-Family Attached	Owner	1990s	0.255896	0	0.744104	0	0.101775	487.752	0.000244845
Yes	0-100%	Single-Family Attached	Owner	2000s	0.257774	0	0.742226	0	0.146301	619.418	0.000247005
Yes	0-100%	Single-Family Attached	Owner	2010s	0.25489	0	0.74511	0	0.0895073	319.138	6.88097e-05
Yes	0-100%	Single-Family Attached	Owner	<1940	0.247671	0	0.752329	0	0.089053	351.77	0.00037379
Yes	0-100%	Single-Family Attached	Renter	1940s	0.346603	0	0.653397	0	0.863411	1258.47	0.000161704
Yes	0-100%	Single-Family Attached	Renter	1950s	0.335184	0	0.664816	0	0.312766	1552.62	0.000218543
Yes	0-100%	Single-Family Attached	Renter	1960s	0.34094	0	0.65906	0	0.497783	2339.59	0.000164061
Yes	0-100%	Single-Family Attached	Renter	1970s	0.344681	0	0.655319	0	0.947109	3986.8	0.000341878
Yes	0-100%	Single-Family Attached	Renter	1980s	0.359618	0	0.640382	0	1.2775	5200.05	0.000355044
Yes	0-100%	Single-Family Attached	Renter	1990s	0.356555	0	0.643445	0	0.986756	4509.37	0.000300534
Yes	0-100%	Single-Family Attached	Renter	2000s	0.358816	0	0.641184	0	1.41846	5726.65	0.000360624
Yes	0-100%	Single-Family Attached	Renter	2010s	0.355343	0	0.644657	0	0.867816	2950.49	0.00012717
Yes	0-100%	Single-Family Attached	Renter	<1940	0.346603	0	0.653397	0	0.863411	3252.19	0.00044331
Yes	0-100%	Single-Family Detached	Not Available	1940s	0	0	0	1	4.14272	8655.94	0
Yes	0-100%	Single-Family Detached	Not Available	1950s	0	0	0	1	2.96004	23029	0
Yes	0-100%	Single-Family Detached	Not Available	1960s	0	0	0	1	2.85353	19327.4	0
Yes	0-100%	Single-Family Detached	Not Available	1970s	0	0	0	1	3.88089	24512	0
Yes	0-100%	Single-Family Detached	Not Available	1980s	0	0	0	1	3.11314	20302.7	0
Yes	0-100%	Single-Family Detached	Not Available	1990s	0	0	0	1	3.50589	25110.6	0
Yes	0-100%	Single-Family Detached	Not Available	2000s	0	0	0	1	3.97852	23667.3	0
Yes	0-100%	Single-Family Detached	Not Available	2010s	0	0	0	1	2.3343	13197.4	0
Yes	0-100%	Single-Family Detached	Not Available	<1940	0	0	0	1	4.14272	22368.9	0
Yes	0-100%	Single-Family Detached	Owner	1940s	0.247196	0	0.752804	0	1.91435	3870.53	0.00192653
Yes	0-100%	Single-Family Detached	Owner	1950s	0.243807	0	0.756193	0	1.36783	10297.5	0.00435737
Yes	0-100%	Single-Family Detached	Owner	1960s	0.248993	0	0.751007	0	1.31862	8642.27	0.00311001
Yes	0-100%	Single-Family Detached	Owner	1970s	0.251013	0	0.748987	0	1.79336	10960.6	0.00386075
Yes	0-100%	Single-Family Detached	Owner	1980s	0.250382	0	0.749618	0	1.43858	9078.4	0.00240816
Yes	0-100%	Single-Family Detached	Owner	1990s	0.257704	0	0.742296	0	1.62007	11228.3	0.00272044
Yes	0-100%	Single-Family Detached	Owner	2000s	0.257064	0	0.742936	0	1.83848	10582.9	0.00242931
Yes	0-100%	Single-Family Detached	Owner	2010s	0.259737	0	0.740263	0	1.07868	5901.24	0.000701668
Yes	0-100%	Single-Family Detached	Owner	<1940	0.247196	0	0.752804	0	1.91435	10002.3	0.00405199
Yes	0-100%	Single-Family Detached	Renter	1940s	0.347134	0	0.652866	0	0.424039	950.104	0.000862896
Yes	0-100%	Single-Family Detached	Renter	1950s	0.342998	0	0.657002	0	0.302982	2527.74	0.00200359
Yes	0-100%	Single-Family Detached	Renter	1960s	0.34932	0	0.65068	0	0.29208	2121.43	0.00169162
Yes	0-100%	Single-Family Detached	Renter	1970s	0.351773	0	0.648227	0	0.397238	2690.52	0.00184063
Yes	0-100%	Single-Family Detached	Renter	1980s	0.351007	0	0.648993	0	0.318654	2228.49	0.00139571
Yes	0-100%	Single-Family Detached	Renter	1990s	0.359859	0	0.640141	0	0.358854	2756.22	0.00149472
Yes	0-100%	Single-Family Detached	Renter	2000s	0.359088	0	0.640912	0	0.407231	2597.8	0.00161454
Yes	0-100%	Single-Family Detached	Renter	2010s	0.362305	0	0.637695	0	0.238933	1448.59	0.000477102
Yes	0-100%	Single-Family Detached	Renter	<1940	0.347134	0	0.652866	0	0.424039	2455.29	0.0018303
Yes	100-150%	Mobile Home	Not Available	1940s	0	0	0	1	55.7202	421.471	0
Yes	100-150%	Mobile Home	Not Available	1950s	0	0	0	1	0.48429	2235.07	0
Yes	100-150%	Mobile Home	Not Available	1960s	0	0	0	1	1.1031	5205.44	0
Yes	100-150%	Mobile Home	Not Available	1970s	0	0	0	1	5.00433	22365.3	0
Yes	100-150%	Mobile Home	Not Available	1980s	0	0	0	1	4.43932	21828.8	0
Yes	100-150%	Mobile Home	Not Available	1990s	0	0	0	1	6.53791	33123.7	0
Yes	100-150%	Mobile Home	Not Available	2000s	0	0	0	1	4.06265	16851.7	0
Yes	100-150%	Mobile Home	Not Available	2010s	0	0	0	1	2.23311	10564.3	0
Yes	100-150%	Mobile Home	Not Available	<1940	0	0	0	1	55.7202	1089.18	0
Yes	100-150%	Mobile Home	Owner	1940s	0.387546	0	0.612454	0	35.1906	272.483	2.26394e-05
Yes	100-150%	Mobile Home	Owner	1950s	0.322524	0	0.677476	0	0.305858	1444.99	8.14166e-05
Yes	100-150%	Mobile Home	Owner	1960s	0.314159	0	0.685841	0	0.696676	3365.34	0.000314472
Yes	100-150%	Mobile Home	Owner	1970s	0.324688	0	0.675312	0	3.16053	14459.3	0.0011508
Yes	100-150%	Mobile Home	Owner	1980s	0.340045	0	0.659955	0	2.8037	14112.4	0.0010229
Yes	100-150%	Mobile Home	Owner	1990s	0.356689	0	0.643311	0	4.12908	21414.6	0.00133498
Yes	100-150%	Mobile Home	Owner	2000s	0.357858	0	0.642142	0	2.56581	10894.7	0.000631267
Yes	100-150%	Mobile Home	Owner	2010s	0.357971	0	0.642029	0	1.41034	6829.9	0.000176749
Yes	100-150%	Mobile Home	Owner	<1940	0.387546	0	0.612454	0	35.1906	704.159	2.6804e-05
Yes	100-150%	Mobile Home	Renter	1940s	0.37382	0	0.62618	0	2.34229	16.182	1.00355e-05
Yes	100-150%	Mobile Home	Renter	1950s	0.309935	0	0.690065	0	0.0203579	85.8139	3.38118e-05
