Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	sampling_probability
West North Central	Single-Family Detached	2500-3999	Heated Basement	1	1940-59	0.0696162	0.370758	0	0.559625	30	82187.6	0.000136975
West North Central	Single-Family Detached	4000+	Heated Basement	1	1940-59	0	0	0	1	15	650.9	1.95256e-05
West North Central	Single-Family Detached	0-1499	Heated Basement	2	1940-59	0.151498	0	0	0.848502	22	53718.4	0.000203384
West North Central	Single-Family Detached	1500-2499	Heated Basement	2	1940-59	0.157094	0.0861717	0	0.756734	66	95708.5	0.000441097
West North Central	Single-Family Detached	2500-3999	Heated Basement	2	1940-59	0.282383	0.142532	0	0.575085	25	48947.4	0.000225939
West North Central	Single-Family Detached	4000+	Heated Basement	2	1940-59	0	0	0	1	14	5168.53	4.33006e-05
West North Central	Single-Family Detached	0-1499	Heated Basement	3	1940-59	0	0	0	1	176	3917.76	1.79734e-06
West North Central	Single-Family Detached	1500-2499	Heated Basement	3	1940-59	0.16725	0.150379	0	0.682371	268	5679.26	1.58001e-05
West North Central	Single-Family Detached	2500-3999	Heated Basement	3	1940-59	0.141211	0.221263	0	0.637526	105	1643.04	1.8635e-05
West North Central	Single-Family Detached	4000+	Heated Basement	3	1940-59	0	0	0	1	15	0	1.52368e-06
West North Central	Single-Family Detached	0-1499	Heated Basement	4+	1940-59	0	0	0	1	176	0	0
West North Central	Single-Family Detached	1500-2499	Heated Basement	4+	1940-59	0.16725	0.150379	0	0.682371	268	0	0
West North Central	Single-Family Detached	2500-3999	Heated Basement	4+	1940-59	0.141211	0.221263	0	0.637526	105	0	0
West North Central	Single-Family Detached	4000+	Heated Basement	4+	1940-59	0	0	0	1	15	0	0
West North Central	Mobile Home	0-1499	Slab	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Slab	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Slab	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Slab	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Slab	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Slab	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Slab	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Slab	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Slab	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Slab	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Slab	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Slab	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Slab	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Slab	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Slab	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Slab	4+	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	0-1499	Slab	1	1940-59	0	0	0	1	13	2506.19	1.11746e-05
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Slab	1	1940-59	0	0	0	1	12	512.394	6.97858e-07
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Slab	1	1940-59	0	0	0	1	0	0	6.71056e-07
West North Central	Multi-Family with 2 - 4 Units	4000+	Slab	1	1940-59	0	0	0	1	0	0	6.83686e-08
West North Central	Multi-Family with 2 - 4 Units	0-1499	Slab	2	1940-59	0	0	0	1	13	2506.19	8.43245e-05
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Slab	2	1940-59	0	0	0	1	12	512.394	5.26608e-06
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Slab	2	1940-59	0	0	0	1	0	0	5.06383e-06
West North Central	Multi-Family with 2 - 4 Units	4000+	Slab	2	1940-59	0	0	0	1	0	0	5.15914e-07
West North Central	Multi-Family with 2 - 4 Units	0-1499	Slab	3	1940-59	0	0	0	1	13	2506.19	2.37062e-05
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Slab	3	1940-59	0	0	0	1	12	512.394	1.45996e-06
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Slab	3	1940-59	0	0	0	1	0	0	1.33757e-06
West North Central	Multi-Family with 2 - 4 Units	4000+	Slab	3	1940-59	0	0	0	1	0	0	1.49688e-07
West North Central	Multi-Family with 2 - 4 Units	0-1499	Slab	4+	1940-59	0	0	0	1	13	2506.19	4.40123e-06
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Slab	4+	1940-59	0	0	0	1	12	512.394	2.71053e-07
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Slab	4+	1940-59	0	0	0	1	0	0	2.48331e-07
West North Central	Multi-Family with 2 - 4 Units	4000+	Slab	4+	1940-59	0	0	0	1	0	0	2.77907e-08
West North Central	Multi-Family with 5+ Units	0-1499	Slab	1	1940-59	0	0	0	1	30	6487.03	1.14461e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Slab	1	1940-59	0	0	0	1	16	0	1.56306e-07
West North Central	Multi-Family with 5+ Units	2500-3999	Slab	1	1940-59	0	0	0	1	0	0	1.10394e-08
West North Central	Multi-Family with 5+ Units	4000+	Slab	1	1940-59	0	0	0	1	0	0	4.47129e-09
West North Central	Multi-Family with 5+ Units	0-1499	Slab	2	1940-59	0	0	0	1	30	6487.03	5.41144e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Slab	2	1940-59	0	0	0	1	16	0	7.31349e-07
West North Central	Multi-Family with 5+ Units	2500-3999	Slab	2	1940-59	0	0	0	1	0	0	5.13902e-08
West North Central	Multi-Family with 5+ Units	4000+	Slab	2	1940-59	0	0	0	1	0	0	2.10441e-08
West North Central	Multi-Family with 5+ Units	0-1499	Slab	3	1940-59	0	0	0	1	30	6487.03	4.16555e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Slab	3	1940-59	0	0	0	1	16	0	5.67307e-07
West North Central	Multi-Family with 5+ Units	2500-3999	Slab	3	1940-59	0	0	0	1	0	0	4.00646e-08
West North Central	Multi-Family with 5+ Units	4000+	Slab	3	1940-59	0	0	0	1	0	0	1.63659e-08
West North Central	Multi-Family with 5+ Units	0-1499	Slab	4+	1940-59	0	0	0	1	30	6487.03	5.66498e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Slab	4+	1940-59	0	0	0	1	16	0	9.73221e-07
West North Central	Multi-Family with 5+ Units	2500-3999	Slab	4+	1940-59	0	0	0	1	0	0	8.09519e-08
West North Central	Multi-Family with 5+ Units	4000+	Slab	4+	1940-59	0	0	0	1	0	0	3.23866e-08
West North Central	Single-Family Attached	0-1499	Slab	1	1940-59	0	0	0	1	23	4044.39	1.64159e-05
West North Central	Single-Family Attached	1500-2499	Slab	1	1940-59	0	0	0	1	19	5851.07	1.36322e-06
West North Central	Single-Family Attached	2500-3999	Slab	1	1940-59	0	0	0	1	1	0	2.76061e-07
West North Central	Single-Family Attached	4000+	Slab	1	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Slab	2	1940-59	0	0	0	1	23	1504.63	7.15761e-06
West North Central	Single-Family Attached	1500-2499	Slab	2	1940-59	0	0	0	1	19	1376.57	3.55096e-06
West North Central	Single-Family Attached	2500-3999	Slab	2	1940-59	0	0	0	1	1	0	1.96478e-06
West North Central	Single-Family Attached	4000+	Slab	2	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Slab	3	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Slab	3	1940-59	0	0	0	1	19	0	4.26142e-07
West North Central	Single-Family Attached	2500-3999	Slab	3	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Slab	3	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Slab	4+	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Slab	4+	1940-59	0	0	0	1	19	0	0
West North Central	Single-Family Attached	2500-3999	Slab	4+	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Slab	4+	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Detached	0-1499	Slab	1	1940-59	0.665314	0	0	0.334686	17	39880.3	0.00068895
West North Central	Single-Family Detached	1500-2499	Slab	1	1940-59	0.606489	0.225527	0	0.167984	10	17002.7	0.000293249
West North Central	Single-Family Detached	2500-3999	Slab	1	1940-59	0.173807	0.288215	0.0585583	0.47942	51	3530.11	5.71286e-05
West North Central	Single-Family Detached	4000+	Slab	1	1940-59	0	0	0	1	15	0	8.03602e-06
West North Central	Single-Family Detached	0-1499	Slab	2	1940-59	0.10903	0	0	0.89097	50	3644.04	9.35085e-05
West North Central	Single-Family Detached	1500-2499	Slab	2	1940-59	0.174067	0.0721609	0	0.753773	14	11088.3	0.000191972
West North Central	Single-Family Detached	2500-3999	Slab	2	1940-59	0.107135	0.138385	0	0.75448	52	5714.26	9.42327e-05
West North Central	Single-Family Detached	4000+	Slab	2	1940-59	0	0	0	1	14	692.014	1.7821e-05
West North Central	Single-Family Detached	0-1499	Slab	3	1940-59	0	0	0	1	176	3069.97	8.26349e-07
West North Central	Single-Family Detached	1500-2499	Slab	3	1940-59	0.16725	0.150379	0	0.682371	268	0	6.87642e-06
West North Central	Single-Family Detached	2500-3999	Slab	3	1940-59	0.137356	0.215222	0.0273046	0.620118	105	1643.04	7.77214e-06
West North Central	Single-Family Detached	4000+	Slab	3	1940-59	0	0	0	1	15	0	6.27093e-07
West North Central	Single-Family Detached	0-1499	Slab	4+	1940-59	0	0	0	1	176	0	0
West North Central	Single-Family Detached	1500-2499	Slab	4+	1940-59	0.16725	0.150379	0	0.682371	268	0	0
West North Central	Single-Family Detached	2500-3999	Slab	4+	1940-59	0.137356	0.215222	0.0273046	0.620118	105	0	0
West North Central	Single-Family Detached	4000+	Slab	4+	1940-59	0	0	0	1	15	0	0
West North Central	Mobile Home	0-1499	Unheated Basement	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Unheated Basement	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Unheated Basement	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	1	1940-59	0	0	0	1	13	2506.19	1.57936e-05
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	12	512.394	9.41801e-07
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	0	0	9.9893e-07
West North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	8.289e-08
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	2	1940-59	0	0	0	1	13	2506.19	0.00011918
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	12	512.394	7.10689e-06
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	7.53799e-06
West North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	6.25493e-07
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	3	1940-59	0	0	0	1	13	2506.19	3.26281e-05
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	12	512.394	1.88394e-06
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	1.91954e-06
West North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	1.76526e-07
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	13	2506.19	6.05767e-06
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	12	512.394	3.49767e-07
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	3.56378e-07
West North Central	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	3.27733e-08
West North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	1	1940-59	0	0	0	1	30	6487.03	1.75507e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	16	0	2.32326e-07
West North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	0	0	1.6333e-08
West North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	6.3887e-09
West North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	2	1940-59	0	0	0	1	30	6487.03	8.16547e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	16	0	1.06569e-06
West North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	0	0	7.44628e-08
West North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	2.94964e-08
West North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	3	1940-59	0	0	0	1	30	6487.03	6.30227e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	16	0	8.29391e-07
West North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	0	0	5.8257e-08
West North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	2.30155e-08
West North Central	Multi-Family with 5+ Units	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	30	6487.03	8.71481e-05
West North Central	Multi-Family with 5+ Units	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	16	0	1.43603e-06
West North Central	Multi-Family with 5+ Units	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	0	0	1.16368e-07
West North Central	Multi-Family with 5+ Units	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	4.51935e-08
West North Central	Single-Family Attached	0-1499	Unheated Basement	1	1940-59	0	0	0	1	23	1865.8	2.25296e-05
West North Central	Single-Family Attached	1500-2499	Unheated Basement	1	1940-59	0	0	0	1	19	1747.68	1.97871e-06
West North Central	Single-Family Attached	2500-3999	Unheated Basement	1	1940-59	0	0	0	1	1	0	3.70337e-07
West North Central	Single-Family Attached	4000+	Unheated Basement	1	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Unheated Basement	2	1940-59	0	0	0	1	23	5810.18	9.82328e-06
West North Central	Single-Family Attached	1500-2499	Unheated Basement	2	1940-59	0	0	0	1	19	0	5.15423e-06
West North Central	Single-Family Attached	2500-3999	Unheated Basement	2	1940-59	0	0	0	1	1	0	2.63577e-06
West North Central	Single-Family Attached	4000+	Unheated Basement	2	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Unheated Basement	3	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Unheated Basement	3	1940-59	0	0	0	1	19	0	6.18547e-07
West North Central	Single-Family Attached	2500-3999	Unheated Basement	3	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Unheated Basement	3	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Unheated Basement	4+	1940-59	0	0	0	1	19	0	0
West North Central	Single-Family Attached	2500-3999	Unheated Basement	4+	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Unheated Basement	4+	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Detached	0-1499	Unheated Basement	1	1940-59	0.373218	0	0	0.626782	19	43756.9	0.000965862
West North Central	Single-Family Detached	1500-2499	Unheated Basement	1	1940-59	0.195602	0.0242706	0	0.780127	20	41154.2	0.000420834
West North Central	Single-Family Detached	2500-3999	Unheated Basement	1	1940-59	0.281253	0.304906	0.0207063	0.393134	10	13126.6	8.35117e-05
West North Central	Single-Family Detached	4000+	Unheated Basement	1	1940-59	0	0	0	1	15	0	1.19043e-05
West North Central	Single-Family Detached	0-1499	Unheated Basement	2	1940-59	0.10903	0	0	0.89097	50	11513.5	0.000131093
West North Central	Single-Family Detached	1500-2499	Unheated Basement	2	1940-59	0.160864	0.0133942	0	0.825742	25	31219.3	0.000275494
West North Central	Single-Family Detached	2500-3999	Unheated Basement	2	1940-59	0.0731618	0.0384638	0	0.888374	17	19109.6	0.000137751
West North Central	Single-Family Detached	4000+	Unheated Basement	2	1940-59	0	0	0	1	14	2576.55	2.63995e-05
West North Central	Single-Family Detached	0-1499	Unheated Basement	3	1940-59	0	0	0	1	176	0	1.15849e-06
West North Central	Single-Family Detached	1500-2499	Unheated Basement	3	1940-59	0.16725	0.150379	0	0.682371	268	0	9.86817e-06
West North Central	Single-Family Detached	2500-3999	Unheated Basement	3	1940-59	0.137356	0.215222	0.0273046	0.620118	105	0	1.13615e-05
West North Central	Single-Family Detached	4000+	Unheated Basement	3	1940-59	0	0	0	1	15	0	9.28959e-07
West North Central	Single-Family Detached	0-1499	Unheated Basement	4+	1940-59	0	0	0	1	176	0	0
West North Central	Single-Family Detached	1500-2499	Unheated Basement	4+	1940-59	0.16725	0.150379	0	0.682371	268	0	0
West North Central	Single-Family Detached	2500-3999	Unheated Basement	4+	1940-59	0.137356	0.215222	0.0273046	0.620118	105	0	0
West North Central	Single-Family Detached	4000+	Unheated Basement	4+	1940-59	0	0	0	1	15	0	0
West North Central	Mobile Home	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Mobile Home	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	13	2506.19	0
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	12	512.394	0
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	13	2506.19	0
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	12	512.394	0
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	13	2506.19	0
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	12	512.394	0
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	13	2506.19	0
West North Central	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	12	512.394	0
West North Central	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	30	6487.03	0
West North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	16	0	0
West North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	30	6487.03	0
West North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	16	0	0
West North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	30	6487.03	0
West North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	16	0	0
West North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	30	6487.03	0
West North Central	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	16	0	0
West North Central	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Unvented Crawlspace	1	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1940-59	0	0	0	1	19	0	0
West North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Unvented Crawlspace	2	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1940-59	0	0	0	1	19	0	0
West North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1940-59	0	0	0	1	19	0	0
West North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	23	0	0
West North Central	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1940-59	0	0	0	1	19	0	0
West North Central	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1940-59	0	0	0	1	1	0	0
West North Central	Single-Family Attached	4000+	Unvented Crawlspace	4+	1940-59	0	0	0	1	0	0	0
West North Central	Single-Family Detached	0-1499	Unvented Crawlspace	1	1940-59	0.274212	0	0	0.725788	120	7818.24	0
West North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1940-59	0.023389	0.405129	0	0.571482	14	19387	0
West North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1940-59	0.173807	0.288215	0.0585583	0.47942	51	3856.88	0
West North Central	Single-Family Detached	4000+	Unvented Crawlspace	1	1940-59	0	0	0	1	15	0	0
West North Central	Single-Family Detached	0-1499	Unvented Crawlspace	2	1940-59	0.10903	0	0	0.89097	50	4971.53	0
West North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1940-59	0.127783	0.0762154	0	0.796002	16	14879.3	0
West North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1940-59	0.107135	0.138385	0	0.75448	52	658.695	0
West North Central	Single-Family Detached	4000+	Unvented Crawlspace	2	1940-59	0	0	0	1	14	1367.15	0
West North Central	Single-Family Detached	0-1499	Unvented Crawlspace	3	1940-59	0	0	0	1	176	306.928	0
West North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1940-59	0.16725	0.150379	0	0.682371	268	5409.24	0
West North Central	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1940-59	0.137356	0.215222	0.0273046	0.620118	105	0	0
West North Central	Single-Family Detached	4000+	Unvented Crawlspace	3	1940-59	0	0	0	1	15	0	0
West North Central	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1940-59	0	0	0	1	176	0	0
West North Central	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1940-59	0.16725	0.150379	0	0.682371	268	0	0
