Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Counts
LA_Baton.Rouge-Ryan.AP.722317	10 to 19 Unit	1960-79s	0.932604	0.000198	0.062177	0.003779	0.000363	0.000880	5575.268707
LA_Baton.Rouge-Ryan.AP.722317	10 to 19 Unit	1980-99s	0.933002	0.000059	0.058533	0.006934	0.000553	0.000920	6448.385008
LA_Baton.Rouge-Ryan.AP.722317	10 to 19 Unit	2000-09s	0.991899	0.000000	0.005475	0.000436	0.000425	0.001765	4140.705164
LA_Lake.Charles.Rgnl.AP.722400	10 to 19 Unit	<1940	0.693172	0.000128	0.297548	0.009055	0.000000	0.000098	11.141855
LA_Lake.Charles.Rgnl.AP.722400	10 to 19 Unit	2010s	0.993365	0.004902	0.001386	0.000111	0.000000	0.000236	287.865984
LA_Lake.Charles.Rgnl.AP.722400	10 to 19 Unit	1940-59s	0.967429	0.000099	0.029839	0.000970	0.000000	0.001663	60.740829
LA_Lake.Charles.Rgnl.AP.722400	10 to 19 Unit	1960-79s	0.820389	0.000014	0.178605	0.000221	0.000464	0.000307	529.091265
LA_Lake.Charles.Rgnl.AP.722400	10 to 19 Unit	1980-99s	0.975943	0.000080	0.016723	0.006210	0.000548	0.000495	407.709945
LA_Lake.Charles.Rgnl.AP.722400	10 to 19 Unit	2000-09s	0.784360	0.004101	0.200694	0.002156	0.002780	0.005908	448.931683
LA_New.Orleans.Intl.AP.722310	10 to 19 Unit	<1940	0.653390	0.000000	0.316960	0.023784	0.000223	0.005643	819.470687
LA_New.Orleans.Intl.AP.722310	10 to 19 Unit	2010s	0.926872	0.000263	0.071003	0.000872	0.000300	0.000690	731.090859
LA_New.Orleans.Intl.AP.722310	10 to 19 Unit	1940-59s	0.788281	0.002591	0.178382	0.010922	0.006931	0.012894	833.730870
LA_New.Orleans.Intl.AP.722310	10 to 19 Unit	1960-79s	0.939726	0.000255	0.053667	0.004257	0.000373	0.001721	5955.814340
LA_New.Orleans.Intl.AP.722310	10 to 19 Unit	1980-99s	0.951695	0.000003	0.040534	0.004560	0.000282	0.002926	5738.771783
LA_New.Orleans.Intl.AP.722310	10 to 19 Unit	2000-09s	0.961016	0.000040	0.027331	0.000865	0.001143	0.009605	3319.882440
LA_Shreveport.Rgnl.AP.722480	10 to 19 Unit	<1940	0.823561	0.000008	0.132648	0.005319	0.028851	0.009612	185.909282
LA_Shreveport.Rgnl.AP.722480	10 to 19 Unit	2010s	0.947525	0.003826	0.021348	0.013512	0.002306	0.011483	469.194121
LA_Shreveport.Rgnl.AP.722480	10 to 19 Unit	1940-59s	0.814833	0.000934	0.173065	0.003449	0.005512	0.002207	446.282548
LA_Shreveport.Rgnl.AP.722480	10 to 19 Unit	1960-79s	0.959745	0.000357	0.036958	0.000396	0.001289	0.001255	3497.686737
LA_Shreveport.Rgnl.AP.722480	10 to 19 Unit	1980-99s	0.964916	0.000165	0.032804	0.001113	0.000663	0.000339	3589.534244
LA_Shreveport.Rgnl.AP.722480	10 to 19 Unit	2000-09s	0.985854	0.000018	0.012316	0.000492	0.000914	0.000406	1995.603005
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	<1940	0.259263	0.173794	0.510516	0.013512	0.013207	0.029708	10887.061580
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	2010s	0.342903	0.042425	0.548778	0.019839	0.016049	0.030007	879.654837
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	1940-59s	0.315349	0.155981	0.474137	0.018816	0.005474	0.030243	5737.579053
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	1960-79s	0.437211	0.080420	0.445308	0.010379	0.007842	0.018841	21245.635930
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	1980-99s	0.434257	0.050055	0.485150	0.005265	0.006739	0.018534	14723.487180
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	2000-09s	0.302712	0.032568	0.627504	0.006835	0.006120	0.024261	5952.980307
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	<1940	0.397700	0.171391	0.383554	0.009129	0.004618	0.033608	1519.992264
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	2010s	0.482088	0.121072	0.353449	0.009711	0.017719	0.015962	269.866048
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	1940-59s	0.474126	0.176535	0.251957	0.011301	0.028661	0.057419	783.534792
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	1960-79s	0.612662	0.091407	0.267114	0.005132	0.004367	0.019318	4773.977304
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	1980-99s	0.547020	0.096123	0.335321	0.005301	0.008932	0.007304	3603.099783
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	2000-09s	0.331149	0.068042	0.574396	0.000240	0.005916	0.020257	835.797288
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	<1940	0.497854	0.018970	0.452597	0.008043	0.004869	0.017667	3273.692027
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	2010s	0.480312	0.010595	0.496640	0.003312	0.004598	0.004544	1888.143869
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	1940-59s	0.410850	0.014702	0.541710	0.015426	0.005650	0.011661	10867.278220
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	1960-79s	0.436074	0.004486	0.545195	0.005524	0.003187	0.005534	54831.801530
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	1980-99s	0.581396	0.003090	0.404780	0.003201	0.001080	0.006454	50749.183010
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	2000-09s	0.460071	0.003948	0.517964	0.005726	0.001623	0.010668	14692.086480
ME_Caribou.Muni.AP.727120	10 to 19 Unit	<1940	0.007869	0.968031	0.000635	0.008618	0.010804	0.004043	55.177726
ME_Caribou.Muni.AP.727120	10 to 19 Unit	2010s	0.195183	0.392320	0.001473	0.013659	0.145814	0.251551	34.633992
ME_Caribou.Muni.AP.727120	10 to 19 Unit	1940-59s	0.256611	0.725258	0.003413	0.003522	0.009904	0.001291	76.122991
ME_Caribou.Muni.AP.727120	10 to 19 Unit	1960-79s	0.342161	0.634635	0.015082	0.001950	0.005217	0.000956	167.788213
ME_Caribou.Muni.AP.727120	10 to 19 Unit	1980-99s	0.224688	0.761525	0.001083	0.005753	0.006105	0.000846	196.396408
ME_Caribou.Muni.AP.727120	10 to 19 Unit	2000-09s	0.035235	0.611997	0.001236	0.344125	0.001989	0.005418	40.331987
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	<1940	0.057747	0.576716	0.246937	0.025670	0.026441	0.066488	1346.090955
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	2010s	0.167563	0.234621	0.169318	0.013168	0.210090	0.205240	205.203984
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	1940-59s	0.168191	0.479689	0.229840	0.004901	0.012799	0.104579	445.979069
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	1960-79s	0.235123	0.481343	0.243136	0.001719	0.009460	0.029219	2003.941793
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	1980-99s	0.241771	0.440416	0.215630	0.007269	0.005491	0.089422	2303.331248
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	2000-09s	0.331052	0.227052	0.301580	0.010616	0.021703	0.107998	630.964900
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	<1940	0.074121	0.000245	0.851727	0.008280	0.014291	0.051335	18.622148
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	2010s	0.366262	0.054047	0.495675	0.007261	0.026492	0.050262	0.000000
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	1940-59s	0.141673	0.166634	0.478781	0.024747	0.072023	0.116141	2.629649
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	1960-79s	0.178359	0.002043	0.816291	0.001394	0.001498	0.000416	151.058029
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	1980-99s	0.313729	0.003399	0.603080	0.025764	0.048855	0.005173	310.563555
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	2000-09s	0.236848	0.000767	0.733170	0.000073	0.004648	0.024495	13.321908
MI_Detroit.Metro.AP.725370	10 to 19 Unit	<1940	0.259507	0.012941	0.633948	0.024984	0.046707	0.021913	1736.659726
MI_Detroit.Metro.AP.725370	10 to 19 Unit	2010s	0.319215	0.001938	0.498351	0.087121	0.053004	0.040371	243.846904
MI_Detroit.Metro.AP.725370	10 to 19 Unit	1940-59s	0.242699	0.001957	0.691896	0.025907	0.018150	0.019393	3903.476252
MI_Detroit.Metro.AP.725370	10 to 19 Unit	1960-79s	0.213768	0.002669	0.751383	0.006596	0.011606	0.013977	22006.876900
MI_Detroit.Metro.AP.725370	10 to 19 Unit	1980-99s	0.186751	0.002300	0.791600	0.007909	0.002314	0.009125	19809.290830
MI_Detroit.Metro.AP.725370	10 to 19 Unit	2000-09s	0.186558	0.002953	0.784946	0.006071	0.006186	0.013286	5103.743297
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	<1940	0.203944	0.003722	0.698122	0.007763	0.070729	0.015721	350.403482
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	2010s	0.177049	0.000000	0.682014	0.030903	0.094465	0.015568	211.144321
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	1940-59s	0.451219	0.001675	0.496051	0.021007	0.012979	0.017068	1083.974309
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	1960-79s	0.229185	0.000301	0.755911	0.001713	0.006579	0.006311	8970.170525
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	1980-99s	0.237281	0.000243	0.729480	0.014980	0.008723	0.009293	7086.768439
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	2000-09s	0.184309	0.004869	0.764802	0.010587	0.014055	0.021378	2264.229998
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	<1940	0.327534	0.006305	0.555077	0.040961	0.062076	0.008046	457.208358
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	2010s	0.618782	0.007820	0.341773	0.001960	0.019522	0.010145	278.115101
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	1940-59s	0.321543	0.001997	0.641543	0.027826	0.002052	0.005039	825.001112
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	1960-79s	0.315542	0.000897	0.638392	0.021365	0.011181	0.012623	8219.807801
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	1980-99s	0.269609	0.000797	0.680962	0.015655	0.021934	0.011043	11456.121750
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	2000-09s	0.295854	0.001443	0.661943	0.013586	0.019595	0.007579	2693.881764
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	<1940	0.186209	0.011490	0.698816	0.023438	0.056290	0.023757	29.916804
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	2010s	0.407879	0.002590	0.581144	0.000117	0.001504	0.006765	21.369053
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	1940-59s	0.174561	0.052712	0.410892	0.147236	0.106347	0.108252	41.040162
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	1960-79s	0.449637	0.000604	0.496858	0.034076	0.017633	0.001192	295.740145
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	1980-99s	0.390469	0.003324	0.571741	0.017407	0.011763	0.005295	517.215893
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	2000-09s	0.295168	0.003378	0.617782	0.007090	0.050582	0.026000	148.359884
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	<1940	0.333243	0.002172	0.627262	0.013628	0.022123	0.001573	411.413212
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	2010s	0.357914	0.003753	0.628236	0.000296	0.007873	0.001928	252.584451
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	1940-59s	0.273544	0.005203	0.647972	0.013927	0.058548	0.000807	1050.719714
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	1960-79s	0.368361	0.001581	0.588460	0.019362	0.007990	0.014246	5763.493043
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	1980-99s	0.298649	0.002446	0.650728	0.022958	0.015259	0.009961	6347.349371
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	2000-09s	0.285184	0.000422	0.709732	0.000818	0.001115	0.002729	2510.196879
MI_Muskegon.County.AP.726360	10 to 19 Unit	<1940	0.433250	0.025544	0.465974	0.055478	0.008896	0.010857	140.868514
MI_Muskegon.County.AP.726360	10 to 19 Unit	2010s	0.221309	0.003713	0.719915	0.034291	0.007369	0.013403	116.241300
MI_Muskegon.County.AP.726360	10 to 19 Unit	1940-59s	0.266170	0.019102	0.702097	0.007921	0.001933	0.002777	191.744842
MI_Muskegon.County.AP.726360	10 to 19 Unit	1960-79s	0.341542	0.000531	0.622669	0.016728	0.003290	0.015240	1225.681591
MI_Muskegon.County.AP.726360	10 to 19 Unit	1980-99s	0.215010	0.003087	0.741517	0.032465	0.004867	0.003053	1451.198196
MI_Muskegon.County.AP.726360	10 to 19 Unit	2000-09s	0.145777	0.001684	0.826675	0.013681	0.011061	0.001123	739.327938
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	<1940	0.428428	0.002017	0.455136	0.096620	0.006372	0.011426	56.292792
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	2010s	0.741940	0.002462	0.242275	0.000000	0.001233	0.012090	8.858102
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	1940-59s	0.041237	0.010090	0.679418	0.001307	0.241179	0.026768	28.361437
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	1960-79s	0.082861	0.007452	0.852555	0.036487	0.017639	0.003005	174.112880
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	1980-99s	0.593635	0.000880	0.352766	0.033796	0.005139	0.013784	300.587384
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	2000-09s	0.701387	0.002898	0.277396	0.000591	0.006328	0.011399	113.575192
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	<1940	0.312099	0.003812	0.554790	0.087161	0.034081	0.008056	75.443515
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	2010s	0.330711	0.020023	0.216047	0.002381	0.170545	0.260292	10.427201
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	1940-59s	0.110913	0.002064	0.703523	0.005161	0.171117	0.007222	134.402501
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	1960-79s	0.263062	0.000445	0.711939	0.020368	0.003348	0.000838	511.606778
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	1980-99s	0.283211	0.003324	0.663564	0.012384	0.020756	0.016762	934.645880
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	2000-09s	0.146861	0.004211	0.827882	0.002179	0.003843	0.015025	389.666936
MN_Duluth.Intl.AP.727450	10 to 19 Unit	<1940	0.280895	0.005964	0.478052	0.029050	0.193942	0.012097	322.869497
MN_Duluth.Intl.AP.727450	10 to 19 Unit	2010s	0.606215	0.118277	0.126795	0.082664	0.026826	0.039222	17.886589
MN_Duluth.Intl.AP.727450	10 to 19 Unit	1940-59s	0.338590	0.026981	0.598426	0.006682	0.012871	0.016450	203.984895
MN_Duluth.Intl.AP.727450	10 to 19 Unit	1960-79s	0.620786	0.008291	0.317420	0.005195	0.013920	0.034388	1318.659992
MN_Duluth.Intl.AP.727450	10 to 19 Unit	1980-99s	0.586810	0.001666	0.312219	0.004257	0.038875	0.056174	1389.244402
MN_Duluth.Intl.AP.727450	10 to 19 Unit	2000-09s	0.472273	0.005958	0.279277	0.030328	0.081279	0.130884	468.152735
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	<1940	0.670887	0.041680	0.235571	0.002961	0.033855	0.015047	28.985327
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	2010s	0.951503	0.002810	0.011025	0.009901	0.017576	0.007185	26.329355
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	1940-59s	0.743542	0.001868	0.192017	0.000923	0.021550	0.040101	33.770586
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	1960-79s	0.746563	0.005497	0.162614	0.012781	0.055784	0.016761	189.266196
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	1980-99s	0.555079	0.020868	0.290832	0.025074	0.039263	0.068884	297.046911
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	2000-09s	0.846604	0.000702	0.091557	0.031945	0.002593	0.026600	137.355903
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	<1940	0.248697	0.008764	0.646544	0.017832	0.058225	0.019938	4185.672795
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	2010s	0.340793	0.058989	0.450161	0.047174	0.064103	0.038780	396.256697
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	1940-59s	0.351174	0.011008	0.562618	0.028521	0.028186	0.018493	4420.558382
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	1960-79s	0.453451	0.010192	0.473117	0.026091	0.026307	0.010842	19986.744410
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	1980-99s	0.463225	0.002207	0.470133	0.039982	0.006031	0.018423	11637.050460
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	2000-09s	0.379487	0.007098	0.528066	0.017657	0.033029	0.034663	2947.084054
MN_Rochester.Intl.AP.726440	10 to 19 Unit	<1940	0.336992	0.001687	0.457798	0.078592	0.011768	0.113164	102.795472
MN_Rochester.Intl.AP.726440	10 to 19 Unit	2010s	0.132237	0.028836	0.269809	0.247818	0.241560	0.079740	13.234167
MN_Rochester.Intl.AP.726440	10 to 19 Unit	1940-59s	0.421063	0.002073	0.539395	0.010991	0.023713	0.002766	200.096194
MN_Rochester.Intl.AP.726440	10 to 19 Unit	1960-79s	0.695629	0.006099	0.274342	0.005121	0.016848	0.001961	1132.406661
MN_Rochester.Intl.AP.726440	10 to 19 Unit	1980-99s	0.686620	0.000750	0.287102	0.010855	0.006781	0.007892	1235.904047
MN_Rochester.Intl.AP.726440	10 to 19 Unit	2000-09s	0.469771	0.003955	0.332178	0.152537	0.009951	0.031608	326.344705
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	<1940	0.415563	0.014213	0.426123	0.041157	0.062287	0.040656	201.926414
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	2010s	0.673276	0.047311	0.053594	0.083226	0.110354	0.032238	121.000800
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	1940-59s	0.775616	0.006031	0.117163	0.077770	0.008418	0.015003	278.390667
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	1960-79s	0.625618	0.001029	0.230439	0.057294	0.049899	0.035720	2737.596483
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	1980-99s	0.618257	0.008663	0.264773	0.053749	0.027079	0.027480	4783.175062
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	2000-09s	0.384732	0.046503	0.348582	0.023130	0.142868	0.054184	794.452809
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	<1940	0.489350	0.000182	0.379781	0.095486	0.023267	0.011934	125.485803
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	2010s	0.690524	0.000356	0.288554	0.007422	0.009150	0.003994	260.410946
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	1940-59s	0.435301	0.000009	0.543178	0.003455	0.015274	0.002784	163.717797
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	1960-79s	0.630346	0.002291	0.359460	0.000867	0.003191	0.003845	1796.202406
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	1980-99s	0.746955	0.000239	0.236159	0.001968	0.001846	0.012832	2756.613513
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	2000-09s	0.956664	0.000112	0.037577	0.001952	0.002358	0.001337	1485.356118
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	<1940	0.510128	0.001533	0.467869	0.003860	0.010478	0.006133	706.921952
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	2010s	0.833146	0.000000	0.104987	0.015584	0.009234	0.037049	667.914647
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	1940-59s	0.526614	0.000775	0.428994	0.013923	0.013301	0.016393	1529.999426
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	1960-79s	0.543580	0.000759	0.437249	0.002640	0.008167	0.007605	10680.146100
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	1980-99s	0.743888	0.000683	0.245788	0.002850	0.000673	0.006119	13313.542730
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	2000-09s	0.859478	0.000441	0.128355	0.004844	0.004229	0.002652	5512.521933
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	<1940	0.726861	0.000714	0.149725	0.040750	0.021188	0.060762	139.329525
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	2010s	0.920064	0.027517	0.016574	0.006407	0.019492	0.009946	486.797863
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	1940-59s	0.677863	0.002317	0.278015	0.009009	0.015346	0.017450	258.185536
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	1960-79s	0.661788	0.001042	0.321069	0.001113	0.011098	0.003890	2489.700878
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	1980-99s	0.871049	0.000313	0.121558	0.002515	0.001175	0.003390	9362.965977
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	2000-09s	0.923365	0.000113	0.071667	0.002761	0.001561	0.000534	5158.368791
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	<1940	0.570102	0.003383	0.401563	0.015873	0.004948	0.004131	1376.004198
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	2010s	0.755098	0.012166	0.202271	0.000827	0.007509	0.022129	613.954643
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	1940-59s	0.564543	0.005029	0.397917	0.019409	0.004403	0.008699	1938.661442
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	1960-79s	0.621047	0.000587	0.371694	0.000478	0.003424	0.002769	12300.334020
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	1980-99s	0.733577	0.000552	0.252503	0.005024	0.001272	0.007073	14253.593420
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	2000-09s	0.859940	0.002173	0.125767	0.000966	0.004815	0.006339	3914.416886
MS_Jackson.Intl.AP.722350	10 to 19 Unit	<1940	0.921817	0.000000	0.038850	0.020964	0.007974	0.010396	40.230891
MS_Jackson.Intl.AP.722350	10 to 19 Unit	2010s	0.968456	0.000081	0.017513	0.002902	0.000603	0.010445	154.005259
MS_Jackson.Intl.AP.722350	10 to 19 Unit	1940-59s	0.973433	0.004831	0.010332	0.005105	0.003956	0.002344	180.528652
MS_Jackson.Intl.AP.722350	10 to 19 Unit	1960-79s	0.887637	0.000211	0.110479	0.000843	0.000438	0.000392	2863.445076
MS_Jackson.Intl.AP.722350	10 to 19 Unit	1980-99s	0.869181	0.000106	0.123194	0.000905	0.000336	0.006277	3209.284407
MS_Jackson.Intl.AP.722350	10 to 19 Unit	2000-09s	0.924329	0.005478	0.064891	0.000311	0.002946	0.002046	1024.724545
MS_Meridian-Key.Field.722340	10 to 19 Unit	<1940	0.213276	0.000000	0.681279	0.066264	0.004225	0.034955	24.161835
MS_Meridian-Key.Field.722340	10 to 19 Unit	2010s	0.869683	0.000000	0.074548	0.004462	0.050157	0.001149	211.360401
MS_Meridian-Key.Field.722340	10 to 19 Unit	1940-59s	0.943358	0.000000	0.027582	0.017994	0.009049	0.002016	150.864106
MS_Meridian-Key.Field.722340	10 to 19 Unit	1960-79s	0.771137	0.000612	0.219572	0.001405	0.005916	0.001358	524.257113
MS_Meridian-Key.Field.722340	10 to 19 Unit	1980-99s	0.919657	0.000068	0.073846	0.001322	0.004420	0.000686	1097.965331
MS_Meridian-Key.Field.722340	10 to 19 Unit	2000-09s	0.992057	0.000005	0.002498	0.001893	0.002261	0.001286	672.092118
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	<1940	0.112153	0.015460	0.746484	0.105651	0.011659	0.008594	97.071021
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	2010s	0.894705	0.000128	0.066817	0.000000	0.024584	0.013766	82.292418
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	1940-59s	0.069161	0.003118	0.889164	0.002380	0.031332	0.004845	46.967371
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	1960-79s	0.472062	0.000000	0.479693	0.038660	0.005119	0.004466	303.924071
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	1980-99s	0.605426	0.000147	0.329417	0.000178	0.043659	0.021172	366.755783
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	2000-09s	0.351417	0.002527	0.592181	0.000170	0.005796	0.047908	202.098724
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	<1940	0.545720	0.000487	0.442709	0.008108	0.001756	0.001220	7.012995
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	2010s	0.366262	0.054047	0.495675	0.007261	0.026492	0.050262	0.000000
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	1940-59s	0.644339	0.000562	0.345008	0.000455	0.006968	0.002669	20.079111
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	1960-79s	0.733706	0.000150	0.265172	0.000407	0.000383	0.000182	124.037705
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	1980-99s	0.632193	0.013857	0.233336	0.001352	0.012901	0.106361	97.007243
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	2000-09s	0.705506	0.038471	0.181110	0.022106	0.031818	0.020989	4.652365
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	<1940	0.666281	0.079817	0.235178	0.000000	0.000031	0.018694	11.111629
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	2010s	0.954357	0.000000	0.044876	0.000000	0.000255	0.000512	3.872820
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	1940-59s	0.194840	0.003247	0.798620	0.000000	0.000502	0.002791	34.683112
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	1960-79s	0.623768	0.001150	0.002590	0.000000	0.001569	0.370924	85.193801
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	1980-99s	0.890668	0.000382	0.084953	0.000000	0.003870	0.020126	28.231522
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	2000-09s	0.352685	0.260030	0.010867	0.000000	0.000215	0.376202	24.295628
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	<1940	0.416989	0.001006	0.578324	0.001532	0.001764	0.000386	92.771178
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	2010s	0.000965	0.000000	0.784216	0.214775	0.000044	0.000001	46.674761
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	1940-59s	0.102258	0.000993	0.893322	0.001592	0.001406	0.000429	109.262555
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	1960-79s	0.311844	0.000105	0.687203	0.000431	0.000269	0.000148	641.798368
