Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	source_count	source_weight
OH, 02700	5 to 9 Unit	0.021436	0.055833	0.064806	0.156032	0.235294	0.229811	0.110169	0.018943	0.107677	97.000000	2006.000000
OH, 02700	50 or more Unit	0.000000	0.000000	0.230000	0.260000	0.470000	0.000000	0.040000	0.000000	0.000000	9.000000	100.000000
OH, 02700	Mobile Home	0.000000	0.008878	0.098083	0.333145	0.193067	0.260992	0.061161	0.010006	0.034667	529.000000	7096.000000
OH, 02700	Single-Family Attached	0.012133	0.045730	0.152590	0.062996	0.072795	0.260849	0.213252	0.000000	0.179655	122.000000	2143.000000
OH, 02700	Single-Family Detached	0.065303	0.100717	0.065495	0.133673	0.056650	0.140379	0.115236	0.008473	0.314074	6466.000000	93946.000000
OH, 02800	10 to 19 Unit	0.000000	0.067492	0.009561	0.044432	0.185039	0.320022	0.231721	0.047807	0.093926	48.000000	1778.000000
OH, 02800	2 Unit	0.069053	0.117813	0.132751	0.071026	0.034949	0.076099	0.089628	0.005355	0.403326	188.000000	3548.000000
OH, 02800	20 to 49 Unit	0.022954	0.000000	0.020958	0.160679	0.219561	0.204591	0.259481	0.073852	0.037924	40.000000	1002.000000
OH, 02800	3 or 4 Unit	0.031226	0.159251	0.058548	0.203747	0.061931	0.126724	0.133229	0.028103	0.197242	207.000000	3843.000000
OH, 02800	5 to 9 Unit	0.046207	0.017713	0.011937	0.207162	0.063150	0.108202	0.467462	0.013862	0.064305	95.000000	2597.000000
OH, 02800	50 or more Unit	0.000000	0.000000	0.247153	0.304100	0.209567	0.000000	0.189066	0.000000	0.050114	37.000000	878.000000
OH, 02800	Mobile Home	0.003565	0.010466	0.090627	0.160322	0.231167	0.321794	0.150316	0.029557	0.002185	436.000000	8695.000000
OH, 02800	Single-Family Attached	0.023697	0.129384	0.136967	0.017062	0.062559	0.081517	0.145972	0.032701	0.370142	99.000000	2110.000000
OH, 02800	Single-Family Detached	0.042078	0.112844	0.111683	0.124370	0.057491	0.145977	0.116006	0.017333	0.272218	6323.000000	123985.000000
OH, 02900	10 to 19 Unit	0.000000	0.051780	0.087379	0.598706	0.000000	0.038835	0.000000	0.223301	0.000000	21.000000	309.000000
OH, 02900	2 Unit	0.053208	0.097548	0.077726	0.104851	0.066249	0.035994	0.136150	0.106938	0.321335	98.000000	1917.000000
OH, 02900	20 to 49 Unit	0.000000	0.000000	0.039788	0.183024	0.283820	0.230769	0.053050	0.000000	0.209549	28.000000	377.000000
OH, 02900	3 or 4 Unit	0.099792	0.005544	0.092169	0.243936	0.284823	0.136521	0.000000	0.000000	0.137214	85.000000	1443.000000
OH, 02900	5 to 9 Unit	0.000000	0.000000	0.104961	0.226110	0.265274	0.125849	0.176501	0.000000	0.101305	84.000000	1915.000000
OH, 02900	50 or more Unit	0.000000	0.000000	0.000000	0.242775	0.618497	0.138728	0.000000	0.000000	0.000000	22.000000	346.000000
OH, 02900	Mobile Home	0.005971	0.011683	0.077542	0.214539	0.218434	0.331804	0.120208	0.019126	0.000692	666.000000	11555.000000
OH, 02900	Single-Family Attached	0.105007	0.184759	0.052282	0.015950	0.249003	0.011963	0.116083	0.033673	0.231280	100.000000	2257.000000
OH, 02900	Single-Family Detached	0.061626	0.082623	0.081734	0.141820	0.086366	0.103455	0.123852	0.026911	0.291612	5912.000000	96728.000000
OH, 03000	10 to 19 Unit	0.000000	0.368421	0.000000	0.118421	0.324561	0.122807	0.065789	0.000000	0.000000	19.000000	228.000000
OH, 03000	2 Unit	0.058865	0.038075	0.215837	0.141556	0.110955	0.082691	0.158841	0.004672	0.188507	216.000000	4281.000000
OH, 03000	20 to 49 Unit	0.000000	0.000000	0.000000	0.099099	0.185586	0.169369	0.048649	0.000000	0.497297	38.000000	555.000000
OH, 03000	3 or 4 Unit	0.053696	0.088563	0.094491	0.192120	0.127964	0.155509	0.087517	0.000000	0.200139	143.000000	2868.000000
OH, 03000	5 to 9 Unit	0.000000	0.100840	0.062643	0.240642	0.179526	0.159664	0.009931	0.037433	0.209320	68.000000	1309.000000
OH, 03000	50 or more Unit	0.000000	0.026316	0.140351	0.280702	0.247368	0.124561	0.066667	0.070175	0.043860	33.000000	570.000000
OH, 03000	Mobile Home	0.000000	0.002519	0.013738	0.207556	0.140813	0.379737	0.237092	0.015112	0.003434	470.000000	8735.000000
OH, 03000	Single-Family Attached	0.104660	0.011459	0.042781	0.048128	0.025974	0.271963	0.270435	0.016807	0.207792	85.000000	1309.000000
OH, 03000	Single-Family Detached	0.049924	0.119795	0.093915	0.114051	0.063674	0.095154	0.105151	0.019982	0.338354	5421.000000	83927.000000
OH, 03100	10 to 19 Unit	0.000000	0.000000	0.145397	0.471757	0.218619	0.012552	0.055439	0.027197	0.069038	53.000000	956.000000
OH, 03100	2 Unit	0.028658	0.029726	0.145959	0.411356	0.069954	0.049662	0.104486	0.000000	0.160199	221.000000	5618.000000
OH, 03100	20 to 49 Unit	0.031524	0.045534	0.072680	0.636602	0.140105	0.007881	0.054291	0.000000	0.011384	54.000000	1142.000000
OH, 03100	3 or 4 Unit	0.029477	0.036088	0.101102	0.244628	0.271074	0.092287	0.058678	0.033058	0.133609	155.000000	3630.000000
OH, 03100	5 to 9 Unit	0.053402	0.032529	0.041204	0.561670	0.199241	0.028734	0.043914	0.016265	0.023041	132.000000	3689.000000
OH, 03100	50 or more Unit	0.031726	0.030457	0.172589	0.323604	0.072335	0.173858	0.079949	0.115482	0.000000	39.000000	788.000000
OH, 03100	Mobile Home	0.002924	0.012914	0.034113	0.162524	0.188596	0.284600	0.133528	0.176901	0.003899	227.000000	4104.000000
OH, 03100	Single-Family Attached	0.103699	0.085348	0.066414	0.129916	0.057676	0.193708	0.339062	0.006991	0.017186	180.000000	3433.000000
OH, 03100	Single-Family Detached	0.063832	0.145224	0.133890	0.163811	0.064409	0.124854	0.106528	0.029407	0.168045	5847.000000	110994.000000
OH, 03200	10 to 19 Unit	0.034088	0.112117	0.198136	0.213582	0.237017	0.127031	0.026365	0.000000	0.051664	121.000000	3755.000000
OH, 03200	2 Unit	0.042648	0.140826	0.141419	0.258108	0.064860	0.076262	0.006960	0.000000	0.268918	253.000000	6753.000000
OH, 03200	20 to 49 Unit	0.006711	0.012752	0.146309	0.249664	0.162416	0.061745	0.102685	0.087248	0.170470	65.000000	1490.000000
OH, 03200	3 or 4 Unit	0.050914	0.143277	0.256854	0.109661	0.192559	0.056789	0.012076	0.009791	0.168081	134.000000	3064.000000
OH, 03200	5 to 9 Unit	0.060728	0.209903	0.090774	0.234448	0.122725	0.143250	0.000000	0.014388	0.123783	170.000000	4726.000000
OH, 03200	50 or more Unit	0.019740	0.079856	0.293405	0.275460	0.122028	0.099148	0.060117	0.005832	0.044415	97.000000	2229.000000
OH, 03200	Mobile Home	0.000000	0.027079	0.274662	0.259188	0.129594	0.309478	0.000000	0.000000	0.000000	23.000000	517.000000
OH, 03200	Single-Family Attached	0.050799	0.041692	0.208865	0.231937	0.112933	0.189233	0.098968	0.000000	0.065574	253.000000	4941.000000
OH, 03200	Single-Family Detached	0.113952	0.208680	0.122752	0.079249	0.066254	0.061524	0.045730	0.008485	0.293375	4388.000000	104658.000000
OH, 03300	10 to 19 Unit	0.009889	0.000000	0.080346	0.415328	0.064277	0.056860	0.134734	0.021014	0.217553	45.000000	809.000000
OH, 03300	2 Unit	0.052191	0.101508	0.067752	0.329902	0.099593	0.020350	0.017955	0.023462	0.287288	220.000000	4177.000000
OH, 03300	20 to 49 Unit	0.000000	0.133909	0.222462	0.073434	0.041037	0.328294	0.077754	0.086393	0.036717	23.000000	463.000000
OH, 03300	3 or 4 Unit	0.119898	0.163584	0.126594	0.237883	0.102041	0.071429	0.010842	0.000000	0.167730	149.000000	3136.000000
OH, 03300	5 to 9 Unit	0.008201	0.090210	0.260379	0.386981	0.099949	0.051256	0.066120	0.015889	0.021015	92.000000	1951.000000
OH, 03300	50 or more Unit	0.000000	0.000000	0.252451	0.196078	0.009804	0.098039	0.000000	0.193627	0.250000	30.000000	408.000000
OH, 03300	Mobile Home	0.000000	0.000000	0.051776	0.240458	0.120146	0.465981	0.112346	0.001991	0.007302	265.000000	6026.000000
OH, 03300	Single-Family Attached	0.040309	0.152280	0.139658	0.183225	0.042752	0.057003	0.212541	0.075326	0.096906	146.000000	2456.000000
OH, 03300	Single-Family Detached	0.067860	0.111983	0.106730	0.174455	0.057853	0.122808	0.130707	0.021388	0.206215	5670.000000	103935.000000
OH, 03400	10 to 19 Unit	0.000000	0.000000	0.203810	0.447619	0.123810	0.082857	0.107619	0.000000	0.034286	39.000000	1050.000000
OH, 03400	2 Unit	0.004023	0.224703	0.088312	0.300543	0.016496	0.039026	0.036814	0.031986	0.258097	172.000000	4971.000000
OH, 03400	20 to 49 Unit	0.000000	0.060078	0.399225	0.213178	0.147287	0.135659	0.000000	0.000000	0.044574	25.000000	516.000000
OH, 03400	3 or 4 Unit	0.007766	0.013766	0.157430	0.448641	0.065302	0.044829	0.047300	0.008825	0.206142	90.000000	2833.000000
OH, 03400	5 to 9 Unit	0.009390	0.061704	0.150905	0.201878	0.185111	0.300469	0.062374	0.000000	0.028169	78.000000	1491.000000
OH, 03400	50 or more Unit	0.000000	0.080000	0.601212	0.037576	0.000000	0.000000	0.070303	0.000000	0.210909	21.000000	825.000000
OH, 03400	Mobile Home	0.000000	0.006081	0.036705	0.297070	0.176451	0.283582	0.176009	0.015478	0.008624	432.000000	9045.000000
OH, 03400	Single-Family Attached	0.026921	0.038138	0.040381	0.119462	0.050477	0.185642	0.217050	0.026921	0.295008	100.000000	1783.000000
OH, 03400	Single-Family Detached	0.079808	0.141290	0.111538	0.121281	0.052759	0.081147	0.074184	0.010470	0.327522	4137.000000	78413.000000
OH, 03500	10 to 19 Unit	0.022535	0.077465	0.404930	0.293662	0.035915	0.045775	0.009155	0.000000	0.110563	65.000000	1420.000000
OH, 03500	2 Unit	0.060669	0.118970	0.159811	0.123409	0.044688	0.047351	0.004439	0.000000	0.440663	216.000000	3379.000000
OH, 03500	20 to 49 Unit	0.005631	0.079955	0.065315	0.256757	0.049550	0.191441	0.075450	0.000000	0.275901	68.000000	888.000000
OH, 03500	3 or 4 Unit	0.044730	0.060333	0.249653	0.203537	0.046810	0.071775	0.057906	0.000000	0.265257	167.000000	2884.000000
OH, 03500	5 to 9 Unit	0.089808	0.030777	0.185671	0.519677	0.054995	0.024723	0.044400	0.000000	0.049950	93.000000	1982.000000
OH, 03500	50 or more Unit	0.040498	0.032710	0.266355	0.198598	0.084891	0.028816	0.115265	0.000000	0.232866	77.000000	1284.000000
OH, 03500	Mobile Home	0.000403	0.001345	0.111096	0.223403	0.179422	0.296167	0.155346	0.028514	0.004304	487.000000	7435.000000
OH, 03500	Single-Family Attached	0.080321	0.117040	0.043029	0.057372	0.048193	0.135972	0.082616	0.000000	0.435456	135.000000	1743.000000
OH, 03500	Single-Family Detached	0.074051	0.174644	0.125738	0.115892	0.049423	0.084960	0.063747	0.017164	0.294381	7097.000000	102483.000000
OH, 03600	10 to 19 Unit	0.008893	0.036561	0.061265	0.460474	0.082016	0.267787	0.083004	0.000000	0.000000	44.000000	1012.000000
OH, 03600	2 Unit	0.126795	0.068351	0.100545	0.217930	0.066865	0.033680	0.046558	0.000000	0.339277	122.000000	2019.000000
OH, 03600	20 to 49 Unit	0.000000	0.022592	0.211653	0.328181	0.032105	0.208086	0.161712	0.023781	0.011891	39.000000	841.000000
OH, 03600	3 or 4 Unit	0.025444	0.098896	0.073932	0.289006	0.138742	0.144023	0.030245	0.022084	0.177628	120.000000	2083.000000
OH, 03600	5 to 9 Unit	0.020609	0.099462	0.049283	0.409498	0.249104	0.011649	0.130824	0.000000	0.029570	68.000000	1116.000000
OH, 03600	50 or more Unit	0.000000	0.000000	0.055690	0.363196	0.317191	0.230024	0.033898	0.000000	0.000000	32.000000	413.000000
OH, 03600	Mobile Home	0.001573	0.001415	0.111111	0.194071	0.195486	0.337186	0.146340	0.012817	0.000000	701.000000	12717.000000
OH, 03600	Single-Family Attached	0.039318	0.000000	0.140236	0.100917	0.062910	0.279161	0.247706	0.000000	0.129751	58.000000	763.000000
OH, 03600	Single-Family Detached	0.060164	0.125752	0.092059	0.138305	0.068016	0.089314	0.093424	0.033496	0.299470	4966.000000	76158.000000
OH, 03700	10 to 19 Unit	0.064988	0.000000	0.118267	0.165691	0.236534	0.138173	0.134075	0.000000	0.142272	69.000000	1708.000000
OH, 03700	2 Unit	0.024761	0.038267	0.063590	0.113112	0.087226	0.045020	0.103545	0.010129	0.514350	78.000000	1777.000000
OH, 03700	20 to 49 Unit	0.030822	0.033105	0.061644	0.188356	0.152968	0.083333	0.254566	0.000000	0.195205	57.000000	876.000000
OH, 03700	3 or 4 Unit	0.010692	0.067296	0.016981	0.174528	0.248742	0.064151	0.167296	0.046226	0.204088	166.000000	3180.000000
OH, 03700	5 to 9 Unit	0.058315	0.029158	0.079554	0.317495	0.200864	0.092153	0.067315	0.043557	0.111591	148.000000	2778.000000
OH, 03700	50 or more Unit	0.025554	0.052811	0.032368	0.373083	0.000000	0.163543	0.303237	0.049404	0.000000	24.000000	587.000000
OH, 03700	Mobile Home	0.002891	0.018516	0.035449	0.204915	0.166850	0.361784	0.182544	0.010463	0.016589	720.000000	14528.000000
OH, 03700	Single-Family Attached	0.070305	0.149399	0.030065	0.025902	0.117484	0.171600	0.161887	0.000000	0.273358	112.000000	2162.000000
OH, 03700	Single-Family Detached	0.060698	0.119355	0.086976	0.118867	0.077789	0.102513	0.131547	0.034738	0.267517	4934.000000	88174.000000
OH, 03800	10 to 19 Unit	0.000000	0.008542	0.241611	0.149481	0.200122	0.270897	0.129347	0.000000	0.000000	52.000000	1639.000000
OH, 03800	2 Unit	0.027808	0.087004	0.130231	0.242015	0.062775	0.093612	0.145099	0.012115	0.199339	159.000000	3632.000000
OH, 03800	20 to 49 Unit	0.000000	0.073833	0.092291	0.255157	0.100977	0.131379	0.047774	0.274701	0.023887	44.000000	921.000000
OH, 03800	3 or 4 Unit	0.064412	0.048220	0.167877	0.121681	0.127039	0.174306	0.182045	0.042267	0.072151	293.000000	8399.000000
OH, 03800	5 to 9 Unit	0.022230	0.030612	0.165999	0.186224	0.133200	0.242894	0.185860	0.000000	0.032981	168.000000	5488.000000
OH, 03800	50 or more Unit	0.000000	0.000000	0.233794	0.312434	0.071201	0.224230	0.022317	0.075452	0.060574	40.000000	941.000000
OH, 03800	Mobile Home	0.000000	0.000000	0.047170	0.187442	0.186669	0.325858	0.240798	0.012063	0.000000	261.000000	6466.000000
OH, 03800	Single-Family Attached	0.014999	0.028361	0.164712	0.097355	0.071175	0.184347	0.289065	0.005999	0.143987	159.000000	3667.000000
OH, 03800	Single-Family Detached	0.051396	0.091897	0.117275	0.134425	0.095125	0.159541	0.168294	0.025047	0.156999	6275.000000	129797.000000
OH, 03900	10 to 19 Unit	0.000000	0.007896	0.004737	0.114884	0.083695	0.275168	0.397158	0.095539	0.020924	65.000000	2533.000000
OH, 03900	2 Unit	0.139232	0.133556	0.069115	0.114858	0.105843	0.085810	0.132554	0.009349	0.209683	153.000000	2995.000000
OH, 03900	20 to 49 Unit	0.000000	0.002353	0.003137	0.016471	0.618824	0.148235	0.191373	0.000000	0.019608	40.000000	1275.000000
OH, 03900	3 or 4 Unit	0.006268	0.097153	0.050144	0.075477	0.245495	0.413163	0.062680	0.014625	0.034996	149.000000	3829.000000
OH, 03900	5 to 9 Unit	0.009907	0.004427	0.074831	0.153246	0.220278	0.294688	0.108769	0.130902	0.002951	175.000000	4744.000000
OH, 03900	50 or more Unit	0.012287	0.038225	0.021160	0.044369	0.101706	0.159727	0.432082	0.190444	0.000000	54.000000	1465.000000
OH, 03900	Mobile Home	0.000000	0.034582	0.036134	0.228552	0.232986	0.329639	0.135225	0.002882	0.000000	193.000000	4511.000000
OH, 03900	Single-Family Attached	0.000000	0.063765	0.138259	0.067443	0.038320	0.152361	0.423973	0.053955	0.061925	147.000000	3262.000000
OH, 03900	Single-Family Detached	0.026883	0.093350	0.072234	0.142681	0.084083	0.192691	0.193386	0.038624	0.156069	6098.000000	120857.000000
OH, 04000	10 to 19 Unit	0.042068	0.082822	0.000000	0.115688	0.135846	0.309378	0.087642	0.208589	0.017967	89.000000	2282.000000
OH, 04000	2 Unit	0.000000	0.066819	0.000000	0.154897	0.261200	0.274867	0.129841	0.000000	0.112377	57.000000	1317.000000
OH, 04000	20 to 49 Unit	0.000000	0.036664	0.062545	0.065421	0.176132	0.031632	0.291157	0.304098	0.032351	55.000000	1391.000000
OH, 04000	3 or 4 Unit	0.003005	0.025294	0.035312	0.113699	0.188330	0.359629	0.189331	0.062860	0.022539	191.000000	3993.000000
OH, 04000	5 to 9 Unit	0.030858	0.000000	0.061343	0.109033	0.157471	0.328408	0.233776	0.066205	0.012904	235.000000	5347.000000
OH, 04000	50 or more Unit	0.000000	0.000000	0.024183	0.063399	0.000000	0.161438	0.364052	0.347712	0.039216	63.000000	1530.000000
OH, 04000	Mobile Home	0.000000	0.000000	0.010101	0.323929	0.116684	0.185650	0.249042	0.090561	0.024033	125.000000	2871.000000
OH, 04000	Single-Family Attached	0.000000	0.051831	0.010866	0.042812	0.073563	0.205911	0.541128	0.067587	0.006302	456.000000	9203.000000
OH, 04000	Single-Family Detached	0.009622	0.022221	0.041808	0.064062	0.093199	0.253838	0.376840	0.073671	0.064740	7488.000000	154851.000000
OH, 04101	10 to 19 Unit	0.000000	0.000000	0.015427	0.095136	0.067495	0.207628	0.425327	0.188987	0.000000	123.000000	4667.000000
OH, 04101	2 Unit	0.008056	0.031722	0.136455	0.274924	0.263847	0.100201	0.108761	0.069990	0.006042	55.000000	1986.000000
OH, 04101	20 to 49 Unit	0.000000	0.015839	0.007040	0.068638	0.069342	0.219993	0.344245	0.274903	0.000000	65.000000	2841.000000
OH, 04101	3 or 4 Unit	0.012728	0.030842	0.057441	0.080777	0.110150	0.171834	0.402252	0.128590	0.005385	163.000000	6128.000000
OH, 04101	5 to 9 Unit	0.000000	0.010315	0.012870	0.125160	0.096571	0.307005	0.334119	0.109146	0.004814	254.000000	10179.000000
OH, 04101	50 or more Unit	0.000000	0.034167	0.000000	0.082977	0.020134	0.291641	0.405125	0.165955	0.000000	60.000000	1639.000000
OH, 04101	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	144.000000
OH, 04101	Single-Family Attached	0.000000	0.000000	0.022300	0.054964	0.042843	0.260942	0.548071	0.067179	0.003701	366.000000	10807.000000
OH, 04101	Single-Family Detached	0.006974	0.021232	0.097973	0.110315	0.112595	0.249538	0.304938	0.068391	0.028044	2853.000000	74133.000000
OH, 04102	10 to 19 Unit	0.000000	0.055180	0.072297	0.335360	0.296847	0.079279	0.121847	0.014414	0.024775	185.000000	4440.000000
OH, 04102	2 Unit	0.005384	0.062096	0.173008	0.243001	0.289304	0.156856	0.012563	0.000000	0.057789	102.000000	2786.000000
OH, 04102	20 to 49 Unit	0.000000	0.058080	0.265508	0.436981	0.099565	0.031213	0.032793	0.067562	0.008297	121.000000	2531.000000
OH, 04102	3 or 4 Unit	0.053356	0.049637	0.173080	0.198550	0.275330	0.113962	0.002789	0.098531	0.034765	229.000000	5379.000000
OH, 04102	5 to 9 Unit	0.000000	0.045298	0.105078	0.397290	0.248306	0.136824	0.032581	0.019308	0.015316	363.000000	10773.000000
OH, 04102	50 or more Unit	0.000000	0.013769	0.232358	0.388640	0.161446	0.145955	0.041997	0.008606	0.007229	116.000000	2905.000000
OH, 04102	Mobile Home	0.000000	0.000000	0.000000	0.175000	0.450000	0.000000	0.316667	0.058333	0.000000	13.000000	240.000000
OH, 04102	Single-Family Attached	0.009271	0.019686	0.116516	0.296212	0.362138	0.180153	0.010988	0.005036	0.000000	356.000000	8737.000000
OH, 04102	Single-Family Detached	0.036511	0.115227	0.217305	0.288179	0.180825	0.074739	0.019979	0.009813	0.057421	3311.000000	62364.000000
OH, 04103	10 to 19 Unit	0.000000	0.000000	0.000000	0.046346	0.227317	0.237862	0.222903	0.265571	0.000000	122.000000	4078.000000
OH, 04103	2 Unit	0.014007	0.000000	0.043022	0.381191	0.014507	0.274637	0.090045	0.120060	0.062531	47.000000	1999.000000
OH, 04103	20 to 49 Unit	0.015244	0.000000	0.174797	0.046748	0.198679	0.215955	0.170732	0.177846	0.000000	64.000000	1968.000000
OH, 04103	3 or 4 Unit	0.005956	0.000000	0.068633	0.163783	0.411373	0.130743	0.106636	0.098837	0.014039	194.000000	7052.000000
OH, 04103	5 to 9 Unit	0.003611	0.002079	0.003174	0.130335	0.372620	0.291639	0.101663	0.094879	0.000000	305.000000	9138.000000
OH, 04103	50 or more Unit	0.000000	0.018558	0.004218	0.086883	0.148882	0.301561	0.246731	0.193167	0.000000	87.000000	2371.000000
OH, 04103	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.519313	0.260372	0.220315	0.000000	0.000000	9.000000	699.000000
OH, 04103	Single-Family Attached	0.000000	0.000000	0.000000	0.084337	0.340215	0.185572	0.251396	0.138481	0.000000	454.000000	13612.000000
OH, 04103	Single-Family Detached	0.004099	0.031491	0.044894	0.103175	0.320892	0.270823	0.166975	0.047445	0.010206	2945.000000	69765.000000
OH, 04104	10 to 19 Unit	0.053355	0.081027	0.114668	0.205824	0.333514	0.107434	0.053898	0.045578	0.004702	169.000000	5529.000000
OH, 04104	2 Unit	0.056926	0.110057	0.134996	0.166170	0.233397	0.100840	0.017349	0.065058	0.115207	135.000000	3689.000000
OH, 04104	20 to 49 Unit	0.008926	0.042314	0.112066	0.204959	0.080000	0.272397	0.116364	0.157025	0.005950	133.000000	3025.000000
OH, 04104	3 or 4 Unit	0.057713	0.145623	0.103251	0.189699	0.238524	0.146232	0.006088	0.031779	0.081091	348.000000	8213.000000
OH, 04104	5 to 9 Unit	0.003100	0.043546	0.084837	0.285654	0.290727	0.200676	0.050451	0.028467	0.012542	258.000000	7096.000000
OH, 04104	50 or more Unit	0.010973	0.034748	0.108998	0.256401	0.084492	0.154353	0.182516	0.167520	0.000000	127.000000	2734.000000
OH, 04104	Mobile Home	0.000000	0.000000	0.000000	0.000000	0.000000	0.057692	0.000000	0.000000	0.942308	8.000000	208.000000
OH, 04104	Single-Family Attached	0.008364	0.054720	0.072604	0.236943	0.292731	0.221194	0.072070	0.005339	0.036035	547.000000	11239.000000
OH, 04104	Single-Family Detached	0.061195	0.216537	0.178313	0.153510	0.141792	0.080452	0.033258	0.007041	0.127903	3246.000000	62211.000000
OH, 04105	10 to 19 Unit	0.032743	0.106638	0.134908	0.219717	0.054750	0.105922	0.109859	0.045983	0.189479	287.000000	5589.000000
OH, 04105	2 Unit	0.098852	0.135214	0.100512	0.074934	0.060694	0.027651	0.017558	0.000000	0.484585	323.000000	7233.000000
OH, 04105	20 to 49 Unit	0.012024	0.129301	0.086385	0.173326	0.086755	0.138180	0.182760	0.076212	0.115057	260.000000	5406.000000
OH, 04105	3 or 4 Unit	0.120746	0.109447	0.133622	0.146104	0.076600	0.049008	0.023781	0.024832	0.315859	392.000000	7611.000000
OH, 04105	5 to 9 Unit	0.032698	0.134664	0.218091	0.147092	0.084038	0.105226	0.045839	0.069981	0.162371	411.000000	9817.000000
OH, 04105	50 or more Unit	0.025214	0.046951	0.106571	0.084586	0.058005	0.076761	0.247423	0.231648	0.122842	371.000000	8051.000000
OH, 04105	Mobile Home	0.000000	0.134146	0.000000	0.000000	0.000000	0.402439	0.097561	0.000000	0.365854	10.000000	164.000000
OH, 04105	Single-Family Attached	0.084363	0.077226	0.019386	0.078078	0.094269	0.033021	0.063166	0.018215	0.532275	498.000000	9388.000000
OH, 04105	Single-Family Detached	0.116923	0.097739	0.072091	0.023753	0.046806	0.015913	0.018821	0.013577	0.594377	2142.000000	38521.000000
OH, 04106	10 to 19 Unit	0.003270	0.061853	0.259946	0.371662	0.090872	0.126975	0.031744	0.038420	0.015259	193.000000	7340.000000
OH, 04106	2 Unit	0.033795	0.163681	0.278705	0.293363	0.037459	0.042956	0.022598	0.018322	0.109121	166.000000	4912.000000
OH, 04106	20 to 49 Unit	0.024619	0.031067	0.191383	0.455451	0.125147	0.092907	0.042497	0.036928	0.000000	126.000000	3412.000000
OH, 04106	3 or 4 Unit	0.014883	0.122977	0.217232	0.210313	0.147520	0.123499	0.084987	0.000000	0.078590	260.000000	7660.000000
OH, 04106	5 to 9 Unit	0.011112	0.081015	0.176688	0.286075	0.117267	0.214438	0.077075	0.024903	0.011427	354.000000	12689.000000
OH, 04106	50 or more Unit	0.007373	0.044854	0.203687	0.356989	0.187404	0.116129	0.061751	0.016897	0.004916	163.000000	3255.000000
OH, 04106	Mobile Home	0.000000	0.000000	0.044346	0.660754	0.095344	0.000000	0.170732	0.000000	0.028825	40.000000	902.000000
OH, 04106	Single-Family Attached	0.085137	0.178077	0.088684	0.182157	0.112983	0.217808	0.056048	0.000000	0.079106	249.000000	5638.000000
OH, 04106	Single-Family Detached	0.088198	0.266311	0.203783	0.143762	0.056934	0.065355	0.074283	0.008470	0.092903	3945.000000	80988.000000
OH, 04107	10 to 19 Unit	0.116286	0.220022	0.147518	0.156721	0.117959	0.033463	0.054378	0.000000	0.153653	145.000000	3586.000000
OH, 04107	2 Unit	0.086590	0.239540	0.185441	0.103448	0.133640	0.069732	0.013487	0.021762	0.146360	283.000000	6525.000000
OH, 04107	20 to 49 Unit	0.162742	0.194139	0.166405	0.158556	0.012559	0.211931	0.017792	0.000000	0.075877	84.000000	1911.000000
OH, 04107	3 or 4 Unit	0.118566	0.260118	0.224067	0.072986	0.146660	0.050884	0.029862	0.005305	0.091552	458.000000	10180.000000
OH, 04107	5 to 9 Unit	0.043691	0.111012	0.149354	0.204414	0.174543	0.079135	0.074900	0.029648	0.133304	195.000000	4486.000000
OH, 04107	50 or more Unit	0.098622	0.038329	0.177433	0.225668	0.105082	0.163221	0.070198	0.033161	0.088286	130.000000	2322.000000
OH, 04107	Mobile Home	0.000000	0.357834	0.008704	0.256286	0.136364	0.008704	0.222437	0.000000	0.009671	37.000000	1034.000000
OH, 04107	Single-Family Attached	0.171745	0.187258	0.150277	0.151524	0.021468	0.025623	0.015512	0.000000	0.276593	374.000000	7220.000000
OH, 04107	Single-Family Detached	0.109727	0.332054	0.151087	0.038747	0.015055	0.010793	0.015153	0.002939	0.324445	3755.000000	61243.000000
OH, 04108	10 to 19 Unit	0.007531	0.007217	0.195639	0.242391	0.202698	0.208346	0.079385	0.050832	0.005962	170.000000	6374.000000
OH, 04108	2 Unit	0.000000	0.025099	0.207224	0.199265	0.344353	0.202632	0.002755	0.006734	0.011938	84.000000	3267.000000
OH, 04108	20 to 49 Unit	0.000000	0.000000	0.156131	0.282554	0.156764	0.125158	0.213021	0.066372	0.000000	56.000000	1582.000000
OH, 04108	3 or 4 Unit	0.008956	0.011168	0.156043	0.303129	0.190286	0.135181	0.135708	0.040565	0.018965	273.000000	9491.000000
OH, 04108	5 to 9 Unit	0.009625	0.033853	0.093462	0.382542	0.109459	0.186193	0.113906	0.061201	0.009758	352.000000	15065.000000
OH, 04108	50 or more Unit	0.000000	0.074689	0.032273	0.238820	0.125403	0.175657	0.229599	0.123559	0.000000	79.000000	2169.000000
OH, 04108	Mobile Home	0.000000	0.000000	0.039400	0.082552	0.555347	0.225141	0.097561	0.000000	0.000000	25.000000	1066.000000
OH, 04108	Single-Family Attached	0.000000	0.021586	0.071952	0.196669	0.155363	0.223051	0.326582	0.000000	0.004797	222.000000	7505.000000
