Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	2000-09s	0.247368	0.259922	0.246355	0.246355	5952.980307
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	<1940	0.503239	0.197467	0.149638	0.149656	10887.061580
MA_Boston-Logan.Intl.AP.725090	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	879.654837
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	1940-59s	0.492876	0.169041	0.169041	0.169041	783.534792
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	1960-79s	0.793436	0.074738	0.065913	0.065913	4773.977304
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	1980-99s	0.638316	0.126543	0.117571	0.117571	3603.099783
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	2000-09s	0.398850	0.232847	0.184152	0.184152	835.797288
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	<1940	0.583422	0.143434	0.129152	0.143992	1519.992264
MA_Worcester.Rgnl.AP.725095	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	269.866048
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	1940-59s	0.432237	0.189515	0.189237	0.189011	10867.278220
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	1960-79s	0.808729	0.078131	0.037089	0.076051	54831.801530
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	1980-99s	0.538949	0.143554	0.181583	0.135914	50749.183010
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	2000-09s	0.297305	0.237111	0.232792	0.232792	14692.086480
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	<1940	0.343385	0.218872	0.218872	0.218872	3273.692027
MD_Baltimore-Washington.Intl.AP.724060	10 to 19 Unit	2010s	0.266807	0.244398	0.244398	0.244398	1888.143869
ME_Caribou.Muni.AP.727120	10 to 19 Unit	1940-59s	0.380678	0.206441	0.206441	0.206441	76.122991
ME_Caribou.Muni.AP.727120	10 to 19 Unit	1960-79s	0.755346	0.081551	0.081551	0.081551	167.788213
ME_Caribou.Muni.AP.727120	10 to 19 Unit	1980-99s	0.298019	0.295140	0.203421	0.203421	196.396408
ME_Caribou.Muni.AP.727120	10 to 19 Unit	2000-09s	0.255665	0.248191	0.248072	0.248072	40.331987
ME_Caribou.Muni.AP.727120	10 to 19 Unit	<1940	0.839661	0.053446	0.053446	0.053446	55.177726
ME_Caribou.Muni.AP.727120	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	34.633992
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	1940-59s	0.321832	0.226056	0.226056	0.226056	445.979069
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	1960-79s	0.810222	0.067100	0.061339	0.061339	2003.941793
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	1980-99s	0.501327	0.213646	0.142514	0.142514	2303.331248
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	2000-09s	0.376665	0.239057	0.192139	0.192139	630.964900
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	<1940	0.646132	0.114817	0.114817	0.124234	1346.090955
ME_Portland.Intl.Jetport.726060	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	205.203984
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	1940-59s	0.284618	0.241326	0.237028	0.237028	2.629649
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	1960-79s	0.995864	0.001379	0.001379	0.001379	151.058029
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	1980-99s	0.812675	0.062442	0.062442	0.062442	310.563555
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	2000-09s	0.824536	0.058488	0.058488	0.058488	13.321908
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	<1940	0.340319	0.219894	0.219894	0.219894	18.622148
MI_Alpena.County.Rgnl.AP.726390	10 to 19 Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
MI_Detroit.Metro.AP.725370	10 to 19 Unit	1940-59s	0.629689	0.135734	0.117289	0.117289	3903.476252
MI_Detroit.Metro.AP.725370	10 to 19 Unit	1960-79s	0.937705	0.020765	0.020765	0.020765	22006.876900
MI_Detroit.Metro.AP.725370	10 to 19 Unit	1980-99s	0.864679	0.066569	0.034376	0.034376	19809.290830
MI_Detroit.Metro.AP.725370	10 to 19 Unit	2000-09s	0.289656	0.403193	0.153576	0.153576	5103.743297
MI_Detroit.Metro.AP.725370	10 to 19 Unit	<1940	0.440122	0.238378	0.160750	0.160750	1736.659726
MI_Detroit.Metro.AP.725370	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	243.846904
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	1940-59s	0.437295	0.198254	0.182225	0.182225	1083.974309
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	1960-79s	0.790713	0.069762	0.069762	0.069762	8970.170525
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	1980-99s	0.684661	0.118488	0.098425	0.098425	7086.768439
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	2000-09s	0.364564	0.283525	0.175955	0.175955	2264.229998
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	<1940	0.397546	0.222800	0.189827	0.189827	350.403482
MI_Flint-Bishop.Intl.AP.726370	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	211.144321
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	1940-59s	0.290568	0.241721	0.233855	0.233855	825.001112
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	1960-79s	0.607595	0.130058	0.132290	0.130058	8219.807801
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	1980-99s	0.603933	0.132022	0.132022	0.132022	11456.121750
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	2000-09s	0.462243	0.179252	0.179252	0.179252	2693.881764
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	<1940	0.267648	0.244117	0.244117	0.244117	457.208358
MI_Grand.Rapids-Kent.County.Intl.AP.726350	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	278.115101
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	1940-59s	0.422155	0.222215	0.177815	0.177815	41.040162
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	1960-79s	0.920910	0.026363	0.026363	0.026363	295.740145
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	1980-99s	0.926868	0.024377	0.024377	0.024377	517.215893
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	2000-09s	0.817747	0.060751	0.060751	0.060751	148.359884
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	<1940	0.392635	0.202455	0.202455	0.202455	29.916804
MI_Houghton-Lake.Roscommon.County.AP.726380	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	21.369053
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	1940-59s	0.281896	0.242153	0.237976	0.237976	1050.719714
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	1960-79s	0.488317	0.170561	0.170561	0.170561	5763.493043
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	1980-99s	0.445484	0.184842	0.184837	0.184837	6347.349371
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	2000-09s	0.388404	0.204001	0.203798	0.203798	2510.196879
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	<1940	0.281846	0.240409	0.238872	0.238872	411.413212
MI_Lansing-Capital.City.AP.725390	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	252.584451
MI_Muskegon.County.AP.726360	10 to 19 Unit	1940-59s	0.262101	0.262043	0.237928	0.237928	191.744842
MI_Muskegon.County.AP.726360	10 to 19 Unit	1960-79s	0.412974	0.193219	0.200588	0.193219	1225.681591
MI_Muskegon.County.AP.726360	10 to 19 Unit	1980-99s	0.617608	0.127464	0.127464	0.127464	1451.198196
MI_Muskegon.County.AP.726360	10 to 19 Unit	2000-09s	0.302863	0.232379	0.232379	0.232379	739.327938
MI_Muskegon.County.AP.726360	10 to 19 Unit	<1940	0.301500	0.232833	0.232833	0.232833	140.868514
MI_Muskegon.County.AP.726360	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	116.241300
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	1940-59s	0.351490	0.220997	0.213756	0.213756	28.361437
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	1960-79s	0.919331	0.026890	0.026890	0.026890	174.112880
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	1980-99s	0.842430	0.052523	0.052523	0.052523	300.587384
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	2000-09s	0.809889	0.063370	0.063370	0.063370	113.575192
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	<1940	0.380808	0.206397	0.206397	0.206397	56.292792
MI_Sault.Ste.Marie-Sanderson.Field.727340	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	8.858102
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	1940-59s	0.630784	0.153719	0.107748	0.107748	134.402501
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	1960-79s	0.911527	0.029491	0.029491	0.029491	511.606778
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	1980-99s	0.815944	0.061352	0.061352	0.061352	934.645880
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	2000-09s	0.628259	0.123914	0.123914	0.123914	389.666936
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	<1940	0.425821	0.191393	0.191393	0.191393	75.443515
MI_Traverse.City-Cherry.Capital.AP.726387	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	10.427201
MN_Duluth.Intl.AP.727450	10 to 19 Unit	1940-59s	0.307695	0.231680	0.230313	0.230313	203.984895
MN_Duluth.Intl.AP.727450	10 to 19 Unit	1960-79s	0.526731	0.157756	0.157756	0.157756	1318.659992
MN_Duluth.Intl.AP.727450	10 to 19 Unit	1980-99s	0.565839	0.144720	0.144720	0.144720	1389.244402
MN_Duluth.Intl.AP.727450	10 to 19 Unit	2000-09s	0.349704	0.216765	0.216765	0.216765	468.152735
MN_Duluth.Intl.AP.727450	10 to 19 Unit	<1940	0.299120	0.233627	0.233627	0.233627	322.869497
MN_Duluth.Intl.AP.727450	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	17.886589
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	1940-59s	0.352347	0.215884	0.215884	0.215884	33.770586
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	1960-79s	0.870515	0.043162	0.043162	0.043162	189.266196
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	1980-99s	0.780540	0.073153	0.073153	0.073153	297.046911
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	2000-09s	0.693613	0.102129	0.102129	0.102129	137.355903
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	<1940	0.391203	0.202932	0.202932	0.202932	28.985327
MN_International.Falls.Intl.AP.727470	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	26.329355
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	1940-59s	0.373630	0.208976	0.208697	0.208697	4420.558382
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	1960-79s	0.794943	0.068352	0.068352	0.068352	19986.744410
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	1980-99s	0.455427	0.181524	0.181524	0.181524	11637.050460
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	2000-09s	0.310966	0.229678	0.229678	0.229678	2947.084054
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	<1940	0.576488	0.141171	0.141171	0.141171	4185.672795
MN_Minneapolis-St.Paul.Intl.AP.726580	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	396.256697
MN_Rochester.Intl.AP.726440	10 to 19 Unit	1940-59s	0.454401	0.181866	0.181866	0.181866	200.096194
MN_Rochester.Intl.AP.726440	10 to 19 Unit	1960-79s	0.906659	0.031114	0.031114	0.031114	1132.406661
MN_Rochester.Intl.AP.726440	10 to 19 Unit	1980-99s	0.858340	0.047220	0.047220	0.047220	1235.904047
MN_Rochester.Intl.AP.726440	10 to 19 Unit	2000-09s	0.535093	0.155676	0.154615	0.154615	326.344705
MN_Rochester.Intl.AP.726440	10 to 19 Unit	<1940	0.387228	0.204257	0.204257	0.204257	102.795472
MN_Rochester.Intl.AP.726440	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	13.234167
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	1940-59s	0.371612	0.210511	0.208938	0.208938	278.390667
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	1960-79s	0.812937	0.062354	0.062354	0.062354	2737.596483
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	1980-99s	0.736256	0.087915	0.087915	0.087915	4783.175062
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	2000-09s	0.527045	0.158983	0.156986	0.156986	794.452809
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	<1940	0.414542	0.195153	0.195153	0.195153	201.926414
MN_St.Cloud.Muni.AP.726550	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	121.000800
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	1940-59s	0.540393	0.153202	0.153202	0.153202	163.717797
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	1960-79s	0.837979	0.054550	0.053735	0.053735	1796.202406
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	1980-99s	0.783752	0.072098	0.072075	0.072075	2756.613513
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	2000-09s	0.691221	0.103836	0.102471	0.102471	1485.356118
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	<1940	0.314901	0.228366	0.228366	0.228366	125.485804
MO_Columbia.Rgnl.AP.724450	10 to 19 Unit	2010s	0.250346	0.249885	0.249885	0.249885	260.410946
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	1940-59s	0.256160	0.247947	0.247947	0.247947	1529.999426
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	1960-79s	0.682532	0.179772	0.068848	0.068848	10680.146100
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	1980-99s	0.599651	0.133450	0.133450	0.133450	13313.542730
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	2000-09s	0.408007	0.197331	0.197331	0.197331	5512.521933
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	<1940	0.276754	0.241082	0.241082	0.241082	706.921952
MO_Kansas.City.Intl.AP.724460	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	667.914647
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	1940-59s	0.360236	0.213255	0.213255	0.213255	258.185536
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	1960-79s	0.938537	0.024704	0.018379	0.018379	2489.700878
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	1980-99s	0.857076	0.063344	0.037515	0.042065	9362.965977
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	2000-09s	0.837381	0.054647	0.053986	0.053986	5158.368791
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	<1940	0.501946	0.166018	0.166018	0.166018	139.329525
MO_Springfield.Rgnl.AP.724400	10 to 19 Unit	2010s	0.375459	0.208180	0.208180	0.208180	486.797863
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	1940-59s	0.269536	0.246301	0.242081	0.242081	1938.661442
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	1960-79s	0.580949	0.151291	0.133880	0.133880	12300.334020
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	1980-99s	0.497003	0.167676	0.167661	0.167661	14253.593420
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	2000-09s	0.288840	0.237053	0.237053	0.237053	3914.416886
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	<1940	0.495855	0.168048	0.168048	0.168048	1376.004198
MO_St.Louis-Lambert.Intl.AP.724340	10 to 19 Unit	2010s	0.250794	0.249735	0.249735	0.249735	613.954643
MS_Jackson.Intl.AP.722350	10 to 19 Unit	1940-59s	0.565163	0.165129	0.134854	0.134854	180.528652
MS_Jackson.Intl.AP.722350	10 to 19 Unit	1960-79s	0.544843	0.151757	0.151700	0.151700	2863.445076
MS_Jackson.Intl.AP.722350	10 to 19 Unit	1980-99s	0.372242	0.213195	0.206689	0.207873	3209.284407
MS_Jackson.Intl.AP.722350	10 to 19 Unit	2000-09s	0.328851	0.229437	0.220856	0.220856	1024.724545
MS_Jackson.Intl.AP.722350	10 to 19 Unit	<1940	0.251845	0.249385	0.249385	0.249385	40.230891
MS_Jackson.Intl.AP.722350	10 to 19 Unit	2010s	0.261906	0.246031	0.246031	0.246031	154.005259
MS_Meridian-Key.Field.722340	10 to 19 Unit	1940-59s	0.753128	0.157648	0.044612	0.044612	150.864106
MS_Meridian-Key.Field.722340	10 to 19 Unit	1960-79s	0.953756	0.015545	0.015349	0.015349	524.257113
MS_Meridian-Key.Field.722340	10 to 19 Unit	1980-99s	0.944556	0.041841	0.003108	0.010494	1097.965331
MS_Meridian-Key.Field.722340	10 to 19 Unit	2000-09s	0.918106	0.078508	0.001693	0.001693	672.092118
MS_Meridian-Key.Field.722340	10 to 19 Unit	<1940	0.290848	0.236384	0.236384	0.236384	24.161835
MS_Meridian-Key.Field.722340	10 to 19 Unit	2010s	0.578613	0.140462	0.140462	0.140462	211.360401
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	1940-59s	0.926489	0.024504	0.024504	0.024504	46.967371
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	1960-79s	0.910991	0.044127	0.022441	0.022441	303.924071
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	1980-99s	0.828623	0.084373	0.043502	0.043502	366.755783
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	2000-09s	0.917808	0.053991	0.014100	0.014100	202.098724
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	<1940	0.833909	0.055364	0.055364	0.055364	97.071021
MT_Billings-Logan.Intl.AP.726770	10 to 19 Unit	2010s	0.270283	0.243239	0.243239	0.243239	82.292418
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	1940-59s	0.731903	0.089366	0.089366	0.089366	20.079111
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	1960-79s	0.963970	0.031489	0.002271	0.002271	124.037705
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	1980-99s	0.861637	0.061040	0.038662	0.038662	97.007243
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	2000-09s	0.877456	0.049897	0.036324	0.036324	4.652365
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	<1940	0.678266	0.107245	0.107245	0.107245	7.012995
MT_Cut.Bank.Muni.AP.727796	10 to 19 Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	1940-59s	0.946023	0.017992	0.017992	0.017992	34.683112
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	1960-79s	0.689167	0.121417	0.094708	0.094708	85.193801
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	1980-99s	0.958978	0.021912	0.009555	0.009555	28.231522
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	2000-09s	0.521450	0.159873	0.159338	0.159338	24.295628
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	<1940	0.659753	0.113416	0.113416	0.113416	11.111629
MT_Glasgow.Intl.AP.727680	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	3.872820
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	1940-59s	0.903204	0.032265	0.032265	0.032265	109.262555
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	1960-79s	0.932772	0.031585	0.017822	0.017822	641.798368
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	1980-99s	0.870537	0.058324	0.035569	0.035569	185.852591
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	2000-09s	0.927287	0.041713	0.015500	0.015500	66.949113
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	<1940	0.670073	0.109976	0.109976	0.109976	92.771178
MT_Great.Falls.Intl.AP.727750	10 to 19 Unit	2010s	0.476800	0.174400	0.174400	0.174400	46.674761
MT_Helena.Rgnl.AP.727720	10 to 19 Unit	1940-59s	0.945820	0.018060	0.018060	0.018060	295.862155
MT_Helena.Rgnl.AP.727720	10 to 19 Unit	1960-79s	0.916561	0.037691	0.022874	0.022874	451.492216
MT_Helena.Rgnl.AP.727720	10 to 19 Unit	1980-99s	0.964112	0.022447	0.006721	0.006721	456.819515
MT_Helena.Rgnl.AP.727720	10 to 19 Unit	2000-09s	0.815895	0.071567	0.056269	0.056269	461.528347
MT_Helena.Rgnl.AP.727720	10 to 19 Unit	<1940	0.723305	0.092232	0.092232	0.092232	194.271457
MT_Helena.Rgnl.AP.727720	10 to 19 Unit	2010s	0.250466	0.249845	0.249845	0.249845	100.402524
MT_Kalispell-Glacier.Park.Intl.AP.727790	10 to 19 Unit	1940-59s	0.802486	0.065838	0.065838	0.065838	39.752130
MT_Kalispell-Glacier.Park.Intl.AP.727790	10 to 19 Unit	1960-79s	0.901375	0.061170	0.018728	0.018728	87.929392
MT_Kalispell-Glacier.Park.Intl.AP.727790	10 to 19 Unit	1980-99s	0.798201	0.102240	0.049779	0.049779	235.259573
MT_Kalispell-Glacier.Park.Intl.AP.727790	10 to 19 Unit	2000-09s	0.951114	0.017512	0.015687	0.015687	155.566771
MT_Kalispell-Glacier.Park.Intl.AP.727790	10 to 19 Unit	<1940	0.669791	0.110070	0.110070	0.110070	42.998121
MT_Kalispell-Glacier.Park.Intl.AP.727790	10 to 19 Unit	2010s	0.335933	0.221356	0.221356	0.221356	5.766519
MT_Lewistown.Muni.AP.726776	10 to 19 Unit	1940-59s	0.915319	0.028227	0.028227	0.028227	18.449129
MT_Lewistown.Muni.AP.726776	10 to 19 Unit	1960-79s	0.923893	0.033954	0.021077	0.021077	216.811053
MT_Lewistown.Muni.AP.726776	10 to 19 Unit	1980-99s	0.843420	0.064710	0.045935	0.045935	16.449177
MT_Lewistown.Muni.AP.726776	10 to 19 Unit	2000-09s	0.911173	0.046490	0.021168	0.021168	7.699691
MT_Lewistown.Muni.AP.726776	10 to 19 Unit	<1940	0.508178	0.163941	0.163941	0.163941	37.867158
MT_Lewistown.Muni.AP.726776	10 to 19 Unit	2010s	0.329946	0.223351	0.223351	0.223351	16.114183
MT_Miles.City.Muni.AP.742300	10 to 19 Unit	1940-59s	0.929642	0.023453	0.023453	0.023453	42.819602
MT_Miles.City.Muni.AP.742300	10 to 19 Unit	1960-79s	0.798822	0.073118	0.064030	0.064030	82.005779
MT_Miles.City.Muni.AP.742300	10 to 19 Unit	1980-99s	0.922268	0.031769	0.022981	0.022981	56.300430
MT_Miles.City.Muni.AP.742300	10 to 19 Unit	2000-09s	0.397487	0.204526	0.198994	0.198994	20.261722
MT_Miles.City.Muni.AP.742300	10 to 19 Unit	<1940	0.800276	0.066575	0.066575	0.066575	19.504039
MT_Miles.City.Muni.AP.742300	10 to 19 Unit	2010s	0.250000	0.250000	0.250000	0.250000	8.566903
MT_Missoula.Intl.AP.727730	10 to 19 Unit	1940-59s	0.848894	0.050369	0.050369	0.050369	42.108884
MT_Missoula.Intl.AP.727730	10 to 19 Unit	1960-79s	0.911495	0.052425	0.018040	0.018040	420.450721
MT_Missoula.Intl.AP.727730	10 to 19 Unit	1980-99s	0.965132	0.022076	0.006396	0.006396	667.304907
MT_Missoula.Intl.AP.727730	10 to 19 Unit	2000-09s	0.971189	0.016891	0.005960	0.005960	605.353903
MT_Missoula.Intl.AP.727730	10 to 19 Unit	<1940	0.701252	0.099583	0.099583	0.099583	156.641247
MT_Missoula.Intl.AP.727730	10 to 19 Unit	2010s	0.332399	0.222534	0.222534	0.222534	35.380498
NC_Asheville.Rgnl.AP.723150	10 to 19 Unit	1940-59s	0.608980	0.207211	0.091905	0.091905	108.826415
NC_Asheville.Rgnl.AP.723150	10 to 19 Unit	1960-79s	0.876512	0.046515	0.038486	0.038486	589.013619
NC_Asheville.Rgnl.AP.723150	10 to 19 Unit	1980-99s	0.918614	0.046577	0.016032	0.018777	1714.399388
NC_Asheville.Rgnl.AP.723150	10 to 19 Unit	2000-09s	0.826385	0.106820	0.033398	0.033398	1203.920773
NC_Asheville.Rgnl.AP.723150	10 to 19 Unit	<1940	0.296892	0.234369	0.234369	0.234369	172.300740
NC_Asheville.Rgnl.AP.723150	10 to 19 Unit	2010s	0.351804	0.216065	0.216065	0.216065	356.299870
NC_Cape.Hatteras.723040	10 to 19 Unit	1940-59s	0.535623	0.227029	0.118674	0.118674	6.954496
NC_Cape.Hatteras.723040	10 to 19 Unit	1960-79s	0.905870	0.041732	0.026199	0.026199	116.376451
NC_Cape.Hatteras.723040	10 to 19 Unit	1980-99s	0.819082	0.082510	0.047857	0.050551	209.131112
NC_Cape.Hatteras.723040	10 to 19 Unit	2000-09s	0.899453	0.056258	0.022144	0.022144	78.420273
NC_Cape.Hatteras.723040	10 to 19 Unit	<1940	0.250017	0.249994	0.249994	0.249994	6.138909
NC_Cape.Hatteras.723040	10 to 19 Unit	2010s	0.904618	0.031794	0.031794	0.031794	25.565955
NC_Charlotte-Douglas.Intl.AP.723140	10 to 19 Unit	1940-59s	0.770746	0.115406	0.056924	0.056924	702.696875
NC_Charlotte-Douglas.Intl.AP.723140	10 to 19 Unit	1960-79s	0.946165	0.024988	0.014424	0.014424	6687.177949
NC_Charlotte-Douglas.Intl.AP.723140	10 to 19 Unit	1980-99s	0.925005	0.050662	0.010225	0.014108	24291.837490
NC_Charlotte-Douglas.Intl.AP.723140	10 to 19 Unit	2000-09s	0.865660	0.085471	0.024434	0.024434	10400.224640
NC_Charlotte-Douglas.Intl.AP.723140	10 to 19 Unit	<1940	0.412335	0.195888	0.195888	0.195888	257.793132
NC_Charlotte-Douglas.Intl.AP.723140	10 to 19 Unit	2010s	0.411015	0.196328	0.196328	0.196328	1563.296746
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	10 to 19 Unit	1940-59s	0.587443	0.159412	0.126572	0.126572	814.528061
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	10 to 19 Unit	1960-79s	0.535545	0.155041	0.154707	0.154707	7585.641344
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	10 to 19 Unit	1980-99s	0.818842	0.060758	0.059886	0.060513	15598.082430
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	10 to 19 Unit	2000-09s	0.373388	0.212376	0.207118	0.207118	6043.660159
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	10 to 19 Unit	<1940	0.303558	0.232147	0.232147	0.232147	288.059961
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	10 to 19 Unit	2010s	0.260630	0.246457	0.246457	0.246457	585.979028
