Dependency=County Name	Option=Single-Family Detached	Option=Single-Family Attached	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home
"Calhoun County, TX"	0.733040466	0.005575737	0.012925572	0.042155952	0.007941201	0.011996283	0.009123933	0.010391146	0.166849709
"Callahan County, TX"	0.70709658	0.005574808	0.014163025	0.005725478	0.001808046	0.002561398	0.000452011	0	0.262618653
"Cameron County, TX"	0.641187226	0.023952338	0.037291429	0.049085426	0.040921389	0.024026557	0.025895514	0.036495267	0.121144854
"Camp County, TX"	0.689113747	0.01482903	0.028087927	0.030704815	0.007327285	0	0.007501745	0.002616888	0.219818562
"Carson County, TX"	0.851652299	0	0.002514368	0.003591954	0.001077586	0.006106322	0	0.003951149	0.131106322
"Cass County, TX"	0.708494208	0.009583563	0.020959735	0.038127413	0.004412576	0.001103144	0.004550469	0.005377827	0.207391065
"Castro County, TX"	0.821327461	0.002516515	0.024850582	0.033343819	0.005033029	0.017301038	0.001572822	0.000314564	0.09374017
"Chambers County, TX"	0.74817298	0.010727456	0.001676165	0.001542072	0.024606101	0.011263828	0.007978545	0.010258129	0.183774723
"Cherokee County, TX"	0.719280011	0.015779279	0.024188595	0.009826617	0.016771389	0.006614069	0.005291255	0.007275476	0.194973308
"Childress County, TX"	0.703880191	0.041184479	0.021102791	0.052076242	0.019741321	0.037780803	0.016678012	0.01701838	0.090537781
"Clay County, TX"	0.775278739	0.012110727	0.013456363	0.006343714	0	0.001922338	0	0.00153787	0.18935025
"Cochran County, TX"	0.840323767	0.005886681	0.019131714	0.002943341	0.00147167	0.005150846	0	0	0.125091979
"Coke County, TX"	0.682510212	0.01448199	0.022279985	0	0.008911994	0.005569996	0.004455997	0	0.261789825
"Coleman County, TX"	0.786114627	0.00198879	0.028023865	0.015367926	0	0.007231965	0.000542397	0.012294341	0.148436088
"Collin County, TX"	0.69563594	0.025348237	0.006494346	0.019541838	0.053518824	0.072252177	0.04517819	0.063767485	0.018262961
"Collingsworth County, TX"	0.891801075	0.005376344	0.029569892	0.01344086	0	0.007392473	0	0	0.052419355
"Colorado County, TX"	0.768586486	0.010257858	0.007905138	0.005646527	0.01402221	0.012892904	0.004893657	0.007622812	0.168172407
"Comal County, TX"	0.734485584	0.013596066	0.019928481	0.016501527	0.018661998	0.031047456	0.027490129	0.020468599	0.117820159
"Comanche County, TX"	0.720251951	0.006161851	0.008489662	0.006572641	0.003697111	0.008626592	0.004518691	0.00054772	0.241133781
"Concho County, TX"	0.787014563	0.009708738	0.013956311	0.009708738	0.004247573	0.001820388	0	0.002427184	0.171116505
"Cooke County, TX"	0.785744035	0.010352829	0.020408163	0.019694175	0.010709823	0.006247397	0.009995835	0.004759921	0.132087821
"Coryell County, TX"	0.685242165	0.086875594	0.061386515	0.039962013	0.02339981	0.024273504	0.013447293	0.007369421	0.058043685
"Cottle County, TX"	0.808490566	0.013207547	0.087735849	0.031132075	0.027358491	0	0	0	0.032075472
"Crane County, TX"	0.756287425	0	0.025149701	0.004790419	0.005389222	0.005988024	0	0	0.20239521
"Crockett County, TX"	0.822209759	0.01121705	0	0.026360067	0.048794167	0.010095345	0	0	0.081323612
"Crosby County, TX"	0.857192254	0.010027663	0.041493776	0.024896266	0.004149378	0.000691563	0.000691563	0.002766252	0.058091286
"Culberson County, TX"	0.691176471	0.017647059	0.061764706	0	0	0.017647059	0	0.018627451	0.193137255
"Dallam County, TX"	0.691834643	0.007516228	0.03040656	0.024598565	0.027331739	0.015032456	0.002391527	0.008541168	0.192347113
"Dallas County, TX"	0.544123286	0.036581729	0.013502574	0.04288462	0.087509054	0.102006821	0.061362147	0.096518548	0.015511221
"Dawson County, TX"	0.874276899	0.003278056	0.008291554	0.00732742	0.026031624	0	0.007134593	0.004435017	0.069224836
"Deaf Smith County, TX"	0.774893617	0.014184397	0.021843972	0.030070922	0.03177305	0.034609929	0.006099291	0.009078014	0.077446809
"Delta County, TX"	0.811160534	0.005256773	0.013748484	0.041245451	0.009704812	0.00283057	0.002021836	0.002021836	0.112009705
"Denton County, TX"	0.683959521	0.019200264	0.006561811	0.02487088	0.05182695	0.074282313	0.061444287	0.038988924	0.038865051
"DeWitt County, TX"	0.79273992	0.002608412	0.02293229	0.004021302	0.006303663	0.000652103	0.00565156	0.001847625	0.163243126
"Dickens County, TX"	0.888317414	0.005878031	0.005143277	0	0	0.001469508	0	0	0.099191771
"Dimmit County, TX"	0.705574516	0.007281001	0.037315131	0.022525597	0.003185438	0	0.020932878	0.004778157	0.198407281
"Donley County, TX"	0.707692308	0.013519814	0.031235431	0.009324009	0.005128205	0.006060606	0.003263403	0	0.223776224
"Duval County, TX"	0.816633805	0.001792436	0.01649041	0.013981	0.011830077	0.002330167	0.002867897	0	0.134074207
"Eastland County, TX"	0.721475857	0.008274922	0.019470405	0.027550623	0.011682243	0.005257009	0.005743769	0.006327882	0.19421729
"Ector County, TX"	0.61776055	0.022117375	0.007857719	0.015943452	0.057178939	0.063177465	0.024993861	0.029098116	0.161872523
"Edwards County, TX"	0.723214286	0	0.005357143	0.00297619	0	0	0	0	0.268452381
"Ellis County, TX"	0.761503277	0.014677772	0.015343392	0.025651966	0.024508465	0.021897187	0.010445112	0.01619675	0.109776079
"El Paso County, TX"	0.672957711	0.025975997	0.027745677	0.049906342	0.056543502	0.056553851	0.02304378	0.030001759	0.057271382
"Erath County, TX"	0.638336347	0.013392857	0.019043852	0.023564647	0.018591772	0.034866637	0.039387432	0.027237794	0.185578662
"Falls County, TX"	0.787107609	0.004133833	0.012272316	0.003229557	0.006975843	0.025319726	0.018473065	0.009042759	0.133445291
"Fannin County, TX"	0.764500593	0.004536888	0.02477839	0.023382425	0.016472395	0.007119425	0.007817408	0.003210721	0.148181755
"Fayette County, TX"	0.805942299	0.008468494	0.015071049	0.003444811	0.005741352	0.007033156	0.009186163	0.002942443	0.142170231
"Fisher County, TX"	0.856557377	0.009107468	0.061930783	0.004098361	0.008196721	0.007285974	0	0	0.052823315
"Floyd County, TX"	0.888515782	0.006380121	0.022162525	0.013767629	0	0.013096038	0.0080591	0.002014775	0.04600403
"Foard County, TX"	0.793103448	0.006674082	0.04894327	0.026696329	0	0	0	0	0.12458287
"Fort Bend County, TX"	0.842669417	0.021865733	0.002884052	0.004946534	0.018844753	0.037514067	0.016606832	0.022905532	0.03176308
"Franklin County, TX"	0.822660944	0.002575107	0.007381974	0.018369099	0.0072103	0.00583691	0	0.004978541	0.130987124
"Freestone County, TX"	0.659776239	0.003729355	0.014384656	0.019392648	0.008950453	0.003835908	0.000745871	0	0.289184869
"Frio County, TX"	0.681091093	0.012291632	0.015154066	0.014985688	0.013470281	0	0.00791379	0.006398384	0.248695067
"Gaines County, TX"	0.710522214	0.004520655	0.020265004	0.020265004	0.001714731	0	0.008261886	0	0.234450507
"Galveston County, TX"	0.713569996	0.016324807	0.025627133	0.023347289	0.037145973	0.051782008	0.032100763	0.047384161	0.052717869
"Garza County, TX"	0.812527964	0.003131991	0.027293065	0	0	0	0.0049217	0	0.15212528
"Gillespie County, TX"	0.771020502	0.009291254	0.005682254	0.035706059	0.014052062	0.009751977	0.009060892	0.007832297	0.137602703
"Glasscock County, TX"	0.908765653	0.01431127	0	0	0	0	0	0	0.076923077
"Goliad County, TX"	0.786627597	0.005594033	0.021576985	0.008524241	0.002397443	0.001864678	0	0	0.173415024
"Gonzales County, TX"	0.644336861	0.010358027	0.032087368	0.03569016	0.004390903	0.006755235	0.012272011	0.002702094	0.251407341
"Gray County, TX"	0.826004775	0.008356546	0.017707919	0.026462396	0.007063271	0.017608436	0.010545165	0.016016713	0.070234779
"Grayson County, TX"	0.734218241	0.012508876	0.030716848	0.024999545	0.041951166	0.025181625	0.016569254	0.015294696	0.098559749
"Gregg County, TX"	0.645248254	0.019142746	0.049321179	0.049282389	0.040690458	0.047595035	0.024340574	0.027404965	0.096974399
"Grimes County, TX"	0.681361106	0.00395044	0.024600467	0.014993715	0.008260011	0.002693482	0.001256958	0.00592566	0.256958161
"Guadalupe County, TX"	0.750385899	0.00874107	0.014771871	0.020030872	0.022346268	0.017769322	0.012923143	0.006712855	0.146318699
"Hale County, TX"	0.787039106	0.013258845	0.021452514	0.05273743	0.0141527	0.015716946	0.014301676	0.006629423	0.074711359
"Hall County, TX"	0.882597403	0.00987013	0.016623377	0.034805195	0.009350649	0.003116883	0	0	0.043636364
"Hamilton County, TX"	0.870337867	0.005484862	0.021500658	0.011408513	0.005484862	0.006143045	0.003290917	0	0.076349276
"Hansford County, TX"	0.806341045	0.014567266	0.050985433	0.009854327	0.016709512	0.00428449	0.008140531	0	0.089117395
"Hardeman County, TX"	0.816272966	0.010061242	0.038495188	0.010936133	0.003062117	0	0.009186352	0.000437445	0.111548556
"Hardin County, TX"	0.65928393	0.008617818	0.007243963	0.007452123	0.022939217	0.017235637	0.006452956	0.005412157	0.265362198
"Harris County, TX"	0.575277366	0.041075866	0.012344109	0.029571147	0.057619259	0.11041567	0.053547138	0.094075271	0.026074174
"Harrison County, TX"	0.691338416	0.008823945	0.019977411	0.024424679	0.015530143	0.006035578	0.005964987	0.001694197	0.226210645
"Hartley County, TX"	0.734351145	0.001526718	0.003053435	0.030534351	0.029007634	0.017811705	0.005597964	0	0.178117048
"Haskell County, TX"	0.794946268	0.005518443	0.019459773	0.007841998	0.008132443	0	0	0.002033111	0.162067964
"Hays County, TX"	0.644389	0.025113502	0.016755968	0.029789903	0.053090106	0.067855536	0.037765689	0.034030022	0.091210274
"Hemphill County, TX"	0.67089372	0.005434783	0.082729469	0	0	0.024154589	0.025966184	0.006038647	0.184782609
"Henderson County, TX"	0.662280162	0.009937277	0.007871111	0.019677776	0.011609888	0.005386791	0.007551347	0.006296888	0.269388759
"Hidalgo County, TX"	0.661429996	0.016647311	0.033171391	0.054714311	0.028933011	0.024138227	0.011482835	0.01289065	0.156592268
"Hill County, TX"	0.725997909	0.010640261	0.012485393	0.02251061	0.018512824	0.010086721	0.010148226	0.002952211	0.186665847
"Hockley County, TX"	0.696654514	0.010937165	0.036671671	0.010079348	0.019622561	0.02519837	0.015976839	0.003752949	0.181106584
"Hood County, TX"	0.67647285	0.024303953	0.008267959	0.015882172	0.014882326	0.018804799	0.013228734	0.021381326	0.206775881
"Hopkins County, TX"	0.744435015	0.009008421	0.008943143	0.026046087	0.043214309	0.011162609	0.015993211	0.006658398	0.134538808
"Houston County, TX"	0.66893112	0.016854416	0.045059764	0.007653281	0.013328747	0.00404162	0.00404162	0.000687935	0.239401496
"Howard County, TX"	0.795203654	0.010810811	0.017967263	0.013094785	0.014008375	0.028169014	0.024743053	0.029767796	0.066235249
"Hudspeth County, TX"	0.622193714	0.007697242	0.003207184	0.010262989	0	0	0	0	0.356638871
"Hunt County, TX"	0.667496054	0.00532413	0.017898708	0.024640822	0.044546111	0.029135565	0.010487733	0.013163175	0.187307703
"Hutchinson County, TX"	0.782522624	0.009992459	0.01668552	0.029883107	0.042515083	0.012160633	0.001602564	0.002073906	0.102564103
"Irion County, TX"	0.877993158	0.012542759	0	0	0	0	0	0	0.109464082
"Jack County, TX"	0.781725888	0.002658932	0.00676819	0.016195311	0.010877447	0.002175489	0.005801305	0	0.173797438
"Jackson County, TX"	0.728971963	0.003919204	0.001959602	0.022309316	0.047181188	0.012662044	0.003768465	0.001808863	0.177419355
"Jasper County, TX"	0.650682124	0.014872065	0.021254172	0.029158616	0.009543884	0.004215703	0.008899818	0.002400609	0.258973008
"Jeff Davis County, TX"	0.766338924	0.020242915	0	0	0	0.008097166	0	0	0.205320995
"Jefferson County, TX"	0.703850867	0.019932044	0.023329867	0.03547291	0.085168406	0.063639571	0.011910951	0.024453192	0.032242192
"Jim Hogg County, TX"	0.765180467	0.008917197	0.064968153	0.031422505	0.005095541	0.004246285	0.008067941	0.002123142	0.109978769
"Jim Wells County, TX"	0.753309635	0.008335376	0.024270655	0.023657759	0.026906104	0.012625644	0.005332189	0.00649669	0.139065948
"Johnson County, TX"	0.684876385	0.010200533	0.017321035	0.024342182	0.021195913	0.012071735	0.00884267	0.008445247	0.2127043
"Jones County, TX"	0.794157981	0.009462425	0.019610532	0.010010971	0.002194185	0	0.002742732	0.001919912	0.159901262
"Karnes County, TX"	0.716326531	0.004591837	0.022789116	0.025	0.039965986	0.014965986	0.008333333	0	0.168027211
"Kaufman County, TX"	0.759638659	0.009657375	0.007311656	0.027025678	0.017418212	0.010955007	0.007486337	0.007186884	0.153320191
"Kendall County, TX"	0.754900688	0.009996105	0.009801376	0.032130339	0.034921459	0.030053226	0.016227444	0.026223549	0.085745813
"Kenedy County, TX"	0.897233202	0	0	0.051383399	0	0	0	0	0.051383399
"Kent County, TX"	0.902597403	0	0	0	0	0	0	0	0.097402597
"Kerr County, TX"	0.665347677	0.020155806	0.016446148	0.031449652	0.037962161	0.009232925	0.015292032	0.015786653	0.188326944
"Kimble County, TX"	0.746820109	0.004845548	0.020896426	0.016050878	0.001817081	0.002119927	0.010902483	0	0.196547547
"King County, TX"	0.784722222	0.013888889	0.013888889	0	0	0	0	0.027777778	0.159722222
"Kinney County, TX"	0.580113344	0.011334364	0.036579083	0.029366306	0.005151984	0.011849562	0	0	0.325605358
"Kleberg County, TX"	0.6929665	0.019402759	0.021828104	0.07253297	0.048203729	0.037668637	0.01682583	0.020539639	0.070031833
"Knox County, TX"	0.884164223	0.007820137	0.046920821	0.029814272	0	0	0	0	0.031280547
"Lamar County, TX"	0.74870935	0.012310815	0.023650885	0.038697436	0.0359617	0.021356396	0.024048008	0.012752063	0.082513348
"Lamb County, TX"	0.86226167	0.005752794	0.019723866	0.028270874	0.006574622	0.004109139	0.007560815	0.000493097	0.065253123
"Lampasas County, TX"	0.761702128	0.009929078	0.024004364	0.008947081	0.016584834	0.013311511	0.003491544	0.000763775	0.161265685
"La Salle County, TX"	0.701412873	0.006593407	0.021350078	0.008791209	0.004081633	0	0.011302983	0.005651491	0.240816327
"Lavaca County, TX"	0.762715124	0.00355735	0.020863379	0.006922411	0.004326507	0.00355735	0.008460725	0.00124988	0.188347274
"Lee County, TX"	0.722554631	0.015218522	0.011056191	0.017169615	0.009105099	0.001951093	0.001430801	0.006503642	0.215010406
"Leon County, TX"	0.684009102	0.001137774	0.015825403	0.010964005	0.003827058	0.000103434	0.001758378	0	0.282374845
"Liberty County, TX"	0.593545617	0.005086873	0.021272379	0.018431658	0.010173746	0.019356544	0.003501354	0.008489133	0.320142697
"Limestone County, TX"	0.699576869	0.010625294	0.018617772	0.026892337	0.006017866	0.014574518	0.005265632	0.003102962	0.215326751
"Lipscomb County, TX"	0.856217617	0.007124352	0.008419689	0.036917098	0.023963731	0.005829016	0	0	0.061528497
"Live Oak County, TX"	0.717591843	0.003398608	0.00857744	0.013432594	0.003884124	0.001780223	0.000323677	0.000323677	0.250687814
"Llano County, TX"	0.743915485	0.022131586	0.029954533	0.021462958	0.030088259	0.005282161	0.011433538	0.006084515	0.129646964
"Loving County, TX"	0.440677966	0	0	0	0	0.050847458	0	0	0.508474576
"Lubbock County, TX"	0.6617659	0.034640926	0.031969995	0.036784166	0.039341441	0.055285846	0.036897823	0.047540957	0.055772946
"Lynn County, TX"	0.829094989	0.009349289	0.019820494	0.010471204	0.010845176	0.008227375	0.005983545	0.002991773	0.103216156
"McCulloch County, TX"	0.813110181	0.005346351	0.053231055	0.025569503	0.0037192	0.0013947	0.0041841	0	0.093444909
"McLennan County, TX"	0.672141101	0.025328112	0.042965706	0.042054987	0.049492527	0.056646732	0.027129312	0.025530494	0.058711029
"McMullen County, TX"	0.744623656	0	0	0	0.005376344	0	0	0	0.25
"Madison County, TX"	0.698737567	0.016641163	0.021040551	0.007077276	0	0.004781943	0.007077276	0.009372609	0.235271614
"Marion County, TX"	0.588830881	0.004429679	0.024679639	0.01012498	0.009966777	0.000791014	0.003005854	0	0.358171175
"Martin County, TX"	0.782287823	0.015287296	0.011597259	0	0	0	0	0	0.190827623
"Mason County, TX"	0.845637584	0.014914243	0.013795675	0	0	0.005592841	0.009694258	0	0.110365399
"Matagorda County, TX"	0.665468937	0.009738062	0.008748633	0.030307764	0.058897047	0.028016456	0.007967505	0.007759204	0.183096391
"Maverick County, TX"	0.701694729	0.027697033	0.0480996	0.074973948	0.032797675	0.018647507	0.012175725	0.011023968	0.072889815
"Medina County, TX"	0.648101817	0.003861634	0.008212771	0.018655499	0.005656478	0.003535299	0.004623083	0.001686065	0.305667356
"Menard County, TX"	0.817775293	0.010061487	0.005030743	0.024035774	0	0	0	0	0.143096702
"Midland County, TX"	0.647143437	0.030968659	0.015196643	0.03531781	0.06972179	0.060278887	0.024402626	0.028684086	0.088286062
"Milam County, TX"	0.740117451	0.022000175	0.038478394	0.014988167	0.016127619	0.009466211	0.002366553	0.004031905	0.152423525
"Mills County, TX"	0.832423208	0.002730375	0.01774744	0.008191126	0	0	0.001706485	0	0.137201365
"Mitchell County, TX"	0.803989165	0.001969958	0.013297217	0.000246245	0.009603546	0.001723713	0.020192071	0	0.148978084
"Montague County, TX"	0.770642202	0.014151864	0.019617412	0.01561585	0.002732774	0.005563147	0.007807925	0	0.163868827
"Montgomery County, TX"	0.68414548	0.02233404	0.004031309	0.012015458	0.024021108	0.045550847	0.034261221	0.035217553	0.138422983
"Moore County, TX"	0.642892768	0.022693267	0.033416459	0.05286783	0.029301746	0.012468828	0.001371571	0.008478803	0.196508728
"Morris County, TX"	0.800959629	0.00545996	0.05344143	0.022005295	0.002150893	0.001819987	0.001654533	0.00099272	0.111515553
"Motley County, TX"	0.899608866	0	0	0.009126467	0	0.003911343	0	0	0.087353325
"Nacogdoches County, TX"	0.583513408	0.011123313	0.027206065	0.046866697	0.041092494	0.053384817	0.030004605	0.023947005	0.182861596
"Navarro County, TX"	0.706070442	0.012547842	0.035269609	0.023932949	0.023448476	0.018361513	0.003439756	0.005232305	0.171697108
"Newton County, TX"	0.697876448	0.001241037	0.014202978	0.002206288	0	0	0	0	0.284473249
"Nolan County, TX"	0.753670243	0.007763975	0.047571993	0.031338227	0.033738001	0.014539808	0.016798419	0.008328628	0.086250706
"Nueces County, TX"	0.668267988	0.019372355	0.033716199	0.068364611	0.075237136	0.04201086	0.017936609	0.039840231	0.035254011
"Ochiltree County, TX"	0.758544382	0.010081141	0.033194	0.011802311	0.004425867	0.018686993	0.013523482	0.010818785	0.138923039
"Oldham County, TX"	0.725437416	0.01615074	0.086137281	0	0	0.001345895	0.00269179	0.004037685	0.164199192
"Orange County, TX"	0.715244618	0.008458621	0.017599389	0.012578788	0.033452482	0.024448143	0.007285328	0.009495484	0.171437147
"Palo Pinto County, TX"	0.703727715	0.016142626	0.027941653	0.023922204	0.019578606	0.013938412	0.00719611	0.013873582	0.173679092
"Panola County, TX"	0.650261403	0.002974581	0.010185686	0.0137011	0.01523346	0.005228051	0.00685055	0.003154858	0.292410312
"Parker County, TX"	0.710890968	0.015412326	0.019628712	0.016435721	0.014388931	0.016865546	0.005812882	0.002149129	0.198415785
"Parmer County, TX"	0.77669391	0.010282099	0.018455049	0.018191405	0.010545742	0.020564197	0.005009228	0.003163723	0.137094648
"Pecos County, TX"	0.697431355	0.003011515	0.012223206	0.012931798	0.015766165	0.033303809	0.0085031	0.007794508	0.209034544
"Polk County, TX"	0.673846154	0.007651822	0.014534413	0.009878543	0.009635628	0.003036437	0.00854251	0.002510121	0.270364372
"Potter County, TX"	0.687417755	0.018301448	0.037817593	0.028788339	0.049579917	0.041805851	0.028768094	0.030731855	0.076789149
"Presidio County, TX"	0.649974962	0.014271407	0.033049574	0.040560841	0.017526289	0.001001502	0.00450676	0	0.239108663
"Rains County, TX"	0.70230294	0.020595394	0.00430631	0.011795544	0.009548774	0.008050927	0.00430631	0.001123385	0.237970418
"Randall County, TX"	0.715633398	0.033861551	0.014493559	0.011491057	0.042516912	0.040960059	0.031007321	0.033324066	0.076712075
"Reagan County, TX"	0.707390649	0.000754148	0.037707391	0.018099548	0.014328808	0	0	0	0.221719457
"Real County, TX"	0.694021537	0.00482733	0.008911994	0.001485332	0.002970665	0	0	0	0.287783141
"Red River County, TX"	0.738229755	0.007243228	0.031870201	0.018397798	0.003331885	0.005359988	0.003911343	0.000724323	0.190931479
"Reeves County, TX"	0.761935623	0.01382588	0.039749406	0.034564701	0.021386909	0.003240441	0.014689998	0.001944264	0.108662778
"Refugio County, TX"	0.82271023	0.014461703	0.020085699	0.012587038	0.020353508	0	0.001339047	0	0.108462775
"Roberts County, TX"	0.916267943	0	0.016746411	0	0	0	0	0	0.066985646
"Robertson County, TX"	0.692769693	0.011665512	0.02956803	0.016632017	0.015939016	0.001039501	0.001270501	0.002310002	0.228805729
"Rockwall County, TX"	0.849150786	0.013876244	0.004301008	0.015383166	0.022070135	0.014096004	0.013342542	0.022007346	0.045772769
"Runnels County, TX"	0.885893298	0.005126258	0.02031517	0.015758496	0.005885703	0	0.00265806	0	0.064363015
"Rusk County, TX"	0.728530179	0.00693927	0.01755775	0.012295082	0.01061848	0.004331222	0.008522727	0.003818927	0.207386364
"Sabine County, TX"	0.592828295	0.005017746	0.008199731	0.010280259	0.002692449	0	0.002937217	0	0.378044303
"San Augustine County, TX"	0.722755818	0.003878833	0.008865903	0.025120059	0.002585888	0	0.000923532	0.004063539	0.231806428
"San Jacinto County, TX"	0.700609938	0.010934246	0.00141327	0.008479619	0.011603689	0.003942279	0.000669444	0.000520678	0.261826837
"San Patricio County, TX"	0.747562927	0.006911101	0.037610941	0.050087298	0.032627674	0.011857995	0.00742034	0.008147825	0.097773898
"San Saba County, TX"	0.798680905	0.020728643	0.030150754	0.009422111	0.00879397	0	0	0	0.132223618
"Schleicher County, TX"	0.714	0.002666667	0.004666667	0.022666667	0.03	0	0.006	0	0.22
"Scurry County, TX"	0.802756125	0.011831849	0.029231626	0.038557906	0.009326281	0.001670379	0.001670379	0.006124722	0.098830735
"Shackelford County, TX"	0.762634867	0.005110733	0.005110733	0.004542873	0.032935832	0.007950028	0.002839296	0	0.178875639
"Shelby County, TX"	0.619248593	0.008275405	0.022922873	0.029708706	0.012330354	0.000827541	0.002234359	0.000248262	0.304203906
"Sherman County, TX"	0.87740556	0	0	0.001425517	0.013542409	0.00427655	0.001425517	0	0.101924448
"Smith County, TX"	0.686731058	0.025995563	0.028561504	0.025961948	0.043923537	0.040001793	0.016370482	0.019877642	0.112576474
"Somervell County, TX"	0.760949868	0.000527704	0.00474934	0.012401055	0.003166227	0.009762533	0.00237467	0.003693931	0.20237467
"Starr County, TX"	0.804958426	0.004664368	0.031890083	0.034729264	0.021395255	0.004968566	0.006692354	0.001216792	0.089484892
"Stephens County, TX"	0.730551053	0.006888169	0.014181524	0.0089141	0.022487844	0.016004862	0.012965964	0	0.188006483
"Sterling County, TX"	0.76683087	0	0	0	0	0	0	0	0.23316913
"Stonewall County, TX"	0.844444444	0.002469136	0.02962963	0	0	0	0	0	0.12345679
"Sutton County, TX"	0.7371673	0.013307985	0.004752852	0.012357414	0.019486692	0.006178707	0.009505703	0	0.197243346
"Swisher County, TX"	0.846731311	0.008758211	0.027213012	0.019393181	0.007507038	0.008445418	0.008758211	0.001563966	0.071629653
"Tarrant County, TX"	0.676665335	0.031270838	0.015527847	0.036189771	0.058628979	0.079587563	0.035363936	0.048046792	0.018718939
"Taylor County, TX"	0.707062375	0.026150444	0.02936221	0.045368388	0.04626347	0.051949875	0.013198076	0.02548352	0.055161641
"Terrell County, TX"	0.918256131	0	0	0	0	0	0	0	0.081743869
"Terry County, TX"	0.809964999	0.006794317	0.022647725	0.0142063	0.00391188	0.004323657	0.00905909	0.015853407	0.113238625
"Throckmorton County, TX"	0.7855127	0.003762935	0.052681091	0.01505174	0.011288805	0	0.006585136	0	0.125117592
"Titus County, TX"	0.672088271	0.009480997	0.015610952	0.042827953	0.030241112	0.018062934	0.014139763	0.003759706	0.193788312
"Tom Green County, TX"	0.704106733	0.031686471	0.011736502	0.025411716	0.029977069	0.036939754	0.025578487	0.069314155	0.065249114
"Travis County, TX"	0.534299176	0.042814742	0.030206002	0.033233577	0.046209481	0.099969437	0.074046345	0.104910783	0.034310458
"Trinity County, TX"	0.615445056	0.008193961	0.014816478	0.005724548	0.005275564	0.002581659	0.001234706	0	0.346728028
"Tyler County, TX"	0.709680425	0.006056089	0.003447312	0.000931706	0.003913165	0.002888288	0.007360477	0.000745365	0.264977173
"Upshur County, TX"	0.694200248	0.0111511	0.026137235	0.013452121	0.008968081	0.004189038	0.005841053	0	0.236061125
"Upton County, TX"	0.836105977	0.007393715	0.004313001	0.004313001	0	0.012939002	0	0	0.134935305
"Uvalde County, TX"	0.700685179	0.003155427	0.029570862	0.017219618	0.031644428	0.008384421	0.003245582	0.007933646	0.198160837
"Val Verde County, TX"	0.676644182	0.035729342	0.040999157	0.059759696	0.030143339	0.011593592	0.009696459	0.014281197	0.121153035
"Van Zandt County, TX"	0.71069101	0.005956235	0.025249255	0.01195563	0.004316112	0.00384134	0.004100306	0.001985412	0.2319047
"Victoria County, TX"	0.684663215	0.013860356	0.024406278	0.055934478	0.060947216	0.018982661	0.012764675	0.015859972	0.112581149
"Walker County, TX"	0.499823287	0.016885922	0.047005694	0.042528961	0.042214805	0.07296289	0.049165521	0.017906931	0.211505989
"Waller County, TX"	0.586707826	0.020035107	0.0248169	0.053144483	0.032383028	0.017492888	0.004600206	0.011318927	0.249500636
"Ward County, TX"	0.747003155	0.004206099	0.041640379	0.0170347	0.004837014	0.025446898	0	0	0.159831756
"Washington County, TX"	0.739344262	0.009773014	0.026607818	0.019672131	0.010403531	0.010655738	0.019546028	0.015952081	0.148045397
"Webb County, TX"	0.656452681	0.034928331	0.018370178	0.046200372	0.033928594	0.045263118	0.026930431	0.033916097	0.104010197
"Wharton County, TX"	0.750171979	0.003611557	0.017427196	0.021325384	0.026714056	0.022643889	0.003955515	0.016509975	0.137640449
"Wheeler County, TX"	0.833762413	0.009562339	0.008826775	0.014711291	0.023170283	0.001103347	0.000735565	0.000735565	0.107392424
"Wichita County, TX"	0.717952384	0.017927361	0.029098449	0.05596268	0.050332452	0.038893258	0.011725173	0.026721241	0.051387002
"Wilbarger County, TX"	0.780915909	0.009733525	0.057443753	0.03255146	0.035583214	0.009733525	0.007818733	0.010690921	0.055528961
"Willacy County, TX"	0.781423034	0.016888151	0.029761905	0.029069767	0.014258029	0.013289037	0.006367663	0	0.108942414
"Williamson County, TX"	0.732802613	0.022635618	0.020517149	0.02464375	0.03368586	0.053447201	0.048636512	0.036317395	0.027313903
"Wilson County, TX"	0.695454021	0.002076843	0.010557286	0.015922465	0.002999885	0.008249683	0.000749971	0.001903773	0.262086074
"Winkler County, TX"	0.854527297	0.015645806	0.010652463	0	0.0126498	0.023968043	0	0	0.082556591
"Wise County, TX"	0.660259038	0.014099516	0.009304041	0.00905812	0.018403148	0.005328306	0.004918436	0.001639479	0.276989917
"Wood County, TX"	0.741906475	0.010791367	0.014151836	0.031332828	0.007856872	0.003171147	0.004070428	0.0034078	0.183311246
"Yoakum County, TX"	0.78849967	0.003635162	0.026107072	0.015862525	0.016192994	0.009583609	0	0	0.140118969
"Young County, TX"	0.82139567	0.019345924	0.017042837	0.00748503	0.015891294	0.002187932	0.008636573	0	0.10801474
"Zapata County, TX"	0.571563682	0	0.026481715	0.035308953	0.00630517	0.002994956	0.003152585	0	0.354192938
"Zavala County, TX"	0.642758303	0.009686347	0.08048893	0.04197417	0	0.012915129	0	0.002998155	0.209178967
"Beaver County, UT"	0.893467337	0.00201005	0.007035176	0.014070352	0.01239531	0.014070352	0	0	0.056951424
"Box Elder County, UT"	0.80606488	0.027937507	0.018715417	0.056308994	0.020614083	0.018606922	0.009818813	0.006346968	0.035586416
