Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight
6B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	216.416
6B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	18.9104	18144.3
6B	Single-Family Detached	1500-2499	Room AC	0.228392	0.503315	0.183308	0.0567649	0.0197422	0.00847789	0	0	10.7525	8989.32
6B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.313427	0.204561	0.482012	0	0	34.0292	27688.6
6B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	469.606
6B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	56.8582
6B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	5.81891	5463.74
6B	Single-Family Detached	2500-3999	Room AC	0.279587	0.553075	0.112912	0.0353827	0.0147874	0.00425546	0	0	4.58685	3744.76
6B	Single-Family Detached	4000+	Central AC	0	0	0	0.298183	0.213247	0.48857	0	0	6.87247	5642.28
6B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	69.1195
6B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	8.36873
6B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.68837	624.185
6B	Single-Family Detached	4000+	Room AC	0.164675	0.679801	0.0923511	0.0426311	0.0122144	0.00832811	0	0	0.424677	370.696
7A	Mobile Home	0-1499	Central AC	0	0	0	0.00300969	0.0620533	0.934937	0	0	0.0353638	413.81
7A	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	134.219
7A	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	16.2507
7A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.306014	4271.62
7A	Mobile Home	0-1499	Room AC	0	0.649075	0.146991	0.134659	0	0.0692751	0	0	0.311755	3361.44
7A	Mobile Home	1500-2499	Central AC	0	0	0	0.0108654	0.139363	0.849771	0	0	0.0248466	272.901
7A	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	142.063
7A	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	17.2004
7A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0811843	1035.72
7A	Mobile Home	1500-2499	Room AC	0	0.76415	0.123794	0.0909589	0	0.021097	0	0	0.0458788	438.54
7A	Mobile Home	2500-3999	Central AC	0	0	0	0.0231764	0.226905	0.749919	0	0	0.0115493	122.67
7A	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	37.3236
7A	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	4.519
7A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0249812	311.883
7A	Mobile Home	2500-3999	Room AC	0	0.854013	0.0775536	0.057663	0	0.0107701	0	0	0.0195711	182.686
7A	Mobile Home	4000+	Central AC	0	0	0	0.0216443	0.232195	0.746161	0	0	0.00233247	24.9974
7A	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	5.49351
7A	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	0.665133
7A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00295525	35.63
7A	Mobile Home	4000+	Room AC	0	0.872072	0.0526979	0.0577195	0	0.017511	0	0	0.00181201	18.0842
7A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	1748.56
7A	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	65.7433
7A	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	7.95995
7A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	32032.7
7A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	15214.3
7A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	1153.15
7A	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	69.5854
7A	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	8.42513
7A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	7766.85
7A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	1984.89
7A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	518.346
7A	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	18.2819
7A	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	2.2135
7A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	2338.8
7A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	826.863
7A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	105.627
7A	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	2.69084
7A	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.325796
7A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	267.188
7A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	81.8517
7A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	1748.56
7A	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	65.7433
7A	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	7.95995
7A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	32032.7
7A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	15214.3
7A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	1153.15
7A	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	69.5854
7A	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	8.42513
7A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	7766.85
7A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	1984.89
7A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	518.346
7A	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	18.2819
7A	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	2.2135
7A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	2338.8
7A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	826.863
7A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	105.627
7A	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	2.69084
7A	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.325796
7A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	267.188
7A	Multi-Family with 5+ Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	81.8517
7A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0669964	0.133921	0.799083	0	0	6.75144	27595.7
7A	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	2322.27
7A	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	281.172
7A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	23.0785	112162
7A	Single-Family Attached	0-1499	Room AC	0.00312985	0.722141	0.18417	0.0638993	0	0.0266601	0	0	9.06012	36260.1
7A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.190608	0.237025	0.572368	0	0	4.74355	18198.9
7A	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	2457.99
7A	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	297.604
7A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	6.12262	27195.5
7A	Single-Family Attached	1500-2499	Room AC	0.125895	0.703358	0.128322	0.035709	0	0.00671702	0	0	1.33331	4730.56
7A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.313327	0.297406	0.389267	0	0	2.20492	8180.51
7A	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	645.777
7A	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	78.1883
7A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	1.88399	8189.29
7A	Single-Family Attached	2500-3999	Room AC	0.149382	0.749161	0.076615	0.0215746	0	0.00326805	0	0	0.568769	1970.65
7A	Single-Family Attached	4000+	Central AC	0	0	0	0.297291	0.309203	0.393506	0	0	0.445301	1667
7A	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	95.0493
7A	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	11.5082
7A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.222874	935.556
7A	Single-Family Attached	4000+	Room AC	0.0797069	0.834182	0.056768	0.0235487	0	0.00579399	0	0	0.0526599	195.076
7A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0669964	0.133921	0.799083	0	0	6.75144	27595.7
7A	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	2322.27
7A	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	281.172
7A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	23.0785	112162
7A	Single-Family Detached	0-1499	Room AC	0.00312985	0.722141	0.18417	0.0638993	0	0.0266601	0	0	9.06012	36260.1
7A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.190608	0.237025	0.572368	0	0	4.74355	18198.9
7A	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	2457.99
7A	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	297.604
7A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	6.12262	27195.5
7A	Single-Family Detached	1500-2499	Room AC	0.125895	0.703358	0.128322	0.035709	0	0.00671702	0	0	1.33331	4730.56
7A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.313327	0.297406	0.389267	0	0	2.20492	8180.51
7A	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	645.777
7A	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	78.1883
7A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	1.88399	8189.29
7A	Single-Family Detached	2500-3999	Room AC	0.149382	0.749161	0.076615	0.0215746	0	0.00326805	0	0	0.568769	1970.65
7A	Single-Family Detached	4000+	Central AC	0	0	0	0.297291	0.309203	0.393506	0	0	0.445301	1667
7A	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	95.0493
7A	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7A	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	11.5082
7A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.222874	935.556
7A	Single-Family Detached	4000+	Room AC	0.0797069	0.834182	0.056768	0.0235487	0	0.00579399	0	0	0.0526599	195.076
7AK	Mobile Home	0-1499	Central AC	0	0	0	0.00300969	0.0620533	0.934937	0	0	0.0353638	93.8049
7AK	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	30.4255
7AK	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0153742	3.68381
7AK	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.306014	968.315
7AK	Mobile Home	0-1499	Room AC	0	0.649075	0.146991	0.134659	0	0.0692751	0	0	0.311755	761.991
7AK	Mobile Home	1500-2499	Central AC	0	0	0	0.0108654	0.139363	0.849771	0	0	0.0248466	61.8628
7AK	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	32.2036
7AK	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0177342	3.89909
7AK	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.0811843	234.783
7AK	Mobile Home	1500-2499	Room AC	0	0.76415	0.123794	0.0909589	0	0.021097	0	0	0.0458788	99.4109
7AK	Mobile Home	2500-3999	Central AC	0	0	0	0.0231764	0.226905	0.749919	0	0	0.0115493	27.8076
7AK	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	8.46073
7AK	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00462317	1.02439
7AK	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0249812	70.6995
7AK	Mobile Home	2500-3999	Room AC	0	0.854013	0.0775536	0.057663	0	0.0107701	0	0	0.0195711	41.4124
7AK	Mobile Home	4000+	Central AC	0	0	0	0.0216443	0.232195	0.746161	0	0	0.00233247	5.66655
7AK	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	1.2453
7AK	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.000796867	0.150776
7AK	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.00295525	8.07681
7AK	Mobile Home	4000+	Room AC	0	0.872072	0.0526979	0.0577195	0	0.017511	0	0	0.00181201	4.09944
7AK	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	396.374
7AK	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	14.9031
7AK	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	1.80441
7AK	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	7261.37
7AK	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	3448.87
7AK	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	261.402
7AK	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	15.774
7AK	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	1.90986
7AK	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	1760.63
7AK	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	449.947
7AK	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	117.502
7AK	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	4.14424
7AK	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	0.501769
7AK	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	530.174
7AK	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	187.438
7AK	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	23.9441
7AK	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.609974
7AK	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.0738534
7AK	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	60.5678
7AK	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	18.5546
7AK	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00700857	0.0268897	0.966102	0	0	0.390306	396.374
7AK	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	14.9031
7AK	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0194277	1.80441
7AK	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	5.8857	7261.37
7AK	Multi-Family with 5+ Units	0-1499	Room AC	0	0.512643	0.312499	0.0931246	0	0.0817333	0	0	3.53331	3448.87
7AK	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0262526	0.0626594	0.911088	0	0	0.274229	261.402
7AK	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	15.774
7AK	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.02241	1.90986
7AK	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	1.56145	1760.63
7AK	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.632294	0.275727	0.0659016	0	0.0260774	0	0	0.519972	449.947
7AK	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0582069	0.106044	0.835749	0	0	0.127468	117.502
7AK	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	4.14424
7AK	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00584211	0.501769
7AK	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	0.480474	530.174
7AK	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.7562	0.184847	0.0447074	0	0.0142461	0	0	0.221811	187.438
7AK	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0546631	0.109123	0.836214	0	0	0.0257432	23.9441
7AK	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.609974
7AK	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00100697	0.0738534
7AK	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.0568395	60.5678
7AK	Multi-Family with 5+ Units	4000+	Room AC	0	0.799611	0.130064	0.0463403	0	0.023985	0	0	0.0205366	18.5546
7AK	Single-Family Attached	0-1499	Central AC	0	0	0	0.0669964	0.133921	0.799083	0	0	6.75144	6255.56
7AK	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	526.426
7AK	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	63.7377
7AK	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	23.0785	25425.6
7AK	Single-Family Attached	0-1499	Room AC	0.00312985	0.722141	0.18417	0.0638993	0	0.0266601	0	0	9.06012	8219.65
7AK	Single-Family Attached	1500-2499	Central AC	0	0	0	0.190608	0.237025	0.572368	0	0	4.74355	4125.44
7AK	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	557.191
7AK	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.889302	67.4626
7AK	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	6.12262	6164.84
7AK	Single-Family Attached	1500-2499	Room AC	0.125895	0.703358	0.128322	0.035709	0	0.00671702	0	0	1.33331	1072.35
7AK	Single-Family Attached	2500-3999	Central AC	0	0	0	0.313327	0.297406	0.389267	0	0	2.20492	1854.41
7AK	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	146.388
7AK	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.231834	17.7242
7AK	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	1.88399	1856.4
7AK	Single-Family Attached	2500-3999	Room AC	0.149382	0.749161	0.076615	0.0215746	0	0.00326805	0	0	0.568769	446.719
7AK	Single-Family Attached	4000+	Central AC	0	0	0	0.297291	0.309203	0.393506	0	0	0.445301	377.885
7AK	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	21.5463
7AK	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
7AK	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0399597	2.60875
7AK	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.222874	212.077
7AK	Single-Family Attached	4000+	Room AC	0.0797069	0.834182	0.056768	0.0235487	0	0.00579399	0	0	0.0526599	44.221
7AK	Single-Family Detached	0-1499	Central AC	0	0	0	0.0669964	0.133921	0.799083	0	0	6.75144	6255.56
7AK	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.770954	526.426
