Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	fallback_count	fallback_weight
PA, Jefferson County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Jefferson County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Jefferson County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Jefferson County	Single-Family Detached	Occupied	0.996268	0.00373202	83.5673	22392	83.5673	22392
PA, Jefferson County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Juniata County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Juniata County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Juniata County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Juniata County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Juniata County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Juniata County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Juniata County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Juniata County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Juniata County	Single-Family Detached	Occupied	0.993228	0.00677165	74.4001	10987	74.4001	10987
PA, Juniata County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Lackawanna County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Lackawanna County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Lackawanna County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Lackawanna County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Lackawanna County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Lackawanna County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Lackawanna County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Lackawanna County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Lackawanna County	Single-Family Detached	Occupied	0.99558	0.00442039	430.762	97449	430.762	97449
PA, Lackawanna County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Lancaster County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Lancaster County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Lancaster County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Lancaster County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Lancaster County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Lancaster County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Lancaster County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Lancaster County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Lancaster County	Single-Family Detached	Occupied	0.992513	0.00748662	1544.55	206308	1544.55	206308
PA, Lancaster County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Lawrence County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Lawrence County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Lawrence County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Lawrence County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Lawrence County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Lawrence County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Lawrence County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Lawrence County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Lawrence County	Single-Family Detached	Occupied	0.996111	0.00388888	158.367	40723	158.367	40723
PA, Lawrence County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Lebanon County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Lebanon County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Lebanon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Lebanon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Lebanon County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Lebanon County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Lebanon County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Lebanon County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Lebanon County	Single-Family Detached	Occupied	0.992708	0.00729158	409.612	56176	409.612	56176
PA, Lebanon County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Lehigh County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Lehigh County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Lehigh County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Lehigh County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Lehigh County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Lehigh County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Lehigh County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Lehigh County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Lehigh County	Single-Family Detached	Occupied	0.994113	0.00588679	844.978	143538	844.978	143538
PA, Lehigh County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Luzerne County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Luzerne County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Luzerne County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Luzerne County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Luzerne County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Luzerne County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Luzerne County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Luzerne County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Luzerne County	Single-Family Detached	Occupied	0.995456	0.00454351	673.139	148154	673.139	148154
PA, Luzerne County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Lycoming County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Lycoming County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Lycoming County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Lycoming County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Lycoming County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Lycoming County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Lycoming County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Lycoming County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Lycoming County	Single-Family Detached	Occupied	0.994976	0.00502428	264.498	52644	264.498	52644
PA, Lycoming County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, McKean County	Mobile Home	Occupied	1	0	0	1	0	67
PA, McKean County	Mobile Home	Vacant	1	0	0	1	0	67
PA, McKean County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, McKean County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, McKean County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, McKean County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, McKean County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, McKean County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, McKean County	Single-Family Detached	Occupied	0.996478	0.00352235	74.0434	21021	74.0434	21021
PA, McKean County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Mercer County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Mercer County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Mercer County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Mercer County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Mercer County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Mercer County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Mercer County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Mercer County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Mercer County	Single-Family Detached	Occupied	0.99602	0.00398032	205.4	51604	205.4	51604
PA, Mercer County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Mifflin County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Mifflin County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Mifflin County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Mifflin County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Mifflin County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Mifflin County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Mifflin County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Mifflin County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Mifflin County	Single-Family Detached	Occupied	0.995254	0.00474587	102.212	21537	102.212	21537
PA, Mifflin County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Monroe County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Monroe County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Monroe County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Monroe County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Monroe County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Monroe County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Monroe County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Monroe County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Monroe County	Single-Family Detached	Occupied	0.995117	0.00488276	393.917	80675	393.917	80675
PA, Monroe County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Montgomery County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Montgomery County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Montgomery County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Montgomery County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Montgomery County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Montgomery County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Montgomery County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Montgomery County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Montgomery County	Single-Family Detached	Occupied	0.993782	0.00621767	2038.06	327785	2038.06	327785
PA, Montgomery County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Montour County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Montour County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Montour County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Montour County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Montour County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Montour County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Montour County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Montour County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Montour County	Single-Family Detached	Occupied	0.992574	0.00742631	59.7669	8048	59.7669	8048
PA, Montour County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Northampton County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Northampton County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Northampton County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Northampton County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Northampton County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Northampton County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Northampton County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Northampton County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Northampton County	Single-Family Detached	Occupied	0.994046	0.00595371	721.632	121207	721.632	121207
PA, Northampton County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Northumberland County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Northumberland County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Northumberland County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Northumberland County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Northumberland County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Northumberland County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Northumberland County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Northumberland County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Northumberland County	Single-Family Detached	Occupied	0.995003	0.00499703	224.516	44930	224.516	44930
PA, Northumberland County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Perry County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Perry County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Perry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Perry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Perry County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Perry County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Perry County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Perry County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Perry County	Single-Family Detached	Occupied	0.991795	0.00820453	168.078	20486	168.078	20486
PA, Perry County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Philadelphia County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Philadelphia County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Philadelphia County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Philadelphia County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Philadelphia County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Philadelphia County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Philadelphia County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Philadelphia County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Philadelphia County	Single-Family Detached	Occupied	0.995415	0.00458526	3077.28	671125	3077.28	671125
PA, Philadelphia County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Pike County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Pike County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Pike County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Pike County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Pike County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Pike County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Pike County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Pike County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Pike County	Single-Family Detached	Occupied	0.99667	0.00333026	128.235	38506	128.235	38506
PA, Pike County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Potter County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Potter County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Potter County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Potter County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Potter County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Potter County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Potter County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Potter County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Potter County	Single-Family Detached	Occupied	0.997499	0.00250134	32.0972	12832	32.0972	12832
PA, Potter County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Schuylkill County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Schuylkill County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Schuylkill County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Schuylkill County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Schuylkill County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Schuylkill County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Schuylkill County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Schuylkill County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Schuylkill County	Single-Family Detached	Occupied	0.994882	0.00511767	352.884	68954	352.884	68954
PA, Schuylkill County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Snyder County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Snyder County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Snyder County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Snyder County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Snyder County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Snyder County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Snyder County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Snyder County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Snyder County	Single-Family Detached	Occupied	0.993625	0.00637485	102.897	16141	102.897	16141
PA, Snyder County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Somerset County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Somerset County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Somerset County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Somerset County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Somerset County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Somerset County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Somerset County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Somerset County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Somerset County	Single-Family Detached	Occupied	0.996305	0.0036955	140.255	37953	140.255	37953
PA, Somerset County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Sullivan County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Sullivan County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Sullivan County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Sullivan County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Sullivan County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Sullivan County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Sullivan County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Sullivan County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Sullivan County	Single-Family Detached	Occupied	0.997474	0.00252576	15.9047	6297	15.9047	6297
PA, Sullivan County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Susquehanna County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Susquehanna County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Susquehanna County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Susquehanna County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Susquehanna County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Susquehanna County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Susquehanna County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Susquehanna County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Susquehanna County	Single-Family Detached	Occupied	0.995597	0.00440251	101.262	23001	101.262	23001
PA, Susquehanna County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Tioga County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Tioga County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Tioga County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Tioga County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Tioga County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Tioga County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Tioga County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Tioga County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Tioga County	Single-Family Detached	Occupied	0.996155	0.00384545	82.4733	21447	82.4733	21447
PA, Tioga County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Union County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Union County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Union County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Union County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Union County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Union County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Union County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Union County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Union County	Single-Family Detached	Occupied	0.992874	0.00712584	121.773	17089	121.773	17089
PA, Union County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Venango County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Venango County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Venango County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Venango County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Venango County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Venango County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Venango County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Venango County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Venango County	Single-Family Detached	Occupied	0.996496	0.00350434	95.6684	27300	95.6684	27300
PA, Venango County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Warren County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Warren County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Warren County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Warren County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Warren County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Warren County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Warren County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Warren County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Warren County	Single-Family Detached	Occupied	0.996953	0.00304724	71.1744	23357	71.1744	23357
PA, Warren County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Washington County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Washington County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Washington County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Washington County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Washington County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Washington County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Washington County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Washington County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Washington County	Single-Family Detached	Occupied	0.995548	0.00445248	418.075	93897	418.075	93897
PA, Washington County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Wayne County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Wayne County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Wayne County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Wayne County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Wayne County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Wayne County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Wayne County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Wayne County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Wayne County	Single-Family Detached	Occupied	0.994968	0.00503198	160.389	31874	160.389	31874
PA, Wayne County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Westmoreland County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Westmoreland County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Westmoreland County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Westmoreland County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Westmoreland County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Westmoreland County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Westmoreland County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Westmoreland County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Westmoreland County	Single-Family Detached	Occupied	0.99595	0.00405018	681.342	168225	681.342	168225
PA, Westmoreland County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, Wyoming County	Mobile Home	Occupied	1	0	0	1	0	67
PA, Wyoming County	Mobile Home	Vacant	1	0	0	1	0	67
PA, Wyoming County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, Wyoming County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, Wyoming County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, Wyoming County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, Wyoming County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, Wyoming County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, Wyoming County	Single-Family Detached	Occupied	0.994532	0.00546784	72.8645	13326	72.8645	13326
PA, Wyoming County	Single-Family Detached	Vacant	1	0	0	1	0	67
PA, York County	Mobile Home	Occupied	1	0	0	1	0	67
PA, York County	Mobile Home	Vacant	1	0	0	1	0	67
PA, York County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	67
PA, York County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	67
PA, York County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	67
PA, York County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	67
PA, York County	Single-Family Attached	Occupied	1	0	0	1	0	67
PA, York County	Single-Family Attached	Vacant	1	0	0	1	0	67
PA, York County	Single-Family Detached	Occupied	0.99338	0.00662016	1195.72	180618	1195.72	180618
PA, York County	Single-Family Detached	Vacant	1	0	0	1	0	67
RI, Bristol County	Mobile Home	Occupied	1	0	0	1	0	5
RI, Bristol County	Mobile Home	Vacant	1	0	0	1	0	5
RI, Bristol County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	5
RI, Bristol County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	5
RI, Bristol County	Multi-Family with 5+ Units	Occupied	1	0	0	1	0	5
RI, Bristol County	Multi-Family with 5+ Units	Vacant	1	0	0	1	0	5
RI, Bristol County	Single-Family Attached	Occupied	1	0	0	1	0	5
RI, Bristol County	Single-Family Attached	Vacant	1	0	0	1	0	5
RI, Bristol County	Single-Family Detached	Occupied	0.986542	0.0134584	279.746	20786	279.746	20786
RI, Bristol County	Single-Family Detached	Vacant	1	0	0	1	0	5
RI, Kent County	Mobile Home	Occupied	1	0	0	1	0	5
RI, Kent County	Mobile Home	Vacant	1	0	0	1	0	5
RI, Kent County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	1	0	5
RI, Kent County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	1	0	5
