field_location	field_name	data_type	units	field_description	allowable_enumerations_baseline
metadata	in.weather_file_latitude	float	degrees	Latitude of location of weather file 	24.73|25.82|25.91|26.15|26.18|26.2|26.23|26.54|26.59|26.69|26.92|27.07|27.4|27.5|27.55|27.66|27.74|27.77|27.91|27.96|28.08|28.1|28.37|28.43|28.46|28.47|28.55|28.73|28.78|28.82|28.86|29.11|29.17|29.18|29.27|29.34|29.36|29.37|29.53|29.55|29.61|29.62|29.69|29.71|29.73|29.83|29.87|29.89|29.91|29.95|29.99|30.04|30.06|30.07|30.13|30.18|30.21|30.22|30.23|30.32|30.35|30.37|30.39|30.4|30.41|30.46|30.47|30.48|30.49|30.51|30.54|30.59|30.63|30.68|30.69|30.72|30.74|30.75|30.78|30.84|30.92|30.97|31.05|31.07|31.09|31.15|31.18|31.23|31.25|31.26|31.28|31.32|31.34|31.35|31.4|31.42|31.47|31.49|31.54|31.58|31.61|31.78|31.81|31.83|31.92|31.93|32.01|32.03|32.12|32.17|32.22|32.26|32.3|32.32|32.33|32.34|32.35|32.38|32.39|32.41|32.43|32.45|32.48|32.5|32.51|32.52|32.55|32.63|32.65|32.66|32.69|32.71|32.73|32.78|32.82|32.83|32.84|32.85|32.86|32.87|32.9|32.97|33.18|33.21|33.22|33.31|33.36|33.37|33.44|33.45|33.46|33.47|33.48|33.5|33.56|33.59|33.62|33.64|33.67|33.68|33.78|33.88|33.9|33.92|33.94|33.95|33.97|33.98|34.03|34.05|34.12|34.15|34.18|34.19|34.22|34.25|34.26|34.27|34.35|34.38|34.43|34.48|34.5|34.52|34.55|34.57|34.6|34.64|34.65|34.66|34.67|34.7|34.72|34.73|34.75|34.79|34.83|34.9|34.92|34.99|35.0|35.01|35.02|35.03|35.04|35.06|35.07|35.13|35.14|35.17|35.2|35.21|35.22|35.24|35.26|35.27|35.33|35.34|35.35|35.38|35.39|35.42|35.43|35.51|35.53|35.59|35.62|35.64|35.65|35.66|35.7|35.73|35.74|35.82|35.83|35.85|35.86|35.87|35.92|35.95|36.0|36.01|36.02|36.03|36.04|36.05|36.08|36.1|36.12|36.13|36.16|36.2|36.26|36.3|36.32|36.34|36.35|36.37|36.43|36.44|36.45|36.46|36.48|36.57|36.62|36.63|36.66|36.67|36.68|36.69|36.7|36.73|36.74|36.77|36.78|36.88|36.9|36.93|36.94|36.98|36.99|37.0|37.04|37.05|37.06|37.08|37.09|37.13|37.14|37.15|37.17|37.18|37.21|37.23|37.24|37.26|37.28|37.29|37.3|37.32|37.33|37.34|37.36|37.37|37.44|37.51|37.59|37.62|37.63|37.65|37.66|37.67|37.7|37.71|37.75|37.76|37.77|37.78|37.8|37.81|37.86|37.89|37.9|37.93|37.94|37.95|37.99|38.01|38.04|38.05|38.06|38.07|38.1|38.13|38.14|38.18|38.19|38.21|38.23|38.25|38.26|38.27|38.28|38.29|38.31|38.32|38.33|38.34|38.38|38.45|38.5|38.51|38.53|38.57|38.59|38.64|38.66|38.67|38.69|38.7|38.72|38.73|38.75|38.76|38.81|38.82|38.83|38.85|38.87|38.89|38.9|38.95|39.01|39.04|39.06|39.07|39.08|39.1|39.12|39.13|39.14|39.17|39.19|39.22|39.23|39.25|39.29|39.3|39.32|39.35|39.36|39.37|39.38|39.4|39.42|39.45|39.46|39.48|39.49|39.53|39.55|39.57|39.58|39.59|39.6|39.64|39.67|39.7|39.71|39.76|39.77|39.78|39.8|39.83|39.85|39.87|39.91|39.92|39.94|39.98|39.99|40.04|40.05|40.07|40.08|40.1|40.12|40.14|40.15|40.17|40.18|40.19|40.2|40.21|40.22|40.23|40.24|40.28|40.3|40.33|40.36|40.37|40.41|40.44|40.45|40.46|40.47|40.48|40.5|40.52|40.6|40.62|40.63|40.65|40.66|40.67|40.68|40.71|40.72|40.73|40.75|40.77|40.78|40.79|40.82|40.83|40.85|40.88|40.89|40.9|40.92|40.96|40.98|41.01|41.02|41.05|41.07|41.1|41.11|41.12|41.14|41.16|41.17|41.18|41.2|41.24|41.25|41.26|41.28|41.3|41.31|41.34|41.37|41.39|41.41|41.44|41.45|41.47|41.48|41.51|41.52|41.53|41.54|41.56|41.59|41.61|41.62|41.63|41.67|41.7|41.71|41.72|41.74|41.76|41.77|41.78|41.79|41.8|41.81|41.82|41.83|41.87|41.88|41.91|41.92|41.93|41.98|41.99|42.05|42.06|42.07|42.08|42.11|42.13|42.15|42.16|42.17|42.19|42.2|42.21|42.22|42.24|42.26|42.27|42.31|42.36|42.39|42.4|42.42|42.44|42.47|42.48|42.54|42.55|42.57|42.58|42.6|42.61|42.62|42.63|42.64|42.67|42.7|42.73|42.74|42.75|42.76|42.78|42.79|42.8|42.86|42.88|42.89|42.9|42.91|42.92|42.93|42.94|42.95|42.97|42.99|43.02|43.04|43.06|43.08|43.11|43.12|43.14|43.16|43.17|43.2|43.21|43.23|43.24|43.28|43.32|43.34|43.35|43.39|43.41|43.42|43.43|43.52|43.53|43.57|43.58|43.59|43.61|43.62|43.63|43.64|43.65|43.66|43.67|43.68|43.72|43.73|43.77|43.78|43.83|43.88|43.9|43.91|43.96|43.97|43.98|43.99|44.02|44.05|44.08|44.13|44.15|44.17|44.2|44.22|44.25|44.26|44.27|44.28|44.3|44.32|44.34|44.36|44.37|44.38|44.39|44.44|44.45|44.47|44.5|44.51|44.52|44.53|44.55|44.58|44.59|44.61|44.62|44.64|44.65|44.74|44.77|44.81|44.83|44.84|44.85|44.86|44.87|44.88|44.91|44.93|44.94|44.97|44.99|45.01|45.06|45.07|45.1|45.12|45.13|45.15|45.2|45.25|45.26|45.29|45.31|45.42|45.45|45.47|45.54|45.55|45.56|45.57|45.59|45.6|45.62|45.63|45.64|45.67|45.7|45.72|45.77|45.78|45.79|45.81|45.82|45.83|45.87|45.88|45.89|45.93|45.95|46.01|46.03|46.1|46.14|46.16|46.27|46.31|46.35|46.36|46.38|46.41|46.43|46.45|46.47|46.53|46.55|46.56|46.57|46.61|46.69|46.7|46.73|46.74|46.77|46.8|46.83|46.84|46.9|46.92|46.93|46.97|47.03|47.05|47.12|47.13|47.16|47.17|47.21|47.24|47.25|47.33|47.4|47.47|47.49|47.5|47.51|47.62|47.66|47.67|47.68|47.71|47.75|47.77|47.84|47.91|47.95|47.97|48.07|48.09|48.11|48.12|48.16|48.2|48.21|48.26|48.3|48.43|48.46|48.52|48.56|48.57|48.61|48.73|48.75|48.79|48.86
metadata	in.weather_file_longitude	float	degrees	Longitude of location of weather file 	-100.29|-100.41|-100.49|-100.55|-100.59|-100.67|-100.73|-100.75|-100.78|-100.92|-100.96|-101.28|-101.36|-101.39|-101.44|-101.6|-101.69|-101.71|-101.77|-101.82|-101.87|-102.21|-102.28|-102.39|-102.52|-102.55|-102.61|-102.66|-102.69|-102.8|-102.92|-102.99|-103.05|-103.07|-103.1|-103.15|-103.2|-103.23|-103.32|-103.53|-103.55|-103.6|-103.63|-103.64|-103.72|-104.02|-104.15|-104.18|-104.25|-104.26|-104.34|-104.5|-104.54|-104.62|-104.66|-104.71|-104.75|-104.8|-104.81|-104.85|-105.14|-105.39|-105.53|-105.54|-105.57|-105.66|-105.67|-105.87|-105.89|-105.98|-106.09|-106.32|-106.38|-106.47|-106.48|-106.62|-106.72|-106.87|-106.92|-106.95|-106.98|-107.03|-107.2|-107.22|-107.52|-107.72|-107.73|-107.76|-107.89|-107.9|-107.95|-108.08|-108.23|-108.46|-108.54|-108.63|-108.79|-108.95|-109.06|-109.07|-109.38|-109.47|-109.51|-109.6|-109.64|-109.75|-109.78|-110.11|-110.45|-110.72|-110.73|-110.75|-110.85|-110.88|-111.15|-111.19|-111.38|-111.45|-111.67|-111.72|-111.85|-111.88|-111.96|-111.97|-111.99|-112.01|-112.07|-112.38|-112.42|-112.51|-112.55|-112.57|-113.1|-113.58|-113.77|-113.87|-113.94|-114.02|-114.09|-114.22|-114.26|-114.46|-114.49|-114.6|-114.72|-114.85|-114.93|-115.16|-115.58|-115.6|-115.79|-115.8|-115.87|-116.01|-116.03|-116.1|-116.22|-116.63|-116.82|-117.01|-117.09|-117.11|-117.15|-117.25|-117.32|-117.42|-117.57|-117.65|-117.73|-117.81|-118.01|-118.29|-118.3|-118.36|-118.57|-118.7|-118.83|-118.95|-119.06|-119.1|-119.12|-119.26|-119.32|-119.38|-119.52|-119.6|-119.63|-119.72|-119.77|-119.84|-120.0|-120.11|-120.13|-120.21|-120.4|-120.51|-120.53|-120.57|-120.64|-120.71|-120.95|-121.15|-121.17|-121.24|-121.4|-121.44|-121.57|-121.59|-121.61|-121.62|-121.72|-121.79|-121.93|-121.95|-122.05|-122.12|-122.15|-122.21|-122.25|-122.28|-122.31|-122.4|-122.43|-122.47|-122.54|-122.55|-122.6|-122.66|-122.76|-122.77|-122.81|-122.86|-122.87|-122.9|-122.95|-123.0|-123.02|-123.13|-123.15|-123.2|-123.21|-123.29|-123.36|-123.38|-123.5|-123.88|-123.94|-124.07|-124.11|-124.24|-124.25|-68.03|-68.37|-68.82|-68.87|-69.58|-69.67|-69.71|-69.8|-70.06|-70.28|-70.3|-70.62|-70.7|-70.73|-70.92|-70.95|-71.01|-71.02|-71.17|-71.18|-71.28|-71.29|-71.42|-71.43|-71.44|-71.48|-71.5|-71.54|-71.58|-71.88|-72.18|-72.28|-72.31|-72.52|-72.53|-72.58|-72.61|-72.65|-72.83|-72.94|-73.1|-73.13|-73.15|-73.17|-73.25|-73.42|-73.47|-73.48|-73.61|-73.71|-73.8|-73.88|-73.97|-74.06|-74.12|-74.17|-74.21|-74.27|-74.28|-74.58|-74.78|-74.81|-74.84|-74.85|-74.9|-75.01|-75.08|-75.12|-75.15|-75.23|-75.36|-75.38|-75.41|-75.45|-75.47|-75.5|-75.51|-75.55|-75.56|-75.6|-75.7|-75.72|-75.73|-75.75|-75.96|-75.98|-76.02|-76.1|-76.18|-76.19|-76.28|-76.29|-76.35|-76.39|-76.4|-76.43|-76.49|-76.57|-76.6|-76.66|-76.68|-76.76|-76.85|-76.87|-76.88|-76.89|-76.9|-76.92|-77.01|-77.03|-77.05|-77.06|-77.3|-77.32|-77.38|-77.43|-77.44|-77.5|-77.55|-77.58|-77.61|-77.68|-77.71|-77.73|-77.84|-77.85|-77.89|-77.9|-77.96|-77.97|-77.98|-77.99|-78.05|-78.13|-78.32|-78.41|-78.43|-78.45|-78.64|-78.73|-78.74|-78.79|-78.83|-78.88|-78.9|-78.92|-78.94|-78.95|-79.03|-79.1|-79.21|-79.34|-79.35|-79.37|-79.38|-79.48|-79.73|-79.83|-79.85|-79.88|-79.92|-79.94|-79.97|-80.02|-80.04|-80.1|-80.17|-80.18|-80.22|-80.23|-80.28|-80.3|-80.38|-80.4|-80.42|-80.48|-80.62|-80.65|-80.67|-80.7|-80.72|-80.82|-80.86|-80.94|-81.0|-81.05|-81.06|-81.12|-81.13|-81.15|-81.16|-81.2|-81.21|-81.24|-81.27|-81.33|-81.34|-81.39|-81.42|-81.44|-81.45|-81.59|-81.68|-81.69|-81.76|-81.78|-81.81|-81.85|-81.86|-81.87|-81.89|-81.93|-81.97|-81.99|-82.03|-82.04|-82.16|-82.18|-82.22|-82.27|-82.4|-82.45|-82.51|-82.52|-82.54|-82.56|-82.66|-82.69|-82.71|-82.83|-82.88|-82.89|-82.92|-82.98|-83.06|-83.08|-83.11|-83.19|-83.28|-83.31|-83.33|-83.35|-83.37|-83.42|-83.43|-83.48|-83.57|-83.58|-83.6|-83.65|-83.67|-83.75|-83.8|-83.82|-83.83|-83.98|-83.99|-84.03|-84.05|-84.08|-84.19|-84.22|-84.23|-84.3|-84.35|-84.37|-84.42|-84.43|-84.46|-84.52|-84.53|-84.57|-84.58|-84.6|-84.61|-84.64|-84.67|-84.69|-84.7|-84.73|-84.77|-84.8|-84.85|-84.87|-84.9|-84.94|-85.0|-85.03|-85.05|-85.09|-85.16|-85.18|-85.19|-85.2|-85.21|-85.25|-85.27|-85.39|-85.42|-85.44|-85.45|-85.5|-85.52|-85.55|-85.58|-85.66|-85.68|-85.71|-85.73|-85.8|-85.86|-85.97|-86.08|-86.1|-86.15|-86.23|-86.24|-86.27|-86.3|-86.33|-86.36|-86.39|-86.4|-86.42|-86.44|-86.47|-86.52|-86.62|-86.69|-86.75|-86.78|-86.79|-86.94|-86.95|-87.01|-87.02|-87.04|-87.09|-87.19|-87.25|-87.3|-87.38|-87.42|-87.5|-87.54|-87.61|-87.62|-87.64|-87.67|-87.68|-87.75|-87.81|-87.85|-87.87|-87.88|-87.9|-87.94|-88.07|-88.08|-88.11|-88.12|-88.17|-88.23|-88.25|-88.28|-88.44|-88.48|-88.49|-88.51|-88.52|-88.53|-88.56|-88.57|-88.68|-88.7|-88.72|-88.73|-88.75|-88.77|-88.86|-88.87|-88.92|-88.95|-89.0|-89.04|-89.07|-89.09|-89.1|-89.25|-89.27|-89.34|-89.35|-89.4|-89.47|-89.52|-89.57|-89.58|-89.63|-89.67|-89.68|-89.7|-89.72|-89.77|-89.82|-89.83|-89.84|-89.87|-89.99|-90.03|-90.08|-90.12|-90.16|-90.19|-90.23|-90.24|-90.25|-90.3|-90.32|-90.33|-90.34|-90.37|-90.42|-90.45|-90.47|-90.52|-90.59|-90.65|-90.66|-90.68|-90.7|-90.73|-90.92|-90.93|-91.03|-91.12|-91.13|-91.14|-91.15|-91.19|-91.25|-91.3|-91.33|-91.4|-91.42|-91.44|-91.49|-91.54|-91.57|-91.64|-91.67|-91.7|-91.71|-91.73|-91.75|-91.77|-91.88|-91.9|-91.94|-91.97|-91.99|-92.04|-92.09|-92.15|-92.16|-92.19|-92.22|-92.25|-92.3|-92.4|-92.45|-92.47|-92.48|-92.49|-92.5|-92.54|-92.55|-92.56|-92.69|-92.81|-92.92|-92.93|-92.95|-93.02|-93.03|-93.05|-93.1|-93.16|-93.18|-93.19|-93.2|-93.23|-93.25|-93.27|-93.33|-93.35|-93.37|-93.39|-93.4|-93.47|-93.48|-93.55|-93.58|-93.61|-93.62|-93.66|-93.67|-93.75|-93.82|-93.84|-93.87|-93.9|-93.92|-94.01|-94.02|-94.05|-94.1|-94.13|-94.17|-94.22|-94.27|-94.3|-94.35|-94.37|-94.38|-94.4|-94.42|-94.5|-94.59|-94.61|-94.7|-94.71|-94.72|-94.74|-94.75|-94.78|-94.81|-94.86|-94.89|-94.91|-94.92|-94.93|-94.98|-95.02|-95.03|-95.07|-95.08|-95.1|-95.16|-95.2|-95.21|-95.23|-95.25|-95.32|-95.36|-95.37|-95.39|-95.4|-95.41|-95.45|-95.46|-95.48|-95.5|-95.55|-95.57|-95.59|-95.63|-95.66|-95.68|-95.7|-95.75|-95.78|-95.82|-95.83|-95.88|-95.89|-95.9|-95.97|-95.98|-96.02|-96.05|-96.17|-96.18|-96.19|-96.25|-96.27|-96.3|-96.36|-96.38|-96.4|-96.42|-96.52|-96.53|-96.59|-96.62|-96.68|-96.75|-96.76|-96.8|-96.81|-96.85|-96.93|-96.95|-96.97|-96.99|-97.04|-97.05|-97.09|-97.1|-97.12|-97.15|-97.18|-97.2|-97.22|-97.23|-97.27|-97.3|-97.32|-97.33|-97.36|-97.38|-97.4|-97.42|-97.43|-97.44|-97.45|-97.51|-97.6|-97.65|-97.66|-97.67|-97.68|-97.69|-97.77|-97.82|-97.83|-97.85|-97.86|-97.98|-97.99|-98.03|-98.04|-98.05|-98.06|-98.18|-98.23|-98.24|-98.28|-98.31|-98.4|-98.42|-98.43|-98.46|-98.47|-98.49|-98.55|-98.68|-98.83|-98.85|-98.9|-98.98|-99.0|-99.05|-99.17|-99.2|-99.22|-99.27|-99.28|-99.32|-99.33|-99.47|-99.64|-99.68|-99.77|-99.78|-99.83|-99.84|-99.85|-99.97|-99.98
metadata	in.window_areas	string	n/a	Window to wall ratios of the front, back, left, and right walls 	F12 B12 L12 R12|F15 B15 L15 R15|F18 B18 L18 R18|F30 B30 L30 R30|F6 B6 L6 R6|F9 B9 L9 R9
metadata	in.windows	string	n/a	Construction type and efficiency levels of windows	Double, Clear, Metal, Air|Double, Clear, Metal, Air, Exterior Clear Storm|Double, Clear, Non-metal, Air|Double, Clear, Non-metal, Air, Exterior Clear Storm|Double, Low-E, Non-metal, Air, M-Gain|Single, Clear, Metal|Single, Clear, Metal, Exterior Clear Storm|Single, Clear, Non-metal|Single, Clear, Non-metal, Exterior Clear Storm|Triple, Low-E, Non-metal, Air, L-Gain
timeseries	out.electricity.total.lrmer_low_re_cost_15.co2e_kg	float	kg	Long run marginal carbon emissions from electricity using the Cambium Low RE Cost scenario starting in 2025 and levelized over 15 years with a 3% discount rate	n/a
timeseries	out.fuel_oil.total.lrmer_low_re_cost_15.co2e_kg	float	kg	Long run marginal carbon emissions from fuel oil using the Cambium Low RE Cost scenario starting in 2025 levelized over 15 years with a 3% discount rate	n/a
timeseries	out.natural_gas.total.lrmer_low_re_cost_15.co2e_kg	float	kg	Long run marginal carbon emissions from natural gas using the Cambium Low RE Cost scenario starting in 2025 levelized over 15 years with a 3% discount rate	n/a
timeseries	out.propane.total.lrmer_low_re_cost_15.co2e_kg	float	kg	Long run marginal carbon emissions from propane using the Cambium Low RE Cost scenario starting in 2025 levelized over 15 years with a 3% discount rate	n/a
timeseries	out.electricity.total.lrmer_low_re_cost_30.co2e_kg	float	kg	Long run marginal carbon emissions from electricity using the Cambium Low RE Cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.fuel_oil.total.lrmer_low_re_cost_30.co2e_kg	float	kg	Long run marginal carbon emissions from fuel oil using the Cambium Low RE Cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.natural_gas.total.lrmer_low_re_cost_30.co2e_kg	float	kg	Long run marginal carbon emissions from natural gas using the Cambium Low RE Cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.propane.total.lrmer_low_re_cost_30.co2e_kg	float	kg	Long run marginal carbon emissions from propane using the Cambium Low RE Cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.electricity.total.lrmer_mid_case_15.co2e_kg	float	kg	Long run marginal carbon emissions from electricity using the Cambium mid-case cost scenario starting in 2025 levelized over 15 years with a 3% discount rate	n/a
timeseries	out.fuel_oil.total.lrmer_mid_case_15.co2e_kg	float	kg	Long run marginal carbon emissions from fuel oil using the Cambium mid-case cost scenario starting in 2025 levelized over 15 years with a 3% discount rate	n/a
timeseries	out.natural_gas.total.lrmer_mid_case_15.co2e_kg	float	kg	Long run marginal carbon emissions from natural gas using the Cambium mid-case cost scenario starting in 2025 levelized over 15 years with a 3% discount rate	n/a
timeseries	out.propane.total.lrmer_mid_case_15.co2e_kg	float	kg	Long run marginal carbon emissions from propane using the Cambium mid-case cost scenario starting in 2025 levelized over 15 years with a 3% discount rate	n/a
timeseries	out.electricity.total.lrmer_mid_case_30.co2e_kg	float	kg	Long run marginal carbon emissions from electricity using the Cambium mid-case cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.fuel_oil.total.lrmer_mid_case_30.co2e_kg	float	kg	Long run marginal carbon emissions from fuel oil using the Cambium mid-case cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.natural_gas.total.lrmer_mid_case_30.co2e_kg	float	kg	Long run marginal carbon emissions from natural gas using the Cambium mid-case cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.propane.total.lrmer_mid_case_30.co2e_kg	float	kg	Long run marginal carbon emissions from propane using the Cambium mid-case cost scenario starting in 2025 levelized over 30 years with a 3% discount rate	n/a
timeseries	out.electricity.ceiling_fan.energy_consumption	float	kWh	Electric energy consumed by ceiling fans	n/a
timeseries	out.electricity.ceiling_fan.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by ceiling fans relative to dwelling unit size	n/a
timeseries	out.electricity.clothes_dryer.energy_consumption	float	kWh	Electric energy consumed by clothes dryers	n/a
timeseries	out.electricity.clothes_dryer.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by clothes dryers relative to dwelling unit size	n/a
timeseries	out.electricity.clothes_washer.energy_consumption	float	kWh	Electric energy consumed by clothes washers	n/a
timeseries	out.electricity.clothes_washer.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by clothes washers relative to dwelling unit size	n/a
timeseries	out.electricity.cooling_fans_pumps.energy_consumption	float	kWh	Electric energy consumed by cooling fans and pumps	n/a
timeseries	out.electricity.cooling_fans_pumps.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by cooling fans and pumps relative to dwelling unit size	n/a
timeseries	out.electricity.cooling.energy_consumption	float	kWh	Electric energy consumed by electric cooling systems	n/a
timeseries	out.electricity.cooling.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by electric cooling systems relative to dwelling unit size	n/a
timeseries	out.electricity.dishwasher.energy_consumption	float	kWh	Electric energy consumed by dishwashers	n/a
timeseries	out.electricity.dishwasher.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by dishwashers relative to dwelling unit size	n/a
timeseries	out.electricity.freezer.energy_consumption	float	kWh	Electric energy consumed by freezers	n/a
timeseries	out.electricity.freezer.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by freezers relative to dwelling unit size	n/a
timeseries	out.electricity.heating_fans_pumps.energy_consumption	float	kWh	Electric energy consumed by heating fans and pumps	n/a
timeseries	out.electricity.heating_fans_pumps.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by heating fans and pumps relative to dwelling unit size	n/a
timeseries	out.electricity.heating_hp_bkup.energy_consumption	float	kWh	Electric backup heating consumption used with heat pump heating systems	n/a
timeseries	out.electricity.heating_hp_bkup.energy_consumption_intensity	float	kWh/sqft	Electric backup heating consumption used with heat pump heating systems relative to dwelling unit size	n/a
timeseries	out.electricity.heating.energy_consumption	float	kWh	Electric energy consumed by electric heating systems	n/a
timeseries	out.electricity.heating.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by electric heating systems relative to dwelling unit size	n/a
timeseries	out.electricity.hot_tub_heater.energy_consumption	float	kWh	Electric energy consumed by hot tub heaters	n/a
timeseries	out.electricity.hot_tub_heater.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by hot tub heaters relative to dwelling unit size	n/a
timeseries	out.electricity.hot_tub_pump.energy_consumption	float	kWh	Electric energy consumed by hot tub pumps	n/a
timeseries	out.electricity.hot_tub_pump.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by hot tub pumps relative to dwelling unit size	n/a
timeseries	out.electricity.hot_water.energy_consumption	float	kWh	Electric energy consumed by electric hot water heater	n/a
timeseries	out.electricity.hot_water.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by electric hot water heater relative to dwelling unit size	n/a
timeseries	out.electricity.lighting_exterior.energy_consumption	float	kWh	Electric energy consumed by exterior lighting	n/a
timeseries	out.electricity.lighting_exterior.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by exterior lighting relative to dwelling unit size	n/a
timeseries	out.electricity.lighting_garage.energy_consumption	float	kWh	Electric energy consumed by garage lighting	n/a
timeseries	out.electricity.lighting_garage.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by garage lighting relative to dwelling unit size	n/a
timeseries	out.electricity.lighting_interior.energy_consumption	float	kWh	Electric energy consumed by interior lighting	n/a
timeseries	out.electricity.lighting_interior.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by interior lighting relative to dwelling unit size	n/a
timeseries	out.electricity.mech_vent.energy_consumption	float	kWh	Electric energy consumed by mechanical ventilation system	n/a
timeseries	out.electricity.mech_vent.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by mechanical ventilation system relative to dwelling unit size	n/a
timeseries	out.electricity.plug_loads.energy_consumption	float	kWh	Electric energy consumed by plug loads	n/a
timeseries	out.electricity.plug_loads.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by plug loads relative to dwelling unit size	n/a
timeseries	out.electricity.pool_heater.energy_consumption	float	kWh	Electric energy consumed by pool heaters	n/a
timeseries	out.electricity.pool_heater.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by pool heaters relative to dwelling unit size	n/a
timeseries	out.electricity.pool_pump.energy_consumption	float	kWh	Electric energy consumed by pool pumps	n/a
timeseries	out.electricity.pool_pump.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by pool pumps relative to dwelling unit size	n/a
timeseries	out.electricity.range_oven.energy_consumption	float	kWh	Electric energy consumed by cooking range and oven	n/a
timeseries	out.electricity.range_oven.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by cooking range and oven relative to dwelling unit size	n/a
timeseries	out.electricity.refrigerator.energy_consumption	float	kWh	Electric energy consumed by primary refrigerator	n/a
timeseries	out.electricity.refrigerator.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by primary refrigerator relative to dwelling unit size	n/a
timeseries	out.electricity.well_pump.energy_consumption	float	kWh	Electric energy consumed by well pumps	n/a
timeseries	out.electricity.well_pump.energy_consumption_intensity	float	kWh/sqft	Electric energy consumed by well pumps relative to dwelling unit size	n/a
timeseries	out.fuel_oil.heating_hp_bkup.energy_consumption	float	kWh	Energy consumed by fuel oil backup heating used with heat pump heating systems	n/a
timeseries	out.fuel_oil.heating_hp_bkup.energy_consumption_intensity	float	kWh/sqft	Energy consumed by fuel oil backup heating used with heat pump heating systems relative to dwelling unit size	n/a
timeseries	out.fuel_oil.heating.energy_consumption	float	kWh	Site fuel oil energy consumption by heating systems	n/a
timeseries	out.fuel_oil.heating.energy_consumption_intensity	float	kWh/sqft	Site fuel oil energy consumption by heating systems relative to dwelling unit size	n/a
timeseries	out.fuel_oil.hot_water.energy_consumption	float	kWh	Energy consumed by fuel oil hot water heater	n/a
timeseries	out.fuel_oil.hot_water.energy_consumption_intensity	float	kWh/sqft	Energy consumed by fuel oil hot water heater relative to dwelling unit size	n/a
timeseries	out.natural_gas.clothes_dryer.energy_consumption	float	kWh	Energy consumed by natural gas clothes dryers	n/a
timeseries	out.natural_gas.clothes_dryer.energy_consumption_intensity	float	kWh/sqft	Energy consumed by natural gas clothes dryers relative to dwelling unit size	n/a
timeseries	out.natural_gas.fireplace.energy_consumption	float	kWh	Energy consumed by natural gas fireplaces	n/a
timeseries	out.natural_gas.fireplace.energy_consumption_intensity	float	kWh/sqft	Energy consumed by natural gas fireplaces relative to dwelling unit size	n/a
timeseries	out.natural_gas.grill.energy_consumption	float	kWh	Energy consumed by natural gas grills	n/a
timeseries	out.natural_gas.grill.energy_consumption_intensity	float	kWh/sqft	Energy consumed by natural gas grills relative to dwelling unit size	n/a
timeseries	out.natural_gas.heating_hp_bkup.energy_consumption	float	kWh	Energy consumed by natural gas backup heating used with heat pump heating systems	n/a
timeseries	out.natural_gas.heating_hp_bkup.energy_consumption_intensity	float	kWh/sqft	Energy consumed by natural gas backup heating used with heat pump heating systems relative to dwelling unit size	n/a
timeseries	out.natural_gas.heating.energy_consumption	float	kWh	Site natural gas energy consumption by heating systems	n/a
timeseries	out.natural_gas.heating.energy_consumption_intensity	float	kWh/sqft	Site natural gas energy consumption by heating systems relative to dwelling unit size	n/a
timeseries	out.natural_gas.hot_tub_heater.energy_consumption	float	kWh	Energy consumed by natural gas hot tub heaters	n/a
timeseries	out.natural_gas.hot_tub_heater.energy_consumption_intensity	float	kWh/sqft	Energy consumed by natural gas hot tub heaters relative to dwelling unit size	n/a
timeseries	out.natural_gas.hot_water.energy_consumption	float	kWh	Energy consumed by natural gas hot water heater	n/a
timeseries	out.natural_gas.hot_water.energy_consumption_intensity	float	kWh/sqft	Energy consumed by natural gas hot water heater relative to dwelling unit size	n/a
timeseries	out.natural_gas.lighting.energy_consumption	float	kWh	Energy consumed by natural gas lighting	n/a
