Dependency=Location EPW	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
1351103_United_States_ME_Cumberland_23005_726060_43.65_-70.3_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.73	0.13	0.0	0.1	0.04
1351103_United_States_ME_Cumberland_23005_726060_43.65_-70.3_NSRDB_2.0.1_2012_AMY.epw	1970s	0.02	0.49	0.15	0.0	0.28	0.06
1351103_United_States_ME_Cumberland_23005_726060_43.65_-70.3_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.59	0.16	0.0	0.14	0.03
1351103_United_States_ME_Cumberland_23005_726060_43.65_-70.3_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.61	0.13	0.0	0.21	0.05
1351103_United_States_ME_Cumberland_23005_726060_43.65_-70.3_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.66	0.1	0.0	0.15	0.09
0974142_United_States_MI_Alpena_26007_726390_45.05_-83.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0974142_United_States_MI_Alpena_26007_726390_45.05_-83.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0974142_United_States_MI_Alpena_26007_726390_45.05_-83.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0974142_United_States_MI_Alpena_26007_726390_45.05_-83.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0974142_United_States_MI_Alpena_26007_726390_45.05_-83.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0974142_United_States_MI_Alpena_26007_726390_45.05_-83.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0974142_United_States_MI_Alpena_26007_726390_45.05_-83.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0979529_United_States_MI_Wayne_26163_725370_42.21_-83.34_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0979529_United_States_MI_Wayne_26163_725370_42.21_-83.34_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0979529_United_States_MI_Wayne_26163_725370_42.21_-83.34_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0979529_United_States_MI_Wayne_26163_725370_42.21_-83.34_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0979529_United_States_MI_Wayne_26163_725370_42.21_-83.34_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0979529_United_States_MI_Wayne_26163_725370_42.21_-83.34_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0979529_United_States_MI_Wayne_26163_725370_42.21_-83.34_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0971255_United_States_MI_Genesee_26049_726370_42.97_-83.74_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0971255_United_States_MI_Genesee_26049_726370_42.97_-83.74_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0971255_United_States_MI_Genesee_26049_726370_42.97_-83.74_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0971255_United_States_MI_Genesee_26049_726370_42.97_-83.74_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0971255_United_States_MI_Genesee_26049_726370_42.97_-83.74_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0971255_United_States_MI_Genesee_26049_726370_42.97_-83.74_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0971255_United_States_MI_Genesee_26049_726370_42.97_-83.74_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0933680_United_States_MI_Kent_26081_726350_42.89_-85.5_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0933680_United_States_MI_Kent_26081_726350_42.89_-85.5_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0933680_United_States_MI_Kent_26081_726350_42.89_-85.5_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0933680_United_States_MI_Kent_26081_726350_42.89_-85.5_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0933680_United_States_MI_Kent_26081_726350_42.89_-85.5_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0933680_United_States_MI_Kent_26081_726350_42.89_-85.5_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0933680_United_States_MI_Kent_26081_726350_42.89_-85.5_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0950549_United_States_MI_Roscommon_26143_726380_44.37_-84.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0950549_United_States_MI_Roscommon_26143_726380_44.37_-84.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0950549_United_States_MI_Roscommon_26143_726380_44.37_-84.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0950549_United_States_MI_Roscommon_26143_726380_44.37_-84.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0950549_United_States_MI_Roscommon_26143_726380_44.37_-84.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0950549_United_States_MI_Roscommon_26143_726380_44.37_-84.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0950549_United_States_MI_Roscommon_26143_726380_44.37_-84.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0953005_United_States_MI_Clinton_26037_725390_42.77_-84.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0953005_United_States_MI_Clinton_26037_725390_42.77_-84.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0953005_United_States_MI_Clinton_26037_725390_42.77_-84.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0953005_United_States_MI_Clinton_26037_725390_42.77_-84.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0953005_United_States_MI_Clinton_26037_725390_42.77_-84.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0953005_United_States_MI_Clinton_26037_725390_42.77_-84.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0953005_United_States_MI_Clinton_26037_725390_42.77_-84.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0918749_United_States_MI_Muskegon_26121_726360_43.17_-86.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0918749_United_States_MI_Muskegon_26121_726360_43.17_-86.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0918749_United_States_MI_Muskegon_26121_726360_43.17_-86.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0918749_United_States_MI_Muskegon_26121_726360_43.17_-86.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0918749_United_States_MI_Muskegon_26121_726360_43.17_-86.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0918749_United_States_MI_Muskegon_26121_726360_43.17_-86.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0918749_United_States_MI_Muskegon_26121_726360_43.17_-86.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0957764_United_States_MI_Chippewa_26033_712600_46.45_-84.34_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0957764_United_States_MI_Chippewa_26033_712600_46.45_-84.34_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0957764_United_States_MI_Chippewa_26033_712600_46.45_-84.34_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0957764_United_States_MI_Chippewa_26033_712600_46.45_-84.34_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0957764_United_States_MI_Chippewa_26033_712600_46.45_-84.34_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0957764_United_States_MI_Chippewa_26033_712600_46.45_-84.34_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0957764_United_States_MI_Chippewa_26033_712600_46.45_-84.34_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0932184_United_States_MI_Grand_Traverse_26055_726340.0_44.73_-85.58_NSRDB_2.0.1_2012_AMY.epw	<1950	0.05	0.04	0.82	0.02	0.03	0.06
0932184_United_States_MI_Grand_Traverse_26055_726340.0_44.73_-85.58_NSRDB_2.0.1_2012_AMY.epw	1950s	0.05	0.03	0.88	0.0	0.0	0.03
0932184_United_States_MI_Grand_Traverse_26055_726340.0_44.73_-85.58_NSRDB_2.0.1_2012_AMY.epw	1960s	0.04	0.04	0.88	0.0	0.04	0.0
0932184_United_States_MI_Grand_Traverse_26055_726340.0_44.73_-85.58_NSRDB_2.0.1_2012_AMY.epw	1970s	0.16	0.09	0.66	0.0	0.04	0.05
0932184_United_States_MI_Grand_Traverse_26055_726340.0_44.73_-85.58_NSRDB_2.0.1_2012_AMY.epw	1980s	0.11	0.0	0.6	0.0	0.07	0.22
0932184_United_States_MI_Grand_Traverse_26055_726340.0_44.73_-85.58_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.78	0.0	0.05	0.17
0932184_United_States_MI_Grand_Traverse_26055_726340.0_44.73_-85.58_NSRDB_2.0.1_2012_AMY.epw	2000s	0.1	0.0	0.53	0.0	0.0	0.37
0786774_United_States_MN_St._Louis_27137_727450.0_46.85_-92.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0786774_United_States_MN_St._Louis_27137_727450.0_46.85_-92.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0786774_United_States_MN_St._Louis_27137_727450.0_46.85_-92.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0786774_United_States_MN_St._Louis_27137_727450.0_46.85_-92.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0786774_United_States_MN_St._Louis_27137_727450.0_46.85_-92.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0786774_United_States_MN_St._Louis_27137_727450.0_46.85_-92.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0786774_United_States_MN_St._Louis_27137_727450.0_46.85_-92.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0762035_United_States_MN_Koochiching_27071_727470_48.57_-93.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0762035_United_States_MN_Koochiching_27071_727470_48.57_-93.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0762035_United_States_MN_Koochiching_27071_727470_48.57_-93.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0762035_United_States_MN_Koochiching_27071_727470_48.57_-93.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0762035_United_States_MN_Koochiching_27071_727470_48.57_-93.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0762035_United_States_MN_Koochiching_27071_727470_48.57_-93.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0762035_United_States_MN_Koochiching_27071_727470_48.57_-93.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0766157_United_States_MN_Hennepin_27053_726580_44.89_-93.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0766157_United_States_MN_Hennepin_27053_726580_44.89_-93.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0766157_United_States_MN_Hennepin_27053_726580_44.89_-93.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0766157_United_States_MN_Hennepin_27053_726580_44.89_-93.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0766157_United_States_MN_Hennepin_27053_726580_44.89_-93.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0766157_United_States_MN_Hennepin_27053_726580_44.89_-93.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0766157_United_States_MN_Hennepin_27053_726580_44.89_-93.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0780666_United_States_MN_Olmsted_27109_726440_43.89_-92.5_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0780666_United_States_MN_Olmsted_27109_726440_43.89_-92.5_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0780666_United_States_MN_Olmsted_27109_726440_43.89_-92.5_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0780666_United_States_MN_Olmsted_27109_726440_43.89_-92.5_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0780666_United_States_MN_Olmsted_27109_726440_43.89_-92.5_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0780666_United_States_MN_Olmsted_27109_726440_43.89_-92.5_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0780666_United_States_MN_Olmsted_27109_726440_43.89_-92.5_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0748653_United_States_MN_Sherburne_27141_726550_45.53_-94.06_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0748653_United_States_MN_Sherburne_27141_726550_45.53_-94.06_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0748653_United_States_MN_Sherburne_27141_726550_45.53_-94.06_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0748653_United_States_MN_Sherburne_27141_726550_45.53_-94.06_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0748653_United_States_MN_Sherburne_27141_726550_45.53_-94.06_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0748653_United_States_MN_Sherburne_27141_726550_45.53_-94.06_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0748653_United_States_MN_Sherburne_27141_726550_45.53_-94.06_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0786796_United_States_MO_Boone_29019_724450_38.81_-92.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.13	0.0	0.61	0.0	0.09	0.17
0786796_United_States_MO_Boone_29019_724450_38.81_-92.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.75	0.0	0.03	0.0
0786796_United_States_MO_Boone_29019_724450_38.81_-92.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.21	0.0	0.69	0.0	0.02	0.09
0786796_United_States_MO_Boone_29019_724450_38.81_-92.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.32	0.02	0.48	0.0	0.06	0.12
0786796_United_States_MO_Boone_29019_724450_38.81_-92.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.44	0.0	0.14	0.18
0786796_United_States_MO_Boone_29019_724450_38.81_-92.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.24	0.0	0.57	0.0	0.01	0.17
0786796_United_States_MO_Boone_29019_724450_38.81_-92.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.28	0.0	0.52	0.0	0.09	0.1
0735452_United_States_MO_Platte_29165_724460_39.29_-94.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.13	0.0	0.61	0.0	0.09	0.17
0735452_United_States_MO_Platte_29165_724460_39.29_-94.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.75	0.0	0.03	0.0
0735452_United_States_MO_Platte_29165_724460_39.29_-94.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.21	0.0	0.69	0.0	0.02	0.09
0735452_United_States_MO_Platte_29165_724460_39.29_-94.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.32	0.02	0.48	0.0	0.06	0.12
0735452_United_States_MO_Platte_29165_724460_39.29_-94.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.44	0.0	0.14	0.18
0735452_United_States_MO_Platte_29165_724460_39.29_-94.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.24	0.0	0.57	0.0	0.01	0.17
0735452_United_States_MO_Platte_29165_724460_39.29_-94.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.28	0.0	0.52	0.0	0.09	0.1
0762564_United_States_MO_Greene_29077_724400_37.25_-93.38_NSRDB_2.0.1_2012_AMY.epw	<1950	0.13	0.0	0.61	0.0	0.09	0.17
0762564_United_States_MO_Greene_29077_724400_37.25_-93.38_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.75	0.0	0.03	0.0
0762564_United_States_MO_Greene_29077_724400_37.25_-93.38_NSRDB_2.0.1_2012_AMY.epw	1960s	0.21	0.0	0.69	0.0	0.02	0.09
0762564_United_States_MO_Greene_29077_724400_37.25_-93.38_NSRDB_2.0.1_2012_AMY.epw	1970s	0.32	0.02	0.48	0.0	0.06	0.12
0762564_United_States_MO_Greene_29077_724400_37.25_-93.38_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.44	0.0	0.14	0.18
0762564_United_States_MO_Greene_29077_724400_37.25_-93.38_NSRDB_2.0.1_2012_AMY.epw	1990s	0.24	0.0	0.57	0.0	0.01	0.17
0762564_United_States_MO_Greene_29077_724400_37.25_-93.38_NSRDB_2.0.1_2012_AMY.epw	2000s	0.28	0.0	0.52	0.0	0.09	0.1
0827825_United_States_MO_St._Louis_29189_724340.0_38.77_-90.38_NSRDB_2.0.1_2012_AMY.epw	<1950	0.13	0.0	0.61	0.0	0.09	0.17
0827825_United_States_MO_St._Louis_29189_724340.0_38.77_-90.38_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.75	0.0	0.03	0.0
0827825_United_States_MO_St._Louis_29189_724340.0_38.77_-90.38_NSRDB_2.0.1_2012_AMY.epw	1960s	0.21	0.0	0.69	0.0	0.02	0.09
0827825_United_States_MO_St._Louis_29189_724340.0_38.77_-90.38_NSRDB_2.0.1_2012_AMY.epw	1970s	0.32	0.02	0.48	0.0	0.06	0.12
0827825_United_States_MO_St._Louis_29189_724340.0_38.77_-90.38_NSRDB_2.0.1_2012_AMY.epw	1980s	0.25	0.0	0.44	0.0	0.14	0.18
0827825_United_States_MO_St._Louis_29189_724340.0_38.77_-90.38_NSRDB_2.0.1_2012_AMY.epw	1990s	0.24	0.0	0.57	0.0	0.01	0.17
0827825_United_States_MO_St._Louis_29189_724340.0_38.77_-90.38_NSRDB_2.0.1_2012_AMY.epw	2000s	0.28	0.0	0.52	0.0	0.09	0.1
0834407_United_States_MS_Rankin_28121_722350_32.33_-90.1_NSRDB_2.0.1_2012_AMY.epw	<1950	0.28	0.0	0.43	0.0	0.06	0.23
0834407_United_States_MS_Rankin_28121_722350_32.33_-90.1_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.66	0.0	0.1	0.03
0834407_United_States_MS_Rankin_28121_722350_32.33_-90.1_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.0	0.53	0.0	0.08	0.09
0834407_United_States_MS_Rankin_28121_722350_32.33_-90.1_NSRDB_2.0.1_2012_AMY.epw	1970s	0.54	0.0	0.23	0.0	0.04	0.18
0834407_United_States_MS_Rankin_28121_722350_32.33_-90.1_NSRDB_2.0.1_2012_AMY.epw	1980s	0.5	0.0	0.26	0.0	0.1	0.14
0834407_United_States_MS_Rankin_28121_722350_32.33_-90.1_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.22	0.0	0.03	0.12
0834407_United_States_MS_Rankin_28121_722350_32.33_-90.1_NSRDB_2.0.1_2012_AMY.epw	2000s	0.55	0.0	0.29	0.0	0.05	0.11
0865865_United_States_MS_Lauderdale_28075_722340_32.33_-88.74_NSRDB_2.0.1_2012_AMY.epw	<1950	0.28	0.0	0.43	0.0	0.06	0.23
0865865_United_States_MS_Lauderdale_28075_722340_32.33_-88.74_NSRDB_2.0.1_2012_AMY.epw	1950s	0.22	0.0	0.66	0.0	0.1	0.03
0865865_United_States_MS_Lauderdale_28075_722340_32.33_-88.74_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.0	0.53	0.0	0.08	0.09
0865865_United_States_MS_Lauderdale_28075_722340_32.33_-88.74_NSRDB_2.0.1_2012_AMY.epw	1970s	0.54	0.0	0.23	0.0	0.04	0.18
0865865_United_States_MS_Lauderdale_28075_722340_32.33_-88.74_NSRDB_2.0.1_2012_AMY.epw	1980s	0.5	0.0	0.26	0.0	0.1	0.14
0865865_United_States_MS_Lauderdale_28075_722340_32.33_-88.74_NSRDB_2.0.1_2012_AMY.epw	1990s	0.63	0.0	0.22	0.0	0.03	0.12
0865865_United_States_MS_Lauderdale_28075_722340_32.33_-88.74_NSRDB_2.0.1_2012_AMY.epw	2000s	0.55	0.0	0.29	0.0	0.05	0.11
0387816_United_States_MT_Yellowstone_30111_726770_45.81_-108.54_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0387816_United_States_MT_Yellowstone_30111_726770_45.81_-108.54_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0387816_United_States_MT_Yellowstone_30111_726770_45.81_-108.54_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0387816_United_States_MT_Yellowstone_30111_726770_45.81_-108.54_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0387816_United_States_MT_Yellowstone_30111_726770_45.81_-108.54_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0387816_United_States_MT_Yellowstone_30111_726770_45.81_-108.54_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0387816_United_States_MT_Yellowstone_30111_726770_45.81_-108.54_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0303807_United_States_MT_Glacier_30035_727690_48.61_-112.38_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0303807_United_States_MT_Glacier_30035_727690_48.61_-112.38_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0303807_United_States_MT_Glacier_30035_727690_48.61_-112.38_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0303807_United_States_MT_Glacier_30035_727690_48.61_-112.38_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0303807_United_States_MT_Glacier_30035_727690_48.61_-112.38_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0303807_United_States_MT_Glacier_30035_727690_48.61_-112.38_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0303807_United_States_MT_Glacier_30035_727690_48.61_-112.38_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0431562_United_States_MT_Valley_30105_727680_48.21_-106.62_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0431562_United_States_MT_Valley_30105_727680_48.21_-106.62_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0431562_United_States_MT_Valley_30105_727680_48.21_-106.62_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0431562_United_States_MT_Valley_30105_727680_48.21_-106.62_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
0431562_United_States_MT_Valley_30105_727680_48.21_-106.62_NSRDB_2.0.1_2012_AMY.epw	1980s	0.3	0.0	0.67	0.0	0.02	0.0
0431562_United_States_MT_Valley_30105_727680_48.21_-106.62_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.0	0.72	0.0	0.0	0.28
0431562_United_States_MT_Valley_30105_727680_48.21_-106.62_NSRDB_2.0.1_2012_AMY.epw	2000s	0.27	0.0	0.57	0.0	0.0	0.16
0325150_United_States_MT_Cascade_30013_727760_47.45_-111.38_NSRDB_2.0.1_2012_AMY.epw	<1950	0.08	0.0	0.92	0.0	0.0	0.0
0325150_United_States_MT_Cascade_30013_727760_47.45_-111.38_NSRDB_2.0.1_2012_AMY.epw	1950s	0.2	0.0	0.62	0.0	0.18	0.0
0325150_United_States_MT_Cascade_30013_727760_47.45_-111.38_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.0	1.0	0.0	0.0	0.0
0325150_United_States_MT_Cascade_30013_727760_47.45_-111.38_NSRDB_2.0.1_2012_AMY.epw	1970s	0.04	0.0	0.81	0.0	0.0	0.15
