County,electricity_fixed_charge,electricity_marginal_rate,natural_gas_fixed_charge,natural_gas_marginal_rate,propane_fixed_charge,propane_marginal_rate,fuel_oil_fixed_charge,fuel_oil_marginal_rate,wood_fixed_charge,wood_marginal_rate
"NY, Tioga County",,,,,,,,,,
"NY, Tompkins County",,,,,,,,,,
"NY, Ulster County",,,,,,,,,,
"NY, Warren County",,,,,,,,,,
"NY, Washington County",,,,,,,,,,
"NY, Wayne County",,,,,,,,,,
"NY, Westchester County",,,,,,,,,,
"NY, Wyoming County",,,,,,,,,,
"NY, Yates County",,,,,,,,,,
"OH, Adams County",,,,,,,,,,
"OH, Allen County",,,,,,,,,,
"OH, Ashland County",,,,,,,,,,
"OH, Ashtabula County",,,,,,,,,,
"OH, Athens County",,,,,,,,,,
"OH, Auglaize County",,,,,,,,,,
"OH, Belmont County",,,,,,,,,,
"OH, Brown County",,,,,,,,,,
"OH, Butler County",,,,,,,,,,
"OH, Carroll County",,,,,,,,,,
"OH, Champaign County",,,,,,,,,,
"OH, Clark County",,,,,,,,,,
"OH, Clermont County",,,,,,,,,,
"OH, Clinton County",,,,,,,,,,
"OH, Columbiana County",,,,,,,,,,
"OH, Coshocton County",,,,,,,,,,
"OH, Crawford County",,,,,,,,,,
"OH, Cuyahoga County",,,,,,,,,,
"OH, Darke County",,,,,,,,,,
"OH, Defiance County",,,,,,,,,,
"OH, Delaware County",,,,,,,,,,
"OH, Erie County",,,,,,,,,,
"OH, Fairfield County",,,,,,,,,,
"OH, Fayette County",,,,,,,,,,
"OH, Franklin County",,,,,,,,,,
"OH, Fulton County",,,,,,,,,,
"OH, Gallia County",,,,,,,,,,
"OH, Geauga County",,,,,,,,,,
"OH, Greene County",,,,,,,,,,
"OH, Guernsey County",,,,,,,,,,
"OH, Hamilton County",,,,,,,,,,
"OH, Hancock County",,,,,,,,,,
"OH, Hardin County",,,,,,,,,,
"OH, Harrison County",,,,,,,,,,
"OH, Henry County",,,,,,,,,,
"OH, Highland County",,,,,,,,,,
"OH, Hocking County",,,,,,,,,,
"OH, Holmes County",,,,,,,,,,
"OH, Huron County",,,,,,,,,,
"OH, Jackson County",,,,,,,,,,
"OH, Jefferson County",,,,,,,,,,
"OH, Knox County",,,,,,,,,,
"OH, Lake County",,,,,,,,,,
"OH, Lawrence County",,,,,,,,,,
"OH, Licking County",,,,,,,,,,
"OH, Logan County",,,,,,,,,,
"OH, Lorain County",,,,,,,,,,
"OH, Lucas County",,,,,,,,,,
"OH, Madison County",,,,,,,,,,
"OH, Mahoning County",,,,,,,,,,
"OH, Marion County",,,,,,,,,,
"OH, Medina County",,,,,,,,,,
"OH, Meigs County",,,,,,,,,,
"OH, Mercer County",,,,,,,,,,
"OH, Miami County",,,,,,,,,,
"OH, Monroe County",,,,,,,,,,
"OH, Montgomery County",,,,,,,,,,
"OH, Morgan County",,,,,,,,,,
"OH, Morrow County",,,,,,,,,,
"OH, Muskingum County",,,,,,,,,,
"OH, Noble County",,,,,,,,,,
"OH, Ottawa County",,,,,,,,,,
"OH, Paulding County",,,,,,,,,,
"OH, Perry County",,,,,,,,,,
"OH, Pickaway County",,,,,,,,,,
"OH, Pike County",,,,,,,,,,
"OH, Portage County",,,,,,,,,,
"OH, Preble County",,,,,,,,,,
"OH, Putnam County",,,,,,,,,,
"OH, Richland County",,,,,,,,,,
"OH, Ross County",,,,,,,,,,
"OH, Sandusky County",,,,,,,,,,
"OH, Scioto County",,,,,,,,,,
"OH, Seneca County",,,,,,,,,,
"OH, Shelby County",,,,,,,,,,
"OH, Stark County",,,,,,,,,,
"OH, Summit County",,,,,,,,,,
"OH, Trumbull County",,,,,,,,,,
"OH, Tuscarawas County",,,,,,,,,,
"OH, Union County",,,,,,,,,,
"OH, Van Wert County",,,,,,,,,,
"OH, Vinton County",,,,,,,,,,
"OH, Warren County",,,,,,,,,,
"OH, Washington County",,,,,,,,,,
"OH, Wayne County",,,,,,,,,,
"OH, Williams County",,,,,,,,,,
"OH, Wood County",,,,,,,,,,
"OH, Wyandot County",,,,,,,,,,
"OK, Adair County",,,,,,,,,,
"OK, Alfalfa County",,,,,,,,,,
"OK, Atoka County",,,,,,,,,,
"OK, Beaver County",,,,,,,,,,
"OK, Beckham County",,,,,,,,,,
"OK, Blaine County",,,,,,,,,,
"OK, Bryan County",,,,,,,,,,
"OK, Caddo County",,,,,,,,,,
"OK, Canadian County",,,,,,,,,,
"OK, Carter County",,,,,,,,,,
"OK, Cherokee County",,,,,,,,,,
"OK, Choctaw County",,,,,,,,,,
"OK, Cimarron County",,,,,,,,,,
"OK, Cleveland County",,,,,,,,,,
"OK, Coal County",,,,,,,,,,
"OK, Comanche County",,,,,,,,,,
"OK, Cotton County",,,,,,,,,,
"OK, Craig County",,,,,,,,,,
"OK, Creek County",,,,,,,,,,
"OK, Custer County",,,,,,,,,,
"OK, Delaware County",,,,,,,,,,
"OK, Dewey County",,,,,,,,,,
"OK, Ellis County",,,,,,,,,,
"OK, Garfield County",,,,,,,,,,
"OK, Garvin County",,,,,,,,,,
"OK, Grady County",,,,,,,,,,
"OK, Grant County",,,,,,,,,,
"OK, Greer County",,,,,,,,,,
"OK, Harmon County",,,,,,,,,,
"OK, Harper County",,,,,,,,,,
"OK, Haskell County",,,,,,,,,,
"OK, Hughes County",,,,,,,,,,
"OK, Jackson County",,,,,,,,,,
"OK, Jefferson County",,,,,,,,,,
"OK, Johnston County",,,,,,,,,,
"OK, Kay County",,,,,,,,,,
"OK, Kingfisher County",,,,,,,,,,
"OK, Kiowa County",,,,,,,,,,
"OK, Latimer County",,,,,,,,,,
"OK, Le Flore County",,,,,,,,,,
"OK, Lincoln County",,,,,,,,,,
"OK, Logan County",,,,,,,,,,
"OK, Love County",,,,,,,,,,
"OK, Major County",,,,,,,,,,
"OK, Marshall County",,,,,,,,,,
"OK, Mayes County",,,,,,,,,,
"OK, McClain County",,,,,,,,,,
"OK, McCurtain County",,,,,,,,,,
"OK, McIntosh County",,,,,,,,,,
"OK, Murray County",,,,,,,,,,
"OK, Muskogee County",,,,,,,,,,
"OK, Noble County",,,,,,,,,,
"OK, Nowata County",,,,,,,,,,
"OK, Okfuskee County",,,,,,,,,,
"OK, Oklahoma County",,,,,,,,,,
"OK, Okmulgee County",,,,,,,,,,
"OK, Osage County",,,,,,,,,,
"OK, Ottawa County",,,,,,,,,,
"OK, Pawnee County",,,,,,,,,,
"OK, Payne County",,,,,,,,,,
"OK, Pittsburg County",,,,,,,,,,
"OK, Pontotoc County",,,,,,,,,,
"OK, Pottawatomie County",,,,,,,,,,
"OK, Pushmataha County",,,,,,,,,,
"OK, Roger Mills County",,,,,,,,,,
"OK, Rogers County",,,,,,,,,,
"OK, Seminole County",,,,,,,,,,
"OK, Sequoyah County",,,,,,,,,,
"OK, Stephens County",,,,,,,,,,
"OK, Texas County",,,,,,,,,,
"OK, Tillman County",,,,,,,,,,
"OK, Tulsa County",,,,,,,,,,
"OK, Wagoner County",,,,,,,,,,
"OK, Washington County",,,,,,,,,,
"OK, Washita County",,,,,,,,,,
"OK, Woods County",,,,,,,,,,
"OK, Woodward County",,,,,,,,,,
"OR, Baker County",,,,,,,,,,
"OR, Benton County",,,,,,,,,,
"OR, Clackamas County",,,,,,,,,,
"OR, Clatsop County",,,,,,,,,,
"OR, Columbia County",,,,,,,,,,
"OR, Coos County",,,,,,,,,,
"OR, Crook County",,,,,,,,,,
"OR, Curry County",,,,,,,,,,
"OR, Deschutes County",,,,,,,,,,
"OR, Douglas County",,,,,,,,,,
"OR, Gilliam County",,,,,,,,,,
"OR, Grant County",,,,,,,,,,
"OR, Harney County",,,,,,,,,,
"OR, Hood River County",,,,,,,,,,
"OR, Jackson County",,,,,,,,,,
"OR, Jefferson County",,,,,,,,,,
"OR, Josephine County",,,,,,,,,,
"OR, Klamath County",,,,,,,,,,
"OR, Lake County",,,,,,,,,,
"OR, Lane County",,,,,,,,,,
"OR, Lincoln County",,,,,,,,,,
"OR, Linn County",,,,,,,,,,
"OR, Malheur County",,,,,,,,,,
"OR, Marion County",,,,,,,,,,
"OR, Morrow County",,,,,,,,,,
"OR, Multnomah County",,,,,,,,,,
"OR, Polk County",,,,,,,,,,
"OR, Sherman County",,,,,,,,,,
"OR, Tillamook County",,,,,,,,,,
"OR, Umatilla County",,,,,,,,,,
"OR, Union County",,,,,,,,,,
"OR, Wallowa County",,,,,,,,,,
"OR, Wasco County",,,,,,,,,,
"OR, Washington County",,,,,,,,,,
"OR, Wheeler County",,,,,,,,,,
"OR, Yamhill County",,,,,,,,,,
"PA, Adams County",,,,,,,,,,
"PA, Allegheny County",,,,,,,,,,
"PA, Armstrong County",,,,,,,,,,
"PA, Beaver County",,,,,,,,,,
"PA, Bedford County",,,,,,,,,,
"PA, Berks County",,,,,,,,,,
"PA, Blair County",,,,,,,,,,
"PA, Bradford County",,,,,,,,,,
"PA, Bucks County",,,,,,,,,,
"PA, Butler County",,,,,,,,,,
"PA, Cambria County",,,,,,,,,,
"PA, Cameron County",,,,,,,,,,
"PA, Carbon County",,,,,,,,,,
"PA, Centre County",,,,,,,,,,
"PA, Chester County",,,,,,,,,,
"PA, Clarion County",,,,,,,,,,
"PA, Clearfield County",,,,,,,,,,
"PA, Clinton County",,,,,,,,,,
"PA, Columbia County",,,,,,,,,,
"PA, Crawford County",,,,,,,,,,
"PA, Cumberland County",,,,,,,,,,
"PA, Dauphin County",,,,,,,,,,
"PA, Delaware County",,,,,,,,,,
"PA, Elk County",,,,,,,,,,
"PA, Erie County",,,,,,,,,,
"PA, Fayette County",,,,,,,,,,
"PA, Forest County",,,,,,,,,,
"PA, Franklin County",,,,,,,,,,
"PA, Fulton County",,,,,,,,,,
"PA, Greene County",,,,,,,,,,
"PA, Huntingdon County",,,,,,,,,,
"PA, Indiana County",,,,,,,,,,
"PA, Jefferson County",,,,,,,,,,
"PA, Juniata County",,,,,,,,,,
"PA, Lackawanna County",,,,,,,,,,
"PA, Lancaster County",,,,,,,,,,
"PA, Lawrence County",,,,,,,,,,
"PA, Lebanon County",,,,,,,,,,
"PA, Lehigh County",,,,,,,,,,
"PA, Luzerne County",,,,,,,,,,
"PA, Lycoming County",,,,,,,,,,
"PA, McKean County",,,,,,,,,,
"PA, Mercer County",,,,,,,,,,
"PA, Mifflin County",,,,,,,,,,
"PA, Monroe County",,,,,,,,,,
"PA, Montgomery County",,,,,,,,,,
"PA, Montour County",,,,,,,,,,
"PA, Northampton County",,,,,,,,,,
"PA, Northumberland County",,,,,,,,,,
"PA, Perry County",,,,,,,,,,
"PA, Philadelphia County",,,,,,,,,,
"PA, Pike County",,,,,,,,,,
"PA, Potter County",,,,,,,,,,
"PA, Schuylkill County",,,,,,,,,,
"PA, Snyder County",,,,,,,,,,
"PA, Somerset County",,,,,,,,,,
"PA, Sullivan County",,,,,,,,,,
"PA, Susquehanna County",,,,,,,,,,
"PA, Tioga County",,,,,,,,,,
"PA, Union County",,,,,,,,,,
"PA, Venango County",,,,,,,,,,
"PA, Warren County",,,,,,,,,,
"PA, Washington County",,,,,,,,,,
"PA, Wayne County",,,,,,,,,,
"PA, Westmoreland County",,,,,,,,,,
"PA, Wyoming County",,,,,,,,,,
"PA, York County",,,,,,,,,,
"RI, Bristol County",,,,,,,,,,
"RI, Kent County",,,,,,,,,,
"RI, Newport County",,,,,,,,,,
"RI, Providence County",,,,,,,,,,
"RI, Washington County",,,,,,,,,,
"SC, Abbeville County",,,,,,,,,,
"SC, Aiken County",,,,,,,,,,
"SC, Allendale County",,,,,,,,,,
"SC, Anderson County",,,,,,,,,,
"SC, Bamberg County",,,,,,,,,,
"SC, Barnwell County",,,,,,,,,,
"SC, Beaufort County",,,,,,,,,,
"SC, Berkeley County",,,,,,,,,,
"SC, Calhoun County",,,,,,,,,,
"SC, Charleston County",,,,,,,,,,
"SC, Cherokee County",,,,,,,,,,
"SC, Chester County",,,,,,,,,,
"SC, Chesterfield County",,,,,,,,,,
"SC, Clarendon County",,,,,,,,,,
"SC, Colleton County",,,,,,,,,,
"SC, Darlington County",,,,,,,,,,
"SC, Dillon County",,,,,,,,,,
"SC, Dorchester County",,,,,,,,,,
"SC, Edgefield County",,,,,,,,,,
"SC, Fairfield County",,,,,,,,,,
"SC, Florence County",,,,,,,,,,
"SC, Georgetown County",,,,,,,,,,
"SC, Greenville County",,,,,,,,,,
"SC, Greenwood County",,,,,,,,,,
"SC, Hampton County",,,,,,,,,,
"SC, Horry County",,,,,,,,,,
"SC, Jasper County",,,,,,,,,,
"SC, Kershaw County",,,,,,,,,,
"SC, Lancaster County",,,,,,,,,,
"SC, Laurens County",,,,,,,,,,
"SC, Lee County",,,,,,,,,,
"SC, Lexington County",,,,,,,,,,
"SC, Marion County",,,,,,,,,,
"SC, Marlboro County",,,,,,,,,,
"SC, McCormick County",,,,,,,,,,
"SC, Newberry County",,,,,,,,,,
"SC, Oconee County",,,,,,,,,,
"SC, Orangeburg County",,,,,,,,,,
"SC, Pickens County",,,,,,,,,,
"SC, Richland County",,,,,,,,,,
"SC, Saluda County",,,,,,,,,,
"SC, Spartanburg County",,,,,,,,,,
"SC, Sumter County",,,,,,,,,,
"SC, Union County",,,,,,,,,,
"SC, Williamsburg County",,,,,,,,,,
"SC, York County",,,,,,,,,,
"SD, Aurora County",,,,,,,,,,
"SD, Beadle County",,,,,,,,,,
"SD, Bennett County",,,,,,,,,,
"SD, Bon Homme County",,,,,,,,,,
"SD, Brookings County",,,,,,,,,,
"SD, Brown County",,,,,,,,,,
"SD, Brule County",,,,,,,,,,
"SD, Buffalo County",,,,,,,,,,
"SD, Butte County",,,,,,,,,,
"SD, Campbell County",,,,,,,,,,
"SD, Charles Mix County",,,,,,,,,,
"SD, Clark County",,,,,,,,,,
"SD, Clay County",,,,,,,,,,
"SD, Codington County",,,,,,,,,,
"SD, Corson County",,,,,,,,,,
"SD, Custer County",,,,,,,,,,
"SD, Davison County",,,,,,,,,,
"SD, Day County",,,,,,,,,,
"SD, Deuel County",,,,,,,,,,
"SD, Dewey County",,,,,,,,,,
"SD, Douglas County",,,,,,,,,,
"SD, Edmunds County",,,,,,,,,,
"SD, Fall River County",,,,,,,,,,
"SD, Faulk County",,,,,,,,,,
"SD, Grant County",,,,,,,,,,
"SD, Gregory County",,,,,,,,,,
"SD, Haakon County",,,,,,,,,,
"SD, Hamlin County",,,,,,,,,,
"SD, Hand County",,,,,,,,,,
"SD, Hanson County",,,,,,,,,,
"SD, Harding County",,,,,,,,,,
"SD, Hughes County",,,,,,,,,,
"SD, Hutchinson County",,,,,,,,,,
"SD, Hyde County",,,,,,,,,,
"SD, Jackson County",,,,,,,,,,
"SD, Jerauld County",,,,,,,,,,
"SD, Jones County",,,,,,,,,,
"SD, Kingsbury County",,,,,,,,,,
"SD, Lake County",,,,,,,,,,
"SD, Lawrence County",,,,,,,,,,
"SD, Lincoln County",,,,,,,,,,
"SD, Lyman County",,,,,,,,,,
"SD, Marshall County",,,,,,,,,,
"SD, McCook County",,,,,,,,,,
"SD, McPherson County",,,,,,,,,,
"SD, Meade County",,,,,,,,,,
"SD, Mellette County",,,,,,,,,,
"SD, Miner County",,,,,,,,,,
"SD, Minnehaha County",,,,,,,,,,
"SD, Moody County",,,,,,,,,,
"SD, Oglala Lakota County",,,,,,,,,,
"SD, Pennington County",,,,,,,,,,
"SD, Perkins County",,,,,,,,,,
"SD, Potter County",,,,,,,,,,
"SD, Roberts County",,,,,,,,,,
"SD, Sanborn County",,,,,,,,,,
"SD, Spink County",,,,,,,,,,
"SD, Stanley County",,,,,,,,,,
"SD, Sully County",,,,,,,,,,
"SD, Todd County",,,,,,,,,,
"SD, Tripp County",,,,,,,,,,
"SD, Turner County",,,,,,,,,,
"SD, Union County",,,,,,,,,,
"SD, Walworth County",,,,,,,,,,
"SD, Yankton County",,,,,,,,,,
"SD, Ziebach County",,,,,,,,,,
"TN, Anderson County",,,,,,,,,,
"TN, Bedford County",,,,,,,,,,
"TN, Benton County",,,,,,,,,,
"TN, Bledsoe County",,,,,,,,,,
"TN, Blount County",,,,,,,,,,
"TN, Bradley County",,,,,,,,,,
"TN, Campbell County",,,,,,,,,,
"TN, Cannon County",,,,,,,,,,
"TN, Carroll County",,,,,,,,,,
"TN, Carter County",,,,,,,,,,
"TN, Cheatham County",,,,,,,,,,
"TN, Chester County",,,,,,,,,,
"TN, Claiborne County",,,,,,,,,,
"TN, Clay County",,,,,,,,,,
"TN, Cocke County",,,,,,,,,,
"TN, Coffee County",,,,,,,,,,
"TN, Crockett County",,,,,,,,,,
"TN, Cumberland County",,,,,,,,,,
"TN, Davidson County",,,,,,,,,,
"TN, Decatur County",,,,,,,,,,
"TN, DeKalb County",,,,,,,,,,
"TN, Dickson County",,,,,,,,,,
"TN, Dyer County",,,,,,,,,,
"TN, Fayette County",,,,,,,,,,
"TN, Fentress County",,,,,,,,,,
"TN, Franklin County",,,,,,,,,,
"TN, Gibson County",,,,,,,,,,
"TN, Giles County",,,,,,,,,,
"TN, Grainger County",,,,,,,,,,
"TN, Greene County",,,,,,,,,,
"TN, Grundy County",,,,,,,,,,
"TN, Hamblen County",,,,,,,,,,
"TN, Hamilton County",,,,,,,,,,
"TN, Hancock County",,,,,,,,,,
"TN, Hardeman County",,,,,,,,,,
"TN, Hardin County",,,,,,,,,,
"TN, Hawkins County",,,,,,,,,,
"TN, Haywood County",,,,,,,,,,
"TN, Henderson County",,,,,,,,,,
"TN, Henry County",,,,,,,,,,
"TN, Hickman County",,,,,,,,,,
"TN, Houston County",,,,,,,,,,
"TN, Humphreys County",,,,,,,,,,
"TN, Jackson County",,,,,,,,,,
"TN, Jefferson County",,,,,,,,,,
"TN, Johnson County",,,,,,,,,,
"TN, Knox County",,,,,,,,,,
"TN, Lake County",,,,,,,,,,
"TN, Lauderdale County",,,,,,,,,,
"TN, Lawrence County",,,,,,,,,,
"TN, Lewis County",,,,,,,,,,
"TN, Lincoln County",,,,,,,,,,
"TN, Loudon County",,,,,,,,,,
"TN, Macon County",,,,,,,,,,
"TN, Madison County",,,,,,,,,,
"TN, Marion County",,,,,,,,,,
"TN, Marshall County",,,,,,,,,,
"TN, Maury County",,,,,,,,,,
"TN, McMinn County",,,,,,,,,,
"TN, McNairy County",,,,,,,,,,
"TN, Meigs County",,,,,,,,,,
"TN, Monroe County",,,,,,,,,,
"TN, Montgomery County",,,,,,,,,,
"TN, Moore County",,,,,,,,,,
"TN, Morgan County",,,,,,,,,,
"TN, Obion County",,,,,,,,,,
"TN, Overton County",,,,,,,,,,
"TN, Perry County",,,,,,,,,,
"TN, Pickett County",,,,,,,,,,
"TN, Polk County",,,,,,,,,,
"TN, Putnam County",,,,,,,,,,
"TN, Rhea County",,,,,,,,,,
"TN, Roane County",,,,,,,,,,
"TN, Robertson County",,,,,,,,,,
"TN, Rutherford County",,,,,,,,,,
"TN, Scott County",,,,,,,,,,
"TN, Sequatchie County",,,,,,,,,,
"TN, Sevier County",,,,,,,,,,
"TN, Shelby County",,,,,,,,,,
"TN, Smith County",,,,,,,,,,
"TN, Stewart County",,,,,,,,,,
"TN, Sullivan County",,,,,,,,,,
"TN, Sumner County",,,,,,,,,,
"TN, Tipton County",,,,,,,,,,
"TN, Trousdale County",,,,,,,,,,
"TN, Unicoi County",,,,,,,,,,
"TN, Union County",,,,,,,,,,
"TN, Van Buren County",,,,,,,,,,
"TN, Warren County",,,,,,,,,,
"TN, Washington County",,,,,,,,,,
"TN, Wayne County",,,,,,,,,,
"TN, Weakley County",,,,,,,,,,
"TN, White County",,,,,,,,,,
"TN, Williamson County",,,,,,,,,,
"TN, Wilson County",,,,,,,,,,
"TX, Anderson County",,,,,,,,,,
"TX, Andrews County",,,,,,,,,,
"TX, Angelina County",,,,,,,,,,
"TX, Aransas County",,,,,,,,,,
"TX, Archer County",,,,,,,,,,
"TX, Armstrong County",,,,,,,,,,
"TX, Atascosa County",,,,,,,,,,
"TX, Austin County",,,,,,,,,,
"TX, Bailey County",,,,,,,,,,
"TX, Bandera County",,,,,,,,,,
"TX, Bastrop County",,,,,,,,,,
"TX, Baylor County",,,,,,,,,,
"TX, Bee County",,,,,,,,,,
"TX, Bell County",,,,,,,,,,
"TX, Bexar County",,,,,,,,,,
"TX, Blanco County",,,,,,,,,,
"TX, Borden County",,,,,,,,,,
"TX, Bosque County",,,,,,,,,,
"TX, Bowie County",,,,,,,,,,
"TX, Brazoria County",,,,,,,,,,
"TX, Brazos County",,,,,,,,,,
"TX, Brewster County",,,,,,,,,,
"TX, Briscoe County",,,,,,,,,,
"TX, Brooks County",,,,,,,,,,
"TX, Brown County",,,,,,,,,,
"TX, Burleson County",,,,,,,,,,
"TX, Burnet County",,,,,,,,,,
"TX, Caldwell County",,,,,,,,,,
"TX, Calhoun County",,,,,,,,,,
"TX, Callahan County",,,,,,,,,,
"TX, Cameron County",,,,,,,,,,
"TX, Camp County",,,,,,,,,,
"TX, Carson County",,,,,,,,,,
"TX, Cass County",,,,,,,,,,
"TX, Castro County",,,,,,,,,,
"TX, Chambers County",,,,,,,,,,
"TX, Cherokee County",,,,,,,,,,
"TX, Childress County",,,,,,,,,,
"TX, Clay County",,,,,,,,,,
"TX, Cochran County",,,,,,,,,,
"TX, Coke County",,,,,,,,,,
"TX, Coleman County",,,,,,,,,,
"TX, Collin County",,,,,,,,,,
"TX, Collingsworth County",,,,,,,,,,
"TX, Colorado County",,,,,,,,,,
"TX, Comal County",,,,,,,,,,
"TX, Comanche County",,,,,,,,,,
"TX, Concho County",,,,,,,,,,
"TX, Cooke County",,,,,,,,,,
"TX, Coryell County",,,,,,,,,,
"TX, Cottle County",,,,,,,,,,
"TX, Crane County",,,,,,,,,,
"TX, Crockett County",,,,,,,,,,
"TX, Crosby County",,,,,,,,,,
"TX, Culberson County",,,,,,,,,,
"TX, Dallam County",,,,,,,,,,
"TX, Dallas County",,,,,,,,,,
"TX, Dawson County",,,,,,,,,,
"TX, Deaf Smith County",,,,,,,,,,
"TX, Delta County",,,,,,,,,,
"TX, Denton County",,,,,,,,,,
"TX, DeWitt County",,,,,,,,,,
"TX, Dickens County",,,,,,,,,,
"TX, Dimmit County",,,,,,,,,,
"TX, Donley County",,,,,,,,,,
"TX, Duval County",,,,,,,,,,
"TX, Eastland County",,,,,,,,,,
"TX, Ector County",,,,,,,,,,
"TX, Edwards County",,,,,,,,,,
"TX, El Paso County",,,,,,,,,,
"TX, Ellis County",,,,,,,,,,
"TX, Erath County",,,,,,,,,,
"TX, Falls County",,,,,,,,,,
"TX, Fannin County",,,,,,,,,,
"TX, Fayette County",,,,,,,,,,
"TX, Fisher County",,,,,,,,,,
"TX, Floyd County",,,,,,,,,,
"TX, Foard County",,,,,,,,,,
"TX, Fort Bend County",,,,,,,,,,
"TX, Franklin County",,,,,,,,,,
"TX, Freestone County",,,,,,,,,,
"TX, Frio County",,,,,,,,,,
"TX, Gaines County",,,,,,,,,,
"TX, Galveston County",,,,,,,,,,
"TX, Garza County",,,,,,,,,,
"TX, Gillespie County",,,,,,,,,,
"TX, Glasscock County",,,,,,,,,,
"TX, Goliad County",,,,,,,,,,
"TX, Gonzales County",,,,,,,,,,
"TX, Gray County",,,,,,,,,,
"TX, Grayson County",,,,,,,,,,
"TX, Gregg County",,,,,,,,,,
"TX, Grimes County",,,,,,,,,,
"TX, Guadalupe County",,,,,,,,,,
"TX, Hale County",,,,,,,,,,
"TX, Hall County",,,,,,,,,,
"TX, Hamilton County",,,,,,,,,,
"TX, Hansford County",,,,,,,,,,
"TX, Hardeman County",,,,,,,,,,
"TX, Hardin County",,,,,,,,,,
"TX, Harris County",,,,,,,,,,
"TX, Harrison County",,,,,,,,,,
"TX, Hartley County",,,,,,,,,,
"TX, Haskell County",,,,,,,,,,
"TX, Hays County",,,,,,,,,,
"TX, Hemphill County",,,,,,,,,,
"TX, Henderson County",,,,,,,,,,
"TX, Hidalgo County",,,,,,,,,,
"TX, Hill County",,,,,,,,,,
"TX, Hockley County",,,,,,,,,,
"TX, Hood County",,,,,,,,,,
"TX, Hopkins County",,,,,,,,,,
"TX, Houston County",,,,,,,,,,
"TX, Howard County",,,,,,,,,,
"TX, Hudspeth County",,,,,,,,,,
"TX, Hunt County",,,,,,,,,,
"TX, Hutchinson County",,,,,,,,,,
"TX, Irion County",,,,,,,,,,
"TX, Jack County",,,,,,,,,,
"TX, Jackson County",,,,,,,,,,
"TX, Jasper County",,,,,,,,,,
"TX, Jeff Davis County",,,,,,,,,,
"TX, Jefferson County",,,,,,,,,,
"TX, Jim Hogg County",,,,,,,,,,
"TX, Jim Wells County",,,,,,,,,,
"TX, Johnson County",,,,,,,,,,
"TX, Jones County",,,,,,,,,,
"TX, Karnes County",,,,,,,,,,
"TX, Kaufman County",,,,,,,,,,
"TX, Kendall County",,,,,,,,,,
"TX, Kenedy County",,,,,,,,,,
"TX, Kent County",,,,,,,,,,
"TX, Kerr County",,,,,,,,,,
"TX, Kimble County",,,,,,,,,,
"TX, King County",,,,,,,,,,
"TX, Kinney County",,,,,,,,,,
"TX, Kleberg County",,,,,,,,,,
"TX, Knox County",,,,,,,,,,
"TX, La Salle County",,,,,,,,,,
"TX, Lamar County",,,,,,,,,,
"TX, Lamb County",,,,,,,,,,
"TX, Lampasas County",,,,,,,,,,
"TX, Lavaca County",,,,,,,,,,
"TX, Lee County",,,,,,,,,,
"TX, Leon County",,,,,,,,,,
"TX, Liberty County",,,,,,,,,,
"TX, Limestone County",,,,,,,,,,
"TX, Lipscomb County",,,,,,,,,,
"TX, Live Oak County",,,,,,,,,,
"TX, Llano County",,,,,,,,,,
"TX, Loving County",,,,,,,,,,
"TX, Lubbock County",,,,,,,,,,
"TX, Lynn County",,,,,,,,,,
"TX, Madison County",,,,,,,,,,
"TX, Marion County",,,,,,,,,,
"TX, Martin County",,,,,,,,,,
"TX, Mason County",,,,,,,,,,
"TX, Matagorda County",,,,,,,,,,
"TX, Maverick County",,,,,,,,,,
"TX, McCulloch County",,,,,,,,,,
"TX, McLennan County",,,,,,,,,,
"TX, McMullen County",,,,,,,,,,
"TX, Medina County",,,,,,,,,,
"TX, Menard County",,,,,,,,,,
"TX, Midland County",,,,,,,,,,
"TX, Milam County",,,,,,,,,,
"TX, Mills County",,,,,,,,,,
"TX, Mitchell County",,,,,,,,,,
"TX, Montague County",,,,,,,,,,
"TX, Montgomery County",,,,,,,,,,
"TX, Moore County",,,,,,,,,,
"TX, Morris County",,,,,,,,,,
"TX, Motley County",,,,,,,,,,
"TX, Nacogdoches County",,,,,,,,,,
"TX, Navarro County",,,,,,,,,,
"TX, Newton County",,,,,,,,,,
"TX, Nolan County",,,,,,,,,,
"TX, Nueces County",,,,,,,,,,
"TX, Ochiltree County",,,,,,,,,,
"TX, Oldham County",,,,,,,,,,
"TX, Orange County",,,,,,,,,,
"TX, Palo Pinto County",,,,,,,,,,
"TX, Panola County",,,,,,,,,,
"TX, Parker County",,,,,,,,,,
"TX, Parmer County",,,,,,,,,,
"TX, Pecos County",,,,,,,,,,
"TX, Polk County",,,,,,,,,,
"TX, Potter County",,,,,,,,,,
"TX, Presidio County",,,,,,,,,,
"TX, Rains County",,,,,,,,,,
"TX, Randall County",,,,,,,,,,
"TX, Reagan County",,,,,,,,,,
"TX, Real County",,,,,,,,,,
"TX, Red River County",,,,,,,,,,
"TX, Reeves County",,,,,,,,,,
"TX, Refugio County",,,,,,,,,,
"TX, Roberts County",,,,,,,,,,
"TX, Robertson County",,,,,,,,,,
"TX, Rockwall County",,,,,,,,,,
"TX, Runnels County",,,,,,,,,,
"TX, Rusk County",,,,,,,,,,
"TX, Sabine County",,,,,,,,,,
"TX, San Augustine County",,,,,,,,,,
"TX, San Jacinto County",,,,,,,,,,
"TX, San Patricio County",,,,,,,,,,
