lighting_exterior,lighting_exterior_holiday,refrigerator,extra_refrigerator,freezer,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,permanent_spa_pump,permanent_spa_heater,hot_water_recirculation_pump,general_water_use
0.409,0,0.658,0.658,0.658,0.224,0.00614,0.224,0.224,0.0198,0.0198,0.182,0.194,1,0.288
0.409,0,0.641,0.641,0.641,0.185,0.00614,0.185,0.185,0.0198,0.0198,0.15,0.161,1,0.288
0.398,0,0.625,0.625,0.625,0.146,0.0123,0.146,0.146,0.0264,0.0264,0.182,0.194,1,0.342
0.365,0,0.608,0.608,0.608,0.156,0.043,0.156,0.156,0.0528,0.0528,0.294,0.315,1,0.37
0.398,0,0.608,0.608,0.608,0.176,0.0737,0.176,0.176,0.0991,0.0991,0.419,0.449,1,0.521
0.476,0,0.641,0.641,0.641,0.254,0.178,0.254,0.254,0.172,0.172,0.357,0.382,1,0.603
0.52,0,0.675,0.675,0.675,0.322,0.283,0.322,0.322,0.291,0.291,0.15,0.161,1,0.534
0.376,0,0.692,0.692,0.692,0.322,0.27,0.322,0.322,0.555,0.555,0.15,0.161,1,0.507
0.254,0,0.692,0.692,0.692,0.312,0.252,0.312,0.312,0.799,0.799,0.119,0.127,1,0.507
0.265,0,0.675,0.675,0.675,0.322,0.27,0.322,0.322,0.839,0.839,0.0939,0.1,1,0.466
0.276,0,0.675,0.675,0.675,0.322,0.283,0.322,0.322,0.799,0.799,0.0876,0.0938,1,0.479
0.265,0,0.709,0.709,0.709,0.312,0.258,0.312,0.312,0.793,0.793,0.0876,0.0938,1,0.479
0.31,0,0.709,0.709,0.709,0.312,0.233,0.312,0.312,0.595,0.595,0.0876,0.0938,1,0.479
0.343,0,0.709,0.709,0.709,0.312,0.301,0.312,0.312,0.495,0.495,0.15,0.161,1,0.534
0.354,0,0.692,0.692,0.692,0.322,0.362,0.322,0.322,0.403,0.403,0.363,0.388,1,0.589
0.431,0.0288,0.743,0.743,0.743,0.439,0.676,0.439,0.439,0.244,0.244,0.789,0.844,1,0.699
0.586,0.346,0.81,0.81,0.81,0.556,0.989,0.556,0.556,0.152,0.152,0.764,0.817,1,0.877
0.697,0.593,0.844,0.844,0.844,0.644,0.706,0.644,0.644,0.0859,0.0859,0.426,0.455,1,0.89
0.741,0.683,0.81,0.81,0.81,0.741,0.43,0.741,0.741,0.0528,0.0528,0.382,0.409,1,0.986
0.785,1,0.793,0.793,0.793,0.79,0.27,0.79,0.79,0.0264,0.0264,0.319,0.342,1,1
0.763,0.679,0.776,0.776,0.776,0.839,0.117,0.839,0.839,0.0198,0.0198,0.269,0.288,1,0.863
0.652,0.132,0.743,0.743,0.743,0.732,0.0799,0.732,0.732,0.0198,0.0198,0.15,0.161,1,0.616
0.553,0.0658,0.692,0.692,0.692,0.634,0.043,0.634,0.634,0.0198,0.0198,0.15,0.161,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
0.559,0,0.611,0.611,0.611,0.509,0.0248,0.509,0.509,0.0235,0.0235,0.151,0.145,1,0.315
0.517,0,0.596,0.596,0.596,0.266,0.00621,0.266,0.266,0.0235,0.0235,0.183,0.176,1,0.288
0.517,0,0.58,0.58,0.58,0.22,0.00621,0.22,0.22,0.0235,0.0235,0.151,0.145,1,0.288
0.503,0,0.565,0.565,0.565,0.173,0.0124,0.173,0.173,0.0313,0.0313,0.183,0.176,1,0.342
0.461,0,0.55,0.55,0.55,0.185,0.0435,0.185,0.185,0.0626,0.0626,0.296,0.285,1,0.37
0.503,0,0.55,0.55,0.55,0.208,0.0745,0.208,0.208,0.117,0.117,0.422,0.406,1,0.521
0.601,0,0.58,0.58,0.58,0.301,0.18,0.301,0.301,0.203,0.203,0.359,0.345,1,0.603
0.657,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.344,0.344,0.151,0.145,1,0.534
0.475,0,0.626,0.626,0.626,0.381,0.273,0.381,0.381,0.657,0.657,0.151,0.145,1,0.507
0.322,0,0.626,0.626,0.626,0.37,0.255,0.37,0.37,0.947,0.947,0.12,0.115,1,0.507
0.336,0,0.611,0.611,0.611,0.381,0.273,0.381,0.381,0.994,0.994,0.0945,0.0909,1,0.466
0.35,0,0.611,0.611,0.611,0.381,0.286,0.381,0.381,0.947,0.947,0.0882,0.0849,1,0.479
0.336,0,0.641,0.641,0.641,0.37,0.261,0.37,0.37,0.939,0.939,0.0882,0.0849,1,0.479
0.392,0,0.641,0.641,0.641,0.37,0.236,0.37,0.37,0.704,0.704,0.0882,0.0849,1,0.479
0.433,0,0.641,0.641,0.641,0.37,0.304,0.37,0.37,0.587,0.587,0.151,0.145,1,0.534
0.447,0,0.626,0.626,0.626,0.381,0.366,0.381,0.381,0.477,0.477,0.365,0.352,1,0.589
0.545,0.0288,0.672,0.672,0.672,0.52,0.683,0.52,0.52,0.29,0.29,0.794,0.764,1,0.699
0.741,0.346,0.733,0.733,0.733,0.659,1,0.659,0.659,0.18,0.18,0.769,0.739,1,0.877
0.881,0.593,0.764,0.764,0.764,0.763,0.714,0.763,0.763,0.102,0.102,0.428,0.412,1,0.89
0.937,0.683,0.733,0.733,0.733,0.878,0.435,0.878,0.878,0.0626,0.0626,0.384,0.37,1,0.986
0.993,1,0.718,0.718,0.718,0.936,0.273,0.936,0.936,0.0313,0.0313,0.321,0.309,1,1
0.965,0.679,0.703,0.703,0.703,0.994,0.118,0.994,0.994,0.0235,0.0235,0.271,0.261,1,0.863
0.825,0.132,0.672,0.672,0.672,0.867,0.0807,0.867,0.867,0.0235,0.0235,0.151,0.145,1,0.616
0.699,0.0658,0.626,0.626,0.626,0.751,0.0435,0.751,0.751,0.0235,0.0235,0.151,0.145,1,0.466
