Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	source_count	source_weight	sampling_probability
Multi-Family with 2 - 4 Units	CA, 03731	1980s	0.381514	0.000568711	0.552781	0.0454061	0.00449524	0.0152342	8	247	6.99675e-05
Multi-Family with 2 - 4 Units	CA, 03731	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	1	22	6.23192e-06
Multi-Family with 2 - 4 Units	CA, 03731	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	1	22	6.23192e-06
Multi-Family with 2 - 4 Units	CA, 03731	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	0	0	0
Multi-Family with 2 - 4 Units	CA, 03731	<1940	0.229551	0	0.743686	0.00414625	0	0.0226159	100	2653	0.000751513
Multi-Family with 5+ Units	CA, 03731	1940s	0.135641	0	0.758389	0.0805369	0	0.0254327	95	2831	0.000801934
Multi-Family with 5+ Units	CA, 03731	1950s	0.251646	0	0.692998	0.037702	0.00344105	0.014213	250	6684	0.00189337
Multi-Family with 5+ Units	CA, 03731	1960s	0.42763	0.00146449	0.513913	0.0447889	0.0057359	0.00646815	311	8194	0.0023211
Multi-Family with 5+ Units	CA, 03731	1970s	0.503979	0.00617651	0.452785	0.0299323	0	0.00712674	310	8419	0.00238484
Multi-Family with 5+ Units	CA, 03731	1980s	0.472289	0	0.467272	0.0348782	0	0.0255614	179	4186	0.00118576
Multi-Family with 5+ Units	CA, 03731	1990s	0.560844	0	0.428361	0.00441609	0	0.0063788	73	2038	0.000577302
Multi-Family with 5+ Units	CA, 03731	2000s	0.650456	0	0.278875	0.0706687	0	0	40	1316	0.000372782
Multi-Family with 5+ Units	CA, 03731	2010s	0.486111	0	0.473765	0.0123457	0.0277778	0	26	648	0.000183558
Multi-Family with 5+ Units	CA, 03731	<1940	0.296186	0	0.636653	0.0408898	0.00635593	0.0199153	156	4720	0.00133703
Single-Family Attached	CA, 03731	1940s	0.208407	0.00054167	0.690339	0.0799157	0.00870541	0.0120908	4	80	2.26616e-05
Single-Family Attached	CA, 03731	1950s	0.241165	0.0021092	0.659477	0.0742465	0.00854293	0.0144593	9	143	4.05074e-05
Single-Family Attached	CA, 03731	1960s	0.324544	0.00110156	0.614105	0.0401781	0.00575132	0.0143203	3	64	1.81292e-05
Single-Family Attached	CA, 03731	1970s	0.299743	0.000849697	0.65369	0.0239771	0.00649481	0.0152457	4	85	2.40779e-05
Single-Family Attached	CA, 03731	1980s	0.274009	0.000619145	0.684407	0.0196868	0.00505384	0.0162236	5	78	2.2095e-05
Single-Family Attached	CA, 03731	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	5	85	2.40779e-05
Single-Family Attached	CA, 03731	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	1	12	3.39923e-06
Single-Family Attached	CA, 03731	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	3	62	1.75627e-05
Single-Family Attached	CA, 03731	<1940	0.211149	0	0.788851	0	0	0	23	592	0.000167696
Single-Family Detached	CA, 03731	1940s	0.192099	0	0.791634	0	0	0.0162665	65	1291	0.000365701
Single-Family Detached	CA, 03731	1950s	0.138161	0	0.846944	0	0	0.0148947	106	1947	0.000551526
Single-Family Detached	CA, 03731	1960s	0.161184	0.0263158	0.8125	0	0	0	66	1216	0.000344456
Single-Family Detached	CA, 03731	1970s	0.21164	0	0.734568	0	0	0.0537919	56	1134	0.000321228
Single-Family Detached	CA, 03731	1980s	0.222067	0	0.730447	0.0307263	0	0.0167598	37	716	0.000202821
Single-Family Detached	CA, 03731	1990s	0.379074	0.0222985	0.552316	0	0	0.0463122	32	583	0.000165146
Single-Family Detached	CA, 03731	2000s	0.368308	0	0.528908	0	0.0770878	0.0256959	27	467	0.000132287
Single-Family Detached	CA, 03731	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	6	148	4.1924e-05
Single-Family Detached	CA, 03731	<1940	0.129727	0	0.84098	0.017359	0.0017049	0.0102294	302	6452	0.00182765
Mobile Home	CA, 03732	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03732	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03732	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03732	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	1	23	1.76766e-05
Mobile Home	CA, 03732	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	0	0	0
Mobile Home	CA, 03732	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03732	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	2	66	5.0724e-05
Mobile Home	CA, 03732	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03732	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	4	101	7.76231e-05
Multi-Family with 2 - 4 Units	CA, 03732	1940s	0.25974	0	0.636364	0.0760668	0	0.0278293	33	539	0.000414246
Multi-Family with 2 - 4 Units	CA, 03732	1950s	0.321521	0	0.598099	0.0803803	0	0	53	1157	0.000889204
Multi-Family with 2 - 4 Units	CA, 03732	1960s	0.484808	0	0.404227	0.0832232	0	0.0277411	42	757	0.000581787
Multi-Family with 2 - 4 Units	CA, 03732	1970s	0.323722	0	0.627785	0.0484928	0	0	41	763	0.0005864
Multi-Family with 2 - 4 Units	CA, 03732	1980s	0.310273	0	0.578616	0.0859539	0	0.0251572	28	477	0.000366596
Multi-Family with 2 - 4 Units	CA, 03732	1990s	0.250859	0	0.718213	0	0	0.0309278	16	291	0.000223646
Multi-Family with 2 - 4 Units	CA, 03732	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	8	127	9.76053e-05
Multi-Family with 2 - 4 Units	CA, 03732	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	7	118	9.06884e-05
Multi-Family with 2 - 4 Units	CA, 03732	<1940	0.171352	0	0.75927	0.041567	0	0.027811	190	3344	0.00257001
Multi-Family with 5+ Units	CA, 03732	1940s	0.324993	0	0.607848	0.0492494	0.00474058	0.0131683	193	3797	0.00291816
Multi-Family with 5+ Units	CA, 03732	1950s	0.324192	0	0.616224	0.0430725	0.00258435	0.0139268	347	6965	0.00535292
Multi-Family with 5+ Units	CA, 03732	1960s	0.35752	0	0.542514	0.0857014	0	0.0142649	464	8903	0.00684236
Multi-Family with 5+ Units	CA, 03732	1970s	0.441623	0	0.48983	0.0528149	0	0.0157321	430	8899	0.00683928
Multi-Family with 5+ Units	CA, 03732	1980s	0.510806	0.00178864	0.437323	0.0411388	0.00432255	0.00462066	327	6709	0.00515617
Multi-Family with 5+ Units	CA, 03732	1990s	0.528193	0	0.394392	0.0618714	0	0.015544	164	3281	0.00252159
Multi-Family with 5+ Units	CA, 03732	2000s	0.566051	0	0.391513	0.0290897	0	0.013347	137	2922	0.00224568
Multi-Family with 5+ Units	CA, 03732	2010s	0.645028	0	0.347376	0	0	0.00759669	54	1448	0.00111285
Multi-Family with 5+ Units	CA, 03732	<1940	0.359928	0	0.561602	0.0701798	0.00385783	0.00443241	582	12183	0.00936317
Single-Family Attached	CA, 03732	1940s	0.43299	0	0.448454	0.118557	0	0	11	194	0.000149098
Single-Family Attached	CA, 03732	1950s	0.364465	0	0.453303	0.116173	0	0.0660592	28	439	0.000337391
Single-Family Attached	CA, 03732	1960s	0.121495	0	0.719626	0.158879	0	0	12	214	0.000164469
Single-Family Attached	CA, 03732	1970s	0.581132	0	0.377358	0	0	0.0415094	14	265	0.000203665
Single-Family Attached	CA, 03732	1980s	0.179191	0	0.722543	0	0	0.0982659	10	173	0.000132958
Single-Family Attached	CA, 03732	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	7	120	9.22256e-05
Single-Family Attached	CA, 03732	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	5	116	8.91512e-05
Single-Family Attached	CA, 03732	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	0	0	0
Single-Family Attached	CA, 03732	<1940	0.409713	0	0.536936	0.0451436	0	0.00820793	81	1462	0.00112361
Single-Family Detached	CA, 03732	1940s	0.201124	0	0.729213	0.0516854	0	0.0179775	50	890	0.000684004
Single-Family Detached	CA, 03732	1950s	0.223529	0	0.759664	0.00672269	0.010084	0	71	1190	0.000914566
Single-Family Detached	CA, 03732	1960s	0.218329	0.0215633	0.673854	0.0269542	0.0592992	0	47	742	0.00057026
Single-Family Detached	CA, 03732	1970s	0.24252	0	0.683465	0.0535433	0.0204724	0	28	635	0.000488026
Single-Family Detached	CA, 03732	1980s	0.277778	0	0.657407	0.0277778	0	0.037037	21	432	0.000332011
Single-Family Detached	CA, 03732	1990s	0.312925	0	0.537415	0.14966	0	0	16	294	0.000225952
Single-Family Detached	CA, 03732	2000s	0.336798	0	0.596674	0	0.037422	0.029106	23	481	0.00036967
Single-Family Detached	CA, 03732	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	3	70	5.37981e-05
Single-Family Detached	CA, 03732	<1940	0.183272	0	0.788261	0.0158474	0.00586941	0.00674982	396	6815	0.00523763
Mobile Home	CA, 03733	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03733	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03733	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	1	14	1.04656e-05
Mobile Home	CA, 03733	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	0	0	0
Mobile Home	CA, 03733	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	14	1.04656e-05
Mobile Home	CA, 03733	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03733	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03733	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	1	13	9.71806e-06
Mobile Home	CA, 03733	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	23	1.71935e-05
Multi-Family with 2 - 4 Units	CA, 03733	1940s	0.251825	0	0.580292	0.10219	0	0.0656934	16	274	0.000204827
Multi-Family with 2 - 4 Units	CA, 03733	1950s	0.168	0	0.724	0.108	0	0	16	250	0.000186886
Multi-Family with 2 - 4 Units	CA, 03733	1960s	0.158025	0	0.6	0.241975	0	0	28	405	0.000302755
Multi-Family with 2 - 4 Units	CA, 03733	1970s	0.165975	0	0.626556	0.207469	0	0	18	241	0.000180158
Multi-Family with 2 - 4 Units	CA, 03733	1980s	0.297619	0	0.633929	0.0684524	0	0	15	336	0.000251174
Multi-Family with 2 - 4 Units	CA, 03733	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	8	107	7.99871e-05
Multi-Family with 2 - 4 Units	CA, 03733	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	7	194	0.000145023
Multi-Family with 2 - 4 Units	CA, 03733	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	1	30	2.24263e-05
Multi-Family with 2 - 4 Units	CA, 03733	<1940	0.0911722	0	0.845876	0.036903	0	0.0260492	84	1382	0.0010331
Multi-Family with 5+ Units	CA, 03733	1940s	0.242151	0.00645161	0.552258	0.193978	0	0.00516129	134	2325	0.00173804
Multi-Family with 5+ Units	CA, 03733	1950s	0.368255	0	0.551156	0.0704275	0.00315347	0.00700771	169	2854	0.00213349
Multi-Family with 5+ Units	CA, 03733	1960s	0.462377	0	0.443176	0.0910742	0	0.00337312	218	3854	0.00288103
Multi-Family with 5+ Units	CA, 03733	1970s	0.459129	0	0.460275	0.0609244	0	0.0196715	295	5236	0.00391413
Multi-Family with 5+ Units	CA, 03733	1980s	0.375935	0.00170977	0.508656	0.107288	0	0.00641163	249	4679	0.00349775
Multi-Family with 5+ Units	CA, 03733	1990s	0.418649	0	0.471614	0.096099	0	0.0136378	156	3153	0.002357
Multi-Family with 5+ Units	CA, 03733	2000s	0.476744	0	0.455092	0.0657578	0	0.00240577	119	2494	0.00186437
Multi-Family with 5+ Units	CA, 03733	2010s	0.582633	0	0.40803	0.00933707	0	0	58	1071	0.000800618
Multi-Family with 5+ Units	CA, 03733	<1940	0.285977	0.000842912	0.584598	0.113257	0.0091954	0.00613027	689	13050	0.00975544
Single-Family Attached	CA, 03733	1940s	0.208407	0.00054167	0.690339	0.0799157	0.00870541	0.0120908	3	47	3.51345e-05
Single-Family Attached	CA, 03733	1950s	0.241165	0.0021092	0.659477	0.0742465	0.00854293	0.0144593	1	12	8.97054e-06
Single-Family Attached	CA, 03733	1960s	0.324544	0.00110156	0.614105	0.0401781	0.00575132	0.0143203	4	72	5.38231e-05
Single-Family Attached	CA, 03733	1970s	0.299743	0.000849697	0.65369	0.0239771	0.00649481	0.0152457	2	27	2.01837e-05
Single-Family Attached	CA, 03733	1980s	0.274009	0.000619145	0.684407	0.0196868	0.00505384	0.0162236	5	87	6.50363e-05
Single-Family Attached	CA, 03733	1990s	0.278545	0.000581558	0.666412	0.0236177	0.00620329	0.0246408	1	11	8.22298e-06
Single-Family Attached	CA, 03733	2000s	0.275318	0.00107701	0.676398	0.0187513	0.00586121	0.0225946	3	57	4.261e-05
Single-Family Attached	CA, 03733	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	1	59	4.41051e-05
Single-Family Attached	CA, 03733	<1940	0.634259	0	0.303241	0.0277778	0	0.0347222	25	432	0.000322939
Single-Family Detached	CA, 03733	1940s	0.182978	0.00336136	0.720988	0.0385694	0.0287439	0.0253592	7	73	5.45706e-05
Single-Family Detached	CA, 03733	1950s	0.21097	0.21097	0.472574	0.105485	0	0	11	237	0.000177168
Single-Family Detached	CA, 03733	1960s	0.166305	0.0026792	0.754923	0.0206176	0.0285744	0.0269006	5	60	4.48525e-05
Single-Family Detached	CA, 03733	1970s	0.191612	0.00425878	0.699921	0.0151926	0.0445351	0.0444808	7	97	7.25117e-05
Single-Family Detached	CA, 03733	1980s	0.197918	0.00333715	0.685469	0.0131353	0.0463131	0.0538281	5	87	6.50362e-05
Single-Family Detached	CA, 03733	1990s	0.176053	0.00243018	0.713217	0.00944522	0.0359522	0.062902	3	52	3.88723e-05
Single-Family Detached	CA, 03733	2000s	0.189612	0.00185012	0.707882	0.00863106	0.028471	0.0635544	2	38	2.84067e-05
Single-Family Detached	CA, 03733	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	1	15	1.12131e-05
Single-Family Detached	CA, 03733	<1940	0.259827	0	0.627037	0.10163	0	0.0115053	71	1043	0.000779687
Mobile Home	CA, 03734	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	0	0	0
Mobile Home	CA, 03734	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	23	1.68296e-05
Mobile Home	CA, 03734	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	1	37	2.70737e-05
Mobile Home	CA, 03734	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	1	16	1.17076e-05
Mobile Home	CA, 03734	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	0	0	0
Mobile Home	CA, 03734	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	3	41	3.00007e-05
Mobile Home	CA, 03734	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03734	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	2	36	2.63421e-05
Mobile Home	CA, 03734	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	4	109	7.97579e-05
Multi-Family with 2 - 4 Units	CA, 03734	1940s	0.220796	0	0.640565	0.138639	0	0	47	779	0.000570012
Multi-Family with 2 - 4 Units	CA, 03734	1950s	0.327586	0	0.578544	0.0823755	0	0.0114943	63	1044	0.00076392
Multi-Family with 2 - 4 Units	CA, 03734	1960s	0.284787	0	0.641002	0.0742115	0	0	69	1078	0.0007888
Multi-Family with 2 - 4 Units	CA, 03734	1970s	0.365164	0	0.506631	0.122016	0.00618921	0	74	1131	0.00082758
Multi-Family with 2 - 4 Units	CA, 03734	1980s	0.228717	0	0.66709	0.0800508	0	0.0241423	46	787	0.000575867
Multi-Family with 2 - 4 Units	CA, 03734	1990s	0.286902	0	0.540541	0.143451	0	0.029106	24	481	0.000351959
Multi-Family with 2 - 4 Units	CA, 03734	2000s	0.449057	0	0.456604	0.0490566	0.045283	0	15	265	0.000193907
Multi-Family with 2 - 4 Units	CA, 03734	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	3	37	2.70738e-05
Multi-Family with 2 - 4 Units	CA, 03734	<1940	0.208649	0.00986343	0.715478	0.0576631	0	0.00834598	243	3954	0.00289324
Multi-Family with 5+ Units	CA, 03734	1940s	0.384472	0	0.49472	0.116149	0	0.00465839	176	3220	0.00235615
Multi-Family with 5+ Units	CA, 03734	1950s	0.315877	0	0.501185	0.164692	0.00165877	0.0165877	240	4220	0.00308788
Multi-Family with 5+ Units	CA, 03734	1960s	0.276206	0	0.568033	0.14082	0	0.0149423	253	4417	0.00323203
Multi-Family with 5+ Units	CA, 03734	1970s	0.435157	0	0.412204	0.138294	0	0.0143458	334	5228	0.00382546
Multi-Family with 5+ Units	CA, 03734	1980s	0.400185	0	0.448244	0.142098	0.00184843	0.00762477	257	4328	0.00316691
Multi-Family with 5+ Units	CA, 03734	1990s	0.45773	0.00231616	0.423856	0.0862768	0.0185292	0.0112913	192	3454	0.00252738
Multi-Family with 5+ Units	CA, 03734	2000s	0.589773	0	0.295909	0.101364	0	0.0129545	217	4400	0.00321959
Multi-Family with 5+ Units	CA, 03734	2010s	0.70298	0	0.226105	0.0647482	0.0061665	0	67	973	0.000711968
Multi-Family with 5+ Units	CA, 03734	<1940	0.343683	0	0.4581	0.184203	0.00452781	0.00948685	750	13914	0.0101812
Single-Family Attached	CA, 03734	1940s	0.204698	0	0.795302	0	0	0	21	298	0.000218054
Single-Family Attached	CA, 03734	1950s	0.440945	0	0.43832	0.0761155	0	0.0446194	26	381	0.000278787
Single-Family Attached	CA, 03734	1960s	0.4811	0	0.395189	0.123711	0	0	19	291	0.000212932
Single-Family Attached	CA, 03734	1970s	0.380665	0	0.522659	0.0755287	0	0.021148	21	331	0.000242201
Single-Family Attached	CA, 03734	1980s	0.485232	0	0.455696	0.0590717	0	0	15	237	0.000173419
Single-Family Attached	CA, 03734	1990s	0.233766	0	0.735931	0	0	0.030303	14	231	0.000169028
Single-Family Attached	CA, 03734	2000s	0.213836	0	0.654088	0.0440252	0.0880503	0	10	159	0.000116344
Single-Family Attached	CA, 03734	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	6	160	0.000117076
Single-Family Attached	CA, 03734	<1940	0.427648	0	0.519806	0.047696	0	0.00485044	128	2474	0.00181029
Single-Family Detached	CA, 03734	1940s	0.279843	0	0.700098	0.00636008	0.0136986	0	115	2044	0.00149565
Single-Family Detached	CA, 03734	1950s	0.334453	0	0.613163	0.032908	0.00873069	0.0107455	89	1489	0.00108954
Single-Family Detached	CA, 03734	1960s	0.27677	0	0.665154	0.0580762	0	0	54	1102	0.000806361
Single-Family Detached	CA, 03734	1970s	0.141375	0	0.773022	0.0856031	0	0	40	771	0.00056416
Single-Family Detached	CA, 03734	1980s	0.270115	0	0.656609	0.0732759	0	0	31	696	0.000509281
Single-Family Detached	CA, 03734	1990s	0.212219	0	0.681672	0.0643087	0	0.0418006	23	311	0.000227566
Single-Family Detached	CA, 03734	2000s	0.4225	0	0.4175	0.07	0.0625	0.0275	22	400	0.00029269
Single-Family Detached	CA, 03734	2010s	0.20847	0.00189329	0.697331	0.00657837	0.0448131	0.0409142	7	92	6.73188e-05
Single-Family Detached	CA, 03734	<1940	0.273958	0	0.67252	0.0436852	0.00211551	0.0077216	556	9454	0.00691773
Mobile Home	CA, 03735	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	2	44	3.18327e-05
Mobile Home	CA, 03735	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	0	0	0
Mobile Home	CA, 03735	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	2	42	3.03858e-05
Mobile Home	CA, 03735	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	2	43	3.11093e-05
Mobile Home	CA, 03735	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	1	15	1.08521e-05
Mobile Home	CA, 03735	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	0	0	0
Mobile Home	CA, 03735	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	2	35	2.53215e-05
Mobile Home	CA, 03735	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03735	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	7	5.0643e-06
Multi-Family with 2 - 4 Units	CA, 03735	1940s	0.307049	0	0.593787	0.0800478	0	0.0191159	46	837	0.000605547
Multi-Family with 2 - 4 Units	CA, 03735	1950s	0.230847	0	0.705645	0.0635081	0	0	57	992	0.000717684
Multi-Family with 2 - 4 Units	CA, 03735	1960s	0.314735	0	0.51216	0.150215	0	0.0228898	47	699	0.000505705
Multi-Family with 2 - 4 Units	CA, 03735	1970s	0.21822	0	0.673729	0.0847458	0	0.0233051	55	944	0.000682958
Multi-Family with 2 - 4 Units	CA, 03735	1980s	0.197917	0	0.440972	0.319444	0.0416667	0	19	288	0.00020836
Multi-Family with 2 - 4 Units	CA, 03735	1990s	0.378947	0	0.445614	0.133333	0	0.0421053	18	285	0.00020619
Multi-Family with 2 - 4 Units	CA, 03735	2000s	0.355009	0.0011379	0.574909	0.0444787	0.0051373	0.0193276	8	175	0.000126608
Multi-Family with 2 - 4 Units	CA, 03735	2010s	0.378071	0	0.545984	0.058399	0.00456863	0.0129776	2	45	3.25562e-05
Multi-Family with 2 - 4 Units	CA, 03735	<1940	0.23891	0	0.589524	0.168359	0	0.00320684	118	1871	0.00135362
Multi-Family with 5+ Units	CA, 03735	1940s	0.282949	0	0.418433	0.275576	0.0119816	0.0110599	60	1085	0.000784969
Multi-Family with 5+ Units	CA, 03735	1950s	0.253757	0	0.598844	0.147399	0	0	84	1730	0.00125161
Multi-Family with 5+ Units	CA, 03735	1960s	0.464896	0	0.392789	0.135199	0	0.00711575	128	2108	0.00152508
Multi-Family with 5+ Units	CA, 03735	1970s	0.426697	0	0.326584	0.243345	0	0.00337458	157	2667	0.0019295
Multi-Family with 5+ Units	CA, 03735	1980s	0.481989	0	0.300924	0.211348	0	0.00573797	188	3137	0.00226953
Multi-Family with 5+ Units	CA, 03735	1990s	0.448276	0	0.347247	0.176649	0.00907441	0.0187538	99	1653	0.0011959
Multi-Family with 5+ Units	CA, 03735	2000s	0.542825	0	0.319244	0.130145	0.00778643	0	47	899	0.000650402
Multi-Family with 5+ Units	CA, 03735	2010s	0.791139	0.0189873	0.0949367	0.0949367	0	0	15	316	0.000228617
Multi-Family with 5+ Units	CA, 03735	<1940	0.26219	0	0.408469	0.323781	0	0.00556031	120	2338	0.00169148
Single-Family Attached	CA, 03735	1940s	0.325112	0	0.585202	0.0717489	0	0.0179372	36	446	0.000322669
Single-Family Attached	CA, 03735	1950s	0.249206	0	0.528571	0.222222	0	0	40	630	0.000455787
Single-Family Attached	CA, 03735	1960s	0.428916	0	0.503614	0.0361446	0	0.0313253	26	415	0.000300241
Single-Family Attached	CA, 03735	1970s	0.147541	0	0.754098	0.0557377	0	0.042623	24	305	0.000220659
Single-Family Attached	CA, 03735	1980s	0.464684	0	0.434944	0.063197	0.0371747	0	24	269	0.000194614
Single-Family Attached	CA, 03735	1990s	0.278761	0	0.681416	0.039823	0	0	15	226	0.000163505
Single-Family Attached	CA, 03735	2000s	0.149171	0	0.78453	0	0	0.0662983	11	181	0.000130949
Single-Family Attached	CA, 03735	2010s	0.296508	0.000531138	0.646838	0.0223078	0.0163325	0.0174833	2	32	2.31511e-05
Single-Family Attached	CA, 03735	<1940	0.383898	0	0.394207	0.194894	0.00589102	0.0211095	131	2037	0.00147371
Single-Family Detached	CA, 03735	1940s	0.207686	0	0.687449	0.0827882	0.0130826	0.00899428	340	4892	0.00353921
Single-Family Detached	CA, 03735	1950s	0.203463	0	0.718991	0.0609825	0.00564653	0.0109166	357	5313	0.00384381
Single-Family Detached	CA, 03735	1960s	0.184415	0	0.739774	0.0620592	0	0.0137518	195	2836	0.00205177
Single-Family Detached	CA, 03735	1970s	0.213833	0	0.647262	0.120461	0	0.0184438	112	1735	0.00125522
Single-Family Detached	CA, 03735	1980s	0.190039	0	0.672346	0.0930537	0.0353866	0.00917431	58	763	0.000552009
Single-Family Detached	CA, 03735	1990s	0.214929	0	0.685972	0.0630631	0	0.036036	57	777	0.000562136
Single-Family Detached	CA, 03735	2000s	0.171717	0	0.736111	0.0681818	0	0.0239899	59	792	0.000572989
Single-Family Detached	CA, 03735	2010s	0.417004	0	0.582996	0	0	0	18	247	0.000178697
Single-Family Detached	CA, 03735	<1940	0.206494	0.000564653	0.682609	0.0997741	0.00604178	0.00451722	1225	17710	0.0128127
Mobile Home	CA, 03736	1940s	0.27644	0.00942408	0.543246	0.0703665	0.0467016	0.053822	1	13	4.93764e-07
Mobile Home	CA, 03736	1950s	0.245718	0.0144714	0.555286	0.0614294	0.0341996	0.0888955	1	8	3.03855e-07
Mobile Home	CA, 03736	1960s	0.219518	0.00822522	0.6194	0.0423446	0.0483836	0.0621282	0	0	0
Mobile Home	CA, 03736	1970s	0.20279	0.0107468	0.62047	0.0265523	0.0608849	0.0785554	2	22	8.35603e-07
Mobile Home	CA, 03736	1980s	0.226907	0.0090661	0.54274	0.0239257	0.0729682	0.124393	2	25	9.49549e-07
Mobile Home	CA, 03736	1990s	0.250204	0.011341	0.482191	0.0385061	0.0712372	0.146521	1	6	2.27891e-07
Mobile Home	CA, 03736	2000s	0.20365	0.00564591	0.548931	0.0297835	0.0511585	0.160831	0	0	0
Mobile Home	CA, 03736	2010s	0.243698	0.00650826	0.539669	0.0572314	0.0295455	0.123347	0	0	0
Mobile Home	CA, 03736	<1940	0.23987	0.00605496	0.467629	0.172799	0.0843037	0.0293433	1	11	4.17802e-07
Multi-Family with 2 - 4 Units	CA, 03736	1940s	0.28739	0	0.648094	0.0645161	0	0	20	341	1.29518e-05
Multi-Family with 2 - 4 Units	CA, 03736	1950s	0.421437	0	0.437272	0.125457	0	0.0158343	47	821	3.11831e-05
Multi-Family with 2 - 4 Units	CA, 03736	1960s	0.506589	0	0.445095	0.0483163	0	0	34	683	2.59416e-05
Multi-Family with 2 - 4 Units	CA, 03736	1970s	0.582492	0	0.350168	0.0673401	0	0	32	594	2.25613e-05
Multi-Family with 2 - 4 Units	CA, 03736	1980s	0.676507	0	0.309963	0.0135301	0	0	39	813	3.08793e-05
Multi-Family with 2 - 4 Units	CA, 03736	1990s	0.398895	0.00190177	0.525946	0.0456092	0.00463766	0.0230104	8	118	4.48186e-06
