Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle,Energystar Climate Zone 2023,Ground Thermal Conductivity,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Fuel,HVAC Secondary Heating Partial Space Conditioning,HVAC System Is Faulted,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Generation And Emissions Assessment Region,Radiant Barrier,Range Spot Vent Hour,Solar Hot Water,State,Census Division,Census Division RECS,Census Region,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Dishwasher,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
11,7A,Hour5,"G2701130, G27000100",No,None,In another census Place,"MN, Pennington County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,2,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"MN, 00100",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,42,MROWc,No,Hour6,None,MN,West North Central,West North Central,Midwest,100% Incandescent,CR02,95%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Owner,1950s,Natural Gas,Ducted Heating,1940-59,Vented Crawlspace,None,75F,None,None,Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,70F,No,0F,None,80000-99999,80000-99999,60000-99999,1500-1999,3,1500-2499,1,None,None,None,Single-Family Detached,1,None,1 Car,"Single-Family Detached, Vented Crawlspace, No Attic, 1 Car Garage",Crawlspace,"30% Leakage to Outside, Uninsulated",<8,Wood Frame,"Aluminum, Light",None,20 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-11",4,100-120%,300-400%,Yes,Gas,EnergyStar,Gas,290 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",Natural Gas,Natural Gas Standard,Yes,Living Space,F18 B18 L18 R18,"Double, Clear, Non-metal, Air"
12,7AK,Hour11,"G0201500, G02000400",No,None,In another census Place,"AK, Kodiak Island Borough",Non-CBSA Pacific,7AK,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Gas Grill,None,None,"Cooling Season, 7 days/wk",North,None,"AK, 00400",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,None,None,No,Hour8,None,AK,Pacific,Pacific,West,100% Incandescent,CRAK,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Vacant,"Standard Efficiency, No usage",No,None,None,None,Not Available,1980s,Fuel Oil,Non-Ducted Heating,1980-99,Unheated Basement,None,65F,None,None,No,"Fuel Boiler, 80% AFUE",No,Fuel Oil Fuel Boiler,None,None,None,None,None,55F,No,0F,None,Not Available,Not Available,Not Available,1000-1499,4,0-1499,2,None,None,None,Single-Family Detached,2,Vented Attic,1 Car,"Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage",None,None,<8,Brick,None,None,10 ACH50,R-49,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, R-19",0,Not Available,Not Available,Yes,Electric,EnergyStar,Electric Resistance,290 Rated kWh,Not Available,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",Fuel Oil,Fuel Oil Standard,Yes,Garage,F15 B15 L15 R15,"Double, Clear, Non-metal, Air"
13,7A,Hour7,"G5500990, G55000100",No,None,Not in a census Place,"WI, Price County",Non-CBSA East North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Gas Grill,None,None,"Cooling Season, 7 days/wk",East,None,"WI, 00100",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,46,MROWc,No,Hour18,None,WI,East North Central,East North Central,Midwest,100% LED,CR02,85%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1940s,Natural Gas,Ducted Heating,1940-59,Heated Basement,Central AC,68F,None,"AC, SEER 13",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,75F,No,0F,None,80000-99999,80000-99999,60000-99999,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,None,None,"Single-Family Detached, Heated Basement, No Attic, No Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",60% Conditioned,15 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Wood Stud, Uninsulated",2,150%+,400%+,Yes,Electric,Standard,Gas,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Standard,Yes,Heated Basement,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
14,7AK,Hour15,"G0200200, G02000102",No,None,"AK, Anchorage","AK, Anchorage Municipality",Non-CBSA Pacific,7AK,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",Southeast,None,"AK, 00102",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, principal city",None,None,No,Hour19,None,AK,Pacific,Pacific,West,100% LED,CRAK,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1990s,Natural Gas,Ducted Heating,1980-99,Slab,None,68F,None,None,Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,200000+,140000+,150000+,2500-2999,3,2500-3999,2,None,None,None,Single-Family Detached,2,None,2 Car,"Single-Family Detached, Slab, No Attic, 2 Car Garage",Garage,"10% Leakage to Outside, R-4",<8,Wood Frame,"Wood, Medium/Dark",None,15 ACH50,None,None,None,None,"Finished, R-19","2ft R5 Under, Horizontal","Wood Stud, R-19",4,150%+,400%+,Yes,Electric,Standard,Gas,290 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,Slate,Natural Gas,Natural Gas Standard,Yes,Garage,F18 B18 L18 R18,"Double, Clear, Non-metal, Air"
15,7A,Hour18,"G2701590, G27000700",No,None,In another census Place,"MN, Wadena County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.7,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"MN, 00700",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,43,MROWc,No,Hour11,None,MN,West North Central,West North Central,Midwest,100% Incandescent,CR02,95%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Heated Basement,Central AC,72F,None,"AC, SEER 13",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,75F,No,0F,None,50000-59999,40000-59999,40000-59999,1500-1999,3,1500-2499,1,None,None,None,Single-Family Detached,1,Unvented Attic,None,"Single-Family Detached, Heated Basement, Unvented Attic, No Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Brick,None,100% Conditioned,15 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, R-7",2,80-100%,300-400%,Yes,Gas,EnergyStar,Electric Resistance,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Standard,Yes,Heated Basement,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
16,7A,Hour23,"G2701110, G27000800",No,None,Not in a census Place,"MN, Otter Tail County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"MN, 00800",Mobile Home,None,None,Mobile Home,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,43,MROWc,No,Hour17,None,MN,West North Central,West North Central,Midwest,100% CFL,CR02,84%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Propane,Ducted Heating,2000-09,Ambient,Central AC,68F,None,"AC, SEER 10",Yes,"Fuel Furnace, 80% AFUE",No,Propane Fuel Furnace,None,None,None,None,None,75F,No,0F,None,80000-99999,80000-99999,60000-99999,2000-2499,3,1500-2499,1,None,None,None,Mobile Home,1,None,None,"Mobile Home, Ambient, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Aluminum, Light",100% Conditioned,6 ACH50,None,Ceiling R-30,None,None,"Finished, R-30",None,"Wood Stud, R-19",2,150%+,400%+,Yes,Electric,EnergyStar,None,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,"Metal, Dark",Propane,Propane Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
17,7A,Hour23,"G2700070, G27000200",No,None,Not in a census Place,"MN, Beltrami County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"MN, 00200",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,42,MROWc,No,Hour18,None,MN,West North Central,West North Central,Midwest,100% LED,CR02,95%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Owner,1990s,Propane,Ducted Heating,1980-99,Vented Crawlspace,Room AC,60F,None,"Room AC, EER 10.7",Yes,"Fuel Furnace, 92.5% AFUE",No,Propane Fuel Furnace,None,None,None,None,None,65F,No,0F,None,80000-99999,80000-99999,60000-99999,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",20% Conditioned,7 ACH50,R-49,Ceiling R-13,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",3,120-150%,300-400%,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,EF 17.6,"EF 12, National Average",None,None,None,None,EF 19.9,Composition Shingles,Electricity,Electric Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
18,7A,Hour2,"G2700270, G27000100",No,None,"MN, Moorhead","MN, Clay County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"MN, 00100",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,42,MROWc,No,Hour14,None,MN,West North Central,West North Central,Midwest,100% Incandescent,CR02,95%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,Electricity,Ducted Heating,1960-79,Heated Basement,Central AC,75F,None,"AC, SEER 13",Yes,"Electric Furnace, 100% AFUE",No,Electricity Electric Furnace,None,None,None,None,None,65F,Yes,3F,Night -1h,70000-79999,60000-79999,60000-99999,4000+,3,4000+,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Heated Basement, Vented Attic, 2 Car Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,3 ACH50,R-49,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-11",2,100-120%,400%+,Yes,Electric,EnergyStar,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,Electricity,Electric Premium,Yes,Heated Basement,F18 B18 L18 R18,"Double, Clear, Non-metal, Air"
19,7A,Hour18,"G5500670, G55000600",No,None,Not in a census Place,"WI, Langlade County",Non-CBSA East North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"WI, 00600",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,75,MROEc,No,Hour6,None,WI,East North Central,East North Central,Midwest,100% CFL,CR02,85%,High,120% Usage,120% Usage,120% Usage,120% Usage,200% Usage,200%,105% Usage,Vacant,"Standard Efficiency, No usage",No,None,None,None,Not Available,<1940,Natural Gas,Non-Ducted Heating,<1940,Vented Crawlspace,None,72F,None,None,No,"Fuel Boiler, 80% AFUE",No,Natural Gas Fuel Boiler,None,None,None,None,None,55F,Yes,6F,Night +1h,Not Available,Not Available,Not Available,750-999,4,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage",None,None,<8,Brick,None,None,25 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, R-11",0,Not Available,Not Available,Yes,Gas,Standard,Gas,318 Rated kWh,Not Available,None,"EF 12, National Average",None,None,None,None,EF 17.6,Composition Shingles,Natural Gas,Natural Gas Premium,Yes,Living Space,F15 B15 L15 R15,"Double, Low-E, Non-metal, Air, M-Gain"
20,7A,Hour5,"G2701190, G27000100",No,None,In another census Place,"MN, Polk County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Gas Grill,None,None,"Cooling Season, 7 days/wk",Northeast,None,"MN, 00100",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,42,MROWc,No,Hour17,None,MN,West North Central,West North Central,Midwest,100% Incandescent,CR02,95%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Slab,Central AC,72F,None,"AC, SEER 10",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,12F,Night,80000-99999,80000-99999,60000-99999,1500-1999,3,1500-2499,2,None,None,None,Single-Family Detached,2,None,None,"Single-Family Detached, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",80% Conditioned,25 ACH50,None,None,None,None,"Finished, R-7",Uninsulated,"Wood Stud, R-15",1,150%+,400%+,Yes,Gas,Standard,Gas,318 Rated kWh,No,None,None,None,None,None,None,EF 21.9,"Metal, Dark",Natural Gas,Natural Gas Standard,Yes,Living Space,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain"
21,7A,Hour3,"G2700050, G27000200",No,None,In another census Place,"MN, Becker County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"MN, 00200",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,42,MROWc,No,Hour7,None,MN,West North Central,West North Central,Midwest,100% CFL,CR02,95%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Vented Crawlspace,Central AC,67F,None,"AC, SEER 10",Yes,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,70000-79999,60000-79999,60000-99999,1500-1999,4,1500-2499,2,None,None,None,Single-Family Detached,2,Vented Attic,None,"Single-Family Detached, Vented Crawlspace, Vented Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Aluminum, Light",100% Conditioned,15 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",2,120-150%,400%+,Yes,Electric,Standard,Gas,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",Natural Gas,Natural Gas Premium,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
22,7A,Hour3,"G3800170, G38000500",No,None,"ND, Fargo","ND, Cass County",Non-CBSA West North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"ND, 00500",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",37,MROWc,No,Hour13,None,ND,West North Central,West North Central,Midwest,100% CFL,CR02,95%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2000s,Natural Gas,Ducted Heating,2000-09,Slab,Central AC,68F,None,"AC, SEER 15",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,3F,Night -3h,200000+,140000+,150000+,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,None,None,"Single-Family Detached, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",80% Conditioned,15 ACH50,None,None,None,None,"Finished, R-13","2ft R10 Perimeter, Vertical","Wood Stud, R-19",1,150%+,400%+,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",Electricity,Electric Standard,Yes,Living Space,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain"
23,7AK,Hour0,"G0200200, G02000102",No,None,"AK, Anchorage","AK, Anchorage Municipality",Non-CBSA Pacific,7AK,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"AK, 00102",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, principal city",None,None,No,Hour18,None,AK,Pacific,Pacific,West,100% CFL,CRAK,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,1980s,Natural Gas,Ducted Heating,1980-99,Unvented Crawlspace,None,72F,None,None,Yes,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,70F,Yes,3F,Night +4h,100000-119999,100000-119999,100000-149999,1500-1999,4,1500-2499,2,None,None,None,Single-Family Detached,2,Vented Attic,2 Car,"Single-Family Detached, Unvented Crawlspace, Vented Attic, 2 Car Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",None,15 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",4,100-120%,400%+,Yes,Electric,EnergyStar,Gas,290 Rated kWh,No,None,"EF 12, National Average",Electricity,None,None,None,EF 19.9,Wood Shingles,Natural Gas,Natural Gas Standard,Yes,Garage,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
24,7B,Hour16,"G0801170, G08000400",No,None,Not in a census Place,"CO, Summit County",Non-CBSA Mountain,7B,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,0.5,None,None,None,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"CO, 00400",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,33,RMPAc,No,Hour10,None,CO,Mountain,Mountain North,West,100% LED,CR05,91%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1990s,Natural Gas,Ducted Heating,1980-99,Slab,Central AC,70F,None,"AC, SEER 13",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,200000+,140000+,150000+,3000-3999,3,2500-3999,2,None,None,None,Single-Family Detached,2,Vented Attic,3 Car,"Single-Family Detached, Slab, Vented Attic, 3 Car Garage",Attic,"20% Leakage to Outside, R-4",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,5 ACH50,R-38,None,None,None,"Unfinished, Uninsulated","2ft R5 Under, Horizontal","Wood Stud, R-11",2,150%+,400%+,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,EF 19.9,"EF 12, National Average",None,None,None,None,EF 19.9,Composition Shingles,Natural Gas,Natural Gas Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
25,7A,Hour21,"G2601530, G26000200",No,None,Not in a census Place,"MI, Schoolcraft County",Non-CBSA East North Central,7A,Very Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"MI, 00200",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,103,RFCMc,No,Hour19,None,MI,East North Central,East North Central,Midwest,100% LED,CR04,85%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Vacant,None,No,None,None,None,Not Available,1980s,Propane,Ducted Heating,1980-99,Ambient,Central AC,78F,None,"AC, SEER 13",Yes,"Fuel Furnace, 80% AFUE",No,Propane Fuel Furnace,None,None,None,None,None,55F,No,0F,None,Not Available,Not Available,Not Available,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,None,"Single-Family Detached, Ambient, Vented Attic, No Garage",Attic,"20% Leakage to Outside, R-4",<8,Brick,None,100% Conditioned,20 ACH50,R-38,Uninsulated,None,None,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, R-11",0,Not Available,Not Available,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,Not Available,None,None,None,None,None,None,EF 19.9,Composition Shingles,Propane,Propane Standard,Yes,Living Space,F6 B6 L6 R6,"Double, Low-E, Non-metal, Air, M-Gain"
