Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - 2A Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle,Energystar Climate Zone 2023,Ground Thermal Conductivity,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Fuel,HVAC Secondary Heating Partial Space Conditioning,HVAC System Is Faulted,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Well Pump,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Generation And Emissions Assessment Region,Radiant Barrier,Range Spot Vent Hour,Solar Hot Water,State,Census Division,Census Division RECS,Census Region,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Dishwasher,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
11,5A,Hour14,"G2500250, G25003303",No,None,"MA, Boston","MA, Suffolk County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,0.8,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",East,None,"MA, 03303",50 or more Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,27,"In metro area, principal city",131,NEWEc,None,Hour22,None,MA,New England,New England,Northeast,100% CFL,CR03,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,None,No,None,None,None,Renter,2010s,Natural Gas,Ducted Heating,2010s,Unheated Basement,Central AC,70F,Heating and Cooling,Shared Cooling,No,Shared Heating,No,Natural Gas Shared Heating,"Fan Coil Heating and Cooling, Fuel",None,None,None,None,75F,Yes,6F,Night -1h,200000+,140000+,150000+,750-999,2,0-1499,20,Middle,326,Right,"Multifamily with 5+ units, 8+ stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage",None,None,8+,Steel Frame,"Vinyl, Light",100% Conditioned,8 ACH50,None,Ceiling R-19,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, R-19",3,150%+,400%+,Yes,Electric,EnergyStar,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain"
12,5A,Hour0,"G3300150, G33000700",No,None,In another census Place,"NH, Rockingham County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"NH, 00700",2 Unit,None,None,Multi-Family with 2 - 4 Units,No,0F,None,Double-Loaded Interior,27,Not/partially in metro area,130,NEWEc,None,Hour16,None,NH,New England,New England,Northeast,100% Incandescent,CR03,121%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1980s,Propane,Non-Ducted Heating,1980-99,Slab,None,75F,Heating Only,None,No,Shared Heating,No,Propane Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,70F,Yes,3F,Night,100000-119999,100000-119999,100000-149999,750-999,2,0-1499,2,Top,2,Not Applicable,Multifamily with 2-4 Units,2,None,None,"Multi-Family with 2 - 4 Units Top Unit, Slab, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",None,25 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",2,120-150%,400%+,Yes,Electric,EnergyStar,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Tile, Clay or Ceramic",120-150%,Propane,Propane Standard,No,Conditioned Mechanical Room,F12 B12 L12 R12,"Single, Clear, Metal"
13,5A,Hour0,"G2500170, G25000503",No,None,In another census Place,"MA, Middlesex County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",Northwest,None,"MA, 00503",Single-Family Attached,24,Right,Single-Family Attached,No,0F,None,Not Applicable,12,"In metro area, not/partially in principal city",131,NEWEc,No,Hour11,None,MA,New England,New England,Northeast,100% CFL,CR03,84%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1980s,Natural Gas,Non-Ducted Heating,1980-99,Slab,None,75F,None,None,No,"Fuel Boiler, 80% AFUE",No,Natural Gas Fuel Boiler,None,None,None,None,None,75F,Yes,3F,Night +3h,200000+,140000+,150000+,2000-2499,4,1500-2499,2,None,None,None,Single-Family Attached,2,None,None,"Single-Family Attached, Slab, No Attic, No Garage",None,None,<8,Wood Frame,"Wood, Medium/Dark",None,7 ACH50,None,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, R-11",3,150%+,400%+,Yes,Electric,Standard,Gas,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Standard,Yes,Living Space,F18 B18 L18 R18,"Double, Clear, Non-metal, Air"
14,5A,Hour3,"G2500230, G25004903",No,None,In another census Place,"MA, Plymouth County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"MA, 04903",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",131,NEWEc,No,Hour20,None,MA,New England,New England,Northeast,100% Incandescent,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1960s,Natural Gas,Ducted Heating,1960-79,Heated Basement,Central AC,75F,None,"AC, SEER 15",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,72F,Yes,6F,Night +5h,100000-119999,100000-119999,100000-149999,3000-3999,5,2500-3999,1,None,None,None,Single-Family Detached,1,None,None,"Single-Family Detached, Heated Basement, No Attic, No Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,8 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Wood Stud, Uninsulated",6,80-100%,300-400%,Yes,Gas,Standard,Gas,290 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,Wood Shingles,100-120%,Electricity,Electric Tankless,Yes,Heated Basement,F12 B12 L12 R12,"Double, Clear, Metal, Air"
15,5A,Hour15,"G3300170, G33000300",No,None,In another census Place,"NH, Strafford County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,Gas Fireplace,None,None,None,"Cooling Season, 7 days/wk",West,None,"NH, 00300",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,No,0F,None,Double-Loaded Interior,27,Not/partially in metro area,130,NEWEc,None,Hour16,None,NH,New England,New England,Northeast,100% CFL,CR03,121%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,Fuel Oil,Non-Ducted Heating,<1940,Unheated Basement,None,70F,None,None,No,"Fuel Boiler, 80% AFUE",No,Fuel Oil Fuel Boiler,None,None,None,None,None,72F,Yes,3F,Night +3h,80000-99999,80000-99999,60000-99999,750-999,2,0-1499,2,Top,4,Left,Multifamily with 2-4 Units,2,None,None,"Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Wood Frame,"Wood, Medium/Dark",None,25 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"Wood Stud, Uninsulated",2,120-150%,400%+,None,None,None,Electric Resistance,318 Rated kWh,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",120-150%,Fuel Oil,FIXME Fuel Oil Indirect,No,Conditioned Mechanical Room,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
16,5A,Hour6,"G2500250, G25003302",No,None,"MA, Boston","MA, Suffolk County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,0.8,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,Typical Efficiency,"Cooling Season, 7 days/wk",Northwest,None,"MA, 03302",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,5F,Night Setup -4h,Double-Loaded Interior,4,"In metro area, principal city",131,NEWEc,None,Hour19,None,MA,New England,New England,Northeast,100% Incandescent,CR03,121%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,Natural Gas,Ducted Heating,<1940,Vented Crawlspace,None,72F,Heating Only,None,No,Shared Heating,No,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,78F,No,0F,None,100000-119999,100000-119999,100000-149999,750-999,1,0-1499,3,Bottom,3,Not Applicable,Multifamily with 2-4 Units,3,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",None,30 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",2,120-150%,400%+,None,None,None,Gas,318 Rated kWh,No,None,None,None,None,None,None,EF 17.6,Wood Shingles,120-150%,Natural Gas,Natural Gas Standard,Yes,Living Space,F12 B12 L12 R12,"Single, Clear, Metal"
17,5A,Hour1,"G2500250, G25003306",No,None,"MA, Revere","MA, Suffolk County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"MA, 03306",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",131,NEWEc,No,Hour17,None,MA,New England,New England,Northeast,100% LED,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1950s,Natural Gas,Ducted Heating,1940-59,Unheated Basement,Room AC,70F,None,"Room AC, EER 10.7",Yes,"Fuel Furnace, 76% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,75F,No,0F,None,100000-119999,100000-119999,100000-149999,2500-2999,4,2500-3999,2,None,None,None,Single-Family Detached,2,Vented Attic,None,"Single-Family Detached, Unheated Basement, Vented Attic, No Garage",Unheated Basement,"20% Leakage to Outside, Uninsulated",<8,Brick,"Wood, Medium/Dark",20% Conditioned,40 ACH50,R-30,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Brick, 12-in, 3-wythe, Uninsulated",4,80-100%,400%+,Yes,Electric,Standard,Gas,None,No,None,"EF 12, National Average",Electricity,None,None,None,EF 15.9,Composition Shingles,80-100%,Natural Gas,Natural Gas Standard,Yes,Unheated Basement,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
18,5A,Hour5,"G2500210, G25002400",No,None,Not in a census Place,"MA, Norfolk County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"MA, 02400",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",131,NEWEc,No,Hour15,None,MA,New England,New England,Northeast,100% Incandescent,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,1960s,Natural Gas,Ducted Heating,1960-79,Unheated Basement,Central AC,75F,None,"AC, SEER 13",Yes,"Fuel Furnace, 92.5% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,120000-139999,120000-139999,100000-149999,1500-1999,4,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage",Unheated Basement,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,20 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",3,120-150%,400%+,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,EF 15.9,"EF 12, National Average",None,None,None,None,EF 17.6,Composition Shingles,120-150%,Natural Gas,Natural Gas Standard,Yes,Unheated Basement,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain"
19,5A,Hour15,"G2500250, G25003304",No,None,"MA, Boston","MA, Suffolk County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"MA, 03304",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,No,0F,None,Double-Loaded Interior,27,"In metro area, principal city",131,NEWEc,None,Hour13,None,MA,New England,New England,Northeast,100% Incandescent,CR03,121%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Unheated Basement,Room AC,60F,Heating Only,"Room AC, EER 12.0",No,Shared Heating,No,Natural Gas Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,70F,No,0F,None,80000-99999,80000-99999,60000-99999,1000-1499,4,0-1499,2,Bottom,4,Left,Multifamily with 2-4 Units,2,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Steel Frame,"Brick, Medium/Dark",20% Conditioned,40 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-38",None,"Wood Stud, Uninsulated",2,80-100%,400%+,Yes,Electric,EnergyStar,Gas,None,No,None,None,Electricity,None,None,None,EF 21.9,Wood Shingles,100-120%,Electricity,Electric Standard,No,Conditioned Mechanical Room,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain"
20,5A,Hour19,"G2500170, G25002400",No,None,Not in a census Place,"MA, Middlesex County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",South,None,"MA, 02400",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setback -1h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",131,NEWEc,No,Hour14,None,MA,New England,New England,Northeast,100% CFL,CR03,99%,High,120% Usage,120% Usage,120% Usage,120% Usage,110% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,<1940,Natural Gas,Ducted Heating,<1940,Heated Basement,Central AC,62F,None,"AC, SEER 15",Yes,"Fuel Furnace, 80% AFUE",No,Natural Gas Fuel Furnace,None,None,None,None,None,68F,Yes,6F,Night +4h,200000+,140000+,150000+,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Concrete,"Brick, Medium/Dark",80% Conditioned,20 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"CMU, 6-in Hollow, Uninsulated",2,150%+,400%+,Yes,Electric,Standard,Gas,290 Rated kWh,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Natural Gas,Natural Gas Tankless,Yes,Heated Basement,F15 B15 L15 R15,"Double, Clear, Non-metal, Air"
21,5A,Hour7,"G2500230, G25004902",No,None,Not in a census Place,"MA, Plymouth County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,Gas Fireplace,None,None,None,"Cooling Season, 7 days/wk",West,None,"MA, 04902",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",131,NEWEc,No,Hour14,None,MA,New England,New England,Northeast,100% LED,CR03,99%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,Fuel Oil,Non-Ducted Heating,1960-79,Unheated Basement,Room AC,70F,None,"Room AC, EER 10.7",No,"Fuel Boiler, 80% AFUE",No,Fuel Oil Fuel Boiler,None,None,None,None,None,70F,No,0F,None,200000+,140000+,150000+,1000-1499,3,0-1499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Unheated Basement, Vented Attic, 1 Car Garage",None,None,<8,Wood Frame,"Vinyl, Light",20% Conditioned,10 ACH50,R-19,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",2,150%+,400%+,Yes,Propane,EnergyStar,Electric Induction,318 Rated kWh,No,None,"EF 12, National Average",None,Has Pool,Other Fuel,1.0 HP Pump,EF 17.6,Composition Shingles,120-150%,Fuel Oil,Fuel Oil Standard,Yes,Unheated Basement,F12 B12 L12 R12,"Double, Clear, Metal, Air"
22,5A,Hour1,"G2500090, G25000703",No,None,In another census Place,"MA, Essex County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.4,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",North,None,"MA, 00703",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setback -2h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",131,NEWEc,No,Hour7,None,MA,New England,New England,Northeast,100% CFL,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,Fuel Oil,Ducted Heating,1960-79,Slab,Central AC,76F,None,"AC, SEER 15",Yes,"Fuel Furnace, 80% AFUE",No,Fuel Oil Fuel Furnace,None,None,None,None,None,67F,No,0F,None,200000+,140000+,150000+,2000-2499,3,1500-2499,3,None,None,None,Single-Family Detached,3,Vented Attic,None,"Single-Family Detached, Slab, Vented Attic, No Garage",Attic,"10% Leakage to Outside, R-4",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,15 ACH50,R-7,None,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, R-7",4,150%+,400%+,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,Composition Shingles,150%+,Fuel Oil,FIXME Fuel Oil Indirect,Yes,Living Space,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
23,5A,Hour19,"G2500210, G25003601",No,None,Not in a census Place,"MA, Norfolk County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"MA, 03601",Single-Family Detached,None,None,Single-Family Detached,No,0F,None,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",131,NEWEc,No,Hour8,None,MA,New England,New England,Northeast,100% LED,CR03,99%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,1950s,Fuel Oil,Ducted Heating,1940-59,Heated Basement,Central AC,67F,None,"AC, SEER 10",Yes,"Fuel Furnace, 92.5% AFUE",No,Fuel Oil Fuel Furnace,None,None,None,None,None,70F,No,0F,None,200000+,140000+,150000+,2000-2499,4,1500-2499,1,None,None,None,Single-Family Detached,1,Vented Attic,1 Car,"Single-Family Detached, Heated Basement, Vented Attic, 1 Car Garage",Heated Basement,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,20 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",2,150%+,400%+,Yes,Electric,Standard,Electric Resistance,318 Rated kWh,No,EF 15.9,None,None,None,None,None,EF 19.9,Composition Shingles,150%+,Fuel Oil,Fuel Oil Standard,Yes,Heated Basement,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm"
24,5A,Hour17,"G2500170, G25000508",No,None,"MA, Malden","MA, Middlesex County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,None,Northern,1.1,None,None,None,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,None,"Cooling Season, 7 days/wk",West,None,"MA, 00508",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,No,0F,None,Double-Loaded Interior,27,"In metro area, not/partially in principal city",131,NEWEc,None,Hour17,None,MA,New England,New England,Northeast,100% CFL,CR03,121%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,Fuel Oil,Non-Ducted Heating,<1940,Vented Crawlspace,Central AC,76F,None,"AC, SEER 13",Yes,"Fuel Boiler, 80% AFUE",No,Fuel Oil Fuel Boiler,None,None,None,None,None,70F,Yes,3F,Night -1h,80000-99999,80000-99999,60000-99999,1000-1499,2,0-1499,3,Bottom,3,Not Applicable,Multifamily with 2-4 Units,3,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,15 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",1,100-120%,400%+,Yes,Electric,EnergyStar,Electric Resistance,None,No,None,None,None,None,None,None,EF 17.6,Composition Shingles,120-150%,Propane,Propane Standard,No,Conditioned Mechanical Room,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
