name,_id,run_start_time,run_end_time,status,status_message,build_existing_models.building_id,build_existing_models_energyplus.always_run,building_characteristics_report.Airflow,building_characteristics_report.Clothes Dryer,building_characteristics_report.Clothes Washer,building_characteristics_report.Cooking Range,building_characteristics_report.Cooling Setpoint,building_characteristics_report.Dishwasher,building_characteristics_report.Door Area,building_characteristics_report.Doors,building_characteristics_report.Ducts,building_characteristics_report.Eaves,building_characteristics_report.Exterior Finish,building_characteristics_report.Floor Covering,building_characteristics_report.Floor Sheathing,building_characteristics_report.Geometry,building_characteristics_report.Geometry Foundation Type,building_characteristics_report.Geometry Garage,building_characteristics_report.Geometry House Size,building_characteristics_report.Geometry Stories,building_characteristics_report.HVAC System Combined,building_characteristics_report.HVAC System Cooling,building_characteristics_report.HVAC System Heating,building_characteristics_report.HVAC System Is Combined,building_characteristics_report.Heating Fuel,building_characteristics_report.Heating Setpoint,building_characteristics_report.Hot Water Distribution,building_characteristics_report.Hot Water Fixtures,building_characteristics_report.Infiltration,building_characteristics_report.Insulation Crawlspace,building_characteristics_report.Insulation Finished Basement,building_characteristics_report.Insulation Interzonal Floor,building_characteristics_report.Insulation Interzonal Wall,building_characteristics_report.Insulation Slab,building_characteristics_report.Insulation Unfinished Attic,building_characteristics_report.Insulation Unfinished Basement,building_characteristics_report.Insulation Wall,building_characteristics_report.Lighting,building_characteristics_report.Location EPW,building_characteristics_report.Location Region,building_characteristics_report.Mechanical Ventilation,building_characteristics_report.Misc Extra Refrigerator,building_characteristics_report.Misc Freezer,building_characteristics_report.Misc Gas Fireplace,building_characteristics_report.Misc Gas Grill,building_characteristics_report.Misc Gas Lighting,building_characteristics_report.Misc Hot Tub Spa,building_characteristics_report.Misc Pool,building_characteristics_report.Misc Well Pump,building_characteristics_report.Natural Ventilation,building_characteristics_report.Neighbors,building_characteristics_report.Occupants,building_characteristics_report.Orientation,building_characteristics_report.Overhangs,building_characteristics_report.Plug Loads,building_characteristics_report.Refrigerator,building_characteristics_report.Roof Material,building_characteristics_report.Roof Sheathing,building_characteristics_report.Thermal Mass Ceiling,building_characteristics_report.Thermal Mass Exterior Wall,building_characteristics_report.Thermal Mass Floor,building_characteristics_report.Thermal Mass Furniture,building_characteristics_report.Thermal Mass Partition Wall,building_characteristics_report.Uninsulated Surfaces,building_characteristics_report.Usage Level,building_characteristics_report.Vintage,building_characteristics_report.Wall Sheathing,building_characteristics_report.Water Heater,building_characteristics_report.Window Areas,building_characteristics_report.Windows,simulation_output_report.Electricity Cooling kWh,simulation_output_report.Electricity Exterior Lighting kWh,simulation_output_report.Electricity Fans kWh,simulation_output_report.Electricity Heating kWh,simulation_output_report.Electricity Interior Equipment kWh,simulation_output_report.Electricity Interior Lighting kWh,simulation_output_report.Electricity Pumps kWh,simulation_output_report.Electricity Water Systems kWh,simulation_output_report.Hours Cooling Setpoint Not Met,simulation_output_report.Hours Heating Setpoint Not Met,simulation_output_report.Natural Gas Heating therm,simulation_output_report.Natural Gas Interior Equipment therm,simulation_output_report.Natural Gas Water Systems therm,simulation_output_report.Other Fuel Heating MBtu,simulation_output_report.Other Fuel Interior Equipment MBtu,simulation_output_report.Other Fuel Water Systems MBtu,simulation_output_report.Total Site Electricity kWh,simulation_output_report.Total Site Energy MBtu,simulation_output_report.Total Site Natural Gas therm,simulation_output_report.Total Site Other Fuel MBtu
diag Autogenerated 478,02fac438-5241-4058-95f9-d2d8f7441845,2016-08-25T21:12:19Z,2016-08-25T21:15:31Z,completed,completed normal,478.0,1.0,"20% Leakage, Uninsulated Ducts; 15 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Gas, 120% Usage","Standard, 120% Usage","Gas, 120% Usage",FIXME Location Average,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 2 Stories; Unheated Basement Foundation; No Garage,Unheated Basement,No,1500-2499,2,None,"Room AC, EER 10.7","FIXME Gas Wall/Floor Furnace, 60% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",200%,15 ACH50,"Uninsulated, Vented",Uninsulated,Uninsulated,Uninsulated,Uninsulated,"Ceiling R-30, Vented",Uninsulated,Uninsulated,100% CFL,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,CR11,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",1127.7777777777778,186.11111111111111,977.7777777777778,0.0,6302.777777777778,908.3333333333334,0.0,0.0,1.17,280.83,376.9468687486063,85.39832254022988,266.71573765616745,0.0,0.0,0.0,9502.777777777777,105.33091658041894,729.0609289450036,0.0
diag Autogenerated 640,0303f95f-ea71-41f8-9741-cea45e428e50,2016-08-25T21:18:27Z,2016-08-25T21:21:25Z,completed,completed normal,640.0,1.0,"20% Leakage, R-4 Ducts; 15 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage",FIXME Location Average,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,0-1499 sqft; 1 Story; Slab Foundation; No Garage,Slab,No,0-1499,1,None,"AC, SEER 13","Gas Furnace, 76% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",200%,15 ACH50,"Uninsulated, Vented",Uninsulated,Uninsulated,R-11,Uninsulated,"Ceiling R-7, Vented",Uninsulated,R-11,60% CFL,USA_CA_Sacramento.Exec.AP.724830_TMY3.epw,CR11,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1980s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Single, Metal",1391.6666666666667,125.0,741.6666666666666,0.0,7063.888888888889,750.0,0.0,0.0,7.0,73.67,214.77535946299767,6.160811282036562,270.6017878494521,0.0,0.0,0.0,10069.444444444443,83.5216446420095,491.63274030651763,0.0
diag Autogenerated 442,03074feb-9b2b-4fe0-bc3e-207afccc85bb,2016-08-25T21:11:30Z,2016-08-25T21:14:41Z,completed,completed normal,442.0,1.0,"30% Leakage, R-6 Ducts; 6 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage",FIXME Location Average,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"30% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 1 Story; Crawl Foundation; Garage,Crawl,Yes,1500-2499,1,None,"AC, SEER 10","Gas Furnace, 80% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, HomeRun, PEX",50%,6 ACH50,"Wall R-10, Unvented",Wall R-10,R-30,R-19,2ft R10 Exterior,"Ceiling R-38, Vented",Ceiling R-19,R-19,100% Incandescent,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,CR05,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,2000s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",605.5555555555555,350.0,427.77777777777777,0.0,3963.888888888889,1772.2222222222222,0.0,0.0,0.0,7.83,286.5251154707158,7.108628402349879,120.27799256775995,0.0,0.0,0.0,7119.444444444444,65.68372643771288,413.9117364408256,0.0
diag Autogenerated 172,034a2084-13fc-462f-8b45-3b9a9f78b4c4,2016-08-25T20:59:34Z,2016-08-25T21:02:48Z,completed,completed normal,172.0,1.0,"20% Leakage, R-8 Ducts; 8 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage",FIXME Location Average,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"20% Leakage, R-8",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 1 Story; Slab Foundation; Garage,Slab,Yes,1500-2499,1,None,"AC, SEER 10",Electric Furnace,No,Electricity,FIXME Location Average,"Uninsulated, HomeRun, PEX",200%,8 ACH50,"Ceiling R-13, Vented",Wall R-5,R-13,R-11,Uninsulated,"Ceiling R-30, Vented",Ceiling R-13,R-11,60% CFL,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw,CR10,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,2000s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",4833.333333333333,247.22222222222223,1416.6666666666667,6033.333333333333,7650.0,1258.3333333333333,0.0,4561.111111111112,6.83,542.33,0.0,7.108628402349879,0.0,0.0,0.0,0.0,26000.0,89.42654530156149,7.108628402349879,0.0
diag Autogenerated 576,03863f1c-82d6-41a5-980d-d4ab2d18687e,2016-08-25T21:16:25Z,2016-08-25T21:21:06Z,completed,completed normal,576.0,1.0,"30% Leakage, Uninsulated Ducts; 7 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Gas, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",FIXME Location Average,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,2500-3499 sqft; 2 Stories; Crawl Foundation; Garage,Crawl,Yes,2500-3499,2,None,"AC, SEER 10","Gas Furnace, 92.5% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",100%,7 ACH50,"Ceiling R-13, Vented",Wall R-10,R-13,R-11,2ft R5 Exterior,"Ceiling R-30, Vented",Ceiling R-19,R-11,100% Incandescent,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw,CR08,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1990s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",2883.3333333333335,522.2222222222223,1141.6666666666667,0.0,4305.555555555556,2425.0,0.0,3191.6666666666665,0.0,24.5,554.9469239434472,84.73485055601056,0.0,0.0,0.0,0.0,14472.222222222223,113.3494494182696,639.6817744994577,0.0
diag Autogenerated 963,044ed4a8-4f1a-4eb6-984d-20b2205c9078,2016-08-25T21:31:22Z,2016-08-25T21:34:08Z,completed,completed normal,963.0,1.0,"30% Leakage, R-8 Ducts; 6 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 80% Usage","Standard, 80% Usage","Gas, 80% Usage",FIXME Location Average,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"30% Leakage, R-8",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 2 Stories; Slab Foundation; Garage,Slab,Yes,1500-2499,2,None,"AC, SEER 10","Gas Furnace, 92.5% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, HomeRun, PEX",50%,6 ACH50,"Wall R-10, Unvented",Wall R-10,R-30,R-15,2ft R10 Exterior,"Ceiling R-38, Vented",Ceiling R-13,R-15,100% Incandescent,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,CR04,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,2000s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",822.2222222222223,350.0,1100.0,0.0,3627.7777777777783,1772.2222222222222,0.0,0.0,0.0,2.5,1087.9044906956256,29.951021001900823,122.45797194448059,0.0,0.0,0.0,7669.444444444444,150.20057905605137,1240.313483642007,0.0
diag Autogenerated 341,0466414c-6096-48e7-9050-1bc930c357e7,2016-08-25T21:06:29Z,2016-08-25T21:09:58Z,completed,completed normal,341.0,1.0,"In Finished Space Ducts; 10 ACH50; Year-Round, 3 days/wk NatVent; No MechVent",None,"EnergyStar, 80% Usage","Electric, 80% Usage",FIXME Location Average,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,2500-3499 sqft; 2 Stories; Heated Basement Foundation; No Garage,Heated Basement,No,2500-3499,2,None,"Room AC, EER 8.5","Gas Furnace, 80% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",50%,10 ACH50,"Uninsulated, Vented",Uninsulated,Uninsulated,R-11,Uninsulated,"Ceiling R-49, Vented",Uninsulated,R-11,100% Incandescent,USA_ND_Minot.Intl.AP.727676_TMY3.epw,CR02,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,<1950,1/2 in. OSB,Gas Tankless,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, L-Gain",1058.3333333333333,522.2222222222223,2238.888888888889,0.0,3227.777777777778,2358.3333333333335,0.0,66.66666666666667,1333.0,0.0,1653.751311522676,8.625135794851186,98.85732564867898,0.0,0.0,0.0,9477.777777777776,208.45341927050785,1761.1389912541747,0.0
diag Autogenerated 870,048f2d6c-33aa-4fb9-8b4f-03878cb23ef4,2016-08-25T21:27:54Z,2016-08-25T21:31:06Z,completed,completed normal,870.0,1.0,"20% Leakage, R-4 Ducts; 8 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage",FIXME Location Average,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 1 Story; Slab Foundation; Garage,Slab,Yes,1500-2499,1,None,"AC, SEER 10","Gas Furnace, 92.5% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",200%,8 ACH50,"Ceiling R-19, Vented",Uninsulated,R-13,R-11,Uninsulated,"Ceiling R-30, Vented",Ceiling R-19,R-11,60% CFL,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,CR11,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1990s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1111.111111111111,247.22222222222223,380.55555555555554,0.0,7941.666666666667,1258.3333333333333,0.0,0.0,16.67,432.0,33.26838092299744,7.108628402349879,274.01392948258,0.0,0.0,0.0,10938.888888888889,68.75465390752802,314.296157095896,0.0
diag Autogenerated 844,04b36147-a330-42e4-8557-01a1f3593fad,2016-08-25T21:25:51Z,2016-08-25T21:28:55Z,completed,completed normal,844.0,1.0,"20% Leakage, R-8 Ducts; 8 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage",FIXME Location Average,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, R-8",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 1 Story; Slab Foundation; Garage,Slab,Yes,1500-2499,1,None,"AC, SEER 10","Gas Furnace, 92.5% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, HomeRun, PEX",100%,8 ACH50,"Wall R-10, Unvented",Wall R-5,R-19,R-11,"2ft R5 Perimeter, R5 Gap","Ceiling R-30, Vented",Ceiling R-13,R-11,100% Incandescent,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw,CR08,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,2000s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1033.3333333333335,350.0,725.0,0.0,4980.555555555556,1772.2222222222222,0.0,0.0,1.83,22.33,569.732871020335,35.63792372378073,172.78706103311774,0.0,0.0,0.0,8861.111111111111,108.05115171571816,778.1578557772334,0.0
diag Autogenerated 715,04e1022e-8a0a-4296-81d2-275370148356,2016-08-25T21:21:13Z,2016-08-25T21:25:05Z,completed,completed normal,715.0,1.0,"20% Leakage, R-4 Ducts; 10 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage",FIXME Location Average,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,0-1499 sqft; 1 Story; Slab Foundation; No Garage,Slab,No,0-1499,1,"ASHP, SEER 13, 7.7 HSPF",None,None,Yes,Electricity,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",200%,10 ACH50,"Ceiling R-13, Vented",Uninsulated,Uninsulated,R-11,Uninsulated,"Ceiling R-19, Vented",Ceiling R-13,R-11,100% Incandescent,USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw,CR09,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1990s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",1441.6666666666667,175.0,711.1111111111111,3150.0,7063.888888888889,1055.5555555555554,0.0,6050.0,21.0,16.17,0.0,6.160811282036562,0.0,0.0,0.0,0.0,19647.222222222223,67.66466421916772,6.160811282036562,0.0
diag Autogenerated 792,05a2dc70-3323-4788-b03b-075e96457bb5,2016-08-25T21:24:40Z,2016-08-25T21:27:54Z,completed,completed normal,792.0,1.0,"20% Leakage, R-8 Ducts; 6 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 80% Usage","Standard, 80% Usage","Gas, 80% Usage",FIXME Location Average,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"20% Leakage, R-8",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 1 Story; Slab Foundation; Garage,Slab,Yes,1500-2499,1,None,"AC, SEER 10","Gas Furnace, 92.5% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, HomeRun, PEX",50%,6 ACH50,"Wall R-10, Unvented",Wall R-5,R-30,R-11,2ft R5 Exterior,"Ceiling R-30, Vented",Uninsulated,R-11,100% Incandescent,USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw,CR04,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,2000s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",808.3333333333334,350.0,772.2222222222223,0.0,3627.7777777777783,1772.2222222222222,0.0,0.0,0.0,0.33,685.6509048346537,29.951021001900823,119.14061202338398,0.0,0.0,0.0,7327.777777777778,108.47766941985915,834.7425378599385,0.0
diag Autogenerated 693,0603b7bc-2abe-483b-a1c2-c5a9cb15895b,2016-08-25T21:20:55Z,2016-08-25T21:24:24Z,completed,completed normal,693.0,1.0,"30% Leakage, Uninsulated Ducts; 15 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",FIXME Location Average,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 2 Stories; Unheated Basement Foundation; No Garage,Unheated Basement,No,1500-2499,2,None,None,"Gas Boiler, 80% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Uninsulated, Vented",Uninsulated,Uninsulated,Uninsulated,Uninsulated,"Ceiling R-19, Vented",Uninsulated,Uninsulated,100% Incandescent,USA_NJ_Newark.Intl.AP.725020_TMY3.epw,CR07,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,0.0,130.55555555555557,5402.777777777778,1705.5555555555554,594.4444444444445,0.0,0.0,46.0,1553.2826967694643,7.108628402349879,180.08525285953027,0.0,0.0,0.0,8180.555555555557,201.96087199636165,1740.381796319313,0.0
diag Autogenerated 304,067603ae-88eb-4618-b211-0a14e2d35320,2016-08-25T21:05:41Z,2016-08-25T21:08:49Z,completed,completed normal,304.0,1.0,"30% Leakage, Uninsulated Ducts; 10 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage",FIXME Location Average,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 2 Stories; Unheated Basement Foundation; No Garage,Unheated Basement,No,1500-2499,2,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",50%,10 ACH50,"Uninsulated, Vented",Uninsulated,Uninsulated,Uninsulated,Uninsulated,"Ceiling R-30, Vented",Uninsulated,Uninsulated,100% Incandescent,USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw,CR03,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1960s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,1252.7777777777778,0.0,3688.888888888889,1705.5555555555554,0.0,0.0,0.0,6.5,1532.33593841054,7.108628402349879,107.5772431555615,0.0,0.0,0.0,6997.222222222222,188.56821608633444,1647.0218099684514,0.0
diag Autogenerated 912,067cc9a9-3b12-43c9-99a9-98cbdb99d852,2016-08-25T21:28:44Z,2016-08-25T21:32:42Z,completed,completed normal,912.0,1.0,"20% Leakage, R-4 Ducts; 8 ACH50; Year-Round, 3 days/wk NatVent; No MechVent","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",FIXME Location Average,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,1500-2499 sqft; 1 Story; Slab Foundation; Garage,Slab,Yes,1500-2499,1,None,"AC, SEER 10","Gas Furnace, 92.5% AFUE",No,Natural Gas,FIXME Location Average,"Uninsulated, TrunkBranch, Copper",100%,8 ACH50,"Wall R-10, Unvented",Wall R-10,Uninsulated,R-11,"2ft R10 Perimeter, R10 Gap","Ceiling R-30, Vented",Ceiling R-13,R-11,100% Incandescent,USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw,CR08,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1990s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1377.7777777777778,350.0,772.2222222222223,0.0,5119.444444444444,1772.2222222222222,0.0,0.0,5.17,50.5,529.9245519671756,7.108628402349879,165.96277776686185,0.0,0.0,0.0,9391.666666666668,102.34529265143199,702.9959581363873,0.0
